잡지명	개벽 제58호
발행일	1925년 04월 01일
기사제목	忠北의 三大名物과 二大鑛山 (The Three Famous Products and Two Great Mines of Ch'ungbuk)
기사형태	문예기타 (Literary Miscellaneous)

Ch'ungbuk's Three Famous Products and Two Great Mines

□=One of the World's Three Great Mineral Springs: Ch'ŏngju Carbonated Water / Annual production of natural cider exceeds 1 million Won, but this too has become the property of the Japanese Nakahara Tetsuomi.
The Napolis mineral spring in England, the Shaoshan mineral spring in the United States, and the natural carbonated spring of Ch'ŏngju are said to be the three great mineral springs of the world. This carbonated spring, traditionally called Ch'ojŏn (椒泉), meaning "Pepper Spring," is located in Ch'ojŏng-ni, Puk-il-myŏn, Ch'ŏngju-gun (about 40-odd *ri* north of Ch'ŏngju-gun, near the Ch'ungju highway; the *Yŏji Sŭngnam* states, "Pepper Water is 39 *ri* east of the provincial capital, its taste is like pepper"). More than 600 *sŏk* (stone measure, approx. 108 kiloliters) of water gush out continuously day and night. King Sejong the Great of the Yi Dynasty specially visited this mineral spring in the spring of the 26th year of his reign (Kapcha year, 1444), and later King Sejo also graced this place with the royal carriage. Since then, its fame spread throughout the country, and every year during the spring, summer, and autumn seasons, men and women from all directions, not minding the journey of several hundred *ri*, gather like clouds to drink this medicinal water. The area around the spring temporarily bustles like a market, with makeshift eateries, fruit stalls, and other entertainment booths standing side-by-side. The Government-General Central Laboratory conducted tests nine times from Meiji 45 (1912) to Taishō 7 (1918), confirming it as a fine spring. Furthermore, in the summer of Taishō 12 (1923), Mr. Yoshiki, Chief Pharmacist of the Government-General Hospital, also personally inspected it and announced its true nature widely. It was clearly proven to be unparalleled as a refreshing beverage, with a high total carbonate content of 8.2050 per liter (*lit* 立瓦) and containing radium emanation (라줌에마나치온) measuring 30 Maché units (마쓰에). Nakahara Tetsuomi, a Japanese businessman and manager of the Keijō Hotel, who has a keen eye for profit, coveted this. He finally acquired it in Taishō 8 (1919) and began manufacturing and selling natural carbonated water, or natural cider, by mixing this spring water with the natural gas erupting nearby. Currently, the annual production reaches around 30,000 cases (4 dozen bottles per case, 凾), and judging by the amount of water gushing out, it is said there is potential to easily produce 1 million cases. <82>

□=Suanbo Hot Spring in Koesan County / Highest Radium Content in the East.
Suanbo Hot Spring, reputed to have the highest radium content in the East, is located in Onch'ŏn-ni, Sangmo-myŏn, Koesan-gun. There is no historical record of this hot spring's origin, but according to local legend, about 350-360 years ago, a village farmer gathered medicinal herbs, and a disabled beggar who stayed overnight during the winter regained the use of his limbs. The villagers found this strange, dug around the area, and discovered the spring. Thereafter, bathers came continuously through all four seasons. However, when a woman accidentally drowned, the villagers considered it an inauspicious place, buried it, and left it untouched for about 40-50 years. Then, an elderly paralyzed man set up a grass hut at the old hot spring site, stayed for over 100 days, and fully recovered from his illness. Everyone was astonished and excavated it again. Its fame eventually spread throughout the world, reaching the present day. This hot spring was originally village property, then became the property of Wŏlha-myŏn, and every year it is put up for bidding, allowing the successful bidder to operate the business. The spring water is colorless, transparent, highly alkaline, with a temperature of 40-50 degrees Celsius. It is particularly effective for skin diseases, women's ailments, syphilis, and rheumatism. The daily output is about 400 *sŏk* (approx. 72 kiloliters), and the average number of bathers per year reaches over 15,000. However, transportation has traditionally been inconvenient, causing much regret among bathers. Recently, the first-class road between Taegu and Kyŏngsŏng opened, increasing daily automobile access, and with more lodging facilities, it has become relatively convenient. Furthermore, when the Ch'ungbuk Line railway extends to Ch'ungju, the number of bathers will undoubtedly surge. Also, nearby are the naturally rugged Choryŏng Pass Gate, the Choryŏng Forest, one of Chosŏn's three major forests, and the Stone Maitreya (Sŏngmirŭk), Ch'ungbuk's largest giant Buddha. Therefore, visitors seeking scenic beauty will also increase throughout the four seasons, and this bathing spot will soon become a major bustling center.

□=The Lifeline of Ch'ungju People: Yellow Tobacco / Cultivation Area 1,500 *chŏngbo*, Annual Production Value Over 1.35 Million Won.
I. History of Yellow Tobacco Cultivation: In the 10th year of Kwangmu (Pyŏngo year, 1906), the Korean Government's Finance Advisory Department, after investigating Chosŏn's soil quality, discovered that its climate closely resembled that of the main yellow tobacco producing regions in North America, such as Virginia and North Carolina. Deeming it suitable <83> for yellow tobacco cultivation, they established a nursery in Yamato-chō (then Naksŏn-bang) in Kyŏngsŏng and distributed seedlings to cultivators for transplanting. This marked the beginning of yellow tobacco cultivation. The following year (Chŏngmi, 1907), a branch office was set up in Kich'ang, Sŏngch'ŏn-gun, P'yŏngnam Province, and the Yellow Oronoco (엘로오로노코) variety was test-planted. Seeds were also distributed to nearby cultivators, but at the time, most cultivators were inexperienced in farming methods and generally did not achieve good results. However, the results from the directly managed test cultivation were quite favorable. Therefore, the following year (Musin, 1908), further steps were taken in test cultivation. Unexpectedly, they were attacked by righteous armies (義兵, *ŭibyŏng*) of the time; the office was burned down, and staff members were harmed, becoming the first victims of yellow tobacco cultivation. Due to this incident, activities were inevitably halted. In the 3rd year of Yung-hŭi (Kiyu, 1909), a tobacco experimental station was established again in Taegu, Kyŏngbuk Province, testing yellow tobacco along with various other types. In the 4th year (Kyŏngsul, 1910), another experimental station was added in Taejŏn, Ch'ungnam Province. Having confirmed good results, in June of Meiji 44 (1911), to select a production area for yellow tobacco, Yangju in Kyŏnggi Province, Haeju and Chaeryŏng in Hwanghae Province, Kimhwa, Ch'ŏrwŏn, and P'yŏnggang in Kangwŏn Province, and Ch'ungju in Ch'ungbuk were designated as candidate sites. After detailed investigations regarding cultivated land area, number of farm households, geology, soil properties, topography, location, climate, labor costs, and fertilizer supply, it was determined that Ch'ungju-gun shared the same latitude as the original tobacco production areas of Virginia (븨아지니아) in North America. Furthermore, its climate had traditionally caused no major harm to crops, transportation was convenient, there was a large plain of over 2,000 *chŏngbo*, the topography was extremely suitable for drainage, and importantly, it did not contain iron, the biggest impediment to tobacco cultivation. Thus, confirming its suitability for yellow tobacco cultivation in all aspects, a branch office of the Treasury Department's Tax Bureau was established in the county in Meiji 45 (1912). Since then, cultivation began, soil was analyzed, and seeds of varieties from the original American production areas such as Yellow Oronoco (엘로오로노코), Bright Yellow (라이트엘로), Hester (헤스타), Conqueror? (공쿠엘노), Kentucky Yellow? (겐닷기엘로), and six others were selected. First, model cultivation was demonstrated for private farmers. The following year, direct management cultivation aimed at seed collection and experimental farming was conducted, while materials for cultivation were loaned to private farmers, encouraging private cultivation in various ways. Consequently, the number of people engaged in this work increased year by year, making Ch'ungju's yellow tobacco famous throughout the world, and this tobacco became the livelihood of Ch'ungju. (The Cultivation Association was established in Taishō 2 [1913]).
II. Outline of Cultivation Method: There are two types of tobacco seedbeds: raised beds (揚床) and ground beds (地床). Those using raised beds have an earlier harvest time, while those using ground beds are slower, extending until the end of September. Seeds are sown in the seedbeds around April 10th, and the seedlings are transplanted to the main field by June 25th, planting about 20 plants per *tanbo*. Fertilizer is applied twice, before and after planting. For one *tanbo*, the fertilizer used consists of 50 *kwan* of Shanghai oil cake (上海油粕), 10 *kwan* of cottonseed cake (綿實粕), 5 *kwan* of superphosphate (過燐酸石炭 - likely superphosphate of lime), 2 *kwan* of potassium sulfate (流酸加里) (48%), and 250 *kwan* of compost/manure (堰肥). After budding and when one or two flowers <84> appear and there are 13-14 leaves, the flower buds are removed to promote leaf fullness. Harvesting begins approximately 70-80 days after transplanting. Harvesting typically starts from the lower leaves and proceeds upwards, finishing in five or six rounds. The harvested leaves are strung on ropes and hung in a drying room (dimensions: 2 *kan* wide, 3 *kan* long, 3 *kan* high - approx. 3.6m x 5.4m x 5.4m) for flue-curing. The room temperature is gradually raised from an initial 95 degrees (Fahrenheit likely, ~35°C) to 160 degrees (~71°C) to fix the leaf color as yellow. Drying takes 103 to 120-130 hours, and one room typically holds 300-400 *kwan* (1125-1500 kg) of fresh leaves. When handling the dried leaves, appropriate moisture (溫氣) is added to prevent damage during handling. They are then taken down, stored for about three weeks, sorted according to leaf size and quality, packed into standard 10-*kwan* bales, and then undergo inspection by the Monopoly Bureau based on grade (payment is made according to the grade).
III. Use: Cut tobacco for rolling papers (兩切紙) and pipes (節煙草).
IV. Markets: Kyŏngsŏng, Taegu, P'yŏngyang, and overseas.
V. Cultivation Area: Ch'ungju vicinity, 8 *myŏn* in Koesan, 6 *myŏn* in Eumsŏng, 4 *myŏn* in Chech'ŏn; total area: 1,500 *chŏngbo*.
The progress of this business is shown in the table below:
Tobacco Cultivation Performance Table
<85>

□=Two Great Inexhaustible Black Lead (Graphite) Mines / Estimated Reserves Over 1 Million Tons, Owners Are Also Japanese.
1. Wŏlmyŏng Mine (月明鑛山): This mine is located in Myŏngch'i-ri (Wŏlmyŏng-dong), Ch'ŏngsan-myŏn, Okch'ŏn-gun. Situated 25 *ri* east of Ch'ŏngsan, it covers half of Ip'eum-san near the Kyŏngsang Pukto border, encompassing an area of 280,000 *p'yŏng* (approx. 92.6 hectares). It is a large black lead (graphite) mine with estimated reserves of 1 million tons (Government-General survey). The ore deposit (鑛床) is embedded in gneiss, striking 60 degrees, dipping 60 to 70 degrees. There are three main ore veins, each extending 3,000 *ch'ŏk* (feet/shaku, approx. 909m), with widths ranging from 6 to 30 *ch'ŏk* (approx. 1.8m to 9m). The quality averages 83% fixed carbon, ranging from 80% to 87%. Around Meiji 40 (1907), this mine was operated by the Pusan Korean Black Lead Company (釜山韓國黑鉛商會). Later, it was taken over by Ishikawa Kyūzō, a Japanese resident in Kyŏngsŏng, and subsequently came under the management of the current owner, Yamano Shūichi. Currently, a mine-dedicated road has been built covering the 8 *chŏng* (approx. 870m) between Ch'ŏngsan and Ch'ŏngch'ŏn River, and the 1.5 *ri* (approx. 600m) distance between the river and the mine. Equipped with over 50 oxcarts and handcarts and several ferries, it transports over 500 tons per month. This, along with the Sangung graphite (山宮黑鉛) shipped out from Yŏngdong Station, makes it one of the foremost black lead mines in all of Chosŏn. (Current mine inventory approx. 5,000 tons, it is said).

2. Sogung Black Lead Mine (小宮黑煙鑛): The sight of large piles resembling a great lead mountain, stacked daily in the plaza of Hwanggan Station on the Kyŏngbu Line, is black lead transported from the Sogung Mine. This mine is located in Sipang-ni, Mosŏ-myŏn, Sangju-gun, Kyŏngbuk, on P'arŭm-san, covering a vast mining area of 1 million *p'yŏng* (approx. 330 hectares). Komiya Manjirō, a Japanese resident of Pusan, began excavating here <86> since the 9th year of Kwangmu (1905). At that time, the crude ore was exported as is to Germany via Nagasaki. Currently, it is mainly exported to the Kyūshū region and America via Tōkyō. The quality is roughly the same as the Wŏlmyŏng Mine, and the reserves are said to be 1.5 million tons (Government-General survey). A light railway (經便鐵道) has been laid over the 13 miles between Hwanggan Station and the mine site, transporting 26 tons per day. Although the scale of excavation has been somewhat reduced compared to before, it still employs 120-130 Korean miners (朝鮮鑛夫) and over 10 Japanese miners (日本人鑛夫) daily. A substantial office is maintained in front of Hwanggan Station to handle administrative affairs. The total investment since the beginning of operations amounts to about 200,000 Won, with circulating capital reaching 400,000 Won. In Taishō 9 (1920), shipments to Pusan reached 6,800 tons, and in Taishō 10 (1921), 5,700 tons. Even now, this mine accounts for 70% of the total revenue of Hwanggan Station. Mentioning such things only hurts the hearts of Koreans and serves no necessary purpose, but let's keep it in mind anyway.

Leaving Behind the Eternal Righteous Soul: Im Ch'ungmin Kong (林忠愍公)
<87>

**Summary**

This 1925 article from *Kaebyŏk* magazine highlights three major products and two significant mines in Ch'ungch'ŏngbuk-do (Ch'ungbuk) province during the Japanese colonial period. It details the Ch'ŏngju Carbonated Spring, famous as one of the world's best and commercially exploited by a Japanese hotelier; the Suanbo Hot Spring, known for its high radium content and growing popularity due to improved transport; and the extensive cultivation of American yellow tobacco centered in Ch'ungju, vital to the local economy but initiated and controlled by the colonial administration and its Monopoly Bureau. The article also describes two major graphite mines, Wŏlmyŏng and Sogung, detailing their large estimated reserves, production scale, and export activities, explicitly noting that both are owned and operated by Japanese individuals, having taken over from previous Korean or joint ventures.

From a colonial history perspective, the article is revealing. It showcases the identification and exploitation of Korean natural resources (mineral springs, fertile land for cash crops, graphite deposits) primarily by Japanese capitalists and the colonial state apparatus (Government-General labs, bureaus, experimental stations). While presenting these as "famous products" of Ch'ungbuk, the text explicitly points out Japanese ownership of the most lucrative ventures (the spring, the mines) and the colonial control over tobacco cultivation. The final sentence regarding the Sogung mine – "Mentioning such things only hurts the hearts of Koreans... but let's keep it in mind anyway" – directly voices the underlying resentment and awareness of economic exploitation under colonial rule. Historians might find the detailed descriptions of resource extraction, the role of Japanese individuals and the colonial government, the specific production figures, and the expressed sentiment of Korean grievance particularly valuable.

**Named Entities**

忠北	충북	Ch'ungbuk
淸州	청주	Ch'ŏngju
中原鐵臣	나카하라 데쓰오미	Nakahara Tetsuomi
英國	영국	England (United Kingdom)
米國	미국	United States
椒井里	초정리	Ch'ojŏng-ni
忠州	충주	Ch'ungju
輿地勝覽	여지승람	Yŏji Sŭngnam
李朝	이조	Yi Dynasty
世宗大王	세종대왕	King Sejong the Great
世祖大王	세조대왕	King Sejo the Great
總督府中央試驗所	총독부중앙시험소	Government-General Central Laboratory
明治	메이지	Meiji
大正	다이쇼	Taishō
總督府醫院	총독부의원	Government-General Hospital
吉木君	요시키 군	Mr. Yoshiki
京城호텔	경성호텔	Keijō Hotel (Kyŏngsŏng Hotel)
槐山郡	괴산군	Koesan-gun
水安堡溫泉	수안보온천	Suanbo Hot Spring
上芼面	상모면	Sangmo-myŏn
溫泉里	온천리	Onch'ŏn-ni
東洋	동양	The East (Orient)
月下面	월하면	Wŏlha-myŏn
大邱	대구	Taegu
京城	경성	Kyŏngsŏng (Seoul)
鳥嶺關門	조령관문	Choryŏng Kwanmun (Choryŏng Pass Gate)
鳥嶺森林	조령삼림	Choryŏng Forest
石彌勒	석미륵	Sŏngmirŭk (Stone Maitreya)
忠北線	충북선	Ch'ungbuk Line
黃色煙草	황색연초	Yellow Tobacco
光武	광무	Kwangmu
韓國政府財政顧問部	한국정부재정고문부	Korean Government Finance Advisory Department
朝鮮	조선	Chosŏn (Korea)
北米	북미	North America
뵈아지니아	버지니아	Virginia
北칼로라이나	노스캐롤라이나	North Carolina
大和町	야마토초	Yamato-chō
樂善坊	낙선방	Naksŏn-bang
平南	평남	P'yŏngnam (South P'yŏngan Province)
成川郡	성천군	Sŏngch'ŏn-gun
岐倉	기창	Kich'ang
엘로오로노코	엘로 오로노코	Yellow Oronoco
慶北	경북	Kyŏngbuk (North Kyŏngsang Province)
義兵	의병	Righteous Army (*ŭibyŏng*)
隆熙	융희	Yung-hŭi
烟草試作場	연초시작장	Tobacco Experimental Station
忠南	충남	Ch'ungnam (South Ch'ungch'ŏng Province)
太田	태전	Taejŏn
京畿道	경기도	Kyŏnggi-do
楊州	양주	Yangju
黃海道	황해도	Hwanghae-do
海州	해주	Haeju
載寧	재령	Chaeryŏng
江原道	강원도	Kangwŏn-do
金花	김화	Kimhwa
鐵原	철원	Ch'ŏrwŏn
平康	평강	P'yŏnggang
度支部司稅局出張所	탁지부사세국출장소	Treasury Department Tax Bureau Branch Office
라이트엘로	브라이트 옐로	Bright Yellow
헤스타	헤스터	Hester
공쿠엘노	콩쿠엘로?	Conqueror? (Kongk'uellŏ)
겐닷기엘로	켄터키 옐로?	Kentucky Yellow? (Kendatki Ellŏ)
耕作組合	경작조합	Cultivation Association
上海	상해	Shanghai
平壤	평양	P'yŏngyang
陰城	음성	Eumsŏng
堤川	제천	Chech'ŏn
月明鑛山	월명광산	Wŏlmyŏng Mine
沃川郡	옥천군	Okch'ŏn-gun
靑山面	청산면	Ch'ŏngsan-myŏn
明峙里	명치리	Myŏngch'i-ri
月明洞	월명동	Wŏlmyŏng-dong
慶尙北道	경상북도	Kyŏngsang Pukto (North Kyŏngsang Province)
入音山	입음산	Ip'eum-san
總督府	총독부	Government-General
釜山韓國黑鉛商會	부산한국흑연상회	Pusan Korean Black Lead Company
石川久三	이시카와 규조	Ishikawa Kyūzō
山野秀一	야마노 슈이치	Yamano Shūichi
靑川江	청천강	Ch'ŏngch'ŏn River
永同驛	영동역	Yŏngdong Station
山宮黑鉛	산궁흑연	Sangung Graphite
小宮黑煙鑛	소궁흑연광	Sogung (Komiya) Graphite Mine
黃澗驛	황간역	Hwanggan Station
京釜線	경부선	Kyŏngbu Line
尙州郡	상주군	Sangju-gun
牟西面	모서면	Mosŏ-myŏn
十方里	시방리	Sipang-ni
八音山	팔음산	P'arŭm-san
釜山	부산	Pusan
小宮萬次郞	고미야 만지로	Komiya Manjirō
長崎	나가사키	Nagasaki
獨逸	독일	Germany
東京	도쿄	Tōkyō (Tokyo)
九州	규슈	Kyūshū
米洲	미주	America
朝鮮鑛夫	조선광부	Korean miner
日本人鑛夫	일본인광부	Japanese miner
林忠愍公	임충민공	Im Ch'ungmin Kong

**Glossary**

名物	명물	Famous product, specialty
鑛山	광산	Mine
靈泉	영천	Mineral spring, miraculous spring
炭酸泉	탄산천	Carbonated spring
天然	천연	Natural
年産額	연산액	Annual production value
所有	소유	Ownership, possession
稱하다	칭하다	To call, name, designate (Older form of 칭하다)
湧出하다	용출하다	To gush out, spring forth
幸行하다	행행하다	(Royal) visit, progress (Older form: 행차하다)
喧傳되다	훤전되다	To be widely rumored, become famous
不遠하고	불원하고	Not considering it far (classical phrasing)
蝟集하다	위집하다	To gather like a swarm (of hedgehogs)
假設	가설	Temporary, makeshift
櫛比하다	즐비하다	To stand closely side-by-side (like teeth of a comb)
試驗하다	시험하다	To test, examine (Older form of 시험하다)
含有하다	함유하다	To contain, include
飲料	음료	Beverage
垂涎하다	수연하다	To covet, drool over
買收하다	매수하다	To purchase, buy up
混和하다	혼화하다	To mix, blend
販賣하다	판매하다	To sell
目下	목하	Currently, at present
推見하다	추견하다	To infer, estimate based on observation
溫泉	온천	Hot spring
由來	유래	Origin, history
可考하다	가고하다	To be verifiable through records
俗說	속설	Folklore, popular belief, legend
距今	거금	From the present time back to
不具	불구	Disabled, handicapped
怪異히	괴이히	Strangely, mysteriously (Older adverbial form of 괴이하게)
埋藏하다	매장하다	To bury
不問에 附하다	불문에 부하다	To leave unquestioned, ignore
躄者	벽자	Paralyzed person, cripple
驚異하다	경이하다	To be amazed, astonished
遂히	수히	Finally, eventually (Older adverbial form of 마침내)
至하다	지하다	To reach, arrive at (Older form of 이르다)
泉質	천질	Quality of spring water
特效	특효	Special efficacy, particular effectiveness
浴客	욕객	Bather, visitor to a bath/spring
遺憾	유감	Regret, dissatisfaction
近間	근간	Recently
開通되다	개통되다	To be opened (road, railway)
激增하다	격증하다	To increase rapidly, surge
險地	험지	Rugged terrain, perilous place
巨佛	거불	Giant Buddha statue
探賞	탐상	Appreciating scenery, sightseeing
未久에	미구에	Soon, before long
繁華	번화	Prosperity, bustle
煙草	연초	Tobacco (Older term, now 담배 is common)
耕作地	경작지	Cultivated land, arable land
沿革	연혁	History, development
財政顧問部	재정고문부	Finance Advisory Department
土質	토질	Soil quality
風土	풍토	Natural features, climate
酷似하다	혹사하다	To resemble closely
苗圃	묘포	Nursery (for seedlings)
分給하다	분급하다	To distribute, allocate
移種	이종	Transplanting
嚆矢	효시	Origin, beginning (lit. whistling arrow signaling start of battle)
試種하다	시종하다	To test plant, trial cultivation
未熟하다	미숙하다	To be inexperienced, unskilled
成績	성적	Results, performance
頗히	파히	Quite, considerably (Older adverbial form)
襲擊	습격	Attack, raid
燒失되다	소실되다	To be destroyed by fire
所員	소원	Staff member, personnel
犧牲者	희생자	Victim, sacrifice
不得已	부득이	Unavoidably, inevitably
增設하다	증설하다	To add, establish more
確認하다	확인하다	To confirm, verify
選擇하다	선택하다	To choose, select
緯度	위도	Latitude
氣象	기상	Climate, weather conditions
作物	작물	Crops
勞銀	노은	Wages (Older term for 임금/노임)
肥料	비료	Fertilizer
供給	공급	Supply
排水	배수	Drainage
禁涊物	금념물	Prohibited substance, contaminant (likely 禁厭物 - object of dislike/avoidance)
鐵質	철질	Iron content
最適宜	최적의	Most suitable
着手하다	착수하다	To commence, start
模範	모범	Model, example
貸付하다	대부하다	To lend, loan
獎勵하다	장려하다	To encourage, promote
著名하다	저명하다	To be famous, well-known
生業	생업	Livelihood, occupation
槪要	개요	Outline, summary
苗床	묘상	Seedbed
遲緩하다	지완하다	To be slow, delayed
播種하다	파종하다	To sow seeds
本圃	본포	Main field (for transplanting)
植付하다	식부하다	To plant
施하다	시하다	To apply (fertilizer)
油粕	유박	Oil cake (residue after oil extraction)
粕	박	Cake, lees, residue
貫	관	Kwan (unit of weight, approx 3.75kg)
石炭	석탄	Coal (here possibly used mistakenly for 石灰 lime, as in superphosphate of lime)
加里	가리	Potassium (Kali)
出蕾	출뢰	Budding (of flowers)
開花	개화	Flowering, blooming
摘去하다	적거하다	To pick off, remove
充實	충실	Fullness, substance, enrichment
收穫	수확	Harvest
乾燥室	건조실	Drying room
火力乾燥	화력건조	Flue-curing, heat drying
溫度	온도	Temperature
固定하다	고정하다	To fix, set
要하다	요하다	To require, need
收容	수용	Capacity, accommodation
破損되다	파손되다	To be damaged, broken
貯藏하다	저장하다	To store
品位	품위	Quality grade
調理하다	조리하다	To sort, arrange, prepare (here refers to grading tobacco leaves)
包藏하다	포장하다	To pack, wrap
專賣局	전매국	Monopoly Bureau
支出하다	지출하다	To pay out, disburse
用途	용도	Use, application
兩切紙	양절지	Paper for hand-rolled cigarettes
節煙草	절연초	Pipe tobacco
需用地	수요지	Market, place of demand
經過	경과	Progress, course of events
無盡藏	무진장	Inexhaustible supply, boundless resource
黑煙	흑연	Black lead, graphite (lit. black smoke)
推定	추정	Estimation
鑛量	광량	Ore reserves, quantity of ore
主人公	주인공	Main figure, owner (lit. protagonist)
亦是	역시	Also, likewise, as expected
鑛區	광구	Mining district, concession area
鑛床	광상	Ore deposit, bed
胚胎하다	배태하다	To be embedded, contained within
走向	주향	Strike (geological term)
傾斜	경사	Dip (geological term)
延長	연장	Length, extension
幅	폭	Width
品質	품질	Quality
固定炭素	고정탄소	Fixed carbon
平均	평균	Average
引受하다	인수하다	To take over, acquire
現今	현금	Currently, now (Similar to 目下)
開鑿하다	개착하다	To excavate, build (a road)
渡船	도선	Ferryboat
設備하다	설비하다	To equip, furnish
運搬하다	운반하다	To transport, carry
搬出되다	반출되다	To be carried out, shipped out
有數	유수	Prominent, leading, one of the few best
廣場	광장	Plaza, open square
積置되다	적치되다	To be piled up, stacked
採掘하다	채굴하다	To excavate, mine
粗鑛	조광	Crude ore
經由하다	경유하다	To go via, pass through
輸出하다	수출하다	To export
略	략	Approximately, roughly
相同하다	상동하다	To be similar, about the same
敷設하다	부설하다	To lay (railway track)
規模	규모	Scale, size
縮少하다	축소하다	To reduce, scale down
鑛夫	광부	Miner
投資額	투자액	Investment amount
融通資金	융통자금	Circulating capital, working funds
占하다	점하다	To occupy, account for
義魄	의백	Righteous soul
遺停하다	유정하다	To leave behind, bequeath
-e 

---------------------------


잡지명	개벽 제58호
발행일	1925년 04월 01일
기사제목	忠北의 三大名物과 二大鑛山
기사형태	문예기타

忠北의 三大名物과 二大鑛山
□=世界三大靈泉의 一인 淸州炭酸/天然사이다의 年産額이 一百萬圓以上인데 이것도 日本人中原鐵臣의 所有가 되얏다
英國의 나포리스 鑛泉과 米國의 시야스온 鑛泉과 淸州의 天然炭酸泉은 世界의 三大靈泉이라한다 이 炭鑛泉은 自來椒泉이라 稱하던 名이니 淸州郡北一面椒井里(在淸州郡北四十餘里忠州街道附近輿地勝覽에 椒水在州東三十九里其味如椒云)에잇서서 一晝夜에 六百石以上의 多量水가 滖滖이 湧出한다 李朝의 世宗大王은 卽位二十六年甲子春에 特히 此靈泉에 幸行하얏고 其後世祖大王도 한 此地에 龍駕를 御하얏다 伊來名聲이 全國에 喧傳되야 每年春夏及秋季의 節에 四方의 男女가 幾百里의 途를 不遠하고 蝟集하야 此藥水를 飮用하매 泉水의 周圍는 一時市場과가티 繁盛하야 假設의 飮食店, 果物店其他興行室이 櫛比하게된다 總督府中央試驗所에서는 明治四十五年以來로 大正七年지 凡九回를 試驗하야 其良泉인 것을 發表하고 大正十二年夏季에 總督府醫院藥劑長吉木君도 親檢하고 其眞相을 各方面에 發表하얏는데 一立瓦中總炭鑛量이 八,二○五○의 多額에 達하는 것과 三十「마쓰에」를 起하는 「라줌에마나치온」을 含有한 것은 淸凉飮料로 至純無二한 것을 明白히 證明한다 取利에 눈밝은 京城호텔 經營者日本人中原鐵臣은 이것을 垂涎하다가 大正八年에 비로소 買收하야 此靈泉과 其附近에 嘖出하는 天然瓦斯를 混和하야 天然炭鑛水天然사이다를 製造하야 世上에 販賣하는데 目下年産額이 一凾四打入三萬凾內外에 達하고 其湧出量으로 推見하면 尙히 一百萬凾을 無廣製造할 可能性이잇다한다＜82＞
□=槐山郡水安堡溫泉/라줌 含有量이 多하기는 東洋第一이다
