Magazine Title: 삼천리 제9호
Publication Date: 1930년 10월 01일
Article Title: 아하, 아버지 李甲, 그의 따님 李正熙女史 訪問記 (Ah, Father Yi Kap, A Record of a Visit with His Daughter, Ms. Yi Chŏnghŭi)
Author: 漢陽學人
Article Type: 대담·좌담 (Interview/Discussion)

Ah, Father Yi Kap, A Record of a Visit with His Daughter, Ms. Yi Chŏnghŭi
						Hanyang Hak'in

Having heard from a certain person (某氏) that the only blood relative of Mr. Yi Kap (李甲), who passed away unfortunately in Siberia (西伯利亞), his daughter Ms. Chŏnghŭi (正熙), and her husband Mr. Yi Ŭngjun (李應俊) are currently in Sŏul (서울), I visited Yongsan (龍山) on a clear early autumn holiday in 1930. Mr. Yi Ŭngjun, during the old Korean era, attended the Military Academy (武官學校) where No Paengnin (盧伯鱗), then an Army Colonel (陸軍正領, equivalent to the current Colonel - 大佐), was the principal. He then entered the Japanese Military Academy (日本士官學校), graduated, served as an officer in the Tokyo (東京) Azabu (麻布) 3rd Regiment (第3聯隊), was dispatched to Siberia with the Anglo-American allied forces, and returned to Korea seven or eight years ago, now stationed with the Yongsan army (龍山軍隊). His current position is Army Captain (陸軍大尉), serving as a company commander in the 79th Infantry Regiment (보병 제79연대). At home live Mr. Yi Kap's widow, the couple, their 10-year-old son Ch'angsŏn (昌善), and their 7-year-old daughter. I sought him out at the Army Barracks (陸軍官舍) located amid the dense woods along Hangan-t'ong (漢江通). At the gate, a soldier, seemingly on an errand from the Regiment (聯隊), stood rigidly at attention, awaiting the company commander's orders. Soon after, we sat facing each other in a simply furnished reception room. Mr. Yi, appearing before my eyes for the first time, seemed much younger than his nearly 40 years, which seemed almost unbelievable. I was surprised that his appearance was not that of a rugged, valiant general who charges across battlefields commanding legions, but rather that of a senior figure who might sit contemplating the path of Buddhism. Shortly thereafter, Mr. Yi Kap’s daughter, Ms. Chŏnghŭi, who brought in tea and refreshments, also appeared much younger than her 30 years, with a clear face devoid of wrinkles. Moreover, as she was once known for her eloquence and beauty, renowned alongside the daughter of the famous Yi Tonghwi (李東輝) as one of the two beautiful "Koryŏ flowers" (高麗꼿) blooming in Siberia, her stunning beauty widely celebrated both at home and abroad, the lady seated elegantly in Korean attire (朝鮮服) possessed a rare beauty. When the conversation turned to the circumstances of Mr. Yi Kap's final moments, starting from Myurin Station (뮤린驛) on the Chinese Eastern Railway (中東線) and reaching Nikolsk (니코리스크), the lady's face clouded with immense sadness as she spoke thus:

"The place where father finally passed away was the city of Nikolsk (「니코리스크」市) in Siberia. It was late spring, 16 years ago, when the white snow outside the window was melting heap by heap, indifferently. My father, who had suffered for many years from an incurable illness, departed this world entirely at the age of 41. Originally, due to paralysis <49> affecting his whole body, he couldn't move his limbs, of course, and even his speech was unclear, so he left no final words. At his deathbed were my mother, myself, and several fellow Koreans from there. His remains were interred in the White People's Cemetery on the hill behind, from where one could overlook Nikolsk at a glance and also gaze towards the old homeland he had so yearned for in life. After we left, we couldn't even visit the grave once for rites, but about 14 years ago, when my husband (밧갓 어룬) happened to be deployed to Siberia, he visited the grave and left a bouquet. He said that although several years had passed since father's death, it seemed some thoughtful brethren there still visited, as several dew-moistened bouquets lay by the grave. Hearing this back here, I wept alone."

"How did he come to suffer from total paralysis?"
To my question, she replied:
"Well, I was young then, so I don't know the details well, but Father went to St. Petersburg (聖彼得堡) in Russia (露都) and contracted an endemic disease. After that, intending to cross over to America, he took a ship to San Francisco (桑港), but due to issues with his travel permit, he had to turn back. Being originally of an impatient temperament, he became intensely frustrated, and it seems he developed a nervous disorder concurrently... The direct cause apparently was one morning while sharpening a pencil with a knife, the knife tip slightly touched the end of his thumb, and suddenly the muscle (緊肉) at the tip of that thumb couldn't move freely. Then it spread from the finger to the fist, from the fist to the arm, and gradually the muscles (緊肉) throughout his body lost their elasticity (伸縮), leaving him almost completely disabled. Afterwards, he sought out famous doctors in Berlin (伯林) and Paris (巴里), trying everything to cure his illness, but there was no effect at all, so eventually he came to be at Myurin (『무린』) Station on the Chinese Eastern Railway. At that time, Mr. Yi Kwangsu (李光洙) came from Shanghai (上海) and stayed constantly by Father's side, serving as a conversation partner and writing many letters for him by dictation. For about a month... Before that, I used to write the letters. Just as Father dictated. But at that time, I <50> was only fourteen or fifteen and had only briefly attended Chinmyŏng Girls' School (進明女學校) in Sŏul, so how well could I have written letters?"

"What was your father, Mr. Yi Kap's, personality like?"
"Well, when we were in Korea, I was young, so I just thought of him as a stern adult. But when we went to Siberia and I lived with him, I came to think of him as a very affectionate and sorrowful (多情多恨) adult. Because he cried easily and laughed easily too. And what always angered him was how Koreans who went abroad would split into factions, saying 'That's the P'yŏngan Province (平安道) group,' 'This fellow is the Kyŏngsang Province (慶尙道) group,' constantly engaging in partisan squabbles day and night. He was most indignant about this and seemed to strive for mutual understanding and sincerity (肝膽相照) among them. After going abroad, his closest friend was that elder, Yi Tonghwi (李東輝). I heard him and Father sometimes pounding the desk in the room, likely having heated discussions (激論) due to disputes over these factions. That elder, Yi Tonghwi, never failed to visit our house two or three times a day. Truly, in my eyes, the two seemed like elders who shared life and death together."

"Did he cherish his friends greatly?"
"Yes, when it came to friends, it seemed he would truly give even a part of himself. If someone caught even a cold, he would ask for medicine to be prepared and sent, worrying morning and evening no less than for his own siblings (仝氣). What I remember most vividly is when my uncle in Sukch'ŏn (肅川), P'yŏngan Province, heard news that we were suffering from illness (病苦) in Siberia, he sold ten days' worth of ploughing land (열흘가리) in Sukch'ŏn that belonged to Father – I think it was 2,000 or 3,000 won – and sent the money to Nikolsk. Father, though bedridden, used that money to buy land. About half was registered under Mr. An Ch'angho's (安昌浩) name and given to Mr. An, almost another half was designated for the son of Mr. Yu Tongyŏl (柳東悅) living there, a young man, and only about a tenth, if that, was registered under the name of one of his friends. Besides this, there were very many instances where he acted for his friends. In any case, once he befriended someone, it seems he only thought of sharing life and death with them."

Wishing to change the sorrowful mood, I asked about the couple's marriage romance. The wife blushed, smiled silently (含笑而), and her husband, Mr. Yi Ŭngjun, who was seated with us, spoke up instead. "Well, it happened like this. When my father-in-law, Mr. Yi Kap, was in Siberia, word reached me while I was at the military academy in Tokyo. So I thought, 'Looks like I'm getting married.' I first met this person (pointing to his wife) when I first came up to Sŏul from P'yŏngan Province and was staying at an inn near Sup'yo Bridge (水標橋). It seems Mr. Yi Kap was close with the innkeeper and often came by to visit. Then one day, for whatever reason he saw me – perhaps thinking I was a promising young man – he acted like a father with a daughter looking for a son-in-law prospect (사위가음), (at this, the couple laughed heartily) and told me to come stay at his house. At that time, he was Vice Minister of War (陸軍大臣副官) and wielded considerable influence. So, while staying at his house, I met this person, who was tiny back then (his wife), and we often played together and quarreled quite a bit too. I was then enrolled as a first-generation student at Posŏng School (普成學校), which was considered the first modern school in Korea at the time. Later, under Mr. Yi Kap's direction, I spent a year at the Military Academy before going off to the Japanese Military Academy. Meanwhile, around the time of the annexation, I saw in a Tokyo newspaper that figures like An Ch'angho, No Paengnin, and Yi Tonghwi had gone abroad, and Mr. Yi Kap's whereabouts were unknown. Then, several years later, upon hearing the news from Myurin, it turned out he had mentioned our engagement as part of his last wishes shortly before passing away. At that time, the Siberian Intervention (西伯利亞 出兵) occurred. So, attached to the Headquarters (司令部), I went to Siberia. On the way, I stopped off in Nikolsk and spent a night looking for that person. Turns out, she was quite eager herself; she had already gone out looking for me, reaching Wŏnsan (元山) or somewhere, all by herself. Being a 21-year-old spinster, <51> it wasn't unreasonable that she felt pressed for time, hahaha......"

"Oh my, you came rushing all the way to Siberia like an old bachelor on fire. Hohoho."
The couple, quite excited by the sweet memories of their engagement days, continued the story.
"So, I stayed there overnight, visited my father-in-law's grave to pay respects, and then came back with the withdrawing troops. We held the wedding ceremony in my hometown, Sukch'ŏn in P'yŏngan Province. That was already 10 years ago. Life truly flows by quickly."

"By the way, how much truth is there to the story about the six-shooter (六穴砲) incident with Min Yŏnghwi (閔泳徽)?"
"I know that story well too. I heard it several times from my father-in-law during his lifetime. Originally, Yi Kap's father was reportedly one of the wealthiest men in P'yŏngan Province. When Yi Kap passed the civil service examination (科擧) in his youth and became a Chinsa (進士), Min Yŏnghwi, who came as the Provincial Governor (監司) of P'yŏngyang, arrested Yi Kap's father and subjected him to all sorts of harsh torture (惡刑), accusing his son, Yi Kap, of obtaining his Chinsa title by deceiving the king. So, he was forced to give up 40 'days' worth of ploughing' land (40日耕) – one 'day's ploughing' (一日耕) there is 5,000 p'yŏng (평), so that's 200,000 p'yŏng. After handing over that vast land, he was released safely. Yi Kap found it outrageous, but what could he do then? He immediately rushed up to Sŏul, joined the Independence Club (독립협회), and began harboring different intentions. However, when even the Independence Club collapsed amidst the turmoil involving the Peddlers' Guild (褓負商), he cast everything aside and jumped over to Japan. He worked his way through Seijō Middle School (成城中學) and graduated. At that time, the Korean government (韓國政府) decided to send students to the Japanese Military Academy, and he was chosen along with eight others, including Messrs. No Paengnin and Kim Ŭngsŏn (金應善). After graduating from that school, when the Russo-Japanese War broke out, he went to Manchuria (滿洲) as an official military observer (觀戰武官). During that time, he was called back to the Korean government (韓國政府) and served as a young officer in the army, eventually becoming Vice Minister of War (陸軍大臣 副官). At that time, Min Yŏnghwi held the illustrious title of Poguk (輔國) and, in military rank, was an Army Lieutenant General (陸軍中將). Yi Kap, a young officer burning with thoughts of revenge (復雜之念), actually bought a six-shooter (六穴砲), went alone to Min's house, and confronted him. He demanded the return of the fields stolen long ago, as well as all the money earned from harvests over the past 10-odd years. There was much talk of killing and being killed, but Min, perhaps genuinely fearing for his life, secretly fled to Shanghai (上海). But Mr. Yi Kap followed him all the way to Shanghai, secured a pledge for the return of the land, apprehended him, and returned to Korea. With that money, he founded the Sŏbuk Hakhoe (西北學會) and the Osŏng School (五星學校). In any case, he seemed quite passionate (激情的) and resourceful (知略)."
He then told several other stories besides that. I arrived a little past 11 in the morning and stayed until after 3 in the afternoon, enjoying a long conversation and even being treated to lunch personally prepared by the lady. As I was about to leave, the lady spoke again of her father, saying she hoped to find an opportunity someday to visit his grave (展墓) in Nikolsk. Her face was filled with sincere emotion, thinking of her relative who had passed away in unfortunate circumstances. <52>

**Summary**

This 1930 article recounts an interview by "Hanyang Hak'in" with Yi Chŏnghŭi, the daughter of the late independence activist Yi Kap, and her husband Yi Ŭngjun, a Japanese-trained Korean army officer. Yi Chŏnghŭi shares poignant memories of her father's final years in Siberian exile, his debilitating illness, death in Nikolsk, and his character—passionate, emotional, angered by factionalism among Koreans abroad, and deeply loyal to friends like Yi Tonghwi and An Ch'angho, even giving away money meant for his own care. Yi Ŭngjun recounts their courtship, initiated by Yi Kap, their engagement arranged shortly before Yi Kap's death, and Yi Kap's dramatic confrontation with Min Yŏnghwi to reclaim family land, which funded educational institutions like the Sŏbuk Hakhoe and Osŏng School.

For historians, this article offers valuable personal perspectives on prominent figures of the Korean independence movement in exile (Yi Kap, Yi Tonghwi, An Ch'angho, Yi Kwangsu) and their interactions. It provides details about Yi Kap's later life, illness, and personality, his views on Korean factionalism abroad, and the specific incident involving Min Yŏnghwi, linking personal grievance to nationalist activity. The interview also sheds light on the lives of Korean elites navigating the colonial period, including military service under Japan (Yi Ŭngjun) and maintaining connections across borders.

**Named Entities**

李甲	이갑	Yi Kap
李正熙	이정희	Yi Chŏnghŭi
李應俊	이응준	Yi Ŭngjun
西伯利亞	시베리아	Siberia
某氏	모씨	Mossi (Mr./Ms. X)
龍山	용산	Yongsan
陸軍正領	육군정령	Army Colonel
盧伯鱗	노백린	No Paengnin
武官學校	무관학교	Military Academy
日本士官學校	일본사관학교	Japanese Military Academy
東京	동경	Tokyo
麻布	마포	Azabu
第3聯隊	제3연대	3rd Regiment
龍山軍隊	용산군대	Yongsan Army
陸軍大尉	육군대위	Army Captain
보병 제79연대	보병 제79연대	79th Infantry Regiment
昌善	창선	Ch'angsŏn
漢江通	한강통	Hangan-t'ong
陸軍官舍	육군관사	Army Barracks
聯隊	연대	Regiment
李東輝	이동휘	Yi Tonghwi
高麗	고려	Koryŏ
中東線	중동선	Chungdong Line (Chinese Eastern Railway)
뮤린驛	뮤린역	Myurin Station
니코리스크	니코리스크	Nikolsk
露都	노도	Russia(n capital)
聖彼得堡	성피득보	St. Petersburg
桑港	상항	San Francisco
伯林	백림	Berlin
巴里	파리	Paris
李光洙	이광수	Yi Kwangsu
上海	상해	Shanghai
進明女學校	진명여학교	Chinmyŏng Girls' School
平安道	평안도	P'yŏngan Province
慶尙道	경상도	Kyŏngsang Province
肅川	숙천	Sukch'ŏn
安昌浩	안창호	An Ch'angho
柳東悅	유동열	Yu Tongyŏl
水標橋	수표교	Sup'yo Bridge
普成學校	보성학교	Posŏng School
元山	원산	Wŏnsan
司令部	사령부	Headquarters
閔泳徽	민영휘	Min Yŏnghwi
平壤	평양	P'yŏngyang
獨立協會	독립협회	Independence Club
褓負商	보부상	Pobusang (Peddlers' Guild)
日本	일본	Japan
成城中學	성성중학	Seijō Middle School
韓國政府	한국정부	Korean Government
金應善	김응선	Kim Ŭngsŏn
滿洲	만주	Manchuria
政府	정부	Government
陸軍大臣副官	육군대신부관	Vice Minister of War
陸軍中將	육군중장	Army Lieutenant General
西北學會	서북학회	Sŏbuk Hakhoe
五星學校	오성학교	Osŏng School

**Glossary**

따님	따님	Daughter (honorific)
女史	여사	Ms./Madam (used for educated or respected women)
듯고	듣고	Hearing (older spelling of 듣고)
차젓다	찾았다	Visited/Sought out (older spelling/form of 찾았다)
녯날	옛날	Old days (older spelling of 옛날)
잇든	있던	Who was (older spelling of 있던)
드러가	들어가	Entering (older spelling of 들어가)
잇다가	있다가	Being/Staying (older spelling of 있다가)
도라나와	돌아나와	Returning (older spelling of 돌아나와)
잇는	있는	Is/Are (older spelling)
마츰	마침	Just then/正好 (older spelling of 마침)
잇섯다	있었다	Was/Were (older spelling of 있었다)
안젓는데	앉았는데	Sat down, and... (older spelling of 앉았는데)
비최는	비치는	Reflecting/Appearing (older spelling of 비치는)
갓갑다	가깝다	Close/Near (older spelling of 가깝다)
훨신	훨씬	Much/Far (more) (older spelling of 훨씬)
보엿고	보였고	Appeared/Looked, and... (older spelling of 보였고)
닭고	닦고	Polishing/Cultivating (older spelling of 닦고)
안젓슬	앉았을	Would sit (older spelling of 앉았을)
놀랏다	놀랐다	Was surprised (older spelling of 놀랐다)
잇다가	있다가	After a while (older spelling of 있다가)
드러오는	들어오는	Coming in (older spelling of 들어오는)
업게	없게	Without (older spelling of 없게)
얼골	얼굴	Face (older spelling of 얼굴)
날니든	날리던	Was famous/renowned (older spelling of 날리던)
안즌	앉은	Seated (older spelling of 앉은)
가지시엇다	가지시었다	Possessed (honorific, older spelling of 가지셨다)
밧게	밖에	Outside (older spelling of 밖에)
힌	흰	White (older spelling)
한고치 두고치	한구치 두구치	One heap, two heaps (dialectal/older form for mounds/piles)
업시	없이	Without (older spelling)
고상하시든	고생하시던	Who was suffering (older spelling of 고생하시던)
마럿슴니다	말았습니다	Ended up (polite, older spelling of 말았습니다)
不隨	불수	Paralysis
꼼작	꼼짝	(Not) budging/moving slightly
놀니지	놀리지	Move (older spelling of 놀리지)
못하신	못하신	Could not do (honorific)
말슴조차	말씀조차	Even speech (honorific)
업섯슴니다	없었습니다	There was not (polite, older spelling of 없었습니다)
잇섯지요	있었지요	Were there (polite, older spelling of 있었지요)
유골	유골	Remains/Ashes
俯瞰	부감	Look down upon/Overlook
그립어 하시든	그리워하시던	Whom he missed/yearned for (older spelling of 그리워하시던)
녯 땅	옛 땅	Old land/Homeland
모섯지요	모셨지요	Enshrined/Interred (honorific, polite, older spelling of 모셨지요)
못하엿는데	못하였는데	Could not do, but... (older spelling of 못하였는데)
밧갓 어룬	바깥 어른	Husband (lit. 'outside elder', older term)
하섯슬	하셨을	Did (honorific, older spelling of 하셨을)
차저	찾아	Visiting/Looking for (older spelling of 찾아)
왓다 함니다	왔다 합니다	Says he came (older spelling of 왔다고 합니다)
되건만	되었건만	Although it had become (years)
주섯슴인지	주셨음인지	Perhaps because they gave/visited (honorific, older spelling of 주셨음인지)
노여 잇섰드람니다	놓여 있었더랍니다	Were reportedly placed (older spelling of 놓여 있었다고 합니다)
듯고	듣고	Hearing (older spelling)
울엇슴니다	울었습니다	Wept (polite, older spelling of 울었습니다)
엇지하시다가	어찌하시다가	How did it happen that...? (older spelling of 어찌하시다가)
엇으시고	얻으시고	Contracted/Got (illness) (honorific, older spelling of 얻으시고)
가섯스나	가셨으나	Went, but... (honorific, older spelling of 가셨으나)
나오신 뒤	나오신 뒤	After coming back (honorific)
울화	울화	Pent-up anger/Frustration
깍고	깎고	Sharpening/Peeling (older spelling of 깎고)
안젓다가	앉았다가	While sitting (older spelling of 앉았다가)
칼끗	칼끝	Knife tip (older spelling of 칼끝)
다이드니	닿으니	Touched, and then... (older spelling of 닿으니)
손끄락	손가락	Finger (older spelling)
끗	끝	End/Tip
緊肉	긴육	Muscle (likely older/less common term for 근육)
손까닭	손가락	Finger (older spelling)
伸縮	신축	Elasticity/Flexibility
업서지며	없어지며	Disappearing/Being lost (older spelling of 없어지며)
되섯대요	되었대요	Reportedly became (polite, older spelling of 되었다고 해요)
차저	찾아	Seeking (older spelling)
하섯스나	하셨으나	Did, but... (honorific, older spelling of 하셨으나)
업서서	없어서	Because there was no... (older spelling of 없어서)
나종에는	나중에는	Eventually/In the end (older spelling)
계섯담니다	계셨답니다	Reportedly stayed (honorific, polite, older spelling of 계셨답니다)
오서서	오셔서	Coming (honorific, older spelling of 오셔서)
겻헤	곁에	Beside/Next to (older spelling of 곁에)
계서	계셔	Being/Staying (honorific, contraction of 계시어)
이약이	이야기	Story/Conversation (older spelling)
되어 주시고	되어 주시고	Became (for someone), and... (honorific)
만히	많이	Many/Much (older spelling)
代書하여 주섯지요	대서하여 주셨지요	Wrote by dictation (for someone) (honorific, polite, older spelling of 대서하여 주셨지요)
불느시는	부르시는	Calling/Dictating (honorific, older spelling of 부르시는)
썻지요	썼지요	Wrote (polite, older spelling of 썼지요)
썻겟슴니까	썼겠습니까	Would have written? (polite, older spelling of 썼겠습니까)
엇더 하섯서요	어떠하셨어요	How was...? (honorific, polite, older spelling of 어떠하셨어요)
어림으로	어림으로	Being young (older form)
어룬	어른	Adult (older spelling)
모시고 잇게 되매	모시고 있게 되매	As I came to live with/attend (honorific)
다정다한	다정다한	Affectionate and sorrowful/full of regrets
웃스시니까요	웃으시니까요	Because he laughs (honorific, polite, older spelling of 웃으시니까요)
밧게	밖에	Abroad/Outside (older spelling)
만하엿지오	많았지요	Were many (polite, older spelling of 많았지요)
싸홈	싸움	Fight/Quarrel (older spelling)
힘쓰시는 모양입데다	힘쓰시는 모양입니다	Appears to strive (polite, older spelling of 힘쓰시는 모양입니다)
밧갓헤	밖에	Abroad/Outside (older spelling)
각금	가끔	Sometimes/Often (older spelling)
가치	같이	Together/Like (older spelling)
비치엇슴니다	비치었습니다	Appeared/Seemed (polite, older spelling of 비치었습니다)
조와 하심니까	좋아하십니까	Do you like...? (polite, older spelling of 좋아하십니까)
아르면	앓으면	If one is sick (older spelling of 앓으면)
아츰	아침	Morning (older spelling)
仝氣	동기	Siblings (born of the same vital energy)
못지지 안엇습니다	못지않았습니다	Was not inferior to/Was just like (polite, older spelling of 못지않았습니다)
백부	백부	Father's older brother/Uncle
병고	병고	Suffering from illness
기별	기별	News/Word
열흘가리	열흘갈이	Land area ploughable in ten days
만흐섯서요	많으셨어요	There were many (polite, older spelling of 많으셨어요)
엇재든	어쨌든	Anyway/In any case (older spelling)
낫츨	낯을	Face (object marker, older spelling of 낯을)
含笑而	함소이	While smiling
되엇지요	되었지요	Became/Happened (polite, older spelling of 되었지요)
올나와	올라와	Coming up (older spelling of 올라와)
엇든	어떤	A certain/Some (older spelling)
친근하시든	친근하시던	Was close with (honorific, older spelling of 친근하시던)
놀너	놀러	To play/visit (older spelling)
오시더구만	오시더구먼	Used to come (honorific, retrospective)
엇더케	어떻게	How/Somehow (older spelling)
생각하섯는지	생각하셨는지	Whether he thought... (honorific, older spelling of 생각하셨는지)
사위가음	사윗감	Son-in-law material/prospect (older spelling)
웃엇다고	얻었다고	Saying he obtained/found (older spelling)
잇스라고	있으라고	Telling (me) to stay (older spelling)
잇스면서	있으면서	While staying (older spelling)
쪼고마한	조그마한	Tiny/Small (older spelling)
맛나게 되어	만나게 되어	Came to meet (older spelling)
놀다가도	놀다가도	Even while playing
싸홈지거리	싸움질거리	Quarreling/Fighting (older spelling)
합병	합병	Annexation
몃	몇	Several/Some (older spelling)
도라가섯더람니다	돌아가셨더랍니다	Reportedly passed away (honorific, older spelling of 돌아가셨다고 합니다)
그레서	그래서	So/Therefore (older spelling)
갓든 길에	갔던 길에	On the way when (I) went
내리어	내리어	Getting off/Stopping by
차젓지요	찾았지요	Looked for/Visited (polite, older spelling of 찾았지요)
웬간히	엔간히	Considerably/Quite (older spelling)
급하엿든	급하였던	Was urgent/impatient (older spelling)
차저	찾아	Looking for (older spelling)
어대인가	어디인가	Somewhere (older spelling)
혼자	혼자	Alone
나아가 잇섯더래요	나가 있었더래요	Reportedly had gone out (older spelling of 나가 있었다고 해요)
엇스니까	없으니까	Because there isn't / Because (she) was (older form? context suggests 'was a 21-year old spinster')
차저 오시군	찾아오시군	You came looking (retrospective exclamation, older spelling)
하로밤	하룻밤	One night (older spelling)
암니다	압니다	Know (polite, older spelling of 압니다)
부친	부친	Father
잇담니다	있답니다	Reportedly is/was (polite, older spelling of 있답니다)
과거하여	과거하여	Passing the state examination
잡어다가	잡아다가	Arresting and bringing (older spelling)
악형	악형	Harsh torture
버슬이라고	벼슬이라고	Saying it was a government post (older spelling)
다하엿담니다	다하였답니다	Reportedly did all (polite, older spelling of 다하였답니다)
바치고	바치고	Offering/Giving up (older spelling)
나왓드람니다	나왔답니다	Reportedly came out (polite, older spelling of 나왔답니다)
막히나	막히나	Becomes blocked/outrageous, but...
엇더케	어떻게	How (older spelling)
올나와	올라와	Coming up (older spelling)
드러가서	들어가서	Entering (older spelling)
란리판	난리판	Chaos/Turmoil/Uproar (older form of 난리판)
바서지자	부서지자	As it broke apart (older spelling)
뿌리치고	뿌리치고	Shaking off/Casting aside
뛰어들어가	뛰어들어가	Jumping into/Going over to
맞추엇슬	맞추었을	Finished/Graduated (older spelling)
이러나자	일어나자	As it broke out (war) (older spelling)
갓더람니다	갔더랍니다	Reportedly went (older spelling of 갔다고 합니다)
불니어	불리어	Being called (older spelling)
