**Header Section:**
Magazine Title: 개벽 (開闢)
Publication Date: 1934-11-01
Article Title: 南米漫遊記 (A South American Travelogue)
Author: 鄭仁果 (Chŏng In'gwa)
Article Type: 기행문 (Travelogue)

**Body Text Translation:**
A South American Travelogue
						By Chŏng In'gwa

Although more than a year has passed since I returned from South America, and I intended to write some travel impressions whenever I had the chance, I have been constantly busy with this and that, and haven't managed to write even once. Then, recently, Mr. Cha, the chief editor of Kaebyŏk Publishing Company (開闢社 主幹 車先生), earnestly requested it. After postponing day after day, I've found a little leisure time (小閑) and intend to write a few lines, if not a full account of my South American journey, then at least fragmented impressions.

South America is one of the Americas located south of the equator, and as everyone knows well, travel there is inconvenient. However, with the recent perfection of transportation networks, direct routes have opened from Europe, North America, and Asia, enabling regular travel, and consequently, the number of people traveling there has gradually increased. Now, there are three ways (方途) to depart from Asia: first, board a ship in Yokohama, disembark in the United States of North America, go directly to New York, and then take a regular ship between North and South America, which is convenient; second, taking a regular ship that travels between Japan and various ports on the west coast of South America is also convenient; and third, taking the Osaka Shosen Kaisha (大阪商船會社) regular line (bound for South America) is also convenient. Among these, I chose the third method for my journey.

Now, I will recount my journey in order from my departure from Kyŏngsŏng. The day I left Kyŏngsŏng station was June 5, 1932; the weather was very good, and amidst the warm send-offs (殘送裏) of many friends and relatives, I set off on a pleasant journey. Thus, embarking on a long life as a traveler, I composed myself and boarded the train energetically through the window. Traveling without rest, I arrived in Kobe on the third day and set sail (出帆) from Kobe the next day, arriving in Shanghai on the sixth day. During the journey to Shanghai, there wasn't a breath of wind in Japan's Inland Sea, and the weather was clear, creating a very pleasant feeling (*快). In the cabin, half the passengers were Japanese immigrants heading straight for Brazil, so having about 800 companions made for interesting (滋味스런) conversations. Discussions about Japanese affairs and politics were intriguing, and hearing about their new hopes as they headed for Brazil was also interesting (滋味스러웟다). In Shanghai, due to the Incident (事變關係), we were not allowed to disembark (下陸), so we passed straight through, arriving in Hong Kong on the ninth day, Saigon (Annam's capital) on the tenth day <76>, Singapore on the sixteenth day, Colombo on the twenty-second day, reaching Durban harbor in South Africa on the thirty-fourth day. On the thirty-sixth day, we left Durban harbor, arriving the next day at Port Elizabeth. On the thirty-ninth day, we arrived in Cape Town, which is located at the southern tip of Africa and is a producer of gold and diamonds. On the fortieth day of the journey, we departed Cape Town, rounded the Cape of Good Hope, crossed the Atlantic Ocean, and on the fiftieth day, reached our destination, Rio de Janeiro, the capital of Brazil. Now, calculating the distance traveled: Kyŏngsŏng to Pusan 280 miles (哩), Pusan to Shimonoseki 120 miles, Shimonoseki to Kobe 384 miles, Kobe to Moji 384 miles, Moji to Shanghai 448 miles, Shanghai to Hong Kong 859 miles, Hong Kong to Saigon and Singapore 1440 miles, Singapore to Colombo 1,560 miles, from Colombo, crossing the equator to Durban harbor, South Africa 3,640 miles, Durban to Cape Town 817 miles, from Cape Town around the Cape of Good Hope, South Africa, across the Atlantic Ocean to Rio de Janeiro, the capital of Brazil, South America 3,330 miles. Thus, the total distance from Kyŏngsŏng to Brazil would be 13,262 miles.

I. General Overview of South America

At the time of my departure, I held boundless interest and intended to make detailed observations regarding the scenery of the southern lands, as well as geographical, industrial, cultural aspects, and customs (風數). However, due to lack of time, I regret not being able to see everything thoroughly. Nevertheless, it felt like a much larger continent than what I had imagined when learning about South America in the classroom. Compared to the area of France (佛國), it is 32 times larger, and compared to all of Europe, it is 1.75 times larger. Since Columbus (콜럼보쓰) set foot in South America in 1498, by 1693, many Spaniards and Portuguese from Europe had immigrated and begun to live there.
The total area is 6.8 million square miles (方里), divided into about 20 countries. The largest among them is Brazil, which is 3.3 million square miles. The smallest country is Honduras, which is 8,598 square miles. Despite this vast land area, the population is still sparse. Combining Central and South America, the population as of 1931 was about 80 million. Among these, the most populous country is again Brazil, with about 40,272,650 people, while the least populous country is said to have 2,375 people.
The largest river in South America is the Amazon River, which is 3,000 *ri* [likely referring to a traditional Korean unit, or possibly leagues/miles, context suggests a very long river] long. If you combine its tributaries, it provides irrigation (灌漑) to an area of 3,686,400 square miles, and it is a world-class great river navigable by steamship for over a thousand *ri*. The common vernacular spoken in South America is generally similar to Spanish.

II. A Grand View (大觀) of Brazil

Brazil's area and population were briefly described above; in any case, Brazil is a renowned country that we know too well. When I arrived (July 24th), it was summer in our northern temperate zone, with people sweating profusely, but since Brazil is south of the equator, <76> it was winter (冬節), making it an unexpected trip to escape the heat. However, although it was winter, it wasn't cold. Rio de Janeiro, the capital of Brazil, is indeed a beautiful city possessing absolutely superb scenery. This city is a port, with magnificent streets (莊嚴佳麗한 街頭), grand (宏大) buildings, and especially the night view reflected in the water is even more impressive. Besides that, in all aspects—harbor, mountains, rivers, waterfalls—for a traveler (客子) who has come from one end of the earth to the other, it could be called the world's number one scenic spot, leaving nothing to be desired. The said harbor is 15 miles long, 7 miles wide at its widest, and 2 miles at its narrowest.
This harbor has many small inlets within it, so the coastline stretches for many tens of miles. The entrance to the harbor is very narrow, seemingly difficult for two ships to enter or exit simultaneously. On the cliffs of large, strange rocks and bizarre stones (奇岩怪石) that form like a gate on the left and right, pavilions (亭閣) have been built, visited by tourists day and night without cease (晝夜不絶).
Also, near this harbor are famous mountains: Sugarloaf Mountain is 1,600 feet high, and Corcovado Mountain is 2,300 feet high. Even on such high peaks, beautiful buildings line up, forming mountain cities, while trams and cars run continuously, truly creating a great park of mountains and sea. The area of this city, Rio de Janeiro, is 60 square miles, but including the incorporated neighboring towns, it is 440 square miles, and the population is around 730,000. I disembarked at this port and stayed at the Avenida Hotel, where the lodging cost was 10 to 20 *wŏn* per night. There, I visited the botanical garden, zoo, and national library. Indeed, being near the tropics south of the equator, the botanical garden had over 6,000 species of plants, the zoo had many animals I saw for the first time in my life, and the library, founded in 1810, housed over 500,000 books, most written in Portuguese. Additionally, in museums and art galleries, I discovered art superior even to that of Britain and America. Besides Rio de Janeiro, other cities worth seeing in Brazil include Santos and São Paulo. Particularly in Santos, over 120,000 Japanese immigrants reside (居生), which we found interesting. In São Paulo, a large amount of the world's coffee (伽俳茶) is produced, which travelers also find interesting. In Brazil, Portuguese people are the most numerous, and quite a few Italians and Germans from Europe also live there. Besides these, many Black and Red [Indigenous] people reside there. Regarding customs, what is seen as unique compared to North America is that people intermarry without racial discrimination, a fact that travelers take note of (괄목할 일이다). The decoration of the city streets is splendid, unlikely to be inferior anywhere in the world. On places like Avenida Rio Branco, palm trees (棕梠나무) over a hundred feet tall stand in rows on both sides, and the wide avenues are unparalleled in the world (世界無比). Coffee houses (伽俳茶室) are lined up continuously, and the sight of groups of gentlemen and ladies drinking tea while feeling the warm breeze from the northern tropics is also one of the grand spectacles.
The Brazilian government adopted a republican system in 1823, becoming a republic and forming a federal state by uniting over 20 provinces, but it is said that the government is still provisional, and domestic revolutions are incessant.
During my stay, I was caught between clashes between revolutionary forces and government troops and was in danger, <77> but fortunately, I avoided harm (避免).
Regarding Brazil's industry, as mentioned above, it carries the nickname "Coffee Country" (伽俳國). It is said to produce three-quarters of the world's supply. Besides coffee, large quantities of products like rubber, cocoa, tobacco, and hides are exported to North America and Europe. In addition, there are many mines for gold, silver, copper, iron, coal, etc., making Brazil quite the production nation. Investigating exports and imports, as of 1930, the annual export value was 657,700,000 *wŏn*, and the import value was 536,190,000 *wŏn*. However, this country has large debts to various foreign countries, so the profits from production mostly flow out to foreign countries. Investigating the approximate debt:
Debt to Britain: 2,873,067,500 *wŏn*
Debt to the United States: 398,260,000 *wŏn*
It is said there are also considerable debts to other countries.

III. South America and Our Relationship

Brazil is the world's largest land [referring perhaps to its potential, or size relative to population/development], and furthermore, it is a country without racial discrimination, and also a country that welcomes Japanese immigrants. Therefore, I rejoiced, thinking there would be great opportunities for us [Koreans] too to emigrate to this boundless land. However, time flies, and international circumstances change rapidly; it is regrettable that in less than two years, opposition to Japanese immigration arose in Brazil (伯國). When I was there, I saw many resident Koreans in Japan who had taken advantage of the Japanese immigration opportunity to go and live there, and I also saw many who had come down from North America and Mexico to engage in commerce (營商). I can only greatly hope that the path for immigration will open again in the future.
Finally, I wanted to write a more satisfactory travelogue about the countries and famous cities of South America, but originally, I am not good at writing, and also because I am too busy with many things, I apologize (謝過) for concluding this rambling (要領不得) travelogue like this. Now, for those who might be curious about travel expenses, I will mention it for reference. Traveling first class on a round-the-world ship from Japan costs about 3,600 *wŏn* or more, and traveling third class costs about 2,000 *wŏn* or more. This time, I circled the globe, passing through the Pacific, Atlantic, Indian, and Southern Oceans (南氷洋), and the Panama Canal. I consider myself fortunate to have undertaken this journey, which is not easy to accomplish. <78>

**Summary**

The author, Chŏng In'gwa, recounts his 50-day sea journey from Kyŏngsŏng (Seoul) to Rio de Janeiro, Brazil, in 1932 via a Japanese ship, detailing the route and distances. He provides an overview of South America and a more detailed description of Brazil, noting its vast size, sparse population, natural beauty (especially Rio), major cities (Rio, Santos, São Paulo), resources (coffee, minerals), multi-racial society without discrimination, political instability, and significant foreign debt. He mentions the large Japanese immigrant population and expresses hope, later tempered by regret due to changing policies (anti-Japanese sentiment in 1934), for Korean emigration opportunities to Brazil, noting Koreans already living there who arrived via Japanese channels or from North America/Mexico.

From a Korean colonial history perspective, the article is interesting as it's written by a Korean intellectual (and known independence activist) traveling as a subject of the Japanese Empire in 1932. His observations on Japanese emigration to Brazil, and the presence of Koreans utilizing these routes or migrating from elsewhere, highlight the limited options and complex realities faced by Koreans seeking opportunities abroad during this period. His noting of Brazil's racial tolerance implicitly contrasts with the discrimination prevalent elsewhere, including potentially within the Japanese Empire itself. The mention of Brazil's later restriction on Japanese immigration (which affected Koreans) underscores the precariousness of such migration paths tied to Japan's international relations.

**Named Entities**

南米	남미	South America
鄭仁果	정인과	Chŏng In'gwa
開闢社	개벽사	Kaebyŏk Publishing Company
車先生	차선생	Mr. Cha
유롭	유럽	Europe
北米	북미	North America
亞細亞	아세아	Asia
橫濱	횡빈	Yokohama
北米合衆國	북미합중국	United States of North America
뉴욕	뉴욕	New York
日本	일본	Japan
南米西岸	남미서안	West Coast of South America
大阪商船會社	오사카상선회사	Osaka Shosen Kaisha
京城	경성	Kyŏngsŏng (Seoul)
神戶	신호	Kobe
上海	상해	Shanghai
日本內海	일본내해	Japan's Inland Sea
뿌라질	브라질	Brazil (Ppurajil - phonetic)
香港	홍콩	Hong Kong
싸이콤	사이공	Saigon (Ssaik'om - phonetic)
安南	안남	Annam (Vietnam)
新嘉坡	신가파	Singapore (Sin'gap'a - phonetic)
콜럼보	콜롬보	Colombo (K'ollombo - phonetic)
남아푸리가	남아프리카	South Africa (Nama P'uriga - phonetic)
떠-반	더반	Durban (Ttŏban - phonetic)
엘리사벳港	엘리자베스항	Port Elizabeth (Ellisabet Hang)
켑타운	케이프타운	Cape Town (K'ept'aun - phonetic)
아푸리가	아프리카	Africa (Ap'uriga - phonetic)
호망각	희망봉	Cape of Good Hope (Homang Gak - lit. Cape of Good Hope)
大西洋	대서양	Atlantic Ocean
리오 띠 제너로	리오데자네이로	Rio de Janeiro (Rio Tti Chenerŏ - phonetic)
釜山	부산	Pusan
下關	하관	Shimonoseki
모지	모지	Moji
콜럼보쓰	콜럼버스	Columbus (K'ollombossŭ - phonetic)
西班牙	서반아	Spain (Sŏp'ana)
葡萄牙	포르투갈	Portugal (P'odot'a)
혼두라쓰	온두라스	Honduras (Hondurassŭ - phonetic)
中米	중미	Central America
아마손강	아마존강	Amazon River (Amason Kang)
수갈로푸산	슈가로프산	Sugarloaf Mountain (Sugallop'u San - phonetic)
코코배도산	코르코바두산	Corcovado Mountain (K'ok'obaedo San - phonetic)
애비니다호텔	애비니다호텔	Avenida Hotel (Aebinida Hot'el)
英	영	Britain (Yŏng)
米	미	America (Mi)
싼토쓰	산토스	Santos (Ssant'osŭ - phonetic)
싸폴로	상파울루	São Paulo (Ssap'ollo - phonetic)
伽俳茶	가배차	Coffee (Kap'ae ch'a - archaic term)
伊太利	이태리	Italy (It'aeri)
獨逸	독일	Germany (Togil)
애비니다 리오, 뿌랭코	아베니다 리우 브랑쿠	Avenida Rio Branco (Aebinida Rio, Ppuraengk'o - phonetic)
英國	영국	United Kingdom (Yŏngguk)
米國	미국	United States (Miguk)
伯國	백국	Brazil (Paekkuk - archaic Sino-Korean name)
墨西哥	멕시코	Mexico (Meksik'o)
太平洋	태평양	Pacific Ocean
印度洋	인도양	Indian Ocean
南氷洋	남빙양	Southern Ocean (lit. South Ice Ocean)
파나마운하	파나마운하	Panama Canal

**Glossary**

갓다온지가	갔다 온 지가	Since having gone and come back (older spelling/phrasing)
隔年	격년	The year before last; more than a year ago
분망	분망	Busy
先日	선일	Recently; the other day
主幹	주간	Chief editor
간곡히	간곡히	Earnestly; sincerely
이날저날	이날 저날	Day after day; continuously
미루우다가	미루다가	Postponing (older vowel harmony/spelling)
소한	소한	A little leisure time; brief respite
하륙	하륙	Disembark; land
翌日	익일	The next day
出帆	출범	Set sail
쪼차	조차	Even; also (older spelling)
*快	상쾌	Pleasant; refreshing (used asterisk for emphasis/unknown reason)
이민반	이민반	Immigrant group; half (group) are immigrants
뿌라질	브라질	Brazil (phonetic transcription, older style)
滋味스런	재미스런	Interesting; flavorful; enjoyable (older spelling/usage)
事變	사변	Incident; disturbance (here referring to the Shanghai Incident of 1932)
안으므로	않으므로	Because not (older spelling)
哩	마일	Mile (transliteration used for the unit)
方途	방도	Method; way; means
次序	차서	Order; sequence
殘送裏	잔송리	Amidst farewells; during the send-off
長遠	장원	Long; distant
余	여	I; me (formal, archaic first-person pronoun)
심신	심신	Mind and body
가다듬고	가다듬고	Compose oneself; brace oneself
차창	차창	Train window
단녀간	다녀간	Traveled; went through
재고하자면	재고하자면	If one calculates; considering
方里	방리	Square *ri* (likely square mile or a large square unit)
接足	접족	Set foot on
至하야	이르러	Reaching; arriving at (older form of 이르러)
이만되여	이민되어	Having immigrated (older spelling/form)
灌漑	관개	Irrigation
방언	방언	Dialect; vernacular
약술하였거니와	약술하였거니와	Although briefly described above (formal conjunctive)
吾人	오인	We; us (formal, somewhat archaic)
바야흐로	바야흐로	Just then; at that very moment
비지땀	비지땀	Profuse sweat
冬節	동절	Winter season
絶勝	절승	Superb scenery; exceptionally beautiful view
莊嚴佳麗	장엄가려	Solemn, magnificent, and beautiful
街頭	가두	Street; roadside
宏大	굉대	Grand; vast; large-scale
빗최이는	비치는	Reflecting (older spelling)
客子	객자	Traveler; visitor; guest (poetic/archaic)
조곰도	조금도	Not even a little (older spelling)
奇岩怪石	기암괴석	Strange rocks and bizarre stones
亭閣	정각	Pavilion
晝夜不絶	주야부절	Day and night without stop; continuously
니어서서	늘어서서	Lined up; standing in rows (older spelling)
끈임없어	끊임없어	Without cease; continuously (older spelling)
山海	산해	Mountains and sea
居生	거생	Live; reside; dwell
我輩	아배	We; us (often implying a specific group, here Koreans/Asians)
취미를 부치게	취미를 붙이게	To find interest in; become interested in (older spelling)
伽俳茶	가배차	Coffee (archaic term using Hanja)
其外	그 외	Besides that; other than that
괄목	괄목	Pay special attention; watch closely
棕梠나무	종려나무	Palm tree
無比	무비	Incomparable; unparalleled
伽俳茶室	가배차실	Coffee house; tea room (using archaic term for coffee)
임시정부	임시정부	Provisional government
끈임없다	끊임없다	Incessant; continuous (older spelling)
위태하엿으나	위태하였으나	Although it was dangerous (older spelling)
避免	피면	Avoid; evade
상술한 바와 如히	상술한 바와 여히	As detailed/explained above
일명	일명	Another name; nickname
용량	용량	Amount; quantity; capacity
산출	산출	Produce; yield
殆히	태반	Mostly; almost all
伯國	백국	Brazil (old Sino-Korean name, from 伯剌西爾)
營商	영상	Engage in commerce; do business
이러남은	일어남은	The arising of; the occurrence of (older spelling)
대망	대망	Greatly hope for; eagerly anticipate
원만한	원만한	Satisfactory; smooth; well-rounded
要領不得	요령부득	Incoherent; rambling; unable to grasp the point
謝過	사과	Apologize
말슴한다	말씀한다	Say; speak (older spelling)
게실 듯하야	계실 듯하여	As it seems there might be (someone who is) (polite, older spelling)
南氷洋	남빙양	Southern Ocean (lit. South Ice Ocean)
용이치 못한	용이치 못한	Not easy; difficult


---------------------------


잡지명	개벽 신간 제1호
발행일	1934년 11월 01일
기사제목	南米漫遊記
필자	鄭仁果
기사형태	기행문

南米漫遊記
						鄭仁果
南米에 갓다온지가 隔年이 넘도록 -기회있는 대로 여행소감을 좀 써 보려고 했으나 이끝 저끝으로 늘 분망하기 때문에 한번도 써 보지 못하엿다. 그러다가 先日 開闢社 主幹 車先生께서 간곡히 부탁하신 것도 이날저날 미루우다가 소한을 얻어 南米여행의 전면을 다 그리지 못하나마 조각조각의 소감이라도 몇 줄 써 보려고 한 것이다.
南米는 적도이남에 있는 미주의 하나인대 여행하기에 불편한 것은 누구나 잘 아는 바이다. 그러나 최근 교통망의 완벽으로 유롭과 北米와 亞細亞에서 직접선로가 열려 정기왕래가 가능함에 따라 그리로 여행하는 사람도 점차 많게 된 것이다. 그런데 亞細亞에서 떠나가려면 세 가지 方途가 있으니 첯재는 橫濱서 승선하야 北米合衆國에 하륙하고 뉴욕을 직행하야 다시 北米及南米間 정기선을 타고 가면은 편리하고 둘재는 日本서 南米西岸各港에 往來하는 정기선을 타고 가도 편리하고 셋재는 大阪商船會社定期船(남미행)을 타고 가는 것도 편리한 중 필자는 셋재 方途를 택하야 가게 되였다.
이제 다시 京城에서 떠나던 일부터 次序대로 말하여 본다. 京城역을 떠나던 날은 1932년 6월5일이었는대 일기가 매우 좋고 多數親友의 殘送裏에 유쾌한 여정에 오르게 되었다. 그리하야 長遠한 여객생활을 하게 된 余는 심신을 가다듬고 원기있게 차창에 몸을 실엇다. 쉬지 않고 여행 제삼일에 神戶에 도착하고 翌日 神戶에서 出帆하야 제6일에 上海에 도착하였다. 上海에 가는동안 日本內海에서는 바람 한 점 없엇고 일기쪼차 청명하야 대단히 *快한 기분을 얻게 되고 선실에는 日本이민반이 바로 뿌라질을 향하는 일행이므로 약800명이나 되는 동무가 있어 滋味스런 담화를 하는 중 日本事情과 정치에 대한 이야기도 취미있는 동시에 그네들이 뿌라질을 향하야 가는 새희망을 들을 때 도한 滋味스러웟다. 上海에서는 事變關係로 下陸시키지안으므로 그냥 지나 제9일에 香港着 제10일에＜76＞ 싸이콤(安南首府)着 제16일에 新嘉坡着 제22일에 콜럼보着 제34일에는 남아푸리가주 떠-반항에 도착하고 제36일에 떠-반港을 떠나 翌日에 엘리사벳港着 제39일은 켑타운에 도착했는데 켑타운은 아푸리가남단에 잇는 곳인데 금과 금강석의 산지이다. 여행제40일에 켑타운을 출발하야 호망각을 돌아 대서양을 건너서 제50일에 목적지인 뿌라질 都城 리오 띠 제너로에 도륙하였다. 이제 그 단녀간 거리를 재고하자면 京城釜山간280哩 釜山下關間120哩 下關神戶間384哩 神戶모지間384哩 모지上海間448哩 上海香港間859哩 香港싸이콤及新嘉坡間1440哩 新嘉坡콜럼보間1,560哩 콜럼보에서 떠나 적도를 지나 남아푸리가 떠-반港까지 3,640哩 떠-반에서 矣타운까지 817哩 캡타운에서 南非洲호망각을 돌아 大西洋을 건너 南米洲뿌라질都城 리오, 띠 째너로에까지 3,330哩 이리하야 京城에서 뿌라질까지의 총거리는 13,262哩일 것이다.

一. 南米의 全般的 槪況

