Magazine Title	동광 제17호
Publication Date	1931년 01월 01일
Article Title	文藝漫話 (Casual Talk on Literature and Art)
Author	春園 (Ch'unwŏn)
Article Type	문예평론 (Literary Criticism)

Casual Talk on Literature and Art
						Ch'unwŏn

I seem to have heard somewhere the saying that art is not something made, but something born. It means that one doesn't make it intentionally, but rather, artistic inspiration intensifies and ripens, eventually resulting in art emerging naturally. Just as a pregnant woman cannot help but give birth, art is not born because one intends to birth it.

Another person has said that art is like excrement. Just as eating something inevitably leads to excrement, living life inevitably leads to art. This all signifies that art is precious when it comes into being naturally, like a natural object, rather than being forcefully created for some purpose.

However, art does not necessarily always come about this way. The vast majority of artistic works appearing in the market today are produced with the aim of becoming commodities. That is to say, they are pictures painted, poems written, and songs sung to earn money. If money were not the purpose—if the expectation of earning money did not exist—90 percent of today's artworks would likely never have been created. This means that most art is made like daily labor, not born like a child. Artists are engaged in exhausting labor (勞役) to secure the means for food and clothing (衣食の資), much like farmers cultivate land or Western shoemakers (洋靴工) make Western shoes.

Therefore, today's artists cannot help but make winning the favor of their customers their primary concern. The "ero" and "guro" phenomena currently sweeping the Japanese literary scene all stem from this concern. As the general public's moral ideals decay, abandoning higher aspirations like life's duties or endeavors, they follow only sexual desire and curiosity. Ero refers to the cluster of concepts satisfying sexual interest, and guro refers to the cluster of concepts satisfying the penchant for curiosity (好奇癖). Naked young women, kissing (接吻), grotesque genitalia (生殖器古怪), morbid things, and so on.

The influence of this Japanese literary scene has flowed into Korea (朝鮮). Although Korea lacks the accumulation of wealth and cultural maturity (文化の爛熟) seen in Japan, the decadent trend (退廃的 思潮), which is merely a result of that, is merging with Japan's—this is the current state of Korea today. <69>

The words of someone who was in Tokyo (동경) are worth savoring. They said that Japanese youth seem to be divided into just two groups: hedonists and Marxists. The so-called 'mobo' (abbreviation for modern boy) and 'moga' (abbreviation for modern girl), with their associated attire and uniquely dazed, decadent expressions, represent the former, while those in worn-out Russian-style suit jackets with fierce-looking eyes represent the latter. Looking at the young people coming and going on Ginza Street (銀座通) and Jinbōchō Street (神保町通), they belong to one of these two categories. Also, looking at bookstores (冊肆), the books are either hedonistic ones related to ero and guro, or socialist books about Marx and Lenin. And the hedonistic class is said to be merely a crowd pursuing the sweet taste (甘味) of momentary sensual pleasure (官能の快楽), lacking any ambition (野心) or will (意志).

However, while Korea cannot be said to be exactly the same, it is true that there are many similar (倣似) points. While lacking the wealth, cultivation (教養), and cultural environment to become hedonists, the concept of hedonism acquired through Japanese literature has been absorbed, and there are probably several dozen young men who frequent cafes, the sacred ground of ero and guro. But since this decadent mood has a terrifying infectious power, like the Spanish (西班牙) flu, it is not hard to imagine that the number of young men and women, whose wills are undecided (意志未定) and who lack sound guiding principles and leaders, who will fall victim to this devil, will increase day by day.

However, in Korea, there are likely more young people with nationalist aspirations than those with such hedonistic moods, followed by those with Marxist inclinations. Consequently, Korea's literature today can be seen as flowing in these two parallel trends.

Because Korean youth exist in an extremely pressing reality (切追한 現實), and because surrounding circumstances greatly stimulate national consciousness (rather than class consciousness), it is extremely difficult for them to transcend national consciousness and adopt a purely humanitarian stance or a purely Marxist stance. Thus, naturally, the thoughts, words, and actions (思言行) of Korean youth have become entirely imbued with nationalist colors. This is a cold, hard fact.

For this reason, if art is influenced by the times, Korean art cannot avoid taking on a considerable nationalistic color. Even if it emerges naturally like giving birth, just as a white person gives birth to a white person and a black person gives birth to a black person, it cannot help but be Korean and nationalistic. And even if it is made like making shoes, because it must meet the demands of such Koreans, it also cannot help but be Korean and nationalistic.

Of course, I believe that there is a constant element (恒等項) in art. No, I believe that this element is the main subject (主体) of art. Being nationalistic or Marxist is merely a difference in the color of the individual ideology embraced (抱懷) by the author. Therefore, from the perspective of the appreciator of art, such colors can be disregarded without any loss (所失) in satisfying artistic interest. <70> If there is an artwork that holds no substance to attract us once the author's intended conceptual purpose (for example, promoting filial piety, or advocating for a certain Marxist idea, etc.) is removed, then it is ultimately nothing more than a propaganda poster (if it's visual art) or propaganda text (if it's literature), not art.

However, we are not ones who ignore the utilitarian value—the sociological value—of art. Art with high social value is deeply commendable. Conversely, no matter how much it possesses aesthetic elements such as verisimilitude (逼眞), variety, unity, etc., if, from a social perspective, it harms public morals and the human mind (世道人心を戕害する), then it is art that ought to be eradicated (撲滅), and the creator of such art deserves to be born without hands not just for three generations, but for three hundred million kalpas (3億刦).
Although the phrase 'public morals and the human mind' (世道人心) admittedly has an element of vagueness (模糊한 嫌が不無), it is true that we clearly understand something when we say 'public morals and the human mind'. If we were to rephrase it in scientific terminology, we could say that which appeals to higher human emotions (love, admiration, solemnity, compassion, etc.) benefits (裨益) public morals and the human mind, while that which appeals to lower emotions (hatred, jealousy, lewdness (淫佚), greed (貪婪), etc.) harms public morals and the human mind.

This is an extremely important issue. Why? Because eliminating (淘汰) these lower emotions and stimulating (激發) and habituating higher emotions, making it easy for higher emotions to arise frequently, is precisely the task of elevating humanity. Therefore, the highest utilitarian value of art for life lies here. This is a unique sacred duty (聖職) that only art (along with religion in its true sense) can perform, something that cannot be done by science, politics, or revolution.

The artist who gives birth to or creates (in this case, birthing and creating are one and the same) art possessing such utilitarian effects (the essential effects of art are enjoyment, joy, and the emotion of elevation (sublimity)) must possess high and great moral, truth-seeking, aesthetic natural gifts (天禀), and furthermore, must undergo great, long, and arduous cultivation (修養) through painstaking effort (刻苦勉勵), like grinding an iron pestle (쇠공이) into a needle.

Although contemporary art may have become like the lewd chatter of cafe waitresses, as a certain Japanese literary critic said, "If publishers wanted to, they could produce one Tolstoy a day," I believe that art which truly grips and shakes the human heart is born only from religious reverence (敬虔). <71>

**Summary**

Ch'unwŏn (Yi Kwangsu) critiques the state of contemporary art, contrasting the ideal of art being "born" from genuine inspiration with the reality of art being "made" for commercial purposes. He observes the influx of Japanese "ero-guro" (erotic-grotesque) trends into Korea, reflecting a perceived societal decay, though he notes Korean youth are more strongly influenced by nationalism and, to a lesser extent, Marxism due to their colonial reality. While acknowledging art has inherent aesthetic qualities, he strongly argues for its utilitarian and moral function, stating that true art should elevate humanity by appealing to higher emotions and contributing positively to "public morals and the human mind" (世道人心), a task he believes requires immense dedication and moral grounding from the artist, akin to religious reverence. From a historical perspective, the article is significant for showing a prominent Korean intellectual grappling with cultural influences from colonial Japan, diagnosing social trends (decadence vs. ideology), and asserting a national consciousness within the arts, even while advocating for universal moral values. His emphasis on the inescapable "Korean-ness" and "nationalistic color" of art produced in the colonial context, alongside his critique of both hedonism and potentially instrumentalized ideological art, offers insight into the complex cultural and political pressures faced by Korean artists and intellectuals during this period.

**Named Entities**

春園	춘원	Ch'unwŏn
日本	일본	Ilbon
朝鮮	조선	Chosŏn
동경	도쿄	Tonggyŏng
로시아	러시아	Rosia
銀座通	긴자도리	Ginza Dōri
神保町通	진보초도리	Jinbōchō Dōri
西班牙	서반아	Sŏp'anya
톨스토이	톨스토이	T'olsŭt'oi

**Glossary**

짓는 것	짓는 것	Thing that is made/constructed (vs. born)
낳는 것	낳는 것	Thing that is born (vs. made)
감흥	감흥	Artistic inspiration; deep feeling
熟하는	숙하는	Ripening; maturing (older spelling of 익는)
삭일	삯일	Paid labor; work done for wages
洋靴工	양화공	Western shoemaker
衣食의 資	의식의 자	Means for food and clothing; livelihood
勞役	노역	Labor; toil
고객	고객	Customer; client
환심	환심	Favor; good graces
風靡	풍미	Sweeping over; dominating (a trend)
에로	에로	Ero (eroticism)
그로	그로	Guro (grotesque)
퇴폐	퇴폐	Decadence; corruption
好奇癖	호기벽	Penchant for curiosity; morbid curiosity
接吻	접문	Kiss (Sino-Korean term)
生殖器古怪	생식기고괴	Grotesque genitalia
부의 集積	부의 집적	Accumulation of wealth
문화의 爛熟	문화의 난숙	Cultural maturity; ripeness (sometimes implying overripeness/decadence)
사조	사조	Trend of thought; ideological current
맛볼만한	맛볼 만한	Worth tasting; worth savoring (metaphorically)
모보	모보	Mobo (Modern Boy)
모가	모가	Moga (Modern Girl)
冊肆	책사	Bookstore (older term)
향락주의	향락주의	Hedonism
야심	야심	Ambition
의지	의지	Will; volition
찰나	찰나	An instant; a moment
관능	관능	The senses; sensuality
쾌락	쾌락	Pleasure; enjoyment
甘味	감미	Sweet taste; sweetness
무리	무리	Group; crowd; faction
倣似	방사	Similar; analogous
교양	교양	Culture; refinement; education
성전	성전	Sacred ground; sanctuary (used ironically for cafes)
전염력	전염력	Infectious power; contagiousness
意志未定	의지미정	Will undecided; irresolute
지도원리	지도 원리	Guiding principle
切追한	절추한	Pressing; urgent (older usage/spelling)
주위	주위	Surroundings; environment
사정	사정	Circumstances; situation
민족적 의식	민족적 의식	National consciousness
계급적 의식	계급적 의식	Class consciousness
초월	초월	Transcendence
純然한	순연한	Pure; unadulterated
인도주의적	인도주의적	Humanitarian
思言行	사언행	Thoughts, words, and actions
물들어	물들어	To be dyed; imbued with
恒等項	항등항	Constant term (mathematical term used metaphorically for art's essence)
주체	주체	Main subject; core; essence
抱懷	포회	To embrace; cherish (an idea or ideology)
이데오로기	이데올로기	Ideology
감상하는 자	감상하는 자	Appreciator; viewer; audience
所失	소실	Loss; disadvantage
의도	의도	Intention; aim; purpose
장려하리라	장려하리라	Will encourage/promote (older volitional form)
고취하리라	고취하리라	Will inspire/instill/advocate (older volitional form)
실질	실질	Substance; essence
선전 포스터	선전 포스터	Propaganda poster
선전문	선전문	Propaganda text
공리적 가치	공리적 가치	Utilitarian value
사회학적 가치	사회학적 가치	Sociological value
逼眞	핍진	Verisimilitude; lifelikeness
미적 요소	미적 요소	Aesthetic element
世道人心	세도인심	Public morals and the human mind
戕害	장해	To harm; injure; impair
撲滅	박멸	Eradication; extermination
可한	가한	Should be done; permissible; worthy of (post-nominal modifier)
3億刦	3억겁	Three hundred million kalpas (an immensely long period in Buddhist cosmology)
모호한 嫌	모호한 혐	Suspicion/element of vagueness
不無	불무	Not non-existent; there is indeed
고급정서	고급 정서	Higher emotions
저급정서	저급 정서	Lower emotions
裨益	비익	To benefit; help; be advantageous to
淫佚	음일	Lewdness; licentiousness
貪婪	탐람	Greed; avarice
淘汰	도태	Elimination; selection (as in natural selection); weeding out
激發	격발	To stimulate; arouse; excite
습관화	습관화	Habituation; making something a habit
향상시키는	향상시키는	Elevating; improving
독특한 聖職	독특한 성직	Unique sacred duty/office
본질적 효과	본질적 효과	Essential effect
숭고	숭고	Sublimity; loftiness
天禀	천품	Natural gifts; innate talent
刻苦勉勵	각고면려	Painstaking effort; assiduousness
쇠공이	쇠공이	Iron pestle (part of a mortar and pestle set)
경건	경건	Reverence; piety


---------------------------


잡지명	동광 제17호
발행일	1931년 01월 01일
기사제목	文藝漫話
필자	春園
기사형태	문예평론

文藝漫話
						春園
예술은 짓는 것이 아니라 낳는 것이라고 하는 말을 어디서 들은 법하다. 지으랴서 짓는 것이 아니라 예술적 감흥이 격하야 熟하는 끋에 저절로 예술이 되어 나온다는 뜻이다. 아기를 배면 아니 낳지 못하는 모양으로 예술도 낳으랴서 낳는 것이 아니란 말이다.

또 어떤 사람은 예술은 똥이라고 하엿다. 무엇을 먹으면 반드시 똥이 나오는 모양으로 인생을 살면 반드시 예술이 나온다는 말이니 이것이 다 예술이란 무슨 목적을 위해서 억지로 짓는 것이 아니라 자연물 모양으로 자연히 되는 것이 귀하다는 뜻이다.

그러치마는 예술이란 반드시 이러케만 되는 것이 아니다. 오늘날 시장에 나오는 예술적 작품은 대다수가 상품되기를 목적하고 나온 것이다. 이를테면 돈을 벌기 위해서 그린 그림이요, 지은 시요, 부른 노래다. 돈을 목적으로 하지 안는다 하면-돈이 생길 것을 예상하지 안는다 하면 今日의 예술품의 90페센트는 아니 나오고 말앗을 것이다. 그러니까 아이 낳듯이 낳은 예술이 아니라 삭일 하듯이 지은 예술이 대부분이란 말이다. 예술가들은 농부가 농사를 짓는 모양으로, 洋靴工이 洋靴를 짓는 모양으로 衣食의 資를 얻으량으로 피곤한 勞役을 하고 잇는 것이다.

그러니까 今日의 예술가는 어찌하면 고객의 환심을 살가 하는 것을 가장 主되는 관심사를 삼지 아니할 수가 없다. 요새 日本문단을 風靡하는 「에로」니 「그로」니 하는 것이 다 이 관심에서 나온 것이다. 일반민중이 도덕적 이상이 퇴폐해서 인생의 의무라든가 사업이라든가 하는 높은 希求를 버리고 오직 성욕과 호기심만 따르게 되니 에로란 성욕적 흥미를 만족시키는 觀念群이요 그로란 好奇癖을 만족시킬 만한 觀念群이다. 나체의 젊은 여자, 接吻, 生殖器古怪, 병적인 것 등등.

朝鮮도 이 日本문단의 영향이 흘러 들어왓다. 日本과 같은 부의 集積과 문화의 爛熟은 없으면서 오직 그 결과인 퇴폐적 사조만은 일본에 합류하랴는 것이 오늘날 朝鮮의 현상이다.＜69＞

