잡지명	동광 제17호
발행일	1931년 01월 01일
기사제목	臺灣의 過去와 現在, 그 政治的 産業的 地位 (Taiwan's Past and Present, Its Political and Industrial Position)
필자	黃崗
기사형태	소식 (News/Report)

Taiwan's Past and Present, Its Political and Industrial Position
						Hwanggang

The sudden revolt of the "raw savages" (生蕃人) has brought the situation in Taiwan under the spotlight (白光下). How important an industrial position does Taiwan under Japanese rule occupy, and how are the class formation and political relations of its islanders developing? This short essay outlines these aspects.

Taiwan is an island facing China's Fujian Province (福建省), with an area of 2,333 square ri (方里), no larger than a single province of Joseon (朝鮮). However, due to its abundant natural resources (天然富源) and important geographical location, various colonial powers competed to possess it in modern times.

Back in the 17th century, when the Dutch established the East India Company, they occupied this "Ilha Formosa," meaning "beautiful island," expelled their competitors, the Spanish (西班人), and constructed the present-day Tainan (臺南) and Anping Fort (安平城). In 1662, the Ming loyalist (明遺臣) Zheng Chenggong (鄭成功) established a base in Taiwan, expelled the Dutch, and the Zheng dynasty ruled until it was subjugated (討滅) by the Qing Dynasty (淸朝) in 1683. Afterwards, for over 200 years, Taiwan became a dependency (屬地) of the Qing (淸).

Entering the 19th century, England (英) and France (佛) coveted (춤을 흘렷스나) Taiwan, but as a result of the Sino-Japanese War (日淸戰爭), Taiwan and the Penghu Islands (澎湖島) became Japanese territory (領地) in 1895.

When the Treaty of Shimonoseki (下關條約) was decided, the Qing Dynasty's Governor (巡撫) of Taiwan, Tang Jing-song (唐景崧), raised troops (兵을 擧하야) and established a republican government in Taipei (臺北), calling the country the Taiwan Democratic State (臺灣民主國), but it was short-lived, lasting merely 20 days before being subjugated (討滅) by the Japanese army. This was a time when Japan was seeing rapid capitalist development, spanning the periods of the Sino-Japanese and Russo-Japanese Wars (日露 兩役). In this trend, Taiwan's resources also became a great help in promoting the development of Japanese capital. Land ownership was reorganized, enterprise developed, and the currency system and financial institutions advanced; Taiwan had already undergone (經過한 것이엇다) the process of capitalization that Joseon is currently experiencing during this period. Thus, capitalist enterprises followed the necessary steps from expelling foreign capital to establishing monopolies and expanding outwards. During this time (그間에 잇서서), various ethnic issues (民族的 諸問題) and the resulting political instability wove the recent history (最近世史) of Taiwan.

Today, Taiwan's total trade volume reaches 425 million won (Shōwa 1 [1926]), and its enterprises, led by organizations like the Taiwan Sugar Industry Association (臺灣糖業聯合會), are unified into numerous<16> monopolistic forms, constituting a significant part of Japanese capitalism. Thus, among the objectives for possessing Taiwan, the industrial one is becoming even more important today than the military one. Important export items (輪出品) are:
Tea, coal, sugar, cotton textiles, camphor, ramie, alcohol, cement, etc. The order of outgoing shipments (移出品) is:
Sugar, bananas, rice, alcohol, camphor, hinoki cypress lumber, camphor oil, dried sweet potatoes, pineapples, coal, imitation Panama hats, dried bonito (鰹節), salt.
Imported goods (輪入品) are:
Oil cake, fertilizer, sugar, soybeans, opium, gunny sacks (가니囊), timber, medicines, rice, petroleum, packing mats (包蓆).
Incoming shipments (移入品) are, in order:
Rice, cotton and silk fabrics, ironware, fertilizer, machinery, dried fish, salted fish, wheat flour, ramie, paper, medicines, gunny sacks (가니囊), metal products, timber, refined sake (淸酒), beer, cigarettes, cotton yarn, knitted goods (메리야쓰), coal briquettes (석냥), canned goods, petroleum, woolen fabrics.

The races of Taiwan can be roughly divided into three: the Japanese race (日本族), the Chinese race (中國族), and the native race (本土族). The Chinese race can be divided by their place of origin into the Min people (閩族), i.e., Fujianese (福建民), and the Yue people (奧族), i.e., Cantonese (廣東民). The native race is called "aborigines" (蕃人), with distinctions made between "raw savages" (生蕃) and "cooked savages" (熟蕃) (including civilized savages 及化蕃). According to statistics from the end of Shōwa 2 (1927):
Taiwan's population is approx. 4.33 million, of which
Mainlanders (本島人), i.e., Chinese, are 4,009,000 (92%)
Japanese are 203,000
Aborigines (蕃人) are 87,000
Foreigners are 38,000
Thus, the Chinese race, the former colonizers, holds an absolute majority.

Taiwan's politics gives an impression of being even more autocratic (專制的) than Joseon's. The Governor-General not only has the power to issue decrees (制令), but the advisory bodies such as the Governor-General's Council (總督府評議會), Provincial Councils (州協議會), and City/Town/Village Councils (市街, 庄協議會) are all entirely appointed by the government (官選). Special appointment of high officials is limited to Local Magistrates (地方理事官). However, the implementation of the Petitions Law (訴願法) for administrative relief came earlier.

Taiwan's finances are completely independent. The education system accommodates about 60% of children. There are still no newspapers published by Mainlanders (本島人).

The education system was reformed in Taishō 11 (1922) to align uniformly with the Japanese system, and at the same time, co-education (共學制) was adopted for all schools at the middle school level and above; consequently, the enrollment rate for Mainlanders (本島人) actually decreased.

Taiwan's class relations show a unique state where labor-capital relations (勞資關係) and ethnic relations (民族的 관계) are intertwined (互相錯雜하야). Generally speaking:
(1) Government officials (官公吏), capitalists, and company/bank employees are a monopoly of the Japanese, backed by the power of Japanese capitalists and the government.
(2) Farmers (農民) and laborers (노동자) are mostly Mainlanders (本島人) (Chinese).
(3) In the middle merchant/industrialist class, Japanese and Mainlanders compete, and in the liberal professions, both coexist (竝立한다).
(4) Thus, within the middle class, Japanese people ethnically attach themselves (附着하고) to big capitalists and the government, while Mainlanders join (합류하야) with farmers and laborers, becoming their leaders. In this way, the ethnic confrontation of Japanese versus Mainlanders simultaneously becomes a political confrontation of rulers versus ruled, which also coincides with the confrontation of capitalists versus farmers/laborers.<17>

It is inevitable that ethnic problems arise when one nation tries to rule another.
Originally, even when the Qing state (淸國) ruled Taiwan, the legacy (遺風) of the Ming loyalist Zheng Chenggong remained, and the rebellious spirit of the populace was very strong, so the saying "a big revolt every five years, a small revolt every three years" (5년大反 3년小反) was no lie. After Japan took possession of Taiwan, resistance in the style of former Qing officials (舊淸國官吏) and righteous armies (義兵) continued, and between Meiji 31 (1898) and the great subjugation of Meiji 35 (1902), 11,950 people were executed by firing squad (총살되엇다). Afterwards, as Japanese capital gradually consolidated its power, resistance against this capitalization arose, as well as movements stimulated by the Chinese revolution. Starting with the Hokuho Incident (北埔事件) in Meiji 40 (1907), there were incidents like the Lín Qǐpǔ Incident (林杞埔事件) in Meiji 45 (1912), and until Taishō 4 (1915), there were about 10 cases of government office destruction. The Xilai Temple Incident (西來庵事件) in Taishō 4 (1915) was the largest.

In Taishō 7 (1918), the Association for the Abolition of Law No. 63 (63法撤廢期成會) was formed, centered around students studying in Tokyo (동경), and in Taishō 9 (1920), the organ "Taiwan Youth" (臺灣靑年) was published, leading to increased political activity.

From Taishō 10 (1921), the Council Establishment Petition Movement (議會設置請願運動) emerged, but the Government-General suppressed even this by applying the Peace Police Law (치안경찰법).

From Taishō 15 (1926), the movement of young people with Marxist tendencies gradually grew (漸興하야), eventually leading to the formation of the Taiwan People's Party (臺灣民黨) on May 19, Shōwa 2 (1927), with the platform of "the political, economic, and social liberation of all Taiwanese people," but it was immediately ordered to disband.

From this time, farmer and laborer movements also gradually arose (발흥하게 되엇다). The above describes the political movements of the so-called Mainlanders (本島人), i.e., those of Chinese descent, and of course, not the Aborigines (蕃人) who recently caused the revolt.<18>

**Summary**

This 1931 article by Hwanggang discusses Taiwan under Japanese rule, prompted by a recent indigenous uprising. It outlines Taiwan's history of colonization (Dutch, Zheng Chenggong, Qing, Japan), Japan's acquisition in 1895, and its subsequent capitalist development, noting Taiwan's resources fueled Japan's growth and that Taiwan underwent capitalization earlier than Korea. The piece details Taiwan's economic importance (trade, industry), demographics (Han Chinese majority), autocratic political system (compared unfavorably to Korea's), and social structure where ethnic (Japanese vs. Han Chinese), political (ruler vs. ruled), and class (capitalist vs. worker/farmer) conflicts align. It chronicles Han Chinese resistance from Qing times through Japanese rule, including armed uprisings, political movements like the Council Establishment Petition, and the rise of socialist influences culminating in the suppressed Taiwan People's Party (1927), explicitly distinguishing these from the recent indigenous revolt. For historians of Korean colonial history, the direct comparison of Taiwan's and Korea's capitalization processes under Japan is significant ("朝鮮이 경험하고 잇는 자본화의 과정을 臺灣은 이 시기에 이미 經過한 것이엇다"). The analysis linking ethnicity, class, and political power provides a framework potentially applicable to Korea, while the detailed account of Taiwanese resistance movements offers comparative insights into colonial subject responses and Japanese suppression tactics.

**Named Entities**

臺灣	대만	Taiwan
中國	중국	China
福建省	복건성	Fujian Province
朝鮮	조선	Chosŏn
和蘭	화란	Holland (The Netherlands)
東印度會社	동인도회사	East India Company
西班人	서반인	Spanish people
臺南	대남	Tainan
安平城	안평성	Anping Fort
明	명	Ming (Dynasty)
鄭成功	정성공	Zheng Chenggong
淸朝	청조	Qing Dynasty
淸	청	Qing
英	영	England
佛	불	France
日本	일본	Japan
日淸戰爭	일청전쟁	Sino-Japanese War
澎湖島	팽호도	Penghu Islands
下關條約	하관조약	Treaty of Shimonoseki
唐景崧	당경송	Tang Jing-song
臺北	대북	Taipei
臺灣民主國	대만민주국	Taiwan Democratic State
日露 兩役	일로 양역	Sino-Japanese and Russo-Japanese Wars
昭和	소화	Shōwa
臺灣糖業聯合會	대만당업연합회	Taiwan Sugar Industry Association
日本族	일본족	Japanese race
中國族	중국족	Chinese race
本土族	본토족	Native race (Indigenous people)
閩族	민족	Min people
福建民	복건민	Fujianese people
奧族	오족	Yue people (Cantonese grouping used here)
廣東民	광동민	Cantonese people
蕃人	번인	"Aborigines" (lit. "Barbarians")
生蕃	생번	"Raw Savages" (Unassimilated indigenous people)
熟蕃	숙번	"Cooked Savages" (Assimilated indigenous people)
化蕃	화번	"Civilized Savages" (Assimilated indigenous people)
本島人	본도인	Mainlanders (Referring to Han Chinese in Taiwan)
總督	총독	Governor-General
總督府評議會	총독부평의회	Governor-General's Council
州協議會	주협의회	Provincial Councils
市街	시가	Cities/Towns (Administrative unit)
庄協議會	장협의회	Village Councils
地方理事官	지방리사관	Local Magistrates
大正	대정	Taishō
明治	명치	Meiji
淸國	청국	Qing State (China)
北埔事件	북포사건	Hokuho Incident (Beipu Incident)
林杞埔事件	임기포사건	Lín Qǐpǔ Incident
西來庵事件	서래암사건	Xilai Temple Incident (Tapani Incident)
동경	동경	Tokyo
63法撤廢期成會	63법철폐기성회	Association for the Abolition of Law No. 63
臺灣靑年	대만청년	Taiwan Youth (Magazine name)
議會設置請願運動	의회설치청원운동	Council Establishment Petition Movement
臺灣民黨	대만민당	Taiwan People's Party

**Glossary**

돌연한	돌연한	Sudden, abrupt
반란	반란	Revolt, rebellion
白光下	백광하	Under the spotlight (lit. under white light)
들어내엇다	드러내었다	Revealed, exposed (Older spelling of 드러내었다)
통치하	통치하	Under the rule of
윤곽	윤곽	Outline, sketch
대치하야	대치하여	Facing, opposing (Older spelling/form of 대치하여)
섬	섬	Island
天然富源	천연부원	Natural resources
식민국	식민국	Colonial power
경쟁하야	경쟁하여	Competing (Older spelling/form of 경쟁하여)
占有하고저 햇다	점유하고자 했다	Sought to occupy (Older spelling/form)
驅逐하고	구축하고	Expelling, driving out
축조햇다	축조했다	Constructed, built (Older spelling of 축조했다)
遺臣	유신	Loyalist retainer (of a fallen dynasty)
雄據하야	웅거하여	Establishing a base, holding sway (Older spelling/form)
討滅된 후	토멸된 후	After being subjugated/destroyed
屬地	속지	Dependency, territory
춤을 흘렷스나	침을 흘렸으나	Coveted (lit. drooled over, older spelling)
영지	영지	Territory
兵을 擧하야	병을 거하여	Raising troops (Older spelling/form)
국호	국호	Name of a country
僅僅	근근	Merely, only
단명으로	단명으로	Short-lived (lit. with a short life)
자본주의	자본주의	Capitalism
급격한	급격한	Rapid, drastic
발달	발달	Development, progress
대세	대세	General trend, tide
잇서서	있어서	In, at (Older spelling of 있어서)
조장하는	조장하는	Promoting, encouraging
도음이 되엇다	도움이 되었다	Became a help (Older spelling of 도움이 되었다)
화폐제	화폐제	Currency system
금융기관	금융기관	Financial institution
경험하고 잇는	경험하고 있는	Experiencing (Older spelling of 경험하고 있는)
자본화	자본화	Capitalization
經過한 것이엇다	경과한 것이었다	Had undergone, passed through (Older spelling)
독점	독점	Monopoly
확립	확립	Establishment
그間에 잇서서	그간에 있어서	During that time (Older spelling/form)
민족적	민족적	Ethnic, national
諸問題	제문제	Various problems/issues
정치동요	정치동요	Political instability
最近世史	최근세사	Recent history
짜내는	짜내는	Weaving, composing
무역총액	무역총액	Total trade volume
위시하야	위시하여	Led by, starting with (Older spelling/form)
幾多	기다	Numerous
점유	점유	Possession, occupation
一層	일층	Even more, further
輪出品	윤출품	Export items (Less common term, 輸出 is standard)
移出品	이출품	Outgoing shipments (Goods shipped out)
輪入品	윤입품	Import items (Less common term, 輸入 is standard)
移入品	이입품	Incoming shipments (Goods shipped in)
인종	인종	Race, ethnicity
대략	대략	Roughly, approximately
난흘 수 잇스니	나눌 수 있으니	Can be divided (Older spelling/form of 나눌 수 있으니)
원주지	원주지	Place of origin
즉	즉	Namely, i.e.
칭하는데	칭하는데	Is called, referred to as
통계	통계	Statistics
절대우세	절대우세	Absolute majority/superiority
專制的	전제적	Autocratic, despotic
制令	제령	Decree, ordinance (Issued by Governor-General)
發布할	발포할	To issue, proclaim
諮問機關	자문기관	Advisory body/organ
官選	관선	Government-appointed
高等官	고등관	High-ranking official
특별임용	특별임용	Special appointment
限한다	한한다	Is limited to
행정상의 구제	행정상의 구제	Administrative relief
訴願法	소원법	Petitions Law
재정	재정	Finance, public finance
6할 내외	육 할 내외	Around 60 percent
아동	아동	Child, children
수용하게	수용하게	To accommodate, house
획일적으로	획일적으로	Uniformly
中等程度	중등정도	Middle school level
共學制	공학제	Co-education system
채용하얏음으로	채용하였으므로	Because it was adopted (Older spelling)
도리어	도리어	On the contrary, rather
입학율	입학률	Enrollment rate
감소하게 되엇다	감소하게 되었다	Came to decrease (Older spelling)
계급적 관계	계급적 관계	Class relations
勞資關係	노자관계	Labor-capital relations
互相錯雜하야	호상착잡하여	Intertwined, mixed together complexly (Older spelling/form)
特有한	특유한	Unique, peculiar
官公吏	관공리	Government officials
背後에는	배후에는	Behind, in the background
농민	농민	Farmer(s), peasantry
노동자	노동자	Laborer(s), worker(s)
중산상공계급	중산상공계급	Middle merchant/industrialist class
자유직업	자유직업	Liberal professions
양자가	양자가	Both parties/sides
竝立한다	병립한다	Coexist, stand side-by-side
附着하고	부착하고	Attaching to, adhering to
합류하야	합류하여	Joining, merging with (Older spelling/form)
지도자	지도자	Leader
대립	대립	Confrontation, opposition
지배자	지배자	Ruler, dominator
피지배자	피지배자	The ruled, the dominated
資本者	자본자	Capitalist(s) (Alternative form for 자본가)
일치하게 된다	일치하게 된다	Comes to coincide, align
타민족	타민족	Another ethnic group/nation
필연의 일이다	필연의 일이다	Is inevitable
원래	원래	Originally
遺風	유풍	Lingering custom, legacy
반항심	반항심	Spirit of resistance/rebellion
속담	속담	Proverb, saying
영유한 뒤로	영유한 뒤로	After taking possession
舊淸國官吏	구청국관리	Former Qing officials
義兵	의병	Righteous army, militia
계속되어	계속되어	Continued
대토벌	대토벌	Great subjugation/punitive expedition
총살되엇다	총살되었다	Was executed by firing squad (Older spelling)
점차로	점차로	Gradually
整齊하게 되매	정제하게 되매	As it became consolidated/organized (Older form)
자극된	자극된	Stimulated, provoked
잇섯고	있었고	There was/were (Older spelling of 있었고)
관청파괴	관청파괴	Destruction of government offices
최대의 것	최대의 것	The largest one
유학생	유학생	Student studying abroad
중심으로 한	중심으로 한	Centered around
기성회	기성회	Preparatory association/committee
기관지	기관지	Organ (publication of an organization)
다사하게 되엇다	다사하게 되었다	Became active/eventful (Older spelling)
생겻는데	생겼는데	Arose, emerged (Older spelling of 생겼는데)
치안경찰법	치안경찰법	Peace Police Law
적용하야	적용하여	Applying (Older spelling/form)
탄압을 가하얏다	탄압을 가하였다	Applied oppression, suppressed (Older spelling)
맑스주의	마르크스주의	Marxism
경향	경향	Tendency, inclination
漸興하야	점흥하여	Gradually rising/growing (Older spelling/form)
마참내	마침내	Finally, eventually (Older spelling of 마침내)
강령	강령	Platform, program (of a party)
생겨낫으나	생겨났으나	Was formed, but (Older spelling of 생겨났으나)
즉시	즉시	Immediately
해산	해산	Dissolution, disbandment
당햇다	당했다	Suffered, underwent (Older spelling of 당했다)
발흥하게 되엇다	발흥하게 되었다	Came to rise, emerged (Older spelling)
소위	소위	So-called
계통인	계통인	Person of ~ lineage/descent
近者에	근자에	Recently


---------------------------


잡지명	동광 제17호
