Magazine Title: 삼천리 제8권 제6호
Publication Date: 1936-06-01
Article Title: 愛人 다리고 갈 사랑의 『하이킹 코-스』 (Love's "Hiking Courses" to Take Your Lover To)
Author: 李瑞求
Article Type: 잡저 (Miscellaneous writing/Essay)

Love's "Hiking Courses" to Take Your Lover To
						Yi Sŏgu
Spring has come. Let's go out for spring fun, to the mountains and waters. Flower viewing and drinking parties will surely spring up everywhere. A flood of people, a great chorus of spring songs – escaping the noise of spring, leaving the stares of the crowd, one person, one person's loving hands clasped together – where are the places laid out for just the two to enjoy the green grass and clear sky, places for just the two to sing? By the kind request of the Samch'ŏlli editor, let me try introducing a few places that come to mind, centered around Kyŏngsŏng.

Take the streetcar. The one bound for Tongdaemun – get off at Tongdaemun and enter the two-story Western-style building rising to the south. It's the station for the narrow-gauge train (긔동차) going to Ttuksŏm. It departs once every 30 minutes. 10 chŏn to Ttuksŏm Resort! You arrive in 25 minutes. At Ttuksŏm Resort, cross the sandy field for five or six chŏng (町 - approx. 109m each), and there's the Han River, flowing like oil. Instead of flower petals, white sails will beckon. Willow branches will offer greetings, and the spring breeze will bring smiles.<94> Take the ferry boat. It's 3 chŏn per person to cross! To the north, a corner of Samgaksan Mountain will rise like a picture. In the village across the river, shrouded in haze, if the scene of figures in dimly visible crimson skirts doing laundry appears, it will be like flowers placed upon silk. When you get off the ferry, ask the white-haired old man mending nets by the riverside for directions. If the white-haired old man isn't there, ask the boatman. If the boatman is young, please, the gentleman lover shouldn't ask, but the lady companion should ask. This I earnestly request. Oh, dear, I forgot to say what you should ask for...

"Pongŭn Temple (봉은사)"

It's a temple. Across the water, Pongŭn Temple – lotus flowers bloom in the front yard, there's the Hall of a Thousand Buddhas (千佛殿), spring water above the Main Buddha Hall (大雄殿), and beneath the zelkova tree, golden grass; lift your head, and luxuriant pine trees soar freely into the blue sky...
The magnificent embrace of Pongŭn Temple nestled in the woods. By the pond, there's a house selling meals. Though you won't hear the voice of a lovely young lady saying
"Have a drink,"
and you can't smell grilling fish, there are clean rooms, tasty vegetable dishes, and friendly "service" (써비쓰) prepared. The meal price is 70 chŏn per person. As you walk from the ferry landing, you cross one hill and there's also a field, albeit narrow. It's close enough that even a lady walking in high-heeled shoes won't get sore feet, let alone ankles. If just buying a meal seems dull, or if you want a snack while the meal is being prepared, it seems they also have quince tea (모과수통), beer bottles, and cider.

Streetcar fare: 20 chŏn
Narrow-gauge train: 40 chŏn
Ferry fare: 12 chŏn
Meal cost: 140 chŏn
Total: 212 chŏn

For 2 wŏn and 12 chŏn, you can have a day's spring outing. Whether there's a human landslide at Ch'anggyŏngwŏn or a chaotic crowd heading to Uidong, there's likely no better place than this for a spring outing spot where just two people can stroll without hindrance. Why couldn't you race on the sandy field? And why couldn't you sing while crossing the hill? It's a situation where you can relax, stretch out, and enjoy a day's spring outing, a hike of love. It would be a touching thing for the love of two people to be tied early, praying before the great statue of Sakyamuni Buddha to let them meet at the wedding ceremony hall (전안청), applying rouge and wearing the groom's cap (사모). It would also be meaningful to pray fervently at the Hall of a Thousand Buddhas for stubborn parents to quickly change their minds and approve the love of the two. Those who have such needs should definitely prepare about 20 chŏn in coins separately. Nowadays, it costs money even to make a request to the Buddha. There's a wooden box covered with a latticed lid; when you toss money in,
*Clang!*
it makes a sound as the money rolls in. The
*Clang!*<95>
sound, the more lively and loud it is, the more generous the heartfelt blessing (心祝) of the head monk listening will likely be. I think it might have a greater effect than inserting paper money that makes no sound.

Another course. Namsan Mountain, which you look up at morning and evening.
"I wish I could go up there just once."
"How far could it be?"
Anyone might harbor such thoughts. Samgaksan and Pugaksan are not unattractive, but they might be tiring for a lady's pace. So, those gentlemen who lack the strength to carry their lady down the mountain should choose the Namsan course. If the lady weighs over 12 kwan (貫 - approx. 45kg), even the strongest man will find it painful to carry her down a rough mountain. If fate turns cruel and you tumble, it's two corpses. Two deaths without even a will –
a love suicide (情死)!
Listeners might find it intriguing, but wouldn't it be regrettable once you're dead? At Kyŏngsŏng Shrine on Namsan, turn west, and there's the Land Survey Monument (土地調査記念碑), and below the hill behind it is a spring called "Puŏng Bawi" (부엉바위 - Owl Rock). It's been a famous spring since the 500 years of the Yi Dynasty. First, quench your thirst. As you walk up holding hands, sweat might have formed on your hands; dipping them in the clear water refreshes even the heart. Ask the child selling snacks at Puŏng Bawi,
"Where is Waryongdang (와룡당)?"<96>
They will point and say,
"It's right back here."
Namsan Waryongdang is a shrine for praying for blessings, a place once highly regarded by the powerful families of the northern and southern villages, and even now, women coming to offer devotional prayers (치성) are ceaseless. After going up to Waryongdang and praying,
"May it not rain..."
"May my lover's heart always be like today's,"
find the mountain path bit by bit and head up towards the signal fire mound (봉수). It's not unknown to anyone, but climbing one corner reveals more of the plain, and conquering one hill makes the capital city seem that much lower. Once you reach the midway point, human presence fades, and only the sound of the wind in the pines and birdsong reach your ears. Even if a squirrel startled by your footsteps gets its tail accidentally stepped on, please don't try to catch it. Spring is surely a good thing for them too. Even resting on the way, you can easily reach the Namsan signal fire mound within an hour. Though the path isn't wide, it's clearly visible, so you can leave worries about getting lost at home. I don't know if the shaman's house (당즉이집) is still there after the National Shrine (국사당) at the Namsan signal fire mound disappeared, but the spring couldn't possibly have dried up. Spread out the packed sandwiches (산도윗치 - sandwich), fruits, and snacks, take the gourd flask that was hanging from the gentleman lover's backside, and draw water to drink. The gentleman lover should find a place to sit, and the lady should go fetch the water. Although the signal fire mound looks pointed from below, when you go up, you find level ground amidst overgrown old trees, and in the gaps of the golden grass, yellow and red flowers are smiling shyly. Looking south, Kwanaksan Mountain crawls into view right before your eyes, and looking north, Samgaksan Mountain lies spread beneath your feet. What always catches the eye first are Ch'angdŏk Palace, the French Catholic Church (불란서 교당), and whether or not you hear the plaintive spring laments of those sighing in Sŏdaemun Prison, the cherry blossoms filling the base of Namsan, the dense cherry blossoms in Ch'anggyŏngwŏn, the flower clouds hanging over the hill behind Kyŏngsŏng Middle School – even without looking at them, it would be a top-tier spring outing spot. Take a nap on the grassy field. Climb a tree and play hide-and-seek. Who is there to stop you? Whose gaze would hinder your fun? Who would say anything if you act as if you're playing in your own backyard?
"Oh my goodness. There's another couple in the shade of that tree over there!"
"Look, there's another one beneath that collapsed fortress wall!"
Love's hike knows no 'us' or 'them'. The desire to enjoy it just between two is common to everyone, so what does it matter if there's another group over the ridge? Is that all? They are people walking the same path of youth and love. If one group plays a harmonica or sings a song, wouldn't it be wonderful if everyone gathered together smiling from this forest and that hillside, and perhaps even did the social dancing that's causing such a stir downtown?<97> Play at the Namsan signal fire mound until about an hour before sunset, then follow the fortress wall eastward, pass the site of Namsomun (South Small Gate), and through the pine forest path, Changch'ungdan Park comes into view. Descending to Changch'ungdan and returning by streetcar is fine. Or, if time permits and your pockets are heavy (around 2 Wŏn), head towards Hangang-ri and descend the southern mountain slope, where young boatmen and newly built ferry boats are waiting. Renting a boat and singing boat songs as you head down to Hangang Bridge or Samgae Ferry would also add to the excitement.

Bentō (벤도 - boxed lunch): 120 chŏn
Fruit: 20 chŏn
Chocolate (초코렛트): 20 chŏn
Drops (도롭프 - candies): 10 chŏn
Boat fare: 200 chŏn
Total: 370 chŏn

If you don't take the boat and return by streetcar, it costs 1 wŏn 80 chŏn. Put the drops in your mouth instead of rock candy while hiking. If, by mistake,<98> a leftover candy the gentleman was eating happens to fly into the lady's mouth, since there are no witnesses, submitting a protest has no chance of success.
"Oh my, that's delicious!"
Preparing to laugh cheerfully in advance is considered proper, both morally and hygienically.

Another course. For those who cannot spend the whole day playing, a simple course. Get off the streetcar in front of the former Kyŏnggi Provincial Office site (경긔감영) (Takezoe-chō crossroads - 竹添町四거리). Go over the hill path with rows of modern houses (문화주택) in the back alleys of Naengdong (冷洞). You will come out at the site of Yŏnhŭi Palace (연희궁터). Crossing the hill from the Yŏnhŭi Palace site and walking the path through the dense woods is the climax (크라이맑스) of this course. Ewha Womans Professional School (리화뎐문), Yonhi College (연희뎐문), and the nursery/orphanage (육아홈) are all nestled within these woods. Here and there among the pine trees, on cushions of golden grass with azalea folding screens set up, swarms of butterflies will flutter about as if welcoming the bride and groom; choose a spot as you wish and talk to your heart's content. Argue, reconcile, flirt, cry and then laugh; when you get hungry, find Sinch'on Station and take the train (trains run frequently) back to Kyŏngsŏng. If you have time left, take the narrow-gauge train (긔동차) to Tangin-ri (唐人里) and try walking upstream along the Han River. Shepherd's purse flowers abound, weeping willows have put out their green curtains, and on the Han River flowing like silk, the poetic mood will ripen with boat songs drifting from Panghwado Island. As you walk up along the riverbanks through Hajung-ri (賀中里), Kamŭndol (玄石里 - Hyŏnsŏk-ri), T'ojŏng-ri (土亭里), scenes unfamiliar to your eyes at every ferry landing will surely provide you with 120% satisfaction.

Another course. Take the streetcar to Ch'ŏngnyangni. Then, enter the side road by the police substation (순사주재소) and take the main road going to the Forestry Experiment Station (림업시험장). Go over "Ojum Kogae" (오줌고개) – do you all know Ojum Kogae? If not, go ask at the nearby motor pool (자동차부). To the west side, there's a narrow path through the woods. Enter this path, and the affairs of Seoul are forgotten.
"Ah, this is nice."
Such words will surely escape from the lips of one of the two. Walk along this cozy path through the woods, where flowers bloom, butterflies fly, and birds sing, as if dreaming, singing songs. Wherever you end up, be it a rice paddy ridge or a hillside slope, if you don't head west, you'll emerge in front of Posŏng College (보성뎐문학교) in Chongam-ni before covering even 5 ri (里 - approx. 2km). Here lies the tomb of Princess Myŏngon (명온공주), and in the large tile-roofed house resembling her tomb shrine, hangs a plaque reading "Yŏnsu Pavilion" (延壽閣). This place offers baths and simple Japanese and Chinese cuisine. It's clean and quiet. For about 1 wŏn 50 chŏn per person,<99> you can spend several hours playing, have a meal, and return. On the hill behind Yŏnsu Pavilion, there's a gently sloping hill covered in golden grass, truly well-maintained like a golf course (꼴푸장). Rolling around here for just an hour will make the fatigue from walking from Ch'ŏngnyangni vanish like clouds. What burden is the 15-minute walk back to the streetcar line?

Another course. Take the streetcar. Get off at the Hyojadong terminus and go outside Chihamun Gate. Apple blossoms are in full bloom, and clear water flows over a bed of jewel-like white rocks. Even worries that burdened you while crossing the pass will surely be cleared away by just one listen to this water's sound. Segŏmjŏng is also nice, and going beneath the hill enshrining the stone Buddha to pledge that the two will not change their minds is also a memorable act. Don't worry if your clothes get wet while catching crayfish in the rock crevices. The gentle spring breeze will surely dry a wet silk skirt hem in no time. Around here, it seems there won't be much scolding even if you pick some flowers to take back; feel free to pick a handful of red azaleas or rhododendrons and return. There's also one place that sells meals. However, I advise you to ask the price beforehand and then eat. For the return, go out via Hongjewŏn and take the bus (뻐쓰); crossing Muhakchae Pass brings you to Hyŏnjŏdong. The fare, including the city streetcar transfer ticket, is 8 chŏn. For enjoying the charm of beautiful rocks and water (수석) and the scenery deep in the mountains, it gets full marks! However, although the path isn't very long, the round trip might be about 15 ri (approx. 6km), so I advise you to demand grim determination from a young lady wearing high-heeled shoes. Of course, for this course, you can reverse the starting and ending points. Well, this seems to cover most of the worthwhile places to go from Kyŏngsŏng. Now, have fun and return safely.<100>

**Summary**

This 1936 article by Yi Sŏgu in Samch'ŏlli magazine suggests several "hiking courses" near Kyŏngsŏng (colonial Seoul) suitable for young lovers seeking privacy and natural beauty during spring. It details routes involving combinations of streetcars, narrow-gauge trains, ferries, and walking to places like Pongŭn Temple, Namsan Mountain (including Waryongdang shrine and the signal fire mound), the Sinch'on/Yŏnhŭi area, the Forestry Experiment Station near Ch'ŏngnyangni, and the area beyond Chihamun Gate towards Segŏmjŏng. The author provides practical advice on transportation, costs, food options (including packed lunches or local eateries), and activities, emphasizing quiet spots away from crowds where couples can enjoy nature and each other's company, even suggesting prayers for their relationship's success or playing hide-and-seek. The tone is lighthearted and encouraging, offering specific directions and estimated expenses for each outing.

From a historical perspective, the article offers a fascinating glimpse into middle-class leisure activities and dating culture in colonial Seoul. It reveals the transportation infrastructure (streetcars, trains, buses, ferries) available and its cost, the blend of traditional Korean sites (temples, shrines, palace grounds, historical markers) with colonial/modern elements (Western-style buildings, Japanese place names like Takezoe-chō, Kyŏngsŏng Shrine, Forestry Experiment Station, modern colleges, mentions of Sŏdaemun Prison, Japanese food like 'bentō'), and changing social norms allowing young men and women to go on unaccompanied outings. The mention of specific costs, the suggestion of praying for parental approval for relationships, the casual reference to "social dancing," and the description of picnic spots reflect the evolving urban lifestyle and aspirations under colonial rule.

**Named Entities**

李瑞求	이서구	Yi Sŏgu
경성	경성	Kyŏngsŏng
동대문	동대문	Tongdaemun
뚝섬	뚝섬	Ttuksŏm
한강	한강	Han River
삼각산	삼각산	Samgaksan
봉은사	봉은사	Pongŭn Temple
천불전	천불전	Ch'ŏnbuljŏn (Hall of a Thousand Buddhas)
대웅뎐	대웅전	Taeungjŏn (Main Buddha Hall)
창경원	창경원	Ch'anggyŏngwŏn
우이동	우이동	Uidong
남산	남산	Namsan
경성신사	경성신사	Kyŏngsŏng Shrine
토지 조사 긔념비	토지 조사 기념비	T'oji Chosa Kinyŏmbi (Land Survey Monument)
부엉바위	부엉바위	Puŏng Bawi
리조	이조	Yi Dynasty (implied)
와룡당	와룡당	Waryongdang
창덕궁	창덕궁	Ch'angdŏk Palace
불란서 교당	불란서 교당	Pŭllansŏ Kyodang (French Catholic Church)
서대문 형무소	서대문 형무소	Sŏdaemun Prison
경성중학	경성중학	Kyŏngsŏng Middle School
남소문	남소문	Namsomun
장충단	장충단	Changch'ungdan
한강리	한강리	Hangang-ri
삼개나루	삼개나루	Samgae Ferry
경긔감영	경기감영	Kyŏnggi Provincial Office (site of)
죽첨정	죽첨정	Chukch'ŏmjŏng (Takezoe-chō)
냉동	냉동	Naengdong
연희궁	연희궁	Yŏnhŭi Palace
리화뎐문	이화전문	Ihwa Chŏnmun (Ewha Womans Professional School)
연희뎐문	연희전문	Yŏnhŭi Chŏnmun (Yonhi College)
육아홈	육아홈	Yugahom (Nursery/Orphanage - specific institution unclear)
신촌	신촌	Sinch'on
당인리	당인리	Tangin-ri
방화도	방화도	Panghwado
하중리	하중리	Hajung-ri
감은돌	감은돌	Kamŭndol
현석리	현석리	Hyŏnsŏk-ri
토정리	토정리	T'ojŏng-ri
청량리	청량리	Ch'ŏngnyangni
림업시험장	임업시험장	Imŏp Sihŏmjang (Forestry Experiment Station)
오줌고개	오줌고개	Ojum Kogae
종암리	종암리	Chongam-ni
보성뎐문학교	보성전문학교	Posŏng Chŏnmun Hakkyo (Bosung College)
명온공주	명온공주	Princess Myŏngon
연수각	연수각	Yŏnsu Pavilion (Yŏnsugak)
효자동	효자동	Hyojadong
지하문	지하문	Chihamun
세검뎡	세검정	Segŏmjŏng
홍제원	홍제원	Hongjewŏn
무학재	무학재	Muhakchae
현저동	현저동	Hyŏnjŏdong

**Glossary**

애인	애인	Lover, sweetheart
하이킹 코-스	하이킹 코스	Hiking course (loanword adaptation)
잡저	잡저	Miscellaneous writing, essay
봄노리	봄놀이	Spring outing (older spelling)
꼿	꽃	Flower (older spelling)
버러지리라	벌어지리라	Will likely spread/occur (older spelling/form)
버서나	벗어나	Escaping from, getting away from (older spelling)
어대	어디	Where (older spelling/dialect)
몃	몇	Several, a few (older spelling)
뎐차	전차	Streetcar, tram (older spelling)
나리시거든	내리시거든	If you get off (honorific, older spelling)
소사잇는	솟아있는	Rising, soaring (older spelling)
긔동차	기동차	Narrow-gauge train, light railway (older term)
식	씩	Each, per (used with units like 시간)
밧	밭	Field (older spelling)
뎡	정	Chō (unit of distance, approx 109m) or town/block (Japanese unit)
돗대	돛대	Mast (of a sail boat)
우슴	웃음	Laughter, smile (older spelling)
갓치	같이	Like, as (older spelling)
아즈랑이	아지랑이	Haze, heat shimmer
자옥싸힌	자욱이 쌓인	Densely piled/covered
보히면은	보이면은	If it is seen (older spelling)
세음되리다	셈되리다	Will amount to, will be considered as (older spelling/form)
꾀매는	꿰매는	Mending, sewing (older spelling)
점거든	젊거든	If (someone) is young (older spelling)
안악양반	아낙 양반	Lady companion ( 아낙 combined with 양반)
뺏슴니다	뺐습니다	I omitted, I forgot to mention (older spelling)
압뜰	앞뜰	Front yard (older spelling)
밋헤	밑에	Under, beneath (older spelling)
프른	푸른	Blue, green (older spelling)
락락장송	낙락장송	Tall, luxuriant pine trees
숩속	숲 속	Inside the forest (older spelling)
업스나	없으나	Although there isn't (older spelling)
맛가로은	맛깔스러운	Tasty, delicious (older spelling)
갓추어	갖추어	Prepared, equipped with
잇슴니다	있습니다	There is/are (older spelling)
갑	값	Price, cost (older spelling)
거러가시는	걸어가시는	Walking (honorific, older spelling)
안악네	아낙네	Woman, lady (often implies married or mature woman)
굽놉흔	굽 높은	High-heeled (older spelling)
커냥	커녕	Let alone, not to mention
발목	발목	Ankle
안을	않을	Will not (older spelling)
만콤	만큼	As much as, to the extent that (older spelling)
갓갑슴니다	가깝습니다	It is close (older spelling)
주전부리	주전부리	Snacks, eating between meals
모과수통	모과수 통	Quince tea container/dispenser (likely referring to the drink itself)
사이다	사이다	Cider (lemon-lime soda)
삭	삯	Fare, charge, fee (older spelling)
선가	선가	Boat fare (船價)
사태	사태	Landslide (used metaphorically for crowd)
떼난리	떼난리	Commotion caused by a crowd
거릿낄 곳	거리낄 곳	Place to hesitate/be hindered
업겟슴니다	없겠습니다	There likely isn't (older spelling)
배	바	Way, means, reason (used in ~ㄹ 배 안이다 - there is no reason to not~)
놋코	놓고	Putting down, relaxing (older spelling)
긔펴고	기 펴고	Stretching out, feeling relieved (older spelling)
일즉암치	일찌감치	Early on
매듭저서	매듭지어져서	Being tied (in a knot), concluded (older spelling)
연지 찍고	연지 찍고	Applying rouge (traditional makeup for brides)
사모 쓰고	사모 쓰고	Wearing the groom's hat (part of traditional wedding attire)
전안청	전안청	Hall for the pyebaek ceremony (part of traditional wedding)
마조 보다	마주 보다	To face each other
해달나고	해달라고	Asking someone to do something (older spelling)
압헤	앞에	In front of (older spelling)
긔도	기도	Prayer
승인하도록	승인하도록	To approve
웅원	응원	Support, backing (here implies fervent prayer)
반다시	반드시	Surely, certainly (older spelling)
가량	가량	Approximately
따로히	따로이	Separately (older spelling)
요사히	요사이	Nowadays (older spelling)
덥혀	덮여	Covered (older spelling)
굴너드러	굴러들어	Rolling in (older spelling)
요란할사록	요란할수록	The louder/more clamorous it is
주지스님	주지 스님	Head monk (of a temple)
심축	심축	Heartfelt blessing/prayer (心祝)
후해질	후해질	Will become generous
지전	지전	Paper money
넛는	넣는	Putting in (older spelling)
잇슬가	있을까	Will there be? (older spelling)
치어다 보는	쳐다보는	Looking up at (older spelling)
저긔나	저기나	That place (older spelling)
올나가	올라가	Going up (older spelling)
안이나	않으나	Although not (older spelling)
행보	행보	Pace, gait, steps
괴로울는지	괴로울는지	Might be painful/difficult
나릴	내릴	Going down (older spelling)
아가씨	아가씨	Young lady, miss
업고	업고	Carrying on one's back
긔운	기운	Strength, energy
나리시기는	내리시기는	Going down (honorific, older spelling)
딍구는	뒹구는	Tumbling, rolling (older spelling)
주검	주검	Corpse, death
정사	정사	Love suicide (情死)
자미	재미	Interest, fun (older spelling)
잇슬지	있을지	Might be (older spelling)
원통치	원통치	Not regrettable (contraction)
안켓슴니다	않겠습니까	Wouldn't it be? (older spelling)
도라스면	돌아서면	If one turns (older spelling)
밋흐로	밑으로	Below, downwards (older spelling)
약물터	약물터	Mineral spring site
추기시요	축이시오	Moisten, wet (imperative, older form)
낫스려니	났으려니	Presumably has occurred (sweat forming)
쇄락해짐니다	쇄락해집니다	Becomes refreshed/clear (쇄락하다 is rare now)
가릇키리다	가리키리다	Will point out (older spelling)
치성하러	치성하러	To offer devotional prayers
끈이지	끊이지	Not ceasing, continuous (older spelling)
안슴니다	않습니다	Does not (older spelling)
축수발원	축수발원	Praying and making vows
차근차근	차근차근	Step by step, methodically
봉수	봉수	Signal fire mound
올느면	오르면	If one climbs (older spelling)
얏하짐니다	얕아집니다	Becomes shallower/lower (older spelling)
올나스면	올라서면	If one stands upon climbing (older spelling)
끈치고	끊기고	Being cut off, ceasing (older spelling)
솔바람	솔바람	Pine wind
새소래	새소리	Birdsong (older spelling)
발자최	발자취	Footprints, traces (older spelling)
발피드라도	밟히더라도	Even if stepped on (older spelling)
항여	항여	Perhaps, maybe (archaic)
조흔	좋은	Good (older spelling)
넉넉히	넉넉히	Ample, sufficiently
올나감니다	올라갑니다	Goes up (older spelling)
널지는	넓지는	Not wide (older spelling)
보히는 지라	보이는지라	Since it is visible (older spelling)
몰나	몰라	Not knowing (older spelling)
댁에다가	댁에다가	At home (honorific)
내던지고	내던지고	Tossing away, abandoning
좃슴니다	좋습니다	It is good (older spelling)
업서진	없어진	Disappeared (older spelling)
당즉이집	당주 집	Shaman's house (당주 is master of a shrine/shaman)
만무하니	만무하니	Since it's impossible/unlikely
말넛슬니가	말랐을 리가	No way it could have dried up (older spelling)
싸가지고	싸 가지고	Packing and bringing
갓든	갔던	Which one went (older spelling, here implies 'brought')
산도윗치	샌드위치	Sandwich (loanword adaptation)
실과	실과	Fruit
꽁문이	꽁무니	Backside, rear end
표주박	표주박	Gourd dipper/flask
떠	떠	Drawing (water)
잡수십시요	잡수십시오	Please eat/drink (honorific)
안즐	앉을	To sit (older spelling)
뜨러	뜨러	To draw/fetch (water) (older spelling)
뽀족해	뾰족해	Pointed, sharp
보혀도	보여도	Even though it looks (older spelling)
로목	노목	Old tree (老木)
욱어진	우거진	Overgrown, dense
벌녀	벌여	Spread out (older spelling)
누릇	누런	Yellowish (older spelling)
수접게	수줍게	Shyly (older spelling)
몬저	먼저	First (older spelling)
띄우는	띄는	Catching (the eye) (older spelling)
들녀오든마든	들려오든 말든	Whether it is heard or not (older spelling)
밋헤	밑에	At the base of (older spelling)
욱어진	우거진	Dense, thick
어리운	어리운	Lingering, hanging (older spelling)
낫잠	낮잠	Nap
숨박곡질	숨바꼭질	Hide-and-seek
끄려서	꺼려서	Feeling reluctant/hindered due to
못노시릿가	못 노시겠습니까	Cannot play? (honorific, older form)
심치신들	심정이신들	Even if it is the feeling/mood (older form)
하모니까	하모니카	Harmonica (loanword)
불너주거든	불어주거든	If (someone) plays/blows (older spelling)
밋헤서	밑에서	From below/under (older spelling)
말성 만흔	말썽 많은	Troublesome, controversial
사교춤	사교춤	Social dance
멋드러지지나	멋들어지지나	Isn't it stylish/cool?
안켓슴니가	않겠습니까	Isn't it? (older spelling)
해질머리	해 질 머리	Around sunset
끼고	끼고	Following along (a wall/road)
사히길	사이 길	Path between
나려서	내려서	Descending (older spelling)
묵직하거든	묵직하거든	If (it) is heavy
가량	가량	Approximately
향해	향해	Towards
산비탈노	산비탈로	Down the mountain slope (older spelling)
나리시면	내리시면	If you descend (honorific, older spelling)
절문	젊은	Young (older spelling)
대령	대령	Waiting, standing by
비러	빌려	Borrowing, renting (older spelling)
배노래	뱃노래	Boat song
불너가며	불러가며	Singing as you go (older spelling)
도을만	도울만	Worth helping/enhancing
벤도	벤토	Bentō (Japanese boxed lunch)
초코렛트	초콜릿	Chocolate (loanword adaptation)
도롭프	드롭스	Drops (candies) (loanword adaptation)
사내 냥반	사내 양반	Gentleman ( 사내 combined with 양반)
자시다	자시다	To eat (honorific, older form of 잡수시다)
튀어들드라도	튀어들더라도	Even if it jumps/flies into (older spelling)
익일	이길	To win (older spelling)
고것	그것	That thing (older spelling)
맛나다	맛있다	Is delicious (older spelling/dialect)
우슬	웃을	To laugh (older spelling)
지당하다	지당하다	Proper, right, justifiable
하로	하루	One day
즐비한	즐비한	Lined up in rows
넘으십시요	넘으십시오	Please cross over (honorific)
나가게	나가게	To come out to
터	터	Site, grounds
숩	숲	Forest, woods (older spelling)
사히길을	사이 길을	The path between (older spelling)
것는	걷는	Walking (older spelling)
크라이맑스	클라이맥스	Climax (loanword adaptation)
마지하노라	맞이하노라	Welcoming (older literary form)
나븨떼	나비 떼	Swarm of butterflies (older spelling)
소짓	소짓	Fluttering, commotion (archaic/dialect?)
골나서	골라서	Choosing (older spelling)
실토록	싫도록	To one's heart's content (lit. until one is sick of it)
이약이	이야기	Story, talk (older spelling)
하회	화해	Reconciliation
꺼들느기	꺼드럭거리기(?)	Flirting, showing off (?) (needs confirmation)
우서	웃어	Laughing (older spelling)
곱흐거든	고프거든	If hungry (older spelling)
차저가	찾아가	Finding and going (older spelling)
긔차	기차	Train (older spelling)
자조	자주	Often, frequently
도라	돌아	Returning (older spelling)
거슬녀	거슬러	Going against (the current) (older spelling)
올나보십시요	올라 보십시오	Try going up (older spelling)
장다리꼿	장다리꽃	Shepherd's purse flower (?) (uncommon term)
욱어지고	우거지고	Becoming overgrown/dense
수양버들	수양버들	Weeping willow
유록장	유록장	Green curtain (poetic description of willow leaves)
첫는데	쳤는데	Has put up/drawn (a curtain)
갓치	같이	Like (older spelling)
떠오는	떠오는	Floating from
시취	시취	Poetic sentiment/mood
