잡지명	개벽 제5호
발행일	(Not specified in text)
기사제목	最近의 詩壇(月評) -羊鳴, 步星, 耀翰, 春園, 春城 諸君의 詩를 읽고- (The Recent Poetry Scene (Monthly Review) -After Reading the Poems of Messrs. Yangmyŏng, Posŏng, Yohwan, Ch'unwŏn, Ch'unsŏng-)
필자	黃錫禹
기사형태	문예평론 (Literary Criticism)

The Recent Poetry Scene
(Monthly Review) -After Reading the Poems of Messrs. Yangmyŏng, Posŏng, Yohwan, Ch'unwŏn, Ch'unsŏng-
						By Hwang Sŏk-u

Preface

There is no one as lonely as a writer who is not followed by criticism. A work without criticism is like a single person without a partner among humans. If one were to speak of art from a biological viewpoint, a work without criticism could be called half a unit of art. Just as a single person unites with someone of the opposite sex to gain a complete personality as a human unit, harmony of gender, and reproductive ability, a single work gains its true value only when united with the opposite sex called criticism. Recently, among our educated young men and women, there are many without partners. The reasons are said to be, first, the inability to achieve mutual understanding; second, individual vanity and vain desires; and third, individual arrogance. Perhaps the absence of criticism in the Chosŏn literary world stems from similar reasons? Indeed, the reasons for the lack of criticism in our literary world can be said to be: first, the inability to gain understanding among the writer, the critic, and the reader. That is, if a critique becomes somewhat harsh, emotional problems arise to the point where the friendship between the critic and the writer is severed, and consequently, readers try to gauge the closeness or distance between the writer and the critic based on the leniency or harshness of the critique. Second, the writer always tries to receive criticism worth thousands or millions of times more than the value of the work, while the critic holds the vanity and malicious desire to enhance their own reputation through criticizing others' works. Third, without any conditions or reasons, the writer distrusts criticism, and the critic looks down on others' works.

Although such phenomena are unavoidable in a society in transition, the so-called criticism of others' works that one often hears in magazines or newspapers, or in gatherings of people, is entirely derived from private intentions, personal dislikes, or the usual impure and unclean preconceived notions and utilitarian motives of seeking to elevate oneself. It is
only untrue<89> non-artistic worthless criticism (駄評) and malicious criticism. Originally, in our literary world, there is not a single person who possesses a systematic and deeply rooted cultivation in any one field, be it poetry or novels. Because they readily adopt and utilize any new phrase they see in others' magazines or writings, what they say after one hour differs from what they say after two hours, and what they say after two hours differs from what they say after three hours. Consequently, their criticism of others' works is also like this. Their so-called "critique" is not done with reason or any penetrating artistic eye, but, as mentioned earlier, primarily based on feelings about the person. Therefore, yesterday's genius and masterpiece become zero or less than zero today. Not only is the criticism like this, but the so-called works themselves are also unworthy of receiving others' critiques. So-called novels are all like advertisements for delinquent youths' seduction of the opposite sex, or like public letters to that effect, and so-called poems are merely like collections of colored letters assembled like a child's colorful wrapping cloth. Amidst this, they act like Tolstoy (톨스토이然), like Shakespeare (沙翁然), like Ibsen (입센然), like great poets (大詩人然), like great thinkers (大思想家然), putting on airs as if their noses reached the sky. Even if a trustworthy critic were hiding somewhere, what could they possibly throw their brush of criticism at in such a place?

Putting on airs (like a naive scholar living in an uninhabited mountain gorge who, having learned a thousand characters, boasts of being the greatest writer and literary figure in the world) might, depending on its nature, still have points deserving sympathy and endearment. However, among them, there are even petty thieves, smaller and uglier than those who steal others' shoes or short canes (短杖), who steal others' essays or poems and pass them off as their own, posting them prominently in major newspapers to deceive and sell to the public.

This might seem like a digression, but the other day, a friend told me, "Among those singled out in the society of students studying abroad, you were pointed out as one of the complainers."
This might perhaps be an apt critique of me. Yes. I know that my long-standing dissatisfaction has brought about my current adversity. Until now, I have cursed and looked down upon all sorts of low-minded individuals and short-sighted people in all segments of Chosŏn society—the so-called talented class, the prominent figures class, the intellectual class—whenever I encountered them. To be honest, I am not refraining from cursing even now. But how could one not curse these base and unclean elements who lack conscience and character?

Without needing to elaborate further, I simply hope for the Chosŏn literary world, more than the emergence of great works, firstly the refinement of the writers' character as human beings, and also that proper criticism, which does not hinder the growth and development of all kinds of emerging works, will flourish
day by day<90> alongside those works.

Poems by Various Gentlemen Appearing in Recent Monthly Publications

I have often received requests from friends to write monthly poetry reviews, but as readers know, the various magazines—if there are five types a month, five types, if six types, six types—do not all come out at the end of the month at once. Some come out once every three or four months, and in severe cases, some magazines shamelessly feign innocence without any news for half a year or a year after publishing just one or two issues. Thus, attempting a monthly review in the current state of the magazine world is like waiting with a sharpened pencil to transcribe the honeymoon stories of a kindergarten child after they reach adulthood.

However, the various magazines published between July, August, and September—*Sŏgwang* (曙光), *Kaegwan* (開關), *Sŏul* (서울), *Ch'angjo* (創造), *Kongje* (共濟), *Haksaenggye* (學生界), *P'yehŏ* (廢墟), etc.—provided enough material to attempt a monthly review, rather than just the convenience for it. Although it is called "enough material," not only its quality but even its quantity, the total amount of poetry published by several people over three months, does not reach even half of the work published by a single person in a Japanese monthly literary magazine. Despite this, I also cannot understand the hearts of those who often complain, "There are too many people writing poetry in the Chosŏn literary world."

Poems by Mr. Yangmyŏng

Your poem "New Life" (새 生命), published in *Kongje* No. 1, sings of the crimson agony of a popularized superman—a superman powdered with the common folk's dust. The spirit that rebukes modern humanity, which climbs to the false, sunlit peak of human nature only to breathe air like stagnant, dark-blue pond water, is indeed vivid and heroic. However, the plea, "Oh, sun of divine wisdom (神智), divine love (神愛), I pray, make me faint! Burn me to death!" is too primitive and crude for the sentiment of a modern poet.

Flaws as an Artwork
1. Too epigrammatic.
2. Too fragmentary.

Poems by Mr. Posŏng

Your poem "Who is He" (그가 뉘냐), published in the same *Kongje* No. 1, has more flaws than merits. Firstly, I believe the title "Who is He" itself is mistaken. The character presented in the poem is only "a naked child calling for its mother sinking like smoke beneath the blue waves of eternity." Then, the characters are only you, who sees this, and that
naked child,<91> just two people. Isn't it impossible to use the third person "he" here? And, as I always say when I meet you, you have a tendency to try to create moods through "words" rather than using "words" as vessels to contain moods. Examples include phrases like "In the mysterious breast, distant waves dance to a brilliant melody" or "the blue waves of eternity" (프른 永遠의 물결).

However, whenever I encounter your poetry, there is always a feeling like looking down into a sea darker than lacquer, where waves that seem to shake the heavens churn.

Also, your poem "Sparrow Bitten by a Snake" (배암에 물린 참새), written in the same journal, similarly has flaws like the indiscriminate use of phrases that seem like set idioms, such as "the shed feather of love" (戀愛의 흘른 어미의 깃), "the joy of hope" (希望의 歡喜), or "the dew of despair" (絶望의 이슬).

However, this poem is a work surprisingly rich in symbolic elements for you, who are originally an opponent and spitter-upon of "aristocratic culture."

Your poem "Sound of Your Footsteps" (네 발자국 소리), written in *P'yehŏ* No. 1, depicts the deep-seated, burning inner torment (苦惱) of modern man, like witnessing the fearsome, painful, sad, momentary frenzy and sobbing madness (狂姿) of a crow, heavy with the sin of greed from having devoured every single magpie chick in all the villages, as it tries to transform into a quiet, lonely "cicada."

However, here too lies your chronic ailment: your unique artistic language (藝語), such as "dew of longing" (憧憬의 이슬), "trembling vibration" (戰慄의 微動), "night of terror" (恐怖의 밤), "mysterious crow" (神秘의 가마귀), "iron chains of oppression" (壓迫의 쇠사실), etc.

Poems by Mr. Yohwan

Your "Life and Death" (生과 死), written in *Ch'angjo* No. 7, is a poem softer and kinder than colors, possessing a feminine beauty like being brushed on the cheek by fine threads of rain falling carried by a fragrant breeze like the light honey (淡蜜) of a spring evening. Its technique is orderly, its sensibility delicate, unconsciously stealing a passionate kiss from the reader.

The sections (1) and (2) under "Life" (生) in that poem are like listening to the sad romance of a young, blue-clad widow without children or parental home. Enduring unbearable abuse, contempt, and slander from her cruel and wicked mother-in-law and brother-in-law, she attaches her heart solely to the cute "chirping" of the neighboring children—living aimlessly day by day, weeping like rootless duckweed (浮萍草), wrapped in long, cold, "fleeting" sorrow.

And below that, like a person at death's door, limbs limp from opium addiction (鴉片), or like a powerless, weak, pitiful candle flickering on a hillside on a winter night fanned madly by a storm,<92> gazing up at the dawn of eternal life arrayed with stars like diamond fragments, you sigh, throat choked. The dear, beautiful face (姿) of "Death" (死), singing as if greeting you, as if embracing you, with pure eyes like spring water and a clear, melodious voice, flickers before my eyes, unbearably.

However, reading any of your poems, there is always the suspicion that they lack the painful, bitter, sharp, strong, and deep inner torment, as if refined by a knife or tempered by a hot iron (火鐵). Instead, they often employ words driven by a shallow mood and light talent carried by the wind. (Not that there isn't beauty there). You are, to whatever extent, a person who values sensation. However, I wonder how it would be if you "added deeper contemplation."

In terms of depth of mood, the poem "Loneliness" (외로움), published in *Ch'angjo* No. 6, is better than "Life and Death." I hope you do not abandon that path but proceed along an even deeper one.

Poems by Mr. Ch'unwŏn

I am quite glad that Mr. Ch'unwŏn has found the leisure to become a person of the literary world again. However, his poem "Spring in Kangnam" (江南의 봄), written at the beginning of *Ch'angjo* No. 7, does not seem to have been written as poetry, no matter how much I think about it. Since you originally enjoy mischief (작난), perhaps you wrote it sarcastically for the current Chosŏn populace (朝鮮民衆) with their childish literary appreciation, saying, "You pathetic fools! Enjoy reading something like this." However, speaking with
full sympathy, it could be called a masterpiece of initial resolve (初心), written while reminiscing about your childhood when you made a military cap (軍帽) out of a cigarette box (卷烟箱子), carried a conch shell trumpet (喇叭) and a bamboo gun (竹銃), played war, and cheerfully strode boldly (大步·濶步) along the rice paddy ridges under the village willow trees. Beyond this, I cannot write anything more.

Poems by Mr. Ch'unsŏng

I read with interest both your poem "Excursion on the Han River" (漢江遊) in *Sŏul* No. 5 and "Moonlight" (月色) in *Haksaenggye* No. 2. How wonderful it would have been if they were not simple poems about a boat trip (船遊) or moonlight, but poems depicting the author's inner landscape (心像). However, even if these are simple descriptive poems (寫生詩) of moonlight or a boat trip, I cannot help but admire your pure (淸醇), ardent (烈熱), noble (高貴) sentiment (情操)—your fire-like longing (憧憬) and honey-like affection (愛着) for nature—seeming as though you wouldn't hesitate to commit love suicide (情死) even with a single butterfly (蝴蝶) or bird.

However, its greatest flaw is that its mood and tone have not yet sufficiently escaped the realm of Chinese poetry (漢詩) and old Korean songs (朝鮮古歌).<93>

Besides these, there are poems by Mr. Wŏlt'an and Mr. Tongwŏn, but due to fatigue, I will postpone their critique to next month and stop here for now.

-On the way to Japan (東渡), at an inn in Taegu (大邱客舍)-<94>

**Summary**

Hwang Sŏk-u delivers a sharp critique of the early 20th-century Korean literary scene, lamenting the absence of meaningful criticism due to personal sensitivities, vanity, and mutual distrust between writers, critics, and readers. He decries the poor quality of contemporary works, likening novels to seduction ads and poetry to childish collections of words, while writers pretentiously act like literary giants. He then provides brief, often harsh, reviews of recent poems by Yangmyŏng, Posŏng, Yohwan (Kim Ki-jin), Ch'unwŏn (Yi Kwang-su), and Ch'unsŏng (Pyŏn Yŏng-no), praising occasional strengths but mostly pointing out flaws like superficiality, stylistic tics, lack of depth, or lingering traditional influences. Historians might find Hwang's acerbic tone, his specific criticisms of major literary figures (including a dismissive jab at Yi Kwang-su), and his description of the literary world's immaturity and infighting valuable for understanding the passionate, often contentious, development of modern Korean literature and criticism under the constraints and pressures of the colonial period. His mention of specific magazines like *Ch'angjo* and *P'yehŏ* also anchors the critique in the context of important literary movements.

**Named Entities**

黃錫禹	황석우	Hwang Sŏk-u
羊鳴	양명	Yangmyŏng
步星	보성	Posŏng
耀翰	요한	Yohwan
春園	춘원	Ch'unwŏn
春城	춘성	Ch'unsŏng
朝鮮	조선	Chosŏn (Korea)
톨스토이	톨스토이	Tolstoy
沙翁	사옹	Saong (Shakespeare)
입센	입센	Ibsen
日本	일본	Ilbon (Japan)
曙光	서광	Sŏgwang
開關	개관	Kaegwan
서울	서울	Sŏul
創造	창조	Ch'angjo
共濟	공제	Kongje
學生界	학생계	Haksaenggye
廢墟	폐허	P'yehŏ
漢江	한강	Han River
月灘	월탄	Wŏlt'an
東園	동원	Tongwŏn
大邱	대구	Taegu

**Glossary**

批評	비평	Criticism
作	작	Work (of art/literature), creation
업다	없다	To not exist; to lack (older spelling)
잇다	있다	To exist; to be present (older spelling)
갓다	같다	To be like, to be similar (older spelling)
만타	많다	To be many, much (older spelling)
文壇	문단	Literary world, literary circles
評家	평가	Critic; reviewer
讀者	독자	Reader
虛榮	허영	Vanity
駄評	타평	Worthless criticism, poor review
惡評	악평	Malicious criticism, negative review
詩	시	Poetry, poem
小說	소설	Novel
밋	밑	Under, below (older spelling)
한울	하늘	Sky (older spelling)
압흐고	아프고	Painful (older spelling of 아프고)
을픈	읊은	Recited, chanted (older spelling/form of 읊은)
月評	월평	Monthly review
詩壇	시단	Poetry scene, the world of poetry
苦腦	고뇌	Anguish, agony, torment (used Hanja spelling)
缺點	결점	Flaw, shortcoming, defect
象徵的	상징적	Symbolic
廢墟	폐허	Ruins (Name of a literary magazine/coterie)
創造	창조	Creation (Name of a literary magazine/coterie)
技巧	기교	Technique, skill
感覺	감각	Sensation, feeling, sense
寫生詩	사생시	Descriptive poem, nature poem (poem based on sketching from life)
憧憬	동경	Longing, yearning
漢詩	한시	Classical Chinese poetry
朝鮮古歌	조선고가	Old Korean songs/poetry
爲先	위선	For now, for the time being (Hanja spelling)
客舍	객사	Inn, guest house
-e 

---------------------------


잡지명	개벽 제5호
발행일	
기사제목	最近의 詩壇(月評) -羊鳴, 步星, 耀翰, 春園, 春城 諸君의 詩를 읽고-
필자	黃錫禹
기사형태	문예평론

最近의 詩壇
(月評) -羊鳴, 步星, 耀翰, 春園, 春城 諸君의 詩를 읽고-
						黃錫禹
머리ㅅ말
批評이 따르지 안는 作가티 孤獨한 者는 업다. 批評 업는 作은 마치 人間의 짝업는 獨身者와 갓다. 만일 生物學上 見地로부터 藝術을 말함을 엇는다 할진대 批評 업는 作은 藝術의 半單位라고도 할 수 잇다. 獨身者가 한 異性과 合하여 人間의 單位로의 1個의 完全한 人格과 性의 調和와 生殖能力을 엇는 것과 가티 一個의 作은 批評이란 異性과 合하여 비롯오 그 참價値를 엇는 者일다. 近日 우리 有識靑年 男女社會에도 짝업는 사람이 만타. 그 原因은 첫재는 互相의 理解를 어들 수 업는 것, 둘재는 各自의 虛榮·虛欲, 셋재는 各自의 尊大 等에 잇다 한다. 朝鮮文壇에 批評이 업는 것도 或 이런 原因이 아닐가. 果是 우리 文壇에 批評이 업는 原因은 첫재는 作家와 評家와 또는 讀者와의 理解를 어들 수 업는 것 곳 評이 좀 酷에 들면 그 評家와 作者와의 友誼가 끈허질 地境의 感情問題가 생겨나며 딸아서 讀者는 그 評의 寬, 酷에 依하야 作家와 批評家와의 親不親을 저울질하려 하며 둘재는 作家는 恒常 그 作 價値 以上, 千萬倍 以上의 批評을 어드려 하며 또는 評家는 남의 作의 批評을 通하야 自己의 聲價를 놉히려는 虛榮·惡欲을 가지며, 셋재는 何等 條件과 理由 업시 作家는 評을 밋지 아니하고 評家는 남의 作을 업수히 여기는 것 等에 잇다 할 수 잇다.
이런 現象은 過渡期의 社會에 잇서서는 아니보랴 안볼 수 업는 者이나 저 雜誌나 新聞紙上에서라던지 또는 여러 사람의 모힌 곳에서라던지 往往 무리가 듯는 所謂 남의 作의 批評은 모다 私意, 私嫌, 또는 例의 自己를 놉히려는 等의 不醇·不潔한 先入見·功利心으로부터 나오는 
참되지＜89＞ 못한 非藝術的의 駄評·惡評뿐일다. 元來 우리 文壇에는 무슨 한가지라도 곳 詩면 詩, 小說이면 小說에 對한 軆系를 이룬 根底 깁흔 修養을 가진 사람은 1人도 업다. 남의 雜誌나 作物에서 一行이나 二行의 새 글을 보면 보는 대로 그대로 活用하는 까닭으로 한 時間後에 한 말이 두 時間後에가 달코 두 時間後에 한 말이 세 時間後에가 달라온다. 딸아서 남의 作에 對한 批評도 또한 이와 갓다. 彼等의 所謂 「評」이란 것은 理智라던지 무슨 透徹한 藝術眼으로 하는 것이 아니고 압서 말한 것과 가튼 먼저 人物에 對한 感情으로써 한다. 그럼으로 昨日 天才와 傑作이 今日에 와서는 零이나 零以下의 것이 되고 만다. 評만 이럴 뿐 아니라 所謂 作이란 것도 또한 남의 評을 바들 만한 것이 업다. 所謂 小說이란 것은 擧皆 不良靑年의 異性誘惑의 廣告文, 또는 그것에의 公번된 便紙와 가트며 所謂 詩라는 것은 물들인 글자를 어린 아해의 色보자기가티 모와 논 것 가튼 것 뿐일다. 이런 中에도 톨스토이然, 沙翁然, 입센然, 大詩人然, 大思想家然하고 코가 한울에 달 것가티 주저넘음을 빼고 잇다. 設使 信賴할만한 意味의 批評家가 어대 숨어 잇다 하더래도 이런 곳에 무엇이라고 批評의 붓을 던질 것인가.
주저넘음 빼는 것은 (無人山峽에 사는 샌님이 千字一卷을 배워 가지고 나는 天下大文章 大文學家라고 自高하더래도) 그 性質에 依하야 돌이여 同情하고 귀엽게 여길 點도 잇겟다. 그러나 그 中에는 남의 論文이나 詩歌를 훔처다가 自己 것가티 더구나 큰 新聞의 우에 걸어 노코 民衆을 속혀 팔아먹는 남의 신발이나 短杖 等을 훔처가는 窃盜보다 더 작고 醜한 좀盜賊까지도 잇다.
이런 말은 좀 脫線인 듯 하나 日前 어느 友人이 나에게 向하야 「留學生社會에서 누구누구 꼽는 가운대 너를 不平客의 一人으로 꼽더라.」고 말하여 준 일이 잇다.
이것이 아마 나에게 對한 適評일른지도 모르겟다. 그러타. 지금과 가튼 나의 逆境을 불러온 것은 나의 年來의 不平인 줄 안다. 나는 여태까지 朝鮮의 왼갓 社會 所謂 有才階級, 人物階級, 知識階級의 온갓 低腦兒, 온갓 近視眼者들을 닥치는 대로 辱하며 또는 그네들을 侮蔑하여 왓다. 正直하게 말하면 只今도 辱을 아니하는 바는 아닐다. 그러나 이런 陋劣·不潔의 良心도 업고 人格도 업는 分子들에게 어찌 辱이 아니 나가겟느냐.
이러타 저러타 길게 말할 것 업시 나는 한갓 朝鮮文壇에 向하야 偉大한 作品의 나오는 것보다 爲先 作家의 「사람으로의 人格練磨와 또는 온갓 新興作品의 成長과 發育을 阻害치 안는 正當한 意味의 批評이 그 作品과 
伴하야＜90＞ 날로 繁盛하야 감을 바라기 마지 안는다.
最近의 月刋物 우에 나타나인 諸君의 詩
友人들에게 詩의 月評을 써나가 달라는 注文을 자조 바닷스나 讀者 諸君도 아시는 바와 가티 各 雜誌가 달을 마쳐 1個月에 5種이면 5種, 6種이면 6種이 한꺼번에 나오는 것이 아니라 한가지가 석 달에도 한 번, 넉 달에도 한 번式 甚함에는 한 號나 두 號나 내노코 半年이나 1年도 아모 消息업시 天然스럽게 싀침이를 떼이고 잇는 雜誌까지 잇스니까 이런 現像의 雜誌界에 잇서서 月評을 試驗하려는 것은 마치 幼稚院에 단이는 어린 아해의 成年 以後의 新婚旅行談을 筆記하려고 鉛筆을 깍거가지고 기다림과 갓다.
그러나 7月·8月·9月 사이에 나온 各 雜誌, 曙光·開關·서울·創造·共濟·學生界·廢墟 等은 月評을 쓸 便利 람보다 그것을 試驗케 할 만흔 資料를 與하여 주엇다. 비록 「만흔 資料라고는 하나 그 質은 勿論, 量으로 보더래도 석 달 동안에 여러 사람이 發表한 詩의 全分量이 日本 月刋 文藝雜誌에 發表된 1人의 作의 半分에도 밋지 못한다. 이런데 不拘하고 「朝鮮文壇에는 詩 쓰는 사람이 넘우 만타.」고 往往 不平을 말하는 사람들의 心臟도 또한 모르겟다.
羊鳴君의 詩
君의 共濟 一號에 실린 「새 生命」이란 詩는 平民化된 超人— 平民의 粉을 발른 超人— 의 뿔근 苦腦를 노래한 者이나 人間의 거짓업는 太陽빗과 가튼 本然의 絶
頂에 올라가 검푸른 썩은 池水와 가튼 空氣를 마시는 現代의 人類를 叱咤하는 그 氣像이야말로 生生하고 雄雄하다. 그러나 『神智, 神愛의 太陽이어 비노니 悶絶케 하여라. 燒死케 하여라.』함은 近代 時人의 感情으로서는 넘우 原始的이며 粗暴하다.
藝術品으로의 缺點
1. 넘우 警句的인 것.
2. 넘우 斷片的인 것.
步星君의 詩
同共 濟1號에 실린 君의 詩 「그가 뉘냐」에는 長點보다 缺點이 만하다. 첫재는 그 題 「그가 뉘냐」라는 것부터 잘못된 줄 안다. 그 詩 안에 나타낸 人物은 「푸른 永遠의 물결 미트로 烟氣가티 처저가는 어미를 부르는 밝아숭이 1人 밧겐 업다.」 그러면 人物은 이것을 보는 君과 또는 그
 밝아숭이＜91＞ 2人뿐이다. 이곳에 그라는 3人稱을 쓸 수는 업는 것이 아닌가. 그리고 君과 맛날 때는 恒常 하는 말이지마는 君에게는 「말」로써 氣分을 담는 그릇을 삼지 아니하고 「말」에 依하야 氣分을 지으려는 傾向이 잇다. 例컨댄 「神秘한 가슴에 幽遠한 물결이 鮮麗한 旋律에 춤춘다」는 것이라던지 「프른 永遠의 물결」이라 함과 如한 것이 그것일다.
그러나 君의 詩에 接할 때는 언제던지 한울을 흔들 뜻한 波浪이 출렁거리는 漆보다 더 검은 바다 미틀 드려다보는 듯한 感이잇다.
또 君의 同誌에 쓴 「배암에 물린 참새」라는 詩도 또한 「戀愛의 흘른 어미의 깃」이라던가 「希望의 歡喜」라던가 「絶望의 이슬」이라던가 하는 等 一見 무슨 熟語와 가튼 말을 함부로 쓴 그런 缺點이 잇다.
그러나 이 詩는 本來 「貴族文化」의 反抗者 唾篤者되는 君에게는 놀낼 만치 드물게 보는 象徵的 要素의 豐富한 作일다.
同君의 廢墟 1號에 쓴 「네 발자국 소리」란 詩는 마치 온갓 村里의 까치새끼란 까치새끼는 모조리 잡아먹은 貪欲의 罪 깁흔 까마귀가 한가의 적은 寂寞한 「매미」로 轉化하려 할 때의 무섭고 압프고 슬픈 그 瞬間의 煩躍, 嗚咽의 狂姿를 봄과 가튼 近代人의 뿌리깁흔 속의 속타(燃)는 苦惱를 을픈 者일다.
그러나 이곳에도 또한 君의 痼疾되는 「憧憬의 이슬」 「戰慄의 微動」 「恐怖의 밤」 「神秘의 가마귀」 「壓迫의 쇠사실」 等과 가튼 君의 獨特의 藝語가 잇다.
耀翰君의 詩
