잡지명	동광 제20호
발행일	1931년 04월 01일
기사제목	余의 作家的 態度 (My Stance as an Author)
필자	李光洙
기사형태	문예평론 (Literary Criticism)

My Stance as an Author
						Yi Kwangsu

I
In the literary columns of the New Year's editions of the Tonga Ilbo and the Chosŏn Ilbo, Mr. Yang Chudong mentioned that the theory of nationalist literature has not been established, and at the end, he criticized the lack of theoretical presentation from me, a writer of nationalist literature. He also expressed concern that my literary life was headed for a dead end.
Previously, there were those who attacked or ridiculed my literary stance. However, I remained completely silent (緘口).
Why did I remain silent? Why did I not refute, explain, or respond? There are several reasons for this. -
First, the attacks against me, in my view, did not hit the mark (肯綮에 中치 아니하엿던 것) at all; second, I considered them insignificant; third, being ill, I did not want to waste my energy (精力) on matters that were not so important. However, besides these, there was one more thing that made me keep silent regarding public criticisms and reviews: it was because I severely look down upon the life of a literary writer within my entire life. My disposition, which dislikes arguments, might have been one reason, but the most important reason is my disregard for the literary life.
I have never enjoyed presenting myself as a man of letters (文士). When I wrote *Mujŏng* (無情) or *Kaech'ŏkcha* (開拓者), or *Chaesaeng* (再生) or *Hyŏngmyŏngga-ŭi Anhae* (革命家의 안해), rather than writing with the consciousness of creating literary works, it was mostly as a substitute for essays, to vividly depict the reality of the central class (中心階級) of Chosŏn at that time as I saw it – the disparity between their ideals and reality, all their weaknesses – to serve as material for the reader's warning (鑑戒) or emotional inspiration (感奮), while also stimulating the development of the Korean language and literature, and if possible, providing reading material that was not unhealthy for the literary desires of the youth. In other words, under this political situation (政治알), I took up the novelist's brush as a means to express a part of the sentiments (心懷) that could not be freely communicated (通情) to my compatriots. Therefore, writing novels is a side skill (餘技) of mine. Even now, I am not a man of letters.
Besides this, I cannot help but mention another shameful purpose in my literary life, which is for the manuscript fees (原稿料). For the past 20 years, except for a few years of teaching, I have managed my living through manuscript fees. Even during my student days, I earned half of my tuition from manuscript fees. This manuscript fee (though it is truly a small amount) might actually be the most significant driving force (動力) behind my so-called creations. <81>
Then, if asked, "What talent do you have other than writing novels? What main skill (本技) do you possess that makes you boast about novel writing being your side skill?" I have no clear answer. However, still, presenting myself as, or being called by others, a man of letters – a novelist – is something my self-esteem (自尊心) does not permit. This is not necessarily because I look down on literature itself, but perhaps because I feel it is not my true calling (本分). To confess, I am originally not someone who particularly loves literature. Moreover, I am not a reader of novels.

II
However, what I have said above is neither an answer nor an explanation for the attacks by Yang Chudong and others regarding my literary stance. Even if my novels emerged from my side skills, I cannot evade even an iota of responsibility for my works. I now feel the need to publicly disclose the gist of my theory regarding my works – my literary theory, so to speak – and at the same time, I feel the need and desire, presumptuously, to state my humble opinions (管見) on nationalism and nationalist literature, which are often linked to my name.

III
My primary goal when writing novels is, of course, "May this be read by Koreans and benefit them." I do not wish for my novels to be read by anyone other than Koreans. This is because I think those who lack things to read are Koreans, and also because I am Korean. My novels might be completely unnecessary bundles of waste paper to British or American people, but they might perhaps be necessary reading material for Koreans. If that is the case, one aspect of my wish is fulfilled.
I have considered throwing away this thought (perhaps this is called nationalistic). The temptation arose: should I try writing novels in Japanese or English, shed the fetters (結縛) of Chosŏn that bind me, and freely, as a citizen of the world (世界人), shout out once towards the world literary stage? However, each time, I felt a kind of obsessive thought (强迫觀念) of betrayal (背義). "The world is sufficient even without you. But Chosŏn demands even someone like you," is the voice I hear. Perhaps this is called nationalistic. In any case, when I write, I always keep Koreans in mind – especially the young sons and daughters of Chosŏn, like myself. When I hold my brush and face the paper, I realize that the words I want to say, the feelings I want to communicate (通情) to those young Koreans, spring forth like a fountain. I do not know whether what they hear is beneficial or unnecessary, but I feel that I cannot help but say it. From among these, I select material that the Police Affairs Bureau (警務局) might permit and begin writing it on manuscript paper. – This is my novel.

IV
Then, what is the content of these novels?
If I were a proletarian novelist, the content of my novels would consist entirely of inciting and depicting class struggle (階級鬪爭). However, because I am not a proletarian novelist, I have certainly never particularly emphasized class struggle. As I opened my eyes as a youth during the heyday of realism (寫實主義), realism's color is strong in me. Perhaps this is why I tend to view novels as "faithful records (忠實한 記錄) of a certain aspect of a certain era." <82> This might be the reason.
I myself consider *Mujŏng* as Chosŏn awakening to the Russo-Japanese War, *Kaech'ŏkcha* as Chosŏn from annexation to before the Great War, *Chaesaeng* as Chosŏn from the March First Movement (萬歲運動) to around 1925, and *Kunsang* (群像), currently serialized in the Tonga Ilbo, as a record of Chosŏn in the 1930s. To what extent these clumsy pictures of the eras have depicted the ideology and emotional agony (苦悶相) of those times is not for me to say. However, it is true that my intention (意圖) was in their faithful depiction.
I have often heard criticisms ridiculing the inaction (無爲) and lack of spirit (無氣力) of the characters appearing in my works, but when I hear such criticism, I cannot help but smile wryly (苦笑) to myself. Why is that? If my intention to portray active, spirited characters had resulted in inactive, spiritless ones, the criticism would indeed be painful. But since my intention was precisely to portray such inactive, spiritless characters, the critics' ridicule actually signifies the success of my work. How could I not smile wryly?
Characters like Yi Hyŏngsik (리형식) in *Mujŏng* or Sŏngjae (성재), Sŏngsun (성순), and Min (민) in *Kaech'ŏkcha* were depicted as models of the young Korean intellectuals (知識階級 朝鮮靑年) of that time, who called themselves 'je' [likely referring to a self-deprecating or common term for 'I' or 'we']. They were by no means depicted as the author's ideal figures. Similarly, the group of characters centered around Sin Ponggu (신봉구) and Kim Sunyŏng (김순영) in *Chaesaeng* merely aimed to show a realistic facet (寫實的인 일단면) of the youth class (靑年階級) of that time. If the critics who ridicule the inaction and lack of spirit of these characters are truly active, spirited heroes (英雄), I would certainly turn my camera lens towards them. Doesn't a photographer (寫眞師) always seek out handsome people or fine scenery?
I acknowledge that creating ideal characters (理想的 人物) to serve as models (模範) for readers can be a novelist's intention, but I myself have never intended to do so yet. If there were any, perhaps they would be historical novels (歷史小說) like *Hŏ Saeng Chŏn* (許生傳) or *Kasil* (嘉實). With my personality that intensely dislikes unnaturalness (不自然), perhaps like a shoe store advertisement picture where the foot is larger than the whole body... (Omitted in original)... it's impossible to draw against the backdrop of contemporary Chosŏn.

V
Then, what is my motive for intending to depict the phase of the times (時代相) realistically? As mentioned above, it is by no means simple.
Reflecting on and analyzing the motive for trying to realistically depict a corner of the contemporary phase of the times in works like *Mujŏng*, *Kaech'ŏkcha*, *Chaesaeng*, and *Kunsang*:
1. Historical and sociological interest (歷史學的 社會學的 興味) in exposing and explaining the guiding spirit, environment, characteristics of people, and weaknesses of the era.
2. A humble desire (微衷) to hint at the path for the next era through the dissection (解剖) of the previous era.
3. Artistic interest (藝術的 興味) in reproduction and depiction itself.
These are the motives.
That P'alpong Kim Kijin (八峰 金基鎭) called *Chaesaeng* a model of the popular novel (通俗小說), or that Chu Yosŏp mentioned in his review of *Tanjong Aesa* (端宗哀史) the phrase "sorrow (悲哀) typical of a popular novel," must be products of their keen insight (炯眼) and sharp intuition (銳感). However, from my perspective as the author, I cannot suppress a wry smile (苦笑) about this.
Why? Because a popular novel means a novel centered on entertainment (興味 本位). In other words, it means it does not include ethical motives (倫理的 動機). If <83> my novels are called popular novels in the sense of being interesting novels that do not include ethical motives, I cannot agree. Why? Because I have never taken up my pen aiming for the reader's entertainment. If the fact that the novels I write are extremely plain (平易) and understandable and appreciable by anyone is a sin, I have no choice but to accept it willingly (甘受). And if I, as a person, am fundamentally vulgar (通俗的) so that all the novels I write become popular novels, that too is something I cannot help. Also, if not dealing with class struggle (階級鬪爭) as subject matter makes it a popular novel, that too is unavoidable (無可奈何). In any case, I only reiterate that I have never written a novel lacking ethical motives just to please the readers.

VI
If so, what is the ultimate motive (究竟의 動機), the fundamental motive (根本動機), for my writing novels? What makes me strive to depict the phase of the times and present it before my compatriots? This is a question that naturally arises, and also the ultimate answer I must give.
The ultimate motive for my writing novels is identical to the ultimate motive for becoming a newspaper reporter (新聞記者), the ultimate motive for becoming a teacher (敎師), the ultimate motive for all my actions (作爲); it is precisely "Service for Chosŏn and the Korean people (朝鮮과 朝朝鮮民族) – the fulfillment of duty (義務의 履行)." This is all; there is nothing else besides this. That my life's work contributes, even in the slightest (毫末만콤이라도), to the improvement of the status and the promotion of happiness of Chosŏn and the Korean people is the fundamental motive for all my actions.
"For the world and humanity (世界와 人類을 위하야)" is still too large for me. "For Chosŏn and the Korean people" is also a huge task that someone as unworthy as me cannot even dare to undertake, but this alone is something I must do.
To this statement, the question will inevitably come: "Then, which class does the Korean people you serve refer to – the exploiting class (搾取하고 잇는 階級) or the exploited class (搾取받고 잇는 階級)?"
To this, I intend to answer. I will clearly state again: If anyone possesses Korean lineage (朝鮮人의 血統), speaks the Korean language (朝鮮語), and declares themselves to be Korean (朝鮮人), they are part of the Korean people. As long as one does not betray (背叛) the Korean people, regardless of what ideology (主義) or class they belong to, they are embraced within the Korean people. (Omitted in original) Therefore, until a new generation arrives and all national borders and ethnic differences – language, living conditions, customs (習俗), etc. – disappear, the ethnic bond (民族的結紐) is absolute. Moreover, in a region like today's Chosŏn, where the movement for national advancement (民族向上運動) is necessary, any thought or action that destroys the idea of the Korean people as a national unified body (民族的 單一軆思想) is an enemy of the Korean people. Those who engage in such thoughts and actions will be seen as national traitors (民族的 謀反者).
The fundamental motive for my writing novels also lies here. The heightening of national consciousness (民族意識) and national love (民族愛), the record of the national movement (民族運動), the praise (讚美) of the national movement to the extent permitted by the censor (檢閱官), and if possible, incitement (煽動) – this has not only been my principle (主義) in the past but, I believe, will likely permeate my entire life.

VII
Mr. Yang Chudong lamented that my view of nationalist literature would reach a dead end and worried that if I did not change direction now, I would fossilize into a figure of the past. Judging by his tone, he implied that the era of nationalism has already passed (in contemporary terms, liquidated (淸算되고)) and that we are now entering some other era of 'ism'. <84> However, the liquidation of the era of nationalism happened on the desks (机上) of a few commentators, not in real Chosŏn. Speaking of real Chosŏn, now is precisely the era of the formation (結成時代) of nationalism. From now on, an era of practical nationalism will truly come to Chosŏn, and consequently, the literature of nationalism will rise (擡頭).
Socialism (社會主義) will exist within the Korean people, just as it exists among other peoples, and the literature of that ideology will likewise exist. However, it will merely occupy a small corner (一小角) of the vast nationalism, and furthermore, it will grow only after receiving the baptism (洗禮) of Korean nationalism and its approval (承認). (Omitted in original)
Mr. Yang Chudong called my attitude towards nationalism "feudalistic nationalism (封建的 民族主義)," but as he failed to explain the grounds for it, it is a groundless assertion (無根之說). That it is groundless is proven by his calling me a humanitarian (人道主義者). I might be able to be many other kinds of 'ists', but I am not a person who can be a feudalistic nationalist (if Mr. Yang used this term in the sense of a chauvinist (쏘비니스트), or someone who loves their nation simply because it is theirs, without any ethical or theoretical basis). This can be understood by seeing how I have traditionally been more of an attacker of the Korean people's flaws rather than a self-congratulatory praiser (邀功的 讚揚者), constantly causing trouble.
The nationalism I embrace (抱懷) is by no means the kind of theory-less (無理論한) sort imagined by Mr. Yang Chudong. It is founded on the clear conviction that, viewed historically, socially, politically, economically, and even culturally-historically, the advancement, development, and happiness of the Korean people can only be resolved through nationalism (民族主義的으로 해결할 一途).
Moreover, haven't even those in the direction of Moscow (모스크바 방면) come to assert that 000000 [text obscured/censored] must be resolved nationally (民族的으로)? I believe that human problems are still in an era where they should be resolved nationally by each nation (一民族), not by the "workers of the world" (萬國의 勞働者) uniting.

VIII
Finally, let me say a word about the content of nationalism and conclude the main discussion. It seems common in the world to speak of nationalism and socialism as opposing concepts, but that is fundamentally mistaken. Nationalism should be contrasted with cosmopolitanism (世界主義), not socialism. Nationalism is, so to speak, a matter of scope (範圍問題), a quantitative issue (量的問題), proposing to limit the units of politics and economy to one nation (一民族). Therefore, Korean nationalism means that the political organization, economic organization, and cultural organization within Chosŏn, for Koreans, should be based solely on the interests (利害打算) of the Korean people, not on those of the whole world, all of Asia, the Second or Third International (第二나 第三인터나쇼날), or anyone else.
Therefore, the term nationalism itself contains no explicit indication regarding the content of that political organization, economic organization, or cultural organization.
However, this does not mean nationalism is an empty (空踈한) word. Why? Because focusing the goal of all movements – political, economic, cultural, etc. – on the Korean people and limiting the actors (運動者) to the Korean people makes a considerable difference in practice, and especially in emotion, in the concentration of attention and effort. Only by striving in a Korean national manner (朝鮮民族的으로) can we contribute to the happiness of world humanity, and consequently, Koreans can rightly connect to the efforts of humanity only through efforts for the Korean nation.
Therefore, while there might be a dead end for my individual abilities, there will be no dead end for nationalism or nationalist literature within the next one or two centuries. Let them liquidate nationalism and nationalist literature once or twice daily on their desks (机上). That is a conceptual game (觀念遊戱) and self-intoxication (自家陶醉), just like liquidating the Korean peninsula and its 23 million people (2,300萬의 民衆) once daily on a desk and declaring them past.
Nationalism and the literature of nationalism start from now.
January 4, 1931. <85>

**Summary**

Yi Kwangsu defends his literary stance against critics like Yang Chudong who question his lack of explicit nationalist literary theory and suggest his approach is outdated or headed for a dead end. Yi asserts that novel writing is a secondary activity (餘技) for him, often motivated by financial need (原稿料) and undertaken as a substitute for essays. His primary goal is to realistically depict contemporary Korean society (寫實主義) – its flaws, struggles, and the psychology of its people (especially intellectuals) – for the benefit and education of the Korean audience (民族). He rejects the label of "popular novelist" (通俗小說), arguing his works have ethical motives aimed at national consciousness (民族意識) and improvement. He strongly advocates for nationalism as the essential framework for Korean progress, viewing it not as opposed to socialism but as a necessary stage defining the scope of political and cultural action focused on the Korean nation's interests, and argues that the era of nationalism in Korea is just beginning.

From a historical perspective, this article is significant as it reveals Yi Kwangsu's self-justification and theoretical positioning during a critical period in colonial Korea. It highlights the ongoing debate between nationalism and other ideologies (like socialism, implicitly referenced), the pressures faced by intellectuals under Japanese rule (censorship by the 警務局), and the complex relationship between literature, national identity, and political purpose. Yi's insistence on nationalism as the primary lens, his view of literature as a tool for national service despite personal ambivalence towards being a "man of letters," and his defense against accusations of writing mere entertainment offer valuable insights into the intellectual currents and the role of prominent figures like Yi in shaping discourse during the 1930s.

**Named Entities**

李光洙	이광수	Yi Kwangsu
東亞日報	동아일보	Tonga Ilbo
朝鮮日報	조선일보	Chosŏn Ilbo
梁柱東	양주동	Yang Chudong
朝鮮	조선	Chosŏn
無情	무정	Mujŏng
開拓者	개척자	Kaech'ŏkcha
再生	재생	Chaesaeng
革命家의 안해	혁명가의 아내	Hyŏngmyŏngga-ŭi Anhae (Revolutionary's Wife - *Note: Mentioned as a work by Yi*)
警務局	경무국	Kyŏngmuguk (Police Affairs Bureau)
群像	군상	Kunsang
日露戰爭	일로전쟁	Illo Chŏnjaeng (Russo-Japanese War)
萬歲運動	만세운동	Manse Undong (March First Movement)
리형식	리형식	Yi Hyŏngsik
성재	성재	Sŏngjae
성순	성순	Sŏngsun
민	민	Min
신봉구	신봉구	Sin Ponggu
김순영	김순영	Kim Sunyŏng
許生傳	허생전	Hŏ Saeng Chŏn
嘉實	가실	Kasil (*Note: Appears to be the title of a work, possibly historical*)
八峰 金基鎭	팔봉 김기진	P'alpong Kim Kijin
주요섭	주요섭	Chu Yosŏp
端宗哀史	단종애사	Tanjong Aesa
모스크바	모스크바	Mosŭk'ŭba (Moscow)
亞細亞	아세아	Asea (Asia)

**Glossary**

余	여	I, me (formal, archaic pronoun)
作家的 態度	작가적 태도	Authorial stance/attitude
民族主義	민족주의	Nationalism
理論	이론	Theory
緘口하엿다	함구하였다	Remained silent (older spelling of 하였다)
肯綮에 中치 아니하엿던	긍계에 중치 아니하였던	Did not hit the mark/strike the core (older spelling/phrasing)
精力	정력	Energy, vitality
輕視	경시	Looking down upon, disregard
文士	문사	Man of letters, literary man
乖戾	괴리	Discrepancy, divergence
鑑戒	감계	Warning, admonition (derived from historical examples)
感奮	감분	Emotional inspiration, stirring of feelings
語文	어문	Language and writing
通情	통정	Communicate feelings/sentiments
心懷	심회	Innermost feelings, sentiments
餘技	여기	Side skill, secondary talent (as opposed to main profession)
本技	본기	Main skill, primary talent
自尊心	자존심	Self-esteem, pride
本分	본분	One's duty, proper role, calling
管見	관견	Humble opinion ('pipe view')
結縛	결박	Fetters, bonds
背義	배의	Betrayal, treachery
强迫觀念	강박관념	Obsessive thought, compulsion
警務局	경무국	Police Affairs Bureau (Japanese colonial police)
階級鬪爭	계급투쟁	Class struggle
寫實主義	사실주의	Realism
忠實한 記錄	충실한 기록	Faithful record
意圖	의도	Intention, aim
無爲	무위	Inaction, passivity (Daoist concept, used here pejoratively)
無氣力	무기력	Lack of energy, listlessness, lethargy
苦笑	고소	Wry smile, bitter smile
知識階級	지식계급	Intellectual class
寫實的인 일단면	사실적인 일단면	A realistic facet/aspect
英雄	영웅	Hero
理想的 人物	이상적 인물	Ideal figure/character
模範	모범	Model, example
歷史小說	역사소설	Historical novel
不自然	부자연	Unnaturalness
時代相	시대상	Phase/aspect of the times
歷史學的	역사학적	Historical (adjective)
社會學的	사회학적	Sociological (adjective)
興味	흥미	Interest
微衷	미충	Humble desire/intention
解剖	해부	Dissection, analysis
藝術的	예술적	Artistic
通俗小說	통속소설	Popular novel (often implies lower literary value, focused on entertainment)
興味 本位	흥미 본위	Entertainment-oriented, focused on interest
倫理的 動機	윤리적 동기	Ethical motive
平易	평이	Plain, easy, simple
甘受	감수	Accept willingly, resign oneself to
根抵	근저	Root, basis, fundamentally
通俗的	통속적	Popular, common, vulgar
無可奈何	무가내하	Unavoidable, cannot be helped
究竟의 動機	궁극의 동기	Ultimate motive
根本動機	근본동기	Fundamental motive
作爲	작위	Action, deed, doing
義務의 履行	의무의 이행	Fulfillment of duty
毫末만콤이라도	호말만큼이라도	Even in the slightest bit (older spelling/phrasing)
搾取	착취	Exploitation
血統	혈통	Bloodline, lineage
背叛	배반	Betrayal
主義	주의	Ideology, principle, 'ism'
習俗	습속	Customs, manners
民族的結紐	민족적 결뉴	Ethnic bond/tie
民族向上運動	민족향상운동	Movement for national advancement/improvement
民族的 單一軆思想	민족적 단일체사상	Idea of the nation as a unified body
民族的 謀反者	민족적 모반자	National traitor/rebel
民族意識	민족의식	National consciousness
民族愛	민족애	National love, patriotism
檢閱官	검열관	Censor
讚美	찬미	Praise, admiration
煽動	선동	Incitement, agitation
淸算되고	청산되고	Being liquidated, settled (often used in ideological contexts)
机上	궤상	On the desk (implies theoretical, detached from reality)
結成時代	결성시대	Era of formation/establishment
擡頭	대두	Rise, emergence
社會主義	사회주의	Socialism
洗禮	세례	Baptism
承認	승인	Approval, recognition
封建的	봉건적	Feudalistic
無根之說	무근지설	Groundless assertion/rumor
人道主義者	인도주의자	Humanitarian
邀功的 讚揚者	요공적 찬양자	Self-congratulatory praiser, one who seeks credit through praise
抱懷	포회	Embrace, cherish (an idea or feeling)
無理論한	무리론한	Theory-less, irrational (older form/usage)
一途	일도	One way, one path
世界主義	세계주의	Cosmopolitanism
範圍問題	범위문제	Matter of scope/range
量的問題	양적문제	Quantitative matter
利害打算	이해타산	Calculation of interests/profit and loss
空踈한	공소한	Empty, hollow,疎疏 (sparse/distant)
運動者	운동자	Actor (in a movement), activist
觀念遊戱	관념유희	Conceptual game, intellectual play
自家陶醉	자가도취	Self-intoxication, narcissism


---------------------------


잡지명	동광 제20호
발행일	1931년 04월 01일
기사제목	余의 作家的 態度
필자	李光洙
기사형태	문예평론

余의 作家的 態度
						李光洙
一
東亞日報의 신년호 文藝欄과 朝鮮日報의 그것에 梁柱東君은 民族主義文學의 理論이 서지 못하엿다는 것을 말하고 그 끝에 民族主義文學者인 필자의 理論提示가 없음을 責하엿다. 그리고 내의 文學生活의 전도가 막다른 골목에 든 것을 염려하엿다.
종전에도 나의 文學的 態度에 대하야 혹은 공격하는 이도 잇고 혹은 嘲笑하는 이도 잇엇다. 그러나 나는 일절 緘口하엿다.
웨 緘口하엿는가. 웨 혹은 駁擊하고 혹은 변명하고 혹은 答辯하지 아니 하엿는가. 거기는 멫가지 이유가 잇다. -
첫재는 내게 대한 공격이 내가 보기에 조곰도 肯綮에 中치 아니하엿던 것이오, 둘재는 대수롭지 안타는 것이오, 셋재는 병중에 잇어서 그리 중요치도 아니 한 일에 精力을 消耗하고 싶지 아니하엿던 것이다. 그러나 그밖에 또 하나 나로 하여금 세간의 是非 評論에 대하야 沈黙을 지키게 한 것이 잇으니 그것은 곳 내가 내 一生 生活중에서 文藝作家의 생활이라는 것을 심히 輕視한 까닭이다. 論爭을 좋아 아니하는 성질도 一原因이 되엇는지 모르거니와 가장 중요한 원인은 文學生活의 輕視다.
나는 일즉 文士로 자처하기를 질겨 한 일이 없엇다. 내가 無情, 開拓者를 쓴 것이나 再生, 革命家의 안해를 쓴 것이나 文學的 作品을 쓴다는 意識으로 썻다는 것 보다는 대개가 論文代身으로 내가 보는 당시 朝鮮의 中心階級의 실상- 그의 理想과 현실의 乖戾, 그의 모든 약점을 여실하게 그려내어서 讀者의 鑑戒나 感奮의 재료를 삼을 겸 朝鮮語文의 발달에 一刺激을 주고 될 수 잇으면 청년의 文學慾에 不健全치 아니한 讀物을 제공하자-이를테면 이 政治알에서 자유로 同胞에게 通情할 수 없는 心懷의 일부분을 말하는 방편으로 小說의 붓을 든 것이다. 그럼으로 小說을 쓰는 것은 나의 一餘技다. 나는 지금도 文士는 아니다.
이밖에 나는 나의 文學的 生活에 또 하나 부끄러운 목적을 아니들 수 없으니 그것은 곳 원고료를 위함이다. 나는 지나간 20년간에 약간년의 敎師生活을 제하고는 원고료로 운영하여 왓다. 학생생활중에도 학비의 半部를 원고료에서 벌엇다. 이 原稿料라는 것(그것은 실로 멫푼 안되는 것이어니와)은 참으로 나의 이른바 創作의 아마 가장 중대한 動力일는지도 모른다.＜81＞
그러면 너는 小說을 쓰는 것밖에 무슨 재주가 잇느냐. 무슨 本技가 잇길래로 네 小說짓는 것을 餘技라고 뽑내느냐 하고 무르면 나는 맥맥이 할 대답이 없다. 그러킨 하지마는 그래도 文士-小說家라고 자처하는 것이나 남에게 稱呼를 받는 것은 내 자존심이 許하지를 아니 한다. 그것은 반다시 文學이란 것을 賤視하여서 그러는 것이 아니라 그것이 내 本分이 아니라는 것인가 한다. 실토를 하라면 나는 원체 文學을 그리 愛好하는 사람이 아니다. 더구나 나는 小說의 독자는 아니다.

二
그러나 이상에 말한 것은 梁柱東 기타의 내 文學的 태도에 대한 공격에 대한 아모 대답도 변명도 되는 것이 아니다. 설혹 나의 小說이 나의 餘技에서 나온 것이라 하더라도 나는 나의 作品에 대하야 責任을 一毫라도 면할 수는 없는 것이다. 나는 이제 나의 작품에 관한 理論-말하자면 나의 文學理論의 要領을 공개할 필요를 感하고 아울러 외람히 각금 내 이름과 聯絡되는 民族主義 及 民族主義 文學에 대한 나의 管見을 開陳할 필요와 욕망을 느낀다.

三
내가 小說을 쓰는데 첫재 가는 目標가 『이것이 朝鮮人에게 읽혀지어 利益을 주라』하는 것임은 물론이다. 나는 내 小說이 朝鮮人 以外의 다른 사람에게 읽혀지기를 바라지 아니한다. 내가 생각하기에 읽을 것을 가지지 못한 이는 朝鮮人이오 또 내가 朝鮮人인 까닭이다. 내 小說은 英米國人에게는 전연히 不必要한 수지 뭉테기 일는지 모르지마는 朝鮮人에게는 혹시 필요한 讀物이 될는지 모른다. 그러타고 하면 내 소원의 一端은 達하는 것이다.
나는 이 생각(아마 이것을 民族主義的이라고 하는지도 모른다)을 내어 던지랴고 생각해 본 일도 잇다. 나는 日文이나 英文으로 小說을 써 볼가 朝鮮이라는 나를 얽어버린 結縛을 벗어 버리고 자유로온 一世界人으로 世界文壇을 향하야 한번 소리를 처 볼가하는 誘惑도 나지 아니 한 것이 아니엇다. 그러나 나는 그런 때마다 背義라는 일종의 强迫觀念을 가지게 되엇다. 世界는 네가 아니라도 넉넉하다. 그러나 朝鮮은 너같은 것이라도 요구한다 하는 소리를 나는 듣는다. 이것을 民族主義的이라고 부르는지 모른다. 아모러나 나는 글을 쓸 때에 반다시 朝鮮人- 그 중에도 나와 같이 젊은 朝鮮의 아들 딸을 염두에 둔다. 나는 붓을 들고 조희를 대할 때에 그들 젊은 朝鮮人에게 하고 싶은 말하고 싶은 通情이 샘솟 듯 솟아 나옴을 깨닷는다. 그것이 듣는 이에게 유익한 것인지 불필요한 것인지 모르거니와 내 딴에 말하지 아니치 못할 것을 느낀다. 그 중에서 나는 警務局이 許할 만한 재료를 골라서 원고지에 적기를 시작하는 것이다. - 이것이 내 小說이다.

四
그러면 이 小說의 내용은 무엇인고.
만일 내가 프로 小說家라 하면 내 小說의 내용을 짓는 것은 모도 階級鬪爭의 煽動과 描寫로 終始하엿을 것이다. 그러나 나는 프로 小說家가 아니기 때문에 특히 階級鬪爭을 高調한 일은 毋論 없다. 나는 寫實主義 全盛時代에 청년의 눈을 떳는지라 내게는 寫實主義的 色彩가 많다. 내가 小說을 「某時代의 某方面이 충실한 記錄」으로 보는 경향이 많은 것이＜82＞ 이 때문이 아닌가 한다.
無情을 日露戰爭에 눈 뜬 朝鮮, 개척자를 合倂으로부터 大戰 전까지의 朝鮮, 再生을 萬歲運動 이후 1925년경의 朝鮮, 방금 東亞日報에 連載중인 群像을 1930년대의 朝鮮의 기록으로 나 스스로 생각하는 것이 이 때문인가 한다. 이 拙劣한 시대의 그림이 어느 정도까지 그 時代의 이데오로기와 感情의 苦悶相을 그렷는지는 내가 말할 바가 아니다. 뀀´ 意圖가 그것들의 충실한 描寫에 잇엇다는 것만은 사실이다.
흖이 내 작품중에 나오는 人物들의 無爲, 無氣力함을 嘲笑하는 批評을 들엇거니와 그러한 비평을 들을 때에 나는 혼자 苦笑를 不禁한다. 웨 그런고 하면 내가 有爲, 有氣力한 인물을 그리랴던 의도가 無爲, 무기력하게 되엇다면 그 批評이 아프기도 하렷마는 내가 그리랴는 意圖가 정히 그러한 無爲, 무기력한 人物이엇으니까 批評家들의 嘲笑는 도로혀 내 작품중의 성공을 의미하는 것이니 내가 苦笑아니 하고 엇지하랴.
無情의 「리형식」이나 開拓者의 「성재」, 「성순」, 「민」 같은 人物은 당시 제라고 하던 知識階級 朝鮮靑年들의 모형으로 그린 것이오. 결코 작자의 理想하는 人物로 그린 것이 아니며 재생의 「신봉구」, 「김순영」을 중심으로 한 一群의 人物도 당시의 靑年階級의 寫實的인 일단면을 보이랴는데 不過하엿다. 만일 이 인물들의 無爲, 無氣力을 嘲笑하는 評者가 진실로 有爲, 有氣力한 英雄이라 하면 나는 반드시 내 카메라의 렌스를 그 분에게 돌릴 것이다. 寫眞師는 항상 잘난 사람이나 좋은 풍경을 구하지 아니하는가.
나는 理想的 人物을 鑄出하야 讀者의 模範이 되게 하는 것이 小說家의 意圖가 될 수 잇는 것도 容認하지 마는 나 자신은 아직 그것을 의도해 본 일은 없다. 잇다하면 「許生傳」, 「嘉實」같은 歷史小說이라고 할가. 不自然을 痛惡하는 내 성격으로는 혹은 발이 全身보다 큰 洋靴店廣告畵라든지... (中略-원문)... 현대 朝鮮을 배경하고 그릴 수는 없는 것이다.

五
그러면 時代相을 여실히 描寫하랴는 내 동기는 무엇인가. 그것은 우에도 말한 바와 같이 결코 단순한 것이 아니다.
「無情」, 「開拓者」, 「再生」, 「群像」등에서 각각 당시의 時代相의 一角을 여실히 그려보랴고 한 동기를 반성하야 분석해 보면-.
1. 그 時代의 指導精神과 環境과 人物의 특색과 및 시대의 약점등을 暴露 설명하자는 歷史學的 社會學的 興味.
2. 前時代의 解剖로 인하야 次時代의 진로를 암시하랴는 微衷.
3. 再現, 描寫 자신의 藝術的 興味
등이다.
