잡지명	동광 제37호
발행일	1932년 09월 01일
기사제목	記者生活 10년 秘史, 朝鮮 新聞의 草創時代 (Secret History of 10 Years of Reporter Life, The Founding Era of Korean Newspapers)
필자	柳光烈
기사형태	회고·수기 (Memoir/Recollection)

Secret History of 10 Years of Reporter Life, The Founding Era of Korean Newspapers
						Yu Kwang-yŏl (柳光烈)

Time flies indeed. To think it has already been over 10 years since I started my life as a newspaper reporter. In the time spent moistening manuscript paper with an iron pen and moving amidst stacks of type, more than 10 years have already flowed by. I have spent my prime youthful years, from age 21 to my early 30s, in this reporter's life.

Before becoming a newspaper reporter, I greatly yearned for the life of a reporter. At the same time, I yearned for the life of a student. Though it’s a bit of a tangent, I longed for student life for a long time. When I was 12 or 13 in my home village, I greatly envied the children from the neighboring village who attended elementary school (普通學校). A black durumagi coat and a student cap! That was what I dreamed of back then. Having only learned classical Chinese for about three years in a village Seodang (漢文書堂 - traditional school) before the age of ten, I don't know how desperately I wished to learn the so-called new learning (新學問) at that time. By the time I was 15 or 16 and past the age for elementary school, I greatly yearned for the life of a middle school student, wearing brass buttons and a student cap. However, as my circumstances were so impoverished that student life was utterly impossible, I sat futilely wrestling with middle school correspondence course materials (中學講義錄).

When I first started my life as a newspaper reporter, my thought was, being only 21, if I could earn a salary as a reporter and have some surplus, I would use that as a basis to study abroad in Japan (日本) or elsewhere, skipping over the elementary and middle school life I missed, and try living the life of a university student—a beautiful fantasy I envisioned.

But how could I have known? That I would end up spending the noon of my life through more than 10 years of reporter life!

Anyway=My life as a newspaper reporter started from such motivations. Until then, I had been a clerk (書記) at a small township office (面所) in front of Ilsan Station (一山驛) on the Kyŏngŭi Line (京義線). <27> During the 3 or 4 years I was at this township office, I cannot describe how much I wandered in the futile fantasies of youth and tormented myself with anguish (懊惱).

It's a dream common in adolescence. Right behind the township office, there was a small mountain, and climbing that mountain offered a distant view of the lower Han River. Looking at the Han River, I would think, the river flows! Time passes, the spring of my youth fades away in vain. How many times did I let out such sighs!

Thus, even while at the township office, I frequently traveled back and forth to Kyŏngsŏng (京城 - Seoul) and got involved in various activities; for instance, I lent a hand (一臂의 力) to the Youth Club (青年俱樂部) and the publication of 'New Youth' (新青年).

Coming to Kyŏngsŏng with 10 Won, Monthly Salary Barely 10 Won

Then, on August 17, 1919, the year I turned 21, I got a job at the Keijō Nippō-sha (京城日報社 - Kyŏngsŏng Ilbo). On a day when the scorching sun (熱日) beat down fiercely, I received notice from Kyŏngsŏng to come for the job. This was arranged by Mr. Chin Hak-mun (秦學文), who was then at the Kyŏngsŏng branch of the Osaka Asahi Shinbun (大阪朝日新聞), speaking to Mr. Nakamura (中村) of the Maeil Sinbo (每日申報) and gaining his approval.

No matter how tedious it was, leaving a place I had been for a long time felt somewhat sad. It was a small rural market town, so I even knew the people who ran small stalls (座市). I intended to bid them farewell and also pay off all my outstanding debts, even if just a few won each. This was because I thought there shouldn't be any complaints after I left the place where I had stayed for 3 or 4 years. However, most of them sincerely congratulated me on moving to the capital and refused to accept payment for the debts. Thus, contrary to my expectations, I ended up with a surplus of 6 or 7 won from my monthly salary of about 10 won. Also, it was customary among the township head (面長) and clerks (書記) to share farewell drinks when someone transferred, and they were about to do the same for me, but then decided,
“Going to unfamiliar Kyŏngsŏng, it’s better for him to have the money than to share drinks for a moment.”
So, I came up to Seoul with a total of about 10 won. Even now, thinking back, I am grateful for their thoughtfulness.

Coming to the Keijō Nippō-sha, my job was proofreading (校正) for the Maeil Sinbo. The first task I got my hands on was quite different from the reporter life I had longed for, and I was quite discouraged. At that time, Mr. Yi Sang-hyŏp (李相協), who had been at the Maeil Sinbo-sha for a long time, had left, and Mr. Min T'ae-wŏn (閔泰瑗) and several other staff members (社員) were often absent. At that time, the head of the society section was Mr. Paek Tae-jin (白大鎭), and in the society section were Messrs. Kim Hyŏng-yun (金炯允), Yu Chi-yŏng (柳志永), and Chŏng U-t'aek (鄭禹澤). In the politics and economics section were Messrs. Sŏ Sŭng-hyo (徐承孝) and Kim Ki-jŏn (金起田).

I went daily to the Maeil Sinbo-sha, located where the Kyŏngsŏng City Hall (京城府廳) now stands. With the money I brought, I paid 7 won and some tens of jeon to rummage through a second-hand shop in Hwanggŭmjŏng (黃金町 - Koganechō) and bought a used Western suit to wear.

However, I eventually grew tired of just sitting and proofreading, so after only a few months, I quit the newspaper job I had obtained after so much longing and distress.

Reporting on Student Trials as a Manjū Nippō Reporter

I had met Mr. Yi Sang-hyŏp (李相協) once before at Kwangmunhoe (光文會) before I started my reporter life, and met him once again at the Keijō Nippō-sha. After not seeing him for a long time, I ran into him on the street again. Mr. Yi was carrying something wrapped in a cloth bundle and said,
“I’m trying to start a small printing company.” displaying a very indifferent attitude. His “printing company” was actually the plan for the newspaper company that would publish the Tonga Ilbo (東亞日報).

After leaving the Keijō Nippō-sha, I went to work at the Kyŏngsŏng branch of the Manjū Nippō (滿洲日報). <28> The Manjū Nippō-sha was a small newspaper published in Fengtian (奉天), Manchuria (滿洲) by Mr. Sen Kosan (鮮子日 - Sŏn Cha-il, likely a Japanese name or alias) who had left the Maeil Sinbo-sha then. Its Kyŏngsŏng branch was located in Seodaemun-jŏng (西大門町), and the special correspondent was Mr. Kim Maru (金丸 - possibly Kanemaru), who is now with the National Association (國民協會). When I asked him how to handle outside reporting (外勤), he replied,
“How should I know? Just do as you see fit,” while gulping down large bowls of alcohol as if drinking water from a basin. What he wrote were editorials or commentaries, while I was in charge of outside reporting.

I finally got to do the outside reporting I had longed for, but I didn't know how to do it properly, so I asked Mr. Chin Hak-mun (秦學文).
“Go see Mr. Chŏng U-t'aek (鄭禹澤),” he suggested.
At that time, Mr. Chŏng was known at the Maeil Sinbo-sha for his police station beat reporting. However, I didn't gain much from visiting him either.

It was right after the March 1st Movement (己未運動), so society was greatly agitated. About 5,000 to 6,000 students had participated in the movement, and among them, 400 key figures were brought to public trial (公判). I went to observe these trials, which were held every other day. Perhaps because there were few newspaper reporters in Kyŏngsŏng at the time, there were no press seats set up in the courtroom, so I listened from the general public gallery (旁聽席). As the students ranged from 16 or 17 to 24 or 25 years old, the content of their testimonies was often very passionate and full of youthful vigor. I selected the important parts of these observations (旁聽記) and sent them to the main office in Manchuria. At that time, the only Korean-language newspapers in the city were the Maeil Sinbo-sha and the Manjū Nippō. Since the Maeil Sinbo did not handle such articles in that way, this news was exclusively reported by the Manjū Nippō. It was quite amusing to see citizens holding the newspaper and eagerly reading the articles I had written.

Explosion (爆聲) at Namdaemun Station Head (驛頭)

While things were going on like this, September 2nd arrived. I went to Kyŏngsŏng Station to greet OO [likely Saitō Makoto] arriving inside Kyŏngsŏng Station that day XXXX. Kyŏngsŏng Station at that time was completely different from now; it wasn't two stories but a single-story flat building (平家), its name was Namdaemun Station (南大門驛), and there was a VIP room (貴賓室) on the south side.

Around 4 PM, the special train carrying Mr. OO arrived. The security that day was truly intense (三嚴); from Namdaemun Station to Waesŏngdae (倭城臺 - Japanese castle site), soldiers bearing frost-like bayonets (銃劍) formed double and triple layers, creating a special wall, giving a sense of traversing mountains of swords and waters of blades (刀山劍水). And cavalry troops, carrying rifles with bayonets, galloped ceaselessly from street to street.

The scorching sun (熱日), which seemed capable of melting white sand (白砂), was hidden behind layered clouds that day, creating a gloomy atmosphere. Rumors were rampant among the citizens that day, and from Namdaemun Station through the streets, tens of thousands of people milled about restlessly, enveloped in an air of inexplicable apprehension and anxiety.

Inside the station premises, various foreign consuls stationed in the capital, high officials of the OO [Government-General] administration, Korean aristocrats (朝鮮貴族), civilian figures, and newspaper reporters lined up in order, as OO was arriving after a long time.

The scheduled time arrived. As the special train carrying OO pulled in, Mr. OO, dressed in a snow-white (雪白) naval admiral's uniform, descended and politely bowed to each person welcoming him as he passed by.

Mr. OO immediately passed through the VIP room and boarded a horse-drawn carriage. Photographers from each newspaper company and special correspondents from various newspapers rushed forward, competing to capture the new OO on camera. From Namsan Park (南山公園), ceremonial cannons (禮砲) boomed as if to overpower the entire city. Just as the cannon salute finished and the carriage carrying OO was about to depart, a sound like sudden thunder—*ttadang- ttang- kwang-*—erupted. The ground shook violently, and a flash of fear like lightning passed through everyone's chest. Suffocating anxiety and heart-stopping shock (驚駭) struck simultaneously. Japanese newspaper reporters who had been moving forward turned back with bloodshot <29> eyes, shouting “Dynamite! Bomb! Bomb!” (『따아나마이트』 바꾸단 바꾸단 - Tainamait'ŭ! Pakkudan! Pakkudan!) and jumped up and down frantically where they stood, having nowhere else to run.

The bomb thrown by the assailant (下手者) was aimed at the carriage carrying OO but fell to the ground and exploded, felling about 30 people. Gendarmes and police officers on guard immediately drew their swords and rushed in. However, the assailant had disappeared. The 30 seriously and lightly injured (重輕傷者) were quickly loaded up and taken to the hospital, while only the carriage carrying OO rolled steadily away. It was said that only a fragment grazed and burned OO's belt (革帶).

The foreign consuls remaining inside the station gathered in various corners, whispering amongst themselves in apprehension.

The shock (驚駭), which passed like lightning, like a storm, left everyone's face pale. At the scene, the ground was deeply gouged, and thick blood (鮮血) pooled. In some spots, blood had clotted into chunks. Even the faces of the aristocrats sitting in the VIP room showed signs of panic and agitation (蒼惶焦燥). One person warned fearfully,
“Your Excellency (大監), we must leave before this security cordon is lifted. Once this cordon is gone, who knows what trouble might occur today.”
Only Mr. Yi Wan-yong (李完用) faced the wall, biting his fingernails, remaining silent. (End) <62>
<27-29, 62>

**Summary**

This memoir by Yu Kwang-yŏl recounts his entry into journalism in colonial Korea around 1919. Initially aspiring to become a student but hindered by poverty, he took a job as a proofreader at the *Maeil Sinbo* via the *Keijō Nippō*, a role he found dissatisfying. He then moved to the Kyŏngsŏng branch of the *Manjū Nippō*, where he finally got to do reporting, covering the trials of students involved in the March 1st Movement. The narrative culminates in his eyewitness account of the September 2, 1919 bombing attempt on the newly arrived Governor-General Saitō Makoto at Namdaemun Station (former Seoul Station), detailing the chaos, fear, and the immediate aftermath of the explosion. The article provides a personal perspective on the early struggles of Korean journalists under Japanese rule and captures the tense atmosphere of Seoul following the March 1st Movement. Historians might find valuable the description of the nascent Korean press landscape (including mentions of *Maeil Sinbo*, *Tonga Ilbo*'s planning stages, and *Manjū Nippō*), the coverage of student trials, and the vivid firsthand account of the significant anti-colonial assassination attempt on Saitō Makoto.

**Named Entities**

柳光烈	유광렬	Yu Kwang-yŏl
京義線	경의선	Kyŏngŭi Line
一山驛	일산역	Ilsan Station
面所	면소	Myŏnso (Township Office)
日本	일본	Ilbon (Japan)
京城	경성	Kyŏngsŏng (Colonial name for Seoul)
大阪朝日新聞	오사카 아사히 신문	Osaka Asahi Shinbun
秦學文	진학문	Chin Hak-mun
每日申報	매일신보	Maeil Sinbo
中村	나카무라	Nakamura
李相協	이상협	Yi Sang-hyŏp
閔泰瑗	민태원	Min T'ae-wŏn
白大鎭	백대진	Paek Tae-jin
金炯允	김형윤	Kim Hyŏng-yun
柳志永	유지영	Yu Chi-yŏng
鄭禹澤	정우택	Chŏng U-t'aek
徐承孝	서승효	Sŏ Sŭng-hyo
金起田	김기전	Kim Ki-jŏn
京城府廳	경성부청	Kyŏngsŏng Puch'ŏng (Kyŏngsŏng City Hall)
황금정	황금정	Hwanggŭmjŏng (Koganechō, area in Kyŏngsŏng)
光文會	광문회	Kwangmunhoe
東亞日報	동아일보	Tonga Ilbo
滿洲日報	만주일보	Manjū Nippō
鮮子日	선자일	Sŏn Cha-il (Likely Sen Kosan, possibly Japanese name/alias)
滿洲	만주	Manju (Manchuria)
奉天	봉천	Pongch'ŏn (Fengtian/Mukden)
西大門町	서대문정	Sŏdaemun-jŏng (Area in Kyŏngsŏng)
國民協會	국민협회	Kungmin Hyŏphoe (National Association)
金丸	김환 (or 카네마루)	Kim Hwan (or possibly Kanemaru)
己未運動	기미운동	Kimi Undong (March 1st Movement)
南大門驛	남대문역	Namdaemun Station (Old Seoul Station)
倭城臺	왜성대	Waesŏngdae (Japanese castle site/area in Kyŏngsŏng)
南山公園	남산공원	Namsan Park
朝鮮貴族	조선귀족	Chosŏn Kwijok (Korean Aristocracy under Japanese rule)
李完用	이완용	Yi Wan-yong

**Glossary**

철필	철필	Iron pen; stylus used for writing on wax stencils or carbon paper
원고지	원고지	Manuscript paper (often squared)
활자	활자	Printing type; movable type
꼍가지	곁가지	Side branch; tangent (older spelling/usage for 곁가지)
향촌	향촌	Rural village; countryside
보통학교	보통학교	Elementary school (term used during the colonial period)
두루막이	두루마기	Traditional Korean overcoat (older spelling for 두루마기)
한문서당	한문서당	Traditional village school teaching Classical Chinese
신학문	신학문	New learning; Western-style education (as opposed to traditional Confucian studies)
중학강의록	중학강의록	Middle school correspondence course materials
월급생활	월급생활	Salaried life; life as a wage earner
면소	면소	Township office (administrative unit)
서기	서기	Clerk; secretary
청년구락부	청년구락부	Youth Club (구락부 is an older transliteration of 'club')
월봉	월봉	Monthly salary
교정	교정	Proofreading
사원	사원	Company employee; staff member
외근	외근	Outside work; fieldwork (for a reporter, covering beats outside the office)
공판	공판	Public trial
회부되엇다	회부되었다	Was referred to; was sent to (older spelling/form of 회부되었다)
방청	방청	Observing (a trial, meeting, etc.) as an audience member
방청기	방청기	Notes or report from observing (a trial)
독점	독점	Monopoly; exclusive possession
역두	역두	Station front; station area (older term)
폭성	폭성	Sound of an explosion (older or literary term for 폭발음)
평가	평가	Flat-roofed house; single-story house (less common usage)
귀빈실	귀빈실	VIP room
삼엄하엿으니	삼엄하였으니	As it was stern/strict/heavily guarded (older spelling/form)
총검	총검	Bayonet (literally 'gun sword')
예포	예포	Ceremonial cannon fire; gun salute
하수자	하수자	Perpetrator; assailant (literally 'person who carried out the act')
중경상자	중경상자	Seriously and lightly injured persons
혁대	혁대	Belt (specifically, a substantial or official-looking one, often leather)
창황초조	창황초조	State of panic and anxiety; flustered and agitated


---------------------------


잡지명	동광 제37호
발행일	1932년 09월 01일
기사제목	記者生活 10년 秘史, 朝鮮 新聞의 草創時代
필자	柳光烈
기사형태	회고·수기

記者生活 10년 秘史, 朝鮮 新聞의 草創時代
						柳光烈
세월도 퍽은 쉽다. 벌서 내가 신문기자 생활을 시작한지 10여년이 되다니. 철필로 원고지를 적시고 활자가 쌓인 속으로 홀홀히 왕래하는 사이에 벌서 10여년이라는 세월이 흘러갓다. 21세로부터 30여세까지 가장 꽃다운 청춘시절을 이 기자생활에서 지내왓다.
신문기자가 되기 전까지에 나는 몹시 기자생활을 동경하엿섯다. 동시에 학생생활을 동경하엿섯다. 말이 좀 꼍가지로 나가지만 나는 학생생활에 대하야 오래 동경하엿섯다. 12, 3세 때 향촌에 잇을 때에는 隣村 아이들이 보통학교에 다니는 것을 퍽으나 동경하엿다. 검은 두루막이에 학생모자! 이것이 그때에 꿈꾸는 것이엇다. 열살 안에 한문서당에서 3년쯤 한문을 배운 것 밖에 없는 나는 그때에 소위 신학문에 대하야 얼마나 간절히 배우기를 바랏섯는지 모르겟다. 그것이 15, 6세가 되어 소학교에 다닐 나이를 지나니까 금단추 달고 학생모자 쓴 중학교 학생생활에 대하야 퍽- 동경하엿섯다. 그러나 주위형편이 도저히 학생생활을 하지 못할 만콤 궁핍하매 나는 부질없이 중학강의록을 들고 앉아서 애를 쓰고 잇엇다.
내가 신문기자 생활을 처음 시작할 때 생각에는 나이 21세 밖에 안되엇으니 신문기자로 월급생활을 하여 약간의 여유가 잇으면 그것을 근거로 日本에나 기타 외지로 유학을 가서 소중학생 생활은 근너 뛰어 일약 대학생의 생활을 하여보겟다는 아름다운 공상을 그리고 잇엇다.
그러나 어찌 뜻하엿으랴. 10여 년을 기자생활로 인생의 정오를 지내고 말줄이야!
각설=나의 신문기자 생활은 이러한 동기에서 출발하엿다. 그때까지는 京義線 一山驛前 조고만 面所의 서기로 잇엇다. 이 面所에＜27＞ 3, 4년을 잇는 동안에 나는 얼마나 청춘의 덧없는 공상에 헤매이고 懊惱에 속태엇는지 모른다.
그것은 소년기에 흔히 잇는 꿈이다. 面所 바로 뒤에 적은 산이 잇고 그 산에를 올르면 멀리 한강 하류가 보인다. 나는 한강을 바라보며 강은 흐른다! 세월은 간다, 나의 소년의 봄은 부질없이 저물어간다. 탄식을 몇 번이나 발하엿는지!
그리하야 아는 面所에 잇는 동안에도 부절이 京城을 왕래하며 여러 가지 일에 관계하엿으니 일례를 들면 청년구락부, 신청년발행 등에 一臂의 力이 되엇든 것이다.

10원 가지고 上京, 월봉이 10원 남짓
그리다가 1919년, 내가 21세 되는 해 8월 17일에 京城日報社에 취직하게 되엇다. 熱日이 펄펄 내리 쪼이는 날 나는 京城에서 취직하라는 통지를 받엇다. 그것은 당시 大阪朝日新聞 京城支局에 잇든 秦學文씨가 每日申報의 中村씨에게 말하야 승낙을 얻은 것이다.
아모리 잇기가 지루하엿지만 오래 잇든 곳을 떠나려니까 다소는 섭섭하엿다. 조그마한 향촌시장이라 조고마한 座市보는 사람까지 알앗섯다. 그들에게 작별인사를 하는 동시에 다만 몇 원씩 잇는 외상값이라도 모다 갚고 오려 하엿다. 그것은 3, 4년 동안 잇든 곳에서 떠난 후에 군소리가 잇으면 안되겟다고 생각하엿기 때문이다. 그러나 나의 상경하는 것을 그들은 성심으로 치하하면서 외상값은 받지 안는 사람이 대부분이엇다. 이리하야 내가 예상하든 바와는 달르게 10여원 월급에서 6, 7원의 여유가 남게 되엇다. 또 같이 잇든 면장과 면서기 간에는 어대로 전근을 하면 區別의 술잔을 나누는 것이 상례인데 나에게도 역시 그러케를 하려다가
『생소한 京城에 가는데 한때 술잔을 먹는 것보다 돈으로 가지고 가게 하는 것이 낫겟다.』
하야 도합 10여원을 가지고 서울로 올라왓다. 지금 생각하여도 그들의 용의는 감사하다.
京城日報社에 와서는 每日申報의 교정을 보는 것이니 첫 번 손에 잡히는 일이 나의 동경하든 기자생활과는 딴판으로 퍽 맘이 단기지 아니하엿다. 그때는 마츰 오래 每日申報社에 잇든 李相協씨는 나가고 閔泰瑗씨 외 여러 사원이 출석을 잘 하지 아니할 때이다. 그때 사회부장에는 白大鎭씨, 사회부에는 金炯允, 柳志永, 鄭禹澤씨 등이 잇엇고 정치경제부에는 徐承孝, 金起田씨 등이 잇엇다.
지금 京城府廳 자리의 每日申報社에 날마다 출입하는데 가지고 온 돈 속예서 7원 몇 십전을 주고 황금정 고물상을 뒤지어 헌 양복 하나를 사입고 다니엇다.
그러나 종시 나는 교정만 보고 앉엇는 것이 싫여서 그러케 동경과 고심의 끝에 얻어 한 신문기자 생활을 몇 달 안하고 고만 두엇다.

滿洲日報 기자로 학생공판을 보도
李相協 씨는 내가 신문기자 생활을 하기 전에 光文會에서 한 번 만난 일이 잇고 또 京城日報社에서 일차 만난 일이 잇은 후 오래 못 만나다가 길에서 다시 만낫더니 李氏는 무슨 보에다 무엇을 싸서 끼고 다니며
『조고만 인쇄회사를 하나 하여보렵니다.』 하고 몹시 냉담한 태도를 보히엇으니 그의 인쇄회사라는 것은 東亞日報를 발행하려는 신문사의 계획이엇다.
京城日報社에서 나온 나는 또 滿洲日報 京城支局에＜28＞ 가 잇게 되엇다. 滿洲日報社라는 것은 그때 每日申報社에서 나온 鮮子日 씨가 滿洲, 奉天에 가서 발행하는 적은 신문이요 그 京城支局이 西大門町에 잇엇고 특파원으로는 지금 國民協會에 가서 잇는 金丸 씨이엇다. 그에게 외근을 어떠게 할까를 물으니 그는
『내가 아오. 생각 내키는 대로 하구려』 하고 술만 큰 탕긔로 하나씩 말물 켜듯 한다. 그의 쓰는 것은 논설이나 단평 같은 것이요 외근은 내가 맡앗든 것이다.
나는 이 동경하든 외근을 하여보게 되엇으나 어떠케 하여야 옳을지를 몰라서 秦學文 씨에게 물엇더니
『鄭禹澤 씨를 찾어가 보십시오』
한다. 그때 每日新報社에서 鄭씨는 경찰서 외근으로 이름이 잇엇기 때문이다. 그러나 그에게 가서도 소득은 별로 없엇다.
