잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	鷄龍山아 (To Kyeryongsan Mountain)
필자	香爐峰人
기사형태	소식 (News/Report)

鷄龍山아
						香爐峰人

Kyeryongsan, ah, Kyeryongsan! They say you are a famous mountain of Ch'ungnam Province. No, they say you are one of the few famous mountains in Chosŏn. Your height reaches 2,200 *ch'ŏk* (feet) above sea level, and your extent stretches for hundreds of *ri*, straddling the counties of Kongju, Nonsan, and Taejŏn. On your mid-slopes lie famous temples like Kapsa, Tonghaksa, and Sinwŏnsa, and there are also scenic spots like Tongp'okp'o (East Waterfall) and Sŏp'okp'o (West Waterfall). (Tongp'okp'o is also called Ungp'ok [Male Waterfall] and is located in the western mountain valley of Sŏkkyeri; Sŏp'okp'o is also called Chap'ok [Female Waterfall] and is also located west of Sŏkkyeri). Nam Su-mun praised you, saying, "The thousand peaks of Kyeryak (Chicken Peak) float green in the sky," and Sŏ Kŏ-jŏng sang, "The towering rocks of Kyeryak pierce the blue-green sky, its auspicious energy winding from Changbaek (Paektu Mountain)." However, you lack the clear, elegant, and outstanding spirit of Kŭmgangsan (Diamond Mountain), you lack the majestic, rich, substantial, and great form of Chirisan, you are less misty and mysterious than Hallasan, and less winding and twisting than the Taebaek and Sobaek Mountains. You have no forests and no minerals. The entire area is barren land, the soil is poor, and there is much sand and gravel, making it unsuitable for farming. Moreover, there are no long rivers, making it utterly dry and desolate. Let alone being the national capital people talk about, even individuals cannot live well there. So why do people all long for you, worship you, and place such expectations on you? Why do they even go so far as to ruin their families and fortunes to seek you out? Why are there false emperors (假天子) appearing out of nowhere using you as a pretext, and so many Daoist masters and strange people exploiting you to suck the blood and sweat of our pitiful compatriots? No matter how much I research and think, I cannot understand it. There is only one reason. Your form is primitive, secluded, deep, quiet, and elegant; comparing it to a painting, it is exactly like a Chinese-style landscape painting spread out; comparing it to a person, it is like a sinister old monk sitting with eyes closed in meditation, silent and wordless, as if contemplating some scripture. It is simply shaped perfectly for ambitious men or swindlers to lure ignorant, superstitious people.

The first person to use you to deceive the ignorant masses was Yi T'aejo. <127> When Yi T'aejo first gained the throne, the people had not yet submitted wholeheartedly, and considering that remaining in Kaesŏng, the capital of the Wang clan for several hundred years, or establishing the capital near Kaesŏng in Kyŏngsŏng (Seoul) was indeed problematic for the hundred-year plan of the state. Therefore, he resolved to establish the capital in a distant place that had not received much of the Wang clan's virtuous influence and lacked hereditary vassals and resentful populace. Thus, in the year Kye-yu, the 2nd year of T'aejo's reign, he went to Kongju, surveyed the area south of Kyeryongsan, now called Sindonae, and began construction. However, being meticulous in all matters, he quickly realized that you could not become the site of the royal capital. Yet, fearing that stopping the construction without a pretext would affect his prestige and cause unrest among the people, he concocted the tale of a divine person appearing in a dream. "A divine person appeared in a dream, saying, 'If you establish the capital here, the dynasty will perish in less than 80 years. If the Yi clan wishes to preserve the nation eternally, they must select another site. Go to the vicinity of Kwanaksan, to a place called Wangsimni, where a woman will be drawing water. If you establish the capital within ten *ri* centered on that woman's location, you can reign over the country for 500 to 800 years.'" After proclaiming these words, he stopped the construction and established the capital anew in Hanyang (Seoul). (Relics from that time, 43 foundation stones measuring about 6 *ch'ŏk* long, 3 *ch'ŏk* wide, and 3 *ch'ŏk* thick, still exist in the fields at the western end of present-day Sŏkkyeri. Ruins of T'alribong Peak, Chongnodae Terrace, Kasuwŏn, and the East, West, South, North Gates also remain.)

Also, regarding the figure known as Tosŏn, whether he was a real person or not, and whether his so-called Secret Records (秘記) were made by the real Tosŏn or a fake Tosŏn, is unknown, but within those Secret Records, you are spoken of thus: "After Songdo's (Kaesŏng's) five hundred years, the Yi clan will seize the country and move the capital to Hanyang for four hundred years. Then the Chŏng clan will usurp state power and build the capital at Kyeryong. The mountains and rivers of the new capital are abundant, the court and countryside are broad, the people are well-governed, and all are obedient. This is a place for an 800-year capital."

Next, the *Chŏnggamnok* states: "The Yi clan has a minor cycle of three hundred years, possibly reaching four hundred, but not beyond reason. Perhaps your (referring to Yi Sim) descendants will perish after four hundred years, and the Chŏng clan will emerge from Kyeryongsan to replace the Yi clan as kings for up to eight hundred years."

Furthermore, the *Sipsŭnggi* (Ten Victories Record) by the strange figure Kyŏgam Nam Sa-go says: "Between Yu and Ma, the two waters, is a place to escape war." (Yu refers to Yugu in Kongju, Ma refers to Magok, both near Kyeryongsan).

Moreover, on the face of a rock atop Yŏnjŏnbong peak in your mid-range, someone inscribed "方百馬角口或禾生". (These 8 characters are from the end of the *Wŏn'gwangak Yugyŏl* [Wonkwangak's Parting Words], and someone likely carved them reusing this prophecy. Its meaning is difficult to know, but 口或禾生 is generally interpreted as 'nation moves' (國移) (* is an old form of 移), while 方百馬角 has yet to be interpreted by anyone. However, at the time of the Japan-Korea Annexation in Kyŏngsul year, the 4th year of Yung-hŭi [1910], it was propagated among the public that an 8-character strange writing, "方夫人戈口或禾生", had appeared on the rock at Kyeryongsan's Yŏnjŏnbong peak, which many interpreted to mean <128> the 'nation moves in Kyŏngsul' (庚戌國移).) Besides this, in the vicinity of Yŏn'gi County, around the time of the annexation, yet another person carved on a rock face: "Ch'ungch'ŏngnam-do Kyeryongsan Pangch'ŏn Sŏgak Ku Hok Ta Hwa So Yuk P'al Nyŏn Yi Hwa Nak Chi" (忠淸南道鷄龍山方天鼠角口或多禾小六八年李花落地 - roughly implying the Yi dynasty falls around the 6th-8th year). And in recent years, in the Samnam region (three southern provinces) and near Kyŏngsŏng (Seoul), the prophecy "四熙七月李花落, 六大九月海運開" (The Yi flower falls in the 7th month of Yunghŭi 4, sea fortune opens in the 9th month of Taishō 6) became popular. (The first phrase means the annexation happened in the 7th month of Yung-hŭi 4 [1910], and the second phrase is interpreted by many to mean that Mr. Chŏng will emerge from an island in the sea in Taishō 6 [1917] and establish his capital at Kyeryong).

Thus, centered around you, Kyeryongsan, many have fabricated false words and absurd tales. There were even those who saw the Honam railway line open with trains running, and the deforestation causing landslides, and deceived the world and fooled the people by claiming it fulfilled the *Chŏnggamnok*'s saying, "When Kyeryongsan's rocks turn white, boats will travel to Ch'op'o (Grass Inlet)."

As the proverb goes, "If the forest is good, goblins gather quietly." Because you became such a den of superstition and a target for fantasies, anyone in the world wanting to engage in some scheming or deceive the ignorant masses has all headed towards you. Mup'ung Taesa, like the Liangshan Marsh band in the *Water Margin*, went there (Mup'ung was originally a monk from Kangwŏn Province, calling himself a practitioner of the Zen sect, leading seventeen disciples, residing in a subsidiary hermitage of Kapsa, aged seventy-odd). Im Myŏng-jo from Chŏnbuk, calling himself an emissary of Emperor Guan Sheng (關聖帝使者), went there (around Taishō 2 [1913]). Ch'a Il-bu, head of the Ch'ŏnhwangjigyo religion, also went there (Ch'a Il-bu also called himself Ch'a Ch'ŏnja [Emperor Cha], but was of a different faction from the Poch'ŏn'gyo's Ch'a Ch'ŏnja). The Ch'ungnam branch of the Sungsin'in Chohap (崇神人組合 - Worshipful Man Association), with the Japanese Komine Gensaku (小峯源作) as association head and Kim Chŏng-mok as chief, also went there (around May, Taishō 11 [1922]; at that time, they gathered female shamans (巫女) and fortune tellers (賣卜者), collected membership fees of 3 Won each, before being disbanded). And recently, even Kim Ch'ŏnja (Kim Heavenly Son) of Sich'ŏn'gyo went there and built a grand false palace (假宮闕). Is that all? All sorts of quasi-religious groups have gathered there. Let's list them:

Religious Sect          Number of Believers    Location
Kim Faction Sich'ŏn'gyo    3,320              Tumamyŏn, Sŏkkyeri
Pure Land Sect Mission Post    1,076              Ibid., Punalli
Taegok Faction Tongmyŏnggyohoe 3,172              Ibid.
Seventh-day Adventist Church    30                Chinjammyŏn, Namsŏlli
Tan'gun'gyo Ch'ungnam Branch    17                Tumamyŏn, Yongdongni
Taehwagyo Mission Post        80                Chinjammyŏn, Namsŏlli

Besides these, about 40 households of female shamans and fortune tellers reside on the mountainside in parts of Yongdongni and Ujŏktong. Also, how many people are migrating to your so-called Sindonae? Let's list this too:

Year         No. of Households  Population   ꠐ          Total at Year End
Migrants before Taishō 7 [1918]      70     350     End of T7    585 HH    2,667
During Taishō 8 [1919]         91     455     End of T8    676 HH    3,122
During Taishō 9 [1920]     142     710     End of T9    816 HH    3,832
During Taishō 10 [1921]   610    2,443   End of T10   1,428 HH   6,275 <129> (Note: discrepancy in population total for T10, text says 62,775, but sum is 6,275)
During Taishō 11 [1922]   148     744    End of T11   1,576 HH    7,019
During Taishō 12 [1923]    63     237    End of T12   1,639 HH    7,256
Total Migrants      1,124   4,939            Total Pop. 30,171 (Note: the final household count 6,722 is inconsistent with 1,639; the population sum 30,171 seems to be a cumulative total including existing population, not just the migrants)

Among these, by province, Hwanghaedo has the most with 373 households. By religion, Sich'ŏn'gyo believers are the most numerous with 2,012 people. By occupation, there are 72 households of religious missionaries, 28 households of female shamans, 36 households of fortune tellers, 530 households of laborers, and 711 households of farmers. Looking at their living conditions, out of the total 1,639 households, only 250 households face almost no difficulty in living, 650 households barely manage to sustain themselves, and 739 households are extremely poor, struggling to get by day to day.

Kyeryongsan, you are a lump of sin. Because of you, how many have dissipated their family fortunes and weep in poverty? Because of you, how many do nothing but dream of becoming high officials, waste their years, and lament their poor huts on a cold mountain in their old age? Because of you, how many call themselves Emperor or Heavenly Son and suck the lifeblood (膏血) of ignorant and unenlightened compatriots? And how many more will there be in the future? If I had the mountain-uprooting strength of Xiang Yu (項羽), I would want to pull you out. If I had the courage of the Five Strong Men (五丁力士), I would want to smash you like the mountains of Shu (蜀山). If there were foolish men like those of the past, I would tell them to go further away. I wish for an earthquake like the one in Tokyo (東京) to happen and erase you. But in reality, what sin do you possess? You merely stand there silently, unchanging for thousands of years. As they say, "the mountain colors are the same in ancient and modern times," even your hue does not change. It is those dreadful devils, the ambitious men and swindlers, who sell you out, giving you a bad name. If you had a spirit, you would surely reject them. You must be truly suffering too. If, like Kŭmgangsan, fashionable tourists gathered, it would at least not be boring and have some charm. But instead, lumps of superstition all flock together, digging up and eating every single blade of grass root and tree bark on you, picking every fruit before it can ripen, urinating and defecating carelessly here and there. Your ears must ache from the sound of Sich'ŏn'gyo followers chanting morning and evening, and you must be fed up with the awkward Hwanghae, P'yŏngan, and Sŏdo dialects. If you acted on your anger, you would cause a landslide to bury those crowds. You would give them gold and silver mines so they could afford to leave. You would send tigers and bears to threaten them. If not, wanting to see none of these sights, you would abandon all these hideous humans and wish to go to the middle of the Pacific or Indian Oceans, becoming an immortal mountain shrouded in misty haze where no humans reach. Kyeryongsan, is being in Ch'ungch'ŏngnam-do, Chosŏn, fortunate or unfortunate for you? <130>

**Summary**

The author, Hyangnobongin, vehemently criticizes Kyeryongsan mountain not for its physical nature, which is described as unremarkable compared to other famous Korean mountains, but as a symbol and breeding ground for superstition and exploitation. The article argues that prophecies, particularly those related to the *Chŏnggamnok* and the idea of a future capital, combined with the mountain's secluded atmosphere, have attracted numerous swindlers, self-proclaimed messiahs, dubious religious sects, and desperate, impoverished migrants. The author expresses deep frustration at how these beliefs lead people to ruin and how charlatans prey on the vulnerable, wishing the mountain itself could somehow expel these unwelcome inhabitants. From a historical perspective, the article is significant for its contemporary account of the syncretic religious fervor and millenarian beliefs prevalent in colonial Korea, particularly centered around Kyeryongsan. The detailed lists of religious groups, migration statistics (including origins and occupations), and named figures involved provide valuable social data on the impact of these beliefs and the diverse composition of the communities forming around the mountain in the early 1920s.

**Named Entities**

鷄龍山	계룡산	Kyeryongsan
忠南	충남	Ch'ungnam (South Chungcheong Province)
朝鮮	조선	Chosŏn (Korea)
公州	공주	Kongju
論山	논산	Nonsan
大田	대전	Taejŏn
甲寺	갑사	Kapsa
東鶴寺	동학사	Tonghaksa
新元寺	신원사	Sinwŏnsa
東瀑布	동폭포	Tongp'okp'o (East Waterfall)
西瀑布	서폭포	Sŏp'okp'o (West Waterfall)
石溪里	석계리	Sŏkkyeri
南秀文	남수문	Nam Su-mun
徐居正	서거정	Sŏ Kŏ-jŏng
長白	장백	Changbaek (Paektu Mountain)
金剛山	금강산	Kŭmgangsan (Diamond Mountain)
智異山	지리산	Chirisan
漢挐山	한라산	Hallasan (Written as Han Nasan, refers to Hallasan)
大小白山	대소백산	Taesobaeksan (Likely refers to Taebaek and Sobaek mountain ranges)
李太祖	이태조	Yi T'aejo
王氏	왕씨	Wang clan (Koryŏ Dynasty)
開城	개성	Kaesŏng
京城	경성	Kyŏngsŏng (Seoul)
癸酉	계유	Kye-yu (Year, 1393)
新都內	신도내	Sindonae
冠岳山	관악산	Kwanaksan
往十里	왕십리	Wangsimni
漢陽	한양	Hanyang (Seoul)
脫履峯	탈리봉	T'alribong
鍾路垈	종로대	Chongnodae
假水原	가수원	Kasuwŏn
道詵	도선	Tosŏn
松都	송도	Songdo (Kaesŏng)
鄭氏	정씨	Chŏng clan
鄭勘錄	정감록	Chŏnggamnok
李沁	이심	Yi Sim
格菴南師古	격암 남사고	Kyŏgam Nam Sa-go
維鳩	유구	Yugu
麻谷	마곡	Magok
連巓峯	연전봉	Yŏnjŏnbong
元光嶽	원광악	Wŏn'gwangak
隆熙	융희	Yung-hŭi (Korean era name, 1907-1910)
庚戌	경술	Kyŏngsul (Year, 1910)
日韓合倂	일한합병	Ilhan Hapbyŏng (Japan-Korea Annexation)
燕岐郡	연기군	Yŏn'gi-gun (Yeongi County)
忠淸南道	충청남도	Ch'ungch'ŏngnam-do (South Chungcheong Province)
大正	대정	Taishō (Japanese era name, 1912-1926)
三南	삼남	Samnam (Three Southern Provinces: Chungcheong, Jeolla, Gyeongsang)
湖南線	호남선	Honam Line (Railway)
草浦	초포	Ch'op'o (Grass Inlet - possibly metaphorical)
水滸誌	수호지	Suihuzhi (Water Margin)
梁山泊	양산박	Liangshan Po (Liangshan Marsh)
無風大師	무풍대사	Mup'ung Taesa (Great Master Mup'ung)
江原道	강원도	Kangwŏn-do (Gangwon Province)
禪宗	선종	Sŏn jong (Zen Buddhism)
林命祚	임명조	Im Myŏng-jo
全北	전북	Chŏnbuk (North Jeolla Province)
關聖帝	관성제	Kwansŏngje (Guan Yu, deified)
天黃地敎	천황지교	Ch'ŏnhwangjigyo (a religion)
車一富	차일부	Ch'a Il-bu
普天敎	보천교	Poch'ŏn'gyo (a religion)
小峯源作	소봉원작	Komine Gensaku (Japanese name)
金正黙	김정묵	Kim Chŏng-mok
崇神人組合	숭신인조합	Sungsin'in Chohap (Worshipful Man Association)
金派侍天敎	김파 시천교	Kim Faction Sich'ŏn'gyo
豆磨面	두마면	Tumamyŏn
淨土宗	정토종	Chŏngt'ojong (Pure Land Buddhism)
夫南里	부남리	Punalli
大谷派同明敎會	대곡파 동명교회	Taegok Faction Tongmyŏnggyohoe
第七日安息日耶蘇再臨會	제칠일안식일예수재림회	Seventh-day Adventist Church
鎭岑面	진잠면	Chinjammyŏn
南仙里	남선리	Namsŏlli
檀君敎	단군교	Tan'gun'gyo
龍洞里	용동리	Yongdongni
大華敎	대화교	Taehwagyo
禹跡洞	우적동	Ujŏktong
黃海道	황해도	Hwanghaedo
侍天敎	시천교	Sich'ŏn'gyo
金天子	김천자	Kim Ch'ŏnja (Kim Heavenly Son)
項羽	항우	Hang U (Xiang Yu)
五丁力士	오정역사	O Chŏng Yŏksa (Five Strong Men)
蜀山	촉산	Ch'oksan (Mountains of Shu/Sichuan)
東京	동경	Tonggyŏng (Tokyo)
太平洋	태평양	T'aep'yŏngyang (Pacific Ocean)
印度洋	인도양	Indoyang (Indian Ocean)

**Glossary**

명산 (名山)	명산	Famous mountain
해발 (海拔)	해발	Height above sea level
척 (尺)	척	Ch'ŏk (Korean foot, unit of measure)
연무 (延袤)	연무	Extent, stretch
지 (至)	지	To reach, arrive at
렬군 (列郡)	열군	Various counties/districts
과 (跨)	과	To straddle, span across
중복 (中腹)	중복	Mid-slope, mountainside
명찰 (名刹)	명찰	Famous Buddhist temple
승경 (勝景)	승경	Scenic spot, beautiful scenery
재 (在)	재	To be located in/at (older usage)
찬미하얏고	찬미하였고	Praised (older spelling/form of 하였다)
청쇄수발 (淸灑秀拔)	청쇄수발	Clear, elegant, and outstanding
웅부후대 (雄富厚大)	웅부후대	Majestic, rich, substantial, and great
표묘신비 (縹緲神秘)	표묘신비	Misty and mysterious
위이굴곡 (逶迤屈曲)	위이굴곡	Winding and twisting
삼림 (森林)	삼림	Forest, woods
업고	없고	Without, lacking (older spelling)
불모지지 (不毛之地)	불모지지	Barren land
지미 (地味)	지미	Soil quality, fertility
척박 (瘠薄)	척박	Barren, infertile
사력 (砂礫)	사력	Sand and gravel
만어서	많아서	Being numerous/much (older spelling)
부적당 (不適當)	부적당	Unsuitable
하천 (河川)	하천	River, stream
건조 (乾燥)	건조	Dry, arid
적막 (寂寞)	적막	Desolate, lonely
떠든는	떠드는	Talking about, making noise about (older spelling)
국도 (國都)	국도	National capital
엇지하야	어찌하여	Why, for what reason (older spelling)
동경 (憧憬)	동경	Yearning, longing
숭배 (崇拜)	숭배	Worship, adoration
기대하너냐	기대하느냐	Expect, anticipate (older spelling/form of 하느냐)
경가파산 (傾家破産)	경가파산	Ruin one's family and fortune
차저가기까지	찾아가기까지	Even going so far as to seek out (older spelling)
빙자 (憑藉)	빙자	Under the pretext of, using as an excuse
무중출돌 (無中突出)	무중돌출	Appearing out of nowhere (Typo in original? Should be 突?)
가천자 (假天子)	가천자	False emperor/Son of Heaven
도사 (道士)	도사	Daoist master/ascetic
이인 (異人)	이인	Extraordinary person, strange person
만으냐	많으냐	Are there many? (older spelling)
아모리	아무리	No matter how
유수한아 (幽邃閒雅)	유수한아	Secluded, deep, quiet, and elegant
완연 (宛然)	완연	Exactly like, perfectly resembling
지나식 (支那式)	지나식	Chinese-style (using older term for China)
산수화 (山水畵)	산수화	Landscape painting
음흉 (陰凶)	음흉	Sinister, treacherous
노승 (老僧)	노승	Old monk
무언무어 (無言無語)	무언무어	Silent, speechless
념도 (念道)	염도	Contemplating the Way/scriptures (Buddhist context)
명목 (瞑目)	명목	Closing one's eyes
갓다	같다	Is like, resembles (older spelling)
야심가 (野心家)	야심가	Ambitious person
사기한 (詐欺漢)	사기한	Swindler, fraudster
몽매 (蒙昧)	몽매	Ignorant, unenlightened
미신 (迷信)	미신	Superstition
유인 (誘引)	유인	Luring, enticing
조케만	좋게만	Only good for, conveniently (older spelling)
첫재에	첫째에	Firstly (older spelling)
우민 (愚民)	우민	Ignorant people/masses
기만 (欺瞞)	기만	Deception, deceit
츠음으로	처음으로	For the first time (older spelling)
득함매	득함에	Upon obtaining/gaining (older form)
인민 (人民)	인민	The people
심복 (心服)	심복	Heartfelt submission
왕씨 (王氏)	왕씨	Wang clan (Koryŏ Dynasty royal family)
기백년 (幾百年)	기백년	Several hundred years
도성 (都城)	도성	Capital city
잉도 (仍都)	잉도	To remain the capital
근지 (近地)	근지	Nearby place
백년지계 (百年之計)	백년지계	A hundred-year plan
과연 (果然)	과연	Indeed, truly
덕화 (德化)	덕화	Virtuous influence, moral transformation
세록지신 (世祿之臣)	세록지신	Hereditary vassals/officials
보복 (報復)	보복	Revenge, retaliation
격원 (隔遠)	격원	Distant, remote
정하랴고	정하려고	Intending to establish/decide (older spelling)
결심하얏섯다	결심하였었다	Had decided (older spelling/past perfect form)
행 (幸)	행	To go, proceed (royal progress)
상 (相)	상	To survey, inspect (geomancy)
역 (役)	역	Construction work, corvée labor
시 (始)	시	To begin, start
주도 (周到)	주도	Meticulous, thorough
깨다럿다	깨달았다	Realized (older spelling)
무명색 (無名色)	무명색	Without pretext or justification
위신 (威信)	위신	Prestige, authority
동요 (動搖)	동요	Unrest, agitation
염려 (念慮)	염려	Worry, concern
신인현몽설 (神人現夢說)	신인현몽설	Tale of a divine person appearing in a dream
주출 (做出)	주출	To concoct, fabricate
운운 (云云)	운운	Et cetera, and so on
선포 (宣布)	선포	Proclamation, announcement
정지 (停止)	정지	To stop, halt
유물 (遺物)	유물	Relic, artifact
초석 (礎石)	초석	Foundation stone, cornerstone
유적 (遺蹟)	유적	Ruins, historical site
상존 (尙存)	상존	Still existing
비기 (秘記)	비기	Secret records/prophecies
맹긴	만든	Made, created (dialect/older form)
진자 (眞者)	진자	Real one
가자 (假者)	가자	Fake one
찬탈 (簒奪)	찬탈	Usurpation
국권 (國權)	국권	State power, sovereignty
조야 (朝野)	조야	Court and countryside; the whole nation
손순 (遜順)	손순	Obedient, submissive
도읍지지 (都邑之地)	도읍지지	Place for a capital city
기차 (其次)	기차	Next, secondly
소운 (小運)	소운	Minor cycle/fortune
이외 (理外)	이외	Beyond reason, unreasonable
이르다 (以至)	이지	Up to, reaching
운 (云)	운	Said, stated
피병지지 (避兵之地)	피병지지	Place to escape war/conflict
상차 (尙且)	상차	Furthermore, moreover
암석면 (巖石面)	암석면	Rock face
소위 (所謂)	소위	So-called
색이고	새기고	Having carved/engraved (older spelling)
유결 (遺訣)	유결	Parting words, final instructions
참어 (讖語)	참어	Prophetic saying, oracle
잉용 (仍用)	잉용	To reuse, adopt
기의 (其意)	기의	Its meaning
난 (難)	난	Difficult
국이 (國移)	국이	Nation moves/changes (referring to dynasty change or annexation)
고자 (古字)	고자	Ancient character/form
세간 (世間)	세간	The world, the public
선전 (宣傳)	선전	Propaganda, publicity
이서 (異書)	이서	Strange writing, unusual characters
합병 (合倂)	합병	Annexation, merger
부근지 (附近地)	부근지	Nearby area, vicinity
암면 (巖面)	암면	Rock face
각 (刻)	각	To carve, engrave
낙지 (落地)	낙지	Fall to the ground
유행 (流行)	유행	Prevalence, popularity
전구 (前句)	전구	First phrase/line
후구 (後句)	후구	Second phrase/line
해도 (海島)	해도	Island in the sea
출 (出)	출	To emerge, come out
개통 (開通)	개통	Opening (of a road, railway)
단이고	다니고	Going to and fro, running (older spelling)
수목 (樹木)	수목	Trees, forest
사태 (沙汰)	사태	Landslide (caused by erosion)
혹세무민 (惑世誣民)	혹세무민	Deceiving the world and fooling the people
독갑이	도깨비	Goblin, dokkaebi (older spelling)
마굴 (魔窟)	마굴	Den of demons/evil
허탄 (虛誕)	허탄	Falsehood, fantasy
준적 (準的)	준적	Target, standard
협잡 (挾雜)	협잡	Scheming, trickery
농락 (籠絡)	농락	To deceive, manipulate
향하야	향하여	Towards (older spelling)
갓다	갔다	Went (older spelling)
승 (僧)	승	Buddhist monk
자칭 (自稱)	자칭	Self-proclaimed
솔도 (率徒)	솔도	Leading disciples/followers
거 (居)	거	To reside, live
초암 (草庵)	초암	Grass-thatched hermitage
사자 (使者)	사자	Messenger, emissary
교주 (敎主)	교주	Religious leader, head of a sect
조합장 (組合長)	조합장	Association head/president
주임 (主任)	주임	Chief, person in charge
무녀 (巫女)	무녀	Female shaman, mudang
매복자 (賣卜者)	매복자	Fortune teller
규합 (糾合)	규합	To gather, muster
회비 (會費)	회비	Membership fee
수합 (收合)	수합	To collect
