잡지명	삼천리 제17호
발행일	1931년 07월 01일
기사제목	印度와 露西亞의 關係 (The Relationship between India and Russia)
필자	李如星
기사형태	논설 (Editorial/Essay)

印度와 露西亞의 關係
						李如星
(Page 62 Missing - National Institute of Korean History) is a fact worth trembling about. - he expressed his indignation... However, whether they tremble or vomit, the relationship between Britain and India today has become so urgent that even dignity and decorum are disregarded, reaching the worst possible scene. Thinking about it, the prestige of the British Empire has declined."

II

"Say, is it true that even within the Indian national movement, there are factions like a left-wing, a right-wing, and some kind of middle path?"
"Indeed - The guiding force of the Indian national movement today is, of course, the National Congress Party (國民會議派) like Gandhi (깐듸-), encompassing representatives from various places and groups in India. Among the major organizations participating in the National Congress which meets once a year, first, there is the National Indian Party, commonly called the Congress Party (콩그레스派), led by figures like Gandhi, the recently deceased Motilal Nehru (모티랄, 내-루), Sen Gupta (샌 굽다), and Mrs. Sarojini Naidu (사로지니-나우두 女史). This is the central force among the participating groups in the National Congress. Next is the Independence League (獨立聯盟) led by Motilal Nehru's son, Jawaharlal Nehru (야와하랄, 내-르), and Subhas Chandra Bose (슈바스, 챤드라, 보-스). Third is the National Liberal Federation (國民自由聯合派), led by Sir Tej Bahadur Sapru (사-바하, 즐사부로?), who attended the previous Round Table Conference (圓卓會議) as an Indian representative. This party is the so-called right-wing of the national movement. Besides these, the All India Muslim League (全印度回敎徒聯盟), the Central Sikh League (中央씨-크敎徒聯盟), the All-India Workers' and Peasants' Party (全印度勞働者農民黨), the All India Youth Socialist League (全印度靑年社會主義同盟), and the All India Youth League (全印度靑年同盟) also send representatives to the National Congress every year."
"Is the Gandhi faction right-wing or left-wing?"
"Gandhi and the Congress Party are, so to speak, the middle path. Traditionally, they demanded self-government as the first step towards independence, but as you know, at the National Congress the year before last, Gandhi himself proposed a resolution for complete independence, which was passed unanimously. Thus, the stance of the independence faction, like Jawaharlal Nehru and Bose, came to dominate the general trend of the National Congress."
"So, Jawaharlal Nehru and Bose are the left-wing of the Indian national movement, is that it?"
"So to speak, yes. As the general trend of the National Congress became dominated by this independence faction, the leadership of the entire national movement gradually shifted to 'Young Nehru' (영내-르). Jawaharlal Nehru's popularity recently is tremendous; it's no exaggeration to say his reputation already surpasses Gandhi's."
"There's talk that Jawaharlal Nehru is a communist."
"Those jealous of Young Nehru's reputation spread propaganda calling him a Communist Party member acting on orders from Russia (露國). That is, the appeasers and the British government side are actively spreading rumors about him. Edward Thompson (애드와-드 톰손), currently a professor at Oxford (옥스포-드) University, attacked the Nehrus, father and son, in his book 'The Reconstruction of India,' and Ranga Aiyar (란가, 아이야-), a member of the Legislative Assembly, did so in his book 'India: Peace or War?'. But this serves as counter-evidence of how much these pro-British figures and the British government fear Jawaharlal Nehru's <63> popularity. Despite such malicious propaganda, Young Nehru's credibility among Indian nationalists, especially the youth, grows day by day."
"Indeed, Nehru did visit Russia in 1928, but whether he is truly a communist is doubtful. Didn't Nehru and his faction faithfully adhere to Gandhi's non-violence (非暴力主義) principle during last year's non-cooperation movement (不服從運動), even going to prison? When a young member of the violent revolutionary faction threw a bomb in the Legislative Assembly in the spring of 1929, they say Nehru even denounced him as a traitor (謀反者)."
"Isn't Nehru's relationship with Russia similar to the past relationship between Chiang Kai-shek (蔣介石) and Russia?"
"An apt comparison (適評). Chiang Kai-shek was indebted to Russia, but internally, he was not a communist. Also, when the future Indian national government is established, the person who will stand in the position of today's Nanjing (南京) government might very well be 'Haral Nehru' (하랄, 내-르)."
"He seems to have strong socialist leanings, though."
"However, generally, Nehru's ideology is more towards national socialism. Among Indian nationalists, the youth layer largely holds national socialist (國民社會主義的) tendencies."
"After Nehru, who is popular among the Indian youth?"
"It would likely be Subhas Chandra Bose (슈바스챤드라, 보-스). The figures who will probably lead the future national movement are these two."
"Is Bose also a national socialist?"
"Bose is today's Fascist (팟쇼) leader in India. The All India Youth League's nominal president is a man named K.F. Nariman (케-엡, 나리만), but Bose holds the actual leadership. They wear navy blue uniforms and conduct demonstrations (示威行進) grandly in military style. Bose is the commander of the National Congress volunteers. It's said Bose began gaining popularity from the incident at Calcutta University where he, indignant that a British professor called Indians barbarians, joined fellow students in beating up the professor. He seems to be a very sincere (眞摯) and fiery fighter. The aforementioned Aiyar, while critical of Nehru, praises Bose as the only significant youth leader in the Indian national movement today."
"Even if Nehru isn't a communist, if he is generally influenced by Moscow (莫斯科), then alongside Bose the Fascist, it seems both Russia and Italy (伊太利) <64> are adjacent to the current Indian youth movement. Won't Bose's influence and Nehru's influence clash?"
"So far, they are cooperating well together. The aforementioned Independence League was also created jointly by the two, and within the Congress Party, they support each other's positions. Their separation and confrontation will probably be a matter for after India achieves self-government, I think."
"When the relationship between Nehru and Bose is decided, will India walk the path of Russia or the path of Italy?"
"Whether it's Communism or Fascism is not just a question for tomorrow's India, but a common task for all nations, isn't it? Of course, India has its own unique path, and people like Gandhi are striving for it. While the underlying spiritual principle might be purely Indian, the state form in the modern era will likely be either Soviet or a Fascist state."

III

"Setting aside the ideologies of Nehru and Bose, is there currently a Communist Party in India?"
"The previously mentioned All-India Workers' and Peasants' Party (全印度勞働者農民黨) is generally it, and the All India Youth Socialist League (全印度靑年社會主義同盟) is also under its influence."
"Who is leading them?"
"Messrs. Joglekar (존그레칼), R.S. Nimbkar (알, 에스, 님푸칼), K.S. Mitta(?) (케-, 시-밋다-), N.M. Joshi (엔, 엠, 조-시-), etc. Nehru also has connections with the Youth Socialist League."
"What attitude do the Communist and Socialist factions take towards the self-government issue?"
"Generally, they seem to align their steps (步調) with the Congress left-wing. However, within the National Congress, they constantly advocate for the interests (利益) of workers and peasants, and never forget to foster the differentiation (分化的) of class consciousness (階級意識) within national consciousness. At the National Congress held in Calcutta at the end of 1928, Nimbkar (님푸칼), a leader of the Workers' and Peasants' Party and a pure Communist Party member, fiercely attacked the draft constitution proposed by Motilal Nehru - commonly called the Nehru Report - as being too bourgeois (부르조아的) and ignoring the interests of the proletariat (無産階級). He also significantly opposed the amendment (independence proposal) submitted by Jawaharlal Nehru, and harshly criticized (痛擊) Gandhi's resolution, saying it benefited Britain more than India. He stated, 'The so-called Dominion Status (도미니온, 스테트스) is nothing more than allowing the Indian bourgeoisie to cooperate with British Imperialism. It aims to guarantee the interests of landlords, feudal princes, and capitalists at the expense of the masses' interests. Our struggle is not to obtain independence on paper, but to liberate the Indian proletariat (印度無産者) from all exploiters - the British imperialists who have promised an offensive-defensive alliance with the Indian princes, Indian landlords, and Indian capitalists...' Also, Vishwanatham (뷔슈와나담), one of the Communist Party leaders, criticized Nehru's draft constitution, vehemently attacking Nehru's report for seeking to provide constitutional guarantees to the bourgeois class, including Nehru himself, and to the capitalism and feudal landlord system that have historically exploited this country."
"So, are they generally moving according to the directives from the Moscow (莫斯科) headquarters (大本山)?" <65>
"It seems the policy (方針) of the Comintern (國際黨) regarding not just the Indian national movement but Eastern national movements in general is to have the revolutionary proletariat (革命的 푸로레타리아) of the colonies (殖民地) form temporary alliances (一時的 聯盟) with the democratic bourgeoisie (民主主義부르조아) to develop the anti-imperialist movement, while always strictly maintaining (保持) the character of the proletarian movement, even in its embryonic (萌芽的) form. In India, Nimbkar's faction seems to be operating largely along this course."
"Is there an Indian figure in Russia comparable to Katayama Sen (片山潛), the veteran of the Japanese Communist Party?"
"M.N. Roy (엡, 엔, 로이) is precisely India's Katayama Sen. He was the supreme mentor (總師) of the Indian Communist Party with immense influence, but since last year, his relationship with the current leadership (現幹部派) of the Labour-Peasant government [likely referring to Soviet government] became strange, and there's word he is currently in Berlin (伯林)."
"How is the communication (連絡) between the Comintern and the Communist Party within India maintained?"
"This person digs and probes quite persistently. You wouldn't happen to be an informant (압잡이) for the Metropolitan Police Agency's Foreign Affairs Division (警視廳 外事課), would you? Detailed information is hard to come by, but putting various pieces together, communication between Moscow and India seems to be conducted indirectly through three points: Berlin, New York (紐育), and Shanghai (上海). Direct communication seems to be quite difficult."
"Isn't it possible to communicate with India from the northern border through Afghanistan (아푸가니스탄)?"
"... [Omission - original text] ... If the Afghan government were to ally with Russia and open the country to the Russians, it would allow not only communication for documents and propaganda with the Communist Party but also the supply of arms and ammunition to Indian nationalists from the northern border, and depending on the situation, even direct military aid. However, this is difficult to realize. Britain, which has regarded Russia as an enemy for years, is perhaps worried, and has recently heavily fortified the defenses at the Khyber Pass (까이발關所) on the Afghan border, deploying not only troop reinforcements (增設) but also airplanes and tanks, maintaining vigilance (警戒) without any gaps. (Omission - original text)
When the Gandhi era passes and the Nehru and Bose era arrives, the relationship between Labour-Peasant Russia and India might become somewhat clearer (鮮明)."
"It's true the relationship will become clearer. But clearer doesn't necessarily mean closer (密接). It's hard to believe that the cradle (搖籃) of 5,000 years of spiritual culture will become a part of the Soviet Union, which is based on historical materialism (唯物史觀) and Communism. The sense in which Nehru and Bose are relatively 'red' means they possess a more radical (急進的) and precise (的確) fighting spirit (鬪志) against capitalist imperialism than other nationalists. Ultimately, they too have Indian blood and are literally Gandhi's disciples. Fülöp-Miller (후렛슈, 뮤라-) stated that posterity will broadly measure (測定) our era by the yardstick (尺度) of Lenin's and Gandhi's work, but I believe Lenin's ideology and Gandhi's ideology will not shake hands (握手)." (Remainder omitted - original text) <66>

**Summary**

The article, presented as a dialogue, analyzes the political landscape of the Indian independence movement in 1931. It discusses the main factions, including Gandhi's centrist Congress Party, the right-wing National Liberal Federation, and the rising left-wing led by Jawaharlal Nehru and Subhas Chandra Bose. It explores Nehru's growing popularity, accusations of Communist leanings and Soviet influence (comparing him to Chiang Kai-shek), and contrasts him with Bose, identified as a Fascist-style leader. The piece also touches upon the explicit Communist Party elements (Workers' and Peasants' Party) and their relationship with Moscow and the broader Congress movement, concluding that while Nehru and Bose represent a more radical anti-imperialism, India is unlikely to fully embrace Soviet Communism due to its deep cultural roots, suggesting a unique path possibly influenced by, but distinct from, both Moscow and Fascism. From a Korean colonial history perspective, this article is interesting as it shows Korean intellectuals closely following and analyzing other major anti-colonial movements, their internal ideological struggles (left vs. right, nationalism vs. communism/fascism), and the perceived influence of global powers like the Soviet Union, reflecting anxieties and debates likely present within Korea's own suppressed independence movement. The discussion of factions and leadership succession resonates with similar dynamics in various nationalist movements.

**Named Entities**

印度	인도	India
露西亞	노서아	Russia (also 露國)
李如星	이여성	Yi Yŏsŏng
깐듸-	깐디	Gandhi
國民會議派	국민회의파	National Congress Party (Indian National Congress)
모티랄, 내-루	모티랄 네루	Motilal Nehru
샌 굽다-	센 굽타	Sen Gupta (?)
사로지니-나우두 女史	사로지니 나이두 여사	Mrs. Sarojini Naidu
네슈낼, 인디안, 파-티-	네셔널 인디안 파티	National Indian Party
콩그레스派	콩그레스파	Congress Party (Indian National Congress)
야와하랄, 내-르	자와할랄 네루	Jawaharlal Nehru (also 영내-르, 하랄, 내-르)
슈바스, 챤드라, 보-스	수바스 찬드라 보스	Subhas Chandra Bose (also 보-스)
獨立聯盟	독립연맹	Independence League (Independence for India League)
國民自由聯合派	국민자유연합파	National Liberal Federation
圓卓會議	원탁회의	Round Table Conference
사-바하, 즐사부로	사프루(?)	Sir Tej Bahadur Sapru (?)
全印度回敎徒聯盟	전인도회교도연맹	All India Muslim League
中央씨-크敎徒聯盟	중앙시크교도연맹	Central Sikh League
全印度勞働者農民黨	전인도노동자농민당	All-India Workers' and Peasants' Party
全印度靑年社會主義同盟	전인도청년사회주의동맹	All India Youth Socialist League
全印度靑年同盟	전인도청년동맹	All India Youth League
英國	영국	Britain/England (also 英)
옥스포-드大學	옥스퍼드 대학	Oxford University
애드와-드 톰손	에드워드 톰슨	Edward Thompson
立法議會	입법의회	Legislative Assembly
란가, 아이야-	랑가 아이야르	Ranga Aiyar
蔣介石	장개석	Chiang Kai-shek
南京政府	남경정부	Nanjing Government
케-엡, 나리만	K. F. 나리만	K.F. Nariman
칼컷다大學	캘커타 대학	Calcutta University
莫斯科	모스크바	Moscow
伊太利	이태리	Italy
존그레칼	조글레카르	Joglekar
알, 에스, 님푸칼	R. S. 님카르	R.S. Nimbkar (also 님푸칼)
케-, 시-밋다-	K. S. 미타(?)	K.S. Mitta (?)
엔, 엠, 조-시-	N. M. 조시	N.M. Joshi
뷔슈와나담	비슈와나탐	Vishwanatham (?)
國際黨	국제당	Comintern (International Party)
片山潛	가타야마 센	Katayama Sen
엡, 엔, 로이	M. N. 로이	M.N. Roy
伯林	베를린	Berlin
紐育	뉴욕	New York
上海	상하이	Shanghai
警視廳 外事課	경시청 외사과	Metropolitan Police Agency, Foreign Affairs Division
아푸가니스탄	아프가니스탄	Afghanistan
까이발關所	카이바르 관소	Khyber Pass
례-닌	레닌	Lenin
후렛슈, 뮤라-	퓔뢰프밀러	Fülöp-Miller

**Glossary**

缺	결	Missing, absent
戰慄	전율	Tremble, shudder
憤慨	분개	Indignation, resentment
威嚴	위엄	Dignity, majesty
體裁	체재	Decorum, appearances
衰退	쇠퇴	Decline, decay
左翼	좌익	Left-wing
右翼	우익	Right-wing
中間派	중간파	Middle path, centrist faction
分派	분파	Faction, sect
網羅	망라	Encompass, cover all
領袖	영수	Leader
可決	가결	Approval, passage (of a resolution)
支配	지배	Dominate, control
聲望	성망	Reputation, fame, prestige
嫉視	질시	Jealousy, envy
指令	지령	Order, directive
緩和主義者	완화주의자	Appeaser, moderate
親英主義者	친영주의자	Pro-British person
反證	반증	Counter-evidence, disproof
不服從運動	불복종운동	Non-cooperation movement
信奉	신봉	Believe in, adhere to
謀反者	모반자	Traitor, rebel
適評	적평	Apt comment, fitting evaluation
傾向	경향	Tendency, leaning
팟쇼隊長	파쇼대장	Fascist leader (using older transliteration '팟쇼')
示威行進	시위행진	Demonstration march
眞摯	진지	Sincere, earnest
推稱	추칭	Praise, recommend
提携	제휴	Cooperation, alliance
躍起	약기	Striving, exerting oneself
形態	형태	Form, shape
勞働者	노동자	Worker (older spelling of 노동자)
農民	농민	Peasant, farmer
步調	보조	Pace, step (as in 'keep step with')
利益	이익	Interest, benefit, profit
階級意識	계급의식	Class consciousness
分化的	분화적	Differentiating, diversifying
草案	초안	Draft (plan, constitution)
無産階級	무산계급	Proletariat (propertyless class)
痛擊	통격	Harsh criticism, severe attack
大本山	대본산	Headquarters (lit. 'great main mountain', often used for religious HQs, here metaphorically for Moscow)
方針	방침	Policy, course of action
殖民地	식민지	Colony
革命的	혁명적	Revolutionary
푸로레타리아	프롤레타리아	Proletariat (transliteration)
民主主義	민주주의	Democracy
부르조아	부르주아	Bourgeoisie (transliteration)
聯盟	연맹	Alliance, league
萌芽的	맹아적	Embryonic, incipient
保持	보지	Maintain, preserve
總師	총사	Supreme mentor, master teacher
幹部派	간부파	Leadership faction, cadre group
連絡	연락	Contact, communication, liaison (older spelling of 연락)
압잡이	앞잡이	Informant, stooge (older spelling of 앞잡이)
綜合	종합	Synthesize, put together
間接	간접	Indirect
直接	직접	Direct
國境	국경	National border
警備	경비	Guard, security, defense
增設	증설	Increase, add (facilities, troops)
配屬	배속	Assign, deploy
鮮明	선명	Clear, distinct
密接	밀접	Close, intimate (relationship)
搖籃	요람	Cradle
唯物史觀	유물사관	Historical materialism
急進的	급진적	Radical, progressive
的確	적확	Precise, accurate
鬪志	투지	Fighting spirit
尺度	척도	Measure, yardstick, standard
測定	측정	Measure, survey
握手	악수	Handshake (metaphorically: agreement, reconciliation)


---------------------------


잡지명	삼천리 제17호
발행일	1931년 07월 01일
기사제목	印度와 露西亞의 關係
필자	李如星
기사형태	논설

印度와 露西亞의 關係
						李如星
(62쪽 缺 - 국사편찬위원회) 것은 戰慄할만한 事實이다. -라고 憤慨하엿다고... 그러나 戰慓하든지 嘔吐를 하든지 威嚴과 體裁까지 모르겟다는 最惡의 場面까지 今日의 英印關係가 急해젓다. 생각하면 英帝國의 威信은 衰退하엿다」

二

「그런데 여보게 印度國民運動에도 左翼, 右翼이라든가 무슨 中間派이라든가의 分派가 잇다니 참말인가」
「암- 今日 印度國民運動의 指導勢力은 勿論 깐듸- 等 國民會議派로 印度 各地와 各 團體 代表者가 網羅되여잇서 每年 1回 열니는 國民會議에 參加하는 主要한 團體만 하더라도 우선 깐듸-와 요전 죽은 모티랄, 내-루, 샌 굽다-사로지니-나우두 女史 等을 領袖으로 하는 네슈낼, 인디안, 파-티-, 普通 이를 콩그레스派라 부르고 이것이 國民會議 參加 團體의 中心 勢力이고 그다음 모티랄, 내-루의 아들인 야와하랄, 내-르와 슈바스, 챤드라, 보-스 等의 獨立聯盟 第三은 國民自由聯合派로 前번 圓卓會議에 印度代表로 出席한 사-바하, 즐사부로가 이 派를 指導하고 잇다. 이 派가 國民運動의 所謂 右翼이며 其外 全印度回敎徒聯盟, 中央씨-크敎徒聯盟, 全印度勞働者農民黨, 全印度靑年社會主義同盟, 全印度靑年同盟等도 每年 國民會議에 代表를 보내고 잇다.
「깐듸-派는 右翼인가 左翼인가」
「깐듸- 等 콩그레스派는 말하자면 中間派로 從來는 獨立의 第一步로서 自治를 要求하여 왓스나 再昨年末 國民會議에서 깐듸自身이 完全 獨立의 決議를 提出하고 이것이 滿場一致로 可決된 것을 자내도 아는 바이다. 則 야와하랄, 내-르와 보-스等의 獨立派主張이 國民會議의 大勢를 支配하게 되엿지」
「그야와하랄, 내-르와 보-스 等이 印度國民運動의 左翼이란 셈인가」
「말하자면 그러치. 國民會議의 大勢가 이 獨立派에 支配됨을 따라 國民運動 全體의 指導權도 漸次 이 영내-르의게 왓다. 야와하랄, 내-르 近者의 人氣는 굉장하야 聲望, 임이 깐듸-以上이라 하여도 過言이 아니다」
「야와하랄, 내-르는 共産主義者란 말이 잇데」
「영-내-로의 聲望을 嫉視하는 작자들은 그를 共産黨員이라 하야 露國의 指令에 움죽인다고 宣傳을 한다. 卽 緩和主義者와 英國政府 側들이 盛히 그를 評判을 하고 잇다. 現 옥스포-드大學敎授인 애드와-드 톰손이 「印度의 再建」이란 冊에서 또 立法議會議員인 란가, 아이야-의 「印度는 平和인가 戰爭인가」란 冊에서 내-르의 父子를 攻擊하엿스나 이는 그들 親英主義者와 英國政府가 얼마나 야와타랄 내-르의<63> 人氣를 무서워함인가를 反證하는 것이다. 이러한 惡宣傳이 잇슴에도 不拘하고 印度國民主義者 特히 靑年 間에는 영, 내-르의 信望이 날로 놉하간다」
「안게 아니라 내-르가 1928년 露國에 갓다온 적은 잇스나 果然 共産主義者인거는 疑問이다. 昨年 不服從運動에서 내-르 及 그의 一黨은 忠實히 깐듸-의 非暴力主義을 信奉하야 投獄까지 안하엿는가. 1929년봄 立法會議에 暴力革命派 靑年이 爆彈을 던지엿슬 때 내-르를 謀反者라고 非難까지 하엿다하데」
「내-르와 露西亞 關係는 往年 蔣介石과 露西亞의 사이와 갓지 안을가」
「適評이다. 蔣介石도 露西亞 신세는 젓스나 속에는 共産主義者는 아니엿섯다. 또 將來 印度國民政府가 樹立할 때 今日의 南京政府의 地位에 서는 者는 모르면 몰나도 하랄, 내-르일 것일세」
「社會主義 傾向을 多分가진 모양이지」
그러나 大體에서 내-르의 思想은 國民社會主義보다도 印度國家主義者 中 靑年層은 大部分 國民社會主義的 傾向을 가지고 잇다」
「내-르, 다음으로 印度 靑年 間에 人氣잇는 者는 누구인가」
「슈바스챤드라, 보-스일 것일세. 將來의 國民運動을 끄을고 나갈 人物은 암아 以上 두 사람일 것이다」
「보-스도 國民社會主義者인가」
「보-스는 今日 印度에 잇서 팟쇼隊長으로 全印度靑年同盟은 表面의 總裁는 케-엡, 나리만이란 사람이다. 指導權은 보-스가 쥐고 잇다. 이치들은 紺色制服을 입고 示威行進도 堂堂히 軍隊式으로 한다. 보-스는 國民會議派의 義勇兵司令官이다. 보-스가 人氣를 내기 始作한 것은 칼컷다大學에서 英人敎師가 印度人을 野蠻人이라 욕한 것에 奮慨하야 同僚의 學生과 함게 이 敎師를 때려누핀 事件부터이란 말이 잇다. 아주 眞摯하고 불과 가튼 鬪爭兒인 모양이대. 압서 말한 아이야란 者도 내-르에 대하야는 꼬집어대나 보-스에 관하여는 今日 印度國民運動의 靑年指導者 中 唯一한 者라고 推稱하고 잇다」
「내-르가 共産主義는 아니지마는 大體로 莫斯科의 影響을 밧고 잇다면 팟쇼-의 보-스와 아울너 現在 印度靑年運動에는 露國과 伊太利가 隣接하고 잇는 셈일세 그려. 보-스의 勢力과 내-르의 勢力이 衝突하지는 안흘가?」
