Magazine Title: 삼천리 제17호
Publication Date: 1931년 07월 01일
Article Title: 最近印度의 統計 (Recent Statistics of India)
Author: 金東煥 編 (Compiled by Kim Tong-hwan)
Article Type: 소식 (News/Report)

Recent Statistics of India
						Compiled by Kim Tong-hwan
Laborer Statistics

In recent years in India, the economic struggle of laborers against the enforcement of industrial rationalization has been gradually advancing. Looking at the strike statistics:
Year      Personnel
1926   131,655
1927   186,811
1928   507,000
1929   531,000
Also, the number of labor union members has increased. In the Bombay Presidency (뽐베-管區), there were 59,000 members in 1926, 75,000 in 1927, 95,000 in 1928, and it reached 200,000 in 1929. According to an investigation by the Red Labor Union (Profintern, 푸로핀턴), the number of organized laborers throughout India was 400,000 in 1929.

Peasant Movement

It is generally acknowledged that all conditions in India are advancing towards agricultural XX. Furthermore, the peasant struggle in 1930, whose plight was exacerbated by the agricultural crisis, was fierce. In July 1930, there was a widespread peasant uprising in the Bengal (벤갈) region. It primarily targeted moneylenders (貸金業者); the houses of moneylenders spread across a 500-square-mile area <52> were burned down, and debt certificates were destroyed. The military police dispatched for suppression even resorted to gunfire in their efforts to quell the uprising, but it had not ceased by the end of the year. According to reports from Bengali newspapers, more than 6,000 peasants were imprisoned in connection with this incident. Also, according to a report from the London Times (론돈「타임쓰」), riots broke out in Burma (삐루마) due to the fall in rice prices. "The peasants employ partisan surprise attacks and hide in the forests. In this movement, 300 peasants were killed, 200 were injured, and 300 were captured. Peasants are refusing to pay rent and taxes to landlords and the government, leading to frequent clashes between peasants and police." There is also the "Forest Movement" by the National Congress Faction (國民會議派). Tens of thousands of peasants go to forested areas, graze their livestock there, and then fell the forests. The forests are monopolized by the government, and grazing livestock and felling trees are prohibited. Due to this mass action against the Forest Law (森林法), clashes between the police and peasants are incessant.

India's Political Structure

The Governor-General of India, currently ruling the treasure trove of India with 320 million people and 1.8 million square miles, is Lord Irwin (어-윈卿), who drew attention by opposing the federal plan proposed by the Simon Commission (싸이몬委員會) before the Anglo-Indian Round Table Conference (英印圓卓會議). Lord Irwin, the head of this entire Indian administrative body, is appointed by the British Emperor, with a term of 5 years (though unwritten). Thus, firstly, he is the King's deputy; secondly, he is the representative of the British government <53>; and thirdly, he is the head of the Indian government.
The Governor-General's administration, except in special cases, is conducted through the consensus of the Council (參事會), organized by the heads of the six administrative departments: Education, Home Affairs, Finance, Commerce, Industry & Labor, and Justice. Foreign Affairs are under the direct jurisdiction of the Governor-General himself, and Military Affairs are handled by the Commander-in-Chief of the forces stationed in India. Among the Council members, there are three Indians; specifically, the heads of the Education, Industry & Labor, and Justice departments are appointed Indians.

Indian Parliament

Like other democratic countries, India has upper and lower houses in its legislative body. The Upper House consists of 60 members (34 elected, 36 nominated, each with a 5-year term), and the Lower House has 144 members (104 elected, 40 nominated, with a 3-year term). This parliament legislates laws and has the right to assent to the budget, but, perhaps the sorrow of a colony (殖民地), the government is not only not responsible to the parliament, but the Governor-General can also reject parliamentary resolutions and convene or dissolve it at will. The right to vote starts at age 21, and eligibility for election starts at age 25. India is divided into 15 administrative districts. In nine of these provinces, a Governor appointed by the King serves as the chief administrator, while in the remaining six provinces, a Chief Commissioner appointed by the Indian government is placed.

Astonishing Agricultural Produce

Wherein lies the source of wealth of the treasure trove (寶庫) India, which could be called the very foundation <54> upon which British imperialism sustains itself? The first thing to count is its abundant agricultural produce. Farmers constitute 71% of the total population, and if livestock breeders are included, it exceeds 73%. From 280 million acres (英反) of cultivated land, all sorts of produce such as cotton (棉花), rice (米), wheat (麥), tea (茶), opium (阿片), jute (黃麻), sugarcane (甘蔗), and coffee (琲珈) are produced. Among these, the major ones are:
Rice cultivation occupies about one-third of the total cultivated land. Being a tropical region, it is harvested three times a year, with an annual production of 30 million tons (噸). Wheat also yields 10 million tons annually. The area planted with sugarcane is 3.5 million acres. Coffee production is 28 million pounds (封度).
And cotton is a major producing region second only to the United States, with an annual production reaching 5.5 million bales (俵). Of this, 2 million bales are used domestically, and 3.5 million bales are exported abroad, with half of that actually being exported to Japan. The close relationship between the Indian cotton industry and the Japanese spinning industry is clear from this point. However, today's (June 20th) foreign telegram reports that Gandhi (간띄-) has organized opposition to the export of cotton yarn to Japan and Britain, so the outcome cannot but attract attention.
And jute, its annual production reaches 12 million bales, accounting for 20% of the total export value.

Export of Products

Where do all the products, produced by the blood and sweat of Indian farmers and laborers, go? <55> Looking first at cotton, half of the production volume is consumed within India, and of the remaining total export amount, 50% goes to Japan, and the rest to Italy (伊太利), Germany (獨), Belgium (白), and France (佛). India's cotton export value in 1929 was 660 million rupees (루비-).
Next, looking at grains, out of the 430 million rupees export value in 1927, the majority was rice. The leading export country was Germany with about 340,000 tons, valued at 50 million rupees. Following that are Japan, the Straits Settlements (海峽殖民地), Holland (和蘭), etc. Besides rice, the annual production of wheat, wheat flour, and beans is 300,000 tons, worth 45 million yen (圓), almost all of which is exported to Britain (英國).
Besides these, jute worth 320 million rupees goes to Britain, the United States (米國), China (中國), Chile (智利), etc. Looking at imports, the main import item is cotton goods (綿製品), including cotton cloth, cotton yarn, knitted goods (메리야), etc., with an annual import value of 650 million rupees, corresponding to 26% of total imports. Furthermore, regarding the countries exporting to India, until a few years ago, Britain accounted for almost all, about 90%. Recently, however, against Britain's 65%, Japanese goods account for 30%. Moreover, for items like knitted goods, Japanese products rank first, accounting for 12.5 million rupees, while the US accounts for 300,000 rupees and Britain only 100,000 rupees. Now, looking at exports and imports with major trading partners:
Trade Table As of 1928
Country   Import   Export
Britain   1,132   690
USA    169   361
Japan    177   344<56>
Germany    158   323
Hawaii (布哇?)    164   -
Belgium (白耳義)   72   134
Italy   74   152
Straits Settlements   51  -
France     48   178
Other    488   981
(All units are in Million Rupees)

Aspects of Modern Industry

India, possessing an annual cotton production of 5.5 million bales, inevitably had to consider the cotton industry as the highlight of Indian industry. Indeed, this can be seen from the fact that exports of cotton yarn and cotton products to Britain alone amount to 250 million rupees. Currently, the cotton industry is concentrated in cities like Bombay (뽐페-) and Ahmedabad (아메-그바-드), etc. Among these, the most prosperous is Bombay, where more than 180 out of the total 260 cotton yarn factories in India are gathered.
Bombay's factory spindle count is 7 million, loom count 124,000, worker count 350,000, annual production of cotton yarn 600 to 700 million pounds (封度), cotton cloth 1.5 billion yards (야-ㄹ).
Originally, India was a place where handicrafts (手工業) flourished representatively, but with the beginning of British rule, it gradually declined (凋落하엿다). The reasons for this include the downfall of the Indian royal families, the establishment of foreign dominance, and competition from foreign machine-made industrial products.
However, it goes without saying that the majority of investors in the aforementioned cotton industries in Bombay and other places are British bourgeoisie (뿌루조아-지), and the millions of factory laborers are low-wage proletarians (푸로레타리아-). <57>
Furthermore, it should be known that everything else follows suit, such as the 1.8 million tons of jute produced in 93 jute factories nationwide, valued at 1 billion rupees, or the iron manufacturing industry, publicly stated to have a total investment of 165 million rupees.
In any case, present-day India is a country rich in raw material production. When the day comes that it becomes a manufacturing country, won't the prosperity of its industry promise the happiness of the Indian people?

India's Army

India has the Regular Army (British troops), the Indian Auxiliary Force (British volunteers), the Indian Native Territorial Army (印度土人地方軍), and an Air Force. In 1929, the total military strength was 280,223 personnel, with enormous expenses of 550 million rupees (approximately 450 million won (圓)).
Among these, the Regular Army, occupying the foremost position with 60,000 troops, consists of regular British Army units dispatched on rotation. It includes 45 infantry battalions, 5 cavalry regiments, various artillery units totaling 67 batteries, 8 armored car companies, 4 engineer companies, 16 signal corps companies, 22 motor transport companies, etc.
Besides this, there are 24,000 military police and border guards providing double defense. Furthermore, about 600 princely rulers maintain private troops totaling approximately 42,000, which are outside the Indian government's budget. A fact that comes to mind here is that during the European Great War (歐洲大戰, WWI), India, believing in Britain's political promises (which later turned out to be cunning falsehoods and stratagems, 奸妙한 虛僞, 計畧), mobilized 1.5 million troops, sending one million of them to the battlefields <58>
(Hereafter, pages 59-62 are missing - National Institute of Korean History)
<52-62>

**Summary**

This 1931 article, compiled by Kim Tong-hwan for the Korean magazine *Samch'ŏlli*, presents statistics on British India. It covers rising labor strikes and union membership (particularly in Bombay) and describes fierce peasant movements against moneylenders and colonial policies like the Forest Law, citing uprisings in Bengal and Burma. The piece outlines India's colonial administrative structure under the British Governor-General and the limited powers of its bicameral legislature. It highlights India's vast agricultural wealth (rice, wheat, cotton, jute) and details its trade patterns, emphasizing the large export of raw cotton to Japan and imports of cotton goods, increasingly from Japan challenging British dominance. Finally, it touches upon modern industries like cotton and jute mills, largely British-owned, and provides figures on the British Indian Army's composition and cost, mentioning India's contribution to WWI.

For Korean colonial history, this article is interesting as it reflects a Korean perspective on another major Asian colony under imperial rule. It details anti-colonial resistance (labor strikes, peasant revolts) and economic exploitation (resource extraction, trade imbalances favouring the colonizer and increasingly Japan), themes resonant with Korea's own experience under Japan. The specific mention of the significant India-Japan cotton trade would have been particularly relevant to Koreans, given Japan's industrial activities in Korea and the broader East Asian economic sphere controlled by Japan. Historians might find the detailed statistics, the description of resistance movements, and the framing of India as both a "treasure trove" and a site of struggle valuable for understanding contemporary Korean views on colonialism and anti-colonial movements elsewhere.

**Named Entities**

金東煥	김동환	Kim Tong-hwan
印度	인도	India
뽐베-	봄베이	Bombay
赤色勞働組合	적색노동조합	Red Labor Union
푸로핀턴	프로핀테른	Profintern
벤갈	벵골	Bengal
론돈	런던	London
삐루마	버마	Burma
國民會議派	국민회의파	National Congress Faction
英國	영국	Britain
英印圓卓會議	영인원탁회의	Anglo-Indian Round Table Conference
싸이몬委員會	사이먼 위원회	Simon Commission
어-윈卿	어윈 경	Lord Irwin
日本	일본	Japan
伊太利	이태리	Italy
獨	독일	Germany
白	벨기에	Belgium (Abbr.)
佛	프랑스	France (Abbr.)
中國	중국	China
智利	칠레	Chile
米國	미국	United States
布哇	하와이	Hawaii (Likely transliteration, appears contextually strange in trade table)
白耳義	벨기에	Belgium
和蘭	화란	Holland (Netherlands)
海峽殖民地	해협식민지	Straits Settlements
아메-그바-드	아메다바드	Ahmedabad
歐洲大戰	구주대전	European Great War (WWI)

**Glossary**

最近	최근	Recently
統計	통계	Statistics
合理化	합리화	Rationalization
鬪爭	투쟁	Struggle, fight
漸漸	점점	Gradually, increasingly
잇다	있다	To exist, to be (Older spelling of 있다)
組合員數	조합원수	Number of union members
管區	관구	Jurisdiction, administrative district (here: Presidency)
이르럿다	이르렀다	Reached, amounted to (Older spelling/form of 이르렀다)
邁進하다	매진하다	To stride forward, push forward vigorously
窮狀	궁상	Plight, miserable state
蜂起	봉기	Uprising, revolt
貸金業者	대금업자	Moneylender
燒却하다	소각하다	To burn down, incinerate
彈壓	탄압	Suppression, oppression
頻發하다	빈발하다	To occur frequently
採伐하다	채벌하다	To fell (trees), cut down
獨占하다	독점하다	To monopolize
總督	총독	Governor-General
圓卓會議	원탁회의	Round Table Conference
聯邦案	연방안	Federal plan/proposal
參事會	참사회	Council
所轄하다	소할하다	To have jurisdiction over
駐剳軍	주차군	Stationed army/troops
協贊權	협찬권	Right of assent/approval (esp. for budget)
殖民地	식민지	Colony
寶庫	보고	Treasure house, repository of treasures
棉花	면화	Raw cotton
黃麻	황마	Jute
阿片	아편	Opium
俵	표	Bale (counter for straw, cotton, etc.)
버금가다	버금가다	To be second to, rank next to
輸出하다	수출하다	To export
注目을 끄으다	주목을 끌다	To draw attention (Older spelling of 끌다)
該當하다	해당하다	To correspond to, be applicable
綿製品	면제품	Cotton goods/products
메리야스	메리야스	Knitted goods, hosiery (loanword)
殷盛하다	은성하다	To be prosperous, flourishing
凋落하다	조락하다	To wither, decline, fall into decay
賃銀	임금	Wages, pay
低兼하다	저렴하다	To be cheap, low-priced (Used here for low wages)
푸로레타리아-	프롤레타리아	Proletariat (loanword)
奸妙하다	간묘하다	Cunning, crafty, artful
虛僞	허위	Falsehood, untruth
計畧	계략	Stratagem, scheme, trick


---------------------------


잡지명	삼천리 제17호
발행일	1931년 07월 01일
기사제목	最近印度의 統計
필자	金東煥 編
기사형태	소식

最近印度의 統計
						金東煥 編
勞動者統計

最近 數年間 印度에는 産業合理化의 强行에 對抗하여 勞働者의 經濟鬪爭이 漸漸 前進하여 오고 잇다. 卽 스트라익의 統計를 보건대
年度      人員
1926년   131,655
1927년   186,811
1928년   507,000
1929년   531,000
또한 勞働組合員數도 增加하여 뽐베-管區에서는 1926년에 59,000人 1927년에는 75,000人, 1928년에는 95,000人, 1929년에는 20만人에 이르럿다. 赤色勞働組合(푸로핀턴)의 調査에 의하면 印度全土의 組織勞働者數는 1929년에 40萬名이라 한다.

農民運動

印度의 모든 情勢가 農業XX에 向하야 邁進하고 잇는 것은 一般이 承認하는 바이다. 더구나 農業恐慌에 의하여 그 窮狀이 深刻化한 1930년의 農民鬪爭은 猛烈한 바가 잇다. 1930년7월 「벤갈」地方에 廣汎한 農民蜂起가 잇섯다. 그것은 主로 貸金業者를 攻擊한 것으로 500平方哩地方에<52> 널너잇는 貸金業者의 집을 燒却하고 證書를 破棄하엿다. 鎭壓으로 나갓든 軍隊警官은 發砲까지 하여 彈壓에 힘썻스나 年末까지 아직 끈치지 안엇다. 「벤갈이」新聞의 報導에 의하건대 이 사건에 關聯하여 投獄된 農民이 6,000人以上이라 한다. 또 론돈「타임쓰」의 所報에 의하면 米價下落 때문에 「삐루마」에 暴動이 일어낫는데 「農民은 발듸잔奇襲戰을 하여 森林속에 숨어 잇다. 이 運動으로 農民가운데 被殺當한 자 300名, 負傷한 者 200名, 捕虜된 者 300名이다. 農民들은 地主와 政府에 小作料, 稅金물기를 하지안어 農民과 警官과의 衝突이 頻發하고 잇다. 또 國民會議派의 「森林運動」이란 것이 잇다. 數萬의 農民이 森林잇는 곳에 가서 거기서 家畜을 치고 그리고 森林을 採伐하여 버린다. 森林은 政府에서 獨占하는 것으로 家畜을 放牧한다. 樹木의 伐採는 禁하는 것이다. 이 森林法 反對의 大衆行動 때문에 警官과 農民사이의 衝突이 쉴사이가 업다.

印度의 政治組織

3억2천만名에 1백8십만方哩의 寶庫 印度를 統治하고 잇는 印度總督은 現在 英印圓卓會議前期하야 싸이몬委員會가 提出한 聯邦案에 反對하야 視聽을 끄을든 어-윈卿이다. 이 全印度行政機關의 首腦者인 어-윈卿은 英國皇帝의 親任으로 任期5년(不文律이나)이다. 그래서 첫재는 國王의 代理요 둘재는 英國政府의<53> 代表요, 셋재는 印度政府의 首腦者이다.
總督의 行政은 特別한 境遇 以外는 文部, 內務, 財政, 商業, 産業及勞働, 司法의 六行政部의 長官으로 組織한 參事會의 合議에 의하야 行하며 外務는 總督自身이 所轄하고 軍務는 印度駐剳軍司令官이 마터하고 잇다. 參事會員中 3명의 印度人이 잇는데 卽 文部, 産業及勞働, 司法의 各長官은 印度人을 任命하고 잇다.

印度議會

다른 民主主義 國家 모양으로 印度에는 立法機關에 上下兩院이 잇스니 上院은 34명의 民選과 36명의 官選 合60명(任期各5년)의 議員으로 되엇고 下院은 144명(그중 104명은 民選, 40명은 官選=任期3년)으로 되엇는데 이 議會는 法律을 制定하고 豫算의 協贊權을 가지고 잇스나 殖民地의 悲哀라 할가 政府는 議會에 대하야 責任을 지지 안을 뿐더러 總督은 議會의 決議를 拒否하며 召集解散을 마음대로 하게 되엇다. 選擧有權者는 21歲부터 被選擧資格은 25歲부터 그러고 印度는 15區에 行政區域으로 나누어 잇는데 그중 아홉州에는 國王親任의 知事로서 行政長官으로 하고 남저지 6州에는 印度政府가 任命한 州務官을 두고 잇다.

可驚할 農産物

英帝國主義가 지탱하여 나가는 그 根據의<54> 根據라고도 할 만한 寶庫 印度의 富源은 大體 어대에 잇는가. 무엇보다 몬저 손곱을 것은 豊富한 그 農産物이다. 農民이 全人口의 7割1分이오 그밧게 收畜業者까지 合算하면 7割3分을 超過하는 터인데 2억8천만英反(에-카)의 耕作地로부터 棉花, 米, 麥, 茶, 阿片, 黃麻, 甘蔗, 琲珈등의 온갓 産物이 出産된다. 其中 主要한 것을 들면
米作은 全耕地의 約3分1을 占하여 熱帶地方이니만치 年3回式 秋收하는데 年産額 3천만噸이요. 麥도 年産 1천만噸, 甘藷의 種植面積 3백5십만英反, 琲珈 2천8백만封度.
그러고 棉花는 米國에 버금가는 大産地로 年産額 5백5십만俵에 及하는데 이 가운데 2백만俵는 國內에서 쓰고 3백5십만俵는 國外에 輸出되는데 그중 半分은 實로 日本에 輸出되는 것이라. 印度棉業과 日本紡績業이 緊密한 關係를 가지 잇는 것은 이 點으로 보아 明白하다. 그런데 오늘(6월20일)의 外電은 간띄-가 棉絲의 日英輸出에 대하야 反對할 것을 團束하엿슴으로 그 結果는 注目을 끄으지 안을수 업다.
그리고 黃麻, 이것도 年産額 천2백만俵에 達하야 全輸出額의 2割을 占하고 잇다.

生産品의 輸出

印度의 農民, 勞働者의 피땀으로 生産되어 나온 모든 産物은 어대로 나가는가.<55> 爲先 棉花부터 보건대 生産高의 半分은 印度內地에서 消費되고 남어지 全輸出額의 5割이 日本에 其餘가 伊太利, 獨, 白, 佛이다. 印度의 1929년도 棉花輸出額 6억6천만루비-.
그다음 穀物을 보건대 1927년도에 4억3천만루비-의 輸出額中 大部分은 米엇는데 輸出國은 獨逸이 首位로 約34만噸, 그 價格5천만루비-. 그러고는 日本, 海峽殖民地, 和蘭等等이며 米以外의 小麥, 小麥粉, 豆類의 年産 30만噸, 4천5백만圓中 거이 全部가 英國으로 輸出된다.
이밧게 黃麻 3억2천만루-비는 英米國, 中國, 智利等 諸國이며 한편 輸入을 보건대 主要輸入品이 綿製品으로 綿布, 綿絲, 메리야等 輸入年額이 6억5천만루비-로 全輸入額의 2割6分에 該當하다. 더욱 印度에 輸出하는 나라는 數年前까지는 英國이 9割가량으로 거이 全部엇스나 最近에 이르런 英國의 6割5分에 대하야 日本品 3割울 算하고 잇스며 더욱 「메리야스」가튼 것은 日本品이 第一로 1천2백5십만루비-를 헤이는데 反하야 米國이 30만루비-, 英國이 10만루비-를 算하고 잇슬 뿐이다. 이제 主要相對國과의 輸出入을 보면
貿易表  1928년現在
國名   輸入   輸出
英國   1,132   690
米國    169   361
日本    177   344<56>
獨逸    158   323
布哇    164   -
白耳義   72   134
伊太利   74   152
海峽殖民地   51  -
佛國     48   178
