Magazine Title: 三千里
Publication Date: 1931년 07월 01일
Article Title: 新聞夜話 (Newspaper Night Talk)
Author: Not Specified
Article Type: 소식 (News/Tidings)

新聞夜話 (Newspaper Night Talk)

*Chosŏn Ilbo* editorials are most often written by its company president, Mr. An Chae-hong, and also by Mr. Yi Yŏ-sŏng, an authority on the "Study of Weak and Small Nations," Mr. Pae Sŏng-nyong, famous for his book "Chosŏn Economy" after finishing Nihon University, and Mr. Yi Sŏn-gŭn, a young historian who authored "Recent Chosŏn History" after finishing the history department at Waseda University, among others who take up the pen. Although they have now left the company, until recently, Messrs. Hong Myŏng-hŭi, Yi Kwan-yong, Yi Kwan-gu, Mun Il-p'yŏng, Hong Ki-mun, and others also wrote editorials.

At the *Tonga Ilbo*, there are quite many who write editorials. Messrs. Yi Kwang-su, Ham Sang-hun, Sŏ Ch'un, Kim Chang-hwan, Chu Yo-han, Kim U-p'yŏng, and sometimes President Song Chin-u and Acting Chief Editor Sŏl Ŭi-sik are said to take up the pen. However, in terms of volume, the one who writes the most is undoubtedly Mr. Ham Sang-hun, an authority on "Weak and Small Nations" and "Cooperative Union Theory."
The initial editorial team at the time of founding included Messrs. Chang Tŏk-su, Kim Myŏng-sik, Yu Kŭn, and Pak Il-byŏng. At that time, whenever they picked up the pen, the tone was mostly one of tragic indignation, somewhat childish, along the lines of "Oh, 20 million brethren, look upon this withered land," etc., but editorials these days are scientific and much more intellectual, giving a sense of a different era.<29>

Editorials for the *Chungoe Ilbo*, whose very existence (명맥 有無) is now in doubt, were often written by the young polemicist Mr. Yi Chŏng-sŏp, a graduate of the University of Paris (巴里大學), and Messrs. Min T'ae-wŏn, Yi Si-mok, and the poet Kim Tong-wŏn also used to take up the pen.

While the *Chosŏn Ilbo*'s "P'almyŏnbong" (八面鋒) column sometimes features flabby, pointless classical phrases (閑文句) popping up without reason, the *Tonga Ilbo*'s "Hoengsŏl Susŏl" (횡설수설) often has sharp, killing phrases (촌철살인의 名句) that pierce the reader's heart. The *Tonga*'s is said to be written by Mr. Sŏl Ŭi-sik. One might say it rivals the level of Uno Tetsuto's "Tensei Jingo" (天聲人語) in the *Ōsaka Asahi*.

On the front page of the June 23rd issue of the *Tonga Ilbo*, a historically great photograph was displayed.
Namely, a photograph taken showing Chairman Song [Chin-u] welcoming the resigned Governor-General Kodama [Hideo] (兒玉총감), who came to the company office (來社) to pay respects, smiling shoulder-to-shoulder (微笑竝肩) at the entrance.
That day and night, loud laughter and smiles (放聲微笑) indeed!

This newspaper company kindly put out an extra edition (호외) late at night, around 3 AM (夜半 3更), on a certain day last May concerning the Kyŏngsŏng Municipal Council (京城府議) election results. Also, they took a picture when the candy seller "Morinaga Caramel" (森永キヤラメル) came, and published it large in the newspaper as if they were a company guest (社賓).

Former *Chosŏn Ilbo* president Mr. Sin Sŏk-u suddenly takes office as the owner (資主) of an automobile company. Should we lament "Alas, the impermanence of human affairs!" (哀吾兮人世無常) regarding the newspaper presidency he obtained by paying 300,000 won? How truly difficult is the "Way of the President" (社長之道也)!<30>

However, Mr. Sin misunderstood the "Way of the President." He drove out employees by the dozens, woo-woo, thinking that the remaining staff, who were there for their livelihood (口食), had gathered under his banner (傘下) out of admiration (推服) for his supremely lofty and magnanimous character and virtue (至高至厚한 인격, 덕망), residing in solitary dignity (獨也尊居). He didn't realize that within that gap (間隙) lay the "Way of the President's Downfall" (社長沒落之道). Who was it that brought ruin to the Six Kingdoms (六國)? It was Qin (秦)...

Every time the Police Affairs Bureau Chief (경무국장) changes, one newspaper company receives a "suspension of publication order" (정간처분) during their tenure. During Akaike's (赤池) time, the *Tonga Ilbo*; during Maruyama's (丸山) time, the *Chosŏn Ilbo*; during Mitsuya's (三矢) time, the *Tonga Ilbo*; during Asari's (淺利) time, the *Chungoe* [Ilbo] and *Chosŏn Ilbo*; during Morioka's (森岡) time, the *Tonga Ilbo*. This was scientific. So, what about this time?

Recently, there are no newspapers being confiscated (압수). Compared to the prime years (當年), is this progress (進步乎) or regression (退步乎)?

Recently, the focus (초점) of the Chosŏn movement is in the Hamnam (咸南) region, and because of that, the quality and quantity of newspaper articles from there are the greatest and also the most intense, but look at the recent *Tonga Ilbo*. It is too pitiful (기구하다) to lament the lack of talent (인재엄슴) among the regional reporters. Transfer the main office special correspondents (특파원) stationed in quiet places (閑地) like Sinŭiju (新義州), Inch'ŏn (仁川), Pusan (釜山), etc., to that place [Hamnam]. Transfer them!

Looking at recent newspaper personnel changes, along with lengthy inaugural addresses (취임사) repeatedly proclaiming "I, I" (予가 予가), at the *Chosŏn Ilbo*, Mr. An Chae-hong <31> was appointed from Vice President to Acting President, and from Acting President to President. Arts and Culture Department Head Yŏm Sang-sŏp, and the prominent young reporter of the Social Affairs Department, Kim Ki-rim, both resigned.
At the *Tonga*, besides the female reporter Ch'oe Ŭi-sun, who had been recuperating (靜養) in a quiet place for the past three months and has now recovered significantly (쾌차하여) and started coming to the office (出社) recently, it is as calm (沈靜) as an old pond (古沼), with no wind blowing and no waves arising (風不吹, 波不起).<32>

**Summary**

This 1931 article from *Samch'ŏlli* magazine provides a critical overview of the contemporary Korean newspaper scene, focusing on the *Chosŏn Ilbo* and *Tonga Ilbo*. It discusses their editorial staff, contrasting the intellectual depth of *Chosŏn Ilbo*'s writers with the larger number and perceived sharpness of *Tonga Ilbo*'s columnists. It notes the decline of the *Chungoe Ilbo*. The author satirizes the *Tonga Ilbo*'s fawning coverage of Japanese officials (Governor-General Kodama) and commercial interests (Morinaga). The article comments on the downfall of former *Chosŏn Ilbo* president Sin Sŏk-u, attributing it to arrogance. It observes a pattern of newspaper suspensions coinciding with new Police Affairs Bureau Chiefs and questions whether the recent lack of confiscations is progress. Finally, it criticizes the *Tonga Ilbo*'s staffing in the politically active Hamnam region and reports recent personnel changes, including An Chae-hong's rise at *Chosŏn Ilbo* and the relative quiet at *Tonga Ilbo*.

From a historical perspective, the article offers valuable insights into the competitive and politically charged atmosphere of the colonial Korean press. Historians might find interest in the specific names of journalists and their affiliations, the commentary on editorial styles reflecting intellectual currents, the critique of perceived collaborationist behavior by the *Tonga Ilbo*, the mention of specific Japanese police chiefs linked to press suppression, and the highlighting of regional reporting importance (Hamnam), reflecting the dynamics of nationalist movements and colonial control.

**Named Entities**

朝鮮日報	조선일보	Chosŏn Ilbo
安在鴻	안재홍	An Chae-hong
李如星	이여성	Yi Yŏ-sŏng
日大	일대	Nihon University
裵成龍	배성룡	Pae Sŏng-nyong
早大	조대	Waseda University
李瑄根	이선근	Yi Sŏn-gŭn
洪命憙	홍명희	Hong Myŏng-hŭi
李灌鎔	이관용	Yi Kwan-yong
李寬求	이관구	Yi Kwan-gu
文一平	문일평	Mun Il-p'yŏng
洪起文	홍기문	Hong Ki-mun
東亞日報	동아일보	Tonga Ilbo
李光洙	이광수	Yi Kwang-su
咸尙勳	함상훈	Ham Sang-hun
徐椿	서춘	Sŏ Ch'un
金章煥	김장환	Kim Chang-hwan
朱耀翰	주요한	Chu Yo-han
金祐坪	김우평	Kim U-p'yŏng
宋鎭禹	송진우	Song Chin-u
薛義植	설의식	Sŏl Ŭi-sik
張德秀	장덕수	Chang Tŏk-su
金明植	김명식	Kim Myŏng-sik
柳槿	유근	Yu Kŭn
朴一秉	박일병	Pak Il-byŏng
中外日報	중외일보	Chungoe Ilbo
巴里大學	파리대학	University of Paris
李晶燮	이정섭	Yi Chŏng-sŏp
閔泰援	민태원	Min T'ae-wŏn
李時穆	이시목	Yi Si-mok
金烔元	김동원	Kim Tong-wŏn
八面鋒	팔면봉	P'almyŏnbong (Column Name)
횡설수설	횡설수설	Hoengsŏl Susŏl (Column Name)
大阪朝日	오사카 아사히	Ōsaka Asahi
宇野哲人	우노 데쓰토	Uno Tetsuto
天聲人語	천성인어	Tensei Jingo (Column Name)
兒玉	고다마	Kodama (Hideo)
京城府議	경성부의	Kyŏngsŏng Municipal Council
森永キヤラメル	모리나가 캐러멜	Morinaga Caramel
申錫雨	신석우	Sin Sŏk-u
秦	진	Qin
赤池	아카이케	Akaike
丸山	마루야마	Maruyama
三矢	미쓰야	Mitsuya
淺利	아사리	Asari
森岡	모리오카	Morioka
咸南	함남	Hamnam (South Hamgyŏng Province)
新義州	신의주	Sinŭiju
仁川	인천	Inch'ŏn
釜山	부산	Pusan
廉想涉	염상섭	Yŏm Sang-sŏp
金起林	김기림	Kim Ki-rim
崔義順	최의순	Ch'oe Ŭi-sun

**Glossary**

사설	사설	Editorial
집필	집필	Writing (an article, book, etc.)
만코	많고	Many/much and... (older spelling of 많고)
권위	권위	Authority
저명한	저명한	Famous, renowned
소장	소장	Young, junior, up-and-coming
사학가	사학가	Historian
퇴사	퇴사	Resignation, leaving a company
하엿스나	하였으나	Did, but... (older spelling of 하였으나)
하엿섯다	하였었다	Used to do (older past perfective spelling of 하였었다)
퍽으나	퍽이나	Quite, very (alternate spelling of 퍽이나)
만타	많다	Many, much (older spelling of 많다)
각금	가끔	Sometimes (older spelling of 가끔)
붓을 잡는다	붓을 잡는다	Takes up the pen, writes
분량	분량	Quantity, volume
만히	많이	Many, much (adverb; older spelling of 많이)
잇서서	있어서	Regarding, in, because there is (older spelling of 있어서)
단연	단연	Decidedly, undoubtedly
창간	창간	First publication, launch (of a newspaper/magazine)
당초	당초	At first, in the beginning
잇섯섯다	있었었다	Used to exist/be (older past perfective spelling of 있었었다)
운운식	운운식	Style of saying 'etc.', 'so on and so forth'
비분강개	비분강개	Tragic indignation, lamentation and resentment
치기잇는	치기 있는	Childish, immature
어조	어조	Tone (of voice), diction
이지음	이즈음	Nowadays, these days (older form of 요즈음 or 이즈음)
훨신	훨씬	Much more (older spelling of 훨씬)
이지적	이지적	Intellectual
격세지감	격세지감	Feeling of being in a different era, sense of vast change
명맥	명맥	Lifeline, continued existence
논객	논객	Polemicist, commentator
봇	붓	Brush, pen (older spelling of 붓)
잡엇섯다	잡았었다	Used to hold/grab (older past perfective spelling of 잡았었다)
탄력업는	탄력 없는	Inelastic, flabby, lacking springiness (older spelling)
주책업시	주책없이	Thoughtlessly, indiscreetly, without reason (older spelling)
촌철살인	촌철살인	Killing with a single pointed remark, epigrammatic wit
폐부	폐부	Lungs, heart, innermost feelings
찌름	찌름	Piercing, stabbing
~ㄹ걸	~ㄹ걸	Sentence ending expressing conjecture or mild regret (might, perhaps)
사직한	사직한	Resigned (from office)
총감	총감	Governor-General (abbreviation of 총독감사)
인사차	인사차	For the purpose of greetings/paying respects
내사	내사	Visiting a company/office
주석	주석	Chairman, president (here referring to Song Chin-u)
영접	영접	Welcome, reception
병견	병견	Shoulder-to-shoulder
촬영	촬영	Photographing, filming
방성미소	방성미소	Laughing loudly and smiling
~인저	~인저	Indeed!, truly! (emphatic sentence ending)
호외	호외	Newspaper extra
내읍시다	내었습니다	Put out, published (older polite form of 내었습니다, used ironically)
사탕장수	사탕장수	Candy seller
사진박어	사진 박아	Taking a picture (older spelling/form of 사진 박아)
사빈	사빈	Company guest
~인드시	~인 듯이	As if (older spelling of ~인 듯이)
전	전	Former
일약	일약	Suddenly, at a stroke, overnight
자주	자주	Owner, proprietor
취임	취임	Taking office, inauguration
애오혜	애오혜	Alas! (Classical Chinese interjection)
인세무상	인세무상	Impermanence of human affairs (Sino-Korean phrase)
탄할	탄할	To lament, deplore
지난한	지난한	Extremely difficult, arduous
알엇다	알았다	Knew, understood (older spelling of 알았다)
사원	사원	Company employee
모라내고	몰아내고	Driving out, expelling (older spelling of 몰아내고)
구식	구식	Livelihood, means of eating
와잇는	와 있는	Who are here/present (contracted older form of 와 있는)
지고지후	지고지후	Supremely lofty and magnanimous
인격	인격	Character, personality
덕망	덕망	Virtue and reputation
추복	추복	Admiration, looking up to with respect
산하	산하	Under one's banner/influence/command
독야존거	독야존거	Residing in solitary dignity (Sino-Korean phrase)
간극	간극	Gap, interval, crevice
몰낫다	몰랐다	Did not know (older spelling of 몰랐다)
망해운	망해 온	That brought ruin (older form/spelling related to 망하게 한)
경무국장	경무국장	Police Affairs Bureau Chief
갈니울	갈릴	To be changed/replaced (older future modifier form of 갈리다)
재직	재직	Being in office, tenure
정간처분	정간처분	Order for suspension of publication
당한다	당한다	Suffers, undergoes, receives
과학적	과학적	Scientific (used ironically here)
근래	근래	Recently
압수	압수	Confiscation, seizure
맛는	맞는	Receiving, suffering, being subjected to (older spelling of 맞는)
업다	없다	There is not, to lack (older spelling of 없다)
당년	당년	That time, those years, the year in question
진보호	진보호	Progress? (interrogative form using 乎)
퇴보호	퇴보호	Regression? (interrogative form using 乎)
초점	초점	Focus, focal point
잇는데	있는데	Is in/exists, and... (older spelling of 있는데)
