잡지명	개벽 제11호
발행일	1921년 05월 01일
기사제목	開拓生活 (Pioneering Life)
필자	金惟邦
기사형태	문예기타 (Literary Miscellany)

開拓生活
						金惟邦

It was noon one day. Near where I live, I saw a naked young child, covered in dirt, following older children with immature steps, mumbling something incomprehensible, yet seemingly declaring, "I too am an indispensable friend among you," playing without a shred of fear. The moment I saw that child, I was suddenly reminded of a turkey chick not long after hatching. However, I realized the child's expression was strangely familiar in my memory.

I soon knew the child was the third son of a certain friend of mine.

When that child was born, I was lodging together with the child's father—that is, my friend.

From time to time, the child's father would look down upon the owner of that mysterious and incomprehensible life, writhing in the afterbirth, and bestow an unknowable smile upon the small, red face—barely formed.

That was merely a few years ago. Seeing this child now, I certainly cannot recall even dimly the expression from that time. Only now, seeing this young child before me, covered in dirt, playing with all the other children with an expression completely natural, as if saying, "I too am one of these other children, no, one person among all humanity, possessing the right to dwell in this universe," and realizing how that expression is unmistakably similar to his father's—my friend's—expression, I then connected the turkey chick to the newborn life crying in the afterbirth several years ago.<92>

"Oh, the mystery of human 'life'!"

As if experiencing human 'life' for the first time, I watched the child playing with eyes of wonder.

"Humans live..." What is that? I do not intend to ask whether there is any value in it or not. Furthermore, I know that even if I were to ask, there would be no one who could answer.

I merely wish to ask what the significance of "humans live..." is. The absolute mystery of 'life' must surely possess some significance.

What is the significance of "humans live..."? What meaning does that strange mystery signify? Is it no different from the so-called 'life' possessed by all organisms that dwell in this universe—that is, everything that "lives"? If so, then for what significance do all those lives continue their 'life'? Within the curtain enclosing that mystery, must there not be something we must realize, something we cannot help but realize? When I see the 'light' of that life which lives, I always see in its expression the ceaseless cry of 'demand'. I feel this most acutely, its color most intense and its cry most profound, not just in the so-called 'life' possessed by all organisms, but specifically in "humans live...".

The walls of conventional morality, which not only denied one's own existence but also obstructed the desire for 'life' of all humankind, repeatedly fought fierce battles against the absolute power of the 'demand' of "humans live," until its strength to resist was exhausted, forced to acknowledge the sorrow of being trampled. However, the demand of human 'life' surely does not lie solely in trampling morality, solely in destroying morality. Then where does it lie? Like flowing 'water,' constantly moving forward from a new place to yet another new place without even momentary stagnation—this must be the crying demand of 'life.' What is advancing forward? Is it upward progress? Or downward decline? No one can know. Merely abandoning the known for the unknown, discarding the present for the future, endlessly repeating construction and destruction—this must be the desire of life itself. This is an irresistible 'force' striving to pioneer something for the sake of its own life, for the sake of the will to 'live.'

However, the utilitarians (功利主義者) of the world attack this, calling it misguided egoism (利己主義). Of course, it may be a fact<93> that it is egoism. But it is also a fact that it is not misguided. This is because it is the true intention of the irresistible demands, both physical and mental—the form and content of the genuine 'life' of all humankind.

In the world, I see no hypocrite possessing such cruel contradictions as the utilitarian. True egoism, while annihilating misguided utilitarianism, will allow perfect public benefit (公利) to be established before humankind. "All humans, each relying on the demands of their own 'life,' should pioneer something for themselves" — this is telling all humankind to constantly advance without stagnation from a new place to yet another new place. Whether you call it progress, development, or transcendence, it means not stagnating in one place but advancing toward some other place. It is a natural and human principle based on the will to live, which cannot be distorted. Utilitarians, unable to grasp this, merely view it objectively or partially, seeking only to defile the true meaning of egoism.

However, these so-called utilitarians, who claim a different viewpoint, are always characterized by their arrogance. They merely utilize a certain era, trend, or populace, seeking by some means to satisfy their physical desires—that is, aiming for a kind of victory, a position based on falsehood or opposed to the will to 'live.' To rephrase, they utilize some opportunity and are satisfied with the position of reward received merely through those means, the position of utility (功利), from which arises their great arrogance. Satisfaction is stagnation. When flowing water stagnates, mold inevitably grows on it. It develops a stench. Duckweed covers it. This is the miserable phenomenon that utilitarians inevitably create for themselves.

But the true egoist is always humble. Because he always perceives some flaw within himself. He is never satisfied with the existing frame. Forward, ever forward, relying solely on the demands of his own life, he seeks to pioneer something...

This must be the inviolable norm of nature. The form and content of the demand for 'life' is not a 'point' that rests static anywhere. The meaning of 'life' must signify a 'line' that intends to pass ceaselessly through an infinite process like a revolving lantern (走馬燈). If there is anyone who violates this—anyone who halts their mental pioneering in some manner—they cannot but be a<94> rebel against nature, ignoring the will to live.

If the true meaning of 'life' signifies an infinite, progressive 'line,' then that 'line' must be a mental activity signifying process. Mental activity signifying process must inevitably be an endless pioneering life. Then that endless pioneering life must be for the sake of each person's own demand for 'life.' The purpose of demand must be some kind of value. Pioneering life, seen philosophically, must be the entire value of human 'life.' However, lacking sufficient philosophical knowledge, I cannot make evaluative judgments. Therefore, I call mental pioneering life simply the will to live. Whether it is upward or downward progress—just as humans inevitably mature after birth—I say it is merely a natural norm of advancing forward.

The demand for 'life' must inevitably possess the dual meaning of destruction and construction. Therefore, this is infinite progress. Infinite progress cannot but be infinite pioneering.

From a new place to another new place, from destruction to new construction... This is the demand of each individual's life, and at the same time, it must be egoism. And while being egoism, it must also be non-partial egoism, that is, humanism (人性主義, 휴맨이즘).

When we desire something, it is only during the time we have not yet fully obtained it—that is, only during the time we are trying to obtain something—that the concept of longing (憧憬) arises, that we yearn (思慕) for it, and that our entire being is in tension (緊張). However, once that something we desired becomes reality before us, nothing remains in our entire being but satisfaction. Satisfaction is mental rest (休息) where longing, yearning, and tension disappear. Rest signifies 'death.' Human 'life' will surely never grant infinite rest. Year after year, month after month, day by day, hour by hour, minute by minute, second by second, the demand of human life never permits even momentary or instantaneous stagnation but desires to face forward, ever forward—the will to live. This is something everyone must acknowledge.

The time to delight in the teachings of sages and worthies (聖賢), the time to yearn for them, holds value only during the period one did not know them. Once we have pursued their limits, nothing remains but a lump of tribute in the form of formal worship (崇拜), with nothing to replace it. If a person's entire being stagnates in this concept of worship and does not attempt to pioneer something<95> new, then in the next moment, everything will atrophy (萎縮), creating one who knows nothing again. Therefore, by endlessly repeating between a certain starting point and endpoint, eventually, nothing but the sorrow of weariness (倦怠) will remain.

Look at us in this transitional period (過渡期). They must have, within a certain era, understood well the teachings of Confucius and Mencius (孔孟), pursued their limits, leaving no room for further exploration. However, because their entire being stagnated in the formal moral concept called worship, they did not think of pioneering new life but clung fast within the rest called satisfaction. Consequently, in the next moment, everything atrophied, merely shuttling back and forth between the same starting point and the same endpoint, ultimately giving birth to us, crying in weariness, nearly idiotic (白痴). Worship may be necessary. It is the endless footprint of the past process of the pioneer. But do not cling (執着) to it. This is surely rebellion against the will to 'life.'

Satisfaction is rest. Rest is 'death.' Clinging to this 'death' of rest called satisfaction, where longing, yearning, and tension—that is, mental activity—are absent, is truly a greatly fearful thing that ignores the meaning of life called humanity.

The reason Korean Christianity (朝鮮의 基督敎) is still vigorous and its advance knows no bounds is simply because it is still in such a chaotic era (混沌時代), saying, "God (한우님) calls us. We seek Paradise (樂園) after death." Because the feeling of longing is still overflowing, the sense of yearning is ever stronger, and the mental activity filled with tension permeates the entire being. If the interpretation reaches the pinnacle where "God is within the spirit (心靈) of every person" and "Ask, and it shall be given to you" are fully understood, and the religious person offers the self to the realm of spiritual life, creating God themselves and constructing heaven in the real world, thus achieving that ideal—if the interpretation of the Bible reaches such a height, then they must either destroy present Christianity and construct something new, or else, if they stagnate there, they will inevitably repeat between the first starting point and endpoint, ultimately facing the fate of crying in atrophied weariness.

Saying "Blessed are the poor in spirit" ("마음이 비인者는 幸福이니라") can arguably be interpreted without error as "You possess the meaning of 'life' only through your dissatisfaction." Then it must mean nothing more than "Do not stagnate; constantly pioneer new things." In this,<96> it is a fact that Christ (基督) cannot be interpreted as a hypocrite advocating falsehood. If what Christ said is interpreted based on the meaning of life, then "Love others" must inevitably mean "Others will love you." "Judgment is near. Those who love one another will gain life, but those who do not will die." If the Bible cannot be interpreted this way, so be it; but if it can also be interpreted with this meaning, then it must also mean nothing more than "For you to live, love others." Therefore, those who attack Christ as a hypocrite are also those who have lost their subjectivity. This must be philanthropy (博愛) composed solely of true egoism based on human nature (人性). However, he who sacrificed himself solely for that principle is also undeniably a great man. Therefore, the footprint of Christ's pioneering will forever have its light.

True egoism is indeed like this. Because it cannot betray the will to 'life.' If we do not premise this thing called the will to 'life,' then it's uncertain, but if the basis of everything is the irresistible desire that "humans live," then there is no philanthropist who is not egoistic, no sage or worthy, no inventor, no great philosopher, no great artist—none who did not have egoism as their foundation. Mental pioneering carries the great meaning of egoism that conforms to nature, nurturing one's own life. Constantly promoting the will for one's own 'life' and striving to pioneer something is the characteristic of the true egoist.

Utilitarians, who view this great meaning of human nature—this egoism that strives to advance constantly without stagnation—merely through a mistaken objective or partial lens, fail even to interpret its true meaning and merely attempt contradictory attacks. This is not an attack on the principle of egoism itself, but an attack on its name—such is its superficial meaning. If there were no one nurturing their own life, the 'life' of all humankind would inevitably wither and become desolate, like vegetation parched in a drought (旱灰). Furthermore, misguided morality and contradictory utilitarianism, which not only ignored one's own existence but also obstructed the life-will of all humankind, have absorbed the blood of humanity's life-will, removed its vitality, and only given 'life' the sorrow of autumn.

Pioneering life is by no means the principle of destroying others (他滅主義). However, all the products of empty convention surrounding it, and all the sediments (沈澱物) arising from wicked jealousy (猜忌心),<97> carry the fate of self-destruction. The only thing that will forever leave its path is the process of the pioneering life composed solely of egoism. That is, that process is the footprint of destruction and construction emerging from the will to 'life.' It cannot but be the infinite 'line' recording the pioneering of humankind. All sages, all heroes, great philosophers, great inventors, great artists—all these people invariably created this infinite 'line' of process. This cannot but be the record of their pioneering lives, repeating construction upon destruction, and again construction upon that destruction. However, beneath the great chariot wheels (大輪軌) of all those who left such records, haven't billions of evils, trillions of falsehoods, shed copious fresh blood and become miserable vengeful spirits (寃魂)? These were merely the sedimented ones (沈澱者) who stagnated in the process of others, stuffing themselves until full (滿胞肌腹). They were merely skeletons resting in satisfaction, lacking the tension of their faculties. To respect the self means to seek the self out of this sedimentation. It certainly does not mean to destroy others and establish oneself upon them. To build the process of 'life'—which will be eternally recorded, from pioneering to further pioneering, from a new place to another new new place, spurred by the will to 'life'—this must be the true meaning of egoism.

Humans can see the meaning of life only within infinite longing, infinite yearning, infinite tension. This is mental activity. Mental activity inevitably creates mental pioneering. Those without this cannot but be 'death' possessing living flesh (活肉). This must be a great misfortune ignoring nature, arising from the mental rest called satisfaction.

However, in the world, there are not a few who often misinterpret this. Many understand activity merely in the sense of physical activity, running east and west (東奔西走). They do not know that physical activity, if detached from mental activity, is merely 'death' where the will to 'life' has stagnated. This must be the mistaken action of those who ignore mental activity, namely utilitarians. They utilize a certain era, social structure, or trend to place themselves in a certain position, at which point they will stagnate in the rest called satisfaction.

This cannot but be the undeniable characteristic of the utilitarian. Therefore, starting from self-satisfaction, all longing, all yearning, all tension disappears, and what remains is merely the arrogant concept of victory, looking down on everything (睥睨). But they do not realize the stench already emanating from their own heart. Thus, between person and<98> person, they engage in nothing but struggles for empty positions. This struggle merely exposes base jealousy. Such struggles not only occur over positions but their ripples extend even to artists, who are mental life practitioners entirely unrelated. That is, utilitarians, who interpret the activity of 'life' solely as physical activity, try to deny the existence of artists, who signify mental activity. However, this is an utterly fruitless endeavor, a struggle for emptiness that does not even yield the results of fighting for position among utilitarians themselves. Why? Because no matter how much an artist makes mental activity the essence of their life, if they lack progress—that is, mental pioneering—their fate will be no more than a morning dewdrop, even without the attacks of utilitarians. Conversely, for the artist who signifies mental pioneering, even if tens of millions of utilitarians launch a general attack, their process will eternally retain its 'light.' Therefore, this struggle is said to be an even emptier, more meaningless struggle than the fight for position between utilitarians.

"Only nurture yourselves upon the will of your own 'life.' And do not interfere (干涉) with others." This must be the absolute declaration of the egoist.

When each individual views this subjectively, it cannot but be the true desire pushing all humankind forward. "For you to live, love others." "For you not to be hated, do not hate others." "And merely contend with the pioneering before you." How can this not be a true cry?

The infant crying its first cry wrapped in the afterbirth, not by human artifice but relying solely on the demand composed of the will to live, pioneers mentally moment by moment. From a place of not knowing, it comes to understand everything on its own. However, once one becomes a so-called adult (成人), gradually buffeted by the pressure of the social atmosphere, stagnating due to paralyzed fear (恐怖心), base desire for honor (名譽心), and other base ambitions (野慾), one merely confuses the meaning of life. Could this not be the phenomenon of our real society? Therefore, those who are confused by this and stagnate are the living dead who have departed from the will to 'life,' while those who, without any such confusion, pioneer something for their own sake will become those who leave behind a process of true 'life' conforming to the will to live. With this, I conclude [my thoughts on] the Pioneering Life.
(March, 1921)<99>

**Summary**

Kim Wibang argues that the essence of human "life" (삶) is a constant, forward-moving "pioneering" (개척) driven by an innate, irresistible life-will or "demand" (요구). He champions "true egoism" (진실한 이기주의) – the focus on individual self-realization and progress through endless cycles of destruction and construction – as natural, vital, and ultimately beneficial for humanity. He contrasts this with stagnant "utilitarianism" (공리주의) and blind adherence to tradition (like Confucianism or misunderstood Christianity), which he condemns as hypocritical, arrogant, and leading to decay, weariness (권태), and "death-in-life." The core message is to avoid satisfaction and stagnation, embrace constant mental activity (longing, yearning, tension), and perpetually pioneer for oneself, which paradoxically forms the basis of true humanism and progress.

From a historical perspective, this 1921 article is significant. Written during Japanese colonial rule, its strong emphasis on individual will, self-reliance ("pioneer for yourself"), progress, and the critique of stagnation and restrictive traditions (including Confucianism, often associated with the old Joseon order) can be interpreted as a call for national awakening and modernization, albeit framed in philosophical terms. The advocacy for "true egoism" as the engine of progress, while potentially controversial, could reflect a desire to break free from perceived collective passivity or subservience and foster a dynamic, self-determined spirit among Koreans under colonial oppression. Historians might find the explicit discussion of egoism, humanism, and the critique of both traditional Korean values and potentially Western influences (like utilitarianism and certain interpretations of Christianity) revealing of the intellectual currents among Korean thinkers grappling with modernity and national identity under colonial constraints.

**Named Entities**

金惟邦	김유방	Kim Wibang
孔孟	공맹	Kong Maeng (Confucius and Mencius)
朝鮮	조선	Chosŏn (Korea)
基督敎	기독교	Kido(k)kyo (Christianity)
基督	기독	Kido(k) (Christ)

**Glossary**

開拓生活	개척 생활	Pioneering Life
正午	정오	Noon
兒孩	아해	Child (Archaic form of 아이)
未熟	미숙	Immature
거름거리	걸음걸이	Gait, way of walking (Older spelling)
長成	장성	Growth to adulthood
七面鳥	칠면조	Turkey
雛子	추자	Chick, young bird
産褥	산욕	Puerperium, period after childbirth
生命	생명	Life
삶	삶	Life, living (Emphasized philosophically)
價値	가치	Value
意義	의의	Significance, meaning
棲息	서식	To inhabit, dwell
有機體	유기체	Organism
빗	빛	Light (Older spelling)
要求	요구	Demand, requirement
因襲的	인습적	Conventional, traditional (often negative)
道德	도덕	Morality
蹂躪	유린	Trampling, violation
功利主義	공리주의	Utilitarianism
利己主義	이기주의	Egoism
向上	향상	Improvement, progress upwards
向下	향하	Decline, progress downwards
建設	건설	Construction
破壞	파괴	Destruction
心的	심적	Mental, psychological
謙遜	겸손	Humility
缺陷	결함	Flaw, defect
規範	규범	Norm, standard
靜止	정지	Stasis, standstill
過程	과정	Process
走馬燈	주마등	Revolving lantern (metaphor for fleeting passage)
反逆者	반역자	Rebel, traitor
哲學	철학	Philosophy
評價	평가	Evaluation
識斷	식단	Judgment, discernment
人性主義	인성주의	Humanism
휴맨이즘	휴머니즘	Humanism (Loanword used alongside 人性主義)
憧憬	동경	Longing, yearning
思慕	사모	Yearning, deep affection
緊張	긴장	Tension
休息	휴식	Rest
聖賢	성현	Sages and worthies
崇拜	숭배	Worship, adoration
貢物	공물	Tribute
萎縮	위축	Atrophy, withering
倦怠	권태	Weariness, boredom, ennui
白痴	백치	Idiot (Archaic, offensive term)
過渡期	과도기	Transitional period
한우님	하느님	God (Older spelling/form of 하나님)
樂園	낙원	Paradise
混沌時代	혼돈 시대	Chaotic Era
心靈	심령	Spirit, soul
理想	이상	Ideal
幸福	행복	Happiness
干涉	간섭	Interference
推移	추이	Transition, progression
成人	성인	Adult
痲痺	마비	Paralysis
恐怖心	공포심	Fear, terror
野卑	야비	Base, vulgar
名譽心	명예심	Desire for honor/fame
野慾	야욕	Base ambition
活肉	활육	Living flesh
-e 

---------------------------


잡지명	개벽 제11호
발행일	1921년 05월 01일
기사제목	開拓生活
필자	金惟邦
기사형태	문예기타

開拓生活
						金惟邦
어떤 날 正午이엇다. 나는 나 사는 近處에서 밝아벗은 어린 兒孩가 몸에는 흙투성이를 하고 未熟한 거름거리로 長成한 兒孩들을 딸아단이며서 무엇인지 아지 못할 소리를 중엉거리며서도 『나도 너의 가운대에서는 업지 못할 동무의 하나이니라.』하고 잇는 듯한 족음도 두려움성을 가지지 안코 작난하는 兒孩를 보앗다. 나는 그 兒孩를 보는 그 瞬間에 문득 孵化된지 얼마 아니한 七面鳥의 雛子를 連想하엿다. 그러나 그 兒孩의 表情은 어대라고 할 수 업시 나의 記憶에서 낫설지 아니함을 깨달앗다.
나는 곳 그 兒孩가 나의 어떠한 親舊의 3男인 줄을 알앗다.
나는 그 兒孩가 出生할 때에 그 兒孩의 아버지되는 即- 나의 親舊와 더불어 한가지로 宿食을 하고 잇섯다.
때때로 그 兒孩의 아버지는 産褥에 싸혀 발버둥이를 치던 그 神奇하고도 不可解한 生命의 所有者를 도려다보고 겨우 形狀만 이뤄노흔- 작고도 빨간 얼굴우에 아지 못할 微笑를 주엇섯다.
그것은 不過 數年 前 일이엇다. 나는 이 아이를 볼때에 勿論 그때의 表情을 어렴풋이도 記憶치 못한다. 다못 只今 내 압헤서 몸에는 흙투성이를 하고- 나도 이 다른 아이들 中의 하나으로, 아니 全 人生 가운대 한 사람으로 이 宇宙 가운대에서 棲息할 權利가 잇노라 하는 듯한 족음도 不自然치 아니한 表情으로 모든 아이들과 가티 작난하고 잇는 이 어린아이를 볼때에 어대라 할 수 업시 그 表情이 自己의 아버지 卽 나의 親舊 그의 表情과 恰似한 것을 깨달앗슬 때에 나는 비롯오 七面鳥의 雛子로부터 數個年 前 産褥에서 울음 울던 그 때의 新人生을 連想하엿다.＜92＞
「오오 사람의 「삶」의 神秘여!」
나는 사람의 「삶」을 처음 經驗하는 것 가티 驚異의 눈으로서 그 아이가 작난하고 잇는 것을 注視하엿다.
『사람은 산다...』 그것이 무엇이냐? 나는 거긔에 어떠한 價値가 잇고 업는 것은 무르려 아니한다. 또한 그를 뭇는다 하여도 아모도 그에 對答할 사람이 업스리라는 것을 안다.
다못 나논 『사람이 산다...』 그것의 意義가 어떠한 것을 무르려한다. 그 絶大한 『삶』의 神秘는 반듯이 어떠한 意義를 가지지 아니하엿슬수 업겟다.
『사람이 산다...』함이 그 意義는 무엇이냐? 그 奇異한 神秘의 意義는 그 무엇을 意味한 것일가? 그는 모든 것이 『산다...』하는 卽 이 宇宙間에 棲息하는 모든 有機體가 다- 가진 所謂 그 『生命』과 다름이 업다할가 만일 그러타하면 그 모든 生命은 또한 그 어떠한 意義에서 『삶』을 持續하느냐? 그 神秘에 閉鎖된 帳幕속에는 반듯이 우리가 깨달아야할 또한 깨닷지 안흘 수 업는 그 무엇이 잇지 아니할가. 나는 그 산다하는 生命의 「빗」을 볼때에 그 表情에는 恒常 수임이 업는 『要求』의 부르지즘을 본다. 가장 그 色彩가 濃厚하고 가장 그 부르지즘의 그윽함을 모든 有機體가 가진 所謂 『生命』 그것보다 오즉 『사람이 산다...』하는 그 우에서 가장 深酷한 느낌을 엇는다.
自己自身의 存在를 否認할 뿐만 아니라 全 人類의 『삶』의 意欲을 阻碍하던 因襲的 道德의 墻壁은 『사람이 산다.』하는 그 「要求」의 絶大한 힘 압헤서 惡戰苦鬪를 거듭하다가 이미 抵抗의 힘은 自盡하야 蹂躪의 悲哀를 是認케 되엇다. 그러나 사람의 『삶』의 要求는 오즉 道德을 蹂躪하는대, 오즉 道德을 破壞하는대에 잇지 아니하겟다. 그러면 그 무엇에 잇겟느냐. 다못 흘러가는 『물』과 가티 새로운 곳에서 다시 새로운 곳으로 暫時일지라도 停滯가 업시 恒常 압흐로 나아가려하는 것이 오즉 『삶』의 부르짓는 要求가 아닐수 업겟다. 압흐로 進展함은 그 무엇인가. 向上일가. 또는 向下일가. 그는 아모도 알을 사람이 업겟다. 다만 아는 곳에서 모르는 곳으로 現在를 抛棄하고 未來의 압흐로 無窮히 建設과 破壞를 거듭하려함이 오즉 生命의 意慾이 아닐수 업겟다. 이는 다못 自己自身의 삶을 爲하야 「生」의 意欲을 爲하야 스스로 그 무엇을 開拓하려 하는 不可抗의 「힘」이겟다.
그러나 世上의 功利主義者들은 그를 가르켜 그릇된 利己主義라고 攻駁한다. 勿論 利己主義일 것은＜93＞ 事實이겟다. 그러나 그릇되지 아니한 것도 또한 事實이다. 이것을 全 人類의 眞實한 『삶』의 形式 及 內容 卽 肉的 또한 心的의 不可抵抗할 要求의 本意인 까닭이다.
世上에는 功利主義者가티 慘酷한 矛盾을 가진 僞善者는 달리는 보지 못한다. 眞實한 利己主義는 그릇된 功利主義를 撲滅하야 업시하는 同時에 完全한 公利는 비롯오 人類압헤 樹立될  것이겟다. 『모든 人生은 各各 自己自身의 『삶』의 要求에 依支하야 스스로 무엇을 開拓하여라.』함은 오즉 全 人類로 하여금 새로운 곳에서 또한 다시 새로운 곳으로 恒常 停滯업시 나아 가거라하는 向上이라면 向上, 發展이라면 發展, 超越이라면 超越, 하여간 한 곳에서 停滯치말고 그 어떠한 곳으로 進展하라는 生의 意欲을 標準한 어그러치지 못할 自然的이요. 또한 人性的임을 아지 못하는 功利主義者들은 다못 이를 客觀視 或은 部分視하여가지고 오즉 利己主義의 眞意義를 더럽히고저 한다.
그러나 그 見地를 달리한다는 所謂 功利主義者들은 恒常 그 傲慢됨이 特色이다. 그는 다못 어떠한 時代와 風氣와 民衆을 利用하여 가지고 오즉 어떠한 手段으로써 肉的 意欲을 滿足케 하랴하는 即 어떠한 勝利를  意味한 虛僞 或은 「생」의 意欲에 反目된 어떠한 地位로써 그 目的을 삼는 까닭이다. 고쳐 말하자면 어떠한 機會를 利用하여 가지고 그 手段으로만 무여 밧는 報酬의 地位 即 功利의 地位에서 滿足함으로써 自大한 傲慢은 發生한다. 滿足은 停滯라. 흘러가는 물이 停滯될 때에는 반듯이 그 물 우에는 곰팡이가 안는다. 내음새가 난다. 萍草가 깔린다. 이것은 功利主義者가 스스로 짓는 慘憺한 現象이 아닐수 업다.
그러나 眞實한 利己主義者는 恒常 謙遜하니라. 그는 恒常 自己自身 가운대서 어떠한 缺陷을 깨닷는 까닭이니라. 그는 恒常 긔 틀에 滿足치 아니하나니라. 압흐로 다시 압흐로 오즉 自己自身의 삶의 要求에 의지하야 그 무엇을 開拓하려고...
이것은 오즉 어그러치지 못할 自然의 規範이 아닐수 업겟다. 「삶」의 要求의 形式과 內容은 어떠한 곳에서던지 靜止하는 『點』이 아니겟다. 「삶」의 意義는 無限한 過程을 走馬燈과 가티 수임업시 지나가랴는 오즉 『線』을 意味한 것이 아닐수 업겟다. 만일 이것을 어그리치는 者-잇스면 어떠한 뻐 드에서 心的 開拓을 停滯하는 者- 잇으면 이는 오즉 生의 意欲을 無視한＜94＞ 自然의 反逆者가 아닐수 업겟다.
「삶」의 本意는 無限한 進展的 「線」을 意味 하엿다 할지면 그 「線」은 반듯이 過程을 意味한 心的 活動이겟다. 그 過程을 意味한 心的活動이라함은 卽 無窮한 開拓生活일 수 밧게 업겟다. 그러면 그 無窮한 開拓生活은 卽 사람사람의 自身의 「삶」의 要求를 爲함이 아닐 수 업겟다. 要求의 目的은 即 어떠한 價値가 아닐 수 업겟다. 哲學上으로 본 開拓生活은 卽 사람의 「삶」의 全價値가 아닐 수 업겟다. 그러나 哲學의 知識이 不足한 나로써는 評價的 識斷은 할 수가 업다. 그럼으로 나는 心的 開拓生活을 가르쳐 오즉 삶의 意欲이라한다. 이는 向上일른지 또한 向下일른지- 사람이 出生하면 반듯이 長成함과 가티 다못 압흐로 進展하는 自然的 規範이라한다.
「삶」의 要求는 반듯이 破壞와 建設의 兩 意味를 가지지 안흘수 업겟다. 그럼으로 이것은 無限한 進展이겟다. 無限한 進展은 無限한 開拓이 아닐수 업다.
새로운 곳에서 다시 새로운 곳으로 破壞에서 다시 새로운 建設로... 이것은 各個의 生의 要求인 同時에 이것을 利己主義가 아닐 수 업겟다. 또한 이것이 利己主義인 同時에 非部分的 利己主義인 即 人性主義(휴맨이즘)가 아닐 수 업다.
우리가 어떠한 것을 要求할 때 우리는 반듯이 그를 滿足히 엇지 못할 그 동안에 限하야 卽 무엇을 어드려하는 그 동안에만 그를 憧憬하는 觀念이 생기며 그를 思慕키도 하며 또한 우리의 全性能에 緊張도 잇슬 것이겟다. 그러나 우리가 要求하던 그 어떠한 것이 한 번 우리압헤 現實될 때에는 우리의 全性能에는 滿足이라는 그것밧게 남을 것이 업겟다. 滿足은 卽- 憧憬과 思慕와 緊張이 업서지는 心的 休息이겟다. 休息은 即 「죽음」을 意味하는 것이다. 사람의 「삶」은 決코 無限한 休息을 주려하지 아니할 것이겟다. 年年히 다달이 日日時時 分分刻刻이 사람의 삶의 要求는 決코 瞬間的 또한 刹那的 停滯라 할지라도 그를 許치 아니하고 압흐로 다시 압흘 向하려하는 生의 意欲, 이는 누구나 다- 容認치 안흘수 업는 일이겟다.
聖賢의 가르침을 깃거할 때는 또한 그를 思慕할 때는 오즉 그를 아지못하든 그 동안에만 그 價値가 存在할 것이겟다. 한 번 우리가 그 極을 追究한 同時에는 오즉 形式的 崇拜觀念의 貢物 한 덩어리 외에는 그에 代身할 아모 것도 가지지 아니할 것이겟다. 만일 사람으로써 이 崇拜觀念에 全性能이 停滯되어 다시 새로운＜95＞ 그 무엇을 開拓하려하지 아니하면 다음 瞬間에는 모든 것이 萎縮되어 다시 모르는 者를 지을 것이겟다. 그럼으로 어떠한 起點과 終點 사이를 間斷업시 反覆하다가 나종에는 오즉 倦怠의 悲哀밧게 남을 것이 업겟다.
過渡期의 우리를 보라. 그이들은 반듯이 어떤 時機안에서는 孔孟의 敎를 잘 理解하며 그 極을 追究하야 다시 餘地가 업섯겟다. 그러나 그이들은 한갓 崇拜라는 形式的 道德觀念에 全性能이 停滯가 되어 다시 새로운 生命의 開拓을 생각치 아니하고 오즉 滿足이라는 休息안에서 執着하고 잇던 까닭에 그 다음 瞬間에는 모든 것이 萎縮되어 오즉 가튼 起點과 또한 가튼 終點 사이를 往復타가 畢竟은 倦怠의 울음우는 오즉 白痴의 가까운 우리를 發生치 아니하엿는가. 崇拜는 업지 못할 것이겟다. 그는 開拓者의 지나간 過程의 無窮할 足跡이겟다. 그러나 執着은 말아라. 이는 반듯이 「삶」의 意欲을 反逆함이라.
滿足은 休息이다. 休息은 「죽음」이다. 憧憬과 思慕와 緊張 卽 心的 活動이 업는 이 滿足이라는 休息의 「죽음」의 執着함은 眞實로 人生이라는 生의 意義를 無視한 크게 두려운 일이 아닐 수 업겟다.
