Rank	Word	Frequency
1	말	410
2	하야	369
3	사람	335
4	나	284
5	섯다	223
6	우리	176
7	그것	171
8	가티	156
9	생각	153
10	무엇	133
11	안이	107
12	무슨	93
13	눈	93
14	또한	92
15	다시	92
16	가지	92
17	朝鮮	89
18	집	88
19	서서	87
20	어머니	86
21	皇帝	85
22	아버지	84
23	하나	83
24	자긔	82
25	소리	81
26	모든	79
27	태원	77
28	너	76
29	아해	75
30	하엿다	71
31	기사	70
32	다른	69
33	이오	68
34	하얏다	67
35	마음	66
36	동안	61
37	보고	60
38	까닭	58
39	思想	57
40	中國	56
41	지금	55
42	한번	54
43	意味	54
44	손	53
45	듯이	51
46	자식	51
47	다만	49
48	侍臣	49
49	李君	48
50	학생	46
51	사랑	44
52	머리	44
53	보아	43
54	불	43
55	昭君	43
56	슴니	42
57	정애	42
58	이나	41
59	얼굴	41
60	모양	41
61	가장	40
62	아모	39
63	아들	39
64	問題	39
65	諸君	39
66	김생	39
67	수가	38
68	잡지	37
69	생활	37
70	이란	37
71	세상	37
72	눈물	37
73	生活	37
74	개벽	36
75	얼마나	36
76	제호	35
77	발행	35
78	제목	35
79	형태	35
80	압헤	35
81	英國	35
82	이외	35
83	학교	35
84	기복	35
85	일이	34
86	누구	34
87	가슴	34
88	日本	34
89	自由	34
90	싸움	34
91	延壽	34
92	人種	34
93	眞理	33
94	낫다	33
95	單于	33
96	藝術	33
97	동무	32
98	하든	31
99	政治	31
100	되엿다	31
101	정신	30
102	물	30
103	순이	30
104	주통	30
105	이제	29
106	작품	29
107	시대	29
108	한가지	29
109	때문	29
110	政治的	29
111	로써	28
112	안코	28
113	勿論	28
114	所謂	28
115	리하	28
116	한우	28
117	로부터	27
118	世界	27
119	吾人	27
120	여러	27
121	法律	27
122	뎐주사	27
123	民族意識	27
124	로서	26
125	現代	26
126	必要	26
127	態度	26
128	거리	26
129	서울	26
130	장사	26
131	그러케	26
132	가탯다	26
133	民族	26
134	부터	25
135	왓다	25
136	그때	25
137	民衆	25
138	바람	25
139	文藝	25
140	발	25
141	안해	25
142	靑年	25
143	복은	25
144	필자	24
145	要求	24
146	關係	24
147	評者	24
148	밥	24
149	한참	24
150	당신	24
151	더욱	23
152	主人	23
153	혼인	23
154	칠성	23
155	조선	22
156	나라	22
157	陛下	22
158	되얏다	22
159	걱정	22
160	여긔	21
161	시작	21
162	서로	21
163	埃及	21
164	自己	21
165	아래	21
166	족음	21
167	업슬	21
168	이요	21
169	人物	21
170	農村	21
171	편지	21
172	바이	20
173	비로소	20
174	잇슬	20
175	一種	20
176	人類	20
177	過去	20
178	모도	20
179	생명	20
180	처음	20
181	다가	20
182	劉白	20
183	內監	20
184	저서	20
185	그대	20
186	하자	19
187	人生	19
188	事實	19
189	努力	19
190	時代	19
191	結果	19
192	무어	19
193	하니	19
194	한울	19
195	대답	19
196	입	19
197	世上	19
198	집안	19
199	社會	18
200	戰爭	18
201	主義	18
202	同時	18
203	자리	18
204	使者	18
205	리장	18
206	문득	17
207	대로	17
208	獨裁	17
209	米國	17
210	고통	17
211	나무	17
212	보지	17
213	惶悚	17
214	거름	17
