잡지명	三千理 제3권 제10호
발행일	1931년 10월 01일
기사제목	李光洙씨의 「金性洙論」을 駁함 (Refuting Mr. Yi Kwangsu's "Critique of Kim Sŏngsu")
필자	柳光烈
기사형태	논설 (Editorial/Critique)

Refuting Mr. Yi Kwangsu's "Critique of Kim Sŏngsu"
						By Yu Kwangnyŏl

In the September issue of *Tongkwang*, a character critique (人物月旦) titled "Critique of Kim Sŏngsu" written by Mr. Yi Kwangsu was published.
Mr. Yi is my senior, and I have always regarded his sharp insight (銳利한 眼光) and sound intellect (贍當한 理智) as belonging to someone who does not err in criticizing matters.
However, concerning the "Critique of Kim Sŏngsu," there are not a few points that raise doubts when considering it as Mr. Yi Kwangsu's writing. In this text, I intend to present a few of these doubtful points and indicate how he has missed the mark of proper critique.

1. "Kim Sŏngsu... is a humble and loyal person..." ...thus emphasizing the brilliance of his character.
However, in the next section, to highlight the unchangeableness of Kim Sŏngsu's friendships, he stated, "Kim Sŏngsu is also not someone who listens to just anyone's words."
But this statement is self-contradictory.
Kim Sŏngsu is humble.
Kim Sŏngsu is not someone who listens to just anyone's words.
These two propositions have opposite meanings. Is Mr. Yi then attempting to establish a dialectical (辨證法的) logic regarding Kim's entire personality? If so, the starting point and the distance between the arguments in the two sections are far apart.

2. It was stated that between Mr. Kim Sŏngsu and Mr. Song Chinu, "at times, great clashes occur as if thunder and lightning (雷霆霹靂) were about to strike."
Let's assume their verbal disputes were indeed intense; however, sensing something "as if thunder and lightning were about to strike" from that is a magnificent perception that only someone with nerves as sharp as Mr. Yi's could possess. This is writing in the style of *Baifa sanqian zhang* (自髮三千丈 - a Chinese poetic expression for gross exaggeration).

3. "Kim Sŏngsu covered the entire family living expenses for Chang Tŏksu for eight years while he was studying abroad... Thinking of the contributions to the *Tong-a Ilbo* by Chang Tŏkchun (Chang Tŏksu's older brother) who died in Pukkando (北間島), the effort made to provide Chang Tŏksu with the position of Vice President of the *Tong-a Ilbo* and an annual salary of several thousand two hundred wŏn during his eight years in America is also a heartwarming story (美談) rarely seen in recent times."
If this means that Chang Tŏksu received the position of Vice President and the annual salary of several thousand two hundred wŏn not through his own abilities but as relief money (救恤金) due to his brother Tŏkchun's death, putting aside (姑捨하고) the fact that this is extremely unbecoming for Chang Tŏksu, if Kim Sŏngsu provided the Vice President position and paid the salary not as a beautiful expression of friendship towards Chang Tŏksu, but rather calculatingly (打算的) as an exchange condition for his brother's deceased merit, then it is not a "heartwarming story" but rather an *un*-heartwarming story.

4. "Kim Sŏngsu... was merely one investor (who was not necessarily important) at the time of the founding of the *Tong-a Ilbo*."
This deviates from factual accuracy. At that time, Kim Sŏngsu was the representative of the *Tong-a Ilbo* promoters. To call the promoter representative "not necessarily important" is to falsify (誣한 者) the facts out of eagerness to wait upon Kim Sŏngsu.

5. "At the time of the founding of both Kyŏngjik (Kyŏngsŏng Textile Co.) and the *Tong-a Ilbo*, Kim Sŏngsu was too young (aged 29) and too unknown to be acclaimed (推戴). Kim Sŏngsu is not a Sŏul yangban. Even if his ancestor Kim Hasŏ receives enshrinement in the Confucian shrine (文廟配享), he is undoubtedly a hick from Chŏlla Province (全羅道의 개땅쇠)."
Thus, the reasons cited for Kim Sŏngsu not being acclaimed are:
1. Being 29 years old
2. Not being a Sŏul yangban but a hick from Chŏlla Province.
While age cannot be entirely disregarded as a condition for acclaiming a figure, a 29-year-old youth being acclaimed as an entrepreneur is not particularly strange. Did Pitt not become the Prime Minister of Britain at 30? Furthermore, money does not discriminate against its owner. It is not so difficult for a 29-year-old youth to become an important investor.
The second point, citing "not being a Sŏul yangban but a Chŏlla Province hick" as a reason for not being acclaimed,<43> belongs to someone blind to history. The founding time of the Kyŏngbang (Kyŏngsŏng Textile) and *Tong-a* companies was around 1918-1919. This was after the five-year-long Great War in Europe had erupted from the crisis of mature (爛熟) world capitalism, and when the red flag of Labour-Peasant Russia was flying in a corner of Northern Europe. Considering the circumstances of the time, how much of nonsensical talk (헷소리) from someone blind to the era is it to claim he couldn't be acclaimed because he wasn't a "Sŏul yangban" who received the tumultuous contempt of the masses amidst feudal dregs (封建的 殊滓)?
Even setting aside this era and environment, your uninformed (寡聞한) author has never heard that "the enterprises of a certain city or province must necessarily acclaim a person from that city or province."
However, could Mr. Yi's true intention in writing this be to use it as a potent stimulant (強壯劑) for his logical progression, placing emphasis on "Even though Kim Sŏngsu is a hick from Chŏlla Province," to further highlight how he became such (?) a "foremost figure"? If so, this misused stimulant carries adverse side effects.
The statement "He was not acclaimed because he was not a Sŏul yangban" is the contrapositive of "If he were a Sŏul yangban, he would have been acclaimed." At that time, Kim Sŏngsu was a renowned youth, managing Chungang Hakkyo and Kyŏngsŏng Textile. If this renowned youth could not be acclaimed because he was a "Chŏlla Province hick," then the logic follows that had he been a Sŏul yangban, he naturally would have been acclaimed. Does this mean that even among young patriots in Chosŏn around 1918-1919, there was a confrontation between a "group" of Sŏul yangban and a "group" of provincial youths, leading to Kim Sŏngsu not being acclaimed despite being worthy, simply because he was a "Chŏlla Province hick"? By arguing this way, he implicitly hides a dagger (匕首) attacking the "group" that supposedly defended "Sŏul yangban" (though your author believes such a thing absolutely did not exist) and suggests to provincial youth that they should beware of the so-called "Sŏul yangban." While young students awakened to history will not give Mr. Yi's view a second glance, it might leave an indelible dark impression on some naive youths. This is indeed strange for Mr. Yi, who advocates for the great unity (大同團結) of the nation.

6. "Kim Sŏngsu does not wish to step into the public forefront... His becoming president of the *Tong-a Ilbo* also happened while Mr. Song Chinu was imprisoned due to a writing incident (筆禍)."
This, too, is someone falsifying (誣한 者) facts in their haste to praise Kim Sŏngsu. Kim Sŏngsu became president succeeding the late Mr. Yi Sŭnghun. Mr. Song was the chief editorial writer, and the critic, Mr. Yi [Kwangsu], was the editor-in-chief. It was midway through this arrangement that Mr. Song encountered the writing incident (筆禍) and was imprisoned. Mr. Yi, known for his strong memory, would likely not have been confused about such matters unless his mental state was chaotic.

7. "All of Kim Sŏngsu's activities stem from the sincere feelings (衷情) of patriotism, and there are no other selfish motives; perhaps everyone will acknowledge this."
Regarding the author's phrase "perhaps everyone will acknowledge this," this writer intends to say the opposite: "perhaps no one will acknowledge this."
That all living beings seek to express their own life, and that this expression of life, whether material or spiritual pleasure, originates from selfish motives, is the ABC of vitalism in philosophy. If Mr. Yi's words were true, it would lead to the conclusion that Mr. Kim is an inanimate object.

8. "Not seeking this fame and transcending oneself is the primary requirement of a patriot (志士)."
What it means to transcend oneself, and whether that is the primary or secondary requirement of a patriot, I do not know, but suddenly delivering moral instruction to the reading public while writing a character critique is also uninteresting.

9. "Kim Sŏngsu is a man of the future... However, that the present Kim Sŏngsu is one of Chosŏn's foremost figures, perhaps no one will dispute. He is already a great man (巨人). His contributions to Chosŏn's education, industry, and press institutions are truly immense (至大). Furthermore, his age holds a rich future, he possesses absolute trust (絶對한 信用) in the business world, he has the financial backing (財助) of millions from large and small houses, and on top of that, he has his tireless, devoted effort, and a clear mind (明晳한 두뇌) capable of observing the times, planning enterprises, and discerning people. Moreover, as the future of the Chosŏn nation is precisely at a time of many affairs (多事), we imagine a Kim Sŏngsu many times greater (偉大한) than today." This is the conclusion.
Whether Kim Sŏngsu is Chosŏn's foremost figure or a great man (巨人) is subject to the public's own critique, but establishing schools and managing newspapers does not necessarily make one a great man. Wealthy individuals in various countries around the world manage schools and newspapers, yet they are not all called 'great men'. Generally, pronouncements like 'great man' or 'foremost figure' are <44> extremely vague.
Sun Yatsen (孫逸仙) led the Chinese Revolution, so he is a great man.
Itō (伊藤) completed Japan's bourgeois revolution, so he is a great man.
Lenin (레닌) led the World Revolution, so he is a great man.
Such arguments about 'great men' exist, but even these will be viewed differently depending on the standpoint.
Viewed by China's Kang Youwei (康有爲) faction, Sun Yatsen is a traitor (逆徒).
Viewed by Japan's emerging classes, Itō is a spokesman for the bourgeoisie.
Viewed by world capitalists, Lenin might be called an executor of barbaric delusions.
However, calling Kim Sŏngsu a great man because he managed schools and newspapers does not fit any of the aforementioned categories. It is merely an presumptuously affixed price tag by a few people with special connections to Kim Sŏngsu.
That Kim Sŏngsu is a man of sincerity (誠意) is something probably no one would deny. However, being human, he cannot be entirely without selfish motives regarding his enterprises, nor, being shrewd (怜悧한), would he unconditionally rejoice at being excessively praised as Chosŏn's great man.
That Mr. Yi was indeed anxious (汲汲한) to praise Kim Sŏngsu can be seen from his listing of superlative terminology (術語) such as "foremost figure... already a great man... truly immense... absolute trust... tireless effort... clear mind... many times greater..."
Some in the public say Mr. Yi does this because he is currently the editor-in-chief of the *Tong-a Ilbo*, which Kim Sŏngsu manages. For the sake of Mr. Yi's noble character, I try not to believe it.
Others say Mr. Yi writes such things out of unavoidable difficult circumstances (苦衷). They say it stems from a strategy (術策)—like buying the bones of a千里馬 (thousand-li horse)—to pat such a rare Chosŏn entrepreneur on the back to encourage him to step forward even more... However, Mr. Yi is a man of pure character. He is not someone who would engage (弄할) in such stratagems. Therefore, in the end, this "Critique of Kim Sŏngsu" not only has many points that raise doubts coming from Mr. Yi's pen, but for Mr. Yi, who usually discusses the "Golden Mean and Thoroughness" (中庸과 徹底), it is too thorough in its praise and has lost its foundation. (End) <45>

**Summary**

Yu Kwangnyŏl meticulously refutes Yi Kwangsu's laudatory "Critique of Kim Sŏngsu" published in *Tongkwang* magazine. Yu challenges Yi's claims point by point, highlighting logical contradictions (Kim being humble yet headstrong), hyperbolic language ("thunder and lightning"), questionable interpretations of Kim's philanthropy (regarding Chang Tŏksu), factual inaccuracies about Kim's early role in the *Tong-a Ilbo* and the timeline of his presidency, and a naive dismissal of selfish motives. Yu particularly criticizes Yi's argument that Kim's provincial origins hindered his early acclaim, deeming it historically ignorant and potentially divisive. He concludes that Yi's excessive praise is unbecoming, possibly influenced by Yi's position at Kim's newspaper, and ultimately lacks balance.

This article is interesting for colonial Korean history as it provides a contemporary critique of Yi Kwangsu's assessment of Kim Sŏngsu, two major figures in Korean nationalism, literature, and business. It reveals internal debates and criticisms within the Korean elite regarding leadership, character assessment, the role of media (*Tong-a Ilbo*), regionalism (Sŏul vs. Chŏlla), and the potential conflicts of interest between journalists and their employers/patrons during a period of intense national struggle and social change under Japanese rule. Historians might find the detailed refutations of Yi's points and the discussion of Kim Sŏngsu's actions and reputation particularly valuable.

**Named Entities**

李光洙	이광수	Yi Kwangsu
金性洙	김성수	Kim Sŏngsu
柳光烈	유광렬	Yu Kwangnyŏl
東光	동광	Tongkwang
宋鎭禹	송진우	Song Chinu
張德秀	장덕수	Chang Tŏksu
張德俊	장덕준	Chang Tŏkchun
北間島	북간도	Pukkando
東亞日報	동아일보	Tong-a Ilbo
美國	미국	America
京織	경직	Kyŏngjik (Kyŏngsŏng Textile Co.)
金河西	김하서	Kim Hasŏ
文廟	문묘	Munmyo (Confucian Shrine)
全羅道	전라도	Chŏlla-do
서울	서울	Sŏul
핏트	피트	Pitt
英國	영국	Britain
京紡	경방	Kyŏngbang (Alternate name/abbreviation for Kyŏngsŏng Textile)
歐洲	구주	Europe (older form for 유럽)
露西亞	노서아	Russia (older form for 러시아)
中央學校	중앙학교	Chungang Hakkyo
朝鮮	조선	Chosŏn
李昇薰	이승훈	Yi Sŭnghun
孫逸仙	손일선	Sun Yatsen (Sun Yat-sen)
中國	중국	China
伊藤	이등	Itō
日本	일본	Japan
레닌	레닌	Lenin
康有爲	강유위	Kang Youwei

**Glossary**

駁함	박함	To refute; to contradict (Older verb ending)
人物月旦	인물월단	Monthly critique of figures/personalities
銳利한	예리한	Sharp; keen (Uses older Hanja spelling 銳 instead of 銳)
贍當한	섬당한	Sound; appropriate; adequate
高調하엿다	고조하였다	Emphasized; highlighted (Older verb conjugation)
辨證法的	변증법적	Dialectical
雷霆霹靂	뇌정벽력	Thunder and lightning; a thunderclap (Figurative for great clash)
自髮三千丈	백발삼천장	White hair three thousand fathoms long (Chinese literary allusion for gross exaggeration)
救恤金	구휼금	Relief money; aid funds
姑捨하고	고사하고	Putting aside; setting aside for now
打算的	타산적	Calculating; self-interested
誣한 者	무한 자	One who falsifies; slanderer
推戴	추대	Acclaim; endorse; support for a high position
개땅쇠	개땅쇠	Hick; bumpkin; lowly person (Archaic/regional derogatory term)
爛熟	난숙	Fully ripe; mature (can imply decadence)
殊滓	수재	Dregs; remnants; impurities (Used here figuratively for feudal remnants)
헷소리	헷소리	Nonsense; foolish talk
寡聞한	과문한	Having heard little; poorly informed; ignorant
強壯劑	강장제	Tonic; stimulant; fortifier
匕首	비수	Dagger
祕藏하고	비장하고	To keep hidden; treasure secretly
筆禍	필화	"Writing calamity"; trouble/imprisonment caused by one's writings
衷情	충정	Sincere feelings; inner feelings; devotion
志士	지사	Patriot; man of high ideals
巨人	거인	Giant; great man
至大하다	지대하다	Immense; extremely large; vast
絶對한	절대한	Absolute (Uses older Hanja form 絶)
明晳한	명석한	Clear; lucid; sagacious (Often written 명석 today)
多事한	다사한	Eventful; busy; having many affairs
術語	술어	Technical term; jargon; terminology
汲汲한	급급한	Anxious; eager; hurried
苦衷	고충	Difficult circumstances; predicament; distress
術策	술책	Stratagem; artifice; scheme; trick
弄할	농할	To play with; make sport of; employ (a stratagem) (Older verb form)
中庸	중용	The Golden Mean; moderation
徹底	철저	Thoroughness; completeness (Being thorough)


---------------------------


잡지명	삼천리 제3권 제10호
발행일	1931년 10월 01일
기사제목	李光洙씨의 「金性洙論」을 駁함
필자	柳光烈
기사형태	논설

李光洙씨의 「金性洙論」을 駁함
						柳光烈
東光 9월호에 李光洙씨의 붓으로 金性洙論이라는 人物月旦가 기재되엇다.
李씨는 필자의 선배이요 그의 銳利한 眼光과 贍當한 理智는 사물비판을 그르친 사람이 아니라고 보아왓다.
그러나 金性洙論에서는 李光洙씨의 붓으로서는 의혹되는 점이 적지 안타. 본문에는 그 의혹되는 점 몃 개를 제시하야 그가 如何히 비판의 정곡을 일흔 것을 지적하려 한다.
1. 「金性洙는... ... 謙虛하고 충성된 사람이라」... ...하야 그 인격의 빗남을 高調하엿다.
그러나 그 다음 節에 와서 金性洙의 우정의 불변을 高調하기 위하야 「金性洙도 뉘 말을 들을 사람이 아니다」 하엿다.
그러나 이 말은 자체로서 모순이다.
김성수는 겸허하다.
김성수는 뉘 말을 들을 사람이 아니다.
이 兩 命題는 정반대의 意義를 가젓다. 그러면 李씨는 金씨외 성격 전체에 대하야 辨證法的 논리를 세우려 함인가. 그러하면 兩節 立論의 출발과 그 거리가 멀다.
2. 金性洙씨와 宋鎭禹씨는 「時로 雷霆霹靂이 이러날 듯한 대충돌이 이러난다」고 하엿다.
그 兩人의 말다틈이 어떠케 격렬하엿다 하자 거긔서 「雷霆霹靂이 이러날 듯」 이라는 위대한 감각은 李씨가튼 첨예한 신경의 소유자가 아니면 못할 것이다. 自髮三千丈 式의 문필이다.
3. 「金性洙는 張德秀 유학 중 8년간 그의 가족생활비를 전담하엿다. ... ... 北間島서 죽은 張德俊(張德秀의 형)의 東亞日報에 대한 공로를 생각하야 在米 8년간 張德秀에게 東亞日報 부사장의 職과 年 2천 수백원의 봉급을 支辨하도록 힘쓴 것도 근래에 듬은 미담이다」 하엿다.
그러면 張德秀가 이때까지 부사장의 職이나 年 2천 수백원의 봉급 支辨을 바든 것을 자기 자력의 실력이라든 것보다 그 형 德俊의 죽은 데에 의하야 救恤金으로 年 2천 수백원의 봉급을 바든 세음이 되엿스니 張德秀를 위하야 甚히 불미한 일인 것은 姑捨하고라도 金性洙도 張德秀에 대한 우정의 아름다운 표현으로 부사장의 職을 주고 年 2천 수백원의 봉급을 지불한 것이 아니라 그의 형의 죽은 공로를 생각하야 打算的으로 형의 죽은 공로의 교환조건으로 支撥한 것이라면 그것은 「미담」이라느니 보다 不미담이다.
4. 「金性洙는... ... 東亞日報 발기 당시에 (반듯이 중요치도 아한) 일개 出資者에 불과하엿던 것이라」 하엿다.
이것은 사실의 정확을 일헛다. 그때의 金性洙는 東亞日報의 발기인 대표이엿다. 발기인 대표를 「반듯이 중요치도 아니한」이라 함은 金性洙를 기다리기에 急하야 사실을 誣한 者이다.
5. 「金性洙가 京織, 東亞日報 兩社 창립 당시에 推戴를 밧기에는 너무나 젊고 (방년 29세) 또 너무나 無名하엿다. 金性洙는 서울 양반은 아니다. 그의 조상 金河西가 文廟配亭은 밧는다 하드래도 全羅道의 개땅쇠 임에는 틀림업다」고 하엿다. 그러면 金性洙가 推戴 못바들 이유로
1. 연령이 29세인 것
2. 서울 양반이 아니라 全羅道 개땅쇠인 것
등을 들엇다. 인물 추대의 조건으로 연령을 안 본다 할 수도 업스나 29세의 청년이 기업가로 추대 밧는 것 쯤은 그리 奇異할 것이 업다. 핏트는 30세로 英國의 宰相이 되지 안엇던가. 더욱 貨幣는 주인을 가리지 안는다. 29세의 청년으로 중요할 출자자가 되기에 그리 어려운 일이 아니다.
제 2段 「서울 양반이 아니오 전라도 개땅쇠」인 것을 추대밧지 못한 이유로 들 것은＜43＞ 역사에 盲目인 者이라. 京紡, 東亞 兩 회사 발기 당시는 1918=19년경이니 그때는 세계의 자본주의가 그 爛熟하엿던 위기를 텃드리어 歐洲大戰이 5년간이나 계속한 후이요 北歐의 일각에서 勞農露西亞의 赤旗가 날릴 때이다. 당시의 情形으로 보아 封建的 殊滓 속에서 민중의 騷然한 輕侮를 밧는 「서울 양반」이 아니기 때문에 추대를 못 바닷다 함이 얼마나 시대에 盲目한 者의 헷소리이냐.
이 시대와 환경을 떼어 노코라도 「어떤 도회나 지방의 사업은 그 도회인이나 그 지방인을 반듯이 추대한다」는 것은 寡聞한 필자로는 듯지 못하엿다.
그러나 李씨가 이 말을 쓴 本意는
「金性洙는 全羅道의 개땅쇠로서도」 하는데 一段의 강조를 주어 가지고 다시 「그러케(?) 「최대한 인물」의 된 것」을 高調하려는 논리 추진의 强壯劑로 쓴 것이나 아닐가. 만일 그러면 이 濫用한 강장제는 惡劣한 부작용이 따른다.
「서울 양반이 아니기 때문에 추대를 밧지 못하엿다」는 말은 「서울 양반이면 추대를 밧는다」는 반어이다. 그러면 그때 金性洙는 中央學校를 경영하고 京紡을 경영하여 명성이 잇든 청년이다. 이 명성 잇는 청년으로 「전라도 개땅쇠」이기 때문에 추대를 못 밧게 되엿다 하면 서울 양반이엇드면 추대를 당연히 바닷스리라는 논법이 된다. 그러면 조선에는 1918=19년 당시 청년 有志간에도 서울 양반의 「그루뿌」와 지방청년의 「그루뿌」가 대립이나 하여 잇서 「金性洙」를 추대할 것이로되 「전라도 개땅쇠」이기 때문에 추대되지 못한 것 가치 論하여 「서울양반」을 옹호하는 「그루뿌」(필자는 上述과 가치 절대로 업섯스리라고 본다)를 통격한 匕首를 祕藏하고 隱然 중 지방청년에게 소위 「서울 양반」을 경계할 것을 암시하엿다. 역사에 눈뜬 청년학도는 李씨의 이 觀法에 一顧도 던지지 아니 하리라 만은 간혹 순진한 청년에게는 씻기 어려운 暗印象을 남길 것이다. 민족의 大同團結을 高調하는 李씨로는 기괴한 일이라 아니할 수 업다.
6. 「金性洙는 사실의 표면에 나서기를 원치 안니한다. ... ... 東亞日報사장이 된 것도 宋鎭禹씨가 筆禑로 在獄한 동안이엇다」라 하엿다.
이것도 金性洙 讚美에 急하야 사실을 誣한 者이다. 金性洙가 사장이 된 것은 宋씨 在獄한 동안이 아니라 故 李昇薰씨의 뒤를 니어 사장이 되고 宋씨는 主筆로 論者인 李씨는 편집국장으로 잇다가 중도에 筆禍를 맛나 宋씨가 入獄한 것이다. 기억력이 강한 李씨가 이런 일에 착란할 만콤 정신상태가 혼란하지는 안엇슬 것이다.
7. 「金性洙의 모든 활동은 민족애의 衷情에서 나온 것이요 그 박게 아모 이기적 동기가 업슴을 아마 누구나 承認할 것이다」라 하엿다.
논자의 이 「아마 누구나 승인할 것이다라」는 것을 필자는 그 반대로 「아마 누구나 승인 아니 할 것이다」라고 하려 한다.
모든 생물은 자기의 생명을 표현하려 하고 그 생명의 표현은 물질적이거나 정신상 향락이거나 모다 이기적 동기에서 출발한다는 것은 철학상 생명론의 ABC이다. 그러면 이씨의 말대로 하면 金씨는 무생물이라는 결론에 도달한다.
8. 「이 名間을 求하지 아니하고 자기를 초월함이 志士의 제 1義적 요건이다」 하엿다.
자기를 초월한다 함은 어떠케 하는 것이며 그것이 志士의 제1義적 요건인지 제 2義적 요건인지는 모르겟스나 인물론을 쓰다가 별안간 독자 대중을 향하야 도덕훈화를 하는 것도 재미 업는 일이다.
