Magazine Title: 삼천리 제13권 제3호
Publication Date: 1941년 03월 01일 (March 1, 1941)
Article Title: 우리 新劇運動의 回顧, 朝鮮演劇協會結成紀念 『演劇과 新體制』 特輯 (A Look Back at Our New Theater Movement, Commemorating the Formation of the Chosŏn Theater Association: Special Feature on 『Theater and the New System』)
Author: 徐恒錫
Article Type: 회고·수기 (Reminiscence/Memoir)

A Look Back at Our New Theater Movement, Commemorating the Formation of the Chosŏn Theater Association: Special Feature on 『Theater and the New System』
						Sŏ Hang-sŏk


At this time when all sectors such as politics, economy, culture, and education are being reorganized and mobilized under the new system, various movements conforming to this are also perceived in the field of theatrical culture. Consequently, the form and future course of theater are being newly discussed.

However, looking at the current Chosŏn theater world, the constituent groups of the Chosŏn Theater Association (朝鮮演劇協會) are all so-called commercial theater troupes (흥행극단), and perhaps due to the extreme stagnation and dispersion of new theater groups over the past one or two years, not a single one is listed among them. As things stand, there is concern that the future of Chosŏn theater may become distorted. Of course, it is expected that the existing troupes, while remaining commercial, will become much more purified and sound than before. Nevertheless, since old shells (舊殼) are difficult to shed completely, the concern that elements of traditional commercial theater will be significantly inherited is likely not just groundless worry (杞憂). In my view, if the task of the theater world now is the establishment of a national theater (국민연극), then it should rather inherit more elements from the past new theater movement. Therefore, looking back at our new theater movement (신극운동) is necessary given the current situation.

In the history of Chosŏn theater, the budding elements of new theater can already be found in the theatrical activities of Mr. Yi Ki-se and Mr. Yun Paeng-nam, and in the early T'owŏrhoe (土月會). However, it was with the emergence of the Kŭgyesul Yŏn'guhoe (극예술연구회 - Theater Arts Research Society) that the term "new theater" (신극) gained a clear meaning and its achievements corresponded to it. Therefore, a retrospective of Chosŏn's new theater movement must begin with the Kŭgyŏn (劇硏). And it must focus mainly on the Kŭgyŏn. Why is this? Because in the first half of the new theater movement period, there was only the Kŭgyŏn, and although two or three groups proceeded side-by-side in the latter half, <169> the Kŭgyŏn still led the way. Thus, it is no exaggeration to say that the history of our new theater is mostly a record of the Kŭgyŏn's arduous struggle.

The Kŭgyesul Yŏn'guhoe was a group formed on July 8, 1931, under a fellowship system by twelve individuals: Kim Chin-sŏp, Yu Ch'i-jin, Yi Hŏn-gu, Yun Paeng-nam, I Ha-yun, Chang Ki-je, Chŏng In-byŏn, Cho Hŭi-sun, Ch'oe Chŏng-u, Ham Tae-hun, Hong Hae-sŏng, and the author. Most of these were promising young students of theater who, unable to stand idly by as the quality of commercial theater declined day by day, vigorously rose up with utmost sincerity and conscientiousness to drive out low-brow entertainment and commercialism from the theater and establish the highest quality plays and stage art there. Holding high the banner of establishing new theater, they began vibrant and powerful activities. The term "new theater" referred to theater that was more artistic, detached from profit, and intense in its spirit of pursuing truth, and their movement for the establishment of such theater was similar to the modern theater movements in various foreign countries.

How necessary the emergence of such a movement was can be easily understood by glancing at the state of the theater world at that time. Even today, commercial theater struggles to fill theaters with pointless laughter and forced tears, unable to transcend its old boundaries, but at that time, it was even worse, enough to elicit frowns from concerned individuals (有心人). The theater was too far removed from being a place that stimulates thought and cultivates emotion. Theater had become a slave to commercialism, stopping at nothing to raise box office results, yet still having to navigate constant difficulties, its decline knowing no bounds. It was at such a time that the rise of the Kŭgyŏn and its principles were sufficient to serve as a corrective measure (適應劑) for the theater world. However, because the illness of the theater world was severe, the path of the Kŭgyŏn could only be a path of thorns (荊棘).

The Kŭgyŏn, intending to rebuild Chosŏn theater from the ABCs, held lecture meetings to deepen societal understanding, gathered research students to focus on honing skills, and simultaneously did not neglect the study of dramatic arts for its own cultivation.

Thus, on May 4, Shōwa 7 (1932), they held their first performance at the Chosŏn Kŭkchang (조선극장), staging Gogol's "The Inspector General" (檢察官), making the first shining record in Chosŏn new theater history. Afterward, the Kŭgyŏn gained new courage from success and accumulated new experience from failure, steadily walking the right path. By April 1939, they had left a record of 24 performances in total (plus 3 provincial tours), before fading away due to the drastic change in circumstances (情勢). <170>

Looking back, the period until Shōwa 11 (1936) was the Kŭgyŏn's period of isolated struggle (孤軍奮鬪期). Entering Shōwa 12 (1937), new groups like Nangmanjwa (浪漫座) emerged, and four groups participated in the first theater competition hosted by the Tong-a Ilbosa (東亞日報社). From this point began the diverse period (多彩期) of new theater.

Previously, new theater gained the understanding of some enthusiasts (誠者) and primarily received the admiration (憧憬) of students, gradually expanding its base of devoted audiences. Around the time of that competition, however, it suddenly gained a certain degree of familiarity even among the general public. This was partly due to the new theater practitioners' skills becoming more refined, and the competition was also a great help.

From around this time, new theater not only held a fresh appeal for the audience but also evoked intense longing (熾烈한 동경) among theater professionals. The fact that the Chungang Mudae (중앙무대), which initially advocated for intermediate theater, later joined the ranks of the new theater movement, and that some outstanding performers from commercial troupes transformed into new theater actors, eloquently speaks to the situation at the time.

However, this new theater, which seemed destined for prosperity (隆運), saw its diverse period end after the participation of four groups—Kŭgyŏnjwa (劇硏座), Nangmanjwa (浪漫座), Chungang Mudae (中央舞臺), and Yeu Kŭkchang (藝友劇場)—in the second theater competition in Shōwa 14 (1939).

After barely managing to pull together from a state of stagnation, dispersion, wandering, and sluggishness (沈滯 散漫 彷徨 不振) in each group to hold the second competition, they simply fizzled out. While each group likely had its own internal reasons, the drastic change in external circumstances (外部的 情勢) seems to have been a major contributing factor across the board.

In May of Shōwa 13 (1938), the Kŭgyesul Yŏn'guhoe, though thinking it premature, felt compelled to call for the professionalization and commercialization of new theater, rebranding itself as Kŭgyŏnjwa (劇硏座), and other groups also embarked on the path of professionalization. Consequently, these troupes, lacking dedicated theaters, frequently attempted ill-prepared provincial tours. Already weakened by the departure of many capable collaborators due to the declaration of professionalization and commercialization, the decline in the quality of plays due to provincial tours, the fatigue of members, and the exhaustion of the troupes were compounded, and on top of that, management difficulties grew increasingly severe, leaving no group with a way to reverse the decline (頹勢).

Thus, entering last year, Shōwa 15 (1940), new theater groups barely managed to announce comebacks through occasional news reports, but did not present a single performance.

Among the aforementioned groups, not one is listed in the recently formed Chosŏn Theater Association. Has new theater completely died out now? No, the theater troupe Kohyŏp (高協) is making efforts towards new theater, so <171> does that mean new theater is still alive?

To think that the new theater world in Shōwa 16 (1941), the tenth year of the Kŭgyŏn, would be this desolate (蕭條)...

Even if new theater is currently extinct, the contributions of the past 10 years of the new theater movement to the improvement and development of Chosŏn theater cannot be erased. If one compares the commercial theater of 10 years ago with the commercial theater of today, no one can deny (앙탈하지 못할 것이다) that it has advanced and become purified far beyond the level it would have reached through its own natural growth, largely thanks to the stimulus (刺戟) of the new theater movement. Examples can readily be cited in terms of play standards and stagecraft.

Furthermore, the past new theater movement possessed various strengths that the theater of the future should inherit.

What kind of theater will the future theater be? Specific discussion on this will be necessary, but generally, there seems to be no room for objection (異議) that it will be a sound national theater (국민연극) adapted to the new system (신체제).

If so, the future theater must learn from the past new theater movement its sincere (眞摯) and conscientious attitude towards dramatic art, and it must inherit the spirit of pursuing truth detached from profit.

Taking it a step further, the leading role in future theater should be expected from the comeback of new theater practitioners. Indeed, if they completely shed their past liberal attitudes and mobilize towards the direction of national theater, they will achieve notable results in the establishment of national theater theory and its practice.

Looking at the composition of the current Chosŏn Theater Association, one feels a deficiency in that area. Therefore, for the launch and development of future theater, I specifically point this out. (End) <172>

**Summary**

The author, Sŏ Hang-sŏk, reflects on the Korean "New Theater" (Sin'gŭk) movement, primarily focusing on the Kŭgyesul Yŏn'guhoe (Kŭgyŏn), founded in 1931. He contrasts its artistic, non-commercial ideals with the low quality of prevailing commercial theater. Sŏ chronicles Kŭgyŏn's initial struggles, its peak around 1937-1939 when other groups emerged, and its subsequent decline and apparent disappearance by 1941, attributed to internal issues like premature professionalization and external pressures ("change in circumstances," i.e., the wartime mobilization under Japan's "New System"). He expresses concern that the newly formed Chosŏn Theater Association, composed only of commercial troupes, might lead to a skewed future for Korean theater. He argues that the future "National Theater," aligned with the "New System," should inherit the artistic sincerity and truth-seeking spirit of the Sin'gŭk movement and suggests that former Sin'gŭk practitioners should lead this effort, provided they adapt to the new political realities.

From a historical perspective, the article is significant as it documents the trajectory of an important modern Korean cultural movement (Sin'gŭk) during the colonial period. It reveals the tensions between artistic ideals and commercial pressures, and crucially, shows the impact of the escalating wartime political climate ("New System," "National Theater") on the arts, forcing cultural producers to align with state objectives. The author's careful phrasing about needing to shed "liberal attitudes" and embrace the "National Theater" direction, while simultaneously lamenting the loss of Sin'gŭk's artistic purity, highlights the constrained environment artists faced under late colonial rule and the co-option of cultural organizations like the Chosŏn Theater Association for state purposes.

**Named Entities**

徐恒錫	서항석	Sŏ Hang-sŏk
李基世	이기세	Yi Ki-se
尹白南	윤백남	Yun Paeng-nam
土月會	토월회	T'owŏrhoe
극예술연구회	극예술연구회	Kŭgyesul Yŏn'guhoe
劇硏	극연	Kŭgyŏn
金晋燮	김진섭	Kim Chin-sŏp
柳致眞	유치진	Yu Ch'i-jin
李軒求	이헌구	Yi Hŏn-gu
異河潤	이하윤	I Ha-yun
張起悌	장기제	Chang Ki-je
鄭寅變	정인변	Chŏng In-byŏn
曹喜淳	조희순	Cho Hŭi-sun
崔珽宇	최정우	Ch'oe Chŏng-u
咸大勳	함대훈	Ham Tae-hun
洪海星	홍해성	Hong Hae-sŏng
朝鮮	조선	Chosŏn (Korea)
조선극장	조선극장	Chosŏn Kŭkchang (Chosŏn Theater)
昭和	쇼와	Shōwa
浪漫座	낭만좌	Nangmanjwa
東亞日報社	동아일보사	Tong-a Ilbosa
中央舞臺	중앙무대	Chungang Mudae
劇硏座	극연좌	Kŭgyŏnjwa
藝友劇場	예우극장	Yeu Kŭkchang
朝鮮演劇協會	조선연극협회	Chosŏn Yŏn'gŭk Hyŏphoe (Korean Theater Association)
高協	고협	Kohyŏp (Likely an abbreviation for a theater troupe, e.g., 高麗演劇協會 Koryŏ Yŏn'gŭk Hyŏphoe or similar)

**Glossary**

新劇運動	신극운동	New Theater Movement
新體制	신체제	New System/New Order (Referring to Japan's wartime political/social structure)
움지김	움직임	Movement (Older spelling of 움직임)
看取	간취	Perceive, discern
흥행극단	흥행극단	Commercial theater troupe
連名	연명	Listed jointly, named together
파행적	파행적	Limping, distorted, abnormal
舊殼	구각	Old shell, old ways
脫却	탈각	Shedding, breaking free from
杞憂	기우	Groundless worry, needless anxiety
국민연극	국민연극	National Theater (Theater aligned with national/state ideology)
萌芽	맹아	Bud, sprout, beginning
實績	실적	Actual results, achievements
반한	부합한	Corresponding to, matching (Contextual meaning here, lit. 'opposed')
劇硏	극연	Abbreviation for 극예술연구회 (Kŭgyesul Yŏn'guhoe - Theater Arts Research Society)
蹶起	궐기	Rising up vigorously
標榜	표방	Advocating, proclaiming publicly
倣似	방사	Similar to, resembling
尤甚	우심	Even worse, particularly severe
嚬蹙	빈축	Frown, disapproval
涵養	함양	Cultivation, fostering (of emotion, character)
適應劑	적응제	Corrective measure, adapting agent (Lit. adaptation medicine/agent)
荊棘	형극	Thorns, thorny path, hardship
鍊磨	연마	Honing, polishing, training
情勢	정세	Situation, circumstances
孤軍奮鬪期	고군분투기	Period of isolated struggle
多彩期	다채기	Diverse period, colorful period
誠者	성자	Sincere person, enthusiast (used here for supporters)
憧憬	동경	Yearning, longing, admiration
熾烈	치열	Fierce, intense
參列	참렬	Joining the ranks, participating
善變	선변	Good transformation, skillful change (Used here for actors switching genres)
隆運	융운	Prosperity, flourishing fortune
沈滯	침체	Stagnation
散漫	산만	Dispersion, diffuseness, lack of focus
彷徨	방황	Wandering, roaming aimlessly
不振	부진	Sluggishness, slump
脆弱	취약	Weak, vulnerable
疲弊	피폐	Exhaustion, impoverishment
頹勢	퇴세	Decline, downturn
挽回	만회	Recovery, retrieval, reversal
蕭條	소조	Desolate, bleak, deserted
刺戟	자극	Stimulus, provocation
앙탈하지	부정하지/부인하지	Deny (Likely older/regional usage for 부정하다/부인하다)
眞摯	진지	Sincere, earnest
異議	이의	Objection, dissent
揷	삽	Insert (Here used in 異議를 揷할 여지, 'room to insert objection')
示唆	시사	Suggest, imply


---------------------------


잡지명	삼천리 제13권 제3호
발행일	1941년 03월 01일
기사제목	우리 新劇運動의 回顧, 朝鮮演劇協會結成紀念 『演劇과 新體制』 特輯
필자	徐恒錫
기사형태	회고·수기

우리 新劇運動의 回顧, 朝鮮演劇協會結成紀念 『演劇과 新體制』 特輯
						徐恒錫


정치, 경제, 문화, 교육 등 모든 부문이 새로운 체제 아래에 개편 동원되는 이때 연극문화방면에 있어서도 이에 순응하는 여러 가지 움지김이 看取된다. 그리하여 금후의 연극의 형태와 진로가 새로이 논의되고 있다.
그런데 現下의 朝鮮演劇界를 살펴보건대 朝鮮演劇協會의 구성단체란 것이 다 소위 흥행극단들이고 신극단체는 1, 2년래로 침체산만을 극한 탓으론지 하나도 連名되어 있지 아니하니 현상대로는 금후의 朝鮮演劇이 파행적이 되지 않을까 염려되는 배 있다. 물론 현존 극단들이 다 흥행극단인 채로 종래 보다는 훨신 정화되고 건전하여 질 것은 기대되는 바이나 그래도 舊殼이란 완전히 脫却되기 어려운 것인 바에는 종래의 흥행극적 요소가 다분히 계승되어지리라는 것은 杞憂만에 그치지 않을 것이다. 나의 보는 바로는 지금 극계의 과제가 국민연극의 수립에 있을 진대 이에는 돌이어 더 많은 요소를 과거의 신극에서 계승하여야 할 줄 안다. 그러므로 우리 신극운동을 회고함은 現下의 정세로 보아 필요한 일에 속한다.



朝鮮演劇史上에 있어서 신극적 요소의 萌芽는 이미 李基世
尹白南 兩氏의 연극활동과 초기의 土月會에서도 찾어 볼 수 있으나 신극이란 말이 명확한 의미내용을 가지고 實績이 또한 이에 반한 것은 극예술연구회의 출현으로부터이다. 그러므로 朝鮮의 신극운동을 회고함에는 劇硏을 필두로 하여야 한다. 그러고 또 劇硏을 주로 하여야 한다. 이것은 웨냐하면 신극운동기의 전반에는 오직 劇硏이 있었을 뿐이오 후반에 이르러 2, 3단체가 並進하였으나 역시<169> 劇硏이 리-드하였으니 우리 신극의 역사는 대부분 劇硏 苦鬪의 기록이라 하여도 과언이 아니기 때문이다.
극예술연구회는 1931년 7월 8일에 金晋燮
柳致眞
李軒求 尹白南 異河潤
張起悌
鄭寅變
曹喜淳
崔珽宇
咸大勳
洪海星 及 筆者의 12인이 同人制로 결성한 단체이다. 이들은 대부분 新銳의 연극학도로서 당시의 흥행극이 나날이 질적으로 저하하여 감을 放任看過할 수 없다 하여 극단에서 저급한 오락과 상업주의를 驅逐하고 거기에 최고급의 희곡과 무대예술을 건설하기 위하여 한껏 진지하고 양심적인 태도로써 猛然히 蹶起한 것이다. 그들은 신극 수립이라는 기치를 높이 들고 발랄하고 저력있는 활동을 개시하였다. 신극이란 말은 보다 예술적이오 영리를 떠나 진실을 추구하는 정신이 치열한 연극을 가르치는 말로서 이러한 연극의 수립을 위한 그 운동은 諸외국의 근대극운동과 倣似한 것이었다.
이러한 운동의 대두가 얼마나 필요하였던가는 당시의 劇界 情况을 一瞥하면 容易히 수긍될 일인가 한다. 흥행극이란 오늘날 와서도 저연히 옛날의 범주를 넘지 못하여 부질없은 웃음과 강요된 눈물로써 극장을 채우기를 꾀하지만 그 당시에는 有心人의 嚬蹙을 받기에 넉넉할 만큼 尤甚하였었다. 극장이 思考를 자극하고 정서를 涵養하는 곳이 되기와는 너무도 거리가 있었었다. 연극이 상업주의의 노예가 되어 흥행성적을 올리기 위하여서는 안 하는 짓이 없으면서도 오히려 난항을 계속하지 않으면 안되어 그 저하가 저지할 바를 모르는 판이었었다. 이러한 때이었는지라 劇硏의 蹶起와 그 標榜은 劇界에 대하여 한 개의 適應劑가 되기에 넉넉하였다. 그러나 劇界의 병들음이 심하였었는지라 劇硏의 길은 荊棘의 길이 아닐 수 없었다.
劇硏은 朝鮮의 연극을 ABC로부터 재건하려는 의도 하에 강연회를 열어서는 사회의 이해를 심화시키고 연구생을 모아서는 기술의 鍊磨에 주력하는 동시에 자체의 교양을 위하여 극예술의 연구를 더욱 게을리 하지 아니하였다.
그리하여 昭和 7년년 5월 4일 조선극장에서 「고-골리」作 「檢察官」으로써 제1회 공연을 가지어 朝鮮 신극사상에 빛나는 첫기록을 내었다. 그 후의 극연은 성공에 새로운 용기를 얻고 실패에 새로운 경험을 쌓어가면서 바른 길을 꾸준히 걸어 1939년 4월까지에 총 24회의 공연기록(外에 지방순연 3차)을 남기고 情勢의 격변으로 그만 有耶無耶가 되고 말었다. <170>



돌이켜 보건대 昭和 11년까지는 극연의 孤軍奮鬪期요 昭和 12년에 들어와서 浪漫座 등 신단체가 더 생기어 東亞日報社 주최의 제1회 연극콩쿨에 4개 단체의 참가를 보앉으니 이로부터 신극의 多彩期이다.
종래는 신극은 일부 誠者의 이해를 얻고 주로 학생들의 憧憬을 받으면서 차차 愛好觀客層을 넓혀 오던 것이 저 콩쿨을 전후하여서는 一躍 일반대중에게까지 어느 정도의 친근함을 받게 되었다. 이것은 신극인의 기술이 熟練된 것도 원인이오 콩쿨도 크게 도움이 된 것이었다.
