Magazine Title	三千리 제13권 제3호
Publication Date	1941년 03월 01일
Article Title	戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함 (Discussion of Germany's Theatre Movement Under Wartime Conditions, Especially Germany's Mobile Theatre Troupes)
Author	玄潤 (Hyŏn Yun)
Article Type	논설 (Editorial/Essay)

戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함
						玄潤 (Hyŏn Yun)

One, Joy Amidst Labor

Recently in the Mainland (内地 - i.e., Japan proper), there has been talk of rural theatre and Mobile Culture Troupes, but discovering the unique characteristics or features of each region is the urgent task first.
In that respect, the Nazi government established the Ministry of Propaganda and embarked on cultural control, but within that, it put great effort (力瘤) into protecting and fostering local folk songs, folk dances, and theatre, establishing planned promotion policies.
First, having done this, they decided to send mobile theatre or establish permanent movie theatres in regions lacking any entertainment or in newly developed towns.
From the author's observation, things like Germany's KDF mobile theatre are, more than we think, related to national land planning.

Two, Germany's Theatre Facilities

In Germany, they loudly proclaim "Joy and Labor." Germany is originally a country where opera and theatre flourish, and traditionally, not only the capitals of each state but even cities with populations around 30,000 or 40,000 invariably have state, city, or provincial opera or theatre houses. For example, an industrial city with a population of 300,000 typically has splendid municipal theatres for opera and drama. Germany, with its nationwide theatre facilities, utilizes these theatres 100 percent for wartime joy and labor. That is, since 1933, the KDF organization was implemented, allowing all working classes to enter at low prices to see movies, concerts, and even the highest-class theatre and opera.
Despite having such excellent theatre facilities fully equipped, the problem of theatre culture being concentrated in cities was not corrected. Thus, mobile performing arts and others were sent to remote farming, mountain, and fishing villages. Furthermore, since last year, they completed the so-called mobile tent theatre and began touring, drawing worldwide attention. Although Germany already has many theatres, the existing national, public, and private theatres across the country cannot accommodate all the audiences, so the construction of dozens of large KDF-directly managed theatres, planned in proportion to the population in various locations, is currently underway.
Also, to provide first-rate theatre and entertainment, no less than that in major cities, to small towns with populations under 20,000, remote military base locations, rural villages, mining areas, workers at automobile road construction sites in mountainous regions,<216> and workers in munitions factories, the gap in cultural life between large cities and remote areas has been reduced. Thus, things like this tent theatre were realized. As a result, people do not need to take a train to a nearby city, and several times a year, they can experience splendid productions no different from those in the cities.

Three, The Activities of KDF

KDF is the abbreviation for "Kraft durch Freude," meaning "Strength Through Joy."
The DAF organization was formed based on the new ideology of labor when the National Labor Law was enacted in 1934, resolving the continuous disputes of German labor unions. By the following year, 1935, 23 million members had joined. This new ideology discarded the conventional thinking of a relationship between those who give labor and those who receive it, positing instead that all involved in labor are comrades, and only the relationship between leaders and followers exists.
Through this, the hell of unemployment was splendidly resolved. What is noteworthy here is the emphasis that simply giving jobs to the unemployed is insufficient; one must enjoy the work, be satisfied with one's duty, and work with the joy of participating in creation.
To put this ideology into practice and allow people to experience it, various facilities were implemented, costing vast sums. Among these are national insurance, legal counseling, vocational training, housing facilities, and also KDF theatre and KDF travel. Within this, the line "Strength Through Joy" is strongly displayed, notably allocated mainly for the beneficial use of the leisure time of workers in general. Among these, KDF theatre used funds of 10 million Marks in the first year, 1934.
"Strength Through Joy" stabilizes the lives of workers, relieves the fatigue of daily labor, and helps recover new energy for tomorrow. For this, housing facilities are provided, hiking and sports are encouraged, luxury ships travel to Scandinavia, Spain, and Italy, new seaside resorts are built, and open-air theatres are erected.
In general, the task of promoting local culture, especially theatre and music culture, became the sole responsibility of KDF, proceeding under the following plan. The system, especially noticeable regarding permanent theatres, which opened up first-class opera and theatre to workers at uniformly low prices, stands out.
Touring stages operate with subsidies from local autonomous bodies and the national treasury, based on directives from various organizational conferences. Audience mobilization<217> is the responsibility of the local KDF branches, ensuring performances are shown at the lowest possible price. When the touring stage does not come, or for workers in regions it cannot reach, KDF strives to arrange group outings to nearby towns and villages with theatres. What cannot be overlooked here is how well-organized the audience leagues (관객연맹) are.
KDF's audience leagues belong directly to the Labor Front (노동전선 - DAF) and plan and act according to its directives, while also forming close ties with autonomous bodies and providing mutual assistance.

Four, The Splendid Tent Theatre

Simultaneously with the start of the war, Germany's KDF supplied theatre not only to the home front (銃後) but also to the battlefields (戰地). Last year, even during the war, the Bayreuth Festival, founded by the musical saint Wagner, was held splendidly, and KDF invited tens of thousands of soldiers as guests of Führer Hitler.
As Robert Ley (로-벨트·타이), the overall commander of the Labor Front, and the Nazi stalwart Rosenberg (로-젠벨끄) say, "The idea that the muses of art must fall silent when the cannons roar no longer holds validity." This is something only Germany could first proclaim, and it is a statement the Empire of Japan during wartime should also deeply consider. Recently, a letter sent by Mr. Konoe Hidemaro (近衛秀磨), currently in Germany, mentioned that the appearance of the Mobile Tent Theatre, which can also be seen in Ufa newsreels, is magnificent.
This tent theatre looks like a hangar from afar, with a total length of 44 meters, a width of 14 meters, a height of 7.5 meters, a stage opening (舞臺間口) of 7 meters, a depth of 9 meters, and seating comfortably for 788 people—an ideal small theatre. The tent is made of dark-colored canvas (帆布), the poles are duralumin (뜌랄민) and light metal, and it's conveniently handled by disassembling its hinged structure (蝶番式). When erected, it can easily withstand wind speeds up to 10 meters per second. It was designed and manufactured by the Zeppelin Company (쳇펠링會社) on the shores of Lake Constance (보-덴湖畔). Twenty workers erect, transport the tent theatre, and handle all the stage props. Erection takes two days, and dismantling takes one day.
Its transport involves 20 vehicles and tow trucks, which naturally also serve as living quarters and passenger cars for the actors, musicians, and administrative staff.
Germany built a total of 41 such large tent theatres, one for each prefecture nationwide. For the premiere performance on February 14th last year, the location was the industrial area of Borsigwalde (볼식크왈떼) on the outskirts of Berlin (伯林). It was severely cold, down to minus 22 degrees Celsius. However, inside the tent theatre, boasting excellent facilities, the temperature rose to 27 degrees Celsius, making Propaganda Minister Goebbels (겟벨쯔), who was present, and Dr. Ley (라이), the midwife (産婆役 - i.e., originator/key figure) of the project, very proud (코를 높이 들게 했다 - literally "made their noses high").

Five, Italy's Dopolavoro

Generally speaking, Italian theatre,<218> setting aside ancient Rome, has been in decline in modern times. This is evident even when looking at dramatic literature. On the other hand, opera has prospered year after year, making one think of opera when Italy is mentioned. Moreover, being a land with good weather, open-air theatre has inherently flourished. However, there isn't much to say artistically about this open-air theatre.
But after Mussolini established the Dopolavoro (또포라보-로) in 1923, labor and recreation were re-examined, and new facilities gradually emerged. Of course, opera, film, and theatre also took various new steps under the directives of the Ministry of Propaganda, following the totalitarian ideology of Fascist Italy. Films are under strict control, opera sets aside days for mass viewing at low prices, and first-rate singers are mobilized for Dopolavoro activities.
Dopolavoro translates to "National After-Work Association" (國民勞働後協會). The Fascist labor union federation implemented this movement, establishing ways for workers and the employee class to use their after-work hours beneficially. Managers also participate, and Dopolavoro branches are established in each region. Even in remote areas, they share responsibility and cooperate on matters related to education, rest, and recreation, providing technical and other assistance.
It goes without saying that cinema plays an active role in entertaining the labor front. At the same time, the Ministry of National Culture promoted the organization of entertainment and the activities of after-work theatre hobby groups, mobilizing various musical troupes scattered throughout the regions and groups with mobile sound vehicles (嚫子移動車 - possibly 'sound trucks' or 'music wagons') for the popularization of theatre and the recreation of local people.
Here are some figures for the mobile entertainment troupes under the National After-Work Association in the Fascist year 15, i.e., 1937:
Prose drama (散文詩적 연극) Car No. 1: 62 performances in 46 regions, audience 85,000. Car No. 2: 62 performances in 45 regions, audience counted at 80,000.
Lyrical Sound-Drama Car (抒情嚫子劇車 - perhaps operetta or musical theatre): 75 performances in 51 regions, mobilized an audience of 433,200 people.

Six, Cremona's Light Comic Opera Troupe

One can imagine the vigorous activity of "Thespis's Cart" (테스피의 車), which has become familiar to Italians. Among these, Cremona's Light Comic Opera Troupe (꾸레모나의 輕喜歌劇隊) deserves special mention. This can be called a masterpiece of Italy's welfare movement (厚生運動).
Cremona's Light Comic Opera Troupe was active when the centennial festival for Stradivari (스토라지바리) (the famous violin maker - actually maker, not player) was held in Cremona the previous year. Thanks to the efforts of the Fascist local administrator in fostering it, it became even more superior (우열한 - likely means 'excellent' here) and came to play a major role in the artistic sphere of modern Italy.<219>
This opera troupe not only performs concerts and choral recitals but also directs and guides light comic opera, consolidating and unifying the desires and preferences of the populace to pioneer new fields. Cremona has many young people blessed with talent for opera and music. Cremona, which produces these opera geniuses, previously had connections to Verdi (벨띠-) and also produced concertos (콘체리). It is not uncommon for outstanding artists to emerge from local song competitions (콩쿨), namely those guided by Dopolavoro, such as the light opera. For instance, the baritone singer Bellucci(?) (벨눗지이), famous in the contemporary Italian opera world, is one such prominent figure. In any case, through this, songs and dances developed in certain regions are beloved and sung everywhere, and true recreation is provided. Because people work while enjoying themselves, this "Thespis's Cart" is greatly welcomed wherever it goes. Even among mobile theatre troupes, one should note that the Italian side, as mentioned before regarding Cremona, has a much stronger musical domain (음악적 영역이 勝해있다). These mobile vehicles have recently increased further, resulting in over 2,000 entertainment performances nationwide each year, with 32,000 amateur actors (素人배우) performing 25,000 times in a year. -End-<220>

**Summary**

This 1941 article by Hyŏn Yun discusses the state-sponsored theatre movements in Nazi Germany and Fascist Italy during wartime. It highlights the KDF ("Strength Through Joy") in Germany and Dopolavoro ("After Work") in Italy, focusing on their efforts to bring theatre, opera, and entertainment to workers, rural populations, and even soldiers via permanent theatres with subsidized tickets and, notably, innovative mobile tent theatres and "Thespis's Carts." The author praises these initiatives for bridging the cultural gap between cities and remote areas, boosting morale, and integrating culture with labor under totalitarian regimes, suggesting these are models to be emulated (implicitly by Japan/Korea). From a Korean colonial history perspective, the article is significant as it reflects the adoption and promotion of Axis cultural mobilization strategies within the Japanese empire. Written by a Korean author for a Korean readership under Japanese rule, it showcases the ideological alignment sought during the period, using European fascist models to implicitly endorse similar state control and mobilization of culture for national goals, including managing the populace through controlled recreation ("Joy Amidst Labor").

**Named Entities**

獨伊	독일	Germany
內地	내지	Mainland Japan / The Interior
나치스	나치스	Nazis
宣傳省	선전성	Ministry of Propaganda (German/Italian)
KDF	케이디에프	KDF (Kraft durch Freude)
DAF	디에이에프	DAF (Deutsche Arbeitsfront)
바이로이트	바이로이트	Bayreuth
와그너-	바그너	Wagner
히틀러-	히틀러	Hitler
로-벨트·타이	로베르트 라이	Robert Ley
로-젠벨끄	로젠베르크	Rosenberg
近衛秀磨	고노에 히데마로	Konoe Hidemaro
우-파	우파	Ufa (Universum Film AG)
伯林	베를린	Berlin
볼식크왈떼	볼지히발데	Borsigwalde
겟벨쯔	괴벨스	Goebbels
라이	라이	Ley (Robert Ley)
보-덴湖畔	보덴 호반	Lake Constance
쳇펠링會社	체펠린 회사	Zeppelin Company
伊國	이국	Italy
伊太利	이태리	Italy
로마	로마	Rome
뭇소리니	무솔리니	Mussolini
또포라보-로	도폴라보로	Dopolavoro
國民勞働後協會	국민노동후협회	National After-Work Association (Dopolavoro)
國民文化省	국민문화성	Ministry of National Culture (Italian)
테스피의 車	테스피의 차	Thespis's Cart
꾸레모나	크레모나	Cremona
스토라지바리	스트라디바리	Stradivari
벨띠-	베르디	Verdi
벨눗지이	벨루치(?)	Bellucci(?) / Pellujjii (Romanized Korean transliteration)
스캔디나비아	스칸디나비아	Scandinavia
스페인	스페인	Spain
玄潤	현윤	Hyŏn Yun

**Glossary**

戰時下	전시하	Under wartime conditions
移動演劇隊	이동연극대	Mobile Theatre Troupe
論함	논함	To discuss; to argue (older verb ending form)
急務	급무	Urgent task
力瘤	역류	Great effort; exertion (idiomatic expression, literally 'strength tumor')
수립하고 있다	수립하고 있다	Is establishing (note the older auxiliary verb form 있다 for progressive)
慰樂	위락	Comfort; solace; entertainment
設하고	설하고	Establishing (older form of 설치하고)
盛히	성히	Actively; vigorously; prosperously (adverb)
부르짓는다	부르짖는다	To cry out; to shout; to advocate (older spelling)
반듯이	반듯이	Invariably; without fail (can also mean 'straight')
형편이다	형편이다	To be the situation; circumstance
으례이	으레	Usually; typically; customarily (older spelling/form)
파-센트	퍼센트	Percent
低料金	저요금	Low price/fee
입장케 하여서	입장케 하여서	Making [them] enter; allowing entry (causative form + older connective)
弊	폐	Harm; evil; malpractice; disadvantage
矯正되지 않어서	교정되지 않아서	Not being corrected (older negative connective form)
遠隔	원격	Remote; distant
農山漁村	농산어촌	Farming, mountain, and fishing villages
巡演	순연	Touring performance
주목을 끌고 있다	주목을 끌고 있다	Is attracting attention
원체	원체	Originally; fundamentally; in the first place (colloquial/older form)
目下	목하	Currently; at present
僻遠	벽원	Remote and distant; secluded
兵營	병영	Barracks; military camp
사이	사이	Gap; interval; relationship
실현되였다	실현되었다	Was realized (older past tense passive form)
접하게 된다	접하게 된다	To come into contact with; to encounter
약자	약자	Abbreviation
분규를 거듭하고 있은	분규를 거듭하고 있던	Which had been repeating disputes (older relative clause form)
基하여	기하여	Based on (older connective form)
폐기케 하고	폐기케 하고	Making [it] abolished; causing to discard (causative form)
동무	동무	Comrade; friend (used commonly in North Korea now, but was general use)
信從者	신종자	Follower; adherent
불충분하기	불충분하기	Being insufficient (nominalized form used predicatively)
강조한다	강조한다	Emphasizes
행하도록 하였으며	행하도록 하였으며	Made [them] perform/carry out; caused to do (causative + older connective)
방대한	방대한	Vast; enormous
후생적	후생적	Related to welfare; beneficial for well-being
충당돼 있는	충당돼 있는	Being allocated; assigned (passive + progressive)
담당케 되였으며	담당케 되었으며	Came to be in charge of (causative passive + older connective)
기획하에	기획 하에	Under the plan/planning
均一	균일	Uniform; consistent
해방된	해방된	Liberated; opened up
지령에 基하여	지령에 기하여	Based on the directive
助成金	조성금	Subsidy; grant money
동원	동원	Mobilization
책임지고	책임지고	Taking responsibility
보이도록	보이도록	So that [it] can be seen/watched
관객연맹	관객 연맹	Audience league/federation
정돈돼	정돈돼	Being well-arranged; organized (passive contraction)
결탁을 짓고	결탁을 짓고	Forming collusion; establishing close ties
銃後	총후	The home front (literally 'behind the gun')
戰地	전지	Battlefield; war zone
樂聖	악성	Musical saint; great composer
총통	총통	Führer; President; Governor-General
客	객	Guest
초대했다	초대했다	Invited
총지휘	총지휘	Overall command; general command
大砲	대포	Cannon; artillery
타당성	타당성	Validity; reasonableness
맛볼	맛볼	To taste; experience (future relative form)
在獨中	재독 중	While in Germany
格納庫	격납고	Hangar
全長	전장	Total length
幅	폭	Width
높이	높이	Height
間口	간구	Opening; frontage (specifically stage opening here)
속기리	속 길이	Inner depth; inside length (likely 'depth' here)
좌석	좌석	Seat
넉넉히	넉넉히	Amply; sufficiently; comfortably
帆布	범포	Canvas; sailcloth
기둥	기둥	Pillar; pole
뜌랄민	두랄루민	Duralumin
輕金屬	경금속	Light metal
蝶番式	접번식	Hinge type/style
분해하면	분해하면	If disassembled
편리하고	편리하고	Being convenient
견디는데	견디는데	While withstanding/enduring (connective)
고안제작	고안 제작	Devised and manufactured
차량	차량	Vehicle(s)
견인차	견인차	Tow truck
주거	주거	Dwelling; residence
승용차	승용차	Passenger car
합계	합계	Total; sum
공연때	공연 때	At the time of the performance
郊外	교외	Suburbs; outskirts
嚴寒	엄한	Severe cold
臨席	임석	Attendance; presence (at a meeting/event)
産婆役	산파역	Role of midwife (figurative: originator, key figure)
코를 높이 들게 했다	코를 높이 들게 했다	Made [someone] proud (idiom, literally 'made nose high')
그만 두고	그만두고	Setting aside; stopping; leaving alone
衰微한	쇠미한	Declined; decayed
증거	증거	Evidence; proof
隆昌해저서	융창해져서	Becoming prosperous; flourishing (older spelling/form)
야외극	야외극	Open-air theatre
설정된 후로는	설정된 후로는	Since being established
재검토되고	재검토되고	Being re-examined
시설이 점차 생겼다	시설이 점차 생겼다	Facilities gradually emerged/appeared
전체주의적	전체주의적	Totalitarian
各樣	각양	Various kinds; diverse
계단	계단	Step; measure; stage
통제	통제	Control; regulation
대중	대중	The masses; the public
동호회	동호회	Club; society (of people with shared hobby)
散在한	산재한	Scattered; dispersed
嚫子移動車	친자이동차(?)	Mobile sound vehicle/Music wagon (?) (嚫子 is obscure, possibly related to sound/music/donation)
그뤂	그룹	Group (loanword using older transliteration style)
대중화	대중화	Popularization
총동원시킨 것이다	총동원시킨 것이다	It is that [they] fully mobilized (causative passive nominalized ending)
散文詩적	산문시적	Prose-poem-like; related to prose drama
算한다	산한다	To count; calculate (older form of 계산한다)
抒情嚫子劇車	서정친자극차(?)	Lyrical Sound-Drama Car (?) (抒情=lyrical, 劇車=theatre car)
친근함이 된	친근함이 된	Became familiar/intimate
맹렬한	맹렬한	Fierce; vigorous
특필할 것은	특필할 것은	What deserves special mention
厚生運動	후생 운동	Welfare movement
걸작	걸작	Masterpiece
百年祭	백년제	Centennial festival/anniversary
육성에 힘쓴 값	육성에 힘쓴 값	The reward/result of effort put into fostering
우열한	우열한	Superior; excellent (context suggests 'excellent' rather than comparing superiority/inferiority)
역할	역할	Role; part
待望	대망	Anticipation; earnest desire
종합통일	종합 통일	Comprehensive unification; synthesis
개척하는 것이오	개척하는 것이오	It is pioneering/opening up (older predicative ending)
혜택받은 자	혜택받은 자	One who received benefits/blessings; gifted person
관계가 있었고	관계가 있었고	Had a relationship/connection
콘체리	콘체르토	Concerto (loanword using older transliteration style)
콩쿨	콩쿠르	Competition; concours (loanword)
誘導하는	유도하는	Guiding; inducing
산출하는	산출하는	Producing; yielding
쟁쟁한	쟁쟁한	Prominent; distinguished; brilliant
애창되며	애창되며	Being sung fondly/popularly
참	참	True; real; genuine
즐겨하면서	즐겨하면서	While enjoying
이르는 곳마다	이르는 곳마다	Wherever it reaches/goes
승해있다	승해 있다	Is superior; predominates (older form of 승하다 - to be superior/win)
素人배우	소인 배우	Amateur actor


---------------------------


잡지명	삼천리 제13권 제3호
발행일	1941년 03월 01일
기사제목	戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함
필자	玄潤
기사형태	논설

戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함
						玄潤
一, 勤勞中에도 歡喜

최근 內地에서도 농촌연극이요, 移動文化隊요 하지만 우선 그 지방의 특유한 것이나 특징을 파내는 것이 急務다.
그러한 점에서 나치스 정부는 宣傳省을 설하고, 문화통제에 나섰으나, 그 중에는 지방의 민요, 民踊, 연극의 보호조성에 力瘤를 넣어서 계획적인 진흥책을 수립하고 있다.
우선, 이렇게 해놓고, 다시 아무 慰樂이 없는 지방이라든가, 새로히 된 거리에 이동연극, 혹은 상설영화관을 세우기로 한 것이다.
필자의 관찰로는, 독일의 KDF의 이동연극 같은 것은 우리들의 생각하고 있는 以上, 국토계획에 관계가 있다고 생각한다.

二, 獨逸의 演劇施設

독일에서는 환희와 노동이라는 것을 盛히 부르짓는다. 원래 독일은 오페라와 연극이 성행하는 나라로서, 옛날부터 각 연방의 主都는 말할 것도 없고, 인구가 3, 4만정도의 도시에도 國立, 市立, 州立 등의 歌劇이라든가 연극이 반듯이 존재하고 있는 형편이다. 예컨대 인구 3십만의 공업도시가 되면 으례이 가극과 희극의 훌륭한 시립극장이 있는 것이 보통이며 극장시설이 전국적으로 돼 있는 독일은, 그 극장으로 하여금 戰時下의 환희와 노동을 위해서 100파-센트로 이용하고 있다. 즉 1933년 이래, KDF의 조직이 시행되여 모든 勤勞者 階級에 低料金으로 입장케 하여서 영화, 음악회, 그리고 가장 고급한 연극과 오페라를 보게끔 하였다.
이와 같이 諸種의 훌륭한 극장설비가 완비되여 있음에도 불구하고 극장문화의 도시집중의 弊는 矯正되지 않어서 遠隔의 農山漁村에도 移動演藝와 그 他를 보내는데, 다시 작년이래로는 소위 이동천막극장을 완성하여 巡演을 개시해서 전세계의 주목을 끌고 있다. 원체 극장이 많은 독일이지만 전국의 국립, 공립, 사립극장에서는 관객을 수용해낼 수 없어서 수십의 KDF직영의 대극장 건설이 각지에 인구비례로 계획되여 目下 진행 중이다.
또, 2萬이하의 소도시와 僻遠의 兵營의 소재지, 농촌, 광산지대, 산간의 자동차도로공사장,<216> 군수공장의 노동자에 이르기까지 일류도시에 떨어지지 않는 연극연예를 제공하여, 大都會와 僻地와의 문화생활의 사이를 축소하게 되여서, 이로서 이 천막극장같은 것이 실현되였다. 그 결과는 근처의 都會에 기차를 타고 가지 않아도 되며, 1年中에 數回는 都會와 조금도 다름없는 豪華版에 접하게 된다.

三, KDF의 活躍

KDF라고 하는 것은 「크라프트·똘히·푸로이떼」의 약자로 「힘에 의한 기쁨」이라는 뜻이다.
DAF라고 하는 조직은 독일의 노동조합이 분규를 거듭하고 있은 것을 1934년에  국민노동법이 제정되여서 새로운 노동의 이념에 基하여 DAF가 결성되었고, 翌 1935년에는 2천 3백만의 團員이 참가케 되였다. 이 새로운 이념이라고 하는 것은, 종래와 같이 노동을 주는 자와 받는 자와의 관계라는 생각을 廢棄케 하고 노동에 관여하는 자 一切는 한 동무요, 단지 지도자와 信從者와의 관계만이 존재할 뿐이라는 이념이다.
이것에 의해서 실업지옥도 훌륭히 해결되였는데, 여기에서 주목할 것은 실업자에게 일을 주는 것만으로는 불충분하기 때문에 그 업을 즐기고 직분에 만족하여 창조에 참가하는 희열을 가지고 일하는 것을 강조한다.
이 이념을 실행에 옮겨 체험케 하기 위해서 여러 가지 시설을 행하도록 하였으며, 방대한 경비를 들이고 있다. 그 중에는 국민보험도 있고, 법률상담도 있고, 직업양성도 있고, 주택설비도 있고, 또 KDF연극과 KDF여행도 있어서, 이 속에 「기쁨에 의한 힘」이라는 일선이 강하게 표시되여, 주로 노동자 일반의 휴양시간의 후생적 이용에 충당돼 있는 것이 주목된다. 그 중에 KDF연극은 최초의 1934년에는 1천만 마-크의 비용을 사용하고 있었다.
「기쁨에 의한 힘」은 근로자의 생활을 안정케 하며 매일 노동의 피로를 犒하여 明日을 위한 새로운 정력을 회복키 위해 주거의 설비도 하고, 하이킹이며 스포-쯔도 하고, 豪華船으로 스캔디나비아와 스페인과 이태리에 여행하기도 하고, 해수욕장을 신설하며, 야외극장을 세우기도 한다.
