Magazine Title: 개벽 제37호
Publication Date: 1923년 07월 01일
Article Title: 一瞥 (A Glance)
Author: Not specified in the provided text.
Article Type: 세태비평 (Social Commentary/Critique of the Times)

A Glance
Kang Myŏnghwa, the Former Gisaeng of Eternal Chastity?
When speaking of Kang Myŏnghwa's story, most Chosŏn people today likely know its background. When she was a gisaeng, she had one final lover; who was he? He was a young man named Chang Pyŏngt'ae, the son of the wealthy Chang Kilsang. It is said that during her gisaeng days, Kang shocked the eyes and ears of general society by cutting her hair short and even cutting off a finger as a woman. What was the motive that drove her to dare such harsh acts as cutting her hair and finger? It turns out, it is said, that she did it for her lover, Chang Pyŏngt'ae. Suspecting that Chang might not trust her word as a gisaeng, she cut her hair as a sign (削髮爲標) and cut her finger to declare her oath (斷指宣盟). As a result, she finally gained Chang's trust and came to live with him, making a hundred-year promise (百年佳約). However, "time was unfavorable, and the horse would not run" (時不利兮 斷不逝). Although she gained Chang's trust and achieved her goal of love, perhaps she lacked the ability to gain the trust of Chang's father. The father, who held the actual property rights, changed his mind midway and did not permit even a penny of financial support, which is why, it is said, she ultimately committed suicide due to the苦痛 (suffering) of financial hardship (生活難). Only after her suicide, it is said, did Chang's family call her a virtuous woman (烈女) of all ages (萬古), and her father-in-law (媤父), Chang Kilsang, prepared condolence rites (致奠) to comfort her lonely spirit (孤魂) after death. What pleasure could becoming an eternal virtuous woman after death bring her, and what relief could receiving condolence rites be? Generally, the conventional (因襲) morality of the East (東洋) employs such stratagems (術策) on the populace. No matter what abuse (虐待) those above inflict on those below, it is not considered an issue; only if someone below preserves their chastity (貞操) for someone above, even by dying, is it called righteous virtue (義烈), and they make a fuss (作亂) by erecting commemorative gates (旌門) and stone monuments (石碑) under the pretext of comforting a soul whose form cannot even be seen. If Chang Kilsang had provided living assistance during her life instead of the stratagem of offering condolences after death, which would have held true value?

While on the subject, I wish to say a word about the issue of romantic love (戀愛) before moving on. It seems there are increasingly many unfortunate incidents (不祥事) these days where young men and women commit suicide for love, calling it the sanctity (神聖) of love. Kang Myŏnghwa's death, too, can be said to be related to love if we speak of its cause. Leaving aside the separate question of whether love is sacred or not, isn't committing suicide, sacrificing one's precious <71> life for a single individual, Chang Pyŏngt'ae, due to a love relationship, too much of a weakness of human nature? Thinking broadly, a person should certainly not die for the love of a single individual. If one realizes the great subtle method of living on in the joy of human love among the billions of humankind in the vast universe, what reason is there to be bound by the narrow psychology of romantic love and interrupt the progressive force of life? I hope that young men and women anguishing (苦憫) over love will pioneer a way to a vast new life amidst the noble joy of love for humanity.

Modern Civilization, the Birthplace of Suicide
Among the new phenomena appearing in newspapers recently, the most tragic fact is the increasing phenomenon of suicide. Investigating the causes of suicide reveals that the primary motive is financial hardship (生活 困難), the second arises from romantic love between men and women, and the third stems from resentment and grief originating from the imperfections of the Chosŏn family system. This is generally speaking from the psychological motives of the individual suicide victim; it is not the actual cause. The actual cause of suicide truly lies in the problems of modern life. The fact that the number of suicides, previously nonexistent, is increasing further can also be called a benefit of modern civilization.
Modern civilization has complicated modern life; the complexity of modern life itself has given modern people terrible stimulation to their brain nerves; the stimulation of brain nerves ultimately causes people to lose their natural measure and reach the state of suicide. Among these factors, modern civilization, through its system, creates disparities between rich and poor and nurtures class dissatisfaction (不平), restricting people's freedom and vitality (活氣), which is a major cause of suicide. Therefore, the training ground for suicides (自敎者 養成所 - likely a typo for 自殺者, suicide victims) is actually modern civilization. If one were to view modern civilization from the perspective of a suicide victim or someone in a suicidal situation, modern civilization is humanity's cruel enemy (仇讐). It is a demon.
It is common practice for people in the world to ridicule (嘲笑) suicide victims, calling their actions cowardly. The reason is the belief that suicide victims lack the courage to fight against the world's suffering, ultimately committing suicide in a final state of self-surrender (降伏). On the other hand, it can also be seen as a lesson meant to set an example for future potential suicides. However, in a certain sense, it is no exaggeration to say that there are none with greater courage than a suicide victim. Why? Because among human desires (慾望), none surpasses the desire to live (生存慾). The desire to live is something one wouldn't trade even for the position of ten thousand chariots (萬乘之位). Those who overcome such a powerful desire in a single decision and carry out suicide are indeed the bravest of the brave (勇者), some might <72> say. Whether suicide is courage or cowardice is a separate issue, but regardless, suicide itself can be seen as a kind of sin (罪惡). Why? Because it obstructs (妨害) the progressive force of nature and the universe. However, blaming the suicide victim is rather blaming the superficial (皮相), and there is regret in not being able to blame the root (根本). If the root of suicide lies in the harms (弊害) of modern civilization, then rather than blaming the suicide victim, it seems right to blame modern civilization instead. It is right to loudly reprimand (叱咤) modern civilization. From this point, we want to offer this advice to those who have suicidal intentions: Since you have the courage to carry out suicide, why use that courage for an unfortunate incident like suicide? Instead, try using that act of desperation towards modern civilization, the enemy of suicide. This would be the effective application (活用) of suicide. It would be the beautification (美化) of suicide. Furthermore, the act of suicide is definitely not a pre-planned (預期的) act. It arises from a momentary, overly sensitive (過敏的) nervous stimulation (刺戟). That is why the Yongsan Police Station (龍山警察署) once hung up a warning sign on the Han River (漢江) railway bridge, the known origin point for suicides, saying, "Wait a moment." Suicide is truly a momentary thing. If it can be seen as identical to an act committed through a momentary lapse, then from this perspective, perhaps suicide can also be called a kind of self-inflicted mistake (自己 過失).

News Lacking from the Private Isolation Hospital
Fortunate if a Tiger Didn't Carry It Off
It must have been about 3 years ago. I heard news that over 50,000 won in funds were raised in Kyŏngsŏng to build a private isolation hospital (私立避病院). Since then, until today, there has been a complete silence (消息이 畓然하기에), making me wonder what happened. I found out that even before the isolation hospital could be established, disease germs had already entered the money (金錢) and melted it away. According to rumors, Mr. Chŏng Ŭngsŏl (鄭應卨氏), who was directly in charge of the isolation hospital facility, purchased the hospital site with that money, but his son (親子), said to be a wastrel (浪人), sold the land and squandered (浪費) the funds. From now on, if an infectious disease (傳染病) breaks out, we'll have to take the isolation patients to Mr. Chŏng Ŭngsŏl and his son. Is it innate (先天的) or acquired (後天的)? Why do the affairs of Chosŏn people end up being so socially untrustworthy (社會的 無信用)? The National Debt Repayment Movement (國儥報償事件) incident from years ago still remains in the minds of the people, and whenever a social joint (共同) endeavor is mentioned, that issue immediately becomes the premise (前提). Today, the first thing we Chosŏn people must pay attention to is making social credibility sincere, which seems to be the fundamental element (元素) for all enterprises (經營). Like the saying, "I wish to be born in a moneyless country, so I don't hear the sound of money, money" (願生無錢國하야 不聞錢錢聲이라), when will a moneyless country ever arrive to starve the money-eating worms to death? <73>

Ah, the Cleverness (怜悧) of the World
The Spring and Autumn Warring States Stratagem of "Using Barbarians to Control Barbarians" (以夷制夷)
The other day, a national archery (弓術) competition for all of Chosŏn was held at Kyŏngmudae (景武臺). To prevent people without admission tickets (入場券) from entering that day, several dozen working students (苦學生) were employed as guards (防備軍). The wage (雇價) for the day was said to be 1 won 50 jeon. For someone hearing this for the first time, it might seem like an unremarkable matter, but somehow I didn't want to think of it so simply. Why did they have to use students and set them up as guards? If they used ordinary laborers, 1 won would have been sufficient; why did they pay students 1 won 50 jeon to use them? Interpreting this favorably, one could see it as them employing the students partly to help with their school expenses. However, thinking differently, what was their motive for using students? It might be because these days, due to the trend (風潮) of animosity (反目) between labor and capital (勞資) or socialist motives, there are many disturbances (紛擾) among some youths trying to enter without paying admission fees. Therefore, they might have speculated (推測) that using working students would be effective in preventing this, employing the Chinese Spring and Autumn Warring States stratagem (術策) of "using barbarians to control barbarians" (以夷制夷). This is what is called the cleverness (怜悧) of the world. From the perspective of the employed working students themselves, becoming someone's hireling to guard against the entry of fellow propertyless people (無産者) is certainly something anyone would shed tears of sympathy (同情) for. But looking at it from another angle, the fact that they are guarding against the entry of fellow propertyless people with their own hands because of 1 won 50 jeon has aspects that can be seen as selling their integrity (自己賣節). Ah - money - the tears of this suffering for working students - how does it compare to the suffering of a virgin selling her chastity (貞節) to save her parents from financial hardship? It is entirely society's sin - will there ever be a day when we don't see this kind of situation?

Holding of the Youth Leaders Conference
It is said that the All-Chosŏn Youth Leaders Conference will be held, perhaps on July 23rd. Truly good news.
Where is the true Chosŏn? It lies with the youth (少年). Where is the true work? It also lies with the youth. If we divide the life of true humanity into 100 parts, 1 part belongs to the middle-aged (壯年), 9 parts belong to the young adults (靑年), and 90 out of 100 parts belong to the youth (少年).
The current middle-aged generation of humanity is, in terms of thought and activity, almost entirely busy (紛忙) dragging around corpses (尸體) dead on the northern mounds (北邙山 - ancient burial ground, metaphor for being outdated/spiritually dead) and removing (除却) the maggots (구덕이) on themselves. More than half of the current young adults have been infected (傳染) by maggots. As for the youth, they are the ones who still possess clean bodies onto which not a single maggot <74> has yet crawled. Preparing quickly so that maggots do not infect them is the true activity for humanity and for Chosŏn. O, so-called concerned gentlemen (有志 紳士)! Let us abandon all false (虛僞) activities and strive vigorously for the true youth movement. There may be various directions for guiding the youth, but primarily it can be seen as a movement for human reform (人間改造). It aims to guide the youth, the foundation (밋동) of humanity, in order to make human-like humans. The youth of today can truly be seen as fortunate.

Dr. Ŏ's 30th Anniversary Commemoration
The 30th anniversary commemoration for Dr. Ŏ Pis'in (魚丕信 博士) passed last month. We can never forget the efforts he, a foreigner, made for the Chosŏn people for 30 years. Seeing Dr. Ŏ's 30th commemoration ceremony brought one thought to mind. It is a fact that obstacles (障疑物) like ethnicity or nation block the development of love for all humanity. In other words, love for humanity and nationalism are terribly opposed. Humanity must someday transcend nations and ethnicities and live through the bond (結合) of love for humanity. If human oneness (人類 一家主義) is truly practiced for humanity to live a true life, then indeed "green mountains will be found everywhere a person goes" (人間 到處 有靑山). What need is there for a hometown, a home country, or home mountains? The place one encounters, the place one arrives at—that will be my hometown, my home country, my home mountains. From this perspective, a person like Dr. Ŏ can be seen as having actually practiced a part of the love for humanity.

Noteworthy Trend of a World Language
In the world today, there are none with narrower views than politicians. In the past, politicians were considered the ones with the broadest views among the populace and received the people's reverence, but today the world's values are completely overturned. The thoughts of politicians never leave their boundaries, whereas the thoughts of the populace are gradually becoming global—a strange phenomenon. Today, among the populace, there are few wise and sagacious (賢哲) minds who do not possess the idea of the realization of world brotherhood (四海一家) or the concept of global fellowship. While there are many approaches to realizing the principle of world brotherhood, unifying language first seems to be the most urgent task (急務). The wise people of the world who have realized this seem to be putting infinite effort into the development of a world language (世界語) these days. What is the world language? It is called Esperanto (에쓰폐란틋). <75>
The headquarters of the Esperanto Association (協會) is in Switzerland (瑞西), and it has branches (支會) in major cities worldwide, making the spread (普及) of the world language its sole mission. I hear that one can sufficiently communicate (通語) and read the script of the world language within one year. Compared to languages like English, which are ineffective without wasting (虛費) 5 or 6 years of specialized time, what a treasure it is for communication! In fact, there are none with such international despotic (專制) ambition (野心) as Britain and America (英米). Having gained the right of first possession (先得權) in language first, they implicitly treat this as their national treasure (國寶) and display international arrogance (傲慢). Therefore, even from the perspective of achieving true global equality (平等), the world language truly holds a kind of sacred value. The fact that the world's populace is competing to study the world language can be said to have arisen from the necessity (必然性) of love for humanity demanding global equality, and moreover, from this, one can understand how recent global trends (傾向) are developing.

From Tribal Politics to Communist Politics
Recently, in the Japanese political world (政界), there seems to be extremely frequent debate (討議 頻頻) regarding the issue of recognizing (承認) Russia (露國). Thus, except for a faction of hardliners (頑固派), it is said that there is consensus both in the government and among the people (朝野) that recognizing Russia under appropriate conditions is acceptable. Furthermore, they seek to conclude (締結) a negotiation treaty (協商條約), and rumors have even leaked (漏聞) of a Japan-Russia-Germany (日露獨) alliance. Whether Russia is recognized or not, it is a fact that world progress has already reached from tribal politics (部落政治) to communist politics (共産政治). It is a fact that we have progressed from tribal politics to absolute monarchy (君主專制政治), from absolute monarchy to constitutional monarchy (君主立憲政治), from constitutional monarchy to democratic republican politics (民主共和政治), and from democratic republican politics to worker-peasant communist politics (勞農共産政治). In the current state, constitutional monarchy, democratic republican politics, and worker-peasant communist politics seem to stand in a tripartite confrontation (鼎立). Thus, formally speaking, constitutional monarchy is the oldest (날근), and worker-peasant communist politics is the most advanced. Until anarchist politics (無政府政治) is realized, whatever others may think, communist politics holds the special privilege of boasting itself as pioneering (先覺者). If Russia receives formal international recognition, then there will be no need to debate whether ideas are dangerous (危險) or not. Just as no one considers democratic republican politics dangerous today, the day is near when, with the passage of time, communist politics will also not be viewed as dangerous. Just as the thought that viewed Shakyamuni (釋迦) and Christ (基督) as dangerous figures 2000 years ago has led to their reverence today as great sages and pioneers, future generations will likely look back and be unable to suppress a bitter smile (苦笑), wondering why our ancestors (祖先) viewed communism as dangerous back then. Such are human thoughts, and such is the world's trend of thought (思潮). "Meeting over wine ten years ago, you were a grown man, I was a boy; meeting over wine ten years later, I am a grown man, you have white hair." (樽酒相逢十載前에 君爲壯夫我少年, 樽酒相逄十載後 我爲壯夫君白首) The world is changing; the world of sitting in a well looking at the moon is already long gone. <76>
<71-76>

**Summary**

This multi-part social commentary from 1923 touches upon various perceived ills and trends in Korean society under Japanese rule. It begins by criticizing traditional notions of female virtue through the tragic story of Kang Myŏnghwa, arguing societal hypocrisy values post-mortem honors over practical support during life. The author then analyzes the rising suicide rates, attributing them not just to personal despair (poverty, love, family issues) but fundamentally to the pressures and inequalities of modern civilization itself, suggesting redirecting suicidal despair towards fighting societal problems. Further sections critique administrative incompetence and potential corruption (a failed hospital project), analyze complex social dynamics (using struggling students to control crowds at an event), advocate for focusing societal efforts on guiding the youth, praise internationalism exemplified by foreign missionaries (Dr. Avison) and the Esperanto movement, and finally, reflect on the inevitable progression of political ideologies, predicting that communism, then viewed as dangerous, would eventually become accepted like democracy.

From a historical perspective, the article is interesting for its candid critique of both traditional Korean norms (like the concept of *yeollyeo*) and the perceived negative impacts of 'modern civilization' (likely including aspects of colonial modernity) such as increased suicide and class disparity. The discussion of suicide causes, the critique of social hypocrisy, the promotion of youth movements, the interest in internationalism (Esperanto) as a counter to nationalism, and the open discussion of political evolution including communism offer valuable insights into the intellectual currents and social concerns among some Koreans during the colonial period. The author's call to challenge 'modern civilization' rather than succumb to despair reflects a form of resistance discourse.

**Named Entities**

康明花	강명화	Kang Myŏnghwa
朝鮮	조선	Chosŏn
張吉相	장길상	Chang Kilsang
張炳天	장병천	Chang Pyŏngt'ae
東洋	동양	Tongyang (East Asia)
漢江	한강	Han River
龍山警察署	용산경찰서	Yongsan Police Station
京城	경성	Kyŏngsŏng
鄭應卨	정응설	Chŏng Ŭngsŏl
國儥報償事件	국채보상사건	National Debt Repayment Movement
景武臺	경무대	Kyŏngmudae
魚丕信	어비신	Ŏ Pis'in (Dr. Oliver R. Avison)
世界語	세계어	Segyeŏ (World Language / Esperanto)
에쓰폐란틋	에스페란토	Esperanto
瑞西	서서	Sŏsŏ (Switzerland)
英米	영미	Yŏng-Mi (Britain and America)
日本	일본	Ilbon (Japan)
露國	노국	Noguk (Russia)
日露獨	일로독	Il-Ro-Dok (Japan-Russia-Germany)
釋迦	석가	Sŏkka (Shakyamuni/Buddha)
基督	기독	Kidok (Christ)

**Glossary**

一瞥	일별	A glance, a glimpse
妓生	기생	Gisaeng (female entertainer)
來歷	내력	History, background
斷髮	단발	Cutting hair short
斷指	단지	Cutting off a finger
削髮爲標	삭발위표	Cutting hair as a sign/pledge (Hanja phrase)
斷指宣盟	단지선맹	Cutting a finger to declare an oath (Hanja phrase)
百年佳約	백년가약	Marriage vows (lit. 100-year good promise)
許與	허여	To permit, allow (older/literary form)
畢竟	필경	After all, in the end
生活難	생활난	Hardship of living, financial difficulty
萬古	만고	Through all ages, eternal
烈女	열녀	Virtuous woman (often implying chastity/loyalty, potentially through self-sacrifice)
媤父	시부	Father-in-law (husband's father)
致奠	치전	To offer condolence/sacrificial rites
因襲	인습	Convention, tradition (often w/ negative connotation)
術策	술책	Stratagem, trick
貞操	정조	Chastity, fidelity
旌門	정문	Commemorative gate honoring virtue
石碑	석비	Stone monument
戀愛	연애	Romantic love
神聖	신성	Sacred, holy
不祥事	불상사	Unfortunate incident
拘束	구속	Restriction, restraint
開拓	개척	To pioneer, develop
文明	문명	Civilization
階級	계급	Social class
不平	불평	Dissatisfaction, complaint
活氣	활기	Vitality, energy
仇讐	구수	Enemy, foe (older form of 원수)
嘲笑	조소	Ridicule, scorn
降伏	항복	Surrender
慾望	욕망	Desire
生存慾	생존욕	Desire to live, survival instinct
罪惡	죄악	Sin, crime, evil
根本	근본	Root, foundation
弊害	폐해	Evil effect, harm
叱咤	질타	Scolding, reprimand
活用	활용	Utilization, application
美化	미화	Beautification, glorification
刺戟	자극	Stimulus, irritation
畓然	답연	Silent, without news (contextual meaning; rare term)
私立病院	사립피병원	Private isolation hospital
浪人	낭인	Wastrel, profligate person
無信用	무신용	Lack of credibility
前提	전제	Premise, prerequisite
元素	원소	Element, basic component
怜悧	영리	Cleverness, shrewdness (can imply cunning)
以夷制夷	이이제이	Using barbarians to control barbarians (Chinese stratagem)
弓術	궁술	Archery
入場券	입장권	Admission ticket
防備	방비	Defense, guard
苦學生	고학생	Student working to pay for expenses
勞資	노자	Labor and capital
反目	반목	Animosity, discord
紛擾	분요	Disturbance, trouble
推測	추측	Conjecture, speculation
無産者	무산자	Proletarian, propertyless person
賣節	매절	Selling one's principles/integrity
貞節	정절	Chastity, fidelity (of a woman)
少年	소년	Youth, boy/girl (refers to young generation here)
尸體	시체	Corpse
구덕이	구더기	Maggot (older spelling)
傳染	전염	Infection, contagion
虛僞	허위	Falsehood, untruth
改造	개조	Remodeling, reform
밋동	밑동	Base, foundation (older spelling)
障疑物	장의물	Obstacle (likely older form/typo for 장애물)
結合	결합	Union, combination
賢哲	현철	Wise and sagacious
四海一家	사해일가	All within the four seas are one family (world brotherhood)
急務	급무	Urgent task
協會	협회	Association
普及	보급	Diffusion, spread
虛費	허비	Waste (time, money)
專制	전제	Despotism, autocracy
野心	야심	Ambition (often negative)
平等	평등	Equality
必然性	필연성	Necessity, inevitability
傾向	경향	Tendency, trend
部落政治	부락정치	Tribal politics (used metaphorically)
共産政治	공산정치	Communist politics/government
承認	승인	Recognition, approval
討議	토의	Discussion, debate
頑固派	완고파	Hardliners, conservatives
朝野	조야	Government and people
協商條約	협상조약	Negotiation treaty, entente
締結	체결	Conclusion (of a treaty)
鼎立	정립	Tripod stance, tripartite confrontation
날근	낡은	Old, worn-out (older spelling)
無政府政治	무정부정치	Anarchist politics/Anarchy
先覺者	선각자	Pioneer, enlightened person
危險	위험	Danger(ous)
祖先	조선	Ancestor
苦笑	고소	Bitter smile, wry smile
思潮	사조	Trend of thought
-e 

---------------------------


잡지명	개벽 제37호
발행일	1923년 07월 01일
기사제목	一瞥
기사형태	세태비평

一瞥
萬古貞烈前妓生 康明花?
康明花의 이약이라 하면 오늘날 朝鮮 사람은 거의 其 來歷을 알 듯 하다. 그는 妓生으로 잇슬 때에 最後로 하나의 愛人이 잇섯나니 그는 누구이냐 하면 富豪 張吉相의 子 張炳天이라 하는 靑年이엿다. 康은 妓生時代에 女子로서 斷髮을 하고 斷指를 하엿다 하야 一般社會의 耳目을 驚動케 한 事實이 잇섯는데 그가 斷髮과 斷指가튼 毒한 行爲를 敢行한 動機가 어대 잇섯나냐 하면 알고 보니 그도 戀人 張炳天을 爲하야 한 것이라 한다. 張이 妓生의 몸 되는 自己의 信用을 밋지 안을가 疑心하야 削髮爲標를 하고 斷指宣盟을 한 것이다. 其 結果- 그는 겨우 張의 信用을 어더 張과 百年佳約을 맷고 살게 되엿다. 그러나 時不利兮 斷不逝라. 張의 信用은 어더 戀의 目的을 達케 되엿스나 張의 父親의 信用은 어들 能力이 업섯든지 實地의 財産權을 가진 父親은 中間에 心理가 變하야 一分의 金錢을 許與하지 안는 故로 그는 畢竟 生活難을 苦痛으로 自殺을 하엿다 한다. 自殺한 後에야 張의 一家는 그를 萬古의 烈女라 하야 其 媤父되는 張吉相이가 致奠을 차려 死後孤魂을 慰하엿다 한다. 죽은 後에 萬古烈女되는 것이 그에게 무슨 快한 일이 잇스며 致奠을 밧는 것이 무엇이 시원한 일이 될가. 大槪 東洋 因襲의 道德이라는 것이 이러한 術策을 民衆에게 行하며 잇다. 上에 잇는 사람은 下에 잇는 사람에게 如何한 虐待를 하엿슬지라도 그는 問題가 되지 안코 오즉 下에 잇는 사람이 上에 잇는 사람을 爲하야 몸을 죽여서라도 其 貞操을 保한다 하면 그것을 義烈이라 하며 겨우 形體도 보히지 안는 靈魂을 慰한다 하야 旌門을 세우며 石碑를 立하는 等의 作亂을 하고 잇다. 萬一 張吉相이가 抭�後에 致奠하는 術策의 代로 生前에 生活補助가 잇섯드면 어느 便이 眞正한 價値가 될가.
말이 난 김에 戀愛問題도 한마대 이약이 하고 넘어 가고저 한다. 이즈음 靑年 男女의 間에 戀愛의 神聖이라 하야 戀愛로써 自殺을 致하는 不祥事도 重重히 잇는 모양이다. 康明花의 죽은 事實도 亦是 其 原因으로 말하면 戀愛의 關係라 할 수 잇다. 戀愛가 神聖하냐 안하냐 하는 것은 別問題로 하야 노코 戀愛의 關係로 自己의 貴重한＜71＞ 生命을 一個人 張炳天을 爲하야 自殺한다 하는 것이 너무도 사람 性의 弱点이 안이냐 크게 생각하고 보면 사람은 決코 一個人의 戀愛를 爲하야 죽을 일이 안이다. 廣大한 天地間 億兆의 人類 人間愛의 喜悅 속에 살아 나아가는 大妙法을 覺得한다 하면 戀愛와 가튼 偏狹한 心理에 拘束되야 生命의 進展力을 中斷할 理由가 무엇이 잇스랴. 바라건대 戀愛에 苦憫하는 靑年 男女는 人類愛의 高尙한 喜悅 中에 廣大한 新 生活의 方法을 開拓하기를 바란다.

自殺의 原産地되는 現代文明
近日 新聞紙上에 나타나는 新現象 中에 가장 悲慘한 事實이라 할 것은 自殺이 增加하야 지는 現象이다. 이제 自殺의 原因을 調査하야 보면 第一의 動機는 生活 困難이오 第二의 動機는 男女間 戀愛로 생기이며 第三은 朝鮮 家庭制度의 不完全으로부터 生하는 怨恨, 悲憤에서 나온는 것이라 한다. 이것은 大槪 自殺者 個人의 心理的 動機로 본 말이오 實地의 原因은 안이다. 自殺의 實地 原因은 實로 現代 生活問題에 잇는 것이라 前에 업든 自殺의 數가 一層- 增加하야지는 것은 이것도 現代 文明의 惠澤이라 할 수 잇다.
現代 文明이 現代 生活을 複雜케 하엿스며 現代 生活 複雜이 스스로 現代人으로 하야곰 무서운 腦神經의 刺戟을 준 것이며 腦神經의 刺戟은 畢竟 사람性으로 自然의 度數를 일케 하야 自殺의 境에 이르게 한다. 그런 中에도 現代 文明은 其 制度 上에서 貧富의 差別을 生케 하고 階級의 不平을 養케 하야 사람의 自由와 活氣를 拘束케 하는 것이 自殺의 一大 原因이라. 그럼으로 自敎者 養成所는 其實 현대 문명이라 만약 자살자 又는 自殺의 境遇에 當한 者로써 現代文明을 본다 하면 現代  文明은 人類의 慘毒한 仇讐이다. 惡魔이다.
世上 사람이 自殺者에 對하야 普通 㥘者의 行爲라 하야 嘲笑하는 것이 常例이다. 其 故는 自殺者는 世上 苦와 奮鬪할 勇氣가 업슴으로 畢竟 自己 降伏의 末境에 自殺을 遂한다는 意味이며 又 一面에는 未來 自殺者를 本보기 하기 爲하야 敎訓하는 말로도 볼 수 잇다. 그러나 엇더한 意味로 말하면 自殺者와 가티 大勇氣를 가진 사람은 업다하야도 過言이 안이다. 何故오 하면 사람의 慾望 中에 무엇보다도 强大한 慾은 生存慾에서 지냄이 업다. 生存慾은 萬乘의 位를 주고도 박구지 안이 하는 것이다. 그럿틋한 强大한 慾을 一決의 下에 打勝하고 自殺을 遂하는 者야말로 勇者의 勇者이라 하는 사람도＜72＞ 업지 안이하다. 自殺이 勇氣이냐 刦氣이냐 하는 것은 別問題로 하고 엇잿든 自殺 其者에 이르러는 一種의 罪惡으로 볼 수 잇다. 何故오 하면 天地 自然의 進展力을 妨害하는 것임으로써 이다. 그러나 自殺者를 責하는 것은 오히려 其 皮相을 責하는 것이오 根本을 責하지 못하는 遺感이 잇다. 自殺의 根本이 임이 現代文明의 弊害에 잇다 하면 우리는 自殺者를 責하니 보다 도리혀 現代 文明을 責함이 오를 듯 하다. 現代 文明을 大聲叱咤함이 可하다. 이 点에서 우리는 自殺者의 意思를 가진 사람들에게 이러한 勸告를 하고 십다. 旣爲 自殺을 遂할 만한 勇氣가 잇슬 배에는 그 勇氣를 何必 自殺이라 하는 不祥事에 쓰지 말고 自殺의 仇讎되는 現代 文明에 向하야 決死의 行爲를 用하야 보라 하는 것이다. 이것이 自殺의 活用 方法일 것이다. 自殺의 美化일 것이다. 그리고 自殺하는 行爲는 決코 預期的 準備한 行爲는 안이다. 一時의 神經 過敏的 刺戟으로부터 나오는 일이다. 그래서 龍山警察署에서 自殺의 本源地되는 漢江 鐵橋 上에 「잠간  기다리시오」 하는 警句를 걸어 노흔 일도 잇다. 自殺은 實로 잠간 동안 일이다. 잠간 동안의 失手로 自殺을 當한 行爲와 同一히 불 수 잇슨 則 이 点에서 自殺도 一種의 自己 過失이라 할는지.

消息畓然한 私立病院
虎狼이가 잡아가지 안핫스면 多幸
3年 前 일인가 보다. 京城에서는 私立避病院을 한다 하야 一金 5萬餘圓을 모핫다는 新聞을 드럿더니 其 後로부터 오늘날까지 消息이 畓然하기에 웬 일인고 하엿더니 알고 보니 避病院을 設하기 前에 벌서 病菌이 金錢에 들어가 그것을 녹여 내엿다 한다. 所聞을 듯건대 避病院 設施에 直接 當局者인 鄭應卨氏가 그 金錢으로 病院 基地를 買置하엿든 것이 氏의 親子이라든가 하는 浪人이 그 土地를 팔아 浪費한 것이라 한다. 이제로부터 傳染病이 들면 鄭應卨氏 親子한테로 避病者를 다려 가게 되엿다. 先天的이냐 後天的이냐. 朝鮮사람의 일은 웨- 그러케 社會的 無信用이 되고 말가. 先年 國儥報償事件이 아즉 國民의 腦裡에 남아 잇서 社會的 共同의 일이면 문득 그 問題를 前提로 하는 今日에 우리 朝鮮 사람으로 第一 注意할 者는 社會的 信用을 성실히 함이 모든 經營에 元素가 될 듯하다. 「願生無錢國하야 不聞錢錢聲이라」는 말과 가티 어느 때에나 無錢國이 되야 돈 먹는 버레를 굴머 죽게 할넌지.＜73＞

아아 世間의 怜悧
以夷制夷의 春秋戰國的 術策
日前 어느 날인가 景武臺에서 全朝鮮弓術大會를 열엇는데 그 날에 入場券을 가지지 안이 하고 入場하는 者를 防備키 爲하야 그의 防備軍으로 苦學生 數十人을 使用한 일이 잇섯다. 그리하야 當日 雇價는 1원 50전이라 한다. 처음 이 말을 듯는 사람으로 無心히 알랴면 勿論 無心한 問題이겟지마는 엇전지 나는 그것을 無心히 생각하고 십지 안이 하얏다. 웨- 그들이 何必 學生을 使用하야 防備軍으로 세웟슬가 하는 생각이다. 普通 勞働者이면 1圓이라도 足할 것을 何必 學生에게 1圓 50錢을 주어가면서 使用하엿슬가? 그 일을 善히 解釋한다 하면 그들이 苦學生에게 學費를 補助할 兼 使用한 것이라고 볼 수 잇스나 다르케 생각하면 그들이 學生을 使用한 動機가 어대 잇느냐 하면 이즈음 勞資 反目의 風潮로 또는 社會主義的 動機로 一部 靑年 間에는 入場料를 내지 안코 入場코저 하는 紛擾가 만히 잇기 때문네 그것을 防備함에는 苦學生을 使用하는 것이 力이 잇겟다 推測하야 以夷制夷의 支那 春秋戰國的 術策을 쓴 것이 안인가 함이 所謂 世間의 怜悧라 하는 말이오. 被使用者인 苦學生 自體로 보면 人의 使用人이 되야 同一한 無産者의 入場을 防備하고 잇는 것이 누구나 다 가티 同情의 淚을 흘릴 것은 勿論이나 一邊으로 생각하고 보면 그들에 1圓 50錢의 金에 因하야 同一한 無産者의 入場을 自己네 손으로 防備하고 잇는 것은 自己賣節로 보게 되는 点이 잇섯다. 아아 -金錢- 苦學生의 此 苦痛의 淚- 處女의 貞節을 賣하야 父母의 生活難을 救코저 하는 苦痛과 對照하면 엇더할가. 도모지가 社會의 罪- 언제나 이 꼴을 보지 안이 할 날이 잇슬가.

少年指導者大會의 開催
