잡지명	개벽 제37호
발행일	1923년 07월 01일
기사제목	地方通信 (Local Correspondence)
기사형태	세태비평 (Social Commentary)

Local Correspondence

Kaesŏng Jottings

Everyone must know of the National Association (國民協會). This association came down to Kaesŏng and held a large lecture meeting. Indeed, seemingly with government backing, they received substantial assistance from the Songdo Myeon Office, Kaesŏng County Office, and Kaesŏng Police Station. A crowd of over 100 people gathered at the Kaesŏngjwa Theater, where the usual high-level speakers gave their speeches. Mr. Kim Hwan (金丸) spoke on the theme of "Self-Awareness" (自覺), saying that engaging in the independence movement is rash and reckless action, that claiming the Japanese government practices misrule in Korea is a scheme of agitators, that although there is much interference from the Japanese government, it is all for the sake of the Korean people, meaning its policy is an interventionist protection policy. He urged people to awaken to the fact that the issue of life and death has arrived and to serve Japan well. Next, Mr. Ko Ŭi-jun (高義駿), after listing the names of various Western countries for some time, delivered an incomprehensible grandiloquent speech, like the words of a magician, stating that those who will strive for future world peace are none other than Koreans, and thus they must quickly obtain the right to participate in government. The audience's hissing sounds, scoffing snorts, and shouts of "Eloquent speech!" reportedly added to the spectacle inside the venue.

At the Kaesŏng Girls' Public Common School, a meeting of students' parents and guardians (學父兄會) was held on June 13th, and a Support Association (後援會) for the school was organized. Students were told, "If your father cannot come, tell your mother or older sister or anyone to come," so the attendees consisted of about 20 men and several hundred women. Even before the meeting began, criticisms like "What kind of Support Association is this for a public school?" were heard here and there. The meeting opened with an explanation of the purpose by the proposer, Mr. Cho Pong-sik (趙鳳植). As the proceedings progressed, apart from the 5 or 6 proposers, not a single person discussed the rights or wrongs of the matter; they merely observed. Meanwhile, almost all the women left, and inside the venue, about 10 men, accompanied by sparsely placed chairs, passed the regulations and elected several dozen officers. In the end, it was decided to collect an annual membership fee of 1 wŏn, or so it is said.

For whom is this membership fee, decided by a gathering of 10-odd people and the resolution of 5 or 6, being requested? Their thick skin, seeking to collect money from poor parents under the pretext that they have abandoned their rights, might be worth seeing once, but think about it. The monthly tuition, which was 30 chŏn until last year, became 50 chŏn this year and is expected to become 80 chŏn next year. If the Support Association fee of 1 wŏn is added on top of that, how can people facing difficulties afford to educate their children? Why are there three to four times<79> more applicants to this school each year than to other private girls' schools? What will become of the future of Korean daughters depending on their education? I offer a simple word to Messrs. Cho Pong-sik and Im Pong-sik (林鳳植), who are putting all their effort into this: "Rather than that, think of a way to educate the children of the propertyless. What is your esteemed opinion?"

On the 16th, at the Koryŏ Women's Hall (高麗女子舘), the Koryŏ Youth Association (高麗靑年會) held its second Oratorical Contest (雄辯大會). The speakers were mostly students, and the arguments they presented, aside from the humor of Mr. Pak Hŭi-jin (朴熙珍), were all reportedly about needing to find a livelihood (生). The current situation where even middle school students cannot help but worry about the people's way of living (生道). Should we call it commendable? Or pitiful?

The teachers at the Second Songdo Common School reportedly rejected their head teacher, Mr. Hŏ Hŭng-gi (許興起), submitted a resolution to the principal, and went on an allied strike (同盟休業). The principal, Mr. Yun Ch'i-ho (尹致昊), was said to have become angry, stating, "Even if you put up a scarecrow, if he is the head teacher, you must absolutely obey him." Ah, Mr. Yun, who was said to be the foremost in cleverness! Are you going to bury even the clue of the times so miserably in stubbornness?

The goodwill between the citizens of Kaesŏng and the Kaesŏng Electric Company (開城電氣株式會社), which had persisted through overlooking this and letting that pass because its organization was said to be entirely composed of Koreans, has gradually faded, and now the citizens' voices of complaint are growing louder. Firstly, their customer service is unfriendly and entirely bureaucratic. Secondly, perhaps due to faulty machinery, malfunctions frequently occur, causing unexpected difficulties. There are too many examples to enumerate, but let's illustrate with a real case.

At the Kim Yŏng-t'aek (金榮澤) Store in Pukpon-dong (北本町), they replaced a 25-candlepower electric lamp with a decorative 24-candlepower blue light bulb bought in Kyŏngsŏng (Seoul) to make it more beautiful. A company employee discovered it, immediately confiscated it, and caused a commotion demanding payment of a fine. The store subsequently submitted an application to discontinue the electric lighting and now uses gas lamps. If the company's regulations are indeed so, then so be it, but Mr. Kim is reportedly indignant that there is no such interference with Westerners and Japanese, only with Koreans. How is the bill collector who threatens to remove the lights if a poor household is delinquent on one month's electricity bill any different from the bailiff (執達吏) who attaches seizure notices (票紙) to furniture for tax delinquency?

Tano Day in May is a holiday for the women of Kaesŏng. The sounds of joyful laughter from the tens of thousands of women gathered at Kyŏngdŏk Palace (敬德宮), as if liberated from confinement, reached the heavens. Furthermore, it is welcome news that many women gathered from various regions. Isn't actively encouraging this day, which covets the people's pleasure once a year, something worth promoting?

Although there are many Korean-run traditional steam baths (汗蒸) in Kaesŏng, it was regrettable that there was no bathhouse (湯屋) business<80> (though there are Japanese-owned ones). However, it's reported that a Mr. Yi (李某) has been constructing one on P'unguch'ŏn-dong (楓友橋通) within the city for a month now. Seeing the building, the authorities allegedly told him the structure was weak and to rebuild it, and he is now suffering a loss of several thousand wŏn and undergoing reconstruction. The authorities might vehemently argue it wasn't their doing, but the world already knows. Not only that, but for years, the authorities have absolutely forbidden Koreans from operating bathhouses, so this incident is obvious without asking. While one cannot lack sympathy when considering the future livelihood of the mere thousand or so Japanese residents, imposing such harsh measures excessively on Koreans is surely not right!

Taking this opportunity, there is one thing that must be presented to the authorities.

"Demolish the Kaesŏngjwa Theater (開城座)!"
It's as simple as that. Look, it's a wooden building, weak as a willow (蒲柳), constructed 13 or 14 years ago. The capacity is said to be 600, but isn't it witnessed during lecture meetings, oratorical contests, and plays that when just over 150 people go upstairs, 2 or 3 people line up on both staircases, and signs say, "It's dangerous, do not come up"? Is this an act intended to crush several hundred lives? Of course, I know that it failed to pass the theater inspection on May 1st, and the matter was overlooked after adding a few lumps of mud to the roof and a few wooden planks to the entrance. Such an antique building should naturally be dealt with quickly for the city's aesthetic appearance, but does it mean that if it's owned by the Japanese police station chief, the danger of a public assembly hall is also condoned?

As the children's movement arises, it is currently popular for those interested in this field to mimeograph interesting stories and distribute them to young children. It is said that one magazine (mimeographed) even published and criticized the notorious Kim Kyŏng-bae Incident (金慶培事件). Will introducing such matters to weaned young children be beneficial for those children? The writers should also consider this carefully.

The sketch exhibition held on the upper floor of Namdaemun (South Gate) for three days starting June 16th had been collecting submissions for over 20 days prior. Many young students in and outside the city were seen talking amongst themselves and sketching. Since the venue used was the upper floor of Namdaemun, a place previously unthinkable for a Korean gathering, it achieved greater success than expected. Encouraging such sketching among children seems like a good thing.

From the 18th, the Youth Association (靑年會) established a newspaper and magazine reading room (新聞雜誌縱覽所) within its hall, making newspapers, magazines, and books donated by member volunteers available for public viewing. Such initiatives have existed before, but enthusiasm waned due to the small number of readers, leading to their discontinuation several times.<81> It is hoped that this effort will not be merely for temporary show but will persist to the end.

Rebuilding the Togyo Bridge (都橋), which caused suffering for several years, is nearing completion, and subsequently rebuilding the Tanggyo Bridge (堂橋) is entirely appropriate and appreciated. However, while we're at it, there is one more request: the P'ungugyo Bridge (楓友橋). It is Kaesŏng's largest bridge, located in the city center, but it is an extremely weak wooden structure. The damage worsening daily cannot truly be matched even by repairs. Who can one blame if they suddenly fall through the wood while crossing the unlit bridge? The passage of cows and horses is truly perilous. How can we even speak of the passage of the blind!

Traffic within the city is gradually becoming more frequent. People pass by. Processions pass by. Bicycles go by. Ox carts, horse carts, bicycles, automobiles. The road is dirt.
When an automobile passes once, yellow dust rises high (黃廛萬丈), obscuring displayed merchandise, pedestrians, horses, everything! One is choked by dust almost to the point of suffocation. In certain seasons, several water-sprinkling carts (撒水車) used to bustle about, but even those haven't been seen for several years. Is it taking a direction exactly opposite to the trend of the times?

The Namdaemun Post Office (南大門郵便所), for which dozens of Koreans and Japanese had campaigned for several years, seems to have finally been successfully bid on by a Japanese person, and reportedly began operations on the 16th. It's unknown if the campaigning Koreans were unreasonable, but among the dozens, what will be the future performance of Mr. Taira Shuntarō (平春太郞), who was selected?

Hamhŭng Jottings

During the cholera (虎列剌) epidemic two years ago, the so-called Self-Defense Group (自衛團), organized by influential local figures, collected several thousand wŏn in donations but provided no facilities whatsoever for infectious disease prevention or other sanitation projects, and the matter remains ambiguous to this day. There is much public doubt regarding the Self-Defense Group.

It is common everywhere for Korean government and public offices to employ many Japanese, but the Hamhŭng Myeon Office (咸興 面所) has an excessive number of them. If they were at least fresh personnel, they might perform their duties well, but only the old rejects discarded (陶汰) from the Provincial Office, County Office, and Police Station are hired. It's not a Myeon Office but a recycling center for Japanese rejects.

The assessment standards for local taxes within Hamhŭng Myeon are incomplete, resulting in an unfair burden on the people. Despite carrying out such unfair practices, even the slightest delay results in disposition for non-payment or enforcement actions. What crime have the people committed?

The famous things in Hamhŭng are flies (蠅) and bars with female entertainers (色酒家). There is a Chinju proverb, "See one kisaeng every three steps, see three flies in every spoonful" (三步見一妓一匙見三蠅). It would not be an exaggeration to say that in Hamhŭng, there are three such bars every step and 50 flies in every spoonful. Instead of just engaging in empty propaganda like "Fly Catching Day," how about the administrative authorities clean up the sources of flies, such as trash containers (塵箱) and sewers, and strictly regulate the bars that disrupt public morals?

The County Authorities<82> collected funds for urban area organization and improvement from the general public and also received a large subsidy from the province. However, when it comes to road repairs and urban organization, all efforts are focused on the Japanese residential area, the "new town," while the "old town," the Korean residential area, receives no repairs whatsoever, causing great inconvenience for traffic. This too is discrimination between Koreans and Japanese.

Although Hamhŭng is the only major city in northern Korea, there is still not a single girls' common school. Concerned individuals sought to establish one and requested donations of 15,000 wŏn from the public for the land purchase, but almost no one responded. However, the Chinese restaurant Kŭmgangnu (錦江樓) reportedly earns over 8,000 wŏn per month just from Korean customers. This is truly a great shame for the people of Hamhŭng.

Since the topic came up, let's talk more about it. Kŭmgangnu is located in the center of the old town, and even late at night, the sounds of drums and kisaeng songs do not cease, disrupting public morals and disturbing peaceful sleep. Furthermore, it is not far from the Women's Night School within the Chamber of Commerce, causing various kinds of disturbances, yet the police authorities seem to be asleep, silently overlooking it (黙然 看過).

The embankment construction (堤坊工事) for the Sŏngch'ŏn River (成川江) is a matter of life and death for the people of Hamhŭng. The authorities collect large sums of money from the public each year, claiming to build embankments for this annually flooding Sŏngch'ŏn River. When bidding (入札) for the contract (請負) for this construction was held, Korean contractors were kept unaware, and the contract was awarded to a certain Japanese person for 9,000 wŏn. That Japanese person has extended the construction deadline twice already and has not started any work. If a Korean had undertaken the contract, it would have cost no more than 1,500 wŏn and the deadline would not have been missed. It is unknown why they awarded the contract to a negligent Japanese person for an excessive amount, causing general anxiety.

Taegu Jottings

The Taegu Youth Association (大邱靑年會) has content that is too weak compared to its signboard. Among them, the assertion by its chairman, Mr. Sŏ Sang-il (徐相一), is truly laughable. He says that youth should possess nationalism; if they possess socialism, they are not Korean youth. Whether it's socialism or nationalism, it's unknown which ideology Mr. Sŏ adheres to among these two, but to the general public, he seems like a proponent of trumpetism (喇叭主義者), that is, a proponent of empty talk (虛言主義者).

The large building, Choyang Sŏn (朝陽鮮), in front of Talsŏng Park (達城公園), was initially built under the fine name of "Youth Hall" (靑年會舘), collecting numerous donations of sympathy. However, after completion, it was not used as a Youth Hall but became an entertainment venue for a few propertied individuals (有産者). It goes without saying that the discontent among general youth members is high, but the intentions of those who donated money are questionable.
In the vicinity of Namsan-dong (南山町) and Meiji-machi (明治町), signs saying "Beggars Strictly Forbidden" (乞人嚴禁) are plastered on every house gate. While they may not be able to provide relief to the pitiful homeless beggar (乞人) brethren, posting such heartless (野薄) words on the gate, preventing them from even receiving cold rice and alcohol, is truly a characteristic feature of Taegu. <83>
<79-83>

**Summary**

This "Local Correspondence" section from the July 1923 issue of *Kaebyŏk* magazine presents critical social commentary on conditions in Kaesŏng, Hamhŭng, and Taegu under Japanese rule. The Kaesŏng report details public dissatisfaction with a pro-Japanese organization's lecture, controversies surrounding a public girls' school's support association and fees, the poor state of the Kaesŏng Electric Company's service (especially towards Koreans), the dilapidated and dangerous condition of the Kaesŏngjwa Theater, and inadequate public works like bridge maintenance and dust control. The Hamhŭng section criticizes the handling of funds by a self-defense group, the employment of unqualified Japanese officials, unfair taxation, poor sanitation (flies and establishments linked to prostitution), discriminatory infrastructure development favoring Japanese areas, the lack of a girls' school despite money spent elsewhere, and irregularities in public works contracts. The Taegu piece mocks the local Youth Association leader's anti-socialist rhetoric while questioning the use of a building funded as a Youth Hall, and decries the harsh attitude towards beggars displayed by residents.

From a historical perspective, the article offers valuable ground-level insights into the socio-economic grievances and simmering discontent among Koreans during the 1920s "Cultural Rule" period. It highlights the perceived hypocrisy of pro-Japanese groups, the economic burdens placed on ordinary Koreans (school fees, taxes), discriminatory practices by authorities and businesses favoring Japanese interests, the poor state of public infrastructure and services in Korean areas, and social anxieties regarding education, public morals, and basic human dignity (treatment of beggars). Historians might find the specific examples of local corruption (Hamhŭng contracts), institutional failures (Kaesŏng theater safety), and overt discrimination (Kaesŏng Electric, Hamhŭng development) particularly revealing about the lived experience of colonial rule beyond official pronouncements. The contrast between public needs and official/elite priorities is starkly illustrated across all three cities.

**Named Entities**

國民協會	국민협회	Kungmin Hyŏphoe
開城	개성	Kaesŏng
松都面 事務所	송도면 사무소	Songdo Myeon Office
開城 郡廳	개성 군청	Kaesŏng County Office
開城 警察署	개성 경찰서	Kaesŏng Police Station
開城座劇場	개성좌극장	Kaesŏngjwa Theater
金丸	김환	Kim Hwan
日本	일본	Japan
朝鮮	조선	Korea
高義駿	고의준	Ko Ŭi-jun
西洋	서양	The West
開城女子公立普通學校	개성여자공립보통학교	Kaesŏng Girls' Public Common School
趙鳳植	조봉식	Cho Pong-sik
林鳳植	임봉식	Im Pong-sik
高麗女子舘	고려여자관	Koryŏ Women's Hall
高麗靑年會	고려청년회	Koryŏ Youth Association
朴熙珍	박희진	Pak Hŭi-jin
第二松都普通學校	제이송도보통학교	Second Songdo Common School
許興起	허흥기	Hŏ Hŭng-gi
尹致昊	윤치호	Yun Ch'i-ho
開城電氣株式會社	개성전기주식회사	Kaesŏng Electric Company
北本町	북본정	Pukpon-dong (Japanese reading: Kitahommachi)
金榮澤	김영택	Kim Yŏng-t'aek
京城	경성	Kyŏngsŏng (Seoul)
敬德宮	경덕궁	Kyŏngdŏk Palace
楓友橋通	풍우교통	P'ungugyo-tong
李某	이모	Mr. Yi (Yi某)
金慶培	김경배	Kim Kyŏng-bae
南大門	남대문	Namdaemun (South Gate)
靑年會	청년회	Youth Association
都橋	도교	Togyo Bridge
堂橋	당교	Tanggyo Bridge
楓友橋	풍우교	P'ungugyo Bridge
南大門郵便所	남대문우편소	Namdaemun Post Office
平春太郞	평춘태랑	Taira Shuntarō
咸興	함흥	Hamhŭng
咸興 面所	함흥 면소	Hamhŭng Myeon Office
道廳	도청	Provincial Office
郡廳	군청	County Office
晉州	진주	Chinju
錦江樓	금강루	Kŭmgangnu
商業會議所	상업회의소	Chamber of Commerce
成川江	성천강	Sŏngch'ŏn River
大邱	대구	Taegu
大邱靑年會	대구청년회	Taegu Youth Association
徐相一	서상일	Sŏ Sang-il
達城公園	달성공원	Talsŏng Park
朝陽鮮	조양선	Choyang Sŏn
南山町	남산정	Namsan-dong (Japanese reading: Minamiyamachō)
明治町	명치정	Myŏngch'ijŏng (Japanese reading: Meijimachi)

**Glossary**

開城漫筆	개성만필	Kaesŏng jottings/rambling notes
講演會	강연회	Lecture meeting
果然	과연	Indeed, as expected
後援	후원	Support, backing
大大的	대대적	Large-scale, substantial
援助	원조	Aid, assistance
無慮	무려	As many as, no less than
例의	예의	The usual, said
高等 辯士	고등 변사	High-level speaker/orator (can be sarcastic)
演說	연설	Speech, address
自覺	자각	Self-awareness, awakening
獨立運動	독립운동	Independence movement
輕擧妄動	경거망동	Rash and reckless action
惡政	악정	Misrule, bad governance
妄動者	망동자	Agitator, reckless person
術	술	Trick, scheme, art
干涉	간섭	Interference
爲함이니	위함이니	Is for the sake of (older form of 위함이니)
政策	정책	Policy
干涉主義	간섭주의	Interventionism
保護政策	보호정책	Protection policy
死活	사활	Life and death
當到하얏쓰니	당도하였으니	Has arrived, has reached (older spelling/form)
善히	선히	Well, virtuously
奉事하라	봉사하라	Serve (imperative)
列擧하더니	열거하더니	After listing/enumerating
將次	장차	In the future
世界	세계	World
平和	평화	Peace
努力	노력	Effort
밧게 업스니	밖에 없으니	None other than (older spelling of 밖에 없으니)
速히	속히	Quickly
叅政權	참정권	Right to participate in government, suffrage (older Hanja 參 used)
獲得	획득	Acquisition, attainment
魔術師	마술사	Magician
아지도 못할	알지도 못할	Incomprehensible, unknowable (older spelling of 알지도 못할)
大雄辯	대웅변	Grandiloquent speech
聽衆	청중	Audience
코우슴	코웃음	Snort, scoff (older spelling)
呌聲	규성	Shout, cry (less common Hanja)
場內	장내	Inside the venue
美觀	미관	Spectacle, fine view (can be ironic)
學父兄會	학부형회	Meeting of students' fathers and elder brothers (term for Parent-Teacher Association meeting)
後援會	후원회	Support association/committee
組織하얏다는데	조직하였다는데	Reportedly organized (older spelling)
아버지가	아버지가	Father (subject)
누님	누님	Older sister (honorific)
모힌	모인	Gathered (older spelling)
開會	개회	Opening of a meeting
批難	비난	Criticism, blame
이 구석 저 구석에	이 구석 저 구석에	Here and there, in every corner
들리더니	들리더니	Was heard, and then
發起人	발기인	Proposer, initiator (of a meeting/organization)
趣旨	취지	Purpose, meaning, objective
說明	설명	Explanation
議事	의사	Proceedings, agenda items (of a meeting)
進行	진행	Progression, conducting
一言一句	일언일구	A single word or phrase
是非	시비	Right or wrong, merits and demerits
論한 者	논한 자	Person who discussed
無하고	무하고	Without (older form of 없고)
傍觀	방관	Observing from the sidelines, watching passively
婦人側	부인측	The women's side
退場	퇴장	Exit (from a venue)
点点	점점	Sparsely, dotted about
노혀 잇는	놓여 있는	Placed, situated (older spelling)
同伴하야	동반하여	Accompanied by (older spelling)
規則	규칙	Regulations, rules
通過식히고	통과시키고	Made pass, had approved (older form)
任員	임원	Officer, executive member
選擧	선거	Election
結局	결국	In the end, finally
決定	결정	Decision
會費	회비	Membership fee
納入	납입	Payment
請求한 세음인가	청구한 셈인가	Is it reckoned/counted as requested? (Rhetorical question, older spelling)
權利	권리	Right, privilege
抛棄하얏다는	포기하였다는	Claiming to have abandoned (older spelling)
口實	구실	Pretext, excuse
貧寒	빈한	Poor and cold, impoverished
父兄	부형	Fathers and elder brothers (term for guardians)
徵收코자	징수코자	Intending to collect (older form)
面皮	면피	Face skin (used for 'thick skin', audacity)
月謝金	월사금	Monthly tuition fee
明年度	명년도	Next fiscal/academic year
加擔케 하면	가담케 하면	If burdened with adding (older form)
어대	어디	Where (older spelling)
工夫식혀	공부시켜	Make study, educate (older spelling)
何故인가	하고인가	What is the reason? Why?
子女	자녀	Children, sons and daughters
敎育	교육	Education
前途	전도	Future prospects
엇지 될 바인가	어찌 될 바인가	What will become of it? (older spelling)
全力	전력	All one's strength/effort
簡單한	간단한	Simple, brief
한마대	한마디	One word (older spelling)
울린다	올린다	Offer up, present (here, 'offer a word')
無産子女	무산자녀	Children of the propertyless/proletariat
方法	방법	Method, way
貴意	귀의	Your esteemed opinion/intention
如何	여하	How is it? What is...?
雄辯大會	웅변대회	Oratorical contest
演士	연사	Speaker, orator
滑稽	활계	Humor, comicality
놋코는	놓고는	Aside from, excluding (older spelling)
生	생	Life, livelihood (likely abbreviation of 생계 or 생활)
찻어야 겟다는	찾아야겠다는	Saying one must find (older spelling)
勞心	노심	Worry, anxiety, painstaking effort
現狀	현상	Current situation
고마웁다	고맙다	Thankful, commendable (older spelling)
가이업다	가엾다	Pitiful, pathetic (older spelling)
敎員	교원	Teacher, teaching staff
敎務主任	교무주임	Head teacher, academic dean
排斥	배척	Exclusion, rejection, ostracism
決議書	결의서	Written resolution
提出	제출	Submission
同盟休業	동맹휴업	Allied strike/walkout
學校長	학교장	School principal
허수아비	허수아비	Scarecrow
絶對	절대	Absolute(ly)
服從	복종	Obedience
憤怒	분노	Anger, indignation
怜悧하기로	영리하기로	Being clever/smart (older Hanja 伶 used for 怜)
第一간다던	제일간다던	Said to be the foremost/best
실마리	실마리	Clue, thread, beginning
無慘하게	무참하게	Miserably, cruelly, pitifully
頑固	완고	Stubbornness, obstinacy
葬事 지내 버리고	장사 지내 버리고	Bury, hold a funeral for (figurative, 'do away with')
組織	조직	Organization, structure
純全한	순전한	Pure, entire, complete
讓步	양보	Concession, yielding
黙過	묵과	Overlooking, condoning, letting pass
엷어 가더니	엷어 가더니	Faded, grew thin, and then
怨聲	원성	Voice of complaint/resentment
첫재는	첫째는	Firstly (older spelling)
對客	대객	Customer service, dealing with guests
不親切	불친절	Unkindness, unfriendliness
全혀	전혀	Entirely, completely (older spelling)
官僚式	관료식	Bureaucratic style
둘재는	둘째는	Secondly (older spelling)
機械	기계	Machine(ry)
不完全	불완전	Imperfect, incomplete, faulty
故障	고장	Malfunction, breakdown
頻出	빈출	Frequent occurrence
不時	불시	Unexpected time, emergency
困難	곤란	Difficulty, hardship
밧게 한다는 것	받게 한다는 것	Causing one to receive/experience (older spelling)
枚擧하랴면	매거하려면	If one were to enumerate
數多하겟스나	수다하겠으나	There would be many, but (older spelling)
實例	실례	Real example, actual instance
燭	촉	Candlepower (unit of light intensity)
電燈	전등	Electric light/lamp
爲하야	위하여	For the sake of (older spelling)
裝飾用	장식용	For decoration
電球	전구	Light bulb
끼엇던 바	끼웠던 바	Having inserted/screwed in (older spelling)
社員	사원	Company employee
發見	발견	Discovery
卽	즉	Immediately, namely
押收	압수	Confiscation, seizure
罰金	벌금	Fine, penalty
騷擾함으로	소요함으로	Because of the commotion/disturbance
閉燈	폐등	Turning off/discontinuing lights
申請	신청	Application
提出	제출	Submission
瓦斯燈	와사등	Gas lamp (瓦斯 is ateji for gas)
使用	사용	Use
規定	규정	Regulation, rule
그러타 하면	그렇다 하면	If it is so
己이어니와	기이어니와	Although it may be so (archaic connector)
何等	하등	Any kind of
干涉	간섭	Interference
업시	없이	Without (older spelling)
如此히	여차히	Like this, in this manner (older form)
憤慨	분개	Indignation, resentment
貧寒한	빈한한	Poor, impoverished
家庭	가정	Household, family
단이며	다니며	Going around, visiting (older spelling)
滯納하면	체납하면	If payment is delinquent
威脅하는	위협하는	Threatening
集金員	집금원	Bill collector
稅金	세금	Tax
家具	가구	Furniture
票紙	표지	Notice slip, tag (here, seizure notice)
붓치고 가는	붙이고 가는	Attaching and going (older spelling)
執達吏	집달리	Bailiff, court enforcement officer
端午	단오	Tano festival (5th day of 5th lunar month)
노리날	놀잇날	Holiday, day for play/festivities (older spelling)
婦人	부인	Woman, lady (often married woman)
모혓든	모였던	Had gathered (older spelling)
監禁	감금	Confinement, imprisonment
解放	해방	Liberation, release
歡喜	환희	Joy, delight
우슴소리가	웃음소리가	Sound of laughter (older spelling)
한울에 이르럿섯다고	하늘에 이르렀었다고	Reportedly reached the sky (older spelling)
더구나	더구나	Furthermore, moreover
만엇다 함은	많았다 함은	The fact that there were many (older spelling)
반가울 만한	반가울 만한	Worth being glad about
消息	소식	News
年中	연중	Throughout the year
民衆	민중	The populace, the masses
歡樂	환락	Pleasure, enjoyment
貪하는 날	탐하는 날	Day of coveting/desiring
勸獎	권장	Encouragement, promotion
汗蒸	한증	Traditional Korean steam bath/sauna
湯屋	탕옥	Bathhouse (often implies Japanese style)
營業	영업	Business, operation
無함으로	무함으로	Because there is none (older form of 없음으로)
遺憾	유감	Regret, pity
月前	월전	Month(s) ago
新築	신축	New construction
建物	건물	Building
當局	당국	The authorities
弱하니	약하니	Because it is weak
方今	방금	Just now, currently
損失	손실	Loss, damage (financial)
입고	입고	Suffering, incurring
改築	개축	Reconstruction, rebuilding
傳한다	전한다	It is reported/transmitted
當局者	당국자	Person in authority, official
處置	처치	Measure, action, disposition
至極	지극	Extreme(ly), utmost
변명하랴 하나	변명하랴 하나	May try to make excuses, but
임이	이미	Already (older spelling)
世上	세상	The world, society
아는 바이라	아는 바이라	Is something that is known
年前	년전	Years ago
絶對로	절대로	Absolutely
不許	불허	Disapproval, prohibition
不問可知	불문가지	Obvious without asking
不過	불과	Merely, only, no more than
將來	장래	Future
生計	생계	Livelihood
同情	동정	Sympathy
情	정	Feeling, affection
업지는 못하겟스나	없지는 못하겠으나	Cannot lack, but (older spelling)
苛酷한	가혹한	Harsh, severe, cruel
處分	처분	Measure, treatment, disposition
안이겟지	아니겠지	Surely it isn't (older spelling)
機會	기회	Opportunity
蒲柳	포류	Willow (symbol of weakness)
갓흔	같은	Like (older spelling)
木造建物	목조건물	Wooden building
建築	건축	Construction, architecture
定員	정원	Fixed capacity/number
上層	상층	Upper floor/layer
올나 가면	올라 가면	If one goes up (older spelling)
兩便	양편	Both sides
層階	층계	Stairs, staircase
列立하야	열립하여	Standing in a line (older spelling)
危殆하니	위태하니	Because it is dangerous
올으지 마시오	오르지 마시오	Do not climb/ascend (older spelling)
目擊	목격	Witnessing
멧 百名	몇 백 명	Several hundred people (older spelling)
生命	생명	Life
壓殺코자	압살코자	Intending to crush to death (older form)
所爲	소위	Act, deed, doing
勿論	물론	Of course
取締會	취체회	Inspection meeting, crackdown meeting
合格	합격	Passing (an inspection/test)
屋根	옥근	Roof (Japanese 屋根 okune readapted?)
泥土	이토	Mud, clay
玄關	현관	Entranceway, porch
木板	목판	Wooden plank/board
補添하고	보탬하고	Adding supplementarily
骨董	골동	Antique, curiosity (often derogatory for old/dilapidated)
速히	속히	Quickly
處置할 바이어늘	처치할 바이어늘	Should be dealt with, but... (older connector)
通의 所有이면	통의 소유이면	If it's owned by the chief (likely police chief: 警察署長)
公衆集會場	공중집회장	Public assembly hall
危險	위험	Danger
黙認	묵인	Tacit approval, connivance
兒童	아동	Child(ren)
運動	운동	Movement, campaign
勃起되자	발기되자	As it arose/started
서로	서로	Mutually, each other
滋味난	재미난	Interesting, fun (older spelling)
니야기를	이야기를	Story (older spelling)
騰寫	등사	Mimeographing, copying by hand
幼年	유년	Early childhood, young children
配布	배포	Distribution
