잡지명	개벽 제26호
발행일	1922년 08월 01일
기사제목	社會日誌(七月) (Social Diary [July])
필자	一記者 (One Reporter)
기사형태	소식 (News/Report)

Social Diary
						One Reporter
1st
For a month, the drought was severe, the rice paddies cracked open, and the grass withered and dried up. But from the last day of June, a sweet rain (甘雨) came across thousands of *ri*, making the farmers dance with joy, and the mountains and fields took on a fresh hue. Kim Ik-sang in Nagasaki Prison, having had his first public trial (30th), is said to miss out on even tasting the sweet rain. In Ireland, the sounds of guns and spears are reportedly still unceasing.

3rd
The bandit group (馬賊團) in Tudugu is reportedly continuing its activities, making it very dangerous. The Tōkyō Metropolitan Police Agency's (東京警視廳) crackdown on Koreans (a secret society [秘密結社] said to be related to the Labor-Farmer Association [勞農會]) continues, and police officers have reportedly been dispatched urgently even to Shanghai (an incident from late last month). Heavy rain fell in Kyŏngsŏng, lightning struck along the Han River, and Pak Hŭng-gwan (32), a vegetable merchant in Ch'angsin-dong, reportedly committed suicide due to hardship. The police authorities issued a confiscation order (押收命令) for the July issue of *Kaebyŏk* on the 3rd, saying its contents were very frightening.

4th
As the 1,500 members of the bandit group in Kando reportedly coordinate, their activities are very dangerous, and the Hoeryŏng regiment dispatched the 75th Infantry Regiment. The Kyŏngsŏng Municipal Office announced plans to establish new cemeteries as the existing public cemeteries (共同墓地) (It'aewŏn, Sindang-ri) are full. The death and burial rates for this fullness, shown annually, are: 1918 (Taishō 7): 6,679 deaths, 5,442 burials; 1919 (Taishō 8): 9,447 deaths, 7,904 burials; 1920 (Taishō 9): 10,977 deaths, 5,817 burials; 1921 (Taishō 10): 7,433 deaths, 5,704 burials. The difference between deaths and burials is said to be due to private burials and re-interments. A major startling fact published in a certain newspaper on the 4th is that the annual cost of tears for Kyŏngsŏng's poor is 1 million Won. The details are that there are 106 Korean pawnshops (典當局) and 49 Japanese pawnshops in Kyŏngsŏng. The amount loaned to the poor by pawnshops last year was 607,400 Won from Korean shops and 491,000 Won from Japanese shops. Nine business groups in Kaesŏng reportedly held some major meeting for business purposes. Also, the Koryŏ Women's Hall (高麗女子舘) in Kaesŏng is reportedly experiencing great trouble after expelling 60 male students. In Europe, there was a clash between Germans and French troops (2nd) with many casualties. Over 50 American university students are reportedly campaigning to aid impoverished German university students (3rd). The war between the Free State and Republican armies in Ireland is reportedly still ongoing. According to a survey by the Communications Bureau's Savings Department, comparing the savings performance of Japanese and Koreans: Japanese: 238,210 people; Koreans: 1,100,869 people. Savings amount: Japanese: 17,059,423 Won; Koreans: 2,579,701 Won. Compared to the same period last year, Japanese depositors increased by 8.3% and Koreans by 3.2%, while the total amount increased by 5% for Japanese and 15% for Koreans. Businessman Mr. Yi Hŏn-nyŏng departed from Yokohama for the United States on a tour of Europe and America. A martial arts tournament hosted by the Chosŏn Martial Arts Hall (朝鮮 武道舘) was held at the Ch'ŏndogyo Church (天道敎堂).

5th
At the cabinet meeting on the 4th, it was decided to halt the dispatch of troops to Kando and instead send reinforcements of police officers from Chosŏn (300 urgently dispatched). The German Workers' Federation is reportedly campaigning for a half-holiday every Tuesday. The Kyŏngsŏng Municipal Office decided to levy school fees on citizens, divided into 5 brackets, as part of a plan to expand elementary schools in the city. In Kach'ang-myŏn, Talsŏng-gun, a major fight broke out between tenant farmers due to a landlord's tyranny (granting previously tenant-farmed land to someone newly subservient to him) (an incident on the 1st <109> where, due to police intervention, the ** [likely '논', paddy field] was farmed by the previous tenant). In Kongbuk-myŏn, Kanggye, an OO Group appeared and killed two OO (censored names/affiliation), it is reported. The Poor Students' Theater Troupe from Tōkyō studies is said to open its first performance in Pusan today.

6th
Mr. Kim Ka-jin of Tongnong, an elder of the independence movement who had stayed in Shanghai for 4 years, passed away in Shanghai at 10 PM on the 4th. All students from the 1st, 2nd, and 3rd years of Paejae High Common School (培材高普) petitioned the school authorities, citing teacher non-confidence and inadequate facilities. Ultimately, failing to reach an understanding, they began a joint school strike (同盟 休學) on the 6th. An Yong-ho (24) of Songnim-ri, Chasan-myŏn, Sunch'ŏn-gun, reportedly suffering from mental derangement, killed 8 members of his own family and neighbors with a large axe in the early morning of the 4th, and seriously injured over 10 others.

8th
An East-West Music Concert hosted by the Ch'ŏndogyo Youth Association (天道敎 少年會) was held at the Ch'ŏndogyo Church. A tennis tournament (庭球大會) hosted by the Kaebyŏk Publishing Company's Kaesŏng Branch was held at the Kaesŏng Samjŏngguk (Ginseng Monopoly Bureau) court. Hyŏn Tong-wan and Ch'oe Yong-hwan, secretaries of the YMCA (基督敎 青年會) sports department, are going to the United States as students. On the morning of the 7th, 5 people drowned due to flooding in the Kŭmho River in Taegu. The principals of Kyŏngsŏng's 7 major middle schools held a meeting at Sikto-wŏn Garden regarding the control of middle school students and made three major resolutions: Middle school students shall not participate in student assemblies; Those expelled for leading joint school strikes shall not be admitted to any school for one year; Regardless of which school a student belongs to, if they exhibit unseemly behavior, any teacher, regardless of their school, shall discipline them appropriately.

10th
Due to the storm (暴風雨) on the 7th, 14 motorboats and over 90 wooden boats were damaged or destroyed at Kuryongp'o in Yŏngil Bay, resulting in a major disaster with 25 deaths and over 70 serious injuries. The tennis tournament in Kaesŏng reportedly concluded successfully, with the victory going to the Songdo High School team (松高軍).

11th
The Kyŏnggi Province Police Department dispatched 60 police officers to Kando. The newly appointed Governor-General of Political Affairs, Ariyoshi, arrived in Kyŏngsŏng on the morning of the 11th. The damage to Koreans from the Tudugu bandit group's raid on June 28th is reported as: 5 houses completely burned, Hyŏn Tu-il lightly injured, and goods and cash worth 4,000-5,000 Won looted from Kim Tong-gyŏk's store.

12th
Yesterday, on the afternoon of the 11th at 4 PM, a major disturbance occurred within the Labor Mutual Aid Society (勞働共濟會), involving burning the signboard and injuring people. The cause was mutual distrust among executives; the assailant was Ko Sun-ch'im (27), and the victims were Yi Su-yŏng and Yun Tŏk-pyŏng. All Korean officials in the finance section of the Posŏng County Office reportedly resigned en masse (starting from the 6th), unable to endure insults from Japanese personnel. The Communications Bureau decided to establish new post offices (郵便所) at Chang'an Temple on Mt. Kŭmgang and in Marhwi-ri to facilitate convenience for general sightseers.

13th
The railway strike in the United States has reportedly worsened, with no prospect of resolution; railway operations have ceased over a distance of 3,000 miles, mail trains are reduced, and disturbances are severe everywhere. All workers at the electric company in Guangdong reportedly went on strike in sympathy with Mr. Sun Yat-sen (12th). In a mountain area in Kimdong-ri, Undongha-myŏn, Chŏnju-gun, the Chŏnju Police Station learned that certain individuals were gathered and massively counterfeiting (僞造) Bank of Chōsen 1 Won notes and Bank of Japan 50 Sen notes. They immediately arrested 6-7 counterfeiters and confiscated over 5,000 Won in counterfeit currency.

14th
The Hague Conference reportedly disbanded (13th) as an agreement with the Russian delegation could not be reached. The German government formally requested a suspension of reparations payments to the Allied Powers. The realization of Ilsin High Common School (一新高普校) in Chinju is said to be imminent as the 500,000 Won foundation fund has been fully raised. The Alumni Association Tennis Team (學友會 庭球團) reportedly achieved a great victory in Pusan (12th). <110>

15th
The Worker-Peasant Government (勞農政府 - Soviet Russia), as a demonstration against the Hague Conference, reportedly initiated a major mobilization from the Chinese border towards the Baltic region. There was strange news from Chinju that Confucian scholars (儒林) opposed new education and refused permission to establish a lecture hall at the Hyanggyo (local Confucian school), leading to a major dispute between Confucian scholars and youth. Then, in Andong, descendants of T'oegye (Yi Hwang) reportedly demolished a church built in front of the T'oegye Sŏwŏn (Confucian academy), deeming it unacceptable, causing a major conflict. Kwŏn Hŭi-mok, a doctor in Changhowŏn, Ich'ŏn, is said to be "eating prison rice" (facing legal consequences) for causing two deaths by improperly administering a morphine ("모히") injection (an incident on the 12th; the deceased were Yun T'ae-yŏng [32] and Yi Nak-ho [23]).

17th
Due to continuous heavy rain, the water level of the Han River reached 28 *ch'ŏk* (feet), and the number of flooded houses in Map'o-Tongmak reached over 380. There were no casualties, but many roads became impassable. The All-Chosŏn Football Tournament (全鮮蹴球大會) hosted by the *Tong-A Ilbo* Masan Branch began on the 17th, with 10 teams participating.

18th
The Songgyŏng (Kaesŏng) Alumni Association (松京學友會), taking the opportunity of Tōkyō students returning for the summer, opened a Summer Culture Research Society at Chŏnghwa Girls' School (貞和女學校) and is giving lectures on general science. Residents of Wangsimni formed the Wangsimni Development Promotion Association (往十里 發展 期成會) and made three major resolutions: Relocate the fertilizer yard; Relocate the sanitation department and crematorium; Eradicate the Sungsinin Cooperative (崇神人組合 - likely a Japanese Shinto-related or pro-Japanese group).

20th
The Korean laborers in Kobe number as many as 4,000, but lacking a unified organization and for relief from hardship, they organized the Kobe Korean Laborers' Friendship Association (神戶 朝鮮勞友會) to strive for mutual aid and established an education department to focus on children's education. Students from Iwŏn studying in Tōkyō, under the name Kwansŏngdan (觀城團), performed a play at Umigwan Theater in Kyŏngsŏng. In the Ŭiju region, due to the recent heavy rain, 70 houses were flooded, causing a major disaster.

21st
Mr. Yi In-hwan, one of the signatories of the Korean Declaration of Independence, was released from Kyŏngsŏng Prison on parole. The 2nd All-Chosŏn Youth Baseball Tournament (全鮮 第2回 少年野球大會), hosted by Saedongmu Sa and sponsored by the *Maeil Sinbo* newspaper company, opened at the Chungang High Common School grounds (from the 21st for 3 days). Over 200 citizens of Sŏngnam-ri, Hwangju, unable to bear the pressure on their livelihoods due to the issue of relocating the cattle market, were passing through Sariwŏn to petition the Provincial Office. They were stopped by the local police station, causing a major disturbance (incident on the 20th; they reportedly returned to Sariwŏn). According to the Communications Bureau's Money Order and Savings Management Bureau, unclaimed money orders amount to 16,000 Won, and if not claimed within this year, they will be incorporated into the national treasury.

23rd
The winners of the All-Chosŏn Youth Baseball Tournament were Chungang (school team) and Hyŏpsŏng Kurakpu (club team). A match between the Alumni Association Tennis Team (學友會 庭球團) and the All Kyŏngsŏng Tennis Team (全京城庭球團) was held over two days starting the 22nd at the Posŏng High School grounds, with the Kyŏngsŏng team winning two matches. A man named Pak Nae-yŏng (65) from Tang'in-ri, Tongmak, Koyang-gun, reportedly stabbed his wife Pak Chŏng-suk (32) to death with a short sword in a vegetable field in broad daylight and fled. Regarding Kyŏnggi Province's birth and death rates for one year: births were 30,140 males and 26,854 females; deaths were 29,010 males and 26,277 females. The significant difference between births and deaths is attributed to the development of sanitation and medicine, but it is said that Koreans still need to pay more attention to hygiene.

25th
Im Su-ch'ang (25), a patrolman at Chongno Police Station, was buying a bamboo screen (簾) from Pak Chun-sun (39), a screen merchant living at Changsŏng-dong 20, in the Chongno night market on the night of the 22nd. An argument arose over the price, ultimately leading to Im kicking Pak Chun-sun to death. Mrs. An Myŏng-suk (35), wife of Mr. Yu Yang-ho living in Nagwŏn-dong, Kyŏngsŏng, donated 1,000 Won out of the 4,000 Won she had saved with devotion for over 10 years to the Women's Poor Students Mutual Aid Association (女子 苦學生 相助會). Severely ill, she reportedly conveyed this wish as her last words to her husband on the 24th. The total number of schools (private) in all of Chosŏn as of the end of June is 655: 380 general schools and 275 religious schools. Since January this year, 19 schools were newly established, and 16 were abolished. Among the abolished, 5 were changed to public common schools, and over 10 were closed due to maintenance difficulties. <111>
<109-111>

**Summary**

This "Social Diary" for July 1922 chronicles daily events in Korea under Japanese rule, mixing local news with international snippets. It covers weather impacts (drought followed by rain and floods), social issues (poverty leading to suicide and reliance on pawnshops, public health concerns like cemetery capacity and birth/death rates, labor strikes in Korea and abroad), crime (murders, banditry in Manchuria, counterfeiting), education (school strikes, expansion plans, fundraising, sports tournaments), colonial administration actions (police deployment to Kando, censorship of *Kaebyŏk* magazine, insults by Japanese officials leading to resignations), independence movement-related news (death of Kim Ka-jin, release of Yi In-hwan, police crackdowns), and cultural events (concerts, lectures, formation of community groups). The diary provides a snapshot of the multifaceted life in colonial Korea, highlighting tensions, hardships, resistance, and everyday occurrences. Historians might find the juxtaposition of colonial oppression (censorship, police actions, discrimination) with Korean social and cultural activities (mutual aid societies, educational efforts, sports) particularly revealing. The data on poverty (pawnshop usage), public health statistics, and mentions of specific incidents like strikes, conflicts over land or traditions (Confucian vs. new education/religion), and crimes offer valuable details about the socio-economic conditions and tensions of the period.

**Named Entities**

開闢	개벽	Kaebyŏk
金益相	김익상	Kim Ik-sang
長崎監獄	나가사키 감옥	Nagasaki Prison
愛蘭	애란	Aeran (Ireland)
頭道溝	두도구	Tudugu
馬賊團	마적단	Majŏktan (Bandit Group)
東京警視廳	도쿄 경시청	Tōkyō Keishichō (Tokyo Metropolitan Police Agency)
勞農會	노농회	Nononghoe (Labor-Farmer Association?)
上海	상하이	Sanhai (Shanghai)
京城	경성	Kyŏngsŏng (Seoul)
漢江	한강	Han'gang (Han River)
昌信洞	창신동	Ch'angsin-dong
朴興寬	박흥관	Pak Hŭng-gwan
間島	간도	Kando (Jiandao)
會寧	회령	Hoeryŏng
步兵 第75 聯隊	보병 제75연대	Pobyŏng Che-75 Yŏndae (75th Infantry Regiment)
京城府廳	경성부청	Kyŏngsŏng Puch'ŏng (Kyŏngsŏng Municipal Office)
梨太院	이태원	It'aewŏn
新堂里	신당리	Sindang-ri
開城	개성	Kaesŏng
高麗女子舘	고려여자관	Koryŏ Yŏjagwan (Korea Women's Hall?)
歐洲	유럽	Yurŏp (Europe)
獨逸	독일	Togil (Germany)
米國	미국	Miguk (USA)
遞信局	체신국	Ch'esin'guk (Communications Bureau)
李憲寧	이헌녕	Yi Hŏn-nyŏng
橫濱	요코하마	Yokohama
天道敎堂	천도교당	Ch'ŏndogyodang (Cheondogyo Church)
朝鮮 武道舘	조선 무도관	Chosŏn Mudogwan (Korea Martial Arts Hall)
朝鮮	조선	Chosŏn (Korea)
警官隊	경관대	Kyŏnggwandae (Police Unit)
獨逸勞働者同盟	독일노동자동맹	Togil Nodongja Tongmaeng (German Workers' Federation)
達城郡 嘉昌面	달성군 가창면	Talsŏng-gun Kach'ang-myŏn
江界公北面	강계 공북면	Kanggye Kongbuk-myŏn
東京	도쿄	Tōkyō
釜山	부산	Pusan
東農 金嘉鎭	동농 김가진	Tongnong Kim Ka-jin
培材高普	배재고보	Paejae Kobo (Paejae High Common School)
順川郡 慈山面 松林里	순천군 자산면 송림리	Sunch'ŏn-gun Chasan-myŏn Songnim-ri
安龍鎬	안용호	An Yong-ho
天道敎 少年會	천도교 소년회	Ch'ŏndogyo Sonyeonhae (Cheondogyo Youth Association)
開闢社 開城支社	개벽사 개성지사	Kaebyŏksa Kaesŏng Chisa (Kaebyŏk Publishing Co. Kaesŏng Branch)
蔘政局	삼정국	Samjŏngguk (Ginseng Monopoly Bureau - Kaesŏng)
基督敎 青年會	기독교 청년회	Kidokkyo Ch'ŏngnyŏnhoe (YMCA)
玄東完	현동완	Hyŏn Tong-wan
崔龍煥	최용환	Ch'oe Yong-hwan
大邱 琴湖江	대구 금호강	Taegu Kŭmho-gang (Geumho River)
食道園	식도원	Sikto-wŏn (Restaurant Name)
迎日灣 九龍浦	영일만 구룡포	Yŏngil-man Kuryongp'o
松高軍	송고군	Songgo-gun (Songdo High School Team)
京畿道 警察部	경기도 경찰부	Kyŏnggi-do Kyŏngch'albu (Gyeonggi Province Police Department)
有吉	아리요시	Ariyoshi (likely Ariyoshi Chūichi)
玄斗一	현두일	Hyŏn Tu-il
金東滐	김동격	Kim Tong-gyŏk
勞働共濟會	노동공제회	Nodong Kongjehoe (Labor Mutual Aid Society?)
高順欽	고순흠	Ko Sun-hŭm (reading 순흠 based on typical Hanja usage, but text has 欽 'ch'im')
李遂榮	이수영	Yi Su-yŏng
尹德炳	윤덕병	Yun Tŏk-pyŏng
寶城郡廳	보성군청	Posŏng-gun Ch'ŏng (Boseong County Office)
金剛山 長安寺	금강산 장안사	Kŭmgangsan Chang'ansa (Mt. Geumgang Jangan Temple)
末輝里	말휘리	Marhwi-ri
廣東	광둥	Kwangdung (Guangdong)
孫文	손문	Son Mun (Sun Yat-sen)
全州郡 雲東下面 金洞里	전주군 운동하면 김동리	Chŏnju-gun Undongha-myŏn Kimdong-ri
朝鮮銀行	조선은행	Chosŏn Ŭnhaeng (Bank of Chōsen)
日本銀行	일본은행	Ilbon Ŭnhaeng (Bank of Japan)
全州 警察署	전주 경찰서	Chŏnju Kyŏngch'alsŏ (Jeonju Police Station)
海牙會議	해아 회의	Haea Hoeŭi (The Hague Conference)
露國	노국	Noguk (Russia)
聯合國	연합국	Yŏnhapguk (Allied Powers)
晉州	진주	Chinju
一新高普校	일신고보	Ilsin Kobo (Ilsin High Common School)
學友會 庭球團	학우회 정구단	Haguhwe Chŏnggudan (Alumni Association Tennis Team)
勞農政府	노농정부	Nonong Chŏngbu (Worker-Peasant Government - Soviet Russia)
鄕校	향교	Hyanggyo (Local Confucian School)
安東	안동	Andong
退溪 後孫	퇴계 후손	T'oegye Huson (Descendants of T'oegye Yi Hwang)
退溪書院	퇴계서원	T'oegye Sŏwŏn (T'oegye Confucian Academy)
利川 長湖院	이천 장호원	Ich'ŏn Changhowŏn
權熙穆	권희목	Kwŏn Hŭi-mok
尹泰榮	윤태영	Yun T'ae-yŏng
李洛浩	이낙호	Yi Nak-ho
麻浦東幕	마포동막	Map'o-Tongmak
東亞日報 馬山支局	동아일보 마산지국	Tong-A Ilbo Masan Chiguk (Dong-A Ilbo Masan Branch)
松京學友會	송경학우회	Songgyŏng Haguhwe (Kaesŏng Alumni Association)
貞和女學校	정화여학교	Chŏnghwa Yŏhakkyo (Jeonghwa Girls' School)
往十里	왕십리	Wangsimni
往十里 發展 期成會	왕십리 발전 기성회	Wangsimni Palchŏn Kisŏnghoe (Wangsimni Development Promotion Association)
崇神人組合	숭신인조합	Sungsinin Chohap (Susinjin Association - Pro-Japanese/Shinto group?)
神戶	고베	Kobe
神戶 朝鮮勞友會	고베 조선노우회	Kobe Chosŏn Nouhoe (Kobe Korean Laborers' Friendship Association)
利原	이원	Iwŏn
觀城團	관성단	Kwansŏngdan (Theater Troupe Name)
優美舘	우미관	Umigwan (Theater Name)
義州	의주	Ŭiju
李寅煥	이인환	Yi In-hwan
京城監獄	경성감옥	Kyŏngsŏng Kamok (Kyŏngsŏng Prison)
새동무社	새동무사	Saedongmu Sa (New Friend Company)
每日申報社	매일신보사	Maeil Sinbo Sa (Maeil Sinbo Newspaper Company)
中央高普校	중앙고보	Chungang Kobo (Chungang High Common School)
黃州 城南里	황주 성남리	Hwangju Sŏngnam-ri
沙里院	사리원	Sariwŏn
遞信局 爲替 貯金管理局	체신국 위체 저금관리국	Ch'esin'guk Wihye Chŏgŭm Kwalliguk (Communications Bureau Money Order & Savings Management Bureau)
協成俱樂部	협성구락부	Hyŏpsŏng Kurakpu (Hyeopseong Club)
全京城庭球團	전경성정구단	Chŏn Kyŏngsŏng Chŏnggudan (All Kyŏngsŏng Tennis Team)
普成高校	보성고교	Posŏng Kohakkyo (Boseong High School)
高陽郡 東幕 唐人里	고양군 동막 당인리	Koyang-gun Tongmak Tang'in-ri
朴來榮	박래영	Pak Nae-yŏng
朴定淑	박정숙	Pak Chŏng-suk
京畿道	경기도	Kyŏnggi-do (Gyeonggi Province)
鍾路 警察署	종로 경찰서	Chongno Kyŏngch'alsŏ (Jongno Police Station)
任壽昌	임수창	Im Su-ch'ang
鍾路	종로	Chongno
昌成洞	창성동	Ch'angsŏng-dong
朴駿淳	박준순	Pak Chun-sun
樂園洞	낙원동	Nagwŏn-dong
柳養浩	유양호	Yu Yang-ho
安明淑	안명숙	An Myŏng-suk
女子 苦學生 相助會	여자 고학생 상조회	Yŏja Kohaksaeng Sangjohoe (Women's Poor Students Mutual Aid Association)

**Glossary**

隔하도록	격하도록	For a month (older phrasing)
감을	가뭄	Drought
甚하야	심하여	Being severe (older spelling: 하야 for 하여)
밧노라고	받노라고	While receiving (older spelling)
안핫다	않았다	Did not (older spelling)
잇섯다	있었다	There was/were (older spelling)
되얏다	되었다	Became (older spelling)
하얏다	하였다	Did (older spelling)
가트면	같으면	If it is like; According to (older form)
差	차	Difference
某 新聞	모 신문	A certain newspaper
淚價	누가	Cost of tears (figurative for suffering/hardship cost)
典當局	전당국	Pawnshop
惹端	야단	Trouble, disturbance, fuss
尙今	상금	Still, yet (now more commonly 아직도 or 여전히)
貯金	저금	Savings
此를	이를	This (older object marker usage)
厘	리	Ri (unit of percentage, 1/1000 or 0.1%)
增하다	증하다	To increase
中止	중지	Suspension, halt
擴張策	확장책	Expansion plan
學校費 割	학교비 할	School fee apportionment/levy
橫暴	횡포	Tyranny, oppression
小作人	소작인	Tenant farmer
格鬪	격투	Fight, struggle
干涉	간섭	Interference, intervention
未明	미명	Early dawn, before daybreak
打殺	타살	To beat to death
長逝	장서	To pass away (polite)
眞情	진정	Petition, earnest appeal
不諒解	불량해	Lack of understanding, disagreement
同盟 休學	동맹 휴학	Joint school strike
幹事	간사	Secretary, manager
團束	단속	Control, supervision, crackdown
黜學	출학	Expulsion from school
派出	파출	Dispatch (of police/troops)
看板	간판	Signboard
侮辱	모욕	Insult
辭職	사직	Resignation
便宜를 圖하다	편의를 도모하다	To plan for convenience, to facilitate
罷業	파업	Strike (labor)
騷動	소동	Disturbance, commotion, uproar
僞造	위조	Counterfeiting, forgery
締捕	체포	Arrest
沒收	몰수	Confiscation
解散	해산	Disbandment, dissolution
賠償金	배상금	Reparations, compensation money
支拂	지불	Payment
在邇하다	재이하다	To be imminent, near at hand
儒林	유림	Confucian scholars
講習所	강습소	Lecture hall, training center
是非	시비	Right and wrong; dispute, argument
毁破	훼파	To demolish, destroy
注射	주사	Injection
致死케 하다	치사케 하다	To cause death
浸水	침수	Flooding, inundation
蹴球	축구	Football (Soccer)
期會	기회	Opportunity (uses 會 instead of modern 회)
講述	강술	Lecture, discourse
移置	이치	Relocation, moving
撲滅	박멸	Eradication, extermination
勞力	노력	To strive, make effort (also means labor)
豪雨	호우	Heavy rain, torrential rain
假出獄	가출옥	Parole, provisional release
野球	야구	Baseball
壓迫	압박	Pressure, oppression
不堪하야	불감하여	Being unable to bear (older spelling)
陳情	진정	Petition, appeal
붓들려	붙들려	Being caught, seized (older spelling)
爲替	위체	Money order (older term, now usually 환)
取尋치	찾지	To seek and find; claim (older verb form)
國庫金	국고금	National treasury funds
試合	시합	Match, game, competition
具得	구득	To obtain, achieve (less common now)
刺殺	자살	To stab to death
顯著	현저	Remarkable, noticeable, significant
衛生	위생	Hygiene, sanitation
醫藥	의약	Medicine (drugs and treatment)
巡査	순사	Patrolman (colonial era police rank)
簾商	염상	Bamboo screen merchant
마츰내	마침내	Finally, eventually (older spelling)
蹴殺	축살	To kick to death
貯蓄	저축	Savings
寄附	기부	Donation, contribution
遺言	유언	Last will, dying wish
維持難	유지난	Difficulty of maintenance
-e 

---------------------------


잡지명	개벽 제26호
발행일	1922년 08월 01일
기사제목	社會日誌(七月)
필자	一記者
기사형태	소식

社會日誌
						一記者
1日
달은 隔하도록 감을이 甚하야 논바닥은 탕탕트고 잔듸는 시들시들 마르더니 6月 終日부터 甘雨來 數千里하야 農夫는 엉덩 춤을 추며 山野는 새 빗을 함박 띄엿섯다. 長崎監獄의 金益相은 1回 公判(30日)을 밧노라고 달곰한 비도 못마져 본다 하며. 愛蘭에서는 銃, 愴 소리가 그대로 끈치지 안핫다 한다.

3日
頭道溝의 馬賊團은 그대로 繼續活動하야 매우 危險하다 하며 東京警視廳의 朝鮮人 (勞農會와 關係 잇다는 秘密結社) 取締活動은 그대로 繼續되는데 警官을 上海에까지 急派하얏다 한다.(前月 下旬 事件) 京城에는 大雨가 降하며 漢江通에는 落雷까지 되고 昌信洞의 野菜商 朴興寬(32)은 生活難으로 自殺하얏다 하는데 警務當局은 開闢 7月號 內容이 매우 무섭다하야 3日附로써 押收命令을 下하얏다.

4日
