별건곤 제55호
1932년 09월 01일
千家千色, 門牌 秘密 調査錄 (Cheon-ga Cheon-saek, Munpae Bimil Josarok) (A Myriad Homes, A Myriad Styles: A Secret Investigation of Doorplates)
綠眼鏡 (Nok An-gyeong)
문예기타 (Munye Gita) (Literature and Other)

A Myriad Homes, A Myriad Styles: A Secret Investigation of Doorplates
						Nok An-gyeong

Because there are so many humans, it might be expected that some people would have the same face, but truly, it must be the work of the Creator, as when you look at ten people, each has a different face; it is a wondrous thing. Of course, there are twin brothers and twin sisters who sometimes receive greetings meant for the other from strangers, but those are exceptions, so they don't matter.

People are not only different in their faces but also in their hearts, and moreover, their actions are completely unique. That is why this doorplate investigation is also a problem.

In the old days, there was a law that required people to wear a *hopae* (wooden identification tag) from the age of fifteen, but it is only recently that people started putting up doorplates in front of their houses and carrying business cards in their pockets.

In any case, since the introduction of the custom of putting up doorplates and carrying business cards in Korea, those who like to be at the forefront of things have been playing mischievous tricks, so it was common to see "Gatagaki" (surname that is written in katakana on business cards) written four or five times on business cards, or even seven or eight lines if there are many association meetings. Such cards are gradually disappearing because permission for meetings is rarely granted these days.

The remaining issue is the matter of doorplates. I am not talking about the quality or shape of the doorplates, but rather about those doorplates that have strange phrases written on them that are different from ordinary doorplates. However, due to the limited time I had to investigate, I was too busy to collect many doorplates. Let's briefly write down what I have investigated and move on.

This is a story from a somewhat older era, but I, Nok An-gyeong, will start by introducing two or three people that I saw and remembered while walking around the streets of Seoul more than twenty years ago. However, I would like to ask you to pay attention first.

About twenty years ago, if you passed by the back alley of Dongil Bank at Jongno intersection, you would see a long doorplate that read:
故辯護士黃鐵秀氏, and on that door, it said, 「普成學校 優等 卒業生·辯護士 試驗 壯元及第·前 京城 地方裁判所 判事·今 辯護士 黃鐵秀」("The late Attorney Hwang Cheol-su, Valedictorian of Boseong School, Passed the Bar Exam with Top Honors, Former Judge of the Gyeongseong District Court, Current Attorney Hwang Cheol-su").

However, Mr. Hwang Cheol-su has already passed away, and the doorplate has been removed, so it is a pity that it cannot be seen by people today.

This also happened a long time ago. If you go down to 1000 Beon-kka, Sogyeok-dong now, there was a doorplate in front of a house that belonged to Mr. Choe Jae-hak, whose name was known in the old Korean physics textbooks. The text read:
「崔在學 職敎員·業著述·宗敎信仰·天道敎 儒敎·佛敎」("Choe Jae-hak, Professional Teacher, Occupation: Writing, Religious Beliefs: Cheondogyo, Confucianism, Buddhism").

According to his explanation of his religious beliefs, he said, "I cannot not believe in Cheondogyo because it is a religion that originated in Korea. I cannot not believe in Confucianism because it is the standard for Korean rituals, morality, and ethics. I cannot not believe in Buddhism because it has deep connections to Korean art and culture." Mr. Choe Jae-hak is now going to work as an official in the Pyongyang Municipal Office, so anyone curious about what the doorplate at his house says now should visit Pyongyang.

Also, there was a long doorplate, similar to a sign, next to a house in the back alley of Yeolbinru (a Chinese restaurant) in Donui-dong, which used to be Hanyang-gol. The text read: 「大 日本帝國 韓國駐割 憲兵隊 本部 通譯 金鳳O」("Kim Bong-O, Interpreter for the Headquarters of the Japanese Empire's Korean Garrison Military Police").

It is a pity that I cannot remember one of the characters in the name because it was so long ago... However, mischievous students would gather in front of it whenever they passed by and loudly read the doorplate, and this happened so often that it became annoying. Eventually, the magnificent doorplate disappeared. If things continue like this, it will be a big problem, so let's stop there and record a few doorplates that are currently hanging.

Im Myeong-jae’s Residence (Gyeoungun-dong) = It seems that the words “Medical Doctor Im Myeong-jae” (醫學博士 任明宰) are written in ink on a marble doorplate, but the ten (十) stroke of the character 宰 (Jae) is so faded that if someone like Kim Kwan-hyeon, the former governor of Chungcheongnam-do, were to pass by, he might not think of the character 宰 (Jae) but only see the “establishment” (立) under the “roof” (갓머리) and mistakenly call him Im Myeong-rip (任明立). It would be safest to quickly fill in the two strokes. <38>

Speaking of missing strokes in doorplate letters, this spring, there was a sign in front of Yu Hong-*’s (劉洪*) Medical Clinic (醫阮) on the main street of Gyeoungun-dong with the words “Hongje Medical Clinic (홍제 의원)” (弘濟醫院) in gold letters, but the character 의 (Medical) (醫) had fallen off due to the wind, so it only said “Hongje Clinic (弘濟院).” Because of this, pranksters would pass by and say, “Would you go to that hospital to get cured? It’s like going to the underworld.” This was because the name of the crematorium outside Seodaemun was Hongjewon (弘濟院), which sounded ominous. However, the character 의 (Medical) (醫) was soon replaced, and the number of child patients and internal medicine patients continued to flourish. Mr. Yu's residence and Mr. Im Myeong-jae's residence are right next to each other, and their professions are also doctors, so it seems like a great coincidence that there is such an episode with their doorplates.

Kim Seong-su’s Residence (Gye-dong) = You should ask people in Gye-dong to find Kim Seong-su’s residence (金性洙氏宅), otherwise you will make a big mistake if you try to find it by looking at the doorplate. This is because the people of Gye-dong, even women, will all know how to tell you where Kim Seong-su’s residence (金性洙氏宅) is, but in reality, Kim Seong-su’s doorplate is on a black board, and the letters are so faded that you can hardly recognize it even if you look closely. However, people who remember his phone number and his third son, Kim Sang-heum (金相欽), a student at Chungang High School, will be able to spot it quickly because those two things are clearer than Kim Seong-su’s name. By the way, there is another unusual doorplate hanging on the upper part of the gate of the large house on the left side of the entrance to Kim Seong-su's residence (金性洙氏宅). It says,

“Noblewoman Yang (貴人 梁氏).” People today might not understand what “Noblewoman (貴人)” means right away, but it refers to a *nain* (court lady) who used to serve in the palace.

Baek Nam-gyu’s Residence (Gye-dong) = On the wooden doorplate with patterns, “Baek Nam-gyu (白南奎)” is written vertically, and below his name, “Stelaro. P” is written in Esperanto (the universal language) in green. If a country person sees it, it would be like a blind person looking at the colored patterns, but anyone with a little knowledge of the world language would nod their head and say, “Aha, this is the residence of Mr. Baek Nam-gyu (白南奎), an Esperantist (World Common Language Advocate).” Note from the reporter: Green is the color that symbolizes Esperantoism, and Stelaro means a group of stars, which is his name in Esperanto.

Seol Eui-sik’s Residence (Gye-dong) = A black plate and black pillars next to an acacia forest, and a black doorplate is hung there. I don’t know how many hundreds of people climbed up and down Gyesan School every day, but perhaps only Nok An-gyeong (綠眼鏡) noticed the doorplate of Mr. Seol Eui-sik (薛義植) right next to the school gate.

Song Jin-u’s Residence (Wan-dong) = The name is written in black letters on a white marble background, so there’s no way you wouldn’t see it, but whoever is looking for Mr. Song Jin-u’s residence (宋鎭禹氏宅) should ask for Mr. Song’s name and find it, or look at the name doorplate and find it, because if you use the address doorplate as a guide, you will make a mistake because only the name doorplate is clear on Mr. Song’s residence doorplate, but the address doorplate is very faded.

Son Jeong-gyu’s Residence (Geunneung-dong) = Only three characters of her name (孫貞圭) are written in ordinary letters on a pine doorplate above the blue-painted glass window. It will be a day to celebrate when a doorplate for a man is newly hung next to her doorplate.

Jo Dong-sik’s Residence (Waryong-dong) = His name (趙東植) is clearly written in white paint on a red Chinese catalpa board, and his solid appearance and personality are also evident on the doorplate.

Choe Gyu-dong’s Residence (Waryong-dong) = His name (崔奎東) is clearly written in ordinary *haeja* style on a large white wooden board, and the doorplates of his sons, Choe Seong-jang (崔性章) and Choe Seong-ak (崔性岳), are hung next to it, showing Mr. Choe's affection for his children.

Baek Gwan-su’s Residence (Bongik-dong) = You will make a mistake if you search for this house using his name or the address on the doorplate as a guide. How can you find it when there are over 40 households living at the same address? If you use the phone number as a guide, you will unexpectedly find only a doorplate that says “An Eo-jin (安於眞),” and you won’t be able to find Mr. Baek’s name, but the house is definitely Mr. Baek’s residence. You won’t be wrong if you call and ask for directions.

Yu Gwak-gyeong’s Residence (Ikseon-dong) = Though she is small in stature, “Yu Gwak-gyeong (兪珏卿)” is written on the left side of the entrance and “Lee Bong-jin (李鳳珍) (formerly Hae-yeong (海永))” is written on the right side. If you are curious about who Mr. Yu Gwak-gyeong’s husband is, look at these two doorplates.

Hong Myeong-mo’s Residence = This house is famous for hanging many doorplates, but after re-investigating, there is only one doorplate for Mr. Hong. However, if you look at the nail holes on the upper part of the pillar of the entrance, which look like the gate of a castle after a war, it is clear that the story was probably not a lie, but it seems that he has recently done a major cleaning.

Yu Gwang-yeol’s Residence (Ikseon-dong) = Mr. Yu Gwang-yeol’s handwriting is quite famous in newspaper and magazine companies, and the printers and copyists at the magazine companies are quite bothered by it, but if you investigate the doorplate, it is written very neatly, so it is unlikely that someone else wrote it. If it is Mr. Yu’s own handwriting, then it is probably the result of his hard work and deliberation when he wrote the doorplate at the beginning of his marriage. And usually, the name and address doorplates are hung separately, but it is also unique that this house combines the address and name on one doorplate.

Yun Chi-hyeong’s Residence (Gwanhun-dong) = A greasy wooden sign that says “Medical Doctor Yun Chi-hyeong (尹治衡), Hoesaeng Hospital (回生醫院)” is hung on the wall next to the entrance to the hospital, so you can guess that his house and the hospital are in the same place.

Park Seung-bin’s Residence (Gwanhun-dong) = A large marble doorplate with black letters on a modern brick gate, the house and the doorplate are almost in perfect harmony.

Min Dae-sik’s Residence (Gwanhun-dong) = A fairly old doorplate with the three characters “Min Dae-sik (閔大植)” on a very large gate pillar, and below the large doorplate with those three characters, there is a doorplate with a name that has the character 丙 (Byeong) in it (one is black, so it is invisible), which seems to be a list of his children. If he has four children, he is rich and has many sons. However, the doorplate is somewhat weak for the house of the king of Korean land.

Yang Won-mo’s Residence (Seorin-dong) = It feels somewhat weak for the residence of the head of the sales department of the *Donga Ilbo*, and the writing is also quite faded. It seems that the executives of the *Donga Ilbo* have discussed that the doorplates should not be clear, just like the doorplates of Mr. Kim Seong-su’s residence (金性洙氏宅), Mr. Song Jin-u’s residence (宋鎭禹氏宅), Mr. Seol Eui-sik’s residence (薛義植氏宅) were like that, and Mr. Yang’s residence doorplate is the same.

Lee Ik-sang’s Residence (Seodaemun-jeong 1-chome) = A shabby and large pine doorplate with the name below, and below that, the address plate, and below that, the phone number plate are lined up, and next to it is a student plate for Sin Seok-u (辛錫雨), a student at Chungang High School.

Baek Lin-jae’s Residence (Junghak-dong) = A casually large wooden doorplate attached to the house next to the stream in Junghak-dong. Can we say that we can see the calm personality of the doctor in the doorplate? In this world where people like to show off their signs, the fact that Mr. Baek did not put the four characters "Medical Doctor (醫學博士)" on his doorplate may be because his personality dictated it.

Yu Yeong-jun’s Residence (Junghak-dong) = A doorplate with a dark, carved inscription on a black plate on the left pillar of the gate. It is the most unique of all the doorplates I have seen. Next to it, there are small wooden doorplates for Yu Yeong-seong (劉永盛) and Yu Seok-seong (劉錫盛), so perhaps they are his relatives.

From the author - I actually spent several days investigating other places, but there were quite a few places where I wasted my time because the address had changed, or the doorplates I investigated were not very unique, so I omitted them from this investigation. I apologize to everyone and ask for your forgiveness. <40>

**Named Entities**

黃鐵秀	Hwang Cheol-su
普成學校	Poseong Hakgyo
京城 地方裁判所	Gyeongseong Jibang Jaephanso
崔在學	Choe Jae-hak
天道敎	Cheondogyo
儒敎	Yugyo
佛敎	Bulgyo
平壤	Pyongyang
大 日本帝國	Dai Nippon Teikoku
韓國	Hanguk
金鳳O	Kim Bong-O
任明宰	Im Myeong-jae
慶雲洞	Gyeoungun-dong
忠南道	Chungcheongnam-do
金寬鉉	Kim Kwan-hyeon
劉洪*	Yu Hong-*
劉	Yu
醫阮	Eu-won
弘濟醫院	Hongje Ui-won
弘濟院	Hongje-won
西大門	Seodaemun
金性洙	Kim Seong-su
桂洞	Gye-dong
中央高普	Chungang Gobo
金相欽	Kim Sang-heum
梁氏	Yang Ssi
白南奎	Baek Nam-gyu
桂山學校	Gyesan Hakgyo
薛義植	Seol Eui-sik
宋鎭禹	Song Jin-u
菀洞	Wan-dong
孫貞圭	Son Jeong-gyu
勤農洞	Geunneung-dong
趙東植	Jo Dong-sik
臥龍洞	Waryong-dong
崔奎東	Choe Gyu-dong
崔性章	Choe Seong-jang
崔性岳	Choe Seong-ak
白寬洙	Baek Gwan-su
鳳翼洞	Bongik-dong
安於眞	An Eo-jin
兪珏卿	Yu Gwak-gyeong
益善洞	Ikseon-dong
李鳳珍	Lee Bong-jin
洪命暮	Hong Myeong-mo
柳光烈	Ryu Gwang-yeol
尹治衡	Yun Chi-hyeong
寬勳洞	Gwanhun-dong
回生醫院	Hoesaeng Ui-won
朴勝彬	Pak Seung-bin
閔大植	Min Dae-sik
梁源模	Yang Won-mo
瑞麟洞	Seorin-dong
東亞日報	Donga Ilbo
李益相	Lee Ik-sang
西大門町	Seodaemun-jeong
辛錫雨	Sin Seok-u
白麟濟	Baek Lin-jae
中學洞	Junghak-dong
劉英俊	Yu Yeong-jun
劉永盛	Yu Yeong-seong
劉錫盛	Yu Seok-seong



---------------------------


잡지명	별건곤 제55호
발행일	1932년 09월 01일
기사제목	千家千色, 門牌 秘密 調査錄
필자	綠眼鏡
기사형태	문예기타

千家千色, 門牌 秘密 調査錄
						綠眼鏡
워낙 만흔 인간이라 인간끼리 얼골 가튼 이가 잇슴직도 한 일이건만, 그야말로 조물주의 조화라 할는지 열 사람을 처다보면 열 사람의 얼골이 제각기 틀리니 긔묘한 일이다. 하기야 쌍둥이 형제, 쌍둥이 자매가 잇서서 가다가는 모르는 사람의 인사를 밧는 수도 잇다고는 하지만 그것은 예외의 예외이니 문제가 안된다.
사람은 얼골만 다른 것이 아니라 마음조차 달른 데다가 더구나 그 하는 지저귀란 전혀 천인천색(千人千色)이다. 그러기 때문에 이 문패조사도 문제가 되는 것이다.
옛날에는 열 다섯 살만 되면 호패를 차는 법은 잇섯지만 집 문 압헤 문패를 달고 주머니ㅅ속에다가 명함을 느코 다니기 시작한 것은 그러케 오래되지 못하는 최근 대개 명식이다.
하여간 문패 다는 법과, 명함 가지고 다니는 법이 조선에 수입되면서부터 첨단 것기를 가장 조와하는 개명꾼들이 짓구진 짓을 작구하는 바람에 명함에도 「가다가끼」가 네 댓은 예사요. 만흐면 7,8 줄씩도 벌려 박엿든 것은 한참 당년 회(會)가 만튼 시대에 유행하든 것이나, 근래는 회의 허락을 잘 안는 까닭에 그런 명함이 차차 종적을 감추어서 요전처럼 그런 명함을 바더 보기도 꽤 드물어 젓다.
문제가 남어 잇는 것은 문패 문제이나 문패 문제라 하야 그 문패의 감이나 모양을 말하랴는 것도 아니요, 보통 다른 문패들보다는 이상야릇한 문꾸를 적어 노흔 그런 문패를 가지고 말해 보랴는 것이다. 그러나 가장 짜른 시간을 가지고 조사한 것으로 도저이 만흔 문패를 주서 모흐기에는 너무 밧벗다. 조사한 대로 간단간단이 적어 넘어가자.
이것은 시대가 좀 묵은 시대의 이야기지만 록안경생이 일즉이 이십 여 년 전 서울거리에 지나다니며 보고 기억해 둔 두 세네 분의 것부터 먼저 소개를 시작하랴 한다. 그러나 밸랑은 먼저 주의해 두기를 바란다.
한 이십 년 전에 종로 네거리 동일은행 뒷골목을 지나느라면 다음과 가티 기다란 문패가 하나 달려잇섯는데 그것은
故辯護士黃鐵秀氏의 문패 이엇스니, 그 문에 曰 「普成學校 優等 卒業生·辯護士 試驗 壯元及第·前 京城 地方裁判所 判事·今 辯護士 黃鐵秀」
그러나 황철수씨는 이믜 고인이 되야 그 문패도 철거를 하얏스나, 지금 사람에게 못 보인 것은 아까운 일이다.
이것도 좀 오래 전 일인데 지금 소격동 천번까로 내려가면 어느 집 압헤 이런 문패가 달려잇섯는데 그것은 옛날 한국시대 물리학 교과서에 이름이 낫든
崔在學씨의 문패 엿스니 其文에 曰
「崔在學 職敎員·業著述·宗敎信仰·天道敎 儒敎·佛敎」
라 하얏는데 그의 종교신앙에 대한 설명에 의하면 가로대 「천도교는 조선서 생긴 종교이니 아니 미들 수 업고 유교는 조선제례의 도덕과 윤리에 표준이 되는 종교이니 아니 미들 수 업고 불교는 조선의 예술과 문화에 깁흔 관게가 잇스니 역시 아니 미들 수 업다는 것이다. 최재학씨는 방금 평양부청에 관리로 가게시니 지금도 그 집 문전의 문패가 무어라고 부텃는지 궁금한 이는 모름직이 평양을 차저 갈 일이다.」
또 하나 예전 한양골 지금 돈의동 열빈누(중국 요리집) 뒷골목 길까 녑집에 간판 비슷하게 길다란 문패 하나가 부터 잇섯스니 其文에 曰 「大 日本帝國 韓國駐割 憲兵隊 本部 通譯 金鳳O」
가석한 일이다. 오래된 일이라 이름짜 하나가 긔억 안 나는 것은... 그러나 그때 애꾸진 작난꾼이 학생들이 그 압흘 지내랴면 의례이 몰켜서서는 긔착을 딱하고 서서 그 문패를 일장 낭독 하고는 지나가고 지나가고 하는데 그것이 하로 이틀 일도 아니요, 한 사람 두 사람의 일이 아니라 귀에 듯기가 좀 거북햇든지 그 훌늉한 문패는 그 후 인해 행방불명이 되야버리고 말엇다. 이러케 나가다가는 큰 일이 나겟스니 그만큼 하고 방금 걸녀잇는 문패 몃몃을 조사 긔록하기로 하자.
任明宰氏宅(慶雲洞) = 醫學博士 任明宰라고 대리석 문패에다 먹으로 쓴 모양인데 宰字에 열 十자 획이 흐려저서 전날 忠南道知事 金寬鉉씨 가튼 이가 지나가다 보앗스면 宰字 생각은 아니하고 갓머리 미테 설립한 것만 보고＜38＞ 임명립씨라고 불를 위험이 잇스니 속히 두 획을 보충하시는 것이 가장 안전할 듯.
문패 글자에 획 빠진 이야기가 낫스니 말이지, 올 봄 어느 때 바로 경운동 큰길가에 잇는
劉洪*씨 醫阮 전면에 금자로 해단 홍제의원 이라는 간판에 「의」짜가 바람에 날려 떠러젓든지 홍제원 이라고만 붓터 잇섯기 때문에 입심쟁이 작난꾼들이 지나갈 때마다 「아이고 그 병원으로 병 곳치러 드러가겟나 아조 저승길 가는 셈이로구면.」 하고 히야까시를 햇스니 그것은 서대문박 화장장터 이름이 홍제원 이여서 음상사 하기 때문이엇스나, 그 후, 곳 의짜를 보충하야서 여전히 어린애 환자와 내꽈 환자가 번창한 바 劉氏댁과 任明宰씨 댁과는 집도 바로 이웃이요. 직업도 가티 의사인데 문패에도 이런 에피소트가 잇는 것은 이웃 간의 큰 인연인 듯도 십다.
金性洙氏宅(桂洞) = 게동가서 더퍼노코 金性洙씨 댁을 차저야지 문패보고 金性洙씨댁을 차즈랴다가는 큰 실수를 할 것이다. 왜 그런고 하니 게동 사람들은 金性洙씨댁 이라고 하면 아녀자도 다 가르처 줄줄은 알지만 기실 金性洙씨 문패는 검은 판에다가 더구나 글씨까지 아조 흐려저서 여간 눈을 씻고 보아서는 아라낼 수가 업스니 말이다. 그러나 그 댁의 전화번호와 셋 재 자제 中央高普 生徒 金相欽君을 기억하고 잇는 사람은 얼른 눈에 띄일수가 잇스니 그 두 가지는 金性洙씨 성명보다 똑똑한 까닭이다. 그런데 金性洙씨 댁 드러가는 왼편쪽 큰집 대문 우에 보통 보기드믄 문패 하나가 또 걸렷스니 그것은,
貴人 梁氏라고 쓴 그것이다. 貴人이라면 지금 사람은 얼른 알어듯기 어려울는지 모르지만 전날 궁안에 번을 들든 나인을 가르킨 말이다.
白南奎氏宅(桂洞) = 문의 잇는 나무 문패에다가 「白南奎」라고 내려쓰고 성명 아래다가 에쓰페란토(世界共通語)로 Stelaro. P라고 전부 초록색으로 썻다. 싀골사람이 보면 그야말로 소경 단청구경이나 마찬가지겟지만 대개 세게어에 조곰만 상식 잇는 이면 「올치 이것이 에쓰페란티 쓰트(世界 共通語 主義者) 白南奎씨 댁이로구나.」 하고 머리를 그떡 그릴 것이다. 기자 註曰 녹색은 에쓰페란토 주의를 상징한 빗갈이요. Stelaro 는 즉 별의 집단을 의미한 것이니 에스페란토로 지은 氏의 이름이라지.
薛義植氏 宅(桂洞) = 아까시아숩풀 엽헤 검은판장, 검은 기둥에 검은 문패가 달렷스니 전날 桂山學校 마루턱으로 오르나리는 사람이 하로에도 멧 백 명인지 모르지만 아마 그 학교 바로 문턱 엽집 문에 薛義植씨 문패 단 것을 눈에 띄우게 본 사람은 녹안경(綠眼鏡)이외에는 별로 업슬 것이다.
宋鎭禹氏宅(菀洞) = 하-얀 대리석 바탕에 검은 글씨이니 성명 안 뵐리는 업겟지만 宋鎭禹씨 댁을 찾는 이여, 맛당이 송씨의 성명을 무러서 찻고, 성명 문패를 보고 차즐 일이지 번지 문패를 표준 삼엇다가는 역시 실수하고 말 것이니, 송씨 댁 문패에는 성명 문패만은 똑똑하나 번지 문패는 글짜가 아조 흐려진 까닭이다.
孫貞圭 孃宅(勤農洞) = 푸른 뺑기칠한 유리창 압문우에 소나무 문패 보통 글씨로 성명 세자뿐 아모려나 이댁에는 그 문패 엽흐로 남자 한분의 문패가 새로 달리는 날이라야 축하할 날일 것이다.
趙東植氏宅(臥龍洞) = 불근  중나무 판에 흰 뼁키로 또렷하게 씨워잇스니 평소에 단단하게 생기신 그의 외모나 성격이 문패에도 또렷
崔奎東氏宅(臥龍洞) = 큼직한 흰 나무 판에다가 보통 해자체로 똑똑히 쓰고 그 엽흐로 그의 자제 崔性章·崔性岳 兩君의 문패까지 나란이 달녓스니 최씨의 子姪 사랑하시는 심정이 여긔에서도 엿볼 수가 잇다.
