잡지명	삼천리 제8호
발행일	1930년 09월 01일
기사제목	愛蘭의 復活祭動亂, 愛蘭民族運動의 一斷面 (Ireland's Easter Rising Disturbance, A Facet of the Irish National Movement)
필자	金東煥
기사형태	논설 (Editorial/Essay)

Ireland's Easter Rising Disturbance, A Facet of the Irish National Movement
						Kim Tonghwan (金東煥)

I
Among you, perhaps (或) those who have visited Ireland (愛蘭) might know this, but it is said that if you disembark at the Central Station in the capital, Dublin (떠부린市), head east through the crowds of people for a while, the imposing stone building of the Central Post Office comes into view. This very building is the trace where the Irish masses shed red blood fighting to gain freedom, a place one cannot pass by without tears.

It was indeed Easter Day, April 21st, 1916. Who could have known, as the weather, which had been clear that day, began to cloud over towards evening with patches drifting in from the Atlantic (大西洋), and soon, raindrops like grains of rice listlessly (시름업시) drummed on the faces of all the citizens coming and going, excited (亢奮되어) for Easter? Those cloud patches carried not just rain clouds, but a German airship (獨逸 飛行船), having crossed unnoticed to the east coast of Britain (英國), now appeared in the Dublin sky and dropped bombs. As a part of the West City District (西市街), where many English lived, was damaged by these bombs, buildings shattered (바서지고), and English people walking on the streets were hit by shrapnel, shed blood, and collapsed on the streets, from where did it arise? On the quiet streets, dozens of armed Irish citizens, appearing seemingly out of nowhere, began gathering in small groups of one or two at intersections, and in an instant (삽시간에), transformed into a large crowd of 500-600 people.
"To the Post Office! To the Post Office!"
They shouted like a storm and were seen rushing forward.

Receiving the alarm that a disturbance had broken out in the city streets, the British garrison (英吉利 守備隊) immediately opened the barracks gates and, needless to say (勿論), set up machine guns at various intersections, preparing for confrontation.
However, the number of tens of thousands of Irish citizens – men, women, old, and young – rushing forth wave after wave like a lake, seemed even greater than the machine gun bullets filling the British army's armory. Moreover, where did they come from (낫든가)? The Irish citizen army (市民軍) also had cannons, rifles, and machine guns in their hands, exchanging (밧구고) gunfire on every street. Easter is a holy festival in Christian countries. Citizens should have spent this day with joyful laughter and peaceful dreams while listening to the evening bells of churches blessing humanity, but who would have thought that smoke and bullets would cover the entire city, that conqueror and conquered would confront each other with weapons, begin slaughter, and that numerous (屢屢한) corpses would litter the ground?

Eventually (마츰내), fighting between the British army and the citizen army began in every alley. The sound of machine gun bullets firing rapidly like hail, the crashing sound of buildings collapsing, and bugle calls followed one after another like fire spreading. The standard-bearer at the front would fall dead in an instant (삽시간에), another would step up only to become a corpse, and far off in a corner of the city, fierce flames were rising.
As the gruesome street battle, bone-chilling just to behold, unfolded moment by moment with increasing ferocity, the tide of battle initially favored the British forces, who held the advantage of terrain. However, due to the citizen army pressing closer and closer with human wave attacks (肉彈), a retreat eventually began. The British forces clustered near the Central Post Office,縮少 their front line, and commenced a final fierce barrage. But perhaps victory is bought when one risks even death. Eventually (마츰내), the citizen army completely captured (占領) the Central Post Office,<30> and consequently, the British army was routed (敗走).

The street fighting continued (繼續되어) the next day, producing even more casualties (犧牲者) on both sides. The citizen army, having occupied the Central Post Office, made it their headquarters. While occupying key points in the city, they cut off (끈어버리고서) all telegraph and telephone lines with the British mainland and began spreading propaganda (宣傳):
"British reinforcements cannot arrive at all. This is because the entire west coast of Ireland is surrounded by German submarines (獨逸潛航艇)."
"The Verdun (벨당) fortress has finally fallen."
"Thirty thousand German soldiers have landed in Kerry (케리) to rescue us, and another 30,000 Irishmen have landed in Wexford (웩쓰포-드) with weapons."
"Britain has no choice but to conclude a separate peace treaty."
As these words spread throughout Ireland, anti-British uprisings naturally broke out. Thus, the land of Ireland was covered in the smoke and rain of battle, the green, white, and orange flag flew (날니엇고) atop the Central Post Office roof, and the declaration of the establishment of the Irish Republic was even issued there, greatly boosting morale. In this way, the harvest of the "Bloody Easter" gave the Irish people a drop of the water of freedom they had craved (渴求하는) for a hundred years. But how much more would that water drop be trampled under the feet of the tyrannical British army?

II
Indeed, as mentioned earlier, the Easter disturbance did erupt all at once, signaled by the bombing from the German airplane that appeared on the east coast that day. This was because on the 21st, the British fleet (英國艦隊) discovered a steamship flying a neutral flag passing the west coast of Ireland, and upon investigation, who would have known? It was identified as a German auxiliary cruiser secretly sailing to aid the conflict in Ireland with weaponry. At that time, during the Great European War, the Sinn Féin Party (신펜黨), which guided the Irish movement, had already established contact with Germany through a German professor at Dublin University (떠부린大學) and had pre-planned to obtain smuggled munitions and weapons to start a disturbance.

Truly, when tracing back (溯考할) the Irish national movement, one can discern the inevitable facts that led to such a revolutionary rebellion. Namely, since Ireland became completely British territory under King Henry VIII's command, carried out by Cromwell's (크롬웰) hand in the early 16th century, how many dozens of times did the Irish people, who had been sheepishly obedient to Britain's extremely cruel (奇酷한) colonial policy, take up arms (干戈을 잡고) and resist? The northern Ulster (얼스터) region, rich in mineral resources and natural industrial products, was Ireland's treasure trove (富厙) as an industrial zone. However, immigrants from the British mainland (英本土), backed by guns and capital, swarmed in like clouds, chased out (쫏처서고) the native inhabitants, and eventually took possession of the land, making starvation and exile abroad the unavoidable (不可避할) fate of the Irish people. For about 100 years thereafter, the national tragedy reached its peak, creating what later historians refer to as the Reign of Terror. Then, in 1780, when America (亞米利亞) initiated its War of Independence, the Irish people were greatly stimulated and showed rebellious spirit by demanding legislative independence and freedom of trade from the British King. Just then, as most British troops were campaigning abroad, volunteers were needed for national defense, compelling the British government to have no choice but (밧게 업시) to organize an Irish defense volunteer force composed of Irishmen.

Did this aforementioned Irish Volunteer Corps, having held weapons in their own hands after a long period of disarmament (武裝解除), truly remain loyal to defending a British Ireland, as the British government intended? No. They demanded the abolition (撤廢) of the permanent Coercion Act, the most unjust law (惡法) for the Irish people, and the independence of the Irish legislative body, among other items, and took action to resist the British government. However, when they too were deceived by cunning (老狡한) British politicians, the Irish movement transformed wholesale into an underground violent movement. Terrorist groups (테로團體) like the White Robe Group (白袍團) and the Iron Heart Group (鐵心團) sprang up like mushrooms (簇生함에) throughout the country, and extremist movements continued without a peaceful day (寧日이 업시), eventually leading to the founding of the Fenian Party (피니안黨), the predecessor of the historically significant Sinn Féin Party.

The Fenian Party held the most radical (急進的) assertion that any means were justified for the sake of the goal,<31> using bombs and the like in their movement. This organization was initiated by Irish people who had gone to America (渡米한), unable to bear the tyranny in their homeland. As the activities of the Fenian Party spread throughout the land, the British government responded with even more militaristic oppression, arresting and imprisoning most leaders, leading to a temporary, unavoidable setback (頓挫). At this time, Irish figures from various strata, having witnessed numerous sacrifices, gathered in Dublin city on May 19, 1870, to discuss the release movement. There, upon Butt's (뻣트) proposal, they advocated for a self-government movement, gaining widespread support and organizing an association called the "Irish Home Government Association" (愛蘭自治政府協會), proclaiming its objectives:
One, The Irish Parliament, established with the British Monarch and successors and the Upper and Lower Houses, shall have the right to manage and handle the administration of Ireland.
Two, Legislation within Ireland shall be handled by the Irish Parliament, and Ireland's own national treasury resources and expenses shall be managed by Ireland itself, etc.
Why then did the Irish movement, which had advocated absolute independence, suddenly lean towards a self-government (自治) movement? While there might have been a psychological factor of taking abnormal (畸形的) action as a temporary tactic to break through the deadlock caused by the excessive military suppression (斷壓) from the British homeland, another motive was the hope of gaining advantageous opportunities for Ireland by sending representatives to the British Parliament (英本國議會) as a result of universal suffrage (普選權) being implemented in Ireland shortly before by Prime Minister Pitt's (핏트) hand as part of Anglo-Irish extensionism. Thus, with the emergence of the Irish Home Rule Party (愛蘭自治黨), possessing 30,000 members and 60 out of 103 Irish MPs, they strove for self-government. However, experiencing disillusionment (幻減 - likely typo for 幻滅, disillusionment) from colliding with this reality struggle, the majority of the populace again moved away from parliamentarianism (議會主義) and tended towards supporting the radical revolutionary principles of the Fenian Party. For instance, a person like Dillon (데이론) said:
"Irishmen! The English gave us leftover bread crusts. Do not eat it and sing songs of satiety! That is a disgrace."
Thus began the famous Land League (土地聯盟) struggle, which resulted in securing a large low-interest loan totaling 1.12 billion won (圓) from the British government. Seeing the living standards of poor Irish farmers somewhat improve, he greatly mocked and warned the faction of the self-government movement that couldn't grasp the essence of that conciliatory policy called the Land Purchase Act (自作農創定案). Consequently, as an extension and solidification (凝固) of this thought, the Sinn Féin Party (신펜黨) was organized in 1905. They advocated achieving their goals through their own strength. To secure resources, they conducted geological surveys everywhere to discover and mine ore deposits, established (說置하며) the Irish National Bank (愛蘭國民銀行) and the Irish Stock Exchange (愛蘭株式交易所), enacted protectionist trade policies, and even attempted to initiate consular affairs in various countries. We can see that the decline (凋落) of the Home Rule Party gradually intensified in proportion to the growing activity of the Sinn Féin Party.

Meanwhile, the social movement greatly expanded under the leadership of Connolly (콘노리) and others. Ultimately, the Irish movement at that time adopted a three-way balance (三足鼎立):
One, The Sinn Féin Party movement
Two, The social movement of Connolly and others
Three, The Home Rule Nationalist Party (國民黨) movement (i.e., parliamentarianism)
However, the weakness (微弱) of the third movement grew more severe day by day.

Then, the World War of 1914 broke out. At that time, Redmond (레드몬드), the leader of the Irish National Party, aiming to implement the Irish Home Rule Bill, which had been passed several times but not enacted, sought to gain British sympathy by declaring that Ireland, like Britain, would dispatch 30,000 troops to participate in the war, and indeed carried this out.
However, deeming this not only unrealistic but also believing the true purpose lay deeper, the Sinn Féin Party opposed participation in the war and diligently pursued certain strategies. Seeing this situation, Britain, seeking to avoid the danger of being attacked from both front and rear (腹背受敵), preemptively proclaimed (布하고) martial law throughout Ireland and stationed (駐屯식히엇다) approximately 20,000 troops in various locations. This is what induced the famous spectacle of Ireland's Easter Rising disturbance mentioned earlier.<32>

III
The Irish movement, having followed such a path, finally reached the point of occupying the Central Post Office and declaring a Republic after street fighting, with external aid from Germany, timed for the Easter of April 1916. Thus, just as many government decrees were about to be issued by the Republican government, large reinforcements arrived like clouds from the British homeland before long. In the final battle, the Irish citizen army was defeated, and the great affair ended (終熄되고) within a week.

This disturbance resulted in 124 deaths and 400 injuries among British soldiers, while the citizen army suffered 216 deaths and 514 injuries. The casualties among Sinn Féin members were likely even higher, showing how fierce it was.
Not only that. The 69 signatories of the Republic's proclamation were executed by firing squad, and over 1,200 were arrested and imprisoned (投獄되엇다). Although this disturbance had a short lifespan, like a three-day affair, it is noteworthy that virtually the entire Irish populace, from all strata, rose up (奮起한데에) in unison. While the Sinn Féin Party was certainly the main driver, besides them, the radical faction of the Nationalist Party, which had been reversing its stance (飜覆하여), raised the Irish Volunteers and participated; radical workers formed the citizen army; and the Social Democratic Party and even the Catholic League (카소릭同盟) joined forces in resistance. This illustrates that in the movements of small nations, during times of crisis, social movements and both the left and right wings of the nation invariably merge harmoniously (洽然合流함) into the national resistance movement.

Afterward, the Irish Home Rule Bill was passed during Prime Minister Lloyd George's (로이드, 쪼-지) era, but the Irish people did not want to establish that Home Rule parliament. Therefore, Prime Minister Lloyd George summoned (招致하야) De Valera (떼발레라), intending not to begrudge the maximum possible concessions (讓步). However, De Valera, advocating complete separation (撤底分離) to the end, still expressed dissatisfaction. Returning to Ireland, he convened the Irish Republican Parliament, the Dáil Éireann (톄일會議), and likewise loudly advocated (高唱하엿스나) his own views. But the populace, already extremely weakened by years of war, leaned towards temporarily accepting the British government's maximum concessions. Thus, on December 6, 1921, the Anglo-Irish Treaty was concluded. Based on the first article of the charter stating Ireland "shall be an equal member among the dominions constituting the British Empire," Ireland remains tied to the British Empire as one of its self-governing dominions. However, it can be said that Ireland has now firmly grasped (붓잡엇다) at least the first glimmer of dawn (曙光만은).

In any case, Ireland's present situation truly began to decisively shift direction after that Dublin city disturbance on Easter Day 16 years ago. Looking through the history of modern small nation movements, this Easter Rising gives much food for thought.
If there is an opportunity to visit Dublin city in the future, the desire to seek out that Central Post Office is surely not the author's alone. Standing on the stone steps of the Post Office, which at one time turned into ramparts and piles of corpses, as the setting sun (斜陽) casts its light, watching the posture of the newly rising Irish people, one wishes to loudly recite, "In the setting sun, mounted, mourning loyal souls, when enraged men fight to the death."           —End—<33>

**Summary**

This 1930 article by Kim Tonghwan details the 1916 Easter Rising in Dublin, framing it as a pivotal event in Ireland's long struggle for independence from British rule. It recounts the armed uprising centered around the General Post Office, its initial successes fueled by hopes of German aid during WWI, and its eventual suppression by British forces. The author traces the historical roots of Irish resistance, from the subjugation under Cromwell through various movements like the Fenians, the Home Rule Party, the Land League, and the rise of Sinn Féin, highlighting the oscillation between violent revolution and parliamentary tactics. The article concludes by noting the 1921 Anglo-Irish Treaty establishing the Irish Free State as a dominion, viewing it as a first step achieved through the sacrifices of the Rising, even if full independence remained elusive. From the perspective of Korean colonial history, this article is significant as it shows a Korean intellectual in 1930 analyzing another nation's anti-colonial struggle against a major empire (Britain). It reflects a deep interest in the strategies (armed rebellion, political negotiation, propaganda, seeking foreign aid) and ideological currents within independence movements, implicitly drawing parallels and offering lessons for Korea's own situation under Japanese rule; historians can observe how international anti-colonial movements were perceived and discussed in colonized Korea.

**Named Entities**

愛蘭	애란	Aeran (Ireland)
金東煥	김동환	Kim Tonghwan
떠부린市	더블린시	Tŏburin-si (Dublin City)
大西洋	대서양	Taejŏyang (Atlantic Ocean)
英國	영국	Yŏngguk (Britain/England)
獨逸	독일	Togil (Germany)
西市街	서시가	Sŏsiga (West City District)
英吉利 守備隊	영길리 수비대	Yŏnggilli Subidae (British Garrison)
市民軍	시민군	Simingun (Citizen Army)
케리	케리	K'eri (Kerry)
웩쓰포-드	웩스포드	Weksŭp'odŭ (Wexford)
벨당	벨당	Peltang (Verdun)
歐洲	구주	Kuju (Europe)
신펜黨	신페인당	Sinp'ein Tang (Sinn Féin Party)
떠부린大學	더블린대학	Tŏburin Taehak (Dublin University)
英國艦隊	영국함대	Yŏngguk Hamdae (British Fleet)
헨리8世	헨리8세	Hen'ri P'alse (Henry VIII)
크롬웰	크롬웰	K'ŭromwel (Cromwell)
얼스터	얼스터	Ŏlsŭt'ŏ (Ulster)
英本土	영본토	Yŏngbont'o (British mainland)
亞米利亞	아메리아	Ameria (America)
愛蘭防衛義勇軍	애란방위의용군	Aeran Pangwi Ŭiyonggun (Irish Defense Volunteer Force)
白袍團	백포단	Paekp'odan (White Robe Group)
鐵心團	철심단	Ch'ŏlsimdan (Iron Heart Group)
피니안黨	피니언당	P'iniŏn Tang (Fenian Party)
뻣트	버트	Pŏt'ŭ (Butt)
愛蘭自治政府協會	애란자치정부협회	Aeran Chach'i Chŏngbu Hyŏphoe (Irish Home Government Association)
핏트	피트	P'it'ŭ (Pitt)
英本國議會	영본국의회	Yŏngbon'guk Ŭihoe (British Parliament)
愛蘭自治黨	애란자치당	Aeran Chach'i Tang (Irish Home Rule Party)
데이론	데일론	Teillon (Dillon)
土地聯盟	토지연맹	T'oji Yŏnmaeng (Land League)
愛蘭國民銀行	애란국민은행	Aeran Kungmin Ŭnhaeng (Irish National Bank)
愛蘭株式交易所	애란주식거래소	Aeran Chusik Kŏraeso (Irish Stock Exchange)
콘노리	콘놀리	K'onnolli (Connolly)
國民黨	국민당	Kungmin Tang (Nationalist Party / Irish National Party)
레드몬드	레드먼드	Redŭmŏndŭ (Redmond)
카소릭同盟	카톨릭동맹	K'at'ollik Tongmaeng (Catholic League)
로이드, 쪼-지	로이드 조지	Roidŭ Choji (Lloyd George)
떼발레라	데 발레라	Te Pallera (De Valera)
톄일會議	테일 회의	T'eil Hoeŭi (Dáil Éireann / Irish Republican Congress)

**Glossary**

或	혹	perhaps, maybe, or
잇스면	있으면	if there is (older spelling of 있으면)
엇지	어찌	how, why (older spelling of 어찌)
만히	많이	many, much (older spelling of 많이)
흘닌	흘린	(blood) that was shed (older spelling of 흘린)
밧게	밖에	outside of, other than, except for (older spelling of 밖에)
巍然한	외연한	lofty, imposing, majestic
亢奮되어	항분되어	to be excited, agitated
시름업시	시름없이	listlessly, spiritlessly, without care (older spelling of 시름없이)
바서지고	부서지고	breaking, shattering (older form/spelling of 부서지고)
삽시간에	삽시간에	in an instant, in a flash
勿論	물론	of course, needless to say
낫든가	났던가	where did it come from? (older form of 났는가)
밧구고	바꾸고	exchanging (older spelling of 바꾸고)
屢屢한	누누한	numerous, piled up, lying here and there
마츰내	마침내	finally, eventually, in the end (older spelling of 마침내)
占領	점령	occupation, capture, seizure
敗走	패주	rout, flight after defeat
繼續되어	계속되어	continuing, being continued
犧牲者	희생자	victim, casualty, sacrifice
끈어버리고서	끊어버리고서	having cut off completely
宣傳	선전	propaganda, publicity, advertisement
潛航艇	잠항정	submarine
날니엇고	날렸고	flew, fluttered (older spelling/form of 날렸고)
渴求하는	갈구하는	craving, yearning for, thirsting for
溯考할	소고할	to trace back, investigate the origins of
奇酷한	기혹한	extremely cruel, harsh, severe
干戈을 잡고	간과를 잡고	taking up arms (spears and shields), resorting to war
富厙	부고	treasury, storehouse, repository of wealth
쫏처서고	쫓아서고	chasing out, driving away, displacing (older form/spelling of 쫓아내고)
不可避할	불가피할	unavoidable, inevitable
武裝解除	무장 해제	disarmament
惡法	악법	bad law, unjust law, evil law
撤廢	철폐	abolition, repeal
老狡한	노교한	cunning, crafty, wily
簇生함에	족생함에	springing up like mushrooms, growing in clusters
寧日이 업시	영일이 없이	without a peaceful day, restlessly
急進的	급진적	radical, progressive
渡米한	도미한	having gone to America
頓挫	돈좌	setback, frustration, miscarriage
標榜하니	표방하니	advocating, claiming, professing
斷壓	단압	suppression, oppression
畸形的	기형적	deformed, abnormal, misshapen
普選權	보선권	universal suffrage
幻減	환멸	disillusionment (likely a typo in the original for 幻滅)
凝固	응고	coagulation, solidification, consolidation
說置하며	설치하며	establishing, setting up (older spelling/form of 설치하며)
凋落	조락	decline, decay, withering
微弱	미약	weak, feeble, faint
三足鼎立	삼족정립	tripod stance, three-way confrontation/balance
腹背受敵	복배수적	attacked from front and rear simultaneously
布하고	포하고	proclaiming, promulgating, announcing (classical form)
駐屯식히엇다	주둔시켰다	stationed (troops) (older form/spelling of 주둔시켰다)
終熄되고	종식되고	being extinguished, coming to an end, ceasing
投獄되엇다	투옥되었다	was imprisoned (older spelling of 투옥되었다)
奮起한데에	분기한데에	in having risen up energetically/valiantly
飜覆하여	번복하여	overturning, reversing, recanting
洽然合流함	흡연합류함	merging harmoniously, blending together smoothly
招致하야	초치하여	inviting, summoning, causing (older form of 초치하여)
讓步	양보	concession, compromise
撤底分離	철저 분리	thorough separation, complete split
高唱하엿스나	고창하였으나	loudly advocated, sang the praises of, but (older form/spelling)
曙光만은	서광만은	only the dawn light, the first glimmer of hope
붓잡엇다	붙잡았다	grasped, caught, held onto (older spelling of 붙잡았다)
斜陽	사양	setting sun


---------------------------


잡지명	삼천리 제8호
발행일	1930년 09월 01일
기사제목	愛蘭의 復活祭動亂, 愛蘭民族運動의 一斷面
필자	金東煥
기사형태	논설

愛蘭의 復活祭動亂, 愛蘭民族運動의 一斷面
						金東煥
一
여러분 중에 或 愛蘭을 가보신 이가 잇스면 아시겟거니와 首ƒ½ 떠부린市의 中央停車場에 나리어 東으로 人波를 헤치고 한참 가노라면 中央郵便局의 巍然한 石造建物이 나진다 한다. 이 建物이야말로 愛蘭 民衆들이 自由를 엇기 爲하여 싸우다가 붉은 피를 흘닌 자최이니 눈물업시는 그 압흘 지나기 어렵다하는 터이다.
그것은 實로 1916年 4月 21日의 復活祭날일이라. 그날 快晴하든 天氣는 저녁때에 이르러 大西洋 저쪽으로부터 몰려오는 구름쪼각에 흐리기 비롯하야 조곰 잇다가 쌀알가튼 빗방울이 復活祭로 亢奮되어 오고가는 모든 市民의 얼골바닥을 시름업시 두다리고 잇슬 때에 엇지 아럿스리오. 그 구름쪼각은 비단 비고치를 싯고 온 것이 아니라 英國 東海岸에 쥐도 모르게 건너온 獨逸 飛行船 한 척이 이제 「떠부린」하늘에 나타나 爆彈을 던지엇든 것이다. 英人이 만히 사는 西市街의 一部가 이 爆彈으로 建物이 바서지고 길가든 英人이 그 破片에 마저서 피를 흘니며 街頭에 쓰러질 때에 어대에서 이러낫슴인가. 고요하든 거리거리에는 간듯하게 武裝한 愛蘭市民 數十名이 한 패 두 패씩 작고 네거리에 모히기 시작하더니 삽시간에 5, 600名의 多數群衆으로 化하여
「郵便局으로 가자! 郵便局으로 가자!」
하고 暴風雨가치 웨치며 疾馳가는 光景이 보이엇다.
市街에 動亂이 이러낫다는 이 警報를 接한 英吉利 守備隊는 卽時 營門을 열고 네거리 處處에 機關銃을 내어 걸고서 對陣을 편 것은 勿論이다.
그러나 湖水가치 뒤로뒤로 작고 달려드는 數萬男女老幼의 愛蘭市民의 數효는 軍器庫에 가득 찻슬 英軍의 機關銃彈丸보다도 오히려 더 만하게 보엿슬 뿐더러 어대에서 낫든가 愛蘭市民軍의 손에도 大砲도 잇고 小銃도 잇고 機關銃도 잇서서 거리거리에서 銃火를 서로 밧구고 잇섯다. 復活祭라면 基督敎國의 聖節이라. 人世을 祝福하는 敎會堂의 晩鍾소리를 들어가면서 市民들은 즐거운 우슴과 平和한 꿈으로 이날을 보내야 할 것이로되 엇지 火煙彈雨가 全市街를 덥고 征服者와 被征服者가 武器로 對立하야 殺戮을 開始하여 屢屢한 屍體가 발길에 채일줄 뜻하엿스랴.
마츰내 골목골목에서는 英軍과 市民軍의 戰鬪가 始作되엇다. 저 토다닥토다닥 우박 쏫드시 亂射되는 機關銃彈丸소리와 와그륵와그륵 문허저 나리는 建物의 소리와 나팔소리는 불붓듯 連해 나고 압헤 선 旗手가 삽시간에 시체가 되어 너머지며 또 나서면 또 시체가 되며 멀니 市街의 한 모통이에는 炎炎한 불길이 타오르고 잇섯다.
보기만 하여도 뼈가 오실오실하는 慘憺한 市街戰이 刻一刻 猛烈하게 展開될 적에 兩軍이 戰況은 처음엔 地利의 優良을 占하엿든 英吉利軍의 優勢에 도라가섯스나 肉彈에 又 肉彈으로 漸逼하는 市民軍 때문에 마츰내 退却이 開始되야 英軍은 中央郵便局附近에 密集하여서 戰線을 縮少하고 最后의 猛射擊을 開始하엿든 것이다. 그러나 죽음까지 내어걸면 勝利는 사고마는 法이든가. 마츰내 市民군은 中央郵便局을 完全히 占領하고＜30＞ 英軍은 그에 따라 敗走함에 이르럿다.
그 이튼날도 市街戰은 繼續되어 雙方에 一層 多數한 犧牲者를 내엇섯는데 中央郵便局을 占領한 市民軍은 그 곳을 本部로 삼고 市街의 要地要地를 占領하는 한편 英本國과의 電信電話線을 一切 끈어버리고서
「英軍이 救援兵은 한 도 올 수 업시 되엇다. 그것은 愛蘭의 西海岸이 全部 獨逸灒航艇에 包圍된 때문이다」
「벨당」 要塞은 마츰내 陷落되고 말엇다」
「三萬의 獨逸兵은 우리를 救援次로 「케리」에 上陸하고 또 愛蘭人 3萬名은 武器를 가지고 「웩쓰포-드」에 上陸하엿다」
「英國은 單獨講和條約을 締結치 안을 수 업게 되엇다」
하는 宣傳을 시작하여 그 말이 全愛蘭 各地에 퍼지자마다 反英戰亂이 이러낫든 것은 勿論이다. 이리하야 「아일란드」의 天地는 砲煙彈雨에 덥히고 中央郵便局 지붕 우에는 綠, 白, 橙紅色의 旗가 날니엇고 愛蘭共和國 樹立의 宣言까지 그 곳에서 發表되어 氣勢가 크게 떨치엇다. 이리하야 「피의 復活祭」의 收穫은 愛蘭民衆에게 百年來 渴求하는 自由의 물 한방울을 주고 말엇다. 그러나 그 물방울이 强暴한 英軍의 압헤 또 얼마나 짓밟힐 것이든가.

二
그런데 前記와 가치 果然 復活祭의 動亂은 그 날 東海岸에 나타낫든 獨逸飛行機의 投彈이 군호되어 一時에 이러난 것은 事實이엇다. 그는 21日에 愛蘭 西海岸을 通過하는 中立國旗를 꼬즌 一汽船을 英國艦隊가 發見하여 調査한 結果 엇지 아럿스리요. 그는 獨逸의 輔助巡洋艦으로 愛蘭에 兵火의 援助次 密航하고 잇는 것이 判明되엇다. 그 때는 歐洲大戰의 當時라 愛蘭運動을 指導하든 「신펜」黨은 일즉 「떠부린」大學의 獨逸敎授를 介하야 獨逸과 氣脈을 通하고 軍需品과 武器의 密輸를 어더 動亂을 이르킬 것을 미리 劃策하고 잇섯든 터이엇다.
實로 愛蘭의 民族運動을 溯考할 때에 이와가튼 革命的 叛亂에까지 나아간 그 必然的 事實을 看取할 수 잇스니 卽 16世紀初葉에 英王 헨리8世의 命으로 「크롬웰」의 손에 依하야 愛蘭이 完全히 英領이 된 以后 英國의 奇酷한 植民政策에 羊가티 順하든 愛蘭人은 몃십번을 干戈을 잡고 反抗하엿든고. 北部 「얼스터」地方은 礦産物이 豊富하고 또 天然的 工産物이 만허서 工業地帶로 愛蘭의 富厙가 되어잇든 것을 銃砲과 資本을 背景으로 한 英本土의 移住民들이 雲霓가치 몰려와서 土着民을 쫏처서고 마츰내 그 土地를 占有함에 이르러 飢餓와 國外流浪이 愛蘭人民의 不可避할 運命으로 되고 말엇다. 以來 約 100年間은 民族的 悲劇이 極度에 達하야 后世史家의 指稱하는 모양으로 恐怖時代를 이루고 말엇다. 그러다가 1780年에 亞米利亞가 獨立戰爭을 起함애 愛蘭人은 크게 刺戟을 바더 英王에게 立法獨立과 貿易의 自由를 드러 反抗의 氣勢를 보엿다. 때마츰 英軍은 大部分이 外征하엿슴으로 國防을 爲하야 義勇軍을 募集할 새 英政府는 不得已 愛蘭人으로 愛蘭防衛義勇軍을 組織할 수 밧게 업시 되엇다.
