Rank	Word	Frequency
1	하야	643
2	사람	317
3	말	313
4	나	276
5	그것	194
6	생각	183
7	섯다	182
8	만호	146
9	다시	130
10	우리	128
11	집	122
12	가지	119
13	기사	113
14	소리	109
15	하나	102
16	자긔	93
17	대한	89
18	무엇	88
19	무슨	80
20	이상	79
21	수가	78
22	문제	77
23	朝鮮	76
24	하엿다	76
25	제조	74
26	발행	70
27	대하	70
28	지금	70
29	상산	70
30	잡지	67
31	때문	64
32	형태	63
33	지주	63
34	日本	63
35	보고	63
36	사실	62
37	안이	62
38	소작인	61
39	생활	59
40	모양	59
41	하니	58
42	朴薰	58
43	제호	57
44	제목	57
45	서서	57
46	눈	57
47	개벽	56
48	동안	56
49	사랑	56
50	신간	55
51	다른	55
52	자기	55
53	리하	55
54	여자	55
55	손	55
56	아이	55
57	墺太利	55
58	獨逸	54
59	蔣介石	54
60	관계	53
61	누구	53
62	이오	53
63	헤렌	53
64	가장	52
65	그대로	52
66	까닭	51
67	일이	49
68	이나	49
69	사이	49
70	거리	49
71	필자	47
72	다음	47
73	또한	47
74	것이엇다	47
75	세계	47
76	가치	47
77	전쟁	47
78	오늘	46
79	사건	46
80	토지	46
81	마음	45
82	農地令	45
83	이야기	44
84	웻셀	44
85	세르비아	44
86	정도	42
87	密偵	42
88	낫다	41
89	사회	41
90	되엿다	41
91	담배	41
92	가티	41
93	로서	40
94	발	39
95	보아	38
96	따라서	38
97	소위	38
98	사업	38
99	안코	37
100	정치	37
101	시간	37
102	입	37
103	듯이	37
104	모도	37
105	트리스탄	37
106	소작료	37
107	먼저	36
108	결과	36
109	이민	36
110	얼마나	36
111	이제	36
112	中國	36
113	쏠데	36
114	필요	35
115	시작	35
116	더욱	35
117	한번	35
118	비밀	35
119	비아	35
120	英國	35
121	기타	35
122	머리	34
123	신문	34
124	조선	34
125	문희	34
126	녀자	34
127	로부터	33
128	누가	33
129	米國	33
130	가슴	33
131	빠톤	33
132	이란	32
133	이번	32
134	당시	32
135	불	32
136	나라	32
137	伊太利	32
138	露國	32
139	今禮	32
140	처음	31
141	경우	31
142	세상	31
143	정부	31
144	역시	31
145	모든	31
146	최후	31
147	히틀러	31
148	하얏다	30
149	하든	30
150	물	30
151	엇다	30
152	태도	30
153	얼골	30
154	생명	30
155	학교	29
156	여기	29
157	너	29
158	군중	29
159	목적	29
160	소작지	29
161	결정	28
162	눈물	28
163	발견	28
164	임의	28
165	인간	28
166	나리	28
167	首陽	28
168	준비	27
169	결코	27
170	여긔	27
171	자식	27
172	계약	27
173	예술	27
174	米價	26
175	남편	26
176	의미	26
177	어듸	26
178	노래	26
179	외교	26
180	작품	26
181	本社	26
182	나치스	26
183	다만	25
184	보기	25
185	다가	25
186	수단	25
187	겨우	25
188	회사	25
189	그러케	25
190	여러	25
191	女家	25
192	규정	25
193	바이	24
194	과거	24
195	현재	24
196	영향	24
197	서로	24
198	방법	24
199	내용	24
200	얼굴	24
201	연구	24
202	행동	24
203	인물	24
204	당신	24
205	자리	24
206	잇스	24
207	결혼	24
208	어머니	24
209	上仝	24
210	세력	24
211	거기	24
212	洪牙利	24
213	하드	23
214	일반	23
215	하자	23
216	로써	23
217	수도	23
218	밥	23
219	대답	23
220	昭和	23
221	만일	23
222	편지	23
223	자신	23
224	보통	22
225	朝鮮米	22
226	아들	22
227	걱정	22
228	민족	22
229	운동	22
230	바람	22
231	그때	22
232	보이	22
233	현실	22
234	표현	22
235	國王	22
236	소식	21
237	책임	21
238	작년	21
239	이후	21
240	如何	21
241	가을	21
242	업스	21
243	오히려	21
244	주의	21
245	아모리	21
246	타고	21
247	西南派	21
248	사용	21
249	배달	21
250	소작	21
251	통첩	21
252	朴僉	21
253	민법	21
254	공작	20
255	이유	20
256	잇섯	20
257	안해	20
258	얼마	20
259	당국	20
260	요구	20
261	인제	20
262	꿈	20
263	문학	20
264	매우	20
265	의의	20
266	마마	20
267	舍音	20
268	사정	19
269	동시	19
270	만원	19
271	문화	19
272	점차	19
273	별로	19
274	일부	19
275	佛蘭西	19
276	혼자	19
277	그날	19
278	귀	19
279	상의	19
280	인하	19
281	기간	19
282	공산군	19
283	蘇聯	19
284	이해	19
285	아버지	19
286	尙虛	19
287	중국인	19
288	종혁씨	19
289	반대	18
290	잇슬	18
291	증가	18
292	조건	18
293	부자	18
294	청년	18
295	기도	18
296	글세	18
297	선생님	18
298	비록	18
299	국민	18
300	처가	17
301	도리	17
302	아래	17
303	제일	17
304	범위	17
305	크게	17
306	남자	17
307	최근	17
308	전체	17
309	실로	17
310	이하	17
311	인생	17
312	보지	17
313	마치	17
314	각국	17
315	佛國	17
316	부터	17
317	흥분	17
318	설명	17
319	국가	17
320	중국	17
321	지불	17
322	자장가	17
323	경영	17
324	閣議	17
325	洋舘	17
326	원래	16
327	거름	16
328	보도	16
329	비교	16
330	저서	16
331	이면	16
332	드니	16
333	아모	16
334	노릇	16
335	이요	16
336	현상	16
337	경제	16
338	선생	16
339	엇더케	16
340	거절	16
341	마루	16
342	갑작	16
343	하엿	16
344	도로	16
345	今日	16
346	아주	16
347	상해	16
348	開化黨	16
349	하얏습니	16
350	要綱	16
351	東拓	16
352	아치	16
353	비로소	15
354	요새	15
355	경향	15
356	明年	15
357	일시	15
358	자연	15
359	업슬	15
360	무어	15
361	거긔	15
362	압헤	15
363	한참	15
364	잘못	15
365	존재	15
366	기자	15
367	단체	15
368	일종	15
369	주인	15
370	대강	15
371	역사	15
372	불구	15
373	평화	15
374	애인	15
375	죽엄	15
376	관리	15
377	사태	15
378	모정	15
379	내지	14
380	제한	14
381	주장	14
382	시행	14
383	만큼	14
384	실제	14
385	더구나	14
386	일지	14
387	더욱이	14
388	제출	14
389	주민	14
390	왓다	14
391	지도	14
392	구석	14
393	자네	14
394	이지	14
395	구경	14
396	마는	14
397	대로	14
398	희망	14
399	손님	14
400	사상	14
