Magazine Title: 別乾坤 제18호
Publication Date: 1929년 01월 01일
Article Title: 誌上公開 萬國蛇類大博覽會 (Online Public Exhibition of the World's Snakes)
Author: 觀相者
Article Type: 雜著 (Miscellany)

Online Public Exhibition of the World's Snakes
						Kwan Sang-ja

1. In Praise of Snakes

The snake is a member of the Four Spiritual Creatures (Kirin, Phoenix, Tortoise, Dragon), a descendant of the dragon, and the son of the White Emperor (it is said that when Han Gaozu beheaded a large snake, an old man cried at night, saying, "My son has transformed into a snake as the son of the White Emperor"). It is the previous incarnation of Bokhee-ssi (伏羲氏) (Bokhee-ssi has a human face and snake body and is called the Snake God). Its lineage is admirable, and it inhabits both land and water at will, so its territory is also vast. Its sensory organs for detecting rain are exceptionally developed, so it always moves before it rains, making it the only astronomer in villages without weather stations (in terms of virtue, it possesses water virtue). It eats mice well, preventing damage to grains, fruits, and books, and deserves credit for eradicating the Black Death. Its ability to catch noisy frogs (蛙) is akin to the qualification of a police officer who suppresses speech in an era of police politics, and its talent for shooting venom makes it worthy of becoming an army general in a militarist country that uses poison gas. Moreover, even after death, it bestows much grace upon the general public. Snakes such as the viper and black snake (烏蛇) are miraculously effective against lung disease, eye disease, stomach disease, skin disease, and syphilis, while the striped snake is miraculously effective against lung disease and pleurisy. The heart is used as a tonic, the eyes (especially raw eyes) are used for night blindness, and the skin, when burned and consumed, is miraculously effective against skin disease. Viper soju is a panacea for symptomatic diseases, malaria, and neuralgia, and dragon phoenix soup (steamed snake and chicken together) is especially effective for weakness. In recent times, it has also been used for food, and around Jingo-gae (泥峴), snake restaurants have already started putting up signs alongside beef and seafood restaurants. In the future, it will be used for food without any difference from fish, and snake farms will be created in every household like fish farms. Furthermore, the skin is used for decoration on items such as handbag covers and eyeglass cases, like crocodile skin, so it is also necessary for industrial use. Considering these many advantages, the fact that India has traditionally regarded snakes as sacred and worships them as messengers of Sakyamuni cannot be dismissed as mere superstition.

2. Surprising Statistics Room

Everyone! Do not enter this exhibition recklessly just because admission is free. This exhibition is a 'Snake' exhibition, different from ordinary exhibitions, so you can easily get into big trouble if you make a small mistake. Don't be surprised. According to some statisticians, 150,000 people die from 'snakes' worldwide each year, with more than 20,000 in India alone. In Japan, including Taiwan, the total number of victims in 15 years is 4,082, with 370 deaths, averaging 272 victims per year. In Ryukyu, the number of victims in 9 years reaches 79. (Data from 1926) Since there are no such statistics in Korea yet, the exact numbers are unknown, but considering the abundance of 'snakes' in the mountains and fields, the damage is likely to be considerable. Everyone! Be careful! Be very careful!

3. A Large Number of Exhibits

There are approximately 2,000 species of snakes worldwide, of which about one-third are poisonous, with about 150 species capable of killing humans. The largest snake in the world is the Reticulated Python (綱目錦蛇), which is produced in Myanmar, Siam, Malaysia, etc., and reaches a length of 30 feet. A snake in the London Zoo in England also belongs to this species and is about 20 feet long, eating 16 calves and 17 ducks a year. The Indian python, which reaches 25 feet, swallows small animals such as rabbits whole, not to mention sheep, deer, and calves, and even unarmed people like little lambs. In Japan, there are over 10 species, including the Karafuto viper (poisonous) of Sakhalin Island, the blue racer (yellow-necked snake), striped snake, and viper of Hokkaido, the red-banded snake, black snake (烏蛇), Japanese keelback, and white snake in Honshu, Shikoku, and Kyushu, in addition to the aforementioned species from Hokkaido. In Taiwan, there is the Taiwan cobra (commonly known as Taiwan habu), and in Ryukyu, there is the Ryukyu cobra (commonly known as Ryukyu habu). Among these, the species from Taiwan and Ryukyu are highly venomous, causing considerable harm to humans and livestock. In Korea, there are 18 species, including the viper (살모사), Aturi snake, Neulmugi, nurungji, Jangji snake, water snake, yellow-necked snake, golden snake, fusiform snake, and white snake, which are relatively more abundant in the south and central regions than in the north. In addition, the two-headed snake and eight-headed snake, which have been passed down as legends, are deformities among snakes. The Sangsa snake is a tale passed down as superstition.

4. Snakes and Korean Folktales

The Heokgeose Royal Tomb, the founding ancestor of Silla, in Gyeongju is called Oreung (五陵) or Sareung (蛇陵). Legend has it that when Heokgeose passed away, his five bodies scattered and fell from the sky 7 days after he ascended to heaven. When the people tried to collect them for burial, a large snake suddenly appeared and interfered, preventing a joint burial. Therefore, it is called Oreung or Sareung. During the reign of King Ae-jang of Silla, a frog ate a snake at Byeoksa Temple. A fortune teller said that the weak eating the strong was a sign that subjects would harm the monarch. Later, Prince Eon-seung (later King Heon-deok) and Je-ung caused a rebellion and assassinated King Ae-jang. When King Hyeonjong of Goryeo stayed at Waryong Mountain in his humble days, he wrote a poem after seeing a baby snake (蛇兒): "Small snake coiling around the medicine railing. Its body is adorned with red brocade patterns. Do not say it lives under a flower forest. It will not be difficult to become a dragon one day." The people said it was the aura of a king. In Jeju, 50 li east, there is a large mountain called Gimnyeong Mountain, and on that mountain is a cave called Gimnyeonggul. The cave is so large that five long flags can be erected in it, and its shape is like a bow, making it difficult to measure its distance. Moreover, it is very dark, so people cannot see it without holding a torch. From ancient times, a large python lived in the cave, with a body as thick as a pillar and eyes like ping-pong balls, displaying various ghostly transformations, which the locals feared. Every year at the beginning of the new year, they would prepare food and leave it there, but suddenly, a great storm would arise, and the daylight would turn dark, so no one dared to approach. In the year of Gye-yu during the reign of King Jungjong, Magistrate Seo Ryeon, who had newly arrived, heard the story and was greatly angered, saying, "How can a monster harm innocent lives?" He selected dozens of strong men from the military officers and went to the front of the cave with them, setting up gunpowder, saltpeter, and other items. They performed a sacrifice as before, and the great python <70> indeed appeared, hissing and about to devour a virgin. Seo Ryeon, who was in a high place, struck the python's head with a large spear. Then, he ordered the soldiers to kill it with spears and drag it out. He then set fire to it, and the stench filled the area, making it impossible to approach. Seo Ryeon galloped his horse back to the castle, and a rainbow-like red aura followed behind him. When Ryeon arrived at the government office, he fainted and died. From then on, the snake demon disappeared.
When General Lim Gyeong-eop was a small farming garrison commander in Samsu County, he went to a pond and found a large snake leaving a three-foot divine sword. The general took the sword and composed a poem, engraving it on the sword: "Three-foot Yongcheon, ten thousand volumes of books, what does Heaven intend by creating me? The Shandong Prime Minister, the Shanxi General, are they great men, and am I not a great man?" In Chungju, there is a tomb called Mausasa Tomb (猫蛇塚). At the beginning of the Joseon Dynasty, a farmer living there with his wife and young daughter lived in one house with three family members. One day, a cat bit a poisonous snake and brought its head into the room, and the child was bitten by the snake and died immediately. The farmer tried to kill the cat by beating it with a club, but the cat, in retaliation, bit the farmer to death, and then it also died. An old monk came and said that this was because of karmic grievances in their previous lives. The bodies of the people were cremated, and the cat and snake were buried together in one place, which became known as Mausasa Tomb (猫蛇塚). In addition, there is a story that Heo Jeok (許積) and Heo Jeongseung (許政丞) killed a snake, and the snake's spirit went to a concubine's house and transformed into Heo Gyeon (許堅), a concubine's son, who later plotted treason and suffered a great disaster. Also, when Yi Mun-won (李文遠), the Panseo (판서), was young, he saw a snake hanging on his father's shoulders and caught a frog and threw it to chase the snake away. There are many other interesting stories, but I will omit them here.

5. Korean Superstitions and Proverbs about Snakes

Jeju, where there are especially many snakes, has many superstitions about worshiping snakes. Among them, gray snakes are called Chaguishin (遮歸神), and they are not only not killed but also regarded as spirits. Men and women gather at Chaguibang (遮歸堂) in spring and autumn to perform sacrifices with food and drink. The word Chagui (遮歸) is a mispronunciation of Sagui (蛇鬼). In general, in rural farmhouses, snakes are considered Eop (집직힘) (house protectors) and are kept in warehouses. On the first and fifteenth of each month, rituals are performed for them. Also, if one dreams of a snake during pregnancy, it is said that one will give birth to a daughter. This seems to originate from the saying in the Book of Poetry (詩傳), "Only the viper and the snake are signs of a woman." It is said that dogs and chickens become large snakes if raised for ten years. If one sees a snake in a dream, one will earn money that day (this seems to have originated from the fact that leaf coins (葉錢) looked like snakes in the era of leaf coins). Snakes and pigs are incompatible, so those born in the year of the pig are not affected by snake venom even if bitten (this actually happens). It is also said that if one eats dirt before the snake bites, one will not be affected by the venom. Also, silkworm farmers believe that if they see a snake and then immediately see silkworms, the silkworms will be impure, so they wash their faces before entering the silkworm room. If they kill a snake, they must kill it completely, or it will become an enemy and return to bite them. Also, if a snake jumps, it is said that there will be trouble in the house, so they cover the spot with a pot lid. The Imjin War is called Yongsa-eui-ran (龍蛇之亂) (Dragon Snake Rebellion), a situation that starts well but ends poorly is called Yongdu-sami (龍頭蛇尾) (Dragon Head Snake Tail), a sly person is called Neunggureongi, and if one is very greedy in life, one will become a large snake after death. Being humiliated is called seeing a snake, and it is said that snakes shed their skin when they eat soy sauce. It is said that the tomb of Bak Hang (朴恒), Bak Jeongseung (朴政承) of the late Goryeo Dynasty in Jangbon-ne, Sinbuk-myeon, Chuncheon, is in the shape of a "snake chasing a frog," so many of his descendants are officials such as po-gyo (捕校). According to a certain Japanese record, when Fukuichiharusumi held the Edo Pharmaceutical Association in 1842 (Sunjo 32), a Korean giant snake was exhibited, which was four jo (丈) long. Such giant snakes have not been seen in Korean records. -(The following will be continued next time)- <71>

**Named Entities**

四靈物	Sa Ryeong-mul
麟鳳龜龍	Rin Pong Gwi Ryong
漢 高祖	Han Gojo
白帝	Paekche
伏羲氏	Pokhŭi-ssi
泥峴	Nihyŏn
釋迦	Sŏkka
緬甸	Myŏnma
暹羅	Siam
馬來	Mallae
綱目錦蛇	Kangmok Kŭmsa
樺太島	Hwatae-do
樺太毒蛇	Hwatae Tdoksa
北海道	Hokkaidō
靑大將	Ch'ŏngdaejang
黃領蛇	Hwangnyŏngsa
縞蛇	Hosa
蝮蛇	Puksa
本州	Honshū
四國	Shikoku
九州	Kyūshū
赤棟蛇	Chŏktongsa
烏蛇	Osa
橫槌	Hoengch'wi
白蛇	Paeksa
臺灣	Tae-wan
臺灣飯匙倩	Tae-wan Pansach'ŏn
琉球	Ryūkyū
琉球飯匙倩	Ryūkyū Pansach'ŏn
아투리뱀	At'uri-baem
늘묵이	Nŭlmugi
능구리	Nŭngguri
장지뱀	Changji-baem
물잣치	Muljach'i
黃領蛇	Hwangnyŏngsa
金구렁이	Kimgurŏngi
방추뱀	Pangch'ubaem
白蛇	Paeksa
兩頭蛇	Yangdusa
八頭蛇	Paltusa
相思蛇	Sangsasa
慶州	Kyŏngju
新羅始祖	Silla Sijo
赫居世陵	Hyŏkkŏse Rŭng
五陵	O-rŭng
蛇陵	Saryung
新羅哀莊王	Silla Aejang-wang
碧寺	Pyŏksa
王弟	Wangte
彦昇	Ŏnsŭng
憲德王	Hŏndŏk-wang
悌邕	Cheyong
哀莊王	Aejang-wang
高麗顯宗	Koryŏ Hyŏnjong
臥龍山	Waryongsan
小小蛇兒繞藥欄	So-so Sa-a Yo Yak-ran
滿身紅錦自斑斕	Man-sin Hong-kum Cha P'an-nan
莫言長在花林下	Mak Ŏn Chang Chae Hwa-rim Ha
一日成龍也不難	Il-il Sŏngnyong Ya Pul-nan
濟州	Cheju
金寧山	Kŭmnyŏngsan
金寧窟	Kŭmnyŏnggul
中宗	Chungjong
徐憐	Sŏ Ryŏn
判官	P'an'gwan
癸酉年	Kye-yu-nyŏn
林慶業	Im Kyŏng-ŏp
三水郡	Samsu-gun
小農堡權管	So-nongbo-kwŏn'gwan
三尺龍泉萬卷書	Sam-ch'ŏk Yongch'ŏn Man-gwŏn Sŏ
皇天生我意何如	Hwang-ch'ŏn Saeng-a Ŭi Harŏ
山東宰相山西將	San-dong Chae-sang San-sŏ Ch'ang
彼丈夫兮我丈夫	P'i Chang-bu-hye A Chang-bu
忠州	Ch'ungju
猫蛇塚	Myosaj'ong
李朝初葉	Ijo Ch'oyŏp
老僧	Nosŭng
許積	Hŏ Jŏk
許政丞	Hŏ Chŏngsŭng
庶子	Sŏja
許堅	Hŏ Kyŏn
李文원	I Mun-wŏn
李判書	I P'ansŏ
春川新北面章本네	Ch'unch'ŏn Sinbuk-myŏn Changbon-ne
麗末	Yŏmal
朴恒	Pak Hŏng
朴政承	Pak Chŏngsŭng
常蛇逐蛙形	Sang-sa Chug-wa-hyŏng
捕校	P'ogyo
吏屬	Isok
日本	Nihon
福井春水	Fukui Shunsui
江戶藥品會	Edo Yakuhin-kai
天保	Tenpō
純祖	Sunjo
朝鮮	Chosŏn
壬辰亂	Imjin-ran
龍蛇之亂	Yongsa-eui-ran
龍頭蛇尾	Yongdu-sami



---------------------------


잡지명	별건곤 제18호
발행일	1929년 01월 01일
기사제목	誌上公開 萬國蛇類大博覽會
필자	觀相者
기사형태	잡저

誌上公開 萬國蛇類大博覽會
						觀相者
1. 蛇의 禮讚

뱀은 四靈物(麟鳳龜龍)의 한아인 龍의 種族으로 白帝의 아들이오(漢 高祖가 大蛇를 斬하니 老軀가 夜哭하야 曰 吾子는 白帝의 子로 化하야 蛇가 되엿다 云함) 伏羲氏의 前身이니(伏羲氏가 人面蛇身인데 蛇神이라 칭함)門閥도 갸륵하거니와 水陸兩處게 마음대로 棲息하니 領土가 또한 넓다. 雨氣를 感覺하는 觸官이 非常히 發達하야 비가 오랴면 依例히 먼저 出動하니 測候所업는 農村에 唯一한 天文學者요 (德으로 말하면 水德) 쥐를 잘 잡아 먹으니 穀物, 器果, 書籍 등의 被害를 防備함은 勿論이고, 黑死病 退治에 元勳을 탈만하다. 떠들기 잘하는 개고리(蛙)를 잡아먹는 武威는 警察政治時代에 言論取締하는 警官의 資格이 잇고, 毒液을 射出하는 재조는 毒瓦斯使用하는 軍閥國의 陸軍大將이 될만하다. 그뿐이냐 死後에도 일반에게 恩德을 만히 입히니 蝮蛇, 烏蛇 가튼 것은 肺病, 眼病, 胃病, 皮膚病, 梅毒病에 神效가 잇고, 縞蛇는 肺病, 肋膜炎에 神效가 잇고, 心臟은 强壯劑로 쓰고 눈(특히 生眼)은 밤눈 어둔데 쓰고, 皮膚는 태워서 먹으면 皮膚病에 神效가 잇고, 蝮燒酒는 症沖病, 학질, 神經痛에 妙藥이 되고 龍鳳湯(뱀과 닭을 한데 蒸煮`한 것)은 虛弱한데 特效가 잇다. 또 近來에는 食用에도 써서 진고개(泥峴)一帶에서는 벌서 뱀요리집이 牛肉料理집이라 生鮮料理집과 가티 당당하게 看板을 부치게 되얏다. 將來에는 魚類와 조곰도 다름이 업시 食用으로 쓰고 집집이 養魚池모양으로 養蛇池가 생길 것이다. 그리고 皮膚는 鰐魚皮와 가티 手匣거죽이나 眼鏡匣 가튼데 粧飾에 쓰니 工用에도 필요하다. 이러한 여러 가지의 長點으로보면 印度에서 自來로 뱀을 神聖視하야 釋迦의 使者라고 崇拜하는 것도 한갓 迷信으로만 돌녀 보낼 수 업는 것이다.

2. 놀라운 統計室

여러분! 이 博覽會에서 無料入場을 식힌다고 함부로 드러오시지 마시오. 이 博覽會는 普通박람회와는 다른 『뱀』 博覽會인 까닭에 조금 잘 못하시다가는 큰 혼이 나시기 쉬울 터이올시다. 놀나지 마십시오. 엇던 統計學者의 말을 드르면 全世界에서 一年에 이 『뱀』에게 죽는 사람이 15萬名이나 되는데, 그 中 印度만 2萬名 이상에 달하고 日本은 臺灣까지 합하야 15年동안에 總被害數가 4082名, 死者 370人으로 一年平均 被害者가 <69> 272人이 되고 특히 琉球는 9年동안에 被害者가 79人에 달한다고 함니다.(이상 大正15年 調査) 우리 朝鮮은 아즉까지 그러한 統計가 업는 까닭에 자서한 數字는 알 수 업스나 山野에 『뱀』이 만흔 것을 보면 또한 被害가 적지 안을 줄 압니다. 여러분! 조심! 또 조심!

3. 安壯한 出品點數

全世界를 통하야 뱀의 종류는 約 2,000에 각가운데 其中 有毒한 것은 約 三分之一을 占하야 사람을 능히 죽이는 자가 約 150種에 달한다고 한다. 世界에 第一 큰 뱀은 緬甸, 暹羅, 馬來 等地에서 産하는 綱目錦蛇라 하는 뱀이니 長이 30尺에 達하고 또 英國倫敦 動物園에 잇는 뱀도 이 種類에 屬한 것으로 長은 약 20尺에 달하는데 一個年에 16匹의 小牛와 17匹의 鴨을 먹고 印度의 錦蛇는 25尺에 달하는 바 兎와 가튼 小動物은 그대로 生呑함은 勿論이고, 羊, 鹿, 小牛까지도 한입에 집어 삼키고, 武器를 가지지 안은 사람은 問題도 업시 小羊와 같티 삼켜버리다고 한다. 日本에는 樺太島의 樺太毒蛇(有毒), 北海道의 靑大將(黃領蛇) 縞蛇 蝮蛇, 本州 四國 九州에는 前記 北海道産以外에 赤棟蛇 烏蛇 橫槌 白蛇, 臺灣의 臺灣飯匙倩(俗稱 臺灣하부), 琉球의 琉球飯匙倩(俗稱 琉球하부)등 10餘種이엇스니 其中 臺灣과 琉球의 産은 含毒한 者가 만허서 人畜의 被害가 적지안타. 朝鮮産으로는 蝮蛇(살모사), 아투리뱀, 늘묵이, 능구리, 장지뱀, 물잣치, 黃領蛇, 金구렁이, 방추뱀, 白蛇 등18種이 잇스나 北部보다는 南部와 中部가 比較的 만타. 그외에 自來傳說로 나려오는 兩頭蛇, 八頭蛇 등은 蛇中에 한 畸形이오. 相思蛇은 한 迷信으로 전해 오는 말이다.

4. 蛇와 朝鮮의 古談

