잡지명	삼천리 제1호
발행일	1929년 06월 12일
기사제목	世界一週紀行(第一信), 太平洋의 怒濤 차고 黃金의 나라 美國으로! 布哇에 잠감 들러 兄弟부터 보고 (Around the World Travelogue (First Letter), Crossing the Angry Waves of the Pacific to America, the Land of Gold! Stopping Briefly in Hawai'i to See Our Brothers First)
필자	許憲
기사형태	기행문 (Travelogue)

Around the World Travelogue
						Hŏ Hŏn

Farewell, Chosŏn
Perhaps because the height of summer approaches on the Asian continent, tonight is terribly hot. It is still May 31st, so one might think spring clothes would be bearable, but strangely, this year's season is different. For several days now, the scorching sun has beat down fiercely, making me long for iced water and eagerly think of a Panama hat and crisp linen clothes. Moreover, considering the place I am about to head towards is a southern land where the sun shines directly, my head naturally feels hot, so tonight, as I leave Seoul, I have even donned white summer clothes.
At Namdaemun Station, several people came to see me and my daughter Chŏngsuk off. Truly, even as I think about it, I don't know when my current path will allow me to step on the soil of this station again. Even if I do, I wonder if it will be decades later, or if I'll even be alive to step on it after those decades. Even for someone with no worries and nothing holding them back, setting out on a journey of a hundred thousand *li*, one cannot confidently promise a safe return. How much more so for a wandering traveler like me, whose fate is troubled whether going or coming? Who knows what destiny might block my path someday, taking my life and body? Thinking such thoughts, as I gaze upon the pine forest on Namsan and the peaks of Pukpaegak, an indescribable emotion begins to stir my heart, so I quickly parted from everyone and jumped onto the Kyŏngbu Line train. Though the desire burned like fire to tread just a moment longer on the soil of this land where I was born and raised, and to grasp the warm wrists of the friends I have respected and trusted until this day, what could I do if it only caused unbearable pain for me, the one departing? The train inevitably leaves. Amidst the brilliant electric lights, the looming silhouette of Sungnyemun Gate leaves behind the shadow of a giant prison, and the train departs, heading south, ever south.
Unable to resist, I opened my tightly shut eyes, determined not to look, and looked up once more towards the sky where Namdaemun stood, inwardly vowing to surely come back alive and see that gate again. In any case, I am leaving. Farewell, dear Chosŏn. May you grow large, healthy, and full of learning in the meantime, so that you may smile and accept the future gifts this small body will bring back.

Moonlight on the Pacific
After spending a few days in Tokyo and Osaka, on the morning of June 16th, I boarded the *T'aeyang Maru* departing from Yokohama and set off for Hawai'i. The ship was quite large.<6> At 22,000 tons, it could truly be called a great floating fortress, like a mountain on the sea. Hearing that third-class passengers had to board before 8 AM, first-class by 11 AM, and second-class passengers like us by 9 AM, my daughter and I bought a few necessities for the voyage at Yokohama's Kaigan-dori and hurriedly boarded the ship by the designated time. The large vessel was already filled with passengers.
At 11:30, a mail boat, loaded with mail bound for the other side of the Pacific, busily chugged "po-po-po" up to our ship and unloaded its cargo. Soon, the ship sounded its whistle and began to depart. Chŏngsuk and I went out onto the deck to bid farewell to the few people who had come from Tokyo. The vast pier was crowded with people seeing off passengers from our ship; there must have been nearly 3,000. Each person held one end of red, yellow, and blue paper streamers. As the ship departed, the streamers gradually unfurled, spreading out over the sea like five-colored rainbows floating gently. The people sending off shouted "Manse!" wishing health to those departing, and the people on the ship waved to those below, shouting "Farewell!" The sky over Yokohama seemed to tremble with the sound. An elderly Western woman, who had just been tearfully embracing someone on deck, now seemed resigned, watching the crowd of well-wishers swarming like flies on the pier, before turning her gaze to the seabirds passing over the waves. Come to think of it, the waters of Yokohama Bay must have deepened by several feet over the 60-odd years since the port opened, filled with the farewell tears of countless Eastern and Western people coming and going daily. Who knows how many inches the tears of Koreans added to this depth, as many of our brothers have gone to America or Europe?
From now on, it's purely life at sea. Once even Japan's Bōsō Peninsula disappeared beyond the horizon, there was nothing but blue ocean waves wherever I looked. They say one longs for the mountains when at sea, and longs for the sea when in the mountains. Having grown up gazing daily at beautiful mountains, I found the sea incredibly stifling. The sun had already set. It felt somehow sad that the sun set over the western sea instead of behind western mountains. Anyway, now I must battle these ocean waves for 3,310 *li*. Since this ship's speed is 15 nautical miles per hour, it can travel at most 360 *li* per day. Goodness, at this rate, it seems it will take thirteen or fourteen days to reach Hawai'i. How can I live for over ten days without seeing land?

English Study in the Cabin
While others seemed to spend their days at sea eating breakfast, exercising, listening to music, dancing, watching movies, eating again, and sleeping, I shut myself in my cabin day and night, sweating over language study. As for English, I learned about five volumes' worth during my youth at the Hansŏng Foreign Language School. Later, harboring thoughts of going to Britain, America, France, or Germany, I received private tutoring from a certain Englishman in Seoul for two years. Even when I went to Tokyo and attended Meiji University, besides law, I put considerable effort into languages, so back then I could read English newspapers without hesitation. However, having neglected it for so long, I'm now at a point where I can barely remember how to ask for food. How can I go to the West and act like one of those big-nosed, blue-eyed fellows like this? I decided to study diligently on my own until I land in San Francisco, America. Although I spent two months before departure focusing solely on English again in Seoul, I still lacked the courage to approach and speak to Britons or Americans due to shyness.
At night, when I went out on deck to rest my mind tired from language study, seeing the bright moon hanging over the masthead was truly wonderful. Chang Jo-ho (張若虛) recited long ago, "River and sky are one color without a speck of dust / Bright, bright moon, solitary moon wheel." Indeed, such a scene is not to be found in the moonlight over somewhere like China's Dongting Lake, but perhaps should be sung of amidst the moonscape over this vast Pacific Ocean, stretching endlessly under the ninety-thousand-*li* sky.
However, just as I was enjoying the beautiful moon viewing, suddenly dark clouds covered the ocean, and mountain-like waves ferociously struck the ship's side as if to swallow it. It was truly spectacular and harrowing, but more than that, it felt like my liver was shriveling up. No matter how ironclad the ship, can it hold its head up against the violence of nature? I saw impatient people thinking of shipwreck several times a day and praying to God. But honestly, I wished I could experience a shipwreck. If I faced such an absolute threat to life, my courage would surely be forged like iron and stone. In my imagination, even if the ship were wrecked, I alone would rip off a plank from the ship's hold, strap it to my waist, swim bravely, and likely be rescued by a rescue ship responding to a wireless distress signal received later. If so, this travelogue might become somewhat <7> more interesting, but alas, perhaps this too is just a romantic picture painted in the twilight of youth.

The Prosperous Life of Hawaiian Brothers

Fourteen days after leaving Japan, on the morning of June 29th, 1926, we arrived at the longed-for port of Honolulu in Hawai'i. Having received a wireless message, Mr. Ch'oe Ch'anghye, President of the local Korean National Association (民團總會長), Reverend Min Ch'anho of the Central Christian Church (基督敎中央敎會牧師), Mr. Hong Hansik, Mrs. Kim Lydia (金누듸아 여사) who had visited the homeland years ago, and many other compatriots came out to the pier to welcome my daughter and me warmly. Their manner was so sincere and fervent, it felt like they might grab our ears and kiss us one by one as they went around. I too felt as if I had returned to my homeland; I was so happy I wanted to jump for joy.
Here, I must briefly introduce the Hawaiian Islands, with which I have had a special connection since the days of the Development Company (開發會社).
Hawai'i refers to a place formed by eight small islands, like scattered beans, in the middle of the Pacific Ocean. Although its area is merely 6,000 square miles, a tiny spot like a large cat's forehead, it is famous not only for its undeniable military and political importance but also as a crucial hub for trade between Asia and Europe, and America and the East. Among the islands' population of 240,000, there are about 7,000 of our people, tens of thousands of Chinese, and about 100,000 Japanese. Besides these, various ethnic groups like British, Americans, Portuguese, Filipinos, Indians, and Hawaiians all gather and live here. Although sovereignty lies with the United States, our people possess land ownership and civil rights, enjoying not only affluent lives but also holding a superior social status compared to people of other nations. Furthermore, I was astonished by the completeness of education and social facilities. There were over 330 public and private schools of American standard, with over 1,820 teachers and 42,070 students. Additionally, there were 7 middle schools, 2 universities, and libraries, kindergartens, etc., scattered everywhere. Honolulu, the capital of Hawai'i, is a port city whose magnificence is astounding, with a population of over 70,000, about a quarter of Seoul's. Here, our people also sit side-by-side with white people, running large stores (商舖) and living in multi-story Western-style houses. (Abbreviated from original)
At the request of many people there, I visited the Korean Residents Association (僑民團), the Youth Association (靑年會), and churches, talking about the situation in the homeland and giving several speeches about our affairs.<8> During my stay of about ten days, I traveled not only around Honolulu but also to various places, probably giving speeches dozens of times. (Omitted from original)
I met a Korean female student who had graduated from an American university, but when she didn't know the language and we had to use an interpreter to barely manage a conversation, I somehow felt resentful and disappointed that she didn't know her own country's language. The wish for the growth of that church school has not left my mind even today, after leaving Hawai'i.

To America, To America
After savoring the taste of eating bananas baked with ice cream, and indulging for several days in delicious local fruits like papaya, mango, and pears that seemed to melt in the mouth, and melting in body and spirit from the warm hospitality of our Hawaiian brothers and sisters, who treated us with such kindness as if they would cut off their own flesh for us, and amidst the heart-wrenching pleas of schoolchildren born and raised there, begging me to take them to the homeland, we reluctantly boarded another ship on July 8th, leaving unforgettable Hawai'i behind, heading for America.
How could I forget the scene of farewell at the pier then, even if I were in my coffin? However, though I have mountains of things I want to say about Hawai'i, I cannot say anything, which I cannot help but lament here.
Moreover, it is better to avoid mentioning here how, when the little children stamped their feet and begged me to tell them more stories about Kŭmgangsan Mountain and Seoul, I felt some kind of inexplicable choked-up oppression.
The ship we took to San Francisco, America, was named after some president, a vessel of over thirty thousand tons. It was truly a grand sight how many young, beautiful white women were aboard; entering the dining hall, the deck gymnasium, or the ballroom, one might wonder if it was a men-prohibited zone, as it was filled with chattering women as lovely as flowers. Watching them sitting perched on deck chairs, revealing their smooth, shapely calves, smiling brightly and whispering amongst themselves, I felt my heart burn with the desire to be young just once more, like the English poet Browning cried out:
"Oh, to be young again
And tumble in the hay.
Earth being so good, would Heaven seem best?"
Or like Goethe's Faust, who regained his youth through Mephistopheles' power. It seems the natural duty of beautiful women is to pluck at men's hearts; I worked up quite a sweat amidst the Pacific ship.
However, by meeting those butterfly-like women, far from becoming younger, perhaps I only grew older? Ha ha.
After spending seven days in a tangle of dreams and reality, on July 14th, our ship arrived in San Francisco, the representative city of the Pacific coast. From this day, my footsteps tread upon the land of the United States of North America – the land of gold, the land where material civilization reigns supreme, the land at the peak of capitalism, the land of women, the land of pleasure, the land of automobiles. (To be continued = Responsibility for text lies with the reporter) <9>

**Summary**

This travelogue by Hŏ Hŏn recounts the beginning of his journey around the world in 1926 (published 1929), starting with his emotional departure from colonial Seoul. He describes the sea voyage across the Pacific, his feelings of confinement at sea contrasted with moments appreciating the ocean's beauty and power, and his diligent efforts to study English. The narrative highlights his arrival in Hawai'i, where he is warmly welcomed by the prosperous and well-organized Korean community. He observes their relatively high social standing, educational facilities, and strong community organizations but also notes a poignant encounter with a Korean-American youth lacking Korean language skills. Finally, he departs Hawai'i for San Francisco, reflecting on the allure and characteristics of America as he arrives.

From a historical perspective, the article offers valuable insights into the mindset of a prominent Korean intellectual and nationalist during the Japanese colonial period. Hŏ Hŏn's deep attachment to Korea, his observations on the Korean diaspora's success and assimilation challenges in Hawai'i, and his initial impressions of the United States as a land of overwhelming modernity, wealth, and perceived female freedom provide a window into contemporary Korean views of the world and their place within it. Historians might find the detailed description of the Hawaiian Korean community's life (social status, institutions, interaction with other groups) and the author's personal reflections on identity, language loss, and the contrasts between Korea, Japan, Hawai'i, and the mainland US particularly interesting.

**Named Entities**

許憲	허헌	Hŏ Hŏn
貞淑	정숙	Chŏngsuk
南大門	남대문	Namdaemun
南山	남산	Namsan
北白岳	북백악	Pukpaegak
京釜線	경부선	Kyŏngbu Line
崇禮門	숭례문	Sungnyemun
朝鮮	조선	Chosŏn
東京	동경	Tonggyŏng
大阪	오사카	Osaka
橫濱	횡빈	Hoengbin (Yokohama)
太洋丸	태양환	T'aeyang Maru (Ship Name)
布哇	포와	P'owa (Hawai'i)
太平洋	태평양	T'aep'yŏngyang (Pacific Ocean)
日本	일본	Ilbon (Japan)
房總半島	방총반도	Pangch'ong Pando (Bōsō Peninsula)
漢城外國語學校	한성외국어학교	Hansŏng Oegugŏ Hakkyo
英美法德	영미법덕	Yŏng-Mi-Pŏp-Tŏk (England, America, France, Germany)
明治大學	명치대학	Myŏngch'i Taehak (Meiji University)
桑港	상항	Sanghang (San Francisco)
中國	중국	Chunguk (China)
洞庭湖	동정호	Tongjŏngho (Dongting Lake)
崔昌惠	최창혜	Ch'oe Ch'anghye
民團總會長	민단총회장	Mindan Ch'onghoejang (President of the Korean National Association)
基督敎中央敎會	기독교중앙교회	Kidokkyo Chungang Kyohoe (Central Christian Church)
閔贊鎬	민찬호	Min Ch'anho
洪韓植	홍한식	Hong Hansik
金누듸아 女史	김누디아 여사	Kim Nŭduia Yŏsa (Mrs. Kim Lydia)
開發會社	개발회사	Kaebalhoesa (Development Company)
亞細亞	아세아	Asea (Asia)
歐羅巴	구라파	Kurap'a (Europe)
米洲	미주	Miju (America)
美國	미국	Miguk (United States)
萄葡牙	도포아	Top'oa (Portugal)
比律賓	비율빈	Piryulpin (Philippines)
印度	인도	Indo (India)
호놀루루	호놀루루	Honolulu
僑民團	교민단	Kyomindan (Korean Residents Association)
靑年會	청년회	Ch'ŏngnyŏnhoe (Youth Association)
金剛山	금강산	Kŭmgangsan (Diamond Mountain)
北米合衆國	북미합중국	Pungmi Hapchungguk (United States of North America)

**Glossary**

갓가워	가까워	Becoming close (older spelling)
몃칠	며칠	Several days (older spelling)
폭양볏	폭양볕	Scorching sunlight
어름수채	얼음수채	Iced water/drink (less common term)
나섯다	나섰다	Stepped out, set out (older spelling)
밟어	밟아	To step on (older spelling/dialectal form)
업고	없고	Without, not having (older spelling)
십만리	십만 리	100,000 *li* (figurative: a very long distance)
하물며	하물며	How much more so, let alone
가치	같이	Like, as (older spelling)
긔구한	기구한	Hard, unfortunate (of fate)
압헤	앞에	In front of (older spelling)
엇더타	어떻다	To be how (older spelling)
썰레기	설레기	To flutter, palpitate (of heart)
갈나저서	갈라져서	Parting from, separating (older spelling)
뛰어 들엇다	뛰어들었다	Jumped into (older spelling)
아모조록	아무쪼록	By all means, hopefully
자라든	자라던	Used to grow up (older spelling)
벗의	벗의	Friend's (older spelling)
손묵을	손목을	Wrist (older spelling)
붓잡어	붙잡아	To grasp, hold onto (older spelling)
십흔	싶은	Wanting to (older spelling)
도로혀	도리어	Rather, on the contrary (older spelling)
견듸기	견디기	To endure
끗끗내	끝끝내	Finally, in the end (older spelling)
웃득소는	우뚝 솟은	Soaring high
감악든	감았던	Had closed (eyes) (older spelling)
처다보면서	쳐다보면서	Looking up at
긔어히	기어이	By all means, surely
잇슬지어다	있을지어다	May you be well (archaic/formal imperative)
만허서	많아서	Being many/much (older spelling)
바더주소서	받아주소서	Please accept (deferential request)
싯고	싣고	Loading, boarding (older spelling)
올너야	올라야	Must go up, must board (older spelling)
뎜전에	점 전에	Before the hour mark (o'clock)
오르니	오르니	Boarded and then...
찻섯다	찼었다	Was full (older spelling)
울니면서	울리면서	While sounding (whistle)
작별하려고	작별하려고	Intending to bid farewell
갑판	갑판	Deck (of a ship)
그너른	그 넓은	That wide/vast (older spelling)
모다	모두	All, entirely (older spelling)
조히	종이	Paper (older spelling)
갈나	갈라	Divided, split (older spelling)
쥐고	쥐고	Holding
폴니어	풀리어	Becoming unfurled, loosened (older spelling)
펴저질	펴질	To spread out (older spelling)
배우의	배 위의	On the ship (older spelling)
배아래	배 아래	Below the ship
웨치는	외치는	Shouting
한울은	하늘은	The sky (older spelling)
흔들닐	흔들릴	To shake, tremble (older spelling)
애처러워하든	애처로워하던	Who were sorrowful/pitying (older spelling)
드시	듯이	As if, like
아물거리는	아물거리는	Swarming, teeming
깁허젓스리라	깊어졌으리라	Must have deepened (older spelling)
아지못게라	알지 못하겠구나	Cannot know (older form/expression)
만흐니	많으니	As there are many (older spelling)
갑갑한지	갑갑한지	How stifling/frustrating it is
저버렷다	져버렸다	Set (sun), lost (older spelling)
엇전지	어쩐지	Somehow, for some reason (older spelling)
밧게	밖에	Outside of, only (older spelling)
듯고	듣고	Listening (older spelling)
딴쓰	댄스	Dance (loanword, older transcription)
다더걸고	닫아걸고	Closing and locking
낫슌날	나중에	Later (dialectal/older expression?)
배웟고	배웠고	Learned (older spelling)
밋헤서	밑에서	Under, from (a person) (older spelling)
밧엇스며	받았으며	Received (older spelling)
업시	없이	Without (older spelling)
보아왓섯지만은	보아 왔었지만은	Although I had been reading (older spelling)
노흔지	놓은지	Since stopping/neglecting (older spelling)
이러코야	이러고서야	In this state, being like this
코큰 碧眼奴	코 큰 벽안노	Big-nosed blue-eyed fellow (derogatory term possible but context suggests descriptive)
쉬이려고	쉬려고	Intending to rest (older spelling)
걸닌	걸린	Hanging (older spelling)
읇헛다더니	읊었다더니	It is said that (he) recited (older spelling)
끗업시	끝없이	Endlessly (older spelling)
덥흐면서	덮으면서	While covering (older spelling)
따릴	때릴	To hit, strike (older spelling)
말나드는	말라드는	Drying up, shriveling (older spelling)
들니랴	들리랴	Will it be lifted? Can it lift? (rhetorical, older form)
긔도드리는	기도드리는	Praying (older spelling)
조켓다	좋겠다	It would be good (older spelling)
그려케	그렇게	Like that, so (older spelling)
밧어	받아	Receiving (older spelling)
다저지리라	다져지리라	Will be hardened/strengthened (older spelling)
널문	널문	Plank door (?) (Possibly 널빤지 - plank)
뜨더	뜯어	Tearing off (older spelling)
헤염을 처서	헤엄을 쳐서	Swimming (older spelling)
밧고	받고	Receiving (older spelling)
구조선	구조선	Rescue ship
救命	구명	Life saving
될상십흐다	될성싶다	Seems likely to become (older spelling)
잇서지련만은	있어지련만은	Though it would become interesting (older spelling)
앗불사	앗불싸	Alas! Oh dear! (interjection)
그립든	그립던	Missed, longed-for (older spelling)
밧어보고	받아보고	Receiving (a message) (older spelling)
마저	맞아	To greet, welcome (older spelling)
맛잡고	맞잡고	Holding each other's (hands/ears)
도라가며	돌아가며	Taking turns (older spelling)
깁분지	기쁜지	How happy (I was) (older spelling)
십헛다	싶었다	Wanted to (older spelling)
이래	이래	Since
平方哩	평방리	Square mile
고양이 이마빡	고양이 이마빡	Cat's forehead (idiom: very small area)
무를 것도 업고	물을 것도 없고	Needless to ask, undoubtedly (older spelling `업고`)
구라파	구라파	Europe (older loanword transcription)
다니는	다니는	Traveling between
잇고	있고	There are (older spelling)
잇다	있다	There are (older spelling)
영미인	영미인	British and American people
萄葡牙	도포아	Portugal (older Hanja transcription)
比律賓	비율빈	Philippines (older Hanja transcription)
잇기는	있기는	Although there is/are (older spelling)
잇서서	있어서	Having, possessing (older spelling)
豊裕할	풍유할	To be affluent, wealthy (Hanja word)
잇섯다	있었다	Had, possessed (older spelling)
놀랏스니	놀랐으니	Was surprised, astonished (older spelling)
處處에	처처에	Everywhere (Hanja word)
안저	앉아	Sitting (older spelling)
商舖	상포	Store, shop (Hanja word)
버리고	벌이고	Running (a business) (contextual meaning, older spelling?)
이약이하며	이야기하며	Talking about (older spelling)
묵는	묵는	Staying, lodging
되엇슬	되었을	Must have been (older spelling)
맛낫스나	만났으나	Although I met (older spelling)
몰라주는	몰라주는	Not knowing/recognizing (for someone)
야속하기도	야속하기도	Feeling resentful/disappointed
니처지지	잊혀지지	Not be forgotten (older spelling)
빠나나	바나나	Banana (loanword, older transcription)
복구어서	볶아서/구워서	Fried/Baked (unclear which is meant, likely baked in context)
빠빠이아	파파야	Papaya (loanword, older transcription)
망고-	망고	Mango (loanword)
뻬아-	페어	Pear (loanword, older transcription)
食味	식미	Taste of food, appetite (Hanja word)
버여줄	베어줄	Would cut off (flesh)
졸느는	조르는	Pestering, begging (older spelling)
닛처지지	잊혀지지	Not be forgotten (older spelling)
니처지랴	잊혀지랴	Will it be forgotten? (rhetorical, older form)
만흐면서도	많으면서도	Although there are many (older spelling)
동동구르며	동동구르며	Stamping one's feet
날러더	나더러	To me (older form)
졸늘	조를	To pester, beg (older spelling)
밧게	받게	To receive (older spelling)
따온	따온	Named after, taken from
만히	많이	Many, much (older spelling)
탓는지	탔는지	Whether they boarded
드러가보면	들어가보면	If one enters
꼿가치	꽃같이	Like flowers (older spelling)
어엽분	어여쁜	Pretty, lovely (older form)
녀자들	여자들	Women
재깔거리고	재깔거리고	Chattering, twittering
잇는	있는	Being (older spelling)
등의자	등의자	Deck chair (lit. back chair)
안저	앉아	Sitting (older spelling)
종강이	종아리	Calf (leg)
우서 가며	웃어가며	While smiling (older spelling)
저이끼리	저희끼리	Among themselves
속살거리는	속살거리는	Whispering
부르짓든	부르짖던	Used to cry out (older spelling)
줄기드시	즐기듯이	As if enjoying (older spelling)
십흔	싶은	Wanting (older spelling)
뜻은	뜯는	Plucking, tearing at
맛남으로	만남으로	By meeting (older spelling)
늙어지지나 안는가	늙어지지나 않는가	Am I not perhaps growing older? (older spelling `안는가`)
허크러진	흐트러진	Disordered, tangled (older spelling)
되니	되니	Became (older spelling)


---------------------------


잡지명	삼천리 제1호
발행일	1929년 06월 12일
기사제목	世界一週紀行(第一信), 太平洋의 怒濤 차고 黃金의 나라 美國으로! 布哇에 잠감 들러 兄弟부터 보고
필자	許憲
기사형태	기행문

世界一週紀行
						許憲
조선아 잘 잇거라
아세아 대륙에 삼복이 갓가워 오는 까닭인지 오늘밤은 몹시도 덥다. 아직 5월 31일이니 춘복을 입어도 견딜 뜻 하건만은 웬걸 금년 철은 이상하여 벌서 몃칠 전부터 짱짱 내리쪼이는 폭양볏에 어름수채가 그립고 맥고모자에 산듯한 베옷이 간절히 생각난다. 더구나 내가 바야으로 향하려 하는 곳이 태양이 직사하는 저 남쪽나라이거니 함애 저절로 머리속조차 뜨거워저서 서울을 떠나는 오늘밤에는 흰 夏服조차  떨처입고 나섯다.
