잡지명	삼천리 제1호
발행일	1929년 06월 12일
기사제목	過去事硏究-新羅의 燦然한 文明과 新羅民衆의 榮華, 그 서울 慶州는 엇더하엿나(1) (Research into Past Affairs - Silla's Radiant Civilization and the Glory of the Silla Populace, How Was Its Capital Kyŏngju? (1))
필자	黃義敦
기사형태	논설 (Editorial/Argumentative Essay)

Research into Past Affairs - Silla's Radiant Civilization and the Glory of the Silla Populace, How Was Its Capital Kyŏngju?
						Hwang Ŭi-don

Kyŏngju Civilization's Golden Age
When was the golden age of Kyŏngju's civilization—in other words, the most mature period of Silla's civilization? Or, what was it like? I intend now to write about it simply in a popular style.

The civilization of any era or any country cannot be built without the great effort of its people—that is to say, without sacrificing their life-risking labor power and highest mental power. This was true for the civilization of China, the civilization of India, and also for the civilizations of Greece (「끼리시아」) or Rome (「로-마」).

Silla's civilization was also achieved through great national effort under this principle. During the Three Kingdoms period, the people of Silla, having the smallest territory and weakest national power, could not secure their survival without exerting desperate efforts. Therefore, the people of Silla, regardless of rank from ruler to subject, exerted desperate efforts in political and military spheres to resist the two great nations of Koguryŏ and Paekche, while simultaneously, in diplomatic and cultural spheres, they ceaselessly strove in dealing with the T'ang people, who were at that time East Asia's sole great power and civilized nation.

As a result, by utilizing the military power of the T'ang people, they unified Paekche and conquered Koguryŏ, and at the same time, after fighting again for seven or eight years against the T'ang people who intended to exclusively occupy (專占) its territory, they finally drove them out and came to completely occupy the peninsula south of P'yŏngyang. This was the 16th year of Silla's 30th ruler, King Munmu (676 AD, Byŏngja year). For the Silla people, who had risen from the small territory (少版圖) around Kyŏngju, this brought the satisfaction of hope and a saturation of emotion (感情의 飽和), and laying down the sword hilt, they turned the national spirit toward cultural facilities.

Thus, they mobilized the entire nation's desperate efforts, which had been applied to the military sphere during the Three Kingdoms period, and first concentrated them on the economic sphere. Their wealth, expanded by the gold plundered from the conquest of the Koryŏ [Koguryŏ] and Paekche nations, advanced another step as they actively worked to exclusively dominate (專占) the trade rights of the Yellow Sea, simultaneously coming to firmly control the economic power of the three East Asian countries.

The Silla people, having seized economic superiority, the driving force for cultural construction, achieved great strides (長足) in the cultural sphere with the momentum of a swiftly flowing river (一瀉千里). For about one hundred years thereafter, they formed a period of cultural flourishing, and simultaneously, reaching the time of the 35th ruler, King Kyŏngdŏk, they reached the very pinnacle, achieving a brilliantly radiant (萬丈의 光輝赫赫한) golden age.

Kyŏngju Civilization as Seen Through Artifacts
Through accidental opportunities, I have been to see the historic sites of Kyŏngju more than ten times. Each time I went, this sentiment invariably arose in my heart.

"Seeing the real thing once is more necessary than reading a thousand pages (「페지」) of history."

So it was.
Indeed, the scattered iron lumps and stone masses throughout the Kyŏngju area are the sole pieces of evidence and boasts that we too are not a people who have lived a dark life like the present in the past, but have lived a civilized life that would not be shameful compared to any people in the world. Consequently, seeing them stirs self-respect (自尊心) and self-pride (自奮心) in our hearts. I intend now to briefly explain them chronologically.

First, among the relics remaining today from before King Munmu, i.e., before the unification of the Three Kingdoms, are the Ch'ŏmsŏngdae, said to have been built in the 16th year of Queen Sŏndŏk by the famous architect Sŏk O-wŏn (昔五源氏)—East Asia's sole, oldest astronomical observatory—and the Three-Story Pagoda at Punhwangsa Temple (芬皇寺 三層臺), built around the same time. Compared to the artifacts of the flourishing period after unification, these may possess a somewhat simple, primitive style, but their majestic and sublime presence can be seen as artifacts perfectly representing the heaven-piercing (衝天) spirit (意氣) of the Silla people. Simultaneously, the gold crowns and their accessories excavated from ancient tombs (古墳) in recent years are unique materials that force one to be surprised at how advanced Silla's art was even before unification.

However, Silla's art truly achieved its highest perfection after unification. Firstly, the Stone Turtle (石龜) placed before the <18> Tomb of King T'aejong Muyŏl on Sŏak Mountain in Kyŏngju; even today, having endured over 1,200 years of wind, rain, frost, and snow (風雨霜雪), its life seems to pulse (躍動), boasting the vigor (氣勢) of its time. The Anapchi Pond (鴈鴨池), said to have been constructed (鑿成) in the 2nd month of King Munmu's 40th year [ reign year or age? likely age/reign year ambiguity, but context suggests reign] was a place where, having newly accomplished the great deed of Three Kingdoms unification, they gathered rare birds and beasts (眞禽奇獸) and exotic flowers and grasses (奇花異草) to enjoy a life of refined elegance and luxury (風流豪華). The application of optical principles (光學的 原理) for area expansion (面積擴大) in its pond shape (池形), the use of water-polished stones (水光石)—similar to those recently rediscovered in the West—for its stone materials (石材), and its construction modeling Lake Tongjŏng (洞庭湖) and the Twelve Peaks of Mount Wu (巫山十二峰) are things that leave world-renowned garden experts breathless with admiration (驚嘆). Though only a desolate (荒廢) fragment of the site (遺址) remains, it is a unique piece of evidence worthy of boasting how civilized and scientific (科學的) our ancestors' (先代的) lives were. Following this, the Twelve Zodiac Direction Stones (十二方位石) at the Tomb of Kim Yu-sin (金庾臣墓), built during King Munmu's time, and the stone figures (石物) of King Munmu's Tomb, created during King Sinmun's time, are representative masterpieces (傑作品) of that era. The Civil and Military Stone Figures (文武石人) before King Munmu's Tomb are vibrant (生動的) artworks where life still seems to play, and simultaneously, they are unique specimens (標本品) symbolizing how cheerful (快活) and boldly (突几 - likely 突起, protruding/bold) striving (奮鬪的) the people of that time were.

However, the truly mature period (圓熟時代) of Silla culture was about fifty or sixty years after that—during the era of the 35th ruler, King Kyŏngdŏk. Even looking at the artifacts remaining (殘在) today, the Four-Sided Stone Buddha (四面石佛) at the Kulsŏlsa Temple site (掘佛寺遺墟), the Bhaisajyaguru Tathagata statue (藥師如來像) at Paengnyulsa Temple (栢栗寺), Pulguksa Temple's (佛國寺) Tabot'ap Pagoda (多寶塔), Sŏkkat'ap Pagoda (釋迦塔), Paegun Bridge (白雲橋), Ch'ŏngun Bridge (靑雲橋), the Amitabha Buddha and Vairocana Buddha (阿彌陀佛此廬舍羅佛 - likely Amitabha and Vairocana Buddha), Sŏkkuram Grotto (石窟庵), the wall Buddhas (壁佛 - possibly referring to the reliefs inside Sŏkkuram), and the Pongdŏksa Temple Bell (奉德寺 佛鐘) are almost all absolute artworks created (創作) in that period. Moreover, among them, Sŏkkuram, like Pulguksa, originated from the vow (發願) of the famous artist Kim Tae-sŏng (金大城氏). Begun (始役) in the 10th year of King Kyŏngdŏk and successfully completed over a long period (長歲月間) of 23 years—sacrificing absolute energy (精力)—it is a unique artistic sculpture in the world, most fully displaying (遺感업시 發揮) the spirit of the culture of that time, while simultaneously astonishing the eyes and ears (耳目) of 20th-century civilized people. The statue of Avalokiteśvara Bodhisattva (觀世音菩薩像) carved in relief (肉刻) in the center of its surrounding wall (圍壁), its beautiful face (美貌) worthy of comparison (빗을 일을 만한) to the beauties Yang Kwi-bi (楊貴妃) and Cleopatra (「크레오빠도라」), its gold, silver, and jade (金銀珠玉) ornaments (裝飾品) that astonish the viewer's eyes and ears, the flower vase (花甁) on its left arm (左臂上) that blooms unchangingly through a thousand years of wind and rain (風風雨雨) – these are representative manifestations (現品) of our people's character (民族性) which loves peace, love, and beauty, and are beautiful treasures intended to make the mountains and rivers of the peninsula (半島) shine eternally (永遠).
Ah! Reaching this point, it can truly be said that Silla civilization reached a brilliantly radiant zenith.
(Next issue: The Civilization of Kyŏngju) <19>

**Summary**

This article by Hwang Ŭi-don celebrates the "golden age" of Silla civilization, particularly during and after the unification period culminating in the reign of King Kyŏngdŏk. The author argues that Silla's success stemmed from the desperate efforts and sacrifices of its people, who overcame initial weakness to unify the peninsula and then channeled their energy into economic and cultural development, achieving a level of civilization comparable to any in the world. Hwang emphasizes the physical evidence found in Kyŏngju's historical sites—Ch'ŏmsŏngdae, Punhwangsa, royal tombs, Anapchi Pond, Pulguksa, and especially Sŏkkuram Grotto—as tangible proof of Silla's past glory and the advanced artistic and scientific achievements of the Korean people. For historians of the colonial period, this article is interesting as it reflects a strong nationalist sentiment, using the narrative of Silla's past greatness to instill pride (자존심, 자분심) and counter the narrative of Korean stagnation or inferiority prevalent under Japanese rule. The explicit comparison to world civilizations and the detailed praise of specific artifacts serve to assert Korean cultural identity and historical achievement during a time of suppressed sovereignty.

**Named Entities**

新羅	신라	Silla
慶州	경주	Kyŏngju
黃義敦	황의돈	Hwang Ŭi-don
支那	지나	China
印度	인도	India
끼리시아	끼리시아	Greece (phonetic transliteration)
로-마	로마	Rome (phonetic transliteration)
高句麗	고구려	Koguryŏ
百濟	백제	Paekche
唐	당	T'ang
文武王	문무왕	Munmu Wang
平壤	평양	P'yŏngyang
景德王	경덕왕	Kyŏngdŏk Wang
善德女王	선덕여왕	Sŏndŏk Yŏwang
昔五源氏	석오원씨	Sŏk O-wŏn-ssi (Mr. Sŏk O-wŏn)
瞻星臺	첨성대	Ch'ŏmsŏngdae
芬皇寺	분황사	Punhwangsa
西岳	서악	Sŏak (West Mountain, area in Kyŏngju)
太宗武烈王	태종무열왕	T'aejong Muyŏl Wang
雁鴨池	안압지	Anapchi
洞庭湖	동정호	Tongjŏngho (Lake Dongting)
巫山	무산	Musan (Mount Wu)
金庾臣	김유신	Kim Yu-sin
神文王	신문왕	Sinmun Wang
掘佛寺	굴불사	Kulsŏlsa
栢栗寺	백률사	Paengnyulsa
佛國寺	불국사	Pulguksa
多寶塔	다보탑	Tabot'ap
釋迦塔	석가탑	Sŏkkat'ap
白雲橋	백운교	Paegun-gyo (White Cloud Bridge)
靑雲橋	청운교	Ch'ŏngun-gyo (Blue Cloud Bridge)
石窟庵	석굴암	Sŏkkuram
奉德寺	봉덕사	Pongdŏksa
金大城氏	김대성씨	Kim Tae-sŏng-ssi (Mr. Kim Tae-sŏng)
楊貴妃	양귀비	Yang Kwi-bi (Yang Guifei)
크레오빠도라	클레오파트라	Cleopatra (phonetic transliteration)

**Glossary**

엇더하엿나	어떠하였나	How was it? (Older spelling)
찬란한	찬란한	Radiant, brilliant
원숙	원숙	Maturity, ripeness
붓허	부터	From (Older spelling/pronunciation)
필사(必死)	필사	Desperate, life-risking
군신상하(君臣上下)	군신상하	Ruler and subjects, high and low officials
전점(專占)	전점	Exclusive possession, monopoly
맛침내	마침내	Finally, eventually (Older spelling)
늣긴	느낀	Felt (Older spelling/pronunciation)
도리켯섯다	돌렸었다	Had turned towards (Older spelling/conjugation)
그덜	그들	They/them (Older form)
엇어서	얻어서	Having obtained/gained (Older spelling/conjugation)
일으러서	이르러서	Having reached/arrived at (Older spelling/conjugation)
일우엇섯다	이루었었다	Had achieved/formed (Older spelling/conjugation)
만장(萬丈)	만장	Ten thousand fathoms (Fig. immense height or depth)
광휘혁혁(光輝赫赫)	광휘혁혁	Brilliantly radiant, glorious
유물(遺物)	유물	Relic, artifact
헛허	흩어져	Scattered (Older spelling/pronunciation)
북그럽지	부끄럽지	Not shameful (Older spelling/pronunciation)
자존심(自尊心)	자존심	Self-respect, pride
자분심(自奮心)	자분심	Self-pride, sense of striving/奮起する心
즉금(卽今)	즉금	Now, at present (Archaic)
업지 아니하나	없지 아니하나	While it is not absent (Older negative form)
장엄(莊嚴)	장엄	Majestic, solemn, grand
숭고(崇高)	숭고	Sublime, lofty
충천(衝天)	충천	Piercing the heavens, soaring
의기(意氣)	의기	Spirit, mettle, vigor
고분(古墳)	고분	Ancient tomb
놀내지 아니할 수 업는	놀라지 아니할 수 없는	Cannot help but be surprised (Older spelling/grammar)
첫재	첫째	First(ly) (Older spelling)
석구(石龜)	석구	Stone turtle
풍우상설(風雨霜雪)	풍우상설	Wind, rain, frost, and snow (i.e., the elements, passage of time)
격거온	겪어온	Having experienced/endured (Older spelling/pronunciation)
약동(躍動)	약동	Pulsating with life, vibrant movement
착성(鑿成)	착성	To build by carving/digging (esp. ponds, structures)
풍류호화(風流豪華)	풍류호화	Elegant refinement and luxury
지형(池形)	지형	Shape of a pond
광학적(光學的)	광학적	Optical
수광석(水光石)	수광석	Water-polished stone (likely referring to smooth stones used in construction)
경탄(驚嘆)	경탄	Astonishment, admiration
황폐(荒廢)	황폐	Desolate, ruined
유지(遺址)	유지	Ruins, remains of a site
선대(先代)	선대	Previous generation, ancestors
석물(石物)	석물	Stone objects, stone figures
걸작품(傑作品)	걸작품	Masterpiece
생동적(生動的)	생동적	Lively, vibrant, animated
기상(氣象)	기상	Spirit, disposition, mettle
쾌활(快活)	쾌활	Cheerful, lively
돌궤(突几)	돌기(?)	Protruding, bold (Perhaps typo for 突起?)
분투적(奮鬪的)	분투적	Striving, struggling, fighting
원숙시대(圓熟時代)	원숙시대	Mature period, period of full development
잔재(殘在)	잔재	Remaining, extant
유허(遺墟)	유허	Site, ruins (of a former building/place)
발원(發願)	발원	Making a vow (esp. Buddhist context)
시역(始役)	시역	Start of construction work
장세월(長歲月)	장세월	Long months and years, long period of time
정력(精力)	정력	Energy, vigor, effort
유감업시(遺憾없이)	유감없이	Without regret, fully, thoroughly
발휘(發揮)	발휘	Display, demonstration, exhibition (of talent, power)
이목(耳目)	이목	Eyes and ears (attention)
위벽(圍壁)	위벽	Surrounding wall
육각(肉刻)	육각	Relief carving (lit. flesh carving)
빗을 일 만한	견줄 만한	Worthy of comparison, comparable to (Older expression)
미모(美貌)	미모	Beautiful face/appearance
좌비상(左臂上)	좌비상	On the left arm
화병(花甁)	화병	Flower vase
민족성(民族性)	민족성	National character, ethnic identity
현품(現品)	현품	Actual article, manifestation
반도(半島)	반도	Peninsula
영원(永遠)	영원	Eternity
빗잇게	빛나게	To make shine, brighten (Older spelling/pronunciation)


---------------------------


잡지명	삼천리 제1호
발행일	1929년 06월 12일
기사제목	過去事硏究-新羅의 燦然한 文明과 新羅民衆의 榮華, 그 서울 慶州는 엇더하엿나(1)
필자	黃義敦
기사형태	논설

過去事硏究-新羅의 燦然한 文明과 新羅民衆의 榮華, 그 서울 慶州는 엇더하엿나
						黃義敦
慶州文明의 黃金時代
경주문명의 황금시대 다시 말하면 신라문명의 가장 원숙 시기가 어느 때인가? 또는 엇더하얏섯는가? 지금 그를 통속적으로 간단이 써보랴 하는 바이다.
언의 시대 언의 나라의 문명도 그를 건설함에는 반듯이 그 국민의 위대한 노력 다시 말하면 필사의 노동력과 최고의 정신력을 희생치 안코는 일으지 못하는 것이다. 支那의 문명이 그러하고 인도의 문명이 그러하고 「끼리시아」의 문명 또는 「로-마」의 문명도 그러햇섯다.
신라의 문명도 또한 이러한 원칙 하에서 위대한 국민적 노력으로붓허 이룬 것이다. 삼국병립시대에 잇서서 가장 국토가 적고 국력이 미약한 신라의 국민으로서는 필사의 노력을 다하지 아니하야서는 생존을 엇지 못하게 되엿섯다. 그러함으로 신라의 국민은 군신상하를 물론하고 정치적 군사적 방면으로 필사의 노력을 다하야 고구려, 백제의 2大國을 저항하는 동시에 외교적 문화적 방면으로도 당시에 동양 유일의 강대국이오 문명국인 唐人을 상대하야 노력하기를 쉬지 아니하야 왓섯다.
그의 결과로 唐人의 군력을 이용하야 백제를 통일하고 고구려을 정복하는 동시에 그의 영토를 專占하랴는 唐人과 다시 싸우기 7, 8년에 맛침내 그를 쫏차 내고 평양이남의 반도를 완전이 점령하게 되얏섯다. 때는 신라 제30세 문무왕 16년(서기 676년 丙子)으로서 경주일원의 少版圖로붓허 일어난 신라국민으로서는 그에서 희망의 만족과 감정의 포화를 늣긴 동시에 칼자루를 노코 문화적 시설의 방면으로 국민의 정신을 도리켯섯다.
그레서 삼국병립시대에 군사적 방면에 대하야 써오던 전국민의 필사적 노력을 총동원하야 먼저 경제적 방면에 집중하얏섯다. 麗濟 양국의 정복으로붓허 약탈한 황금의 부력이 팽창된 그덜은 다시 일보를 전진하야 황해의 무역권을 專占하기에 활약한 동시에 동양삼국의 경제적 세력을 확실이 지배케 되얏섯다.
문화적 건설의 원동력인 경제적 우월권을 점령한 신라국민은 일사천리의 기세로 문화적 방면에 장족의 진보를 엇어서 이로붓허 약 백년 간은 문화의 전성시기를 이룬 동시에 제35세  경덕왕時에 일으러서는 가장 절정에 도달하야 萬丈의 光輝赫赫한 황금시대를 일우엇섯다.

유물상으로 본 경주문명
나는 우연한 기회로부터 경주의 고적을 가보기 10여회엇섯다. 만은 가볼ㅅ 제마다 이러한 감상이 가슴에 떠올으기를 마지안햇다.
