Rank	Word	Frequency
1	하야	421
2	말	305
3	사람	230
4	나	208
5	당신	144
6	우리	129
7	가티	123
8	그것	112
9	朝鮮	109
10	섯다	100
11	생각	99
12	가지	92
13	소리	89
14	다시	89
15	무엇	86
16	학생	85
17	모든	83
18	어머니	81
19	事實	78
20	안이	76
21	運動	71
22	포울	68
23	선생	64
24	日本	60
25	文學	59
26	社會	58
27	組織	57
28	너	57
29	서서	56
30	기사	55
31	로써	55
32	以上	55
33	하엿다	54
34	다만	52
35	學校	52
36	무슨	51
37	수가	51
38	낫다	50
39	하나	50
40	누구	50
41	必要	49
42	이오	48
43	더욱	46
44	그러케	46
45	되엿다	45
46	이나	43
47	다른	43
48	여러	43
49	눈	43
50	自由	41
51	이요	41
52	불	40
53	모양	40
54	가장	40
55	까닭	39
56	리하	39
57	中産階級	39
58	하얏다	38
59	여긔	38
60	또한	38
61	學生	37
62	일이	37
63	資本主義	37
64	듯이	37
65	革命	36
66	中國	36
67	매우	35
68	階級	35
69	동안	35
70	努力	35
71	아모	34
72	社會運動	34
73	보고	33
74	그때	32
75	資本	31
76	同日	30
77	엇더케	30
78	따라서	30
79	군중	30
80	自己	29
81	이제	29
82	意識	29
83	때문	29
84	필승	29
85	帝國主義	29
86	개벽	28
87	階級的	28
88	이란	28
89	잇슬	28
90	대답	28
91	자긔	28
92	머리	27
93	思想	27
94	同時	27
95	집	27
96	所謂	27
97	잡지	26
98	제호	26
99	발행	26
100	제목	26
101	형태	26
102	얼마나	26
103	손	26
104	露西亞	26
105	朝鮮人	26
106	結果	26
107	勿論	26
108	現在	26
109	資本主義的	26
110	目的	25
111	서로	25
112	全世界	25
113	筆者	25
114	잇스	24
115	만일	24
116	남편	24
117	弱小民族	24
118	賣買	24
119	商店	23
120	칸트	23
121	얼골	23
122	問題	22
123	마음	22
124	超越	22
125	商品	22
126	필자	21
127	안코	21
128	勞働者	21
129	오늘날	21
130	世上	21
131	바이	21
132	經濟的	21
133	發達	21
134	하든	21
135	實現	21
136	後進社會	21
137	신문	21
138	선생님	21
139	업슬	21
140	諸君	21
141	보아	20
142	간다	20
143	經驗	20
144	가슴	20
145	마치	20
146	참으로	19
147	國家	19
148	이번	19
149	더욱이	19
150	지금	19
151	現象	19
152	利害	19
153	입	19
154	학교	19
155	친구	19
156	意味	19
157	東中鐵道	19
158	執行委員	19
159	사이	18
160	눈물	18
161	主張	18
162	얼마	18
163	하얏	18
164	사랑	18
165	自由主義	18
166	사실	18
167	戰爭	17
168	綱領	17
169	昨年	17
170	時代	17
171	되얏다	17
172	발	17
173	人間	17
174	政治的	17
175	沒落	17
176	조선	17
177	勢力	17
178	처음	16
179	거리	16
180	로부터	16
181	언제	16
182	態度	16
183	一切	16
184	잇슴	16
185	그네	16
186	不過	16
187	로서	16
188	世界	16
189	形式	16
190	기도	16
191	녀자	16
192	生活	16
193	바다	15
194	事業	15
195	세상	15
