Rank	Word	Frequency
1	하야	376
2	말	304
3	사람	269
4	나	206
5	우리	172
6	그것	137
7	생각	130
8	가지	107
9	가티	107
10	생활	89
11	안이	80
12	소리	80
13	다시	74
14	기사	68
15	섯다	67
16	학생	66
17	빠스	65
18	朝鮮	64
19	부리	61
20	서서	61
21	지금	58
22	무엇	57
23	모든	55
24	헤레나	53
25	눈	52
26	다만	52
27	대한	52
28	또한	50
29	무슨	48
30	博士	47
31	이오	46
32	하나	45
33	레미엘	45
34	정호	44
35	사회	43
36	손	42
37	하얏다	42
38	모양	42
39	잡지	41
40	거리	40
41	人力車	40
42	京城	38
43	人造人	38
44	세상	37
45	학교	36
46	집	36
47	자기	36
48	싸움	36
49	제호	35
50	日本	35
51	안코	35
52	사실	35
53	마음	35
54	수가	35
55	교육	35
56	발행	34
57	보고	34
58	현실	34
59	개벽	33
60	제목	33
61	형태	33
62	자네	33
63	여긔	32
64	생명	32
65	아찡	32
66	낫다	31
67	까닭	31
68	이나	30
69	아모	30
70	忠州	30
71	누구	29
72	경향	29
73	다른	28
74	사랑	28
75	잇슬	28
76	人造勞働者	28
77	졸업식	28
78	알끼스트	27
79	한번	26
80	선생님	26
81	엇더케	26
82	운동	26
83	이란	25
84	諸君	25
85	이상	25
86	第條	25
87	淸州	25
88	가장	24
89	세계	24
90	머리	24
91	역시	24
92	동안	24
93	그러케	24
94	때문	24
95	나라	24
96	하니	24
97	소위	24
98	하엿다	23
99	일이	23
100	필요	23
101	노력	22
102	너	22
103	主義	22
104	졸업생	22
105	鎭川	22
106	업슬	21
107	교장	21
108	보아	21
109	필자	20
110	의미	20
111	꿈	20
112	물	20
113	인간	20
114	리하	20
115	민중	20
116	싀골	20
117	中學生	20
118	거의	19
119	하얏스	19
120	오늘	19
121	누가	19
122	작품	19
123	한참	18
124	中國	18
125	시간	18
126	부터	18
127	되엿다	18
128	그냥	18
129	면서	18
130	대하	18
131	작자	18
132	觀察	18
133	신사	18
134	사상	18
135	되얏다	17
136	로써	17
137	얼마나	17
138	이하	17
139	가슴	17
140	동시	17
141	인류	17
142	하랴	17
143	만일	17
144	시작	17
145	노동자	17
146	입	17
147	여러	17
148	시대	17
149	今日	17
150	의사	17
151	거름	16
152	따라서	16
153	上海	16
154	어데	16
155	선생	16
156	바이	16
157	문제	16
158	얼골	16
159	만타	16
160	靑年運動	16
161	忠北	16
162	여러분	15
163	책임	15
164	처음	15
165	다가	15
166	부인	15
167	얼마	15
168	모도	15
169	서로	15
170	현대	15
171	대로	15
172	태도	15
173	정신	15
174	자리	15
175	개성	15
176	소설	15
177	主義者	15
178	陰城	15
179	시인	15
180	조직	14
181	목적	14
182	타고	14
183	방안	14
184	生活	14
185	발표	14
186	바람	14
187	대답	14
188	가마	14
189	잇스	14
190	文壇	14
191	어둠	14
192	환상	14
193	텬당	14
194	눈물	14
195	잇슴	14
196	농민	14
197	더욱	13
198	자신	13
199	과연	13
200	간다	13
201	이번	13
202	당신	13
203	기도	13
204	압헤	13
205	우스	13
206	다리	13
207	生命	13
208	비평	13
209	이면	13
210	기타	13
211	양복	13
212	발달	13
213	침묵	13
214	금고	13
215	서울	13
216	기계	13
217	卒業式	12
218	靑年	12
219	勞農	12
220	업스	12
221	바로	12
222	先生	12
223	오히려	12
224	왓다	12
225	로부터	12
226	인제	12
227	인하	12
228	하엿스	12
229	듯이	12
230	불	12
231	엽헤	12
232	저서	12
233	안일	12
234	귀	12
235	가면	12
236	혼자	12
237	思想	12
238	단체	12
239	작년	12
240	요구	12
241	日本人	12
242	아모리	12
243	비록	12
244	냄새	12
245	위치	12
246	산양	12
247	별안간	12
248	停車場	12
249	東京	12
250	푸리	11
251	밋는다	11
252	의심	11
253	스리	11
254	행복	11
255	불행	11
256	관계	11
257	인지	11
258	금년	11
259	自己	11
260	아주	11
261	어서	11
262	책상	11
263	목소리	11
264	업슴	11
265	左便	11
