**Header Section:**
Magazine Title: 삼천리 제13권 제1호
Publication Date: 1941년 01월 01일
Article Title: 金日成 等 反國家者에게 勸告文, 在滿同胞 百五十萬의 總意로 (Admonition to Anti-State Persons Like Kim Il-sŏng, By the General Will of 1.5 Million Compatriots in Manchuria)
Author: Attributed to the 東南地區特別工作後援會本部 (East Manchuria Special Operations Support Committee Headquarters)
Article Type: 논설 (Editorial/Argumentative Essay)

**Body Text Translation:**
Admonition to Anti-State Persons Like Kim Il-sŏng, By the General Will of 1.5 Million Compatriots in Manchuria

Because a considerable number of anti-state armed groups, starting with Kim Il-sŏng (金日成), are rampant in the East Manchuria (東滿) area, disrupting the domestic public order, the 1.5 million compatriots in Manchuria (在滿同胞), spurred by compatriotic love, have risen up before the impending "final great annihilation campaign of this winter" by the Japanese-Manchukuo Military Police (日滿軍警) to urge them to reflect and surrender, now dropping numerous leaflets of admonition via airplane. This is the full text of that admonition.

To you gentlemen, wandering aimlessly through the desolate mountains and fields, eating in the wind and sleeping in the dew! To you pitiable gentlemen, who, in the primitive realms of the dense forests, cannot see the light of modern civilization and are gambling your precious lives like blades of grass due to unfortunate blind faith! The final day has come when you must cleanly liquidate your cursed fate! Will you live! Or die? This Committee (本委員會), formed by uniting the general will (總意) of 1.5 million white-clad compatriots, has risen up now to open a path for you gentlemen, faced with the harsh reality of the final great annihilation campaign by the military and police to be unfolded this winter, to reflect and surrender as a last resort. Preventing your meaningless, wasteful deaths and rescuing you gentlemen onto the path of new life is considered the supreme command of compatriotic love bestowed upon us 1.5 million, and representing the 1.5 million Korean compatriots scattered throughout every nook and cranny of all Manchuria, delegates from various places gathered in the capital, Shinkyō (新京), on October 30th and solemnly declared to admonish you gentlemen to surrender, hereby ordering this Committee to execute that general will. In our Manchukuo (我滿洲國), which is holding fast to the great ideals of realizing ethnic harmony and creating a world of morality, and making brilliant strides forward, 1.5 million compatriots are fulfilling their duties as citizens as loyal constituent elements and advancing on the path of glorious prosperity. However, that there still exist unfortunate gentlemen like you, a part who cannot see the light of civilization and are completely detached from the benefits of state facilities and legal protection due to fictional blind faith, is not only a great stain on the nation but also a serious humanitarian problem that cannot be overlooked, allowing gentlemen who share our blood to continue living such miserable lives in this world. Therefore, this Committee, representing the general will of 1.5 million, solemnly admonishes you gentlemen to return immediately to become good citizens (良民) without exception and come back into the fold of compatriotic love. We expect you gentlemen to realize that this admonition is an expression of the utmost sincerity (至情) into which 1.5 million have poured their heart's blood and the warm affection (愛情) of 1.5 million pitying (燐愍) your situation, and without turning away from compatriotic love, seize this opportunity (206) to have a great awakening (飜然大悟), wake from the nightmare of the past, and emerge onto the great road of new life. On the day you gentlemen return to our warm affection (溫情), this Committee, going beyond guaranteeing your lives, will guide you to a stable life, and measures for stable living, allowing you to live a peaceful life with us, men plowing and women weaving, have also been prepared by the hands of this Committee through the crystallization (結晶) of the loving charity (慈愛) of 1.5 million who worry about your situation.

Gentlemen, who spend the prime of your lives in murderous perils due to uncritical political blind faith, cut off (隔絶) from all worldly benefits, and wander (彷徨) daily at the crossroads of life and death!
Pause for a moment your steps weary from wandering the wilderness, and with an open mind (虛心坦懷), lend an ear to the admonition filled with the utmost sincerity of us 1.5 million. Close your eyes and quietly reminisce about your past. Furthermore, extend your thoughts far away to the beloved mountains and rivers of your homeland where willows (楊柳) droop, and also to your beloved parents, siblings, wives, and children, unforgettable even in dreams (夢寐間). How do you intend to console (報慰) the lamentations (悲歎) of your parents who spend their days in tears thinking of your situation, wandering aimlessly in this severe cold (酷寒) of Manchuria where wind, dew, and snow seem to bite the bones? We 1.5 million, who share blood with you, are not so heartless (沒人情) and merciless (無慈悲) as to view this misfortune and tragedy as someone else's affair and watch idly (座視). Thus, we have risen up to eradicate this unfortunate state and also to transcend this tragedy and rescue (救濟) you gentlemen to the bright shore beyond (彼岸). Even if one lives a smooth life, human life, which is less than 60 years, is inherently a difficult path (行路難), and the incessant twists and turns of the world naturally make one lament (懷歎) the impermanence (無常) of life; how much more reckless and foolish an act (愚擧) is it to stir up unnecessary waves, choose for yourselves a reckless and meaningless (孟浪無意) life of peril, and throw away your precious lives under the threat of guns, swords, jackals, and wolves (銃劒豺狼)? Of course, we have heard that the motivating factor (動因) that led you gentlemen to today's misfortune lies in your simple (素朴) ideological sympathy (共鳴) for Communism. However, you must thoroughly realize that today's Communism is not an ideology valuable enough to cling to (固持) even by staking the sacrifice of your entire lives up to now and all the calamities (慘禍) resulting from your delusional (迷妄) actions. You should know that as the world situation has changed drastically and the reality of the Far East is now completely different (判異) from when you blindly followed Communism in a trendy (流行的) way in the past, the views of knowledgeable people regarding it have naturally changed. Therefore, finally, we convey accurate news about the Communist Soviet Union (蘇聯) and the current situation in the Far East to you gentlemen, and once again admonish you in the general will of 1.5 million to immediately awaken from the ideological delusion, the cause of your misfortune, which has become a kind of mental chronic illness (痼疾) due to uncritical acceptance.

The Eradication of the Red Peril (赤禍) and the New Situation in East Asia
Because Communism is a materialistic (唯物的) and mechanistic (器機的) ideology whose primary purpose in life is only to satisfy human material desires equally, it obliterates (抹殺) the virtues of the human spirit, (207) and furthermore, through its theory of transitional dictatorship (階段獨裁論) for seizing political power and its destructive methodology that does not distinguish means for the sake of the end, it brews useless internal conflict (國內相剋), disturbs (攪亂) national peace, and has produced cruel scenes of modern hell throughout the world—its sins (罪惡) are a great stain on normal human culture. In its origin, the Soviet Union, based on the murderous materialist authoritarian ideology that enforces the strengthening of the Party's autocracy (專制) as the highest goal of maintaining social order, the current dictator Stalin (스탈닌) acquired the present-day Soviet regime, more powerful than Nero's. In this process, he sequentially slaughtered (屠殺) almost all the founding figures (元勳) called the 12 giants during Lenin's (레닌) time, who played the most important roles as fellow comrades, such as Trotsky (트로츠키), Kamenev (카메네프), Zinoviev (지노비에프), leaving out only Kalinin (칼리닌). Besides these, tens of thousands of lives are being sacrificed for the maintenance of power by the inhuman Red Tyrant (赤色暴君). Furthermore, the Soviet Union, currently based on Stalin's principle of Socialism in One Country, has abandoned Trotsky's active theory of world communization and is solely focused on its survival as a Red state. Only to cleverly use foreign Communist forces as its defense perimeter does it display a malicious attitude of seeming to provide aid to Communist parties in various countries, encouraging movements to destroy domestic order through violence. Then, once the situation turns unfavorable, it routinely pretends ignorance, causing reckless blind followers of Communism to drink the bitter cup (苦杯) of miserable slaughter all over the world. The number sacrificed when the Popular Front faction in Spain (西班牙), incited (煽動) by the Soviet Union, fought against the Nationalists (國家主義者) is said to reach 370,000, yet the Soviet Union merely watched idly (黙黙座視) their miserable end, claiming it could not provide aid due to distance. Besides this, resentful ghosts (怨鬼) numbering in the thousands and tens of thousands, who met tragic ends due to the groundless incitement of the Comintern (코민테른) in various parts of the world, curse Stalin from the underworld. It is truly chilling (戰慄) even to imagine finding the images (映像) of you pitiable gentlemen among the blind masses (群盲) who, intoxicated by the sweet words of instigators who disregard others' sacrifices to secure their Red throne, meaninglessly throw away their precious lives. Furthermore, do you know or not the reality that the Soviet Union, recently adhering to its nationalist policy, under the condition of mutual non-interference in domestic affairs (相互國內秩序不干涉), is steadily adjusting diplomatic relations and making concessions (讓步) to Japan (日本), yielding to its military might (威武)? From this perspective, for you gentlemen, completely cut off from the 1.5 million compatriots, to attempt resistance with a meager (貧弱) few hundred rifles against the millions of elite Japanese-Manchukuo troops, peerless in the world and equipped with modern armaments covering land and air, is truly an act whose foolishness and inferiority we 1.5 million cannot but lament (慨歎), like a praying mantis trying to stop a chariot (螳螂拒撤), which has its limits.

The Japanese Empire (日本帝國), in order to awaken (警醒) the peoples of East Asia (東亞) not only from such murderous Communist calamities but also from all individualistic, instinctual, materialistic Western delusions (迷妄), and return them to the natural state (本然한 姿態) of the beautiful ethics (倫理) of East Asian peoples, and to establish a new order of an Eastern ideal society centered on the interests of a spiritual, moral state, is driving the Chiang Kai-shek (蔣介石) regime, which resists as a puppet (傀儡) of the Euro-American white people instead of cooperating, all the way to Xishu (西蜀), thereby proclaiming (宣揚) its might (威武) to the world (208). Manchukuo is truly a model (標本) of this new order realizing the co-existence and co-prosperity (共存共榮) of the East Asian peoples, already consolidating (鞏固) its national foundation (國礎) step by step with the creation of a world of morality, admired by the world, as its national policy (國是), through the seamless (一絲不亂) cooperation of the five races within the country. If you gentlemen escape from illiteracy (文盲), break out of the dense forests, encounter the astonishing true form (眞姿) of Manchukuo's development under broad daylight (白日下), and see the harmonious lives (和樂한 生活) of your compatriots advancing alongside other ethnicities as elements practicing the founding ideals in a cheerful (明朗) mood, you should surely realize how detached (乖離) from the reality of the Far East and how utterly reckless your current lives are, based on deluded thoughts and wild fancies (迷論妄想). Within Chōsen (朝鮮), 23 million compatriots, under the majestic light of the Japanese Empire, have completely liquidated (淸算) the biased (偏頗) nationalist ideas of the past down to the very last person, and are walking the path of prosperity that feels like a different era (隔世의 感) under the glory of being subjects (臣民) of the Japanese Empire. Thus, for anachronistic (時代錯誤) heretics (異端者) like you gentlemen to still exist, wandering (彷徨) in the dense forests of Manchuria (浮洲의 密林 - likely a typo or term for Manchuria/remote areas) ignorant of reality, would be considered a strange (怪異) affair unbelievable by common sense. Taking advantage (奇貨) of the fact that the Japanese-Manchukuo Military Police have hitherto not conducted comprehensive, concentrated subjugation (總括的으로 集中討伐) against you, merely roaming (橫行) the mountain forest zones, you prey upon the pitiful poor peasant compatriots (貧農同胞) who came to remote areas (僻地) seeking a way to live from Chōsen, falling into such dire straits (窮境) that you must snatch away even the last pitiful rags (襤褸) they possess. For whom, ultimately, are you tormenting yourselves and making even the unfortunate poor peasant compatriots weep? Your current situation and the heart-rending tragic scenes (哀切한 慘景) of the displaced compatriots due to your looting (掠奪) can truly be called a great tragedy of fratricide (骨肉相殘) to be left in the history of the Korean people. Can the 1.5 million compatriots in Manchuria, who share blood with you, consider your misfortune as our own, and cannot help but grieve together over the sad tears of the victimized compatriots, simply watch this situation idly (座視)?

Alas!! Gentlemen wandering in the dense forests!!
Seeing this admonition, immediately make the final decision (斷案) and leap out onto the path of rebirth (更生)! Acknowledge shame as shame, repent (懺悔) what needs repenting, instantly break away from your hitherto uniquely unstable life in the world, and return to the warm affection (溫情) of compatriotic love. Then, convert and dedicate (轉換奉仕) your martial valor and spirit to the sacred task (聖業) of constructing the New East Asia! It is not too late! Respond now immediately to the final appeal (呼訴) of us 1.5 million compatriots. This Committee's thorough preparations (萬般準備) to guide you gentlemen to a peaceful life with utmost effort await you.

East Manchuria Special Operations Support Committee Headquarters (東南地區特別工作後援會本部)
(Inside Kirimhoe (鷄林會), Hanil-t'ong (韓日通), Shinkyō Special City (新京特別市))
△Advisors: Kiyohara Norimasu (淸原範益)
Ch'oe Nam-sŏn (崔南善)
Nakahara Kōjun (中原鴻洵)
△General Affairs: Pak Sŏk-yun (朴錫胤)
Ihara Sōhitsu (伊原相弼)
Kim Ŭng-du (金應斗)
△Standing Committee Members: Ch'oe Ch'ang-hyŏn (崔昌鉉) (Shinkyō) Pak Chun-byŏng (朴準秉) (Shinkyō) Yi Sŏng-jae (李性在) (Shinkyō) Kim Tong-ho (金東昊) (Andong) Kaneko Shōzaburō (金子昌三郞) (Yingkou) Sŏ Pŏm-sŏk (徐範錫) (Pongch'ŏn) Kim Kyo-hyŏng (金矯衡) (Pushun) Kim Chung-sam (金仲三) (Ch'ŏllyŏng) and 60 others (209)
<206-209>

**Summary**

This 1941 editorial from the magazine *Samch'ŏlli* is a lengthy appeal from the "East Manchuria Special Operations Support Committee Headquarters," claiming to represent 1.5 million Koreans in Manchuria, urging Kim Il-sŏng and other Korean anti-Japanese partisans ("anti-state persons") to surrender before an imminent large-scale Japanese-Manchukuo military campaign. It portrays the partisans' lives as miserable, futile, and based on the false ideology of Communism, contrasting it with the supposed peace, prosperity, and moral order under Manchukuo and the Japanese Empire. The text heavily employs pro-Japanese and anti-communist propaganda, promises amnesty and resettlement, and frames surrender as a return to "compatriotic love." Historically, this article is significant as it directly names Kim Il-sŏng, indicating his recognized prominence as a resistance leader by 1941. It exemplifies the sophisticated psychological warfare and co-option tactics used by Japanese authorities and collaborating Korean groups (like the one sponsoring this appeal, which included prominent figures like Ch'oe Nam-sŏn) to quell armed resistance in Manchuria, highlighting the complex divisions within the Korean community under colonial rule and the intensity of the counter-insurgency efforts.

**Named Entities**

金日成	김일성	Kim Il-sŏng
東滿	동만	Tongman (East Manchuria)
日滿軍警	일만군경	Il-Man Kun'gyŏng (Japanese-Manchukuo Military Police)
在滿同胞	재만동포	Chaeman Tongp'o (Compatriots in Manchuria)
本委員會	본위원회	Pon Wiwŏnhoe (This Committee / East Manchuria Special Operations Support Committee)
新京	신경	Shinkyō
滿洲國	만주국	Manjuguk (Manchukuo)
蘇聯	소련	Soryŏn (Soviet Union)
레닌	레닌	Lenin
칼리닌	칼리닌	Kalinin
트로츠키	트로츠키	Trotsky
카메네프	카메네프	Kamenev
지노비에프	지노비에프	Zinoviev
스탈닌	스탈린	Stalin
西班牙	서반아	Sŏbana (Spain)
코민테른	코민테른	Comintern
日本	일본	Ilbon (Japan)
日本帝國	일본제국	Ilbon Cheguk (Japanese Empire)
東亞	동아	Tong'a (East Asia)
蔣介石	장개석	Chang Kae-sŏk (Chiang Kai-shek)
西蜀	서촉	Sŏch'ok (Xishu - Western Shu, referring to Sichuan/Chongqing)
朝鮮	조선	Chosŏn (Korea)
東南地區特別工作後援會本部	동남지구특별공작후원회본부	Tongnam Chigu T'ŭkpyŏl Kongjak Huwŏnhoe Ponbu (East Manchuria Special Operations Support Committee Headquarters)
新京特別市	신경특별시	Shinkyō T'ŭkpyŏlsi (Shinkyō Special City)
韓日通	한일통	Hanil-t'ong (Street/Area Name in Shinkyō)
鷄林會	계림회	Kyerimhoe (Korean association name, lit. 'Rooster Forest Association')
淸原範益	키요하라 노리마스	Kiyohara Norimasu
崔南善	최남선	Ch'oe Nam-sŏn
中原鴻洵	나카하라 코준	Nakahara Kōjun
朴錫胤	박석윤	Pak Sŏk-yun
伊原相弼	이하라 소히츠	Ihara Sōhitsu
金應斗	김응두	Kim Ŭng-du
崔昌鉉	최창현	Ch'oe Ch'ang-hyŏn
朴準秉	박준병	Pak Chun-byŏng
李性在	이성재	Yi Sŏng-jae
金東昊	김동호	Kim Tong-ho
安東	안동	Andong
金子昌三郞	카네코 쇼자부로	Kaneko Shōzaburō
營口	영구	Yŏnggu (Yingkou)
徐範錫	서범석	Sŏ Pŏm-sŏk
奉天	봉천	Pongch'ŏn (Fengtian/Mukden/Shenyang)
金矯衡	김교형	Kim Kyo-hyŏng
撫順	무순	Musun (Fushun)
金仲三	김중삼	Kim Chung-sam
鐵嶺	철령	Ch'ŏllyŏng (Tieling)

**Glossary**

反國家者	반국가자	Anti-state person, subversive element
勸告文	권고문	Admonition, written appeal, advisory notice
在滿同胞	재만동포	Korean compatriots residing in Manchuria
總意	총의	General will, consensus
橫在	횡재	To be rampant, spread widely (older usage)
歸順	귀순	Surrender and submit, return allegiance
蹶起	궐기	To rise up, take action resolutely
徊徘	회배	Wander, roam (variant of 徘徊)
風餐露宿	풍찬노숙	Eating in the wind and sleeping in the dew; enduring hardships outdoors
草芥	초개	Blades of grass and mustard seeds; something insignificant or worthless
咀呪	저주	Curse, malediction (older Hanja usage)
清算	청산	Liquidation, clearing up, settling accounts
峻嚴	준엄	Strict, severe, stern
浪死	낭사	Meaningless death, wasteful death
賦與	부여	To grant, bestow, endow
思惟	사유	To think, consider (older usage, often replaced by 생각하다)
坊坊谷谷	방방곡곡	Every nook and cranny, throughout the land
燦然	찬연	Brilliant, radiant
躍進	약진	Rapid advance, leap forward
忠實	충실	Faithful, loyal, devoted
構成分子	구성분자	Constituent element, member
光輝	광휘	Brilliance, glory, splendor
架空的	가공적	Fictional, imaginary, fabricated
盲信	맹신	Blind faith, superstition
汚點	오점	Stain, blot, disgrace
座視	좌시	To sit idly by, watch without acting
良民	양민	Good citizen, law-abiding person
至情	지정	Utmost sincerity, deepest feelings
燐愍	인민	Pity, compassion (less common Hanja)
離反	이반	To turn away from, rebel against, become estranged
飜然大悟	번연대오	Sudden great awakening, complete turnaround in understanding
溫情	온정	Warm feelings, kindness, affection
安定策	안정책	Stabilization measures, plan for stability
慈愛	자애	Affection, loving-kindness, charity
結晶	결정	Crystallization, fruition, embodiment
殺伐的	살벌적	Murderous, savage, brutal
隔絶	격절	Isolation, cutoff, severance
彷徨	방황	Wandering, roaming, hovering
虛心坦懷	허심탄회	With an open and frank mind
楊柳	양류	Willow tree
夢寐間	몽매간	Even in one's dreams
酷寒	혹한	Severe cold, bitter cold
悲歎	비탄	Grief, lamentation
報慰	보위	To repay and console, comfort
沒人情	몰인정	Heartless, inhumane
無慈悲	무자비	Merciless, ruthless
彼岸	피안	The other shore (Buddhism); realm beyond suffering, paradise
救濟	구제	Relief, rescue, salvation
行路難	행로난	Difficulty of the road; hardships of life
無常	무상	Impermanence, transience
懷歎	회탄	Lament, deplore
孟浪無意	맹랑무의	Reckless and meaningless
銃劒豺狼	총검시랑	Guns, swords, jackals, and wolves; dangers and threats
愚擧	우거	Foolish act, folly
動因	동인	Motive, cause
素朴	소박	Simple, naive, artless
共鳴	공명	Sympathy, resonance
迷妄	미망	Delusion, illusion, misguided belief
慘禍	참화	Disaster, calamity, catastrophe
固持	고지	To adhere firmly to, cling to
流行的	유행적	Trendy, fashionable, prevalent
判異	판이	Completely different, disparate
痼疾	고질	Chronic disease, deep-rooted problem
赤禍	적화	Red peril, communist disaster
唯物的	유물적	Materialistic
器機的	기기적	Mechanistic
抹殺	말살	Obliteration, erasure, wiping out
階段獨裁論	계단독재론	Theory of transitional dictatorship
國內相剋	국내상극	Internal conflict, domestic strife
攪亂	교란	Disturbance, disruption, agitation
罪惡	죄악	Sin, crime, evil deed
專制	전제	Autocracy, despotism
强惡	강악	Tyrannical, oppressive (less common term)
元勳	원훈	Founding figure, person of great merit from the beginning
屠殺	도살	Slaughter, massacre
赤色暴君	적색폭군	Red Tyrant
煽動	선동	Incitement, instigation, agitation
國家主義者	국가주의자	Nationalist
抗爭	항쟁	Struggle, resistance, contest
苦杯	고배	Bitter cup; painful experience
怨鬼	원귀	Resentful ghost, vengeful spirit
群盲	군맹	Blind masses, ignorant crowd
映像	영상	Image, reflection (here, figurative)
戰慄	전율	Shudder, tremble, thrill (with fear or excitement)
相互國內秩序不干涉	상호국내질서불간섭	Mutual non-interference in domestic order
威武	위무	Military might, prowess
讓步	양보	Concession, yielding
貧弱	빈약	Poor, meager, scanty
螳螂拒撤	당랑거철	A mantis trying to stop a chariot; futile opposition
慨歎	개탄	Lament, deplore, regret
警醒	경성	To awaken (someone) to danger, arouse vigilance
倫理	윤리	Ethics, morality
本然	본연	Natural state, original condition
姿態	자태	Figure, appearance, form
傀儡	괴뢰	Puppet
驅逐	구축	Expulsion, driving out
宣揚	선양	Proclamation, propagation, glorification
共存共榮	공존공영	Co-existence and co-prosperity
標本	표본	Specimen, sample, model
一絲不亂	일사불란	In perfect order, without the least confusion (lit. 'not even one thread tangled')
國是	국시	National policy, state objective
國礎	국초	Foundation of the nation
鞏固	공고	Solidification, strengthening, consolidation
文盲	문맹	Illiteracy
白日下	백일하	Under broad daylight, openly
驚異	경이	Wonder, astonishment, marvel
眞姿	진자	True form, real appearance
明朗	명랑	Cheerful, bright
併行	병행	To go side-by-side, proceed concurrently
和樂	화락	Harmony and happiness
乖離	괴리	Divergence, separation, gap
偏頗	편파	Biased, partial, prejudiced
臣民	신민	Subject (of a monarch or empire)
隔世의 感	격세지감	Feeling that the times have completely changed (lit. 'feeling of a generation gap')
時代錯誤	시대착오	Anachronism
異端者	이단자	Heretic, dissident
浮洲	부주	Floating island/continent (possibly a term for Manchuria or remote areas, meaning unclear/possibly typo)
怪異	괴이	Strange, bizarre, monstrous
總括的	총괄적	Comprehensive, overall
集中討伐	집중토벌	Concentrated subjugation/punitive expedition
奇貨	기화	Rare commodity; (here) taking advantage of an opportunity
僻地	벽지	Remote area, secluded place
移來	이래	To move/migrate here
貧農	빈농	Poor peasant/farmer
襤褸	남루	Rags, tattered clothes
窮境	궁경	Dire straits, predicament
掠奪	약탈	Looting, plunder
哀切	애절	Pathetic, heart-rending, sorrowful
骨肉相殘	골육상잔	Fratricide, conflict between kindred (lit. 'bone and flesh harming each other')
嗚呼	오호	Alas! Oh! (interjection of grief or lament)
斷案	단안	Final decision, decisive judgment
更生	갱생	Rebirth, regeneration, rehabilitation
懺悔	참회	Repentance, confession
轉換奉仕	전환봉사	To convert and serve, redirect efforts towards service
聖業	성업	Sacred task, holy undertaking
呼訴	호소	Appeal, plea
萬般準備	만반준비	All kinds of preparations, thorough preparations


---------------------------


잡지명	삼천리 제13권 제1호
발행일	1941년 01월 01일
기사제목	金日成 等 反國家者에게 勸告文, 在滿同胞 百五十萬의 總意로
기사형태	논설

金日成 等 反國家者에게 勸告文, 在滿同胞 百五十萬의 總意로
東滿一帶에 金日成을 爲始하야 相當한 數의 反國家武裝群이 橫在하여서, 國內의 治安을 어즈럽게 하고 있음으로, 그네들에게 日滿軍警에 依한 「今冬의 最終的인 大殲滅戰」에 前期하야 反省歸順하도록, 在滿同胞 150萬은 同胞의 愛情으로 蹶起하야, 이제 그네에게 勸告文삐라를 飛行機로써 多數히 뿌리였다. 이것은 그 勸告文의 全文이다.

荒凉한 山野를 定處없이 徊徘하며 風餐露宿하는 諸君! 密林의 原始境에서 現代文化의 光明을 보지 못하고 不幸한 盲信때문에 貴重한 生命을 草芥같이 賭하고 있는 가엾은 諸君! 諸君의 咀呪된 運命을 깨끗이 淸算하여야 될 最後의 날이 왔다! 生하느냐! 死하느냐? 150萬 白 衣同胞의 總意를 合하야 構成된 本委員會는 今冬의 展開될 警軍에 最終的인 大殲滅戰의 峻嚴한 現實앞에 直面한 諸君들에게 마즈막으로 反省歸順할 길을 여러주기 爲하야 이에 蹶起한 것이다. 諸君의 無意義한 浪死를 阻止하고 諸君을 新生의 길로 救出하는 것은 我等 150萬에 賦與된 同胞愛의 至上命令으로 思惟하야 全滿 坊坊谷谷에 散在한 朝鮮同胞 150萬을 代表한 各地委員은 10月 30日 國都 新京에 會合하야 嚴肅하게 諸君의 歸順하기를 勸告하기로 宣言하고 玆에 그 總意의 執行을 本委員會에 命한 것이다. 民族協和의 實現과 道義世界創成의 大理想을 把持하야 燦然히 躍進하고 있는 我滿洲國에 있어서 150萬의 同胞가 忠實한 構成分子로써 國民의 義務를 다하야 光輝있는 繁榮의 길을 前進하고 있는데 一部에 文明의 光明을 보지 못하고 架空的인 盲信때문에 國家施設의 惠澤과 法律保護에서 全然 離脫된 不幸한 諸君들이 尙存하는 것은 民族的인 一大 汚點일 뿐만 아니라 피를 함께 한 諸君으로 하여금 이 世上 慘憺한 生活을 繼續케 한다는 것은 人道上 座視할 수 없는 重大問題로서 생각하야 이에 本委員會는 150萬이 總意를 代表하야 諸君이 한사람도 남김없이 良民이 되도록 즉시 歸順하야 同胞愛 속에 도라오기를 嚴肅히 勸告하는 바이다. 諸君은 이 勸告文이 150萬의 心血을 기우린 至情과 諸君의 身上을 燐愍하는 따뜻한 150萬의 愛情의 發露임을 깨닫고 同 胞愛를 離反함이 없이 이 機會에(206) 飜然大悟하야 過去의 惡夢에서 깨여 新生의 大路로 나올 것을 期待하는 바이다. 諸君이 我等의 뒀°뜻한 溫情속에 돌아 오는 날은 本委員會는 諸君의 生命을 保障하는 데서 나아가 諸君을 安定한 生活로 引導하야 我等과 함께 男耕婦織하야 平和한 生活을 보내도록 할 生活安定策이 또한 諸君의 身上을 걱정하는 150萬의 慈愛의 結晶에 依하야 本委員會의 손으로 準備되어 있는 것이다.

無批判的인 政治的 盲信때문에 人生의 꽃다운 時節을 殺伐的인 險難속에서 보내고 現世 모든 便益에서 隔絶하야 날마다 生과 死의 分岐路에서 彷徨하는 諸君!
