Magazine Title	三千리 제9권 제4호
Publication Date	1937년 05월 01일
Article Title	伯林遠征記 (Account of the Expedition to Berlin)
Author	孫基禎
Article Type	회고·수기 (Memoir/Recollection)

Account of the Expedition to Berlin
						Son Ki-chŏng

Mr. Son, who defeated the young athletic champions from 53 countries around the world to receive the crown of glory at the Olympics – his name is so renowned, and his achievements so great. Yet, this humble man not only disliked revealing his immortal name to society but also, due to various circumstances surrounding him, even this account of the Berlin expedition has not been published. Now, half a year later, this piece recounting his thoughts and travels will surely become a fragment of historical record. This memoir breaks half a year of silence.

To the dear readers of "Samch'ŏlli," I had been looking forward to an opportunity to speak with you for some time, but due to various circumstances, I have maintained silence until today. Now, I intend to draft at least a travelogue of my journey to Berlin for last year's Olympics and back. I plan to speak of my feelings another day, so here I will only briefly jot down memories of my travels abroad. Please understand.

Farewell Hanyang – Scenery at the Manjuri Border

It was June 4th. That afternoon at 3 o'clock, receiving a grand farewell from many teachers and public figures, I set off on the long, long road to Berlin.
Countless emotions welled up in my heart, and tearful moments of being moved occurred upon departing Kyŏngsŏng, but as this account presses forward, I will omit them for later writing and simply say, "Northward, northward, I departed with a pounding heart." That night around eleven o'clock, seeing the late June waning moonlight filter through the roadside trees, I arrived in my hometown, Sinŭiju. Due to train connections, I went straight on to Andonghyŏn (Andong County) and got off the train there, meeting family and friends who had come to the station to see me off. The next morning, I disembarked in Pongch'ŏn (Fengtian/Mukden), toured the city streets and the North Tomb (Beiling), and then headed for Harbin again. On the way, there was a grand welcome in Sin'gyŏng (Xinjing/Changchun). Thus, the welcomes received in various places were very effective in making us forget the fatigue of travel. And each time, we keenly felt the weight of our responsibilities.
After staying one night in Harbin and doing a little training, we headed again for Manjuri (Manzhouli). Along the railway line, small mountains dotted the landscape, and deserts were also seen here and there. As the train approached Manjuri, the border atmosphere gradually intensified. Guards boarded the train, and at night, all the curtains were drawn down. We arrived in Manjuri on the morning of the 9th. After a short rest at an inn, we went outside the town to practice, and the feeling at that time was beyond words. Seeing the Manchu and Soviet states confronting each other, separated by merely a few *ri*, gave an strange feeling. Furthermore, it is said that White Russians there cannot return, though they see their homeland before their eyes.

Many Female Laborers – Siberia, Where Railways are Repaired

On the night of the 9th, we crossed the border from Manjuri and entered Siberia. Russian trains were supposed to come as far as Manjuri. The border customs inspection was truly strict.
From then on, a monotonous journey crossing the Siberian plains continued for five days. The boundless plain stretched endlessly, and the forests were simply astonishing. Except for the large cities here and there, not many houses were visible along the line, but everywhere in the pastures were herds of cattle, horses, and sheep. The railway track was much wider than in Chosŏn, and the scale was large, but I was dumbfounded by how poorly they kept to the schedule. Sometimes the train would stop for 30 minutes, allowing us to get off onto the platform and practice.
Since we couldn't drink cold water, waiting for the train to arrive at a station to go fetch tea water in a large bottle was quite a curious sight.
The reason they couldn't keep time well was reportedly due to the poor condition of the tracks, preventing them from reaching desired speeds. Also, on the Siberian railway, passenger cars were few, and generally, freight cars were numerous. We passed "Omsk" (옴스크) on the afternoon of the 12th. Still, we traveled on and on through the vast, seemingly uninhabited expanse of the great Siberian plain; unlike along Chosŏn's Kyŏngbu and Kyŏngŭi lines, mountains were nowhere to be seen.
Along the railway line, numerous laborers were seen working, and among them, the sight of women repairing the railway tracks (레-루; rails) was particularly startling.

Sightseeing in Moscow – Thence to the Battleground, Berlin

We arrived in Moscow (莫斯科) on the night of the 14th, spent the night in the train compartment, and the next morning, visited the embassy to request guidance for sightseeing. As Moscow is the capital of Soviet Russia, various modern facilities were splendidly established. The large buildings and the well-maintained roads were especially astonishing. The Kremlin Palace (구레무린 궁전), various temples, and the famed Red Square (赤廣場) were all magnificent.
What particularly caught my eye were the faces of the country's politicians made with flowers and plants in the parks. At 11 PM, we departed Moscow and headed for Poland (波蘭). We crossed the Soviet-Polish border around noon the next day, the 16th, again undergoing a strict inspection. We arrived in Warsaw (왈소-), the capital of Poland, at 8 PM that day. After about two hours of sightseeing by car, covering the main points, we departed for the actual battleground, Berlin, holding tense hearts within us.

Fervent Adoration for the President – Tens of Thousands in the Crowd Like Mad

We crossed the Polish-German border in a dream, and when the next day dawned, on the morning of the 17th at nine o'clock, we finally arrived in Berlin.<18> Guided by the embassy, we immediately went to an inn. After spending several days scouting the course and sightseeing, it was decided that we would enter the Olympic Village completely on June 21st.
Having arrived at our destination, a sense of anxiety about the Games grew stronger, and I couldn't feel settled at all, so even sightseeing wasn't done properly. The Olympic Village was truly a pleasant place. Starting with the practice grounds (400 meters), facilities like a cinema (키네마舘) and bathhouse were fully equipped, and cheerful interactions with foreign athletes made everything enjoyable. Moreover, the dormitories seemed to have been newly built for later use as barracks, so they were very convenient. Thus, becoming accustomed to the pleasant life in the Olympic Village, doing a bit of practice gradually became the daily routine. It takes 40 minutes by bus from Berlin to the Olympic Village.
There, we decided to cut ties with Berlin for the time being, immerse ourselves in this village, and simply wait for the Games. The Games program proceeded smoothly with the opening ceremony on August 1st, the marathon on the 9th, and the closing ceremony on the 16th. However, as details about the Games have likely been reported extensively through newspapers and films, I will omit them here.
After the marathon was all finished, feeling as if a heavy burden had finally been lifted, I could leisurely tour the streets of Berlin. Everything operating under state control, moving as if a single machine, is probably a major characteristic of Germany, I think. The city's facilities expressed this well.
Spacious, large-scale parks were established throughout the city, and the road system was most rule-abiding and precise, with pedestrians, horse riders, cars, carriages, and trams all moving on separate paths, which was truly ideal. Also, the fact that all shops closed their doors and ceased business at 7 PM was something rarely seen elsewhere. Another characteristic of Germany worth mentioning is the fervent adoration for Chancellor Hitler among the people.
Not only is "Heil Hitler" used in personal greetings, but when Hitler appears even once in the stadium, it is truly tremendous. The sight of tens of thousands of spectators filling the venue, raising their right hands high and shouting "Heil Hitler!" in loud voices, was truly spectacular.

Competing in Denmark – Flying by Airplane, Soaring Through the Clouds

On August 19th at 10 AM, we went to the Berlin airfield and, along with 5 or 6 fellow athletes, headed for Denmark (丁抹). Traveling high up in the sky, through the clouds, to an unknown country was truly exhilarating. After flying for about 2 hours, we landed in the capital, Copenhagen (코벤하-겐), around noon. The city is a port built on one side of an island, a beautiful city with everything neatly arranged. I had already heard that Denmark is a model agricultural country, but seeing the cooperatives, farms, and schools firsthand, I was again amazed by their systematic methods. On August 21st, there was a competition against Denmark, and the next day, August 22nd, at 11:30 AM, we departed from the Copenhagen airfield and headed for Paris.

Paris Without Extravagance – Crossing the Dover Strait Again to London

After departing Copenhagen, we took a short break midway in Hamburg (漢堡), and arrived in Paris on the same day at 5:30 PM. In Paris too, guided by the embassy, we toured the important sites of the city, but what was surprising was how different the atmosphere was from what I had heard before. I had thought Paris was just a very extravagant and glamorous city, but in reality, it was not so; rather, it was a composed place. During the two times I stayed in Paris, I visited almost all the famous sights, but among them, the grandeur of the Eiffel Tower (엡펠탑) and the Arc de Triomphe (개선문) was particularly astounding.
After finishing the Japan-France competition in Paris on the 23rd, we departed Paris at 7 AM the next morning and headed straight for London. It took 5 hours by train to the French port of Calais<19>. Crossing the Dover Strait by steamship took two hours. Landing at the English port of Dover and taking a train for about an hour gets you to London. We disembarked in London at 3 PM, finished our city sightseeing that day, and departed London at 9 AM the next morning.
London is truly one of the world's largest cities, and its immense scale was simply awe-inspiring. We saw most of the major attractions like the River Thames (0스河 - likely a typo for 템스), the Tower of London (倫敦탑), the Houses of Parliament (국회의사당), Westminster Abbey (웨드민니스타 사원), and the museum. A distinctive feature of London is that, unlike other European cities which have right-hand traffic, it has left-hand traffic like Chosŏn. Also, the city planning was excellent; while most European cities are generally so, London, among them, was particularly well-kept and clean. Departing London as scheduled, we returned via the Dover-Calais route and arrived back in Paris that day at 5 PM.

O, Cherished Ancient Civilization – Vivid Traces of the Great Roman Era

On August 27th at 6 AM, we took the train departing from Paris and headed for Italy. We crossed the Franco-Italian (佛利) border around 6:30 PM that day. This area is blocked by the Alps, and the border crossing is a tunnel that takes about 20 minutes by train.
Around 8 PM that evening, we arrived in Turin (토리노-) and went directly to the hotel. On September 1st, around 10 AM, we took the train departing from Turin and headed for the capital, Rome (羅馬). Arriving at our destination, Rome, that afternoon, we began sightseeing the next day with guidance from the embassy. Throughout the city center, grand structures from the ancient Great Roman era were visible, and the abundance of Catholic temples constituted a major characteristic of Rome. Furthermore, the majestic atmosphere of Europe spoke of how splendid Roman civilization must have been.
On September 3rd at 10 AM, we departed Rome, arrived at the port of Naples (나포리) in the afternoon, took a short rest, and then headed to Pompeii (봄페이) by car at 3 PM. Pompeii is a city that was buried around the 1st century AD by the eruption of a nearby volcano. Recently, it has been almost entirely excavated, preserving its old state and visually narrating the culture of that time. It was extraordinary that the aqueducts used back then remained intact. Beyond the city, the volcano was still emitting smoke.
After about 2 hours of sightseeing in Pompeii, we returned to Naples by car around 7 PM.

Six Days on the Indian Ocean – Autumn in Europe, Summer Here

After spending one night in Naples, on September 4th at 3 PM, we boarded the Italian steamship Conte Rosso (곤데로-스호), departing from Naples, and set off on the journey home. After completing a 3-day voyage across the Mediterranean Sea, we called at Port Said (뽀-드, 사이드) in Egypt (埃及) on the night of the 7th, stayed overnight, and departed again the next morning. Passing through the Suez Canal (스에즈 운하), we arrived at the port of Suez (스에즈) on the night of the 8th. The Suez Canal is said to be 161 kilometers long, but because the water is shallow, ships cannot go at full speed, and it reportedly takes 17 hours to pass through. After staying overnight in Suez, we departed the port on the morning of the 9th. On the night of the 13th, we called at Aden (아덴) at the entrance of the Red Sea. After another 6 days of sailing across the Indian Ocean, we entered the port of Mumbai (孟買), India, on the morning of September 17th. The journey in between, surrounded entirely by the vast ocean, was truly the epitome of monotony, but what I especially want to note is probably the heat of the Red Sea and the Indian Ocean. It was the first time in my life I had experienced such heat. When we left Europe, it already felt like autumn, but here it was high summer. During the day, the temperature rose to 103 degrees [Fahrenheit]. Even with four electric fans running in the small cabin, sweat dripped constantly. Going out onto the deck, the hot wind blowing from the sea was indescribably uncomfortable.

Hong Kong's Scenery with Many Forts – After Seeing Indian Culture Thoroughly

In Mumbai, due to a breakdown of the steamship, we were scheduled to stay for a week. For us, wanting to return to our homeland as quickly as possible, this was quite disappointing, but instead, we managed to complete almost all the sightseeing in Mumbai. India generally seemed to have a lower level of cultural development than Chosŏn. There were relatively large buildings on the streets, but shops were mostly barrack-style (빠락식). The city facilities, being managed by the British, seemed very advanced. Due to the heat here, theaters and such reportedly hold performances between about 10 PM and 2 or 3 AM. After about a week's stay, the ship's breakdown was fully repaired, so on the morning of September 24th, we departed Mumbai. We called at Colombo (코롬보) en route and entered the port of Singapore (싱가폴) at 8 PM on the 27th. After some brief sightseeing and attending a welcome reception there, we departed Singapore again at 12 AM [midnight] and headed for Hong Kong (香港). We arrived in Hong Kong early in the morning on October 1st. There was also a welcome reception here. What particularly stood out here were the numerous forts (砲台) arranged everywhere and the many warships anchored there.

Last Night in Shanghai – Returning to Seoul by Airplane

Departing Hong Kong at 3 PM that day, we landed in Shanghai (上海) at 2 PM on the 3rd, stayed overnight, and on the 4th at 11 PM, boarded a Canadian ship. On the morning of the 6th, we landed in Nagasaki (長崎). After attending a welcome reception there, we took the 5 PM train from Nagasaki, arriving in Kobe (神戶) on the night of the 7th at 6 PM.
On the 8th at 9 AM, we finally arrived in Tokyo (東京). The disbanding ceremony was held that day. I left Tokyo on the 16th and returned to my beloved Kyŏngsŏng by airplane on the 17th at 2 PM.
This roughly chronicles my journey spanning four months. I hope to write in more detail when another opportunity arises. <20>

**Summary**

This article is a travel memoir by Son Ki-chŏng, the 1936 Berlin Olympics marathon gold medalist, recounting his extensive journey from Kyŏngsŏng (Seoul) to Berlin and back in 1937. He details his route via Manchuria, the Trans-Siberian Railway, Moscow, Warsaw, and finally Berlin. After the Olympics (which he briefly mentions but skips detailing), he describes further travels for athletic competitions and sightseeing through Denmark, France, England, Italy, and then the sea voyage home via the Suez Canal, India, Singapore, and Hong Kong, finally reaching Japan and flying back to Kyŏngsŏng. The account focuses on travel logistics, observations of cities, landscapes, infrastructure (trains, roads, canals), and brief cultural notes (like the Hitler cult in Germany or the heat in the Indian Ocean). From a historical perspective, the article offers a rare first-person glimpse into international travel routes and conditions in the late 1930s, observations on pre-war Europe (especially Nazi Germany and Soviet Russia), and the colonial context subtly implied by his travel under Japanese auspices (mentioning Japanese embassies, final arrival/disbanding in Tokyo). His somewhat subdued tone, despite his Olympic victory, and the delayed publication also hint at the complex political situation faced by Korean athletes during the colonial period.

**Named Entities**

三千리	삼천리	Samch'ŏlli
伯林	백림	Berlin
孫基禎	손기정	Son Ki-chŏng
滿洲里	만주리	Manjuri
京城	경성	Kyŏngsŏng
新義州	신의주	Sinŭiju
安東縣	안동현	Andonghyŏn
奉天	봉천	Pongch'ŏn (Fengtian/Mukden)
北陵	북릉	North Tomb (Beiling)
合爾賓	합이빈	Harbin
新京	신경	Sin'gyŏng (Xinjing/Changchun)
滿蘇	만소	Manchu-Soviet
西伯利亞	서백리아	Siberia
露西亞	노서아	Russia
朝鮮	조선	Chosŏn (Korea)
옴스크	옴스크	Omsk
京釜線	경부선	Kyŏngbu Line
京義線	경의선	Kyŏngŭi Line
莫斯科	모스코	Moscow
쏘비엣 露西亞	소비에트 노서아	Soviet Russia
구레무린 궁전	구레믈린 궁전	Kremlin Palace
赤廣場	적광장	Red Square
波蘭	파란	Poland
蘇波	소파	Soviet-Polish
왈소-	왈소	Warsaw
히틀러	히틀러	Hitler
丁抹	정말	Tongmak (Denmark)
코벤하-겐	코펜하겐	Copenhagen
漢堡	함포	Hamburg
파리	파리	Paris
日佛	일불	Japan-France
카레港	칼레항	Port of Calais
도-바 해협	도버 해협	Dover Strait
英吉利	영길리	Yŏnggilli (England)
도-바항	도버항	Port of Dover
倫敦	윤돈	Yŏndon (London)
0스河	템스강	River Thames (original likely typo for 템스)
倫敦탑	윤돈탑	Tower of London
국회의사당	국회의사당	Houses of Parliament
웨드민니스타 사원	웨스트민스터 사원	Westminster Abbey
歐羅巴	구라파	Europe
이태리	이태리	Italy
佛利	불이	Franco-Italian
토리노-	토리노	Turin
羅馬	나마	Roma (Rome)
나포리	나폴리	Naples
봄페이	폼페이	Pompeii
印度洋	인도양	Indian Ocean
埃及	애급	Egypt
뽀-드, 사이드	포트사이드	Port Said
스에즈 운하	수에즈 운하	Suez Canal
스에즈	수에즈	Suez
紅海	홍해	Red Sea
아덴	아덴	Aden
인도	인도	India
孟買	맹매	Mongmae (Mumbai)
코롬보	콜롬보	Colombo
싱가폴	싱가폴	Singapore
香港	향항	Hong Kong
上海	상해	Shanghai
長崎	나가사키	Nagasaki
神戶	신호	Kobe
東京	동경	Tokyo

**Glossary**

밧은	받은	Received (older spelling of 받은)
놉고	높고	High/Renowned (older spelling of 높고)
안햇슬뿐더러	않았을뿐더러	Not only did not... (older spelling/form)
잇서	있어	Being/Existing (older spelling of 있어)
함니다	합니다	Do/Am (polite ending, older spelling)
직혀	지켜	Keep/Protect (older spelling of 지켜)
하든	하던	Used to do / Which was done (older spelling of 하던)
드릴가	드릴까	Shall I give/offer? (older spelling)
적사옴을	적사옵니다	I write (humble form, older spelling/contraction)
올낫다	올랐다	Ascended/Boarded (older spelling of 올랐다)
胸裡	흉리	In the heart/chest
압흘	앞을	The front / Forward (older spelling of 앞을)
떠낫노라	떠났노라	I departed (declarative, slightly archaic/poetic form)
어리우는	어리우는	Pooling/Gathering (as in moonlight)
맛나고	만나고	Meeting (older spelling of 만나고)
닛게	잊게	To make forget
늣기엇다	느끼었다	Felt (older spelling of 느꼈다)
조곰	조금	A little (older spelling of 조금)
너머서	넘어서	Crossing over (older spelling)
드러갓다	들어갔다	Entered (older spelling)
놀날	놀랄	To be surprised (older spelling of 놀랄)
밧게	밖에	Except for / Only
안으나	않으나	Although not
긔막혓다	기가 막혔다	Was dumbfounded/appalled
엇든	어떤	Some / Certain (older spelling)
가질너	가지러	To get/fetch (older spelling of 가지러)
납어서	나빠서	Being bad/poor (older spelling of 나빠서)
만헛다	많았다	Were many (older spelling of 많았다)
불야랴	불리랴	Would be called
만치	만큼	As much as / Being the...
걸니더라	걸리더라	Caught my eye / Was noticeable
끗마친	끝마친	Finished
드러가기로	들어가기로	Decided to enter (older spelling of 들어가기로)
조곰치도	조금치도	Not even a little bit
되여	되어	Becoming / Being (older spelling)
키네마舘	키네마관	Cinema Hall (Kinema-kan, older term)
되엿다	되었다	Became (older spelling)
버서버리고	벗어버리고	Taking off completely / Casting off
움지기듯	움직이듯	As if moving
너르고	넓고	Wide/Spacious (older spelling of 넓고)
것고	걷고	Walking (older spelling of 걷고)
헤려하는	헤아려하는	Trying to count/consider
부름은	부름은	Calling / The call (Here likely means 'the calling out of')
놉히	높이	Highly / Aloft (older spelling)
끗내고	끝내고	Finishing (older spelling)
고처	고쳐	Again / Fixing (here means 'again' or 'retracing')
만흔	많은	Many (older spelling of 많은)
이약이하고	이야기하고	Telling / Narrating (older spelling)
기원	기원	AD/CE (Anno Domini)
거지반	거의 반	Almost half / Nearly all
남기여	남기어	Leaving behind / Remaining (older spelling)
하로밤	하룻밤	One night
밝힌	밝힌	Spent (the night) / Lit up
엿기	얕기	Being shallow (older spelling of 얕기)
기록햇는데	기록했는데	Recorded / Wrote down (older spelling)


---------------------------


잡지명	삼천리 제9권 제4호
발행일	1937년 05월 01일
기사제목	伯林遠征記
필자	孫基禎
기사형태	회고·수기

伯林遠征記
						孫基禎
전 세계 53개국의 청년 건아를 물리치고 올림픽의 榮冠을 밧은 孫군-그 일홈은 너무도 놉고 그 공로는 너무도 크다. 그러컨만 겸손한 그는 불멸의 자기의 그 일홈을 사회에 드러 내노키를 즐겨하지 안햇슬뿐더러 또한 여러 가지 사정이 둘러싸여 잇서 伯林 遠征의 그 수기조차여 發表됨이 없었다. 이제 半歲를 지낸 오늘에야 그 심경과 紀行을 하는 이 一文 또한 史的 기록의 草一片이 될진저 반세의 침묵을 께트린 이 수기.

「삼천리」의 친애하는 여러분 앞에, 벌서부터 말슴드릴 기회를 기대하고 있었으나 여러 가지 사정으로 금일까지 침묵을 직혀 오옵다가 이제 작년 올림픽으로 伯林까지 征還하든 때의 여행기나마 草하여 드릴가 함니다. 다른 날 所懷를 말슴키로 하고 여기서는 다만 기억에 남아있는 객지 기행을 그것도 간단하게 적사옴을 양해하여 주옵소서.

한양아 잘 잇거라 - 滿洲里의 국경 풍경

그것이 6월 4일이엇다. 나는 그 날 오후 3시 여러 선생과 사회 인사 다수의 성대한 餞別을 밧으면서 먼 먼 伯林行의 길에 올낫다.
京城 출발시에 내 胸裡에 오르내리는 감회와 눈물 겨운 감격 밧은 일이 한 두가지 아니었으나 압흘 재촉하는 記述인지라, 뒷날 쓰기로 略하고 그저 「북으로 북으로 심장을 고동시키며 떠낫노라」하고저 한다. 그날 밤 열 한 시 가로수에 早夏의 금음 달빗이 어리우는 것을 보면서 내 고향 新義州에 당도햇다. 기차 관계상 나는 그냥 安東縣까지 가서 차에 내리니 거기서 정거장까지 餞送으로 나온 가족과 동무들을 맛나고 그 이듬날 아츰 奉天에 하차하여  市街와 北陵 등을 구경한 뒤 다시 合爾賓으로 향하엿다. 도중 新京에서 성대한 환영이 있었다. 이리하야 각지의 환영은 여행의 피로를 닛게 하는데 큰 효과가 있었다. 그리고 그럴 때마다 오직 우리들은 책임이 중한 것을 통절히 늣기엇다.
合爾賓서 1박하고, 연습을 조곰 하고 난 뒤 다시 滿洲里에 향하엿다. 沿線에는 점점을 찍은 듯한 조고만 산들이 보이고 사막도 處處에 보이고 있었다. 기차가 滿洲里에 갓가워 감에 따라 국경 기분이 차츰 농후하여왓다. 기차에는 수비병이 동승하고 밤에는 카-덴을 모다 내리엿다. 滿洲里에 도착하기는 9일 아츰이엇다. 여관에 少憩한 뒤 우리들은 시외에 나가서 연습을 하엿는데 그 때 감상은 더 말할 수 없었다. 겨우 數哩를 隔하여 滿蘇 양국이 대치하고 있는 것은 이상한 늣김을 주더라. 더욱 白系 露人들은 고국을 목전에 보면서 도라가지 못하는 터이라 한다.

婦人 노동자가 다수-철로 수선하는 西伯利亞

9일 밤 滿洲里에서 국경을 너머서 西伯利亞에 드러갓다. 露西亞의 기차는 滿洲里까지 오기로 되었으나. 국경 세관의 검사는 실로 엄중하엿다.
이로부터 5일간 西伯利亞 평원을 횡단하는 단조스러운 여행이 계속되는데 茫漠한 평원이 한없이 계속되고 있는 삼림은 오직 놀날 밧게 도리가 없었다. 處處에 있는 대도시의 외에는 沿線에는 그리 많이 민가가 보이지 안으나 풀밧헤는 도처에 소, 말, 양떼들이 있었다. 철도는 조선 것보다 몹시 廣軌로, 규모도 컷스나 시간을 잘 직혀주지 안는데는 긔막혓다. 엇든 데서는 30분도 정차하는 까닭에 플랫트홈에 내려 연습할 수 있었다.
냉수를 먹을 수 없음으로 기차가 정거장에 도착되기를 기다려 큰 병에다가 茶 물 가질너 가든 모양은 몹시 珍妙하엿섯다.
이러케 시간을 잘 직힐 수 없었음은 선로가 납어서 생각대로 속력을 낼 수 없었든 관계라고 한다. 또 西伯利亞 철도에는 객차는 적고 일반으로 화물차가 많었다. 「옴스크」를 지낸 것은 12일 오후 두 시었다. 역시 가도 가도 大西伯利亞의 無人地境같은 광막한 평야뿐으로 조선의 京釜, 京義線가치 산이라고 불야랴 볼 수 없었다.
철도 沿線에는 다수한 노동자가 일하는 것이 보엿는데 그중에도 부녀자가 철로 레-루 수선을 하고 있는 모양에는 오직 놀낫다.

莫斯科 구경-그로부터 戰地伯林으로

14일 밤 莫斯科에 도착, 車室에서 1박하고 翌朝 대사관을 차저 안내를 청하여 시가 구경을 하엿다. 모스코는 쏘비엣 露西亞의 수도이니만치 여러 가지의 근대적 설비가 훌륭이 되어 있었다. 대건축과 도로의 완비에는 더욱 놀나게 하엿다. 구레무린 궁전, 각종의 사원 소문에 듯든 赤廣場 등 모다 장대한 것이엇다.
공원에 草花로써 이 나라 정치가의 얼골을 만들고 있는 것은 더욱 눈에 걸니더라. 오후 11시에 莫斯科를 출발하여 波蘭으로 향하엿다. 蘇波 국경은 翌 16일 정오에 통과하엿는데 역시 엄중한 검사를 하엿다. 波蘭의 首府 「왈소-」에 도착하기는 그날 오후 8시엇다. 약 2시간 자동차를 타고 대강 구경을 끗마친 뒤 정작 戰地인 伯林으로 향하야 우리들은 긴장하여지는 가슴을 안은 채로 떠낫다.

대통령에 대한 숭배열-수만 군중이 如狂如醉

波蘭과 독일의 국경을 꿈 속에 지내고 이듬날 날이 밝으니 17일 아츰 아홉 시 끗끗내 伯林에 도착<18> 대사관의 안내로 곳 여관에 드러갓다. 코-스의 실지 답사, 시가 구경 등으로 수일을 지내고, 6월 21일에 아조 올림픽촌에 드러가기로 작정이 되엿다.
목적지에 도착하여보니까 대회에 대한 일말의 불안의 念이 더 커가며 조곰치도 안정이 되지 안어서 시가 구경도 잘 하여낼 수 없었다. 올림픽촌은 실로 유쾌한 곳이었다. 연습장(4백 米)를 위시하여 키네마舘 목욕장 등이 완비되어 있고 외국 선수와의 쾌활한 교제 등으로 모다 유쾌한 일 뿐이엇다. 더구나 숙사는 뒷날 병영용으로서 이번에 신축한 것인 모양으로 매우 편리하엿다. 이리하야 올림픽촌의 유쾌한 생활에 습관되어나서 이제는 조곰씩 연습을 행하는 것이 일과가 되엿다. 伯林으로부터 올림픽촌까지 뻐스로 40분이 걸린다.
거기에서 伯林까지 와서 當分 緣을 끈코 이 촌에 드려 잠기어 다만 대회를 기다리기로 하엿다. 8월 1일 개회식, 9일 마라손, 16일 폐회식 등과 대회 푸로그람은 순조로 진행되었으나 대회에 대하여는 이미 신문 영화 등에 의하야 상세히 보도되었을 것임으로 여기서는 略한다.
마라손이 다 끗난 뒤 겨우 重荷를 버서버리고 난 듯한 기분이 나서 伯林 시가로 천천히 구경할 수 있었다. 모든 것이 국가 통제의 하에 마치 한 개의 기계가 움지기듯 움지기고 있는 것은 아마 독일의 일대 특색이라고 생각한다. 도시의 설비도 이를 잘 표현하고 있었다.
시가지 곳곳마다 너르고 대규모의 공원이 설시되어 있고 도로의 설비는 가장 규칙이 정확하여서 모다 보행차, 말탄 이, 자동차, 마차, 전차가 모다 各異한 길을 것고 잇는 것은 실로 이상적이엇다. 또 오후 7시가 되면 모든 상점이 모다 문을 다치고 휴업하는 것도 他處에서는 보기 드문 일이었다. 독일의 특색으로 더 한 가지 헤려하는 것은 국민간에 히틀러 총통의 숭배열이 왕성한 것이라.
개인간의 인사에도 「하일 히틀러」을 부름은 물론, 스타지암에 히틀러가 한 번 나타나면 실로 굉장하다. 장내를 덥고 있는 수만의 군중이 오른편 손을 놉히 들어 콘 소리로 「하일, 힛틀러-」를 부르는 것은 실로 장관이엇다.

丁抹서 대항경기하다-비행기를 타고, 구름 속을 날아

