Magazine Title: 동광 제2호
Publication Date: 1926년 06월 01일
Article Title: 無情한 사회와 有情한 사회 (情誼敦修의 의의와 요소) (Heartless Society and Warm-hearted Society (The Meaning and Elements of Cultivating Affection and Friendship))
Author: 섬메 (Sŏmme)
Article Type: 논설 (Editorial/Essay)

A Heartless Society and a Warm-hearted Society
						Sŏmme

A problem related to the life and death of the Korean people—let's make the heartless society of Chosŏn warm-hearted, and with warm-heartedness, raise up Chosŏn which has collapsed due to heartlessness. A problem that seems easy yet is difficult, that seems shallow yet is deep.

The Meaning of Cultivating Affection and Friendship (情誼 敦修)
Affection and friendship (情誼) is the combination of intimacy and sympathy. Intimacy means a mother looking at her son and loving him dearly with affection; sympathy means a mother feeling the suffering and joy her son experiences as if she were experiencing them herself. And cultivation (敦修) means making existing affection and friendship grow larger, more abundant, and deeper. In other words, it means studying and practicing intimacy and sympathy, striving to become proficient in these.

The Relationship Between Affection and Friendship and Society
Among the unfortunate and pitiful people in humankind, the most unfortunate and pitiful are those living in a heartless society; among the fortunate and blessed, the most fortunate and blessed are those living in a warm-hearted society. If there is affection and friendship in society, there is harmony (和氣); if there is harmony, there is interest; if there is interest, there is activity and courage.
A warm-hearted society is like receiving sunlight and rain and dew, like being in a flower garden; not only is there no suffering there, but all affairs prosper (振興). Because there is interest, courage arises, development occurs, and the resources for comfort and joy emerge.
In contrast, a heartless society is like a large field of thorns, with suffering all around, making people hate society. To use another analogy, it is like a cold, bleak wind, with only fear and sorrow, lacking interest; the result is mere contraction, only oppression (壓世), lack of courage (無勇), and inactivity existing. <29> Society becomes people's enemy; this not only directly causes suffering to people but consequently prevents anything from succeeding.

Pitiful Chosŏn Society
Our Chosŏn society is a heartless society. Although there may be many heartless societies in other countries, our Chosŏn society is the most pitiful. The heartlessness of that society caused the nation to perish. For many centuries, people living in Chosŏn society have lived because they could not die. Since we have lived without knowing the taste of a warm-hearted society, we have the strength to endure the heartlessness of society; however, I think that if someone who lived in another, warm-hearted society were to suddenly enter a heartless society like ours, they would surely die. We are a people who remain indifferent even when facing the issue of the nation's survival. Even in the movements we undertake, if there had been affection and friendship among comrades, the effort would have been much greater. It is only when there is affection and friendship that unity can be achieved and the nation can prosper.
Affection and friendship are originally endowed by Heaven (天賦), but due to the esteem for Confucianism (孔敎), our people learned how to respect others but forgot how to love others. Also, in weddings, funerals, and ancestral rites, people inclined towards empty formalities (虛禮), and there were few deeds done with sincerity (眞情).

The Reality of Our Heartless Society
Please recall the days of your youth. It is natural for affection to arise between people, yet in our society, there is no affection and friendship between parents and children, or between older and younger brothers.
When adults treat young children, they regard them as mere playthings (玩戱物). Thus, to see them cry and laugh, they make them cry and make them laugh. They also frighten children by saying, "A tiger is coming" or "A ghost is coming." Furthermore, the grandparents or parents in the house only engage in scolding (呼令) and <30> beatings, so the children cannot relax for even a moment. Children tremble at the thought of being beaten when they are before their grandfather or father. When I was young, I liked playing in the mountains the most, but even after playing all day, upon returning, I would come back trembling at the thought of being beaten. Then, at the slightest pretext, they would kick you out, saying you did wrong. The sight of a child kicked out of their own father's house, wandering around crying, is truly too heartbreaking to watch. A child who has lived a life full of fear from the cradle, upon escaping the prison of the home and going to school, finds that the schoolteacher also plays the role of a tiger. The child does not go to school because they want to, but because their parents tell them to, so they go reluctantly.
Also, parents-in-law and daughters-in-law, older and younger brothers, all family members are enemies to each other. It is the same between officials and the people. Go to the village (里), the township (面), the county (郡), the province (道). There is no place where a cold wind does not blow. Even more heartbreaking is the heartlessness between men and women. In our homes, if a husband and wife happen to look at each other and smile, a huge crisis erupts. Affection and friendship between men and women were completely severed, making it impossible even to look at each other. Consequently, if a man and a woman were ever to associate, a criminal incident would inevitably occur. This is because the path for proper interaction between men and women is blocked.

The Content of Affectionate Foreign Societies
Now let's turn our eyes for a moment and look at affectionate foreign societies. In their homes, parents never get angry. They give dolls as toys to love, and when putting children to sleep, they hug and kiss them to sleep. At the dinner table, too, children are treated specially. They do not scold them to eat with exasperation as in our homes. Thus, from childhood, they grow up in harmony (和氣) without the slightest fear. Western children are truly more precious than flowers. <31> This is because they grow up in families full of affection. When they go to elementary school, the teachers are all women. This is because women have more affection than men. Since the teacher treats the students kindly, the students follow the teacher eagerly and want to go to school. Therefore, I have never seen Western elementary school students stubbornly refuse to go to school like the children in our country.
Not only in schools but also in ships and trains, and at assembly halls, there is harmony. Those who have worries never appear before others. In churches, there are orchestras and choirs, and also church members gather from time to time, laughing and eating, thereby deepening their affection and friendship (敦睦). In our country's churches, fear abounds. The love of our country's church members is not affection genuinely arising, but rather love stemming from the fear that not doing so is sinful.
They regard affection and friendship as more important than food and clothing. Whether merchants or students, even newspaper-selling children, there is no one without a club. They do this based on the principle that one cannot live without affection and friendship. What is most enviable when visiting countries like America (美國) is that everyone, regardless of the high or low status of their occupation, takes pleasure in it.
In Western society, when a guest comes, they have their daughter or sister greet and entertain them with a smile. Men and women who are to become husband and wife, from the time of their engagement, have intense, passionate love for each other, hugging and liking each other. Since others do not criticize this, they have no fear, only deep affection.
The harmony between men and women is the foundation of social justice, but in our society, by strictly separating men and women, a cold world is ultimately created. Western people grow up in affection and friendship, live in affection and friendship, and die in affection and friendship. Because they have abundant affection and friendship, there is harmony, and consequently, there is interest, so all matters go well.

Let's Study How to Cultivate Affection and Friendship
We must never take this issue of cultivating affection and friendship (情誼 敦修) lightly. If we want to reform our society, we must first create an affectionate society. Perhaps because we inherited heartless blood from our ancestors, we somehow lack warm affection. Therefore, we must undertake the study of cultivating affection and friendship. Only after doing so will we know the true taste of life. Anyone who damages the affection and friendship between us through a single word or deed is our enemy. In the past or present, our compatriots assume that wherever they gather, they inevitably fight. Even when pointing out others' flaws, one should never use words that are unpleasant to hear but should do so with love. Now I will mention a few points to be careful about in cultivating affection and friendship.
1. Do not concern yourself with others' affairs. We often interfere in others' affairs and become meddlesome. If others have faults, we like to expose them. However, we should each attend only to our own affairs and correct only our own faults, never concerning ourselves with others' affairs or faults.
2. Respect individuality (個性). Just as both angular stones and round stones have their uses, we should not criticize others because their personality is different from ours. We should respect each person's individuality and acknowledge their right to maintain their own character. <32>
3. Do not infringe upon freedom (自由). No matter how close comrades are, each individual has their freedom. It is extremely foolish to try to use others as one pleases and then declare they are not comrades because they do not comply. Westerners, even when asking their own children to do something, speak in a way that asks, "Will you?" (Will you?), thus respecting their freedom.
4. Do not seek material dependence (物質的 依賴). Among our relatives and friends, if you don't give money or the like when asked, the relationship breaks down immediately. Therefore, it is best not to seek material dependence from friends, and even if one does, one should not damage the affection and friendship just because one's request is not met.
5. Do not confuse types of affection and friendship (情誼). The affection and friendship between parent and child, husband and wife, friends (親故), and comrades will all be different. Can the affection between parent and child be the same as that between friends? Also, even among the same comrades, there may be closer personal ties (私分). Therefore, one should not criticize someone for loving another more.
6. Firmly uphold trust (信義). Promises made to each other must be kept strictly so that affection and friendship do not crumble. If what was promised is not done as stated, discordant feelings arise. Therefore, firmly upholding trust is one condition for cultivating affection and friendship.
6. Respect etiquette (禮節). People in our country tend to become lax in etiquette once they become somewhat close. Thus, they think that being rude to friends is a sign of mutual intimacy. However, rudeness does not win favor with friends; on the contrary, it causes aversion.

Only These Four Characters: Cultivating Affection and Friendship (情誼敦修)
How patriots (愛國者) are treated also differs between heartless and warm-hearted societies. In our heartless society, only the flaws of patriots are picked out, and when they fall into peril, they are not rescued. But it is not so in a warm-hearted society. Also, if someone donates money to a public interest project (公益事業) but then stops donating more, people do not appreciate what was previously given but instead criticize them. Furthermore, if younger generations (後生) admire and follow a certain senior figure, society condemns them. Where else is there such a heartless society?
In a warm-hearted nation, even gentlemen or ladies who are not young, upon seeing someone encounter misfortune on the street, will disregard their own status and effort and surely rescue them. Here, there is no distinction between high and low status. They will even tear their own good clothes to bandage the wounds of an injured person and nurse them.
The suffering of our people, who lack affection and friendship, is truly worse than hell. The society of Koreans is a field of thorns. There is no pleasure whatsoever. Let us cultivate affection and friendship and live amidst harmony. To repeat, there must be affection and friendship for there to be harmony; there must be harmony for there to be interest; there must be interest for there to be success. Then, whatever task or duty it may be, one will do it because one wants to. Wherever we go, let us live relying solely on these four characters: Cultivating Affection and Friendship (情誼敦修). <33>

**Summary**

The author, Sŏmme, argues that Korean (Chosŏn) society is tragically "heartless" (無情), characterized by cold, hierarchical relationships within families, schools, and society at large, lacking genuine affection (情誼). This societal deficiency, influenced negatively by empty Confucian formalities and gender segregation, is blamed for national weakness and suffering, contrasting sharply with the perceived warmth, harmony, and vitality of "Western" societies. The author urges Koreans to actively "cultivate affection and friendship" (情誼敦修) through conscious effort and specific practices—respecting individuality and freedom, avoiding meddling and material dependence, upholding trust, and maintaining etiquette—believing this cultivation is essential for social harmony, individual fulfillment, national unity, and revival. From a historical perspective, the article is significant as it reflects a common trend of self-critique among Korean intellectuals during the colonial era, attributing national failings partly to internal social issues rather than solely external oppression. It showcases an idealization of certain Western social norms (particularly regarding family, education, and social interaction) as a model for modernization and national strengthening, while also providing valuable insights into contemporary perceptions of Korean family dynamics, social interactions, and the desired path towards a more cohesive national community.

**Named Entities**

Original Form	Hangul	English Translation or Romanization
조선	조선	Chosŏn
孔敎	공교	Confucianism
美國	미국	America
서양	서양	The West

**Glossary**

Original Word	Standard Hangul	English Meaning/Explanation
無情	무정	Heartless, unfeeling, cold
有情	유정	Warm-hearted, affectionate, feeling
情誼	정의	Affection and friendship, fellow-feeling, warmth between people
敦修	돈수	To cultivate, strengthen, deepen (often used with virtues or relationships)
의의	의의	Meaning, significance
요소	요소	Element, factor
사활	사활	Life and death, survival
여튼 듯	얕은 듯	Seeming shallow (older spelling of 얕은)
기픈	깊은	Deep (older spelling)
친애	친애	Intimacy, affection (esp. familial)
동정	동정	Sympathy, compassion
녀김이외다	여김입니다	Is regarded as, is considered (older spelling/form of 여기다 + 입니다)
커지게	커지게	To become bigger
만하지게	많아지게	To become more numerous/abundant (older spelling of 많아지게)
두터워지게	두터워지게	To become thicker/deeper (for relationships)
잇는	있는	Existing (older spelling)
잇스면	있으면	If there is (older spelling)
和氣	화기	Harmony, concord, harmonious atmosphere
업슬뿐더러	없을뿐더러	Not only is there no... (older spelling of 없을 뿐더러)
만사	만사	All affairs, everything
振興	진흥	Prosperity, promotion, development
니러남니다	일어납니다	Arises, occurs (older spelling/form of 일어나다 +ㅂ니다)
가시밧	가시밭	Thorn field/patch
업스매	없으매	Because there is no... (older literary form)
수축	수축	Contraction, shrinkage
壓世	압세	Oppression (less common term)
無勇	무용	Lack of courage, cowardice
딸아서	따라서	Consequently, therefore (older spelling)
안됨니다	안됩니다	Does not work, fails, is not possible (older spelling)
만켓지마는	많겠지만은	Although there may be many (older spelling)
망케하엿슴니다	망하게 하였습니다	Caused to perish/ruin (older spelling/form)
살아 왓슴니다	살아 왔습니다	Have lived (older spelling/form)
견대는	견디는	Enduring (older spelling of 견디는)
잇거니와	있거니와	While there is..., although there is...
一朝에	일조에	Suddenly, in a single day
가튼	같은	Like, same as (older spelling)
말리라고	말 것이라고	Will surely... (future ending + emphasis particle + quotative)
아페	앞에	In front of, before (older spelling)
잇섯던들	있었던들	If there had been (older conditional form)
만핫겟슴니다	많았겠습니다	Would have been much/many (older spelling/form)
天賦	천부	Heaven-sent, innate, natural endowment
숭상	숭상	Esteem, reverence, worship
이저 버렷슴니다	잊어버렸습니다	Forgot (older spelling/form)
婚	혼	Marriage, wedding
喪	상	Funeral rites, mourning
허례	허례	Empty formalities, vain etiquette
진정	진정	Sincerity, true heart/feelings
업섯습니다	없었습니다	There was not (older spelling/form)
보서요	보세요	Please look/see (older polite command form)
업슴니다	없습니다	There is not (older spelling/form)
玩戱物	완희물	Plaything, toy (Hanja word)
울려도 보고	울려도 보고	Making (someone) cry and seeing (the reaction)
놀래게 함니다	놀라게 합니다	Makes (someone) surprised/frightened (older spelling of 놀라게)
게신	계신	Being (honorific, older spelling of 계신)
호령	호령	Scolding command, roar, bellow
매 따리기로만	매 때리기로만	Only with beatings (older form of 때리다)
아희들은	아이들은	Children (older form of 아이)
맘을 펴지	마음을 펴지	Cannot relax, cannot feel at ease (lit. spread one's mind)
마즐	맞을	To be beaten (older spelling of 맞을)
잇서서는	있어서는	When being (in a place/situation) (older form)
어려슬 때에	어렸을 때에	When young (older spelling)
조와하엿는데	좋아하였는데	Liked (older spelling/form of 좋아하다)
돌아올	돌아올	When returning
쫏슴니다	쫓습니다	Chases out, expels (older spelling of 쫓다)
아비의	아버지의	Father's (older/colloquial form)
쫏겨나서	쫓겨나서	Being chased out (older spelling)
단니는	다니는	Wandering, going about (older spelling of 다니는)
긔가 막혀	기가 막혀	Being dumbfounded, appalled, breathless (older spelling)
이가티	이같이	Like this (older spelling)
강보	강보	Swaddling clothes, infancy
벗어나서	벗어나서	Escaping from
훈장	훈장	Teacher (esp. in traditional village school, 서당)
시퍼서	싶어서	Wanting to (older spelling of 싶어서)
마지 못해서	마지 못해서	Reluctantly, having no choice
싀부모	시부모	Parents-in-law (older spelling)
며누리	며느리	Daughter-in-law (older spelling)
어대서던지	어디서든지	Wherever, anywhere (older spelling)
긔막히는	기막히는	Appalling, shocking, breathtaking (older spelling)
끈허져	끊어져	Being severed, cut off (older spelling of 끊어져)
사괴는	사귀는	Associating with, befriending (older spelling)
까닭이외다	까닭입니다	Is the reason (older form)
작란감	장난감	Toy (older spelling of 장난감)
차리라	차라리	Rather, preferably
안꼬	안고	Holding, hugging (older spelling)
키쓰하고	키스하고	Kissing (loanword adaptation)
재움니다	재웁니다	Puts to sleep (older polite form of 재우다)
역정써서	역정내서	Getting angry, showing irritation
조곰도	조금도	Not even a little (older spelling)
꼿보다	꽃보다	Than flowers (older spelling)
자라난	자라난	Grown up
만흠이요	많음이요	Because there is much/many (older nominalized form + copula)
몹시	몹시	Very, extremely
딸으고	따르고	Following (older spelling)
실타고	싫다고	Saying one dislikes (older spelling)
억지쓰는	억지쓰는	Being stubborn, insisting unreasonably
선차	선차	Ship and vehicle (train/car)
낫서지	나서지	Does not step forward, does not appear (older spelling of 나서다)
예배당	예배당	Church, chapel
성악대	성악대	Choir (vocal music group)
교우	교우	Church members, fellow believers
敦睦히	돈목히	Harmoniously, amicably
가득하외다	가득합니다	Is full (older form)
그러지 안으면	그러지 않으면	If not so, otherwise
구락부	구락부	Club (loanword adaptation from Japanese クラブ kurabu)
주지	주지	Principle, main point, tenet
업의	업의	Occupation's, work's
누의	누이	Sister (esp. older sister of a male)
열정적의	열정적인	Passionate (older form using 의)
조하함니다	좋아합니다	Likes (older spelling/form)
흠하지	흠하지	Does not criticize, find fault with
차듸찬	차디찬	Very cold, icy (older emphatic form)
일우고 맘니다	이루고 맙니다	Ends up creating/achieving (older spelling of 이루다)
ꮀ€ 만흠으로	만큼으로	(This seems like a typo/corruption in the original - likely '만흠으로' meaning 'because it is much/abundant')
개조하자면	개조하려면	If one intends to reform/remodel
바닷기	받았기	Because (we) received (older spelling of 받다)
아무래도	아무래도	Somehow, no matter what
일언일동	일언일동	Every word and action
싸호는	싸우는	Fighting (older spelling)
듯기 실흔	듣기 싫은	Unpleasant to hear (older spelling of 싫은)
몃 가지	몇 가지	Several kinds/points (older spelling of 몇)
개의치 말라	개의치 말라	Do not mind, do not concern yourself with
주제넘게	주제넘게	Presumptuously, meddlesomely
허물	허물	Fault, flaw, defect
적발하기를	적발하기를	To expose, uncover
자긔	자기	Oneself (older spelling)
모진 돌	모진 돌	Angular stone
씨우는	쓰이는	Being used (older spelling of 쓰이다)
장처	장처	Strong point, merit (older spelling of 장점)
안타하여	않다 하여	Saying it is not... (older spelling of 않다)
시인할	시인할	To acknowledge, admit
아모리	아무리	No matter how (older spelling)
듯지 안는다고	듣지 않는다고	Saying (someone) doesn't listen/obey (older spelling)
틀님니다	틀립니다	Becomes estranged, breaks down (relationship) (older spelling/form of 틀어지다)
아니함이 가하고	아니함이 가하고	It is advisable not to do... (older phrasing)
설혹	설혹	Even if, supposing that
사분	사분	Personal connection/tie (often implies closeness)
확수하여라	확수하여라	Firmly uphold/keep (imperative)
문허지지	무너지지	Does not collapse/crumble (older spelling of 무너지다)
안하면	안 하면	If one does not do
齟齬한	저어한	Disagreeable, discordant, awkward (Hanja word)
문란하여짐니다	문란하여집니다	Becomes disordered/lax
돌이혀혀	도리어	On the contrary, rather (repeated '혀' likely typo for emphasis or error)
염증	염증	Aversion, disgust, loathing (lit. inflammation)
애국자	애국자	Patriot
결우	결우	Treatment, reception (less common term)
흠점	흠점	Flaw, defect, weak point
집어내다가	집어내다가	Picking out, pointing out
위난	위난	Peril, danger, crisis
구원치	구원치	Does not rescue/save (older negative form)
아니함니다	아니합니다	Does not do (older form)
공익사업	공익사업	Public interest project/enterprise
안코	않고	Does not...and (older spelling)
후생	후생	Younger generation, posterity
숭배하여	숭배하여	Admiring, revering
욕함니다	욕합니다	Curses, insults, criticizes harshly
잇슴니까	있습니까	Is there? (older spelling/form)
점지 안흔	점지 않은	Not young (older form of 젊지 않은)
노상에서	노상에서	On the street
환난	환난	Hardship, calamity, misfortune
체면	체면	Face, honor, dignity
기어히	기어이	By all means, surely, inevitably
줌니다	줍니다	Gives (older form)
귀천	귀천	High and low birth/status
별	별	Distinction, difference
찌저서라도	찢어서라도	Even by tearing (older spelling of 찢다)
싸매주고	싸매주고	Bandaging up
간호하여	간호하여	Nursing, caring for
아모	아무	Any (older spelling)
쾌락	쾌락	Pleasure, enjoyment
그러야	그래야	Only then, only in that way (older spelling)


---------------------------


잡지명	동광 제2호
발행일	1926년 06월 01일
기사제목	無情한 사회와 有情한 사회 (情誼敦修의 의의와 요소)
필자	섬메
기사형태	논설

無情한 사회와 有情한 사회
						섬메
조선민족의 사활에 관계되는 문제-無情한 조선의 사회를 有情하게 만들어 無情으로 꺽굴어진 조선을 有情으로 다시 이르키자-. 쉬운 듯 하면서 어려운, 관계가 여튼 듯 하면서 기픈 문제.

情誼 敦修의 의의
