Magazine Title: 삼천리 제6권 제9호
Publication Date: 1934-09-01
Article Title: 百貨店·連鎖店에 對抗策, (-小賣商人이여 專門商되라-) (Countermeasures Against Department Stores and Chain Stores, (-Retail Merchants, Become Specialized Merchants!-))
Author: 崔楠
Article Type: 논설 (Editorial)

Countermeasures Against Department Stores and Chain Stores,
						Ch'oe Nam

The General Trend of Department Stores
Seoul has a population of 300,000. How many department stores are there in the capital city of Seoul where 300,000 people live? There are five: Hwasin in Pukch'on, and Mitsukoshi, Chōjiya, Minakai, and Hirata in Namch'on.
Looking at this phenomenon, I believe there are too many department stores in Seoul. To say there are too many implies a concern that business will not go well. If consumption is low and stores must be maintained on a large scale, the business calculations inevitably become a headache, and there is a danger that some among them cannot avoid falling into misfortune.
According to experts' observations, there should be one department store per 100,000 people. That is, in principle, one shouldn't even think of opening a department store unless it's in a city with at least 100,000 residents; a department store cannot survive without embracing a consumer base of at least 100,000.
However, with five stores for 300,000 people, doesn't that mean barely 60,000 people per department store? On top of this consumer base corresponding to only 60%, there are several powerful purchasing cooperatives within the Government-General, the Telegraph and Telephone Bureau, the Railway Bureau, banks, and companies, possessing considerable available funds. Thus, the customer ratio for department stores is bound to decrease further.
I have visited Ōsaka and Tōkyō several times for research purposes during the era of the former Tōa Department Store. Currently, Ōsaka has eight department stores. The population of Ōsaka city is 3 million (Note: This seems like a typo in the original text, Ōsaka's population was closer to 2.8 million in 1934, but the text says 30萬 which is 300,000, yet calculates as if 3 million. The subsequent calculation 400萬/8 = 50萬 suggests the base population was intended to be much larger, perhaps including surrounding areas or the daytime population was meant to be added differently. The text explicitly says 大阪市 30萬, then 流動人口 100萬 -> 結局 400萬. This is internally inconsistent. Let's assume the author meant 3 million fixed + 1 million fluid = 4 million total), and there is a floating population of 1 million that comes in from the suburbs and surrounding areas during the day, making a total of 4 million people for eight stores. That amounts to 500,000 customers per store. Isn't that eight times larger than Seoul? <146>
And what about Tōkyō? It has a fixed population of 4 million and a daytime floating population of 2 million coming from outside the city, totaling 6 million people. For this population, there are nine stores, including Mitsukoshi, Matsuzakaya, Daimaru Shirakiya, Takashimaya, etc. This is also a ratio of almost one store per 700,000 people.
Moreover, how can the consumption level of Tōkyō and Ōsaka citizens be compared to that of the poor citizens of Seoul? Yet, even for the renowned department stores that handle tens of thousands of customers daily with huge capital, I haven't seen any paying dividends exceeding 12%. Doesn't this prove how difficult their management is?
Currently, Korea is experiencing a department store fever. In P'yŏngyang, with a population of 150,000, there is already a Chōjiya and a Minakai, and in addition, Mr. Kim Ŭng-su's P'yŏngan Department Store has opened on Namdaemun Street. Also in Taegu, with barely 100,000 people, a Minakai is preparing to open, and another department store, whatever its name is, already exists.
It is presumed that even after this, people who haven't found success as small retailers will change their business strategy and advance into department store management, seeking out cities with populations of even just 40,000 or 50,000. However, as I mentioned earlier, I consider department store management in small cities to be perilous.

There are too many
According to my estimation, the daily sales of general merchandise in the Korean merchant district of Pukch'on, Seoul, amount to around 12,000 wŏn. Half of this, approximately 6,000 wŏn, is the amount sold at Hwasin Department Store, and the remainder is likely sold at a few small retail stores like Tŏgyŏng or Tōa Women's Store, and others. According to what I hear, XX (likely Hwasin) has minimum daily sales of 3,000 wŏn and maximum sales of 12,000 wŏn, so the average cannot but be set at 6,000 wŏn.
However, the current phenomenon in the business world is that sourcing locations are obvious, making it impossible to reap exorbitant profits. Will general merchandise yield a profit of 10% to 20%? Even assuming daily sales of 6,000 wŏn, resulting in monthly sales of 180,000 wŏn, taking a 12% profit amounts to only slightly over 20,000 wŏn. After paying the salaries of several dozen employees, electricity bills, water bills, and rent, what surplus could there be? If this is the situation in Seoul's department store world, it's questionable how much a department store opened in a small rural town could develop. <147>
Even looking at the United States, where department stores are said to be most developed, stores like Gimbel's (긴벨) may have sold over 100 million dollars annually, but their net profit decreased year by year. In 1925, the net profit was 1.4%, but by 1928, it was merely 0.7%, and recently, due to the recession, things are reportedly even worse. It is said that several large department stores have already closed down in Shanghai.
However, from the perspective of small retailers, the existence of department stores cannot but be a major headache. Existing customers are snatched away by department stores, and moreover, floating customers coming up from the countryside are mostly captured by department stores. Firstly, department stores have splendid storefronts that attract public attention. Secondly, they have the intangible credit of a fixed price system (正札制度), allowing customers to buy goods with peace of mind. Thirdly, since hundreds or thousands of items are all available in one place, it is convenient, so people naturally gravitate there.
At this point, small retailers cannot help but cry out in distress. Before us, small and medium-sized merchants in Tōkyō went through painstaking efforts several years ago to counter department stores. This happened in the summer of 1931 (Shōwa 6). Small and medium merchants formed the Tōkyō Store Association Alliance (東京商店會聯盟) and tried implementing various ideas. First, they tried joint purchasing (共同仕入) to bring in goods at low prices. Second, they coordinated advertising and promotion together. They even considered jointly owning automobiles for convenient delivery of goods to customers. They racked their brains for all sorts of strategies, but in the end, most ended in failure. The unity of small retailers is easier said than done; in reality, it doesn't work well. Opposing large capital through the power of unity is a fine idea, but when this happens, department stores resort to unfair price-cutting policies, even selling below cost, to suppress small retailers. There's no way to withstand this. And small retailers cannot engage in reckless selling like department stores, because doing so would inevitably lead to bankruptcy.

Difficulty in Uniting Small Retailers
At this time, I recall a fact from my own practical experience. I was originally a bank clerk earning about 100 wŏn per month as a salaryman. Then, I turned my attention to general merchandise. Looking at the Seoul business world at that time, for an item worth 3 wŏn, merchants would quote 10 wŏn or 5 wŏn depending on the customer. The quoted price was the price. Customers routinely haggled. So, if you haggled well, you could buy a 3 wŏn item for 3 wŏn, or even below cost at 2 wŏn 40 or 50 chŏn. If you couldn't haggle well, <148> you might end up buying it for 7, 8, or even 10 wŏn. There was so much 'enuri' (haggling margin), customers couldn't gauge the price and felt uneasy. What I thought of then was the fixed price system (正札制度). I decided to try doing business by stabilizing prices first by attaching fixed price tags, and opened a small store called Tŏkwŏn Store (德元商店). So I attached fixed price tags adding about 10% to the cost price, but customers hardly came in. Therefore, besides trying to purchase goods cheaply, I attached fixed price tags showing the actual purchase cost. Only then did sales reach 600 wŏn per month. Store expenses were covered by taking 70 wŏn from my monthly salary of 100 wŏn, after setting aside 30 wŏn for living expenses. After a year, the final accounts showed a loss of over 500 wŏn. This loss was due to theft (物品을 도적마즌 것); if not for shoplifting by customers and employees ('manbiki' 万引き), there would be no reason for my business, which sold items at cost, to incur losses. Speaking of 'manbiki' (万引き), the biggest headache for department stores is this 'manbiki'. That's why the trend in Tōkyō and Ōsaka is to hire university graduates with high education levels who don't engage in petty theft as store clerks.
Anyway, after this, the next thing I thought of was the need to purchase goods more cheaply, so I went to Ōsaka. At that time, no Seoul merchant sourced goods directly. Everyone bought wholesale from merchants in Chunggogae (즌고개). To set up a purchasing department in Ōsaka required monthly expenses of 500 wŏn: 100 wŏn for store rent, 50 wŏn for one employee's salary, 200 wŏn for entertainment expenses, and 50 wŏn for communication and miscellaneous costs. However, even with these annual expenses of 6,000 wŏn, because sourcing became so much better, the year-end accounts showed a profit of 4,000 wŏn.
Since things were going this way, I decided to expand the scale, opening 4 or 5 small branches in places like Chongno and Tongdaemun, and later established the Tōa Women's Store (東亞婦人商會), even opening branches in 7 or 8 regional locations such as Taegu, Kwangju, and Sunch'ŏn.
At that time in Seoul, besides my Tŏkwŏn Store system, there were 5 or 6 other general merchandise stores. These 5 or 6 stores formed a Small Retailers' Alliance (小賣商聯盟) aimed at competing against Tŏkwŏn. Of course, they excluded us. So, this small retailers' group decided to collect 50 wŏn each month, and after a year, use that money to establish a joint purchasing department in Ōsaka for joint purchasing. However, even collecting that money didn't go well.
Just then, Emperor Sunjong (純宗) passed away at Ch'angdŏk Palace (昌德宮), and hundreds of thousands of people gathered in Seoul for the state funeral (因山). For the funeral day procession, merchants decided to participate in large numbers, but participation was only allowed under the name of organizations like the Fabric Merchants' Association (布木商組合) or the Small Retailers' Association (小賣商組合). Since they didn't let me join the Small Retailers' Association, the employees of our Tŏkwŏn Store and Tōa Women's Store couldn't participate in the honor of the procession.<149> The employees' dissatisfaction was truly immense.
On the day of the Insan, I was idle, and in the afternoon, feeling extremely bored, I told an employee to open just a corner of the store for something to do. Unexpectedly, so many funeral attendees who had come up from the provinces rushed in. In no time, sales reached over 4,000 wŏn. They were about to head back immediately, but since all stores in Seoul were closed (撤市), they hesitated, and seeing ours open, they poured in.
The next day, employees from all the other general merchandise stores had gone all the way to Kŭmgok-nŭng (金谷 - the burial site) and were all tired with swollen feet, unable to open their stores. Only we were open. On that day alone, the Tōa Women's Store had enormous sales of 24,000 wŏn. Although this event was coincidental, it illustrates how difficult the competition between small retailers and department stores is in various ways.

Countermeasures Against Chain Stores
However, small and medium retailers in Korea, both in Seoul and the provinces, are facing another difficult hurdle besides department stores. That is the chain store system newly planned by Hwasin.
According to rumors, they plan to establish chain stores in one thousand important markets, and it is reported that small retailers are feeling great fear.
I am one of those who sincerely hope that Mr. Pak's (朴氏) chain store venture succeeds fully, but if I were to state my opinion, I believe chain stores might succeed in highly developed countries like the United States, but they are difficult to succeed in a place like Korea.
Regardless of who manages them, if one intends to run chain stores in Korea, they cannot handle volatile items like fabrics (布木). Also, rice (米穀), the most important staple food in daily life concerning clothing, food, and shelter, cannot be handled. At best, they could only handle general merchandise (雜貨). Among general merchandise, it would likely be daily necessities for cultured people, such as neckties, western shirts (와이사쓰), soap, socks, undershirts (삿쓰), etc. But if you look around the markets in various parts of Korea now, the most sold items are caustic soda (양잿물) and matches (석양갑). Neckties, western shirts, etc., only sell in urban areas. Urban areas might include about ten places like Wŏnsan, Taegu, Pusan, Kwangju, Sinŭiju, Hamhŭng, Inch'ŏn, etc. The main commodities in the remaining one thousand markets are only brassware (녹그릇), earthenware (질그릇), caustic soda, Chunhyangjeon (춘향전 - likely chapbooks), matches, dyes (물감), etc.
However, the prices for these types of goods are quite fixed. They are sold simply by adding freight costs and a small margin to the original price. As such, chain stores won't work well with items that anyone can source directly, because people know well there is no reason <150> to pay an intermediary profit of 5% or 10% to the chain store.
Therefore, to run chain stores in a place like Korea, one would need to have special production factories that even Ōsaka or Tōkyō factories cannot produce, and sell items that can only be made and sold through those chain stores.
Perhaps Cho's Plaster Pharmacy (趙膏藥房) has more qualification to run chain stores.
That is, the range of goods handled by chain stores is extremely narrow, and needing to have production factories is absolutely impossible.
And another thing to consider is, estimating conservatively, the currently stocked goods on the Korean side of the general merchandise business amount to about 10 million wŏn. If the Hwasin chain store network is completed and, let's say, 1,000 chain stores are established in various regions starting this fall, even conservatively estimating, each store would initially draw in about 1,000 wŏn worth of goods. 1,000 wŏn times 1,000 stores means 1 million wŏn worth of general merchandise will suddenly flood in. Thus, about a 10% surplus of goods will be spread across the Korean market. However, will the consumption capacity of Koreans increase by 10%? Given the recent flood damage and other factors, it will likely shrink rather than grow. If this happens, price-dumping and competitive reckless selling will arise between existing merchants and the newly established chain stores. Wouldn't both parties end up injured as a result?

Develop into Specialized Merchants
When small retailers, hearts pounding with fear at the news of chain stores and department stores appearing, ask me for countermeasures, I always answer like this:
"It's still okay. There's nothing to worry about yet. Just, as a long-term measure, become specialized merchants (專門商)."
That is, if you become a specialized merchant focusing only on stationery if it's stationery, or only on socks if it's socks, I believe that ways to effectively compete partially and find paths to survival will emerge. <151>

**Summary**

Ch'oe Nam argues that Seoul is oversaturated with department stores given its population and consumer spending power compared to Japanese cities like Ōsaka and Tōkyō. He expresses skepticism about the viability of new department stores in smaller Korean cities and the success of Hwasin's planned chain store network, citing the limited range of profitable goods and the risk of market oversupply. Drawing on his own experience running the Tŏkwŏn Store and Tōa Women's Store, he highlights the difficulties small merchants face, including competition, theft, sourcing challenges, and the failure of collective actions like joint purchasing alliances. His ultimate advice for small retailers facing these large competitors is to specialize in specific product categories (專門商) to find a niche and survive.
This article offers a valuable glimpse into the economic anxieties and strategies of Korean merchants during the colonial period. It reveals the direct impact of Japanese capital and business models (department stores like Mitsukoshi, Chōjiya) on the Korean market, the struggles of indigenous Korean businesses (like Hwasin and the author's own ventures) to compete, and the internal competition and lack of unity among Korean retailers themselves. The author's analysis of market capacity, consumer behavior, and specific goods reflects the economic realities and limitations within colonial Korea.

**Named Entities**

Original Form	Hangul/Kana	English Translation or Romanization
서울	서울	Seoul
北村	북촌	Pukch'on
和信	화신	Hwasin
南村	남촌	Namch'on
三越	미쓰코시	Mitsukoshi
丁字屋	조지야	Chōjiya
三中井	미나카이	Minakai
平田	히라타	Hirata
總督府	총독부	Government-General
遞信局	체신국	Telegraph and Telephone Bureau
鐵道國	철도국	Railway Bureau
大阪	오사카	Ōsaka
東京	도쿄	Tōkyō
東亞百貨店	동아백화점	Tōa Department Store
松坂屋	마쓰자카야	Matsuzakaya
大丸白木屋	다이마루 시로키야	Daimaru Shirakiya
高島屋	다카시마야	Takashimaya
朝鮮	조선	Chosŏn (Korea)
平壤	평양	P'yŏngyang
金應銖	김응수	Kim Ŭng-su
平安百貨店	평안백화점	P'yŏngan Department Store
大邱	대구	Taegu
米國	미국	America
긴벨	긴벨	Gimbel's
上海	상해	Shanghai
德永	덕영	Tŏgyŏng
東亞婦人商會	동아부인상회	Tōa Women's Store
德元商店	덕원상점	Tŏkwŏn Store
즌고개	즌고개	Chunggogae (older name/area, likely near Myeongdong/Chungmuro)
鐘路	종로	Chongno
東大門	동대문	Tongdaemun
光州	광주	Kwangju
順天	순천	Sunch'ŏn
昌德宮	창덕궁	Ch'angdŏk Palace
純宗	순종	Emperor Sunjong
因山	인산	Insan (State Funeral for Royalty)
金谷	금곡	Kŭmgok (Royal Tombs location)
朴氏	박씨	Mr. Pak (Likely Pak Sŭng-jik of Hwasin)
元山	원산	Wŏnsan
釜山	부산	Pusan
新義州	신의주	Sinŭiju
咸興	함흥	Hamhŭng
仁川	인천	Inch'ŏn
趙膏藥房	조고약방	Cho's Plaster Pharmacy

**Glossary**

Original Word	Standard Hangul	English Explanation
百貨店	백화점	Department store
連鎖店	연쇄점	Chain store
對抗策	대항책	Countermeasure
小賣商人	소매상인	Retail merchant
專門商	전문상	Specialized merchant
논설	논설	Editorial, opinion piece
大勢	대세	General trend, tendency
營業	영업	Business, sales
念慮	염려	Worry, concern
消費量	소비량	Consumption amount
境遇	경우	Situation, circumstances (older form of 경우)
專門家	전문가	Expert, specialist
原則的	원칙적	In principle
都會地	도회지	City, urban area
消費群衆	소비군중	Consumer base, consuming masses
為始하야	위시하여	Starting with, including (older form of 위시하여)
相當한	상당한	Considerable, substantial
融通資金	융통자금	Available funds, circulating capital
購買組合	구매조합	Purchasing cooperative
比率	비율	Ratio, proportion
形便	형편	Situation, circumstances
固定人口	고정인구	Fixed population
流動人口	유동인구	Floating/daytime population
消費高	소비고	Consumption level (amount)
貧弱한	빈약한	Poor, meager
資本金	자본금	Capital fund
配當	배당	Dividend
沸騰	비등	Boiling, surging (here: fever, craze)
危殆하다	위태하다	Perilous, dangerous
雜貨	잡화	General merchandise, miscellaneous goods
賣上高	매상고	Sales amount
折半	절반	Half
額數	액수	Amount (of money)
仕入地	사입지	Sourcing location, place of purchase
暴利	폭리	Exorbitant profit
乃至	내지	Or, to (indicating a range)
餘裕	여유	Surplus, room, leeway
發展	발전	Development, progress
純益	순익	Net profit
不景氣	불경기	Recession, economic slump
閉門	폐문	Closure (of a business)
已往	이왕	Already, previously (older form of 이왕)
頭痛꺼리	두통거리	Headache, source of trouble
注目	주목	Attention
正札制度	정찰제도	Fixed price system
具備하다	구비하다	To be equipped with, have everything
悲嗚	비명	Scream, outcry (here: cry of distress)
苦心慘憺	고심참담	Painstaking effort, great pains
共同仕入	공동사입	Joint purchasing
廣告	광고	Advertisement
宣傳	선전	Promotion, propaganda
便宜	편의	Convenience
智예	지혜	Wisdom, cleverness (older spelling of 지혜)
團結	단결	Unity, solidarity
原價	원가	Cost price
不當한	부당한	Unfair, unjust
廉賣	염매	Selling at a low price, dumping
濫賣	남매	Reckless selling, dumping
破産	파산	Bankruptcy
實地	실지	Actual place, reality; practical
經驗	경험	Experience
事務員	사무원	Office worker, clerk
月收	월수	Monthly income
着目하다	착목하다	To notice, pay attention to
에누리	에누리	Haggling margin, discount given after haggling
大槪	대개	Generally, mostly (here 대종하다 likely means 'gauge' or 'estimate')
不安	불안	Unease, anxiety
原價	원가	Cost price
賣上	매상	Sales
經費	경비	Expenses
決算	결산	Settlement of accounts, closing accounts
밋진 金額	밑진 금액	Amount lost (밑지다: to suffer a loss)
物品	물품	Goods, articles
도적마즌 것	도둑맞은 것	Things that were stolen (older form of 도둑맞다)
萬引き	만비키	Shoplifting (Japanese term 'manbiki')
傾向	경향	Trend, tendency
놉흔 敎養	높은 교양	High education/culture (older spelling of 높은)
仕入	사입	Purchasing, stocking goods
規模	규모	Scale, size
支店	지점	Branch store
體系	체계	System (here: 德元商店系統 - Tŏkwŏn Store system/network)
聯盟	연맹	Alliance, league
決議하다	결의하다	To resolve, decide
돌아가시다	돌아가시다	To pass away (honorific)
大擧	대거	In large numbers
布木商組合	포목상조합	Fabric Merchants' Association
加入	가입	Joining, admission
榮光	영광	Honor, glory
參與하다	참여하다	To participate in
無料하다	무료하다	Boring, tedious
갑갑하다	갑갑하다	Stifling, frustrating, bored
심심풀이	심심풀이	Killing time, pastime
店房	점방	Store (older term)
귀퉁이	귀퉁이	Corner
地方	지방	Region, countryside
因山客	인산객	Funeral attendee (for royalty)
삽시간에	삽시간에	In an instant, in no time
撤市	철시	Closing of shops/market
망설이다	망설이다	To hesitate
쏘다저 드러온	쏟아져 들어온	Poured in (older spelling)
이튼날	이튿날	The next day (older spelling)
困하다	곤하다	To be tired, exhausted
偶然한	우연한	Accidental, coincidental
難關	난관	Difficulty, hurdle
直面하다	직면하다	To face directly
計劃하다	계획하다	To plan
恐怖心	공포심	Fear, terror
哀心	애심	Sore heart; here implies 'sincerely', 'earnestly'
所見	소견	Opinion, view
高度文化	고도문화	Highly developed culture
時勢物	시세물	Goods with fluctuating market prices
着手하다	착수하다	To start, embark on
衣食住	의식주	Clothing, food, and shelter (basic necessities)
實際生活	실제생활	Actual life, real life
米穀	미곡	Rice grain
取扱하다	취급하다	To handle, deal with
넥타이	넥타이	Necktie
와이사쓰	와이셔츠	Western shirt (Y-shirt)
비누	비누	Soap
양말	양말	Socks
삿쓰	셔츠/사쓰	Shirt/Undershirt (from Japanese シャツ)
文化人	문화인	Cultured person, intellectual
日用品	일용품	Daily necessities
양잿물	양잿물	Caustic soda, lye
석양갑	성냥갑	Matchbox (older term, 성냥=matches)
都會地	도회지	Urban area, city
녹그릇	놋그릇	Brassware
질그릇	질그릇	Earthenware
춘향전	춘향전	Tale of Chunhyang (popular classic novel, likely sold as chapbooks)
물감	물감	Paint, dye
一定하다	일정하다	Fixed, constant
運賃	운임	Freight cost, shipping charge
보태다	보태다	To add to, supplement
中間利益	중간이익	Intermediary profit, middleman's margin
까닭	까닭	Reason, cause
生産工場	생산공장	Production factory
絕對	절대	Absolute(ly)
不可能	불가능	Impossible
推算컨대	추산컨대	Estimating roughly (older form)
全朝鮮	전조선	All of Korea
在庫	재고	Stock, inventory (Japanese term 'zaiko', used as '스톡크' - stock)
完成하다	완성하다	To complete
今秋	금추	This autumn
過剩商品	과잉상품	Surplus goods
消化能力	소화능력	Consumption capacity (lit. digestion ability)
增加되다	증가되다	To be increased
昨今	작금	Recently, nowadays
水害	수해	Flood damage
其他	기타	Other(s)
붓직	부쩍	Suddenly, rapidly (increase or decrease)
在來商	재래상	Existing merchant
新設	신설	Newly established
廉價投賣	염가투매	Selling at bargain prices, dumping
競爭濫賣	경쟁남매	Competitive reckless selling/dumping
結果	결과	Result, consequence
負傷하다	부상하다	To be injured
出現說	출현설	Rumor/theory of appearance
對策	대책	Countermeasure
永久之策	영구지책	Permanent measure, long-term plan
文房具	문방구	Stationery
部分的	부분적	Partially, in part
能히	능히	Capably, effectively (older form of 능히)
活路	활로	Way out, path to survival


---------------------------


잡지명	삼천리 제6권 제9호
발행일	1934년 09월 01일
기사제목	百貨店·連鎖店에 對抗策, (-小賣商人이여 專門商되라-)
필자	崔楠
기사형태	논설

百貨店·連鎖店에 對抗策,
						崔楠
百貨店의 大勢觀
서울은 人口 30萬이다. 30萬이 사는 서울 장안에 百貨店이 몃 개나 잇는가 하면 北村에 和信, 南村에 三越, 丁字屋, 三中井, 平田等 다섯개나 된다.
나는 이 現象을 바라볼 때에 서울에는 百貨店이 너무 만타고 본다. 만타함은 營業이 잘되지 안을 念慮가 생긴다 함이니 消費量도 적고 店鋪는 大規模로 늘 維持하지 안어서는 안 될 境遇라면 수판을 들고 안저서야 할 그 장사 속은 골치 안을 수 업서 그 중에 몃낫은 悲運에 빠지지 안을 수 업슬 危險이 잇다함이다.
專門家의 觀測에 의하면 人口 10萬에 百貨店 하나라 한다. 卽 原則的으로 보아 적어도 10萬名 사는 都會地안으면 百貨店 낼 생각을 말나함이니 아모리 적더라도 百貨店 하나가 서자면 消費群衆 10萬은 끼고 잇지 안어서는 해나갈 수 업다함이다.
그런데 30萬에 다섯이면 한 百貨店에 6萬名이 되나마나 하지안는가. 6割에 該當하는 消費群衆을 낀 그 우에다가 總督府를 爲始하야 遞信局, 鐵道國, 銀行, 會社內에 相當한 融通資金을 가지고 잇는 强力한 購買組合이 여럿이 잇스니 百貨店의 顧客은 더욱 그 比率이 줄어들지 안을수 업는 形便이다.
나는 大阪과 東京에도 前日 東亞百貨店 時代에 여러번 硏究차로 단녀온 일이 잇거니와, 現在 大阪에는 百貨店이 여덜군대가 잇다. 大阪市의 人口는 30萬이요, 낫이 되면 市外 近郊로부터 모아드는 流動人口가 100萬이 잇서 結局 400萬名에 여덜개다. 한 개에 50萬名의 顧客을 끼고 잇는 셈이 된다. 서울에 비하야 八倍大가 아닌가.＜146＞
또 東京은 엇더한가. 固定人口 400萬에 낫에 市外로부터 드러오는 流動人口 200萬, 모다 600萬名에 대하야 三越, 松坂屋, 大丸白木屋, 高島屋 等 아홉개가 잇다. 이것도 거지반 70萬名에 一店의 比例다.
하물며 東京 大阪 市民의 消費高를 貧弱한 서울 市民에 대이랴, 그러컨만 아모리 資本金 만히 가지고 하로에 十餘 萬의 顧客을 呑吐하는 所聞난 한다하는 百貨店이라도 一割 二分 以上의 配當을 하는 곳을 못보앗다. 그 經營이 얼마나 어려움을 證左함이 아닌가.
지금 朝鮮에는 百貨店熱이 沸騰하고 잇다. 人口 15萬人 平壤에 또한 丁字屋잇지, 三中井이 잇지, 게다가 金應銖氏의 平安百貨店이 南大門通에 섯다. 또 10萬이 되나마나한 大邱에도 또한 三中井이 새로 서려하고, 그 박게 무에라든가하는 百貨店하나가 서잇다.
이 뒤에도 小賣商하여 別로 數를 못보는 사람들이 商略을 變更하여 4, 5萬이라도 모여 안즌 都會地를 차저 百貨店 經營으로 進出할 것가치 推測된다. 그러치만 앗가도 말하엿거니와 나는 小都市의 百貨店 經營은 危殆하다고 본다.

數가 너무 만타
내 推測에 依하면 서울 北村, 朝鮮 사람 商街에서 하로 팔니는 雜貨 賣上高가 1萬 2千圓 內外라고 본다. 이 중에 折半인 約 6千圓이 和信百貨店에서 팔니는 額數요, 그 남어지가 德永이라든지 東亞婦人商會라든지, 그 밧게 몃군대 아니되는 小賣商店에서 팔니는 것일 것이다. 듯는바에 의하면 XX에서는 一日 最低 3千圓, 最上 1萬2千圓 賣上이라는데 그 平均을 6千圓으로 아니잡을 수 업다.
그런데 仕入地가 빤-하여 暴利를 남길 수 업는 것이 오늘의 商界現象이라 雜貨에 一割 乃至 二割利를 칠가, 每日 6千圓 잡고 한 달 18萬圓 賣上에 대하야 一割 二分의 利를 取한다할지라도 2萬 數千圓밧게 아니되는데 數3名의 店員給料를 주고, 전등세 물고 집세 물고 무에 餘裕잇스랴, 서울 百貨店界의 現象이 이러하거든 조고마한 시골에서 百貨店 벌닌대도 열마나 發展할는지 疑問을 아니낄 수 업다.＜147＞
百貨店이 가장 發展된다는 米國을 보아도 「긴벨」가튼 商店에서 年 一億萬弗 以上 팔앗다 하지만 純益이 해마다 줄어가서 1925年에 純益 100分之 1, 4이든 것이 1928年에는 겨우 1000分之 7박게 아니 되엇고, 最近은 不景氣로 더욱 말이 못된다든가, 벌서 上海에서는 閉門한 大百貨店이 數三處까지 잇다 한다.
