잡지명	개벽 제60호
발행일	1925년 06월 01일
기사제목	다시 現下의 危機를 凝視하면, 朝鮮經濟破滅의 原因·現狀 及 其對策(中) (If We Look Closely at the Current Crisis Again, The Causes, Current State, and Countermeasures for Chosŏn's Economic Ruin (Part 2))
필자	李民昌
기사형태	논설 (Editorial/Opinion Piece)

If We Look Closely at the Current Crisis Again, The Causes, Current State, and Countermeasures for Chosŏn's Economic Ruin (Part 2)
						Yi Minch'ang

Regarding the miserable state of life and economic crisis of our Chosŏn people at present, it is in a state of final ruin that cannot be described. Furthermore, one might say there isn't even room to premise any sort of relief measures for description.

If we look only at this current situation, our lives appear completely ruined, and from this, no further hope is visible, and no further strategy seems possible. If the foundation of the economy collapses, it is the inevitable course that both individuals and the nation collectively cannot avoid suffering the calamity of dispersion. No matter how much spiritualists preach that "the mind is sustenance (心靈은 粮食)," it is useless, and no matter how much patriots call for unity with empty words, it is useless.

We now truly feel we have reached the final pass of "to be or not to be." However, if we examine the past causes and motives, the current miserable state can be said to be an inevitable result, or rather, the first suffering to arrive. Then, are we merely destined to be forever buried in ruin amidst the calamities that will continuously arrive in the future? Only by truly comprehending the truth of life while within this unavoidable misfortune can we surely find a way to live anew. In other words, our life-or-death problem hangs on whether we can gain a keen awakening regarding the economic problem. Even if we are in a situation of hardship that seems almost desperate at present, looking at it from another angle, it can also be said that we are in a time to gain true experience regarding the economy and life, and even if we just adopt the notion of prioritizing economic problems from now on, we can be confident that we will surely achieve economic recovery. Let us observe how our economic situation stands. From observing this reality, there cannot but be impulse and desire. <19>

Although we have come to feel pain to some extent due to the unexpected hardships in life and financial panic that have pressed upon us in the last 1-2 years, it can be said that before that, there was not even any feeling at all. This is because there were no far-sighted leaders standing at the forefront calling out, and generally, being amidst common hardship, we had not experienced it in reality. Not only that, but those so-called 'moneyed people' in our society are truly pests of the nation or utterly heartless groups, and besides them, even those who have slightly opened their eyes to economic issues or are engaged in business have become almost like a collective of the most degenerated people in our society. Therefore, due to their negative influence, those trying to strive for the nation or society, while hating those people, simultaneously became inattentive to issues like economy or industry, and the general populace also ended up being dominated by that mindset. While conforming to the sins of such capitalism might be seen as fortunate in a way, not undertaking practical work with a proper economic concept was a great fault.

As everyone knows, the main reasons for the sudden, drastic change in our livelihood economy are the influence of the Japanese economy and the poor harvest due to drought and floods in the country last year, resulting in a decrease of over 3 million sŏk (石) in agricultural production, along with the slump in all other industries. Among these, regardless of whether there were droughts or floods in our country, Japan's economic hardship is the most crucial issue. This is a so-called common principle in colonial studies; no matter how abundant the harvest within our borders or how well finance circulates, if Japan proper lacks food and experiences an economic panic, we will undoubtedly be affected at any time, and even if we cannot eat or use them, our products will simply be plundered. Therefore, briefly explaining Japan's economic situation will be a consideration for the future Chosŏn economy. Looking only at the current state of Japan's economy, it is extremely difficult to expect a complete recovery in the future. The economic world, which rapidly expanded during the Great War in Europe, failed entirely to consider consolidation before the war, and the economic pace, having lost its normalcy in a temporary state of revelry, completely deviated onto a wrong path. When facing rapid contraction and blows, the chaotic and monstrous situation was truly difficult to consolidate, and even if consolidation were attempted over a long period, it was in a difficult position unable to avoid fatal wounds. Amidst this, the post-war economic activities and struggles for rights by Britain, America, and France in European and American markets, or in China, did not give Japan opportunities for economic activity and caused many obstacles, which was also a big blow to Japan. It was self-acknowledged by the Japanese that rising from such economic misfortune would not be easy, and European and American newspapers and magazines <20> had been expressing semi-mocking, sympathetic concerns, when the unprecedented Great Kanto Earthquake suddenly occurred, causing Japan's economy to rupture from its foundations. Since then, no matter how much Japan tries to conceal and support itself due to national circumstances, its internal condition worsens severely for the sake of maintaining appearances, and its international standing cannot help but fall. Economically, it has already plummeted to fourth or fifth place, and Japan's problems have ceased to be significant issues internationally. The recent unrestrained plunge in Japan's overseas exchange rates and the fact that the Japanese yen in China is worth barely half or slightly more than Chinese currency show how much the yen's credibility has fallen. Furthermore, the losses incurred economically due to the US's Japanese Exclusion Act cannot be denied as significant. In short, it is an undeniable fact that Japan's future economy has surely entered a period of decline.

Since Japan's economy has already reached such a perilous state, for us Chosŏn people in our current environment, we absolutely cannot expect distinct economic prosperity. Therefore, the damage and danger suffered due to the demonic power arising from Japan's economic instability is truly an unavoidable phenomenon, which is the first aspect of the current situation.

Now, looking at the financial policies of the Government-General, its fiscal structure is based on excessive expenditure, relentlessly demanding limitless collections following the expanding expenditures. Next, it organizes the finances centered around police expenses, and beyond that, it makes huge expenditures under the pretext of industrial promotion. It goes without saying that the most money is spent on police stations and the police force is increasingly expanded. Moreover, the so-called industrial expenses originally have no beneficial relation to the industries of the Chosŏn people; funds exacted from the Chosŏn populace for industrial expenses are merely used to encourage industries convenient for the Japanese. Since its fiscal organization is originally based on excessive expenditure, our populace is subjected to continuous collection according to the degree of excess. Although the Government-General's plan for fiscal independence faced a temporary setback due to the March First Movement, it will surely be realized as quickly as possible, especially following the economic panic in Japan proper. Therefore, both now and in the near future, being under such exactions, we cannot obtain stability in life, which is the second aspect of the current situation.

The financial blockage, currently at its peak, is in a critical situation that cannot be alleviated even slightly in the next 1-2 years. Moreover, as the Chosŏn Bank notes are suspected of being over-issued and have lost value, significantly losing credibility in Manchuria, their influence will not be absent. Originally, the Chosŏn people lack the capability to overcome the current financial panic, so there is nothing more to say. Although there are roughly <21> 20 banks nominally operated by Chosŏn people, only a very small number among them have worked for the economy and finance of the Chosŏn people. In essence, even on a small scale, Chosŏn people cannot manage their own finances at will. From now on, only when finance circulates smoothly in Japan proper and the finances of Japanese within Chosŏn are loosened, can we barely emerge slightly from the current financial crisis through its residual drops. Not only is it difficult to wait for such an opportunity, but even if a time comes to receive such residual drops, the financial panic will only worsen progressively, making recovery extremely difficult. This is the third aspect of the current situation.

The immediate problem of livelihood difficulties – the struggle for subsistence (糊口難) – is Chosŏn's greatest crisis at present. Just the loss of 3 million sŏk of agricultural produce due to last year's drought and floods, and the temporary, devastating damage of several million won from losses of houses and other property, made it extremely difficult to sustain our already weakened livelihood, like a candle in the wind. Indeed, it can be said we received a fatal blow. Furthermore, due to the Japanese earthquake, not only did the general economic power within Chosŏn shift towards Japan, but the amount directly contributed as relief funds for the Japanese earthquake, plucked from the empty pockets of our Chosŏn people, also reached over one million won. This is truly like one beggar among fellow beggars having what little they have taken away and starving. Also, over 3 million sŏk of foodstuffs have already been exported to Japan proper, and impoverished Japanese people are continuously arriving day by day. If we roughly calculate the changes over the past two years, following the shift of Chosŏn's overall economic power towards Japan after the Japanese earthquake, the damage inflicted upon the Chosŏn people, although not stated clearly with detailed statistics, cannot but be counted as the first major loss. The export volume of rice alone exceeds 3 million sŏk, and the relief funds sent amount to over one million won. The reduction in harvest was 3 million sŏk, and the loss from destruction of houses and other property during the droughts and floods amounted to several million won. Thus, rice alone accounts for 6 million sŏk, and the monetary amount is roughly close to ten million won or more. How can this be called a small loss? Furthermore, the current Japanese population within our territory is 380,500, and other foreigners number over 32,000. Amidst suffering an unexpected great famine, we have encountered erosion even greater than the famine itself. Moreover, with an additional 420,000 mouths to feed (Japanese and other foreigners combined), how can we escape the tragic calamity of famine?

Currently, 3 million Chosŏn people are crying from hunger, collapsing and dying by the roadside. Not only that, but due to unpaid taxes, people are facing enforcement actions; from the Oriental Development Company, the Industrial Bank, and various Japanese companies, people are facing enforcement, being declared bankrupt, immediately evicted, and driven to starvation. Who knows how many millions more will face this? Even though this spring includes an intercalary fourth month, who knows <22> how many people will go bankrupt and be driven out before the late spring even arrives? Thus, the Chosŏn people are utterly destitute, and the entire populace cannot avoid the shaking of their livelihoods. While we are starving like this, those 420,000 people are eating with full bellies. The foodstuffs that could feed our 3 million, or even 5 million, famine-stricken compatriots are all consumed by them.

We are currently plunged into this tragic situation of starvation. However, even if we manage to have this year's autumn harvest, there seems no hope of escaping the current famine state. Even if we encounter a great bumper crop, we will likely not achieve sufficiency in food. From now on, we will have no land to cultivate, and even if we possess some agricultural products, we are in a situation where we must export at least 3.21 million sŏk of rice alone to Japan annually, and large quantities of soybeans, barley, and millet are also exported. At a time when producers starve while exporting, the payment does not come into the hands of Chosŏn people but all goes into the pockets of Japanese middlemen. Not only do we fail to receive a fair price originally, but from the perspective of Chosŏn people, it ultimately appears that we lose both the goods and the price, suffering a double loss. Our own food is given to others, and we ourselves must import Manchurian millet or food from other countries to eat, or else immediately fall into starvation.

Moreover, our livelihood has been sustained solely by relying on agricultural products derived from tilling the land. Commerce, industry, and other side businesses have, until now, had no significant direct relation to our livelihood. From now on, not only will it be impossible to supplement our livelihood through commerce and industry, but the power in commerce and industry is already monopolized by Japanese, Chinese, and other foreigners. Escaping the current famine is problematic enough, but the future difficulty of livelihood is the fourth aspect of the current crisis.

Finally, the issue to be discussed is the lack of land and housing. The foundation of the Chosŏn people's economy and livelihood has been destroyed because Chosŏn people's land, houses (in urban areas), building sites, and forests have almost entirely passed into Japanese hands. Since we do not know the exact current statistics of total ownership by Japanese versus Chosŏn people, we cannot even compare proportions based on population, nor can we predict future changes based on existing statistical figures. However, even by rough estimation, what has already completely passed into Japanese hands likely amounts to over one-fourth of the total possessions of Chosŏn people. Considering what is currently mortgaged (典執) to the Oriental Development Company (Tongyang Ch'okchik Hoesa, 東拓), the Industrial Bank (Siksan Ŭnhaeng, 殖産), and other Japanese companies or individuals, and anticipating what will be transferred due to the famine of the past two years, if we were to compile statistics just by this autumn, who knows if more than half of the total possessions of Chosŏn people might not fall into foreign hands. The land held by the Oriental Development Company alone amounts to over 84,000 chō (町步) of cultivated land – isn't this truly an astounding fact? <23>

From now on, the situation is such that whatever property exists will inevitably be sold off. People sell even a tiny plot (斗落) to get travel funds, heading off to Japanese factories or mines, to Manchuria, to Siberia, searching for a place to live, only to be scattered here and there, virtually going to their deaths. From now on, even if we cannot buy land, we should at least not sell what we have, but bumping against the immediate environment, if one possesses anything, is it not unavoidable that it must be sold?

Somehow, we should hold onto the land and cling to it, but since Kyŏngsul (1910), in truly not much time, land and houses have so drastically slipped into Japanese hands, making even tenant farming impossible, and people are being driven out day by day – it is truly suffocating. Already, immigrants brought solely by the Oriental Development Company have arrived more than 13 times, the number of immigrants exceeding 20,000 (according to last year's Government-General statistics), and the area of transferred land is said to be over 8,500 chō. Therefore, under this unrestricted immigration policy, our Chosŏn people will ultimately be unable to avoid being completely expelled from within Chosŏn. Thus, the fact that land, houses, forests, and building sites have almost passed into Japanese hands, coupled with the Oriental Development Company's unrestricted immigration, truly causes the foundation of the future Chosŏn people's livelihood to suffer destruction. This is the fifth aspect of the current crisis.

Although the above may lack statistical figures and fail to describe the general current situation in precise detail, the arguments presented are likely not far from the overall reality. Even looking just at the five dangerous aspects of the current situation described above, one can understand that the livelihood and economy of the Chosŏn people are already destroyed. Under the pressure of the current environment, there seems absolutely no hope for recovery, nor are any countermeasures or relief policies visible. Furthermore, even if some plan were devised, the path to its realization seems uncertain. Moreover, regarding the current economic crisis, it is not something that can be addressed by mere clever tricks for dealing with the current situation, nitpicking minor ailments from the perspective of some rudimentary economics primer or capitalist economic theory. Therefore, the more difficult the circumstances we face, like the present, the more we must first grasp that everything must be viewed from its fundamental problems. <24>

**Summary**

Yi Minch'ang paints a bleak picture of the Korean economy in 1925, declaring it to be on the verge of total collapse. He identifies five key factors: the detrimental influence of Japan's own struggling economy, exploitative colonial fiscal policies favoring Japanese interests and heavy taxation, a severe credit crunch inaccessible to Koreans, devastating recent famines exacerbated by food exports to Japan and Japanese immigration, and the massive transfer of Korean land ownership to Japanese entities like the Oriental Development Company. While expressing near despair, Yi argues that this crisis, though dire, necessitates a fundamental awakening among Koreans regarding economic realities as the only path to potential survival and eventual recovery. The article emphasizes the structural nature of Korean economic hardship under Japanese rule, linking it directly to colonial policies, resource extraction, and land dispossession.

Historians would find this article valuable for its contemporary perspective on the severe economic distress in 1920s Korea, explicitly linking it to Japanese colonial structures and policies beyond just natural disasters. The identification of specific issues like forced rice exports during famine, the role of the Oriental Development Company in land acquisition and immigration, the critique of colonial fiscal priorities (police over Korean industry), and the perceived predatory nature of Japanese capital provides direct insight into Korean nationalist critiques of the colonial economy during this period. The author's call for economic "awakening" reflects broader contemporary nationalist discourses emphasizing self-strengthening, even amidst overwhelming external pressures.

**Named Entities**

李民昌	이민창	Yi Minch'ang
朝鮮	조선	Chosŏn
日本	일본	Ilbon
歐洲	구주	Yuju (Europe)
英	영	Yŏng (Britain)
米	미	Mi (America)
佛	불	Pul (France)
中國	중국	Chungguk
總督府	총독부	Ch'ongdokpu (Government-General)
朝鮮銀行	조선은행	Chosŏn Ŭnhaeng (Bank of Chosŏn)
滿洲	만주	Manju (Manchuria)
東洋拓殖會社	동양척식회사	Tongyang Ch'okchik Hoesa (Oriental Development Company)
殖産銀行	식산은행	Siksan Ŭnhaeng (Industrial Bank)
시베리	시베리	Siberi (Siberia)

**Glossary**

現下	현하	The present time; currently
凝視하면	응시하면	If one stares intently at; gazes upon
破滅	파멸	Ruin; destruction; collapse
慘狀	참상	Miserable state; tragic situation
救濟	구제	Relief; aid; salvation
方策	방책	Plan; measure; strategy
土臺	토대	Foundation; base
必然	필연	Inevitability; necessity
流散	유산	Dispersion; scattering
慘遭	참조	To suffer miserably; undergo calamity
粮食	양식	Food; provisions (older term, using Hanja)
마즈막	마지막	Last; final (older spelling)
고개	고개	Pass (mountain); critical juncture
苦厄	고액	Suffering; hardship; affliction
葬埋	장매	Burial
軆得	체득	To comprehend through experience; embody
覺醒	각성	Awakening; realization
懸在	현재	To be pending; hang in the balance
늣김	느낌	Feeling; sensation (older spelling)
所謂	소위	So-called
無心肝	무심간	Heartless; indifferent
實業	실업	Industry; business
影響	영향	Influence; effect
憎惡	증오	Hatred; detestation
觀念	관념	Concept; idea; notion
資本主義	자본주의	Capitalism
罪惡	죄악	Sin; crime; evil
過失	과실	Fault; error; mistake
忽然히	홀연히	Suddenly; abruptly
水旱災	수한재	Drought and flood disaster
然故	연고	Reason; cause
植民學	식민학	Colonial studies
內地	내지	Mainland (referring to Japan proper)
缺乏	결핍	Lack; deficiency; shortage
侵奪	침탈	Invasion and plunder; usurpation
伸漲	신장	Expansion; growth
整理	정리	Arrangement; consolidation; adjustment
常度	상도	Normalcy; regularity
逸走	일주	Deviation; running off course
打擊	타격	Blow; hit; impact
致命	치명	Fatal; mortal
利權鬪爭	이권투쟁	Struggle for rights/concessions
自認	자인	Self-admission; acknowledgement
震災	진재	Earthquake disaster
根底	근저	Root; foundation; basis
掩蔽	엄폐	Concealment; cover-up
暴落	폭락	Sharp fall; crash; plunge
爲替	위체	Exchange (foreign exchange - older term/Hanja usage for 환)
排斥	배척	Exclusion; rejection; boycott
衰退期	쇠퇴기	Period of decline
瀕入	빈입	To be on the verge of entering; bordering on
興盛	흥성	Prosperity; flourishing
動搖	동요	Shaking; instability; unrest
財政	재정	Finance; public finance
編成	편성	Organization; formation; composition
歲出過重主義	세출과중주의	Principle of excessive expenditure
澎漲	팽창	Expansion; swelling
歛收	염수	Collection (of taxes/levies); exaction
誅求	주구	To exact harshly; extort
警察費	경찰비	Police expenses
産業增進	산업증진	Industrial promotion
獎勵	장려	Encouragement; promotion
收歛	수렴	Collection; convergence (here meaning tax collection)
中挫	중좌	Setback; frustration halfway
梗塞	경색	Blockage; deadlock; stoppage
濫發	남발	Over-issue; excessive issuance
嫌疑	혐의	Suspicion
失墜	실추	Loss (of credibility/face); fall
餘滴	여적	Residual drops; remnants
滋甚	자심	To grow worse; become more severe
極難	극난	Extremely difficult
糊口難	호구난	Difficulty making a living; struggle for subsistence
寄付	기부	Donation; contribution (Japanese usage 'kifu' adopted)
侵蝕	침식	Erosion; encroachment
饑饉	기근	Famine; starvation
租稅	조세	Taxes; taxation
執行	집행	Execution; enforcement (of law, seizure)
逐出	축출	Expulsion; eviction
餓死	아사	Death by starvation
輸出	수출	Export
代價	대가	Price; cost; payment
仲介商	중개상	Middleman; broker
兩失	양실	Double loss; losing both
專賴	전뢰	To rely solely on
副業	부업	Side job; subsidiary business
獨占	독점	Monopoly; exclusive possession
缺乏	결핍	Lack; shortage
典執	전집	Mortgage; pledge (older legal/financial term)
町步	정(정보)	Chōbu/Jeongbo (unit of area, approx. 2.45 acres)
移民政策	이민정책	Immigration policy
如斯	여사	Like this; thusly (classical Chinese expression)
振作	진작	Recovery; revitalization; rousing oneself
根本問題	근본문제	Fundamental problem; root issue
着眼	착안	Focusing on; paying attention to
看破	간파	Seeing through; perceiving
-e 

---------------------------


잡지명	개벽 제60호
발행일	1925년 06월 01일
기사제목	다시 現下의 危機를 凝視하면, 朝鮮經濟破滅의 原因·現狀 及 其對策(中)
필자	李民昌
기사형태	논설

다시 現下의 危機를 凝視하면, 朝鮮經濟破滅의 原因·現狀 及 其對策(中)
						李民昌
目下 우리 朝鮮人의 生活의 慘狀과 經濟的 危機에 對하야는 무어라고 말할 수 업는 最後의 破滅에 잇다. 더군다나 무슨 救濟의 方策을 前提로 하야 敍述할 餘地까지도 업다고 하리라.
우리는 이 現狀에서만 본다면 우리의 生活은 아주 破滅을 當한 貌樣이오 이에서 더 무슨 希望도 안보이고 더 무슨 方略도 업게 되야 잇다. 經濟의 土臺가 崩壞만 된다면 必然의 勢로 個人으로나 民族的으로 다가티 流散의 禍를 慘遭치 안을 수 업는 것이다. 精神主義者가 아모리 「心靈은 粮食」이라는 說法을 해도 쓸 데 업는 것이오 愛國主義者가 빈말로 團結을 부르지진대야 쓸 데 업는 것이다.
우리는 이제는 참으로 「죽느냐? 사느냐?」하는 마즈막 고개에 다달은 感이 업지 안타. 그러나 過去에 잇슨 原因과 動機로써 삷혀 본다면 現下의 慘狀이 오히려 必然히 니르는 結果라 할 것이오 또는 오히려 最初로 니르는 苦厄이라 할 것이다. 그러면 압흐로 작구만 니르는 그 慘禍中에서 永遠히 우리는 破滅에 葬埋되고 말 것 뿐이냐? 우리는 避치 못하게 된 이 不運의 中에 在하야서 참된 生活의 眞理를 軆得해냄으로부터 반드시 새로 살아날 길을 어들
뿐이니 다시 말하면 經濟問題에 對한 痛切한 覺醒을 가지느냐 못가지느냐함에서 우리의 死活問題가 懸在하야잇다함이다. 우리는 現在에 거의 絶望되다십히 된 生活의 困難에 잇다 할 지라도 한 方面으로 돌녀보면 經濟와 生活에 對한 眞正한 經驗을 할 時期에 잇다고도 할 것이오 至今부터라도 經濟問題를 主要視하는 觀念만 가진다 하야도 확실히 經濟的 復興을 하리라고 自信할 수 잇다. 우리는 經濟的 現狀이 엇더케 되야잇나, 한 번 觀察하야 보자. 이를 實際로 觀察해봄으로부터서 衝動과 慾求가 업슬 수 ＜19＞ 업슬 것이다.
우리는 最近 1, 2年間에 不意에 迫至하는 生活上 窮迫과 金融의 恐慌으로 因하야 어느 程度까지만은 痛感을 가지고 잇게 되얏스나 그 以前까지도 아무 늣김좃차 업섯다함이 可하니 이는 先見의 指導者가 前頭에 서서 부르지진 이가 업고 또는 全般으로는 共通의 苦難中에 在하야 實際로 격거보지 못한 까닭에 그럴 뿐만이 안이라 우리 社會의 所謂 돈푼가졋다는 者들은 正히 民族의 害虫이 안이면 아주 無心肝한 무리들이오 그 以外에 經濟問題에 조곰이라도 눈을 뜬 者이나 實業에 從事한다는 者들까지도 우리 社會에서 最惡化한 者의 集團이 되다십히 되야잇는 故로 그의 惡影響으로 因하야 民族이나 社會를 爲하야 努力해보랴고 하는 이는 그 者들을 憎惡하는 同時에 經濟니 實業이니 하는 問題에까지 不注意하게 되얏스며 一般의 民衆도 또한 그 觀念下에 支配되고 말앗다. 그가튼 資本主義의 罪惡에 和同만 된 것은 오히려 잘 된 것이라고 볼 수 잇스나 正當한 經濟의 觀念을 가지고 實地의 工作을 안이한 것은 큰 過失이라 할 것이다.
우리의 生活經濟의 現狀이 이러케 忽然히 激變된 것은 누구나 다 아는 바와 가티 日本經濟의 影響과 昨年 國內의 水旱災로 因하야 凶年이 들어 300萬石以上의 農作物의 減收와 其他 一切産業의 不況이 그 主要의 然故라 할 것이다. 그中에도 우리 國內에 水旱災야 들엇건 말앗건 오즉 日本의 經濟上 窮迫이 最關要한 問題일 것 뿐이다. 이는 所謂 植民學上의 公例로 우리의 境內에 아무리 豊年이 들며 金融의 流通이 잘된다 할지라도 日本內地에서 食料가 缺乏되며 經濟恐慌이 닐어난다면 勿論 어느 때던지 그 影響을 바들 것이오, 또는 우리는 못 먹고 못 쓸지라도 우리의 生産品은 그냥 侵奪될 것이다. 그런 故로 日本의 經濟現狀을 暫說하야 두는 것이 今後 우리 朝鮮經濟를 爲하야 一考가 될 지니 日本의 經濟도 現狀으로써만 본다면 今後도 完全히 復興되리라고 바라기 甚히 어렵다. 歐洲大戰 期間에 急激하게 伸漲된 經濟界는 戰前에 在하야 全혀 整理에 생각지 안이하고 一時의 흥청흥청하는 머리에 常度를 失한 經濟의 步調는 全혀 外路에 逸走하야 急激한 收縮과 打擊을 當하는 때에 그 紊亂한 怪象은 實로 容易히 整理할 수 업는 中에 在하얏고 設使 長久한 時間을 빌어 整理한다 할지라도 致命의 傷을 免할 수 업는 困難에 在한 중에 英米佛의 戰後에 在하야 經濟的 活動과 利權鬪爭運動은 歐米의 市場이나 또는 中國에 在하야 日本에게 經濟的 活動의 機會를 주지안흔 것과 만흔 支障을 주는 것은 日本에 對하야 또한 큰 打擊이엇다. 이가튼 經濟的 不運에 잇서서 容易히 振起할 수 업는 것은 日本人도 自認하얏스며 歐米의 新聞과 雜誌界에서 ＜20＞ 半嘲笑의 同情的 걱정을 하여오던 터인데 空前의 大震災가 突發케 된 것은 日本의 經濟가 根底로부터 破裂케 한 것이다. 그 以後로 日本은 國勢上 關係로 아무리 掩蔽하고 支持해간다고 할지라도 그 軆面치레하기 爲하야 도로혀 속은 크게 골코 國際의 地位도 안떨어질내야 안떨어질 수 업시 經濟上으로 임이 第4, 第5로 暴落되얏고 日本의 問題는 임이 國際上으로부터 別로 問題될 것이 업게 되야잇다. 最近으로 日本의 海外爲替가 餘地업시 暴落되는 것과 日貨가 中國에 잇서서 中貨의 半價格이나 좀더 될낙말낙한 現狀으로 보아 日貨의 信用이 얼마나 缺落된 것을 알 수 잇스며 더욱히 米國의 日本移民排斥案으로 因하야 經濟上으로 밧는 損失도 크다고 안이할 수 업나니 日本의 今後經濟는 簡單히 말하자면 確實히 衰退期에 든 것은 否認할 수 업는 事實이다.
日本의 經濟가 임이 이가튼 危險에 瀕入되야 잇슨즉 우리 朝鮮사람으로써 現在의 環境에 在하야는 똑별나게 經濟的 興盛을 到底히 企待할 수 업는 바이다. 그런즉 日本의 經濟的 動搖로부터 니르는 魔力으로 因하야 밧는 損害와 危險은 實로 如何히 할 수 업는 現象의 一이라 하겟스며,
이제 總督府의 財政에 對한 方策으로 보면 그의 財政編成은 歲出過重主義에 잇슴으로 澎漲되는 歲出을 딸아 얼마든지 無限한 歛收를 誅求하야 잇스며 그 다음에 警察費를 中心으로 하야 財政을 編成하며 그外에는 産業增進을 핑게하고 巨大한 歲出을 하야잇다. 警察署에 돈을 第一 만히 쓰고 갈수록 警察은 더욱더욱 擴張하는 것은 더 말할 것도 업고 所謂 産業費라는 것도 原來 朝鮮사람의 産業에는 何等의 利益關係가 업는 것이라 朝鮮民衆에게 産業費로 支出할 財政은 誅求하야다가 日本人便의 産業獎勵에 使用할 뿐이다. 그의 財政編成이 原來에 歲出過重에 在한즉 우리 民衆은 그 過重의 度를 딸아 작구만 收歛을 當케 되며 總督府의 財政獨立計劃이라는 것이 三一運動으로 因하야 一時中挫를 遭하얏다 할지라도 特히 日本內地 經濟의 恐慌을 딸아 可及的 速히 實現토록 할 것이다. 그런즉 現在로나, 갓갑은 將來로 그러한 誅求下에 잇서 生活의 安定을 어들 수 업는 것이 現狀의 둘재이며
