**Header Section:**
Magazine Title: 三천리 제7권 제8호
Publication Date: 1935년 09월 01일
Article Title: 全鮮 店主團結한 和信連鎖店主會 (All-Korea Store Owners United: The Hwasin Chain Store Owners' Association)
Article Type: 논설 (Editorial/Article)

**Body Text Translation:**
All-Korea Store Owners United: The Hwasin Chain Store Owners' Association

This past July, over 170 Hwasin Chain Store owners who gathered in Seoul founded the Chain Store Owners' Association for the purpose of protecting their business interests.

Amidst public attention, the Hwasin chain stores have already greeted their second year. At the sample fair held this time on the upper floor of the chain store division in Myŏngch'ijŏng, contracts worth approximately 700,000 won were reportedly secured. Following this, the Hwasin head office's policy is to add about 200 more chain stores by this autumn. Thus, they will be doing business with 300-400 stores in the future, meaning transaction contract amounts will further surge, and the number of chain store owners will also further increase.

Considering this future prospect, the founding of this Chain Store Owners' Association, encompassing chain store owners from all of Korea in a mutually connected relationship with the head office, holds extremely profound significance. Reporting now on the circumstances before and after its establishment, on July 27th at 4:30 PM, several dozen Hwasin store owners from various regions who had come up to Seoul gathered at the "Marubiru" (마루삘) in Myŏngch'ijŏng, Seoul.

◎ Let's nurture and support Hwasin as our complete joint purchasing organization.
◎ Let's recognize that the responsibility of the initial (first-term) chain store owners is increasingly heavy and great.
◎ Let's not leave bad practices for the second and third-term applicant chain stores.
◎ Lack of control is tying one's own hands. It is self-destruction.

Under these slogans, first, a resolution was made to rationalize Hwasin as a joint business entity. Next, noting that the rise and fall of Hwasin does not end with just the rise and fall of Hwasin alone but now actually has great economic repercussions throughout all of Korea, a resolution regarding self-awareness was made to fulfill our duties with this point in mind. Following this, based on the experiences of the already recruited first-term applicant chain stores, various resolutions were made, such as not leaving bad practices when recruiting the second and third terms in the future, and stating that "Lack of control is tying one's own hands," urging work under unified control without disorder. <126>

But how did this Chain Store Owners' Association initially come about?
1. Lack of uniformity in fixed-price sales (定價販賣)
2. Disorder in purchasing (仕入)
3. Lack of understanding of "Hwasin"
4. Lack of sense of duty
5. Loss of external trust in the chain network arising from lack of control

As existing local chain stores keenly felt these five harms, they realized they could conduct business safely only by eliminating these harms. Thus, initially, Mr. Sŏ Hyŏnjong (徐鷴鍾), the owner of the Hamnam Hongwŏn chain store within the Wŏnsan Distribution Center's jurisdiction, and Mr. Kim Chŏngbong (金珽鳳), the owner of the Chuil chain store, took the initiative and sent out an appeal (檄) to several dozen locations within the Wŏnsan distribution center's jurisdiction. Namely:

A Letter Regarding the Founding Principles of the Association of Chain Store Owners within the Wŏnsan Distribution Center Jurisdiction

Respectfully addressed,
Amidst the current peak of summer heat, we pray for your well-being and prosperity in business.
Regarding recent matters, glancing at the situation of chain stores in various places lately, it seems inconsistencies in management policies are arising due to various causes. The initial conviction is gradually scattering, losing pace and displaying various forms. Some even treat "trust" (信) with "doubt" (疑), forgetting the long-term grand plan and seeming constrained by temporary conveniences. Although there may be many reasons for this, we believe the main cause lies in the "long-standing business customs" (積年의 商習). Traditionally, our suppliers (仕入先) inevitably had interests contrary to ours, leading to the suspicion: Isn't Hwasin, our supplier, also the same? We believe this doubt gives rise to all sorts of harmful effects.
Moreover, at this time, the very beginning of the business and the first such plan in the East, while such twists and turns might be considered a natural process, do we not know that the causes of failure and setbacks in major affairs often start from small causes?
For our long-term great benefit over a hundred years, we must devise, with our own hands, a plan to eliminate all the harms that have arisen during the short period of a few months and firmly promise the future. While Hwasin and the chain stores are fundamentally one body and mind, since the Hwasin head office is not a chain store, and the chain stores are likewise not the Hwasin head office, their standpoints naturally differ slightly. Consequently, a corresponding distance arises, perhaps preventing the full execution of "all commands" and "all guidance." We believe it is likely true that if chain stores consult, decide, and encourage each other, even on challenging issues, the effectiveness will surely be multiplied.
From this, we feel the need for an organization where chain store owners, who are in the same position in name, form, and substance, can consult each other without reservation.
The reason we propose the establishment of the Wŏnsan Distribution Center Affiliated Store Owners' Association first, as a matter of sequence, with the goal of forming an All-Korea Chain Store Owners' Organization, lies herein.
The fourth day of the third sample fair, the 28th, is the admission day for chain store owners within the main distribution center's jurisdiction. Therefore, it would be most convenient to gather together on the following day, day or night, for concrete discussions. <127>
We hereby notify you in advance with these few words, seeking your endorsement.
July 20, Shōwa 10 (1935)
Chuil Chain Store Owner Kim Chŏngbong (金珽鳳)
Hongwŏn Chain Store Owner Sŏ Hyŏnjong (徐鷴鍾) 白

This became the starting point, leading to the establishment of the association encompassing all of Korea this time. Thus, for the organization of the leadership that actually runs this association, it was decided to elect three executives from each distribution center's jurisdiction, totaling 15 individuals from the five distribution centers. From among them, a "Secretary cum Treasurer" was elected. Their names are as follows:

Officers
Chairman: P'yo Kibŏm (表箕範) (Kwangnyangman)
Vice-Chairman: Sŏnu Hun (鮮于勳) (Chŏngju)
Secretary cum Treasurer: Kim Suok (金守玉) (Yŏsu) Pusan Distribution Center
Kim Kyut'ae (金奎泰) (Munsan) Kyŏngsŏng [Seoul] Ditto
Sin Munsŏn (辛文善) (Imch'ŏn) Kunsan Ditto
Cho Tongsun (趙東淳) (Hwangju) P'yŏngyang Ditto
Sŏ Hyŏnjong (徐鷴鍾) (Hongwŏn) Wŏnsan Ditto

Other Executives
Kim Chŏngbong (金珽鳳) (Chuil)
Kim Tuho (金斗鎬) (Changjŏn)
Kim Chongnyŏl (金宗烈) (Samch'ŏnp'o)
Chŏng T'aebok (鄭泰福) (Ponghwa)
Yi Chungyong (李重用) (Ch'ŏngju)
Pak Chongch'ŏl (朴宗哲) (Hwasun)
Yi Kwŏngyun (李權均) (Koch'ang)

The lineup is roughly as above. As for membership fees, it was decided to collect 50 chŏn upon joining, with further collections to be made whenever funds are needed later. After the organization was completed, there was a banquet hosted by the President of Hwasin Headquarters, Mr. Pak Hŭngsik (朴興植), and Division Head Chu (朱課長) at the Kyŏngsŏng Hotel. In any case, the future direction of this All-Korea Store Owners' Association, seeking to protect business rights, draws considerable attention. <128>

**Summary**

This 1935 article reports on the formation of the Hwasin Chain Store Owners' Association in Seoul. Driven by issues like inconsistent pricing, purchasing problems, lack of understanding of the Hwasin model, poor sense of duty among owners, and resulting loss of public trust, store owners, initially led by those from the Wŏnsan region, organized to protect their collective interests and work more effectively with the Hwasin head office. The article details the founding meeting, its resolutions, the rationale outlined in an initial appeal letter, and the elected leadership structure, concluding that the association's future actions will be closely watched. From a historical perspective, the article is interesting as it showcases Korean capitalist enterprise (Hwasin Department Store and its chain) attempting modern business organization techniques during the colonial period. It highlights the challenges faced by early Korean chain stores, the tension between centralized control (Hwasin HQ) and franchisee autonomy, and the emergence of collective action among Korean merchants to navigate the complexities of the colonial economy and modernize their practices, reflecting a degree of indigenous economic development and organizational effort despite the overarching colonial structure.

**Named Entities**

和信	화신	Hwasin
京城	경성	Kyŏngsŏng (Seoul)
明知町	명치정	Myŏngch'ijŏng (Myeong-dong, Seoul)
마루삘	마루빌	Marubiru (Building name)
元山	원산	Wŏnsan
咸南	함남	Hamnam (South Hamgyŏng Province)
洪源	홍원	Hongwŏn
徐鷴鍾	서현종	Sŏ Hyŏnjong
朱乙	주을	Chuil
金珽鳳	김정봉	Kim Chŏngbong
釜山	부산	Pusan
汶山	문산	Munsan
群山	군산	Kunsan
林川	임천	Imch'ŏn
黃州	황주	Hwangju
平壤	평양	P'yŏngyang
廣梁灣	광량만	Kwangnyangman
表箕範	표기범	P'yo Kibŏm
定州	정주	Chŏngju
鮮于勳	선우훈	Sŏnu Hun
麗水	여수	Yŏsu
金守玉	김수옥	Kim Suok
金奎泰	김규태	Kim Kyut'ae
辛文善	신문선	Sin Munsŏn
趙東淳	조동순	Cho Tongsun
長箭	장전	Changjŏn
金斗鎬	김두호	Kim Tuho
三千浦	삼천포	Samch'ŏnp'o
金宗烈	김종렬	Kim Chongnyŏl
奉化	봉화	Ponghwa
鄭泰福	정태복	Chŏng T'aebok
淸州	청주	Ch'ŏngju
李重用	이중용	Yi Chungyong
和順	화순	Hwasun
朴宗哲	박종철	Pak Chongch'ŏl
高敞	고창	Koch'ang
李權均	이권균	Yi Kwŏngyun
朴興植	박흥식	Pak Hŭngsik
朱課長	주과장	Division Head Chu

**Glossary**

全鮮	전선	All Korea; Entire Joseon
店主	점주	Store owner
團結	단결	Unity, solidarity
連鎖店	연쇄점	Chain store
連鎖店主會	연쇄점주회	Chain Store Owners' Association
創立	창립	Founding, establishment
리익	리익	Benefit, profit (older spelling of 이익)
옹호	옹호	Protection, advocacy
注目	주목	Attention, notice
마지하여	마지하여	Greeting, welcoming (older form of 맞이하여)
見本市	견본시	Sample fair, trade show
契約高	계약고	Contract amount/value
방침	방침	Policy, plan
증설	증설	Expansion, addition
취인상	취인상	Regarding transactions (older form related to 취급)
격증	격증	Sharp increase, surge
수효	수효	Number, count (older term)
망라	망라	Encompassing, including all
깁다	깁다	Deep (older spelling of 깊다)
상보	상보	Detailed report
모히여	모히여	Gathering (older spelling of 모여)
共同仕入機關	공동사입기관	Joint purchasing organization
育成	육성	Nurturing, fostering
支持	지지	Support
初創期	초창기	Initial period, early stage
一層	일층	More, further, increasingly
重且大	중차대	Heavy and great, momentous
認識	인식	Recognition, awareness
應募	응모	Application, subscription
惡風	악풍	Bad practices, negative trends
不統制	불통제	Lack of control, disorder
自繩自縛	자승자박	Tying oneself up; self-imposed restriction
결의	결의	Resolution, decision
흥망	흥망	Rise and fall, fate
끗치지	끗치지	Not ending (older spelling/form of 그치지)
파급	파급	Ripple effect, repercussion, spread
임무	임무	Duty, task
비최여	비최여	Based on, reflecting (older spelling/form of 비추어)
압흐로	압흐로	Henceforth, in the future (older spelling of 앞으로)
一系不亂	일사불란	In perfect order, unified
發起	발기	Initiation, proposal
定價販賣	정가판매	Fixed-price sales
不統一	불통일	Lack of uniformity, disunity
仕入	사입	Purchasing, stocking (goods)
亂調	난조	Disorder, confusion
不足	부족	Lack, insufficiency
缺如	결여	Lack, absence
信望	신망	Trust, confidence
失墮	실타	Loss, forfeiture
페해	페해	Harm, evil effect, damage (older spelling of 폐해)
업시하여야	업시하여야	Must eliminate (older spelling/form of 없이하여야)
늣기자	늣기자	Upon feeling (older spelling of 느끼자)
잇스리라하야	잇스리라하야	Thinking/Saying that there would be (older spelling/form of 있으리라 하여)
配給所	배급소	Distribution center
管內	관내	Within the jurisdiction
檄	격	Manifesto, appeal, public notice
趣旨	취지	Purpose, meaning, gist
謹啓	근계	Respectfully addressed (formal letter opening)
盛炎之際	성염지제	At the height of the summer heat
貴體	귀체	Your body (honorific)
萬康	만강	Perfect health
業務	업무	Business, work
隆盛	융성	Prosperity, flourishing
仰祝	앙축	Sincerely wish/pray for
陳者	진자	Regarding recent matters (formal letter phrase)
昨今	작금	Recently, nowadays
動靜	동정	Situation, state of affairs
一瞥	일별	A glance
經營方針	경영방침	Management policy
不一致	불일치	Inconsistency, disagreement
信念	신념	Belief, conviction
漸漸	점점	Gradually
飛散	비산	Scattering, dispersion
步調	보조	Pace, step
各樣各態	각양각태	Various kinds and forms
연출	연출	Producing, presenting, displaying
甚	심지어는	Even, going so far as
疑	의	Doubt, suspicion
恒久	항구	Permanent, lasting
大計	대계	Grand plan, major strategy
忘却	망각	Forgetting
暫便	잠편	Temporary convenience
拘碍	구애	Being constrained, hindered
不無	불무	Not without, there is some
此에는	차에는	In this (regard) (older form)
主因	주인	Main cause
積年	적년	Many years, long-standing
商習	상습	Business customs/practices
所致	소치	Result, consequence
從來	종래	Conventionally, traditionally
仕入先	사입선	Supplier
利害相反	이해상반	Conflict of interest
同一	동일	Same, identical
疑訝	의아	Doubt, suspicion
百出	백출	Occurring frequently, cropping up everywhere
東洋	동양	The East, Orient
設案	설안	Plan, design, proposal
事業初創期	사업초창기	Early stage of a business/project
如斯	여사	Like this, such
迂餘曲折	우여곡절	Twists and turns, complications
一過程	일과정	One process/stage
當然	당연	Natural, rightful
失敗之因	실패지인	Cause of failure
挫折之因	좌절지인	Cause of setback
小因	소인	Small cause
百年大利	백년대리	Great benefit for a hundred years; long-term great profit
數三朔	수삼삭	Two or three months
期間	기간	Period (of time)
生起	생기	Occurrence, arising
弊害	폐해	Harm, evil effect, abuse
一掃	일소	Sweeping away, eliminating
將來	장래	Future
굿게	굿게	Firmly (older spelling of 굳게)
約定	약정	Promise, agreement
方策	방책	Plan, measure, strategy
講究	강구	Devising, searching for (a plan)
一體同心	일체동심	One body, one mind; united
原則	원칙	Principle
本店	본점	Head office, main store
亦	역	Also, likewise
稍異	초이	Slightly different
相應	상응	Corresponding, suitable
距離	거리	Distance
命令	명령	Command, order
指導	지도	Guidance, direction
實行	실행	Execution, implementation
萬一	만일	If by chance, supposing
如何	여하	What kind of, how
難澁	난삽	Difficult, complicated
宿題	숙제	Problem, pending issue, homework
協議	협의	Consultation, discussion
決定	결정	Decision
激勵	격려	Encouragement
效果	효과	Effect, result (older form of 효과)
倍加	배가	Doubling, multiplication
事實	사실	Fact, truth
忌憚	기탄	Reservation, hesitation
機關	기관	Organization, agency
必要	필요	Need, necessity
늣기게	늣기게	Come to feel (older spelling of 느끼게)
目標	목표	Goal, target
于先	우선	First of all, for now
順序	순서	Order, sequence
所屬	소속	Affiliated, belonging to
發議	발의	Proposal, suggestion
所以	소이	Reason why
玆에 在함니다	자에 재함니다	Lies herein (formal, older phrasing)
晝夜間	주야간	Day or night
一堂	일당	One hall, same place
會集	회집	Gathering, assembly
具體的	구체적	Concrete, specific
至便	지편	Most convenient
貴贊同	귀찬동	Your approval/endorsement (honorific)
