Magazine Title: 삼천리 제7권 제8호
Publication Date: 1935년 09월 01일
Article Title: 獨帝密使가 印度騷擾를 策動하든 秘史, 二十年만에 알려진 大戰中 獨逸叅謀本部暗躍記 (Secret History of German Imperial Emissaries Instigating Disturbances in India, Revealed After Twenty Years: A Record of the German General Staff's Covert Activities During the Great War)
Article Type: 소식 (News/Report)

Secret History of German Imperial Emissaries Instigating Disturbances in India, Revealed After Twenty Years: A Record of the German General Staff's Covert Activities During the Great War
The Conspiracy Planners Were Only a Few Individuals

India is originally a continent where diverse races are gathered together. Strictly speaking, there is nothing that can be described from the perspective of India as a whole. However, the people of India today—whether Hindu, Muslim, Buddhist, or even Zoroastrian—all fervently desire a British military victory and are constantly praying for it. That is an undeniable fact.
Hinduism, according to its religious tenets, demands the worship of the monarch, and consequently, the vast majority of Hindus worship the King of England, that is, the Emperor of India. Indeed, this writer has witnessed hundreds of devout Hindus offering prayers before the statue of Queen Victoria. Previously, when war was declared against Turkey, a great labor of Islam, some feared that this might cause unrest among Muslims towards India. However, all such concerns were merely unfounded worries.
Regarding the war with Turkey, educated Muslims quickly and earnestly explained to their uneducated brethren that the fault lay entirely with Turkey, or rather, that Turkey's rulers had acted so recklessly that their severe foolishness would ultimately lead even to the end of their lineage. We often heard rumors of disturbances regarding India. However, the conspirators were fundamentally mere petty individuals, and even among them, extremely few. They are not representatives of India, just as Mr. Ramsay MacDonald<202> is not a representative of Britain. Furthermore, the few who incite this rebellion are mostly cohorts educated with German funds, and the majority of those who listen to their incitement are merely young students.
India is thoroughly loyal to the mother country. Princes and commoners alike compete with each other, striving to assist the British Emperor. They not only know the British Emperor as their benefactor but also consider him absolutely indispensable in India. Therefore, influential Indian nobles have all offered their persons, naturally, as well as their armies and treasures, to be placed at the disposal of the Indian government. Also, various feudal lords (藩王) and wealthy individuals have donated ships, military trains, automobiles, airplanes, etc., to the Governor-General of India. All classes of Indian society have voluntarily shouldered various public bonds for wartime. Those without the means to serve through monetary contributions do corresponding work. For example, a certain shoemaker repaired boots for the Indian troops departing for France and refused payment, not accepting his wages.

Ignorant of What Sea Power Is

The people of India, regardless of social standing, are earnestly thinking about waging war. The Governor-General of India releases war reports daily, which are published in all newspapers. That is, they are translated into more than 12 different languages and appear before the eyes of the Indian people. Also, many Indians and Englishmen give grand lectures about the war. Yet, despite this, there are many people who are unaware of the significant events currently unfolding. Among Indians, there are over 200 million people who have never seen the ocean, so they, much like Bulgarians (勃牙利人), do not even know the meaning of the term "sea power." However, those who are sufficiently educated are, of course, deeply impressed by British sea power. In their eyes, British sea power appears as a prominent characteristic of this conflict.
They cannot help but admire the fact that since the war began, British mail has never once been intercepted and sunk by the enemy, nor has it ever been delayed.
Indeed, mail ships from the British homeland arrive accurately in Bombay (뽐벼이) every week, just as usual, bringing letters, books, newspapers, and magazines<203> from Britain.
Their astonishment does not end there. Even amidst the most turbulent wartime, the departure and arrival times of steamships are openly disclosed, with no secrecy whatsoever.
The whereabouts of each ship, arrivals, and departure reports from various ports are all published in the newspapers. It is no wonder that the people of India deeply doubted their own eyes when they read the Reuters telegram (루-다-電報) in the newspaper stating that Field Marshal Kitchener (긔지나-元師) had embarked on a journey to visit Greece. Such articles recklessly dismissed the enemy's navy without much thought.
Looking at things like this, it seems the British government is mocking the enemy in this way: "We regard your naval power as insignificant. As proof, shouldn't we openly declare to you that the person responsible for organizing the British Army has traversed the Mediterranean for his duties?"
Educated Indians have great confidence in the victory of the British Empire and the Allied Powers. This is because they know that ultimately, no matter how much Germany resists, it absolutely cannot defeat the British Navy.

Incitement by Germans in India (在印獨逸人)

Uneducated Indians, truly unaware of what sea power is, might not consider the war reports detailing the activities of the British Army to be accurate reporting. Although they do not believe that the mighty British Emperor will be defeated, they are originally timid and easily swayed by temporary rumors. Furthermore, because the concept of distance is vague in their minds, they still feel the fear that the German army might attack India at any moment. This is not the case nowadays, but at the beginning of the war, such anxiety was quite severe. This was because, for several months after the war started, many Germans, especially missionaries and university professors, were in various parts of India, spreading rumors whenever possible that Germany would attack India with warships and airplanes at any moment. Thus, the concept of distance is lacking in the majority of Indians. Let me provide an appropriate example. It concerns the transport of a certain regiment from the Kul region (굴地方) towards France. Barely a hundred *li* (哩) after departing the barracks, they disembarked at a certain junction station. At that time, the brave Kul men (굴人), thinking German soldiers were near this station, sharpened their swords on the platform and began preparing for battle.
The Germans initially used clever means, frequently trying to disrupt India. When the SMS Emden (彼 엠덴號) was roaming violently in the Indian Ocean, German and Austrian spies (獨墺의 間牒) in Bombay (뽐벼이) told Indian sailors and boatmen, "If you go out to sea, your lives are forfeit. You will surely be killed, so be aware." As a result, many sailors deserted their ships and returned to their respective villages. Those who did not return to their villages were reluctant to readily agree to board ships. Thus, considerable effort was required to get them back to work. <204>

Examples of Clever Maneuvers

The Germans' methods aimed to cause financial distress for the Indian government. Therefore, the enemy nationals spread this rumor: "Right now, a large German army is invading India by land, sea, or air, slaughtering all Englishmen and imposing heavy tribute payments on Indians. Anyone unable to pay this tribute in gold coins will be killed outright."
The inventors of such absurd falsehoods also threatened the people of India, saying, "The invading German army will not accept promissory notes, paper money, or silver coins. Why? Because by then, all banks will have collapsed, the British government maintaining the paper currency will be gone, and one rupee (一루삐) (sixty annas) will plummet to nine annas (九아나). Therefore, nothing but gold coins will be accepted." The purpose of these lies was ultimately to cause runs on all the banks, and on the other hand, to disrupt the credit of the government-issued paper currency, which currently amounted to millions, thereby causing a major panic. The enemy's efforts in this area were extraordinary, not stopping at merely spreading false rumors. To achieve this goal, they even distributed gold coins. It was two or three days after this. A woman came to an Indian shop on a certain large street and bought goods worth 12 rupees. She paid with a 50-rupee banknote and left the shop without taking the change. The shop owner quickly took the 38 rupees change and followed the customer, but she didn't look back and said,
"I am not such a dishonest woman, so I won't accept this change. I don't think the 50-rupee banknote is worth more than 12 rupees now. Honestly speaking, in a week, this banknote will become like waste paper. Therefore, it's better to settle it as quickly as possible."
And she left. The astonished shopkeeper rushed to a money changer and exchanged the banknote he had just received, along with all the paper money in his shop, for silver coins. As he told acquaintances about this incident, the rumor spread like wildfire throughout the town (町中), and consequently, for a while, nobody would accept paper money.
However, as soon as the authorities (官憲) heard of this incident, they took extraordinary measures and restored the credit of the government-issued paper currency, so now it is in the same secure state as before the war. All the enemy's planned efforts were thus easily thwarted. The greatest disappointment and discouragement experienced by the Germans likely concerned their schemes regarding India.<205>

**Summary**

This 1935 article recounts alleged German attempts during World War I to destabilize British India through propaganda and espionage. It portrays these efforts, including spreading rumors of imminent invasion, inciting financial panic by discrediting paper currency, and funding anti-British agitators, as ultimately failing due to the unwavering loyalty of the Indian populace—from princes to commoners—to the British Crown. The article emphasizes the strength of British sea power as a key factor in Allied confidence and dismisses the German-backed conspirators as a small, unrepresentative minority. From the perspective of Korean colonial history, this article is interesting as it reflects the dissemination of pro-British/Allied wartime narratives within colonial Korea. It presents a specific view of colonial subjects (Indians) as loyal and content, potentially serving as an implicit comparison or model for Koreans under Japanese rule. Historians might find it valuable for understanding how international events (WWI) were framed and consumed in the colony, the nature of propaganda during that era, and the complexities of imperial ideology being projected onto colonial audiences.

**Named Entities**

印度	인도	India
印度敎徒	인도교도	Hindus
回敎徒	회교도	Muslims
佛敎徒	불교도	Buddhists
拜火敎徒	배화교도	Zoroastrians
英軍	영군	British Army
英國王	영국왕	King of England
印度皇帝	인도황제	Emperor of India
빅도리아 女皇	빅토리아 여왕	Queen Victoria
土耳古	토이고	Turkey (Older name: T'oigo)
英國	영국	Britain
라무제-·맥트날트氏	라무제 맥트날트씨	Ramsay MacDonald
獨逸人	독일인	German(s)
印度政廳	인도정청	Government of India
印度總督	인도총독	Governor-General of India
佛蘭西	불란서	France
勃牙利人	발아리인	Bulgarians (Uncertain, possibly a generic term for landlocked people)
英吉利	영길리	England
뽐벼이	뽐베이	Bombay (Ppomp’yŏi/Ppomp’ei - likely older Korean transliteration)
긔지나-元師	키치너 원수	Field Marshal Kitchener (Kich'inŏ Wŏnsu - older transliteration)
希臘	희랍	Greece
루-다-電報	로이터 전보	Reuters Telegram (Roit'ŏ Chŏnbo - likely older transliteration)
獨逸	독일	Germany
在印獨逸人	재인독일인	Germans in India
英國陸軍	영국육군	British Army
獨逸軍	독일군	German Army
굴地方	굴 지방	Kul Region (Kul Chibang - possibly referring to Gurkha region/people)
굴人	굴인	Kul people (Kurin - likely Gurkhas)
獨兵	독병	German soldier(s)
엠덴號	엠덴호	SMS Emden (Emt'en-ho)
印度洋	인도양	Indian Ocean
獨墺의 間牒	독오의 간첩	German and Austrian spies (Togoŭi Kanch'ŏp)
一루삐	일 루피	One Rupee (Il Rup'i)
아나	아나	Anna (Indian currency unit)

**Glossary**

雜多	잡다	Various, diverse
뭉처 잇는	뭉쳐 있는	Gathered together (Older spelling: 뭉처)
見地	견지	Viewpoint, perspective
이럿타 할만한	이렇다 할만한	Worth mentioning as such (Older spelling)
업다	없다	To not exist, to lack (Older spelling)
敎旨	교지	Tenet, doctrine
乃至	내지	Or even, down to
숭배하고 잇다	숭배하고 있다	Are worshipping (Older spelling: 잇다)
曩者	낭자	Previously, formerly
초래치 안흘가	초래치 않을까	Wouldn't it cause...? (Older spelling/form)
기우	기우	Groundless fear, needless anxiety
얼른(速)	얼른	Quickly (速 added for emphasis)
설파하엿든 次第다	설파하였던 차제다	It was the situation that they earnestly explained (Older grammar/spelling)
소인배	소인배	Petty person, insignificant individual
맛치	마치	Just like, as if (Older spelling)
徒輩	도배	Group, gang, cohort (Often negative connotation)
書生	서생	Student (Often implies young, inexperienced)
徹頭徹尾	철두철미	Thoroughly, from beginning to end
百姓	백성	Common people, subjects
互相	호상	Mutually
隨意處分	수의처분	Disposal at will
獻하엿다	헌하였다	Donated, presented (Older form of 하였다)
자진하야	자진하여	Voluntarily (Older spelling)
여유	여유	Affordance, room, surplus
거게	거기게	There, thereto (Older form)
업지 못할 뿐	없지 못할 뿐	Absolutely indispensable (Lit: Not only unable to be without)
낫하난다	나타난다	Appears (Older spelling)
깁히	깊이	Deeply (Older spelling)
不禁하는 바이다	금하지 못하는 바이다	Cannot help but (do something)
齊來한다	제래한다	Arrive together, bring together
긋치지	그치지	Not stopping at (Older spelling)
物騷한	물소한	Turbulent, disturbed, restless
途에 올나다는	도에 올랐다는	Embarked on a journey (Older spelling: 올나다)
비우슴	비웃음	Mockery, scorn (Older spelling)
뻐틔여도	버텨도	Even if (they) endure/resist (Older spelling: 뻐니다/뻐틔다 for 버티다)
打破치	타파치	To defeat, break down (치 is emphatic suffix)
無敎育한	무교육한	Uneducated
늣기고 잇다	느끼고 있다	Are feeling (Older spelling: 늣기다 for 느끼다)
昨今	작금	Nowadays, recently
風說	풍설	Rumor
流布하고 잇슨	유포하고 있은	Were spreading (Older spelling: 잇슨)
適切한	적절한	Appropriate, suitable
哩	리	Li (Unit of distance, approx. 0.39km)
聯絡驛	연락역	Junction station
푸랫토홈	플랫폼	Platform (Loanword transliteration)
暴虐하게	포학하게	Violently, brutally
間牒	간첩	Spy
銘銘히	명명히	Each one, individually (Sino-Korean reading of 各各)
펄첫다	펼쳤다	Spread (a rumor) (Older spelling)
貢納金	공납금	Tribute payment
課하야	과하여	Imposing (a tax/duty) (Older form)
上納치	상납치	To pay up (to superiors) (치 is emphatic suffix)
밧지 안켓다	받지 않겠다	Will not accept (Older spelling: 밧다, 안켓다)
何故인고 하면	하고인고 하면	If you ask why... (Archaic interrogative form)
몰락하야	몰락하여	Having collapsed (Older spelling)
攪亂	교란	Disturbance, disruption
取付	취부	Bank run (Japanese term 取付騒ぎ - toritsuke sawagi)
遭케하야	조케하여	Causing to encounter/suffer (遭 - encounter; Older form)
散布하야서부터	산포하여서부터	From after scattering/distributing
餘錢	여전	Change (money left over)
밧지 안켓소	받지 않겠소	Will not accept (Polite, older speech style: -겠소)
밧궈서	바꿔서	Exchanging (Older spelling)
町中	정중	Throughout the town (Japanese term 町中 - machijū/chōchū)
官憲	관헌	Authorities, officials (Often used in colonial context for police/government)
강구하야	강구하여	Devising, taking (measures) (Older spelling)
同樣으로	동양으로	In the same way, similarly
挫折되엿다	좌절되었다	Was thwarted, frustrated (Older spelling: 되엿다)
計策	계책	Scheme, stratagem


---------------------------


잡지명	삼천리 제7권 제8호
발행일	1935년 09월 01일
기사제목	獨帝密使가 印度騷擾를 策動하든 秘史, 二十年만에 알려진 大戰中 獨逸叅謀本部暗躍記
기사형태	소식

獨帝密使가 印度騷擾를 策動하든 秘史, 二十年만에 알려진 大戰中 獨逸叅謀本部暗躍記
陰謀計劃者는 少數의 輩

印度는 원래 雜多의 種族이 한데 뭉처 잇는 대륙이다. 엄밀히 말하면 印度 全體와 見地로서 이럿타 할만한 것은 업다. 그러나 현재 印度의 인민은 印度敎徒도, 回敎徒도, 佛敎徒도, 乃至拜火敎徒도 모다 英軍의 勝利를 열망하고 不斷의 祈願을 하고 잇다. 그것은 틀이지 안는 사실이다.
印度敎徒는 그 종교상의 敎旨에 의하야 王者를 崇拜하는 것을 요구하고, 따라서 대다수의 印度敎徒는 英國王 즉 印度皇帝를 숭배하고 잇다. 現에 필자도 저 敬虔한 印度敎徒가 빅도리아 女皇의 像前에 祈禱를 捧하는 者 지금까지 몃 百人을 目擊하엿다. 曩者 回敎의 大勞力인 土耳古에 대하야 戰爭을 宣言할 것인가. 或者는 그것 때문에 印度에 대한 回敎徒의 動搖를 초래치 안흘가 한다. 공포하엿스나 그런 일은 모다 기우에 불과하엿다.
土耳古과의 戰爭한다면 敎育잇는 回敎徒 등은 얼른(速) 그 無敎育한 同胞에 대하야 그 罪, 傳혀 土耳古에 잇슬 뿐 아니라 土耳古, 아니 차라리 土耳古의 爲政者가 심히 忘思하엿기 때문에 필경 그 몹시 심한 愚蒙을 末代하지도 이르게 한 것이라고 열심히 설파하엿든 次第다. 우리는 印度에 대하야 動亂의 所聞을 자조 들엇다. 그러나 謀判者가 잇는 것은 근본이 소인배에 불과하엿스나 그 중에도 극히 소수로서 彼等은 印度의 代表者가 안인 것은 맛치 라무제-·맥트날트氏가<202> 英國의 대표자가 안인 것과 同樣이다. 또 이 叛亂을 煽動하는 소수의 者는 대개 獨逸人의 學資를 타서 교육을 밧는 徒輩로서 彼等의 煽動에 드는 者는 다수는 靑二才의 書生에 불과하다.
