**Header Section:**
Magazine Title: 三千리 제3권 제12호
Publication Date: 1931년 12월 01일 (December 1, 1931)
Article Title: 日中戰爭 作戰 計劃, 中國 士官이 秘密作製 (Sino-Japanese War Operational Plan, Secretly Prepared by a Chinese Officer)
Author: 門炳文 (Mun Pyŏngmun)
Article Type: 소식 (News/Report)

**Body Text Translation:**
Sino-Japanese War Operational Plan, Secretly Prepared by a Chinese Officer
						Mun Pyŏngmun

Mun Pyŏngak (門炳岳), a general of the P'ung Oksang (馮玉祥) faction Northwest Warlords (he was the commander at the time P'ung's army occupied Kyŏngjin (京津) [Beijing-Tianjin area] some years ago and bombarded a Japanese warship at T'aegu (太沽)), recently drafted a document titled "The Final Battle Against the Aggression of Japanese Imperialists." Our company has obtained this secret document.
Most of it is first-rate emotional rhetoric, but its core perspective—the prediction of Japan's operational plan and the Chinese side's policies and plans—is quite noteworthy, hence it is published below.

Prediction of Japan's Operational Plan

1.  Using Taiwan (臺灣) as a base, occupy Pokkŏn (福建) [Fujian] and check our southern military strength.
2.  Occupy Ch'ŏngdo (靑島) [Qingdao] and Haeju (海州) [Haizhou], advance westward to Chenam (濟南) [Jinan] and Sŏju (徐州) [Xuzhou] to cut off the Chinp'o Line (津浦線) [Tianjin-Pukou Railway].
3.  Bombard the bend in the Puknyŏng Line (北寧線) [Beiping-Liaoning Railway] at T'anggu (塘沽) [Tanggu] with warships to cut off transportation.
4.  Land troops in the Chinhwangdo (秦皇島) [Qinhuangdao] area to raid P'yŏngjin (平津) [Beiping-Tianjin].
5.  Use a part of the army to occupy Yŏngil (延吉) [Yanji] and check our forces in Killim (吉林) [Jilin].
6.  With the main naval force, annihilate our navy and intimidate and disrupt the Kanghae'an (江海岸) [Yangtze River coast] and various important ports.
7.  With the main air force, raid our important cities.
8.  Transport the main army force from Chosŏn (朝鮮) [Korea], land them at Taeryŏn (大連) [Dalian], and under the cover of the air force, firmly occupy South Manchuria (南滿州) and East Mongolia (東蒙). Then, advance most forces westward to Sanhaegwan (山海關) [Shanhaiguan], link up with the aforementioned landing forces, proceed to attack P'yŏngjin (平津) and Yŏrha (慹河) [Rehe/Jehol], and wait for our surrender.<2>

Chinese Side's Plan

1.  Operational Preparation

1.  On one hand, prolong the situation ambiguously through diplomatic means, while on the other hand, build up actual strength and prepare for operations.
2.  On one hand, seek aid from the powers to the extent that national sovereignty is not lost, while on the other hand, prepare for operations based on an independent spirit.
3.  The navy should quickly prepare a large quantity of naval mines (水雷) to blockade various important ports.
4.  Quickly purchase numerous aircraft and train air force personnel.
5.  Quickly provide military training to Kuomintang members (국민당원) and patriotic youth to organize a People's Self-Defense Force (민중자위군) that can cooperate with the national army's operations.
6.  Strengthen military readiness and armaments, and establish a plan for national general mobilization.
7.  Repair and build coastal fortifications.
8.  Organize transportation and communication, and urgently complete the automobile road between Pukp'yŏng (北平) [Beiping] and Sanhaegwan (山海關), between Pukp'yŏng (北平) and Yŏrha (慹河), between Choyang (朝陽) [Chaoyang] and Pukp'yo (北票) [Beipiao], and the direct telegraph line between Pukp'yŏng (北平) and Hŭngnyonggang Hasi (黑龍江 哈市) [Heilongjiang Harbin].
Completing the above preparations requires at least 3 months. If so, the enemy's plan will be achieved within 10 days.
This! It is because our country has neglected national defense in normal times. If we do not plan now, the destruction of our nation is inevitable.

2.  Operational Policy

1.  Defend important ports in Pokkŏn (福建), Chŏlgang (浙江) [Zhejiang], and Kwangdong (廣東) [Guangdong] with a part of the navy and air force and the People's Self-Defense Force<3>, and further cut off the land routes.
2.  Simultaneously defend important ports in Kangso (江蘇) [Jiangsu] and Santong (山東) [Shandong], placing particular importance on Ch'ŏngdo (靑島), Haeju (海州), and Yonggu (龍口) [Longkou].
3.  Also defend T'anggu (塘沽) and protect the Puknyŏng Line (北寧線).
4.  Defend Chinhwangdo (秦皇島) and Sanhaegwan (山海關) with a part of the army and the Self-Defense Force to prevent enemy landings.
5.  Expel the enemy from Yŏngil (延吉) and Kando (間島) [Jiandao] with the army, air force, and the Self-Defense Force.
6.  Lay naval mines (水雷) in various important ports with the main naval force.
7.  Bomb various cities and important ports within Japan with a part of the air force.
8.  Concentrate army and air force strength and the Self-Defense Force along the Taerŭngha (大凌河) [Daling River] and Nanha (灤河) [Luan River] lines, combine with units from Kilhŭk (吉黑) [Jilin-Heilongjiang], defeat the enemy's main force, and recover the lost territories of Yŏgil (遼吉) [Liaoning-Jilin].

3.  Combat Structure

1.  Southeast Coastal Defense Area General Command: All forces from Chŏlgang (浙江), Pokkŏn (福建), Kwangdong (廣東), part of the forces from Kwangsŏ (廣西) [Guangxi] and Unnam (雲南) [Yunnan], part of the air force.
2.  Yellow Sea Coastal Defense Area General Command: All forces from Kangso (江蘇) and Santong (山東), part of the air force.
    Note: Yonggu (龍口) belongs to this area.
3.  Parhae (渤海) [Bohai] Defense Area General Command and concurrently Yŏgil (遼吉) Field Army General Command: All forces from Yŏgilhŭk (遼吉黑) [Liaoning-Jilin-Heilongjiang], Yŏrha (慹河), Ch'aharŭ (察哈爾) [Chahar], Suywŏn (綏遠) [Suiyuan], Habuk (河北) [Hebei], Sansŏ (山西) [Shanxi], Hanam (河南) [Henan], Sŏmsŏ (陝西) [Shaanxi], part of the air force.
4.  Bandit Suppression Army (勦其軍) General Command: Most forces from Honam (湖南) [Hunan], Hobuk (湖北) [Hubei], Kangsŏ (江西) [Jiangxi], Anhwi (安徽) [Anhui].<4>
5.  General Reserve Force General Command: Most forces from Sach'ŏn (四川) [Sichuan], Kamsuk (甘肅) [Gansu], Yŏngha (寧夏) [Ningxia], and part of the forces from Honam (湖南), Hobuk (湖北), Kangsŏ (江西), Anhwi (安徽).
6.  Navy General Command: Entire navy.
7.  Air Force General Command: Most of the air force.

5.  Outline for Organizing the People's Self-Defense Force (民衆自衛軍)

1.  Cadres: Students of middle school level and above, teachers, retired soldiers, members of the Defense Corps (보위단), police officers, genuine party members (眞正黨員), etc., who possess a spirit of sacrifice.
2.  Organization: After receiving training, cadres return to their hometowns (鄕里), provide military knowledge and training to males and females aged 12 to 65, and organize the Self-Defense Force.
3.  Command: Cadres in each village become the commanders of each village.
    One county (一縣) is commanded by the county magistrate (縣長) or the County Party Headquarters (縣黨部) or a single designated commander.
    The Self-Defense Force in a war zone is commanded by the supreme command headquarters of the relevant local army.
4.  Armament: Use locally existing weapons.
    When ammunition is insufficient, it will be supplied by the local army according to mission and need.
Furthermore, this Self-Defense Force aims solely for local self-defense and does not participate in expeditions or the war unless the relevant locality becomes an operational zone.
Et cetera - End<5>

**Summary**

This 1931 article from the Korean magazine *Samch'ŏlli* presents what it claims is a secret Chinese military document outlining anticipated Japanese invasion strategies and China's corresponding defensive preparations and operational plans. The Japanese plan involves coordinated naval, air, and land attacks from multiple points (Taiwan, Qingdao, Korea/Manchuria) aiming to cut supply lines and force surrender. The Chinese counter-plan focuses on delaying tactics, fortifying key coastal areas and railway lines, mobilizing a large civilian militia (People's Self-Defense Force), seeking international aid, and concentrating forces to repel the main Japanese thrust in the north while aiming to recover lost territory.

From the perspective of Korean colonial history, the publication of such a detailed military analysis concerning Japan's neighbour in a Korean magazine under Japanese rule is highly significant. It suggests a keen interest among the Korean readership (and potentially editorial staff) in the escalating Sino-Japanese conflict, possibly reflecting underlying anti-colonial sentiments or at least a sophisticated awareness of regional geopolitics. The frank discussion of Japanese military plans and potential Chinese resistance, even if framed as reporting on a Chinese document, is remarkable given the likely censorship environment of the time and offers historians insight into the information available to and the concerns of Koreans during this period.

**Named Entities**

三千리	삼천리	Samch'ŏlli
門炳文	문병문	Mun Pyŏngmun
日中戰爭	일중전쟁	Sino-Japanese War
中國	중국	Chungguk (China)
馮玉祥	풍옥상	P'ung Oksang (Feng Yuxiang)
서북군벌	서북군벌	Sŏbuk Kunbŏl (Northwest Warlords)
門炳岳	문병악	Mun Pyŏngak (Men Bingyue)
京津	경진	Kyŏngjin (Beijing-Tianjin area)
太沽	태고	T'aegu (Taku/Dagu)
日本	일본	Ilbon (Japan)
日本帝國主義者	일본제국주의자	Ilbon Chegukchuŭija (Japanese Imperialists)
臺灣	대만	Taeman (Taiwan)
福建	복건	Pokkŏn (Fujian)
靑島	청도	Ch'ŏngdo (Qingdao)
海州	해주	Haeju (Haizhou)
濟南	제남	Chenam (Jinan)
徐州	서주	Sŏju (Xuzhou)
津浦線	진포선	Chinp'o Line (Tianjin-Pukou Railway)
塘沽	당고	T'anggu (Tanggu)
北寧線	북녕선	Puknyŏng Line (Beiping-Liaoning Railway)
秦皇島	진황도	Chinhwangdo (Qinhuangdao)
平津	평진	P'yŏngjin (Beiping-Tianjin)
延吉	연길	Yŏngil (Yanji)
吉林	길림	Killim (Jilin)
江海岸	강해안	Kanghae'an (Yangtze River Coast)
朝鮮	조선	Chosŏn (Korea)
大連	대련	Taeryŏn (Dalian)
南滿州	남만주	Nammangju (South Manchuria)
東蒙	동몽	Tongmong (East Mongolia)
山海關	산해관	Sanhaegwan (Shanhaiguan)
慹河	열하	Yŏrha (Rehe/Jehol)
국민당원	국민당원	Kungmindangwŏn (Kuomintang/Nationalist Party members)
민중자위군	민중자위군	Minjung Chawigun (People's Self-Defense Force)
北平	북평	Pukp'yŏng (Beiping)
朝陽	조양	Choyang (Chaoyang)
北票	북표	Pukp'yo (Beipiao)
黑龍江	흑룡강	Hŭngnyonggang (Heilongjiang)
哈市	합시	Hasi (Harbin)
浙江	절강	Chŏlgang (Zhejiang)
廣東	광동	Kwangdong (Guangdong)
江蘇	강소	Kangso (Jiangsu)
山東	산동	Santong (Shandong)
龍口	용구	Yonggu (Longkou)
間島	간도	Kando (Jiandao)
大凌河	대릉하	Taerŭngha (Daling River)
灤河	난하	Nanha (Luan River)
吉黑	길흑	Kilhŭk (Jilin-Heilongjiang)
遼吉	요길	Yŏgil (Liaoning-Jilin)
廣西	광서	Kwangsŏ (Guangxi)
雲南	운남	Unnam (Yunnan)
黃海	황해	Hwanghae (Yellow Sea)
渤海	발해	Parhae (Bohai Sea)
遼吉黑	요길흑	Yŏgilhŭk (Liaoning-Jilin-Heilongjiang)
察哈爾	찰합이	Ch'aharŭ (Chahar)
綏遠	수원	Suywŏn (Suiyuan)
河北	하북	Habuk (Hebei)
山西	산서	Sansŏ (Shanxi)
河南	하남	Hanam (Henan)
陝西	섬서	Sŏmsŏ (Shaanxi)
勦其軍	초기군	Ch'ogigun (Bandit Suppression Army)
湖南	호남	Honam (Hunan)
湖北	호북	Hobuk (Hubei)
江西	강서	Kangsŏ (Jiangxi)
安徽	안휘	Anhwi (Anhui)
四川	사천	Sach'ŏn (Sichuan)
甘肅	감숙	Kamsuk (Gansu)
寧夏	영하	Yŏngha (Ningxia)
縣長	현장	Hyŏnjang (County Magistrate)
縣黨部	현당부	Hyŏndangbu (County Party Headquarters)
보위단	보위단	Powidan (Defense Corps)
最高司令部	최고사령부	Ch'oegosaryŏngbu (Supreme Command Headquarters)

**Glossary**

士官	사관	Military officer
秘密	비밀	Secret
作製	작제	Preparation; drafting; making
系	계	Faction; system; lineage
軍閥	군벌	Warlord
先年	선년	Some years ago; previous years
當時	당시	At that time
軍艦	군함	Warship
砲擊	포격	Bombardment; shelling
指揮官	지휘관	Commander
最近	최근	Recently
帝國主義者	제국주의자	Imperialist
侵略	침략	Aggression; invasion
最後	최후	Final; last
一戰	일전	One battle; a battle
題한	제한	Titled; with the subject of (Older form, modern: 제(題)한)
起案	기안	Drafting (a plan or document)
本文	본문	This document; main text
入<0x624B>	입수	Obtaining; acquiring
大部分	대부분	Most part; majority
一流	일류	First-rate; top-class
感情論	감정론	Emotional argument; sentimentalism
眼目	안목	Main point; gist; perspective
豫想	예상	Prediction; expectation
方<0xE89D>	방침	Policy; course of action
注目	주목	Attention; notice
左	좌	Below; left (used to indicate following text)
發表	발표	Publication; announcement
根據	근거	Base; basis
占領	점령	Occupation
我	아	Our; my (referring to China here)
南部	남부	Southern part
兵力	병력	Military strength; troops
牽制	견제	Check; restrain; contain
西進	서진	Advance westward
至	이르러	Reaching; arriving at
遮斷	차단	Cut off; block; intercept
屈曲部	굴곡부	Bend; curve
交通	교통	Transportation; traffic
方面	방면	Direction; area
上陸	상륙	Landing (of troops)
襲擊	습격	Raid; attack
陸軍	육군	Army
一部	일부	A part; portion
海軍	해군	Navy
主力	주력	Main force
全滅	전멸	Annihilation
海岸	해안	Coast; coastlines
要港	요항	Important port
威嚇	위협	Intimidation; threat
擾亂	요란	Disturbance; disruption; agitation
空軍	공군	Air force
城市	성시	Cities; towns
輸送	수송	Transport; transportation
援護	원호	Support; cover; aid
依	의하여	By means of; according to (Older form, modern: 의하여)
確實	확실히	Certainly; firmly
合	합하여	Combining; joining together
向	향하여	Towards; heading for
屈服	굴복	Surrender; submission
企	기달린다	Await; expect (Likely typo/older form for 기다린다)
作戰準備	작전준비	Operational preparation
一面	일면	On one hand; one side
外交手段	외교수단	Diplomatic means
依	의하여	By means of; according to
有耶無耶	유야무야	Ambiguously; indecisively; vaguely
延長	연장	Extension; prolongation
他面	타면	On the other hand; the other side
實力	실력	Actual strength; real power
充足	충족	Sufficiency; replenishment; fulfillment (충족식이다 - to make sufficient)
國權	국권	National sovereignty
喪失	상실	Loss
程度	정도	Degree; extent
잇서	있어	At; in (Older spelling of 있어)
列國	열국	The powers; various countries
援助	원조	Aid; assistance
求	구하며	Seeking; asking for
獨立精神	독립정신	Independent spirit
速	속히	Quickly; promptly
多量	다량	Large quantity
水雷	수뢰	Naval mine
準備	준비	Preparation
封鎖	봉쇄	Blockade
多數	다수	Numerous; large number
飛行機	비행기	Airplane; aircraft
購入	구입	Purchase
人才	인재	Personnel; talented people
訓鍊	훈련	Training
黨員	당원	Party member
愛國靑年	애국청년	Patriotic youth
軍事訓鍊	군사훈련	Military training
施	시하여	Implement; carry out; provide
民衆自衛軍	민중자위군	People's Self-Defense Force
組織	조직	Organization; organize
國軍	국군	National army
協同作戰	협동작전	Cooperative operation; joint operation
期	기함	Aim for; expect (기하다)
軍備	군비	Military preparations; armaments
兵備	병비	Military supplies; armaments
充實	충실히	Fully; substantially; faithfully
全國	전국	Entire nation; nationwide
總動員	총동원	General mobilization
計劃	계획	Plan; planning
定	정함	Decide; establish; set
海岸要塞	해안요새	Coastal fortress
修築	수축	Repair and construction
通信	통신	Communication
整理	정리	Organization; arrangement
間	간	Between
自動車路	자동차로	Automobile road
間	간	Between
直通電線	직통전선	Direct telegraph line
完成	완성	Completion
急	급히 함	Do urgently (Older construction)
以上	이상	Above; the aforementioned
要	요한다	Require; need
敵	적	Enemy
達成	달성	Achievement; accomplishment
此	이것	This (Older pronoun form)
我國	아국	Our country (referring to China)
平素	평소	Normally; usually
國防	국방	National defense
等閑	소홀히	Negligently; carelessly (等閑히 하다 -> 소홀히 하다)
탓	탓	Fault; blame
今	지금	Now
밋처서	미쳐서	Reaching this point; now that (Older spelling of 미쳐서)
企圖	기도	Plan; attempt (企圖치 안으면 - if not planned/attempted. Older form)
民族	민족	Nation; people; ethnic group
滅亡	멸망	Downfall; destruction; ruin
必然	필연	Inevitable; necessity
