잡지명	동광 제31호
발행일	1932년 03월 05일
기사제목	海外論壇 上海事變과 外人의 態度 (歐米各國紙) (Overseas Forum: The Shanghai Incident and Foreigners' Attitudes (Euro-American Newspapers))
필자	一記者 譯 (Translated by a Reporter)
기사형태	논설 (Editorial/Opinion Piece)

Overseas Forum: The Shanghai Incident and Foreigners' Attitudes
						Translated by a Reporter

The Sino-Japanese conflict incident in Shanghai has caused significant repercussions throughout the entire world. It is necessary for reference to understand the tone of Britain, America, France, Germany, Italy, and other countries, as well as the tone of foreign-language newspapers in Shanghai. We introduce these viewpoints purely for reference, regardless of whether they are correct or incorrect, or pro-China or pro-Japan.

British Prime Minister MacDonald's Disappointment
Prime Minister Ramsay MacDonald gave a speech in the Durham constituency roughly as follows:
"The Shanghai Incident brings disappointment regarding the past efforts made by the governments of the world's major powers for world peace. We are all signatories of the Kellogg-Briand Pact and members of the League of Nations. The main purpose of joining the League was the resolution to settle all difficulties and disputes through arbitration, negotiation, and reconciliation, without resorting to force. I appeal to all concerned parties to sheathe their swords and resolve the conflict through reason and common sense. Et cetera."

The Non-Interventionism of the Conservative Party Organ
On January 29th, the London Conservative Party organ, the Morning Post, published the following opinion as an editorial: "For Britain to cooperate with various countries to intervene on behalf of China is the work of a madman. Britain absolutely refuses to be drawn into war. Japan is our good neighbor. Perhaps they mishandled the use of weapons, but otherwise, they are in the same situation as Britain faced in 1927. When British interests are infringed upon, we will, of course, take action. Until then, British influence or British troops cannot be used for this dispute."

American Newspapers' Discourse and Attitude
New York Times: "If the Japanese government does not accept the arbitration proposal of Britain and America, it will damage its own honor in the eyes of the world <13> and consequently bring about grave danger."
Washington Post: "The Japanese government has either been swept away by actions exceeding the state of the [censored word: Military?] Department (X部) or else has adopted an unprecedentedly [censored word: aggressive?] [censored word: policy?] (XX方針) in history."
Daily News: "The re-establishment of a common front among neutral nations is the only hope for resolving the incident."
Washington Herald: "Admiral Taylor's mission is to protect the American people without getting involved in the Sino-Japanese dispute."

The Tone in Paris and Rome
Rome Tribune: "The incidents in Shanghai and Nanjing cannot be treated specially like the Manchurian Incident. Japan's attack on this area is clearly [censored word: invading?] another's [censored word: territory?] (他X을 XX하는 것). Therefore, the problem is not one for the procrastinating League proceedings, but a problem for the countries with interests in Shanghai."
Mexico Excelsior: "If the situation in the Far East becomes complicated, Mexico will become a faithful ally of the United States."
Paris Le Journal: "For the Nanjing Government to declare war exposes the incompetence of the Chinese government. It did not come from rational judgment but is submission to disordered public opinion."

British Newspaper Tone
London Observer: "The actions of the Japanese government are decisively [censored word: wrong?] (XX다). [Censored word: Invading?] (XX하는 것) Chinese territory in Shanghai is clearly a violation of the League Covenant and the Kellogg-Briand Pact. At the same time, it is also an unwise [censored word: provocation?] (挑X) against the international interests concentrated in Shanghai. Japan is normally a sound force in the Far East. But for the time being, its honor has been damaged. We believe this deviation is a temporary phenomenon. And we welcome Foreign Secretary Sir Simon's observation that Anglo-American arbitration will yield good results."

How Did Shanghai's Foreign Newspapers See It?
North China Daily News (British-owned): "It is useless to argue about responsibility for the situation. It is necessary to evoke sympathy for two friends who are in dispute due to mutual misunderstanding. It is still too early to discuss holding a conference. Japan will understand that among foreign citizens, only those seeking Sino-Japanese friendship should refrain from actions or words that would delay a peaceful resolution. The era when an armed conflict, once it occurred, was immediately seen as a grand adventure mindful of heroic traditions has passed. Regarding the situation in Hongkou (虹口), impeccable reports have come into our hands. There are also reports from actual eyewitnesses. These cannot be seen merely as anti-Japanese propaganda. The reports are regrettable, but they are facts. Japanese authorities have also expressed regret over the deviant actions of Japanese citizens. They promised that such actions would not happen again. We hope again, and would be more satisfied if, the Japanese military adheres to the commonly recognized customs when dealing with non-combatants <14>."
Shanghai Times (British-owned, Pro-Japanese tendency): "Shanghai is passing through a historical crisis. Now is not the time to try to clarify responsibility. Citizens of all countries have suffered significant losses. Now is the time to demand a halt to the situation. Warfare in the areas adjacent to the Concessions is unacceptable. Military officials of both Japan and China should heed the advice of their respective citizens within the Concessions and citizens of other nations and consent to the establishment of a neutral zone. The fire in Zhabei (閘北) is a sad loss. Part of the Chinese city has become ruins, and the damage will amount to millions. It is too high a price sacrificed for hostile arrogance."
China Press (Chinese-owned): "What the Anti-Japanese Association and the National Salvation Army, even deploying many plainclothes operatives, could not achieve in Shanghai over four months, two thousand Japanese marines accomplished in 24 hours. In other words, before January 28th, there were Chinese merchants who opposed the confiscation of Japanese goods, but from today, Chinese people are voluntarily burning Japanese goods and have sworn not to trade with Japan until Japan's [censored word: aggression?] (XX이) ceases. For the sake of world peace, it would be good if the Japanese government realizes, even one day sooner, that stopping the boycott of Japanese goods is impossible through [censored word: force?] and [censored word: violence?] (XXX과 XX로)." <15>

**Summary**

This article compiles opinions from major Western newspapers (British, American, Italian, Mexican, French) and Shanghai-based foreign-language newspapers regarding the 1932 Shanghai Incident, a clash between Japanese and Chinese forces. The Western press generally expresses dismay, viewing Japan's actions as a violation of international agreements (Kellogg-Briand Pact, League Covenant) and a threat to peace and international interests, though some conservative British voices argue against intervention. Shanghai papers reflect local concerns: the British-owned North China Daily News calls for restraint and laments reported Japanese misconduct against civilians, the pro-Japanese Shanghai Times urges a ceasefire and neutral zone, while the Chinese-owned China Press notes Japan's actions ironically solidified Chinese resolve for boycotts. The article, published in colonial Korea, presents these diverse foreign perspectives "for reference," implicitly allowing readers to gauge international reactions to Japanese expansionism. For historians, this piece is interesting as it shows how news of Japanese military actions and international condemnation reached the Korean public, albeit filtered through a translator ("一記者 譯"). The censored words (marked 'X') also hint at the limitations on press freedom under Japanese colonial rule, even when reporting foreign opinions critical of Japan.

**Named Entities**

上海	상해	Sanghae
英國	영국	Yŏngguk
米國	미국	Miguk
佛國	불국	Pulguk (France)
獨國	독국	Tokkuk (Germany)
伊國	이국	Iguk (Italy)
막도날드	막도날드	Maktonaldŭ (MacDonald)
람시, 막도날드	람시, 막도날드	Ramsi, Maktonaldŭ (Ramsay MacDonald)
덜침	덜침	Tŏlch'im (Durham)
非戰條約	비전조약	Pijŏn Choyak (Kellogg-Briand Pact)
國際聯盟	국제연맹	Kukche Yŏnmaeng (League of Nations)
倫敦	런던	Rŏndŏn (London)
모닝포스트	모닝포스트	Moningp'osŭt'ŭ (Morning Post)
中國	중국	Chungguk
日本	일본	Ilbon
뉴욕·타임쓰	뉴욕 타임스	Nyuyok T'aimssŭ (New York Times)
워싱턴·포스트	워싱턴 포스트	Wŏsingt'ŏn P'osŭt'ŭ (Washington Post)
데일리뉴쓰	데일리뉴스	Teilli Nyussŭ (Daily News)
워싱튼 헤랄드	워싱턴 헤럴드	Wŏsingt'ŏn Herallŭ (Washington Herald)
테일러 提督	테일러 제독	T'eillŏ Chedok (Admiral Taylor)
巴里	파리	P'ari (Paris)
羅馬	로마	Roma (Rome)
羅馬트리부나紙	로마 트리부나지	Roma T'ŭribunaji (Rome Tribune)
南京	남경	Namgyŏng (Nanjing)
滿洲	만주	Manju (Manchuria)
聯盟	연맹	Yŏnmaeng (League [of Nations])
墨西哥	멕시코	Mek'sik'o (Mexico)
엑셀시올紙	엑셀시올지	Ek'selsi'olji (Excelsior)
러쥬르날	르 주르날	Rŭ Juryŭnal (Le Journal)
옵서버紙	옵서버지	Opsŏbŏji (Observer)
사이몬卿	사이몬 경	Saimon Kyŏng (Sir Simon)
노드차이나·데일리·뉴쓰	노스차이나 데일리 뉴스	Nosŭch'aina Teilli Nyussŭ (North China Daily News)
虹口	홍구	Honggu (Hongkou)
上海 타임쓰	상하이 타임스	Sanghai T'aimssŭ (Shanghai Times)
租界	조계	Chogye (Concession[s])
閘北	갑북	Kapbuk (Zhabei)
챠이나 프레쓰	차이나 프레스	Ch'aina P'ŭressŭ (China Press)
抗日會	항일회	Hang'ilhoe (Anti-Japanese Association)
救國軍	구국군	Kugukkun (National Salvation Army)

**Glossary**

事變	사변	Incident; disturbance (here referring to the Shanghai Incident)
論調	논조	Argument; tone (of an editorial or opinion)
參考的	참고적	For reference; referential
首相	수상	Prime Minister
演說	연설	Speech; address
非戰條約	비전조약	Kellogg-Briand Pact (lit. non-war treaty)
國際聯盟	국제연맹	League of Nations
加盟國	가맹국	Member state; signatory nation
紏紛	규분	Dispute; complication (modern Korean uses 糾紛)
호소하다	호소하다	To appeal; to plead (uses older Hanja 呼訴)
機關紙	기관지	Organ (official newspaper of an organization)
不干涉主義	불간섭주의	Non-interventionism
狂人	광인	Madman
善隣	선린	Good neighbor
權益	권익	Rights and interests
侵害	침해	Infringement; violation
仲裁	중재	Arbitration; mediation
提案	제안	Proposal; suggestion
名譽	명예	Honor; reputation
未曾有	미증유	Unprecedented
中立各國	중립각국	Neutral nations
共同戰線	공동전선	Common front; united front
樹立	수립	Establishment
遲遲不進	지지부진	Procrastinating; sluggish; making slow progress
無能	무능	Incompetence
規約	규약	Covenant; regulations; bylaws
賢明	현명	Wise; sagacious
毁損	훼손	Damage; defamation; impair
脫線	탈선	Derailment; deviation (from norms)
外相	외상	Foreign Minister
親善	친선	Friendship; amity
遲延	지연	Delay
非戰鬪員	비전투원	Non-combatant
租界	조계	(Foreign) Concession
廢墟	폐허	Ruins
敵對的	적대적	Hostile
驕慢	교만	Arrogance; pride
高價	고가	High price; expensive cost
抗日會	항일회	Anti-Japanese Association
救國軍	구국군	National Salvation Army
便衣隊	편의대	Plainclothes operatives; irregular troops
押收	압수	Confiscation; seizure
排斥	배척	Boycott; exclusion; ostracism
깨닷는	깨닫는	Realizing; becoming aware (older spelling of 깨닫는)
이르키엇다	일으켰다	Caused; gave rise to (older spelling/form of 일으켰다)
햇다	했다	Did (older spelling of 했다)
잇어서는	있어서는	In the situation of (older spelling of 있어서는)
당햇든	당했던	Had faced; had suffered (older spelling of 당했던)
승락치	승낙지	Not accepting (older spelling/form of 승낙지)
가저올	가져올	Will bring about (older spelling of 가져올)
갓거나	갔거나	Had gone or... (older spelling of 갔거나)
그러치	그렇지	Not so; like that (older spelling of 그렇지)
되엇다	되었다	Became (older spelling of 되었다)
보앗나	보았나	Saw; viewed (older spelling of 보았나)
일르다	이르다	To be early (older spelling of 이르다)
곳	곧	Immediately; at once (older spelling of 곧)
보든	보던	Used to see; viewed as (older spelling of 보던)
왓다	왔다	Came (older spelling of 왔다)
잇다	있다	To exist; there is/are (older spelling of 있다)
이지마는	이지만은	Although it is; however (older spelling/form of 이지만은)
표햇다	표했다	Expressed (older spelling of 표했다)
한다 하면	한다면	If one does (older form of 한다면)
함이 可하다	함이 가하다	It is acceptable/proper to do (older grammatical structure, 可 is 'acceptable/possible')
통상않기를	통상 않기를	Not to trade (older spacing/form of 통상하지 않기를)


---------------------------


잡지명	동광 제31호
발행일	1932년 03월 05일
기사제목	海外論壇 上海事變과 外人의 態度 (歐米各國紙)
필자	一記者 譯
기사형태	논설

海外論壇 上海事變과 外人의 態度
						一記者 譯
上海의 日中衝突事件은 全世界에 중대한 反響을 이르키엇다. 英, 米, 佛, 獨, 伊 기타 각국의 論調며 또는 上海 外字報의 論調를 알아두는 것은 참고로 필요한 것이다. 우리는 그 論調의 正不正 또는 親中 親日을 불문하고 순전히 參考的 입장에서 이에 소개하는 바다.

英首相 막도날드의 失望
람시, 막도날드 首相은 「덜침」의 選擧區에서 대략 다음 같은 演說을 햇다.
