Magazine Title: 개벽 第51號
Publication Date: 1924년 09월 01일
Article Title: 鹿足夫人·桂月香·玉介 (Lady Nokchok, Kye Wŏrhyang, Okke)
Author: 靑吾記 (Ch'ŏng'o ki - Record by Ch'ŏng'o)
Article Type: Folktale and Historical Anecdotes (傳說·史實)

-Legend of Lady Nokchok (鹿足夫人傳說)-
About fifty *ri* west of the old Sukch'ŏn-ŭp in P'yŏngwŏn County, along the coast of the Yellow Sea, there is a large field (野) called Sibisamsamch'ŏn (十二三千). Regarding the origin of the name Sibisamsamch'ŏn for this field, there is a very interesting and mysterious legend. That is, long, long ago, during the Koguryŏ era, there was a certain queen consort whose body (形軆) was peculiar: she had twelve breasts and her feet were like those of a deer, so her alias (別名) was Lady Nokchok (鹿足夫人). One day she gave birth (生産) to twelve brothers, which the King considered an inauspicious sign (不祥之兆). He had the children put into a wooden box (木凾) and set adrift in the West Sea (西海). The box floated until it reached a certain place in China's Shandong Province (中國山東省). At that time, a certain Chinese person observed the atmospheric signs (望氣), retrieved the wooden box, and adopted (收養) the twelve children. As the children grew up (生長), their physical strength (膂力) was immense and they possessed much wisdom and strategy (智畧), becoming great generals of the Tang state (唐國). At one time, these twelve great generals, each leading three thousand great troops, invaded (侵犯) Koguryŏ, first occupying (占領) Sinmido island in Sŏnch'ŏn and advancing as far as the Sukch'ŏn region. At that time, the Koguryŏ King heard this urgent report (急報) and was greatly startled. He urgently gathered his vassals (群臣) to discuss (議論) a plan (策) for defense (防禦). Just then, Lady Nokchok attended (叅席) the meeting. Hearing that the enemy generals (敵將) were twelve brothers and that their feet were like deer feet (鹿足), she thought to herself (心中自思), suspecting (疑心) they might be the sons she had given birth to and abandoned previously. She immediately requested (請) of the King that she would try (試驗的) to appease (懷柔) the twelve great generals, and the King, greatly pleased (깁버하야), gladly consented (快諾). Thereupon, Lady Nokchok went out to the field, set up (設) a watchtower (櫓樓), sat on the platform (臺上), called the twelve great generals, had them stand below the platform (臺下), and said, "Long ago, I bore twelve children in one birth and abandoned them in the sea. Not knowing if they lived or died, I have always grieved (悲哀) in my heart (心中). Now I hear that the generals are twelve brothers and also that their feet are like deer feet, so it is clear they are my sons. If you do not believe (信聽) my words, I shall now test it." Immediately, she squeezed (니) her breasts with her hands, and milk (젓) spurted from the twelve openings (穴) simultaneously into the mouths of the twelve generals. Also, she gave them twelve pairs of socks (버선(襪)) she had prepared in advance (預備), and they fit ( 만는지라) their feet exactly. The twelve great generals were greatly surprised, bowed simultaneously to Lady Nokchok, prostrated (업듸여서) themselves on the ground, and said, "We humble sons (小子 等) drifted (漂流) in the ocean and did not know the whereabouts (所在) of our parents. Now, hearing the Lady's words, and also ＜76＞ drinking the milk and trying on the socks, there is not the slightest error (差錯). The Lady is truly (眞實) our mother (母親)." And then they shed tears. The lady also shed tears, held their hands, patted their backs (등을 어르만지면서), and said, "Heaven bore you, Heaven abandoned you, and Heaven allowed us to meet." The twelve generals, in unison (異口同聲), all said again, "She who bore us is Mother, she who abandoned us is Mother, she who gave us milk is Mother, and she who gave us socks is Mother. How could we dare (敢) disobey (拒逆) Mother's command? How could we dare invade (侵犯) Mother's country?" They immediately withdrew (罷) their troops and submitted (歸化). Therefore, that field was named Sibisamsamch'ŏn (十二三千), and there is also an old marching fortress (古行城) where the twelve generals fought (싸흔) at that time (the fortress is also on the coast, and its foundation site (基址) remains intact (完然) to this day, its length (長) being 18,817 *ch'ŏk*). That place name is Kosŏng-ri (古城里), and the village (村) where the mother and sons lived together (相居) is said to have been called Yŏlgwi-ri (悅歸里).
This legend is briefly recorded (略記錄) in the Sukch'ŏn Ŭpchi (肅川邑誌) and the Anju Ŭpchi (安州邑誌). Also, the P'yŏngyangji (平壤誌) states that in ancient times, there was a Lady Nokchok at Taesŏngsan mountain who gave birth to nine sons at once (the rest is similar (相似) to the Sukch'ŏn Ŭpchi, therefore (故) omitted (略)). After withdrawing the troops, they abandoned (棄) their armor (甲冑), returned (還) to Taesŏngsan, seized (奪取) Yongam hermitage, and resided (居住) there. Today's Noksuam (鹿水菴) and Tudasa (頭陀寺) are said to be (云) her final resting place (所終地).

◇Kye Wŏrhyang and Okke (桂月香과 玉介)
During the Imjin War (壬辰亂), there were many people, regardless of gender, who established fidelity and died for righteousness (立節死義). However, among those of lowly status (賤役) who were able capably (能히) to establish fidelity and die for righteousness were the Poju *kisaeng* Non'gae (普州妓 論介) and the P'yŏngyang *kisaeng* Kye Wŏrhyang (平壤妓 桂月香). No, these two people not only passively (消極的) offered their own bodies as sacrifices (犧牲) to establish their fidelity (節義), but also actively (積極的) used wonderfully strange and exquisitely clever plans (奇絶妙絶한 計), inscrutable to gods and ghosts (神鬼莫測), to behead (斬) enemy generals, each a match for ten thousand men (萬夫不當), with the so-called 'sword at their waist' (腰下一劍), thereby relieving (解) the national crisis (國難). However, the facts about Non'gae were briefly recorded (畧錄) in last year's (昨年) Kyŏngnam issue (慶南號) of this magazine (本誌), so readers may still (尙히) remember (記憶). Therefore, here I will merely (但히) briefly note (畧記) the historical facts (史實) of Kye Wŏrhyang's establishment of fidelity to provide (供) reference (參考) for general readers (一般讀者). Now (却說), Kye Wŏrhyang was a P'yŏngyang government *kisaeng* (平壤府妓) during the reign of King Sŏnjo. Her other name (一名) was Wŏlsŏn (月仙). From childhood (自少), her talent and beauty (才華) were exceptional (絶特), and her physical beauty (姿色) was extremely fine (甚佳), so her good reputation (芳名) was widespread (藉藉) as the number one person (第一人) among the various *kisaeng* of the Kwansŏ region (關西諸妓) at that time (當時). Encountering (當하야) the Imjin War, P'yŏngyang Castle unfortunately (不幸) fell (陷落), and while numerous people became enemy prisoners (俘虜), she also became a captive (捕虜) of Konishi Hi (小西飛), the vice-general (副將) of Konishi Yukinaga (行長). Not being a kite (鳶) nor a fish (魚), how could the body of a weak (軟弱) woman escape (脫出) the enemy camp, like an iron jar fortress (鐵瓮城)? If she thought only of momentary (暫時) righteousness and loyalty (義理) and fidelity (節操), she could have immediately embraced the sorrow (恨) of 'flowers scattering and jade shattering' (花飛玉碎) on the spot (現場) and returned to the eternal (永遠) Heaven (天國). However, possessing much wisdom and strategy (智謀兼多), she thought that rather than simply (單純) dying for fidelity's sake (節義만 爲하야 즉는이보다는), it was better to endure humiliation (屈辱) for a time and seize (타서) an opportunity (機會) to plot against (圖함) the enemy. In every way (百方), she bought (買) the enemy's favor (歡心) and dispelled (解) his suspicion (其疑). One day (一日), knowing that Yangŭigong Kim Kyŏngsŏ (良毅公 金景瑞) (also named Kim Ungsŏ (金應瑞)) was practicing horsemanship (習馬) outside the castle walls (城外) <77> (at that time, Kim Kyŏngsŏ was a P'yŏngyang Sunbyŏlch'ogwan (平壤巡別哨官) and usually (平素) had a close relationship (親分) with Wŏrhyang), she earnestly requested (懇請) the enemy general that she wanted to do some kite flying (紙鳶戲) near Ŭlmiltae Pavilion (乙密臺附近). The enemy general, not suspecting (疑치 안이하고) even a little bit (小毫), gladly consented (快諾). Wŏrhyang rejoiced inwardly (萬萬暗喜), went near Ŭlmiltae, flew (날녀) a kite (紙鳶) into Kim Kyŏngsŏ's camp (陣中), and wrote on the kite to do thus and thus (如此如此). Kim Kyŏngsŏ also caught the kite and knew (알엇다) Wŏrhyang's clever plan (妙計). The next day (翌日), when Kyŏngsŏ was again practicing horsemanship outside the walls, Wŏrhyang, who was inside the castle (城中) with the enemy general observing (觀望) the outside, tearfully requested (泣請) the enemy, saying, "My older brother (男兄) is practicing horsemanship in that place (彼處). If you permit (許) me to meet him once (一次面會), I could die without any remaining regret (死無餘恨)." The enemy general again consented (承諾) and called him into the castle (불녀드렷다). The enemy general, in order to gain (得키 爲하야) Wŏrhyang's favor, gave him special favorable treatment (特別優待) and also permitted (許) him to come and go freely (無常出入) usually. Wŏrhyang rejoiced inwardly (心中暗喜) that the enemy general had fallen into (陷) her clever plan. One day, the enemy general held a banquet (宴會) (at that time, the enemy general resided (居) at Taedonggwan Hall (大同舘)). Wŏrhyang strongly urged (强勸) him to drink alcohol (酒) until he fell down drunk (醉倒). Taking advantage (乘) of the enemy general's deep sleep (宿睡), she blocked (塞) the curtain bells (帳鈴) with cotton padding (綿絮) (originally (元來), the enemy general was very suspicious (多疑) and hung (懸) bells on his curtain (帳) to check (驗) comings and goings (去來)). She went outside (出外) and called loudly (大聲) for Kim Kyŏngsŏ. Kyŏngsŏ, wearing (佩) his long sword (長劍), crossed over and entered (越入) the castle and entered the tent (帳中) with Wŏrhyang. At that time, the enemy general was leaning on (據) a chair (椅子), just sleeping (方睡), but both eyes (兩目) were still open (尙張), his face was flushed red (紅色滿面), and he held (持) a pair of swords (雙劍) in his hand as if intending to strike (斫) someone. Kyŏngsŏ rushed in fiercely (猛然) and beheaded (斬) the enemy general with his long sword (長釰). Although his head (其頭) had already (임이) fallen (落) to the ground, he was still able (能히) to strike (斫) with the swords (釰), one hitting (着) the wall (壁) and the other hitting (着) Kye [Wŏrhyang? Likely a typo, maybe pillar? "桂" (Kye) is part of her name, but context suggests an object like "柱" (pillar)]. (It is said (云) sword marks (釰痕) still exist (尙有) on the pillars (柱) of Taedonggwan Hall). Kyŏngsŏ took the head, carried (負) Wŏrhyang on his back, and was escaping outside the castle when he knew (知) they could not both survive (兩全치 못할줄). He said to Wŏrhyang, "Rather than both dying (兩人皆死), it is right (올타) that only one dies," and asked who should die and who should live (孰死孰生함이 可한 것). Wŏrhyang readily (快然) consented (承諾) to die herself. Alas (嗚呼)! Kye Wŏrhyang, righteous and ardent (義烈) for all ages (萬古), finally (遂히) became a pitiful (可憐) soul (魂) under Kyŏngsŏ's sword (刀下). (The enemy camp only came to know (始知) this the next day (其翌日)). Afterwards (其後), a certain provincial governor (某監司), thinking highly (壯히 思) of her righteousness (義), established (立) a portrait shrine (影堂) for her inside Changgyŏngmun Gate (長慶門內). Then, in the year Ŭlmi (乙未) of King Hŏnjong (憲宗) [1835], Governor Chŏng Wŏnyong (鄭元容) newly built (刱建) the Ŭiryŏlsa Shrine (義烈祠) in Kwanp'ungdong (觀風洞), installed (設) her portrait (像), and erected (立) the Ŭiryŏlpi Stele (義烈碑). During the time of Governor Min Yŏnghwi (閔泳徽), this was also rebuilt (重建). Later, the government *kisaeng* Kim Ch'aeran (金彩鸞) also installed (設) a portrait (影幀). In that portrait shrine (影堂), she is enshrined together (配) with Okke (玉介). Okke was also (亦是) a P'yŏngyang *kisaeng* who, during the Imjin War (壬亂), refused to be disgraced and submit (辱屈치 안이하고) and threw herself from the castle wall and hanged herself (墮城自經) (Min Yŏnghwi also erected a stele (亦立碑) for her). Ch'aeran was originally (元) a *kisaeng* from Yangdŏk (陽德妓生) who became the concubine (妾) of Ch'ungjanggong Ŏ Chaeyŏn (忠壯公魚在淵). During the Pyŏng'in Yangyo (丙寅洋擾) [1866] at Kanghwa (江華), when he died maintaining his fidelity (節死), Kim dressed in men's clothing (男服), entered (入) amidst the arrows and stones (矢石中), carried (負) the bodies (尸) of Ŏ Chaeyŏn and his brother, came (來) back, and returned them for burial (歸葬). Therefore (故), the government at that time (當時政府), considering (思) her righteousness (其義), bestowed the title (封) of Sukpuin (淑夫人). (Later people (後人) also installed Ch'aeran's portrait (影幀) in that shrine, and even now (至今), the portraits (影幀) of the three women are still (依然) there (有)). (Recorded by Ch'ŏng'o (靑吾記)) ＜78＞

**Summary**

This article recounts two stories of notable Korean women. The first is the legend of Lady Nokchok, a Koguryŏ queen with deer feet and twelve breasts, who bore twelve sons abandoned at sea. They later became Tang generals and invaded Koguryŏ but were recognized and appeased by their mother, leading to peace and the naming of the Sibisamsamch'ŏn field. The second part details the historical account of Kye Wŏrhyang, a P'yŏngyang kisaeng during the Imjin War, who cleverly aided the Korean general Kim Kyŏngsŏ in assassinating a Japanese commander and then sacrificed her own life to ensure the general's escape. It also briefly mentions Okke, another P'yŏngyang kisaeng who committed suicide rather than submit during the Imjin War, and Kim Ch'aeran, who bravely retrieved her master Ŏ Chaeyŏn's body during the 1866 French campaign. From the perspective of Korean colonial history (published 1924), this article is interesting for its emphasis on national legends and historical heroines, particularly women embodying resistance, intelligence, and self-sacrifice against foreign invaders (Chinese, Japanese, French). It served to bolster national pride and preserve cultural narratives of Korean resilience and virtue during Japanese occupation, highlighting figures who prioritized national well-being and righteousness over personal safety, providing models of patriotic conduct.

**Named Entities**

鹿足夫人	녹족부인	Lady Nokchok
桂月香	계월향	Kye Wŏrhyang
玉介	옥개	Okke
平原郡	평원군	P'yŏngwŏn-gun
肅川邑	숙천읍	Sukch'ŏn-ŭp
黃海	황해	Hwanghae (Yellow Sea)
十二三千	십이삼천	Sibisamsamch'ŏn
高句麗	고구려	Koguryŏ
西海	서해	Sŏhae (West Sea)
中國山東省	중국 산동성	Chungguk Santong-sŏng (Shandong Province, China)
唐國	당국	Tangkuk (Tang China)
宣川	선천	Sŏnch'ŏn
身彌島	신미도	Sinmido
肅川	숙천	Sukch'ŏn
古行城	고행성	Kohaengsŏng
古城里	고성리	Kosŏng-ri
悅歸里	열귀리	Yŏlgwi-ri
肅川邑誌	숙천읍지	Sukch'ŏn Ŭpchi
安州邑誌	안주읍지	Anju Ŭpchi
平壤誌	평양지	P'yŏngyangji
大聖山	대성산	Taesŏngsan
龍菴	용암	Yongam
鹿水菴	녹수암	Noksuam
頭陀寺	두타사	Tudasa
壬辰亂	임진란	Imjin nan
普州妓 論介	보주기 논개	Poju ki Non'gae
平壤妓 桂月香	평양기 계월향	P'yŏngyang ki Kye Wŏrhyang
慶南號	경남호	Kyŏngnam ho
平壤	평양	P'yŏngyang
月仙	월선	Wŏlsŏn
關西	관서	Kwansŏ
行長	행장	Konishi Yukinaga (used name/title 行長)
小西飛	소서비	Konishi Hi (小西飛)
良毅公 金景瑞	양의공 김경서	Yangŭigong Kim Kyŏngsŏ
金應瑞	김응서	Kim Ungsŏ
平壤巡別哨官	평양순별초관	P'yŏngyang Sunbyŏlch'ogwan
乙密臺	을밀대	Ŭlmiltae
大同舘	대동관	Taedonggwan
長慶門	장경문	Changgyŏngmun
憲宗	헌종	King Hŏnjong
鄭元容	정원용	Chŏng Wŏnyong
觀風洞	관풍동	Kwanp'ungdong
義烈祠	의렬사	Ŭiryŏlsa
閔泳徽	민영휘	Min Yŏnghwi
金彩鸞	김채란	Kim Ch'aeran
元陽德妓生	원양덕기생	Wŏn Yangdŏk kisaeng
忠壯公魚在淵	충장공 어재연	Ch'ungjanggong Ŏ Chaeyŏn
丙寅洋擾	병인양요	Pyŏng'in yangyo
江華	강화	Kanghwa
淑夫人	숙부인	Sukpuin
靑吾	청오	Ch'ŏng'o (Author)

**Glossary**

傳說	전설	Legend
關하야	관하여	Concerning (older spelling/form)
녯날녯젹	옛날 옛적	Once upon a time; old days (older spelling)
엇던	어떤	A certain; some (older spelling)
王妃	왕비	Queen consort
形軆	형체	Body; form
奇異	기이	Strange; peculiar
가터서	같아서	Being like (older spelling)
別名	별명	Alias; nickname
生產	생산	Give birth
不祥	불상	Inauspicious
兒孩	아해	Child (archaic)
木凾	목함	Wooden box
느어서	넣어서	Putting in (older spelling)
웟더니	띄웠더니	Having floated (it) (older spelling/Hanja use)
서	떠서	Floating (older spelling)
望氣	망기	Observe atmospheric signs/qi (divination technique)
收養	수양	Adopt; take in and raise
膂力	여력	Physical strength
智畧	지략	Wisdom and strategy
侵犯	침범	Invade
占領	점령	Occupy
놀내서	놀라서	Being surprised (older spelling)
群臣	군신	Group of vassals; court officials
防禦	방어	Defense
議論	의논	Discuss; debate
마참	마침	Just then; coincidentally (older spelling)
叅席	참석	Attend; participate
疑心	의심	Suspect; doubt
請하다	청하다	To request; ask
試驗的	시험적	Experimentally; tentatively
懷柔	회유	Appease; conciliate
깁버하야	기뻐하여	Being glad (older spelling)
快諾	쾌락	Glad consent; ready agreement
櫓樓	누루/노루	Watchtower (often 누각)
設하다	설하다	To set up; establish
안저서	앉아서	Sitting (older spelling)
니	짜니	Squeezing (older spelling)
젓	젖	Milk (breast)
預備	예비	Prepare in advance
버선	버선	Traditional Korean socks
	꼭	Exactly; precisely (older spelling/form)
만는지라	맞는지라	Fitting (older spelling)
업듸여서	엎드려서	Prostrating (older spelling)
小子	소자	I/me (humble term used by son to parent)
漂流	표류	Drift; float aimlessly
所在	소재	Whereabouts; location
듯고	듣고	Hearing (older spelling)
조곰도	조금도	Even a little (older spelling)
差錯	차착	Error; mistake
眞實로	진실로	Truly; genuinely
母親	모친	Mother
이여	이어	And then; subsequently (older spelling)
어르만지면서	어루만지면서	Stroking; patting gently
敢히	감히	Daringly; boldly
拒逆	거역	Disobey; defy
罷하다	파하다	To withdraw; dismiss (troops)
歸化	귀화	Submit; become naturalized
싸흔	싸운	Fought (older spelling)
古行城	고행성	Old marching fortress
基址	기지	Foundation site; base
完然	완연	Intact; complete; evident
相居하다	상거하다	To live together
云	운	It is said (classical Chinese particle used as sentence ending)
立節死義	입절사의	Establish fidelity and die for righteousness
賤役	천역	Lowly service; humble position
能히	능히	Capably; being able to
妓	기	Kisaeng (female entertainer)
消極的	소극적	Passive
犧牲	희생	Sacrifice
 안이라	뿐 아니라	Not only (older spelling)
積極的	적극적	Active
神鬼莫測	신귀막측	Inscrutable to gods and ghosts; extremely clever
奇絶妙絶	기절묘절	Wonderfully strange and exquisitely clever
計	계	Plan; stratagem
用하야	이용하여	Using (older spelling)
腰下一劍	요하일검	Sword at the waist (metaphor for kisaeng's power/weapon)
萬夫不當	만부부당	Match for ten thousand men; invincible warrior
斬하다	참하다	To behead
國難	국난	National crisis
解하다	해하다	To resolve; relieve; untie
然而	연이나	However (classical Chinese conjunction)
昨年	작년	Last year
本誌	본지	This magazine
畧錄	약록	Briefly record
尙히	상히	Still; yet (older adverb)
記憶	기억	Memory; remember
但히	단히	Merely; only
史實	사실	Historical fact
畧記	약기	Briefly note/record
一般讀者	일반 독자	General readers
參考	참고	Reference
供코자	공하고자	Intend to provide/offer
却說	각설	Now; anyway (narrative marker to change topic)
府妓	부기	Government-office kisaeng
一名	일명	Another name; alias
自少	자소	From childhood
才華	재화	Talent and beauty
絶特	절특	Exceptional; outstanding
姿色	자색	Physical appearance; beauty (esp. female)
甚佳	심가	Extremely good/beautiful
當時	당시	At that time
關西諸妓	관서제기	Various kisaeng of the Kwansŏ (northwestern) region
芳名	방명	Good reputation (esp. of a woman); fragrant name
藉藉하다	자자하다	Be widespread (of rumors/reputation)
當하야	당하여	Encountering; facing
陷落	함락	Fall (of a castle); be captured
俘虜	부로	Prisoner of war (older reading/form of 포로)
捕虜	포로	Captive; prisoner of war
鳶	연	Kite (bird of prey; also paper kite)
軟弱	연약	Weak; feeble
鐵瓮城	철옹성	Iron jar fortress; impregnable fortress
脫出	탈출	Escape
暫時	잠시	For a moment; temporary
義理	의리	Righteousness; loyalty; fidelity
節操	절조	Fidelity; integrity; principle
現場	현장	On the spot; the scene
花飛玉碎	화비옥쇄	Flowers scatter and jade shatters (idiom for a beautiful woman's tragic death)
恨	한	Resentment; regret; sorrow
智謀	지모	Wisdom and strategy; resourcefulness
兼多하다	겸다하다	To possess many (qualities)
單純	단순	Simple; naive
爲하야	위하여	For the sake of (older spelling)
즉는이보다는	죽는이보다는	Rather than dying (older spelling)
屈辱	굴욕	Humiliation; disgrace
機會	기회	Opportunity; chance
타서	타서	Taking; seizing (an opportunity)
圖하다	도모하다	To plan; plot; scheme
百方	백방	In every way; by all means
歡心	환심	Favor; good graces
買하다	매수하다	To buy; bribe
其疑	그 의심	His suspicion
解하다	해소하다	To dispel; resolve
一日	일일	One day
城外	성외	Outside the castle walls
習馬	승마	Horse riding practice
하든	하던	Used to do (older spelling)
平素	평소	Usually; ordinarily
親分	친분	Close relationship; intimacy
附近	부근	Vicinity; neighborhood
紙鳶戲	지연희	Kite flying (as a game/pastime)
懇請	간청	Earnest request; plead
小毫도	소호도	Even a little bit; slightest amount (archaic)
疑치 안이하고	의심치 아니하고	Without suspecting (older spelling/form)
暗喜	암희	Rejoice inwardly; secret joy
陣中	진중	Within the (military) camp
如此如此	여차여차	Thus and thus; in this way (classical phrase)
쓰섯다	썼다	Wrote (older spelling)
알엇다	알았다	Knew (older spelling)
翌日	익일	The next day
共히	공히	Together; jointly
觀望	관망	Watch; observe
泣請	읍청	Tearfully request; implore
男兄	남형/오라비	Older brother (term used by female)
彼處	피처	That place; there (classical)
一次面會	일차 면회	One meeting; a single interview
許하다	허하다	To permit; allow
死無餘恨	사무여한	Die without any remaining regret
承諾	승낙	Consent; approval
불녀드렷다	불러들였다	Called in; summoned (older spelling)
得키 爲하야	얻기 위하여	In order to gain (older form)
特別優待	특별 우대	Special favorable treatment
無常出入	무상 출입	Come and go freely/at any time
陷하다	함하다	To fall into (a trap); sink
宴會	연회	Banquet; feast
居하다	거하다	To reside; dwell
强勸하다	강권하다	To strongly urge (esp. to drink)
醉倒	취도	Fall down drunk
宿睡	숙수	Deep sleep
乘하다	승하다	To take advantage of; ride
綿絮	면서	Cotton padding; cotton wool
帳鈴	장령	Bell on a curtain or tent flap
塞하다	색하다/막다	To block; stop up
元來	원래	Originally; primarily
多疑	다의	Very suspicious; distrustful
懸하다	현하다/걸다	To hang; suspend
去來	거래	Coming and going; traffic
驗하다	검험하다	To check; verify; inspect
出外	출외	Go outside
大聲	대성	Loud voice
招하다	초하다/부르다	To call; beckon; summon
長劍	장검	Long sword
佩하다	패하다/차다	To wear (a sword at the waist)
越入	월입	Cross over and enter
帳中	장중	Inside the tent/curtain
椅子	의자	Chair
據하다	거하다	To lean on; occupy; rely on
方睡	방수	Just sleeping; in the midst of sleeping
兩目	양목	Both eyes
尙張	상장	Still open (archaic)
紅色	홍색	Red color
滿面	만면	All over the face
雙劍	쌍검	Pair of swords
持하다	지하다/가지다	To hold; possess
斫하다	작하다/치다/베다	To strike; chop; stab (with sword/axe)
猛然	맹연	Fiercely; violently
달녀들어	달려들어	Rushing in (older spelling)
長釰	장검	Long sword (alt. Hanja 釰 for sword)
斬하다	참하다	To behead
其頭	기두/그 머리	Its head
임이	이미	Already (older spelling)
落하얏스나	낙하였으나/떨어졌으나	Fell, but... (older spelling)
釰	검	Sword (Hanja)
壁	벽	Wall
着하다	착하다/박히다	To strike; hit; embed
柱	주	Pillar; column
釰痕	검흔	Sword mark/scar
尙有	상유	Still exists (classical)
負하다	부하다/업다	To carry on the back
兩全	양전	Both surviving; succeeding in both aspects
知하고	알고	Knowing (older spelling/form)
皆死	개사	Both die; all die
올타하고	옳다 하고	Saying it is right (older spelling)
孰死孰生	숙사 숙생	Who dies and who lives (classical phrase)
可하다	가하다	Be right; proper; possible
물으매	물으매	Upon asking
快然	쾌연	Readily; cheerfully; willingly
嗚呼	오호	Alas! (exclamation of sorrow)
萬古	만고	All ages; eternity
義烈	의열	Righteous and ardent; heroic fidelity
遂히	수히/마침내	Finally; in the end
刀下	도하	Under the sword
可憐	가련	Pitiful; poor; pathetic
魂	혼	Soul; spirit
되얏다	되었다	Became (older spelling)
其翌日	기익일/그 이튿날	The next day (classical)
始知	시지	Come to know for the first time
其後	기후	After that; subsequently
某監司	모 감사	A certain provincial governor
壯히	장히	Greatly; highly; commendably
思하다	사하다/생각하다	To think; consider (older form)
影堂	영당	Portrait shrine
立하다	입하다/세우다	To establish; erect
乙未	을미	Eulmi year (e.g., 1835)
刱建	창건	Newly establish; build for the first time
像	상	Image; portrait; statue
義烈碑	의열비	Righteous Ardour Stele/Monument
重建	중건	Rebuild; reconstruct
府妓	부기	Government-office kisaeng
影幀	영정	Portrait (painted or drawn)
配하다	배향하다	To enshrine together
亦是	역시	Also; likewise
辱屈	욕굴	Be disgraced and submit; humiliation and subjugation
墮城自經	타성자경	Throw oneself from the castle wall and hang oneself
亦立碑	역립비	Also erected a stele
元	원/본래	Originally; formerly
妾	첩	Concubine
洋擾	양요	Western disturbance (term for 19th c. conflicts with Western powers)
節死	절사	Die maintaining fidelity/principle
男服	남복	Men's clothing
矢石中	시석중	Amidst arrows and stones (in the midst of battle)
入하야	입하여/들어가	Entering (older spelling/form)
兄弟尸	형제시	Bodies of the brothers
歸葬	귀장	Return and bury (in one's hometown or proper place)
故로	고로	Therefore (classical connector)
當時政府	당시 정부	The government at that time
其義	기의/그 의로움	Her righteousness
淑夫人	숙부인	Sukpuin (title of honor for wife of high official)
封하다	봉하다	To enfeoff; bestow a title or territory
後人	후인	Later people; posterity
依然	의연	Still; as before; unchanged
有함	유함/있음	Exists; there is (noun form)
-e 

---------------------------


잡지명	개벽 제51호
발행일	1924년 09월 01일
기사제목	鹿足夫人·桂月香·玉介

鹿足夫人·桂月香·玉介/-鹿足夫人傳說-
