잡지명 동광 제24호
발행일 1931년 08월 04일
기사제목 잘난 민족이 따로 잇나, 人種愚劣論의 克服 (Is There Such a Thing as a Superior Race? Overcoming the Theory of Racial Inferiority)
필자 哲學博士 崔允鎬 (Choe Yunho, Ph.D.)
기사형태 논설 (Editorial/Argumentative Essay)

Is There Such a Thing as a Superior Race? Overcoming the Theory of Racial Inferiority
						Choe Yunho, Ph.D. (哲學博士 崔允鎬)

Preface
On this star called Earth, various races of different colors delineate regions and co-exist. Due to this situation, all sorts of unreasonable, complex, and multifaceted problems such as discrimination and hierarchy among races have arisen. As this problem is both old and new, it has been difficult research material for many scholars throughout ancient and modern times to comprehend. Following the theories of various scholars, they can be divided into two groups: the school of scholars advocating the theory of racial immutability (人種不可變論) and the school of scholars promoting the theory of racial mutability (人種可變論). The former began about 80 years ago, with Count de Gobineau as the leading figure, along with scholars like Le Bon, Grant, and Loti (디로프). Count Gobineau's "Theory of Racial Immutability" and Grant's "Racial Psychology" are their prominent theories. The latter group includes scholars like Finot and Conklin, whose theories include Finot's "Race Prejudice" (人種差別論) and Conklin's "Heredity and Environment." To summarize their theories, the former argue that races were not created equal, human nature is not mutable but fixed and hierarchical. Dividing the world's races into Black, Yellow, and White, they rank their intelligence as follows: the Black race is inferior (下), the Yellow race is intermediate (中), and the White race is superior (上). Why? They claim the Black race, being not yet fully evolved, has only developed sensitivity to touch (感觸性), thus often behaving similarly to beasts (즘생). The Yellow race has weak desires (慾望) and stubborn wills (意志), not knowing how to be eliminated (淘汰), which is also evidence of immaturity according to anthropological principles. The White race possesses superior intellect (智力), magnanimity towards things, and weak sensitivity to touch, thus acting intellectually and occupying the highest position. They further emphasized the impossibility of racial mixing. The latter school, such as Finot, refuted the assertions of the former school, calling them fatalistic and abstract. He argued that insisting on them is like claiming the ripples created by throwing a stone into the water's surface (水面) never disappear. He stressed that the theory of racial inequality and White superiority is a unique creation of Whites, and civilization is not solely owned by Whites but is the common product of all races. Dr. Dixon also argued that race is not static but dynamic. Looking at these two theories, the former is unscientific and prejudiced, while the latter is scientific and rational. Now, I intend to discuss this issue in light of genetics.

Heredity (遺傳)
Heredity means "to resemble." It refers to humans resembling humans, beasts (즘생) resembling beasts, and plants resembling plants. Just as applying the right temperature to a chicken egg allows it to hatch into a chick, and planting corn and allowing it to absorb the appropriate heat and air yields corn, humans resemble humans because the "germ plasm" (찐) of both sexes mix, gradually grow, and perform the divisional labor of life, finally resulting in birth as a "baby" (뻬비). It is said that our germ cells (胚種細胞) possess qualities resembling humans, invisible to our naked eye.
Here, I will enumerate a few principles of heredity related to the main topic: Galton's (콜튼) ancestral heredity and reversion, and Mendel's (맨들) unit inheritance. Ancestral heredity states that the amount of ancestral traits inherited by descendants doubles with each closer generation: 1/2 from the first generation ancestors, 1/4 from the second generation ancestors, <36> 1/8 from the third generation ancestors, and so on, meaning heredity is stronger from more recent ancestors. Reversion refers to the tendency for ancestral traits inherited by descendants to regress towards the average of ordinary people. For example, the offspring of extremely tall parents will be taller than average but not as tall as their parents. Mendel's law of unit inheritance, in summary, means that when parental traits are inherited by offspring, they tend to inherit either the father's traits or the mother's traits exclusively, rather than a mixture of both. However, the traits that are not "resembled" do not disappear but remain latent within the germ cells (胚種細胞) and can manifest later. The fact that traits from ancestors several generations back often appear in descendants many years later proves this principle. Furthermore, although common belief sometimes confuses us by suggesting that acquired diseases can be inherited, since Weismann's (와이스맨) research began in 1892, the theory of acquired inheritance has gradually faded away. Generally, our inheritance follows the principles explained above, but one must consider that turning natural inheritance into a kind of law inevitably involves some degree of speculation (憶測).

Mental Heredity (情神遺傳)
As hinted above, our body and mind are, from the beginning, two differently named aspects of a single entity that cannot be separated even for a moment. Therefore, it is said that inheritance largely follows the aforementioned laws of heredity. According to investigations by (?) Maudslay (몬다익) and Pearson (피어슨), identical twins tend to have more similar intelligence (智力), providing evidence that physique (體型) is closely related to intelligence. However, while physical heredity is visible to our eyes, mental heredity can only be inferred through outwardly manifested facts and actions. The mental heredity discussed above, of course, does not imply any mystical meaning as in religious circles, but simply refers to our nerves (神經). The more complete the nerve structure, the faster the mental function; the more incomplete, the duller the mental function. Even lowly worms move when pricked, and the balsam flower (日仙花) in the garden turns its head towards the sunlight; these can be seen as their cognitive functions, albeit incomplete. However, because humans possess complex and highly specialized nerves capable of division of labor, they react when seeing things and can comprehend difficult matters (事端).
Even among humans, mental functions are not identical. Significant differences can also be seen depending on whether one trains their innate heredity or not. This training can be seen as social environment or education. Thus, society and schools train the innate heredity of children to make them more perfect and virtuous (完美하고 至善케). Therefore, scientific upbringing (科學的 教養) and civilized society focus on children, allowing them to grow naturally according to their own pace. Consequently, humans must cultivate the "thing" inherited from their ancestors well through their environment. The better the combination of good heredity and a good environment, the sounder the character becomes.

Intelligence: Superiority and Inferiority (知能愚劣)
The concept of intelligence (知能) differs; some say it means special talent, while others say it means adapting well to new environments using acquired knowledge (學得한 바 지식). What is recorded below is concluded by considering the environmental conditions of the test subjects based on results obtained using intelligence measurement tests standardized according to the latter definition.
Looking at the results of Garth's (까드) intelligence tests on 767 children:

Intelligence Measurement Test Overview
Grade / 4 / 5 / 6 / 7 / 8
Number / 134 / 169 / 180 / 112 / 75
Difference / 0.70 / 0.76 / 0.22 / 0.23 / 0.24

Looking at Klineberg (클린벅) and Ferguson's (퍼거슨) investigation of intelligence across various races: <37>

Overview of Intelligence Investigation by Race
Race         Number     Average Intelligence Score
Italians  ......  500  ......  84
Germans    ......   67  ...... 102
Hungarians  ......   99  ......  90
Swedes    ......  187  ...... 102
Jews    ......  100  ......  95
Russians  ......  317  ......  93½
French    ......  199  ......  95
Chinese    ......   83  ...... 100
Japanese    ......   65  ...... 100
Blacks (Southern US)...211  ...... 80
Indians (American Natives)... 63  ...... 75

Looking at Garth's (까드) investigation shown above, the difference in intelligence among students in grades 4 and 5 is greater than that among students in grades 6, 7, and 8. This is attributed to the influence of good or bad home education (家庭教育) during childhood. The decrease in intelligence disparity with higher grades is concluded to be because they increasingly move away from home education and receive more uniform school education. Klineberg (클린벅) and Ferguson (퍼거슨) also commented after completing their intelligence investigation of the various peoples listed above: the lower intelligence scores of Italians and Black and Red races are because they built walls among their own kind (自族끼리) and cut off relations with other societies, thus failing to receive the civilization of others. Furthermore, the intellectual inferiority of Italians, despite being a White race, is due to their neglect of upbringing (敎養). Such judgments are not limited to Klineberg and Ferguson but represent the public opinion of those interested in this field. Therefore, looking at both investigations above, it is demonstrated that the White race is not inherently intellectually superior to the Yellow race, nor is the Black race inherently intellectually inferior to other colored races. Rather, intelligence rises and falls according to the quality of upbringing (敎養).

The Influence of Upbringing on Intelligence
Upbringing (교양) refers to all influences received from the external and internal worlds. Humans not only receive physical stimuli from the external world but are also animals that receive mental stimuli, recalling distant past events and contemplating the future.
The degree to which upbringing is received is stronger in young children. Usually, young children are immature in both body and mind, and their curiosity is stronger. When they see something and questions arise throughout their being, they often ask questions relentlessly to find out. During this process, their bodies become healthy, and their mental capacity grows vigorously. Therefore, parents, schools, and society should strive to provide a better environment, especially during childhood, to develop their innate qualities (生來의 소질) and produce individuals of sound character (做出하기). However, if the upbringing is poor, the harm will not be insignificant (不小할), and in severe cases, it can easily lead to physical disabilities or mental illness. According to Burt's (뻙쓰) investigation, education was found to have an impact of up to 20 points on intelligence rise or fall, and 20 points represents a significant difference in intelligence superiority or inferiority.

Is Intelligence Superiority/Inferiority Racial or Individual?
It requires no further explanation that intelligence superiority/inferiority is individual, not racial. That outstandingly wise and morally excellent individuals arise from uncivilized (文野하고) and impoverished nations to achieve great deeds, and that many intellectually disabled people are found even among civilized nations, is proven by human history throughout the ages. That intelligent and dull people can be found within the same ethnicity or even the same family are all factual evidence (事證) of this.
Let's look at the facts once more. Garth (까트) found that when testing the intelligence of Red, Black, and White races, one Native American girl (紅人 여아) had an intelligence score of 142 points. This is a genius score, 52 points higher than the average intelligence of all 760+ students tested. Furthermore, according to his ratio investigation, 96 out of 1,272 Blacks were superior to the average intelligence of Whites, 90 out of 1,004 Mexicans (墨西哥人) were higher than the average White intelligence, and 75 out of 667 Native Americans (紅人) were also superior to the average White intelligence. These facts also clarify that the superiority or inferiority of intelligence is individual.

Conclusion
The theory of racial superiority/inferiority in intelligence has historically been a source of headache and anguish for scholars, thus demanding much painstaking research. Intelligence superiority/inferiority is individual, not racial. When superior heredity (品優한 유전) and good upbringing (良善한 교양) combine, an outstanding individual will emerge; when poor heredity (不善한 유전) and poor upbringing combine, an inferior person will emerge. This seems to follow the same principle as cultivating fruit trees in an orchard (果苑). If a high-quality fruit tree is planted in fertile soil (비옥한 따) and receives good care (좋은 가꿈), it will surely bear good fruit. If a poor-quality fruit tree (品惡한 果木) is planted in barren soil (瘠土) and receives poor care, it will undoubtedly bear poor fruit. This is an undeniable fact.
Let us break down the irrational theory of racial hierarchy and resolve to add good upbringing to Korean heredity (朝鮮人的 遺傳), thereby manifesting the talents (才能) of the Korean people. <38>

**Summary**

This 1931 article by Ch'oe Yunho argues against the prevailing theories of racial hierarchy and innate intellectual differences between races (人種愚劣論). Ch'oe critiques hereditarian views (人種不可變論), particularly those positing White superiority, citing counter-arguments from scholars like Finot who emphasize the mutability of races (人種可變論) and the shared nature of civilization. Drawing on principles of genetics (유전) and findings from contemporary intelligence studies (e.g., Garth, Klineberg, Ferguson), the author contends that intelligence is primarily individual, not racial. He highlights the significant impact of environment and upbringing (교양) – encompassing education and social conditions – on intellectual development, suggesting that observed differences between groups are largely attributable to disparities in upbringing rather than innate racial traits. The article concludes with a call to reject racial determinism and focus on improving the upbringing and education of Koreans (조선인) to cultivate their inherent potential.

From the perspective of Korean colonial history, this article is highly significant. Written by a Korean intellectual with a Ph.D. during Japanese rule, it directly confronts and refutes the pseudo-scientific racism often used to justify colonialism and claims of Japanese superiority over Koreans. By emphasizing environmental factors and individual potential over fixed racial characteristics, Ch'oe implicitly asserts the capability and worth of the Korean people, advocating for self-improvement through education as a path to overcoming perceived inferiority – a powerful message under oppressive circumstances. Historians might find the specific scholars and studies cited (both Western and potentially Japanese, though none explicitly named) useful for understanding the intellectual currents influencing Korean thought at the time, as well as the ways Korean intellectuals engaged with global scientific discourse to resist colonial ideology.

**Named Entities**

崔允鎬	최윤호	Choe Yunho
띄고비니앤 카운트	-	Count de Gobineau
리본 그랜트	-	Le Bon, Grant (likely referring to Gustave Le Bon and Madison Grant)
디로프	-	Loti (likely Pierre Loti, though less directly associated with racial theory compared to the others)
피노트	-	Finot (Jean Finot)
콘클린	-	Conklin (Edwin Conklin)
띡슨 박사	딕슨 박사	Dr. Dixon (Roland B. Dixon)
콜튼	콜튼	Galton (Francis Galton)
맨들	멘델	Mendel (Gregor Mendel)
와이스맨	바이스만	Weismann (August Weismann)
몬다익 피어슨	몬다익 피어슨	Maudslay(?), Pearson (Possibly Henry Maudsley and Karl Pearson)
까드	가스	Garth (Thomas Russell Garth)
클린벅	클라인버그	Klineberg (Otto Klineberg)
퍼거슨	퍼거슨	Ferguson (George Oscar Ferguson, Jr.)
뻙쓰 여사	버트 여사	Ms. Burt (likely referring to Cyril Burt's research, though Burt was male)
伊太利人	이태리인	Italians
獨逸人	독일인	Germans
匈牙利人	헝가리인	Hungarians
瑞典人	스웨덴인	Swedes
猶太人	유태인	Jews
露西亞人	러시아인	Russians
佛蘭西人	프랑스인	French
中國人	중국인	Chinese
日本人	일본인	Japanese
黑人	흑인	Black people
紅人	홍인	Red people (Native Americans/American Indians)
美國	미국	America (United States)
墨西哥人	멕시코인	Mexicans
조선인	조선인	Koreans

**Glossary**

잇나	있나	Is there (Older spelling/form of 있나)
잇으니	있으니	Because there is / As there is (Older spelling/form of 있으니)
하얏다	하였다	Did / Said (Older spelling/form of 하였다)
스록	수록	The more... (Older spelling/form of -수록 suffix)
멫	몇	Several / Some (Older spelling/form of 몇)
즘생	짐승	Beast / Animal (Older spelling/form of 짐승)
뻬비	베이비	Baby (Loanword, older transliteration/spelling)
찐	진	Germ plasm / Gene substance (Likely referring to "gene" or genetic material; older transliteration/term)
胚種細胞	배종세포	Germ cell
云함	운함	Saying / Referring to (Archaic usage, equivalent to 말함)
學得	학득	Acquired knowledge / Learning
최여	비추어	Compared to / In light of (Older spelling/form of 비추어)
智力	지력	Intellect / Intellectual power
萎弱	위약	Weak / Feeble
靜的	정적	Static
動的	동적	Dynamic
祖先	조상	Ancestor
復歸的	복귀적	Reversionary / Regressive
單位性	단위성	Unit character / Unit nature (referring to Mendel's units of inheritance)
潛在	잠재	Latent / Potential
後天性	후천성	Acquired characteristic
情神	정신	Mind / Spirit / Psyche (Older way of writing 정신)
體型	체형	Physique / Body type
事端	사단	Matter / Affair / Incident
꾀하는	꾀하는	Planning / Devising / Aiming for
調養	조양	Cultivate / Nurture / Raise
及는	미치는	Reaching / Affecting / Influencing (Older form/usage, compare modern 미치는)
不小할	불소할	Not small / Considerable / Significant
做出	주출	Produce / Create / Make (Sino-Korean verb, less common today)
文野	문야	Civilized and Barbaric / Level of civilization
事證	사증	Factual evidence / Proof
果木	과목	Fruit tree
果苑	과원	Orchard
비옥한	비옥한	Fertile
따	땅	Land / Earth / Soil (Older spelling/form of 땅)
瘠土	척토	Barren soil / Infertile land
가꿈	가꿈	Cultivation / Care / Tending (Noun form of 가꾸다)
才能	재능	Talent / Ability


---------------------------


잡지명	동광 제24호
발행일	1931년 08월 04일
기사제목	잘난 민족이 따로 잇나, 人種愚劣論의 克服
필자	哲學博士 崔允鎬
기사형태	논설

잘난 민족이 따로 잇나, 人種愚劣論의 克服
						哲學博士 崔允鎬
題言
이 지구라는 별 우에는 여러 빛 다른 인종들이 지역을 획정해 가지고 居生한다. 이러한 관계로 인종끼리의 차별이며 우열 등 온갓의 불합리한 복잡 다단한 문제가 생겻다. 이 문제가 오랜 문제요 또 새 문제니만치 고금을 통하여 여러 학자들의 해득키 어려운 연구 재료이엇다. 이제 諸 학자의 학설을 따라 그들을 2급으로 나누어 볼 수 잇으니 즉 人種不可變論을 주창하는 학자파와 人種可變論을 고창하는 학파가 그것이다. 전자는 지금으로 약80년 전에 비롯되엇으니 띄고비니앤 카운트씨를 태두로 리본 그랜트씨와 디로프씨 등 학자들이다. 카운트씨의 「人種不可變論」과 그랜트씨의 「인종심리학」 등은 그들의 우수한 원론이며 후자는 피노트씨와 콘클린씨 등 학자들이니 그들의 원론으론 피노트씨의 「인종차별론」과 콘클린씨의 「유전과 환경」 등이 그것이다. 그들의 학설을 약론하건대 전자는 인종은 평등으로 생기지도 않엇고 인성은 변태적이 아니고 고정적이며 계급적이다. 전세계 인종을 黑黃白 3색으로 나누어 놓고 그들의 지능을 등급하자면 흑인종은 下요 황인종은 中이요 백인종은 上이다. 왜 그런고 하니 흑인종은 아직 진화가 채 되지 못함에 따라 감촉성만 발달되엇음으로 즘생에 유사한 행동을 많이 하며 황인종은 욕망이 유약하고 의지가 완강하야 도태할 줄을 모르니 이도 아직 인류학상 원칙에 비최여 완숙치 못한 증거며 백인은 智力이 우월하며 사물에 도량이 잇고 감촉성이 萎弱함으로 지적 행동을 전행하니 최상의 지위를 점할 수 잇다고 역설하고 다시 계속하야 인종 혼혈설은 불가능임을 重論하엿고 後 학파인 피노트씨는 前  학파의 주창을 논박하야 이는 치명상적이며 추상적이니 이를 고집함은 마치 슈�면에 돌을 던저 생긴 圈線이 사러지지 않는다고 함과 같으며 인종 불평등설과 백인 우월설은 백인의 독창적 과학이요 문명은 백인의 소유만 아니라 각 인종의 공동 산물임을 역설하엿다. 그리고 띡슨 박사도 인종은 정체적이 아니요 동적임을 논하엿다. 이상 양 학설을 보면 전자는 비과학적이며 편견적임에 후자는 과학적이며 합리적이다. 이제 본 문제를 유전학에 비최여 논하고저 한다.

遺傳
유전이란 「닮는다」는 뜻이니 사람은 사람을 닮고 즘생은 즘생을 닮으며 식물은 식물을 닮음을 云함이다. 계란에 적당한 온도를 가하면 부화하야 병아리가 생길 것이며 옥수수를 심으고 맞는 熱度와 공기를 흡수케 하면 옥수수를 收得함과 마찬가지로 사람이 사람을 닮음도 남녀 兩性의 「찐」이 혼합되고 그것이 점점 증장함을 따라 생의 분업적 작용을 함으로 비로소 「뻬비」로 출생하나니 吾人의 胚種세포에는 우리의 육안으로 볼 수 없는 사람 닮은 소질을 具有하얏다한다.
이제 본 문제와 관련된 멫 가지 유전 원칙을 枚擧하건대 콜튼씨의 祖先的 유전과 복귀적 유전설이며 맨들씨의 단위성 유전이 그것이다. 祖先的 유전이라 함은 祖先의 소질이 자손에게 유전되는 분량이 근대 조상일스록 倍數量의 순이 된다함이니 제1대 祖先에게서 1/2, 제2대 祖先에게서 1/4, 제3대 祖先에게서＜36＞ 1/8...등이니 즉 근대 조상에게서일스록 유전성이 강하다함이며 복귀적 유전이라 함은 祖先의 특질이 자손에게 유전될 때에 보통인의 중간으로 되는 경향을 云함이니 예컨대 극단으로 키가 큰 父와 母의 자손은 그 부모와 같이 身長될 반면에 보통인보다는 키가 크나 그 부모와 같지는 못함을 이름이다. 맨들씨의 단위성 유전율을 총론하자면 부모의 소질이 자손에게 유전될 때에 父와 母의 특질이 혼합적으로 유전되는 것보다 父의 특질만을 닮든지 母의 특질만을 닮든지 함을 뜻함이다. 그러나 그 「닮아지지」 못한 특질이 없어지는 것이 아니라 胚種세포 내에 잠재하엿다가 후기에 발로된다함이니 멫 代 前 祖先의 특질이 멫 해 후 자손에게 유전되는 일이 종종함은 이 원칙을 증명함이다. 그리고 세간에서 혹 후천성인 병같은 것이 유전된다 하야 우리의 생각을 어즈럽게 하는 일이 잇으나 1892년 후 와이스맨씨의 연구 조사가 비롯된 뒤로는 후천성 유전설은 점점 막을 다치고 말엇다. 대개로 吾人의 유전됨이 이상에 설명한 원칙에 의함이 많으나 그러나 자연적 유전을 일종의 법칙으로 만드는 대는 다소의 억측이 不無할 것을 헤아려야 될 것이다.

情神遺傳
이상에도 암시한 바어니와 우리의 몸과 맘은 처음으로부터 피차간 잠시도 분리할 수 없는 이름 다른 하나이다. 그런 고로 유전되는대 잇어서도 上示한 유전율에 의함이 많다 한다. 몬다익 피어슨 양씨의 조사에 의하면 모형이 같은 쌍동일스록 智力이 相似하다 하엿으니 이는 체형이 智力과 얼마큼 밀접한 관련이 잇음을 증거함이다. 그러나 육체 유전은 우리의 눈으로 볼 수 잇으나 정신 유전은 오직 밖에 나타나는 사실과 동작으로야 비로소 추측할 수 잇는 것이다. 상론한 정신 유전이라 함은 물론 종교계에서와 같이 무슨 신비적 의미를 포함함이 아니고 단 우리의 신경을 云함인 바 신경 구조가 완비할스록 정신 작용이 민속하고 불완비할스록 정신작용이 우둔할 것이다. 미물의 벌레도 몸을 찔으면 움지기며 庭前에 日仙花도 日光을 따라 고개를 돌림은 불완전하나마 다 그것의 인식 작용으로 볼 수 잇는 것이다. 그러나 사람은 복잡하고도 가장 분업적 작용을 하는 완비한 신경을 가젓기 때문에 사물을 볼 때에 반응의 작용을 하며 지난한 事端을 해득도 할 수 잇는 것이다.
사람이라 하야 정신 작용이 동일할 것이 아니지만서도 선천적 유전을 단련하고 못함으로 또한 현저한 차이를 볼 수 잇으니 이 단련이라 함은 사회 환경이나 교육으로 볼 수 잇다. 그리하야 사회와 학교는 아이들의 선천적 유전을 단련시켜 보다 더 完美하고 至善케 하는 것임으로 과학적 교양과 문명한 사회는 아동을 중심으로 제풀대로 그들의 장성을 꾀하는 것이다. 그럼으로 사람은 祖先으로 닮은 「그것」을 환경으로 잘 調養하야 되나니 좋은 유전과 良善한 환경의 新合體일스록 건전한 인격자가 되는 것이다.

知能愚劣
지능(Intelligence)에 대한 개념이 不同하니 어떤 이는 지능은 특수한 재능을 의미함이라 하며 어떤 이는 學得한 바 지식으로써 신환경에 잘 적응함을 뜻함이라 한다. 이 아래 기재되는 것은 후자를 표준으로 제정한 지능측정 시험식을 사용하야 얻은 결과에 피시험자의 환경상을 考加하여 결국한 것이다.
까드씨의 767 아동의 지능을 시험한 결과를 보면

知能測定試驗一覽
年級 / 4  /  5  / 6  /  7  /  8
名數 / 134 / 169 / 180 / 112 / 75
差異 / 0.70 / 0.76 / 0.22 / 0.23 / 0.24

클린벅, 퍼거슨 양씨의 각 인종의 지능 조사를 보거대＜37＞

各人種知能調査一覽
人種別         名數     平均知能點
伊太利人  ......  500  ......  84
獨逸人    ......   67  ...... 102
匈牙利人  ......   99  ......  90
瑞典人    ......  187  ...... 102
猶太人    ......  100  ......  95
露西亞人  ......  317  ......  93½
