**Header Section:**
Magazine Title: 삼천리 제10권 제12호
Publication Date: 1938년 12월 01일
Article Title: 映藝特輯, 크다란 幻影 (Film Art Special Feature, The Grand Illusion)
Article Type: 문예기타 (Arts/Culture Other)

**Body Text Translation:**
Film Art Special Feature, The Grand Illusion
Original Story & Screenplay: Jean Renoir, Charles Spaak
Director: Jean Renoir
Cinematography: Christian Matras
Starring: Jean Gabin

This film is the latest work by France's top-tier director Jean Renoir, hailed as the greatest masterpiece since the beginning of cinematic art.
Selected as France's representative work at the Venice International Film Festival held in 1937, it received the highest award for artistic excellence.
The original story is a collaborative original by Jean Renoir and Charles Spaak, but Renoir collected the experiences of former soldiers who participated in the Great War and became prisoners of war to write this work. The location was chosen in the Alsace region, and he reportedly tried his best to represent the atmosphere of that time.

It was during the height of the World War—1916. One day, at the <157> French bombing squadron on the front line, the soldiers were having boisterous fun during their short leisure time. Their fate was uncertain—not knowing what might happen tonight or tomorrow—so when they played, they played hard and laughed hard.
— "Josephine! You really don't seem like a single woman."
— "Hey!"
Just then, Staff Officer Captain de Boëldieu arrived. At that moment, it was necessary to go out to the enemy camp for reconnaissance, so Flight Lieutenant Maréchal took de Boëldieu aboard his plane and departed for the reconnaissance mission.
De Boëldieu was of aristocratic origin, while Maréchal was an engineer, essentially a suddenly commissioned officer. Although Maréchal grew up in a completely different environment from de Boëldieu and received a different kind of schooling, once the war made them identical soldiers, they did not seek class differences or distinctions of noble or commoner.
They both shared the single mind of living and dying for their country. While fearlessly flying the small plane, the engine was hit by enemy bullets, and they had no choice but to make an emergency landing in enemy territory. They were captured by the German air squadron, but the squadron leader here, Major von Rauffenstein, a Count, treated them with knightly goodwill, not as prisoners, but rather as unfortunate heroes, even inviting them to his dinner table. However, it seems they couldn't stay like that forever. Soon, the two were sent to an enemy prisoner-of-war camp. Here, there were not only soldiers but also former actors and former school teachers, and although it was like a *** cave (***굴속), they could find warmth there. Sometimes they danced, and sometimes they were not idle in digging the ground and piercing the walls with the thought of escape. The excavated soil was stealthily discarded during walks. It was just like the Count of Monte Cristo in his prison (嚴窟).
One day, suddenly, an alarm bell rang within their camp. This sound announced that the Verdun fortress, Fort Douaumont (銷鑰 도워몬), had been recaptured by French soldiers. Maréchal clenched his fists, jumped up and down, then danced wildly, leaped onto a high platform, and shouted loudly.
— "The French army has taken Douaumont!" —
Everyone became tense. A moment later, <158> they all raised their voices together and sang a song. It was entirely from a blood-boiling heart for their homeland.

— Arise, children of the Fatherland! The day of glory has arrived. Against us, tyranny's bloody standard is raised (우리들의 피뿌린깃발은 들녀워젔다 - *literal translation: our blood-sprinkled flag is raised*).

A few days later, Maréchal was punished for shouting and singing and had to stay alone in a prison even more gloomy than the camp. The only comfort for Maréchal was the sound of a harmonica secretly brought in by a guard. In the camp, even after Maréchal was gone, they continued digging the hole for escape, but things didn't go as planned, and just as Maréchal returned to the camp, they had to move to another camp, leaving the hole they had dug. They stood in line in a wide square. There stood British prisoners who shared the same fate.
It seemed they were to enter the camp the British were leaving, exchanging places with them.
Maréchal approached one of the British officers and spoke in a low voice.
"Look here. We've dug a tunnel there, just so you know."
However, the British officers, who *knew* (으는 - *likely typo for 아는*) French, didn't understand what was going on and remained silent, but perhaps realizing it was a gesture of goodwill, they patted Maréchal's shoulder, smiled, and seemed very pleased, but then a guard came and they had to part like that.

They would run away, get caught, and once caught, plan to run away again. They continued this several times, but all attempts failed, and eventually, Maréchal and Boëldieu were confined together in a tower within an old castle. One surprising thing here was that the commander of this military prison was the same Major von Rauffenstein from before. The Major had been wounded afterwards, could not go to war, and inevitably ended up working here. Here, they could no longer enjoy ope*** (*illegible*) or dig the ground... *(following 3 lines illegible)*... Above, a pack of fierce dogs guarded them.

The two gained another companion. <159> He was *** *** (*illegible*), and his father *was a major Jewish banker* (*likely meaning of* *태大은** 있읍니다 - *partially illegible*). Various care packages arrived daily from his wealthy home.
They shared these things fairly and got along well.
However, they hadn't completely forgotten their escape plan.

Now, lukewarm methods would absolutely not work. Boëldieu finally decided to sacrifice himself to let his comrades escape. As Maréchal and Boëldieu spent more time together, their minds increasingly clashed, and they didn't get along so well, but Maréchal didn't want to escape leaving only his comrade Boëldieu behind. Boëldieu spoke again.
"I'm not helping you escape for your sake, but for France."

One night, the long-awaited escape preparations were complete. As planned beforehand, they made noise from each cell, banging on walls, shouting, doing all sorts of things to cause a disturbance. The guards were preoccupied with stopping this. Seizing this opportunity, Boëldieu ran up to the rooftop and whistled loudly. Following that, a commotion like a shamanistic ritual (굿) erupted even more fiercely. No matter how much they were told to stop or threatened, they wouldn't listen. The Major, who had shown them special favor, now had no choice but to draw his pistol and aim. Bang! The fired bullet struck Boëldieu squarely in the abdomen. Unable to bear the pain, he collapsed on the spot. The Major rushed over in alarm.
"I was aiming for your leg, but it turned out like this. Please know it was due to my clumsy skill."
"No, I was wrong. But I had to fulfill my duty."
This Great War was, so to speak, an elegy for the aristocracy, where nobles and commoners all became equal.
The prospect of a new century unfolded widely before their eyes, and the worn-out foundation was about to crumble right then. For those two men of noble birth, enemy and enemy, this became endlessly desolate. Finally, Boëldieu fell asleep forever. With trembling hands, the Major plucked a beautiful flower from a carefully tended pot and placed it on the unmoving body that would never awaken.
Taking advantage of this chaotic situation, Maréchal and <160> Rosenthal escaped down a thick rope they had prepared beforehand, fought off the rushing dogs, finally ran away, and reached a nameless wide field.
It was winter. White snow lay piled high here and there in the shaded places.

Wandering the fields for several days, battling hunger and cold. But nothing appeared to save them. Facing death like this, although they used to joke, laugh, and chat before, the mood of the two men grew increasingly gloomy with each passing day.
"I can't go with the likes of you anymore. I'm going ahead."
"Who told you not to go first? I'm sick and tired of even looking at your ** (*illegible*)."
"If we're lucky, let's meet again."
"I'd rather die than meet the likes of you again."
The two split off in opposite directions, taking one step, then two, but what should they do next? Somehow, turning back, holding hands, and walking together seemed better, so the two took hands again and walked on.

Far away, something twinkled like the morning star. It seemed to be a lamp. For those suffering from hunger and cold, how joyful must that light have been, whatever it was? The two summoned their last remaining strength and went towards the twinkling light. When they arrived, it was a tiny farmhouse. In that house lived a young widow, whose husband had died in the war and whose brothers were all away at war, living alone with her young daughter. Seeing them, the woman initially looked quite startled, but she didn't report them to the police; instead, she nursed and treated them sincerely and hid them well. People who live with the soil possess much human feeling even amidst war. Although humble, that house had a fire in the hearth, warm soup, and quiet peace.
During this time, a joyful Christmas came to this poor house. A Christmas tree decorated with candles, bells, pinecones, and cotton, and the face of the child happy to receive presents—here alone, the bitterness of war hid its shadow. Under the dim lamplight, Maréchal and the woman, facing each other, came to feel love for one another without realizing it. However, the soldiers <161>
(Continued on page 161)
could not stay here forever.
"If the war ends and we survive to meet again, I will definitely come back here. Then let's go to France together."
Saddened by this farewell, which might be their last, the woman kept crying. Consoling her, Maréchal shed tears, lifted the child, kissed her, and said,
"Stay well. Okay?"
The woman, forcing back the tears that welled up like a spring, watched their retreating figures for a long time, then waved her hand and cried out emotionally,
"Please come back safely!"
Hiding in dark forests during the bright day and walking at night, the two hurried their steps towards the Swiss border, which the beloved country woman had shown them. The shadows of the two men gradually shrink on the field covered in white snow.
"Fugitives!" A German border guard raised his rifle, but suddenly one of them stopped him.
"Hold fire! They're in Swiss territory."
Ah! — How long will this war continue? Will the two men truly be able to step on the soil of their beloved homeland? <167>
<157-161, 167>

**Summary**

This 1938 article from the magazine *Samch'ŏlli* provides a detailed plot summary of Jean Renoir's 1937 anti-war film, *La Grande Illusion*. It recounts the capture of two French officers, Maréchal (working class) and de Boëldieu (aristocrat), their experiences in various German POW camps alongside other prisoners like Rosenthal (Jewish), their repeated escape attempts, the class dynamics highlighted by their interactions with the German commandant von Rauffenstein (also an aristocrat), Boëldieu's sacrifice enabling Maréchal and Rosenthal's escape, their arduous journey, the temporary refuge found with a German war widow, and their eventual crossing into Switzerland. The article emphasizes the film's critical acclaim, its anti-war message, and the theme of dissolving class boundaries amidst conflict. For historians, this article is interesting as it shows the reception and detailed discussion of a major European art film in colonial Korea during a period of increasing militarism and Japanese control. The focus on themes of camaraderie across class lines, escape, and the human cost of war, even within a European context, might reflect subtle commentary or simply a channel for cosmopolitan cultural consumption available to Korean intellectuals at the time.

**Named Entities**

쟝·르노와-르	장 르누아르	Jean Renoir
샤르르·스파-크	샤를 스파크	Charles Spaak
쟝 갸방	장 가뱅	Jean Gabin
불란서	불란서	France
베니쓰	베니스	Venice
아르사쓰	아르사스	Alsace
보아르듀	보알디외	de Boëldieu
마레샤르	마레샬	Maréchal
세르쯔엔베르그	라우펜슈타인	von Rauffenstein
배르단	베르됭	Verdun
도워몬	두오몽	Douaumont
佛國	불국	France
로젠다-르	로젠탈	Rosenthal
瑞西	서서	Switzerland

**Glossary**

映藝特輯	영예특집	Film Art Special Feature
크다란	커다란	Grand, Big (Older spelling/form)
幻影	환영	Illusion
原作	원작	Original Story
脚色	각색	Screenplay
最近作品	최근작품	Recent Work
映畵콩쿨	영화콩쿨	Film Competition/Festival (Kongk'ul from French 'concours')
佛蘭西	불란서	France (Older phonetic rendering)
舊戰士	구전사	Former Soldier, Veteran
經驗談	경험담	Account of experiences
분위기	분위기	Atmosphere
興것	흥껏	Merrily, boisterously (Likely older form or typo for 흥겹게)
암만해도	아무래도	No matter how one looks at it; anyway
가테	같아	Seems like (Older colloquial spelling of 같애/같아)
技術者	기술자	Engineer, Technician
사관	사관	Officer
貴賤	귀천	Noble and base; social standing
맨드러	만들어	Made (Older spelling/form)
사혼다	살고 죽는다	To live and die (Contraction/colloquialism)
날니고	날리고	Flying (Older spelling/form)
마저서	맞아서	Being hit (Older spelling/form)
되였든	되었던	Had become (Older spelling/form)
붓잡혓읍니다마는	붙잡혔습니다마는	Were captured, but... (Older spelling/form)
어여기의	여기의	Here (Older form)
포료	포로	Prisoner of War (POW) (Older or alternative spelling)
嚴窟	엄굴	Strict cave; prison cell (Possibly literary)
돌연히	돌연히	Suddenly
銷鑰	소약	Key point, strategic location (Likely referring to a fortress like Douaumont)
빼았기웠다	빼앗기었다	Was taken away, recaptured (Older spelling/form)
알니는	알리는	Announcing (Older spelling/form)
부르쥐고	부르쥐고	Clenching (Older spelling/form)
뛰임뛰기	뜀뛰기	Jumping
올나가	올라가	Going up (Older spelling/form)
질넜읍니다	질렀습니다	Shouted (Older spelling/form)
불넜읍니다	불렀습니다	Sang (Older spelling/form)
들녀워젔다	들려워졌다	Was raised (Older spelling/form)
멫일	며칠	A few days (Older spelling/form)
까닭	까닭	Reason
징벌	징벌	Punishment
몰내	몰래	Secretly
구녁	구멍	Hole (Dialectal/Older form)
도라오곳자	돌아오고자	Just as (he) returned (Older spelling/form)
섯읍니다	섰습니다	Stood (Older spelling/form)
드러갈	들어갈	To enter (Older spelling/form)
갓가히	가까이	Near (Older spelling/form)
나즈막한	나지막한	Low, quiet (Older spelling/form)
몰으고	모르고	Not knowing (Older spelling/form)
잠잣코	잠자코	Silently
깨다랐음인지	깨달았음인지	Perhaps realizing (Older spelling/form)
어게	어깨	Shoulder (Older spelling/form)
갓치여	갇히어	Being confined (Older spelling/form)
나종에는	나중에는	Eventually, in the end
직히고	지키고	Guarding (Older spelling/form)
더생겼읍니다	더 생겼습니다	Was added (Older spelling/form)
*태大은*	유대 대은행가	Jewish Banker (Partially illegible, reconstructed meaning)
의조케	이것을?	These things? (Unclear word, context suggests 'these things' or 'fairly')
논아가지고	나누어 가지고	Sharing (Older spelling/form)
이저	잊어	Forgetting (Older spelling/form)
미직지근한	미지근한	Lukewarm, half-hearted
식힐여구	시키려고	Intending to make (someone escape) (Older spelling/form)
맛지	맞지	To fit, match (Older spelling/form)
질으는	지르는	Shouting, making (noise) (Older spelling/form)
말니느라고	말리느라고	Being busy trying to stop (Older spelling/form)
올나가서	올라가서	Going up (Older spelling/form)
굿	굿	Shamanistic ritual (used metaphorically for commotion)
말여도	말려도	Even if stopped/dissuaded (Older spelling/form)
뵈여주든	보여주던	Had shown (Older spelling/form)
황겁히	황급히	Hurriedly, in alarm
꺽거	꺾어	Breaking, plucking (Older spelling/form)
언저	얹어	Placing upon (Older spelling/form)
싸호며	싸우며	Fighting (Older spelling/form)
다타나서	달아나서	Running away (Older spelling/form)
다달으게	다다르게	To arrive at, reach (Older spelling/form)
싸호면서	싸우면서	While fighting (Older spelling/form)
헤매이기를	헤매기를	Wandering (Older spelling/form)
롱담	농담	Joke
맛나세	만나세	Let's meet (Older/Dialectal form)
갈너저서	갈라져서	Splitting up, separating (Older spelling/form)
것는	걷는	Walking (Older spelling/form)
낳은	나은	Better (Older spelling/form)
십었읍니다	싶었습니다	Seemed, looked like (Older spelling/form)
찿어	찾아	Looking for, finding (Older spelling/form)
조고만한	조그마한	Tiny, small
게집애	계집애	Girl (Sometimes derogatory, but here likely just 'young girl')
놀래든	놀라던	Was surprised (Older spelling/form)
만히	많이	Much, many (Older spelling/form)
변변치는	변변치는	Humble, modest
찾어 왔읍니다	찾아왔습니다	Came visiting (Older spelling/form)
밧고	받고	Receiving (Older spelling/form)
깃붜하는	기뻐하는	Being happy, rejoicing (Older spelling/form)
얼골	얼굴	Face (Older spelling/form)
끗나고	끝나고	Ending (Older spelling/form)
사러	살아	Alive (Older spelling/form)
맛추며	맞추며	Kissing (Older spelling/form)
을었읍니다	울었습니다	Cried (Older spelling/form)
항하야	향하여	Towards (Older spelling/form)
거름	걸음	Step, pace
싸힌	쌓인	Piled up (Older spelling/form)
보힘니다	보입니다	Are seen, appear (Older spelling/form)
언채까지나	언제까지나	Forever, indefinitely (Older spelling/form)


---------------------------


잡지명	삼천리 제10권 제12호
발행일	1938년 12월 01일
기사제목	映藝特輯, 크다란 幻影
기사형태	문예기타

映藝特輯, 크다란 幻影
原作 脚色 쟝·르노와-르, 샤르르·스파-크
監督 쟝·르노와-르
影 에 마트라
主演 쟝 갸방

이 사진은 불란서 제1류가는 쟝 르노와-르의 최근작품으로 영화예술이 시작된 뒤에 처음 보는 구* 제1의 걸작이라고 합니다.
1937년도에 열닌 베니쓰國際映畵콩쿨 대회에 佛蘭西 대표작으로 선정되여 예술적 최고 우수한 상을 바덧다는데
원작은 쟝, 르노와-르 샤르르스파-크 협동 오리지낼이나 르노와-르는 이 작품을 쓰기 위해서 대전에 참가하여 포로되였든 舊戰士들의 경험담을 수집한 것입니다. 로케이슌도 아르사쓰지방을 선택하여하고 될 수만 있으면 그 때의 분위기를 나타낼여고 애를 썼다고 합니다.

세계대전이 한창이든 ― 1916년 때 일이다. 어떤 날 제1전선의＜157＞ 불란서 폭격대에서는 병사들이 얼마 안되는 여가를 어더 興것 놀고 있었읍니다. 그들의 운명이란 오늘밤 아니 내일 어찌될 지 모르는 만큼 노는 때는 한껏 놀고 한껏 웃고 하는 것이였읍니다.
―「죠세피느! 너는 암만해도 독신자가 아닌 것 가테.」
―「예익.」
이러는 때 여기에 참모장교 보아르듀 기병대위가 왔읍니다. 때 마츰 적 진지에 나가 탐정을 해야되겠음으로 비행중위 마레샤르는 자기 비행기에 보아르듀를 태워 가지고 정찰을 떠났읍니다.
보아르듀는 귀족출신이요 한편 마레샤르는 기술자로 말하자면 갑작스레 된 사관인 셈이죠. 보아르듀와는 전연 다른 환경에서 자라고 또 학교교육을 바든 마레샤르지만 전쟁이란 것이 그들을 똑같은 전사로 맨드러 놓은 뒤에는 계급의 차이라든가 귀천을 찾으려고 하지 않었읍니다.
그들은 똑같이 조국을 위하야 사혼다는 한마음을 갖있든 것입니다. 무서움 없이 비행기를 작고만 날니고 있을 때 비행기는 적의 탄환에 발동기를 마저서 하는 수 없이 그들은 적지에 불시착륙하지 않으면 안되게 되였든 것입니다. 그들은 독일 비행대에게 붓잡혓읍니다마는 어여기의 비행대장인 백작 세르쯔엔베르그 少佐는 기사적 좋은 마음으로 그들 두 사람을 포료로 대접하지 않고 오히려 불운한 두 사람을 용사로 대접하여 자기의 식탁에까지 초대하였읍니다. 하나 늘 그렇게 지낼 수는 없었든 것인가 바요. 두 사람은 얼마 안되어 적지의 포로 수용소에 가게 되였읍니다. 여기는 군인만이 아니고 전에 배우 노릇하든 사람도 있고 또 학교선생님 노릇하든 사람도 있고 해서 ***굴속 같은데서 나마 그들은 뜨거을 수 있었습니다. 때로는 땐쓰도 하고 또 때로는 탈출할 생각으로 땅바닥을 파고 벽을 뚤는 일에 게을니 하지 않었읍니다. 그래서 파낸 흙은 산보할 때 슬금슬금 내여 버리는 것이였읍니다. 그것은 마치 嚴窟의 몬테크리스트와도 같었읍니다.
