잡지명	개벽 제10호
발행일	1921년 04월 01일
기사제목	文化事業의 急先務로 民衆劇을 提唱하노라 (Advocating for Popular Theater as the Urgent Priority of Cultural Projects)
필자	玄哲
기사형태	문예평론 (Literary Criticism)

文化事業의 急先務로 民衆劇을 提唱하노라
						玄哲
"To perform theater is to express humanity," said the German stage art scholar Dr. Carl Hagemann. Shakespeare said, "All the world's a stage, And all the men and women merely players," and my late teacher, Mr. Shimamura Hōgetsu, always encouraged me, saying, "Hyŏn, you must not forget your responsibility to lubricate the inner life of the desolate and withered Korean people." Indeed, does theater have such a close relationship with our human lives? We are already witnessing the situation in a country like Russia, where a population of 120 million, suffering from hunger and cold day and night without respite, is being educated through theater by the government's power, using enormous wealth and the utmost effort. While theater is undoubtedly an indispensable art for all civilized nations and peoples, that is, countries with egalitarian common sense, it seems that among all the facilities for educating humanity, there is nothing more appropriate, simple, convenient, and necessary than theater as an institution for rapidly educating the masses in large numbers and in a short time, especially in countries like Russia where the level of knowledge is uneven and class distinctions are severe.

Whatever anyone may say, the present 20th century is the era of the masses. Today's phenomenon is an era where politics, law, economics, morality, and religion have become meaningless if they abandon the masses. In our past human society, the masses held no significance whatsoever in the state or society. The majority populace was considered to have fulfilled their duty as people if they simply obeyed, conformed, and consented under a single despot, sovereign, hero, great genius, great scholar, or else under a small number of aristocrats or oligarchic politicians. If they did not comply, they were labeled heretics, rebels, or traitors and immediately eliminated <107> from that society. However, today, this reckless, savage, and intimidating era has already passed, and voices calling for the popular will, humanity, public opinion, popular sovereignty, social contract, freedom, and self-awareness have swelled among all humankind across the globe. Thus, politicians assert these through politics, jurists champion them through law, economists advocate for them through economics, educators cry out for them through education, religious figures whisper them through religion, moralists preach them through morality, scientists search for them through science, newspaper and magazine publishers seek them through newspapers and magazines, and artists scream for them through art. Whether viewed longitudinally, horizontally, externally, or internally, the conclusion is being drawn that the masses must be enlightened under the banner of "culture." Therefore, how seriously the 20th-century zeitgeist regards these "masses," and consequently how importantly it regards "mass culture," is something that I believe wise readers will understand without me needing to offer a lengthy argument.

At this point, if we do not first explain what meaning these two characters, "culture" (文化), or rather the term "culturalism" (文化主義), holds, I believe it will be difficult to clearly grasp the true intention behind advocating for popular theater under the meaning of the cultural project in question. Originally, the meaning of culture encompasses various meanings. While there is the interpretation of culture that takes the meaning of "civilization" in English, which can also be synonymous with enlightenment (文明), vaguely meaning that all of humanity has escaped from a barbaric state, this is not the culture I am referring to, nor is it, of course, the culture used in the shallow sense like a newspaper's page 3 reporter explaining "Establishment of public baths due to cultural development..." At the very least, it is the culture meant by "Culture" (컬트아), signifying enlightenment, cultivation, moral education, or "Enlightenment" (엔리끼틴멘트), meaning edification, enlightenment, development, illumination, clarification, or, even more profoundly, the culture possessing the meaning of Germany's "Kultur" (쿠르투르). To explain this in detail, the German people, from the end of the 18th century to the 19th century, regarded themselves as inheritors of Greek "Humanism" (휴마니씀), positioning themselves as a nation possessing the historically glorious "Kultur" even more clearly than other nations. In other words, the German people came to possess a boastful pride, <108> considering it the highest honor that they had inherited the brilliant Greek culture. So, what is the nature of this Greek culture they prided themselves on inheriting? Greece in its golden age, centered on art, saw a flourishing of academic, religious, and spiritual civilization, radiating brilliant splendor. At the same time, on the other hand, embodying the essence of the "Dionysian" (다이오니사치), its worldly hedonism, intoxicated with the pleasures of this world—its materialism—was also quite remarkable. Thus, the Greek civilization, the so-called Hellenism, where these two civilizations, spiritual and material, harmonized and united, represents the unity of spirit and flesh (靈肉一致). Germany's "Kultur," which inherited this spirit-flesh unity of Greek civilization, can be considered to encompass the entirety of both the material and the spiritual. To put it more clearly, the German people's understanding of "Kultur" possessed a precise, concrete content. Explaining this, Zornell (쫀멜) and others at the University of Berlin defined "Kultur" as the "completion of personality" (人格完成). For "Kultur" to be established, there must necessarily be two things: that which is cultured and that which cultures. The former is the individual personality, and the latter includes all spiritual products such as art, science, morality, religion, etc. Thus, using objective culture as a tool, following the essence of individuality, fostering and completing personality is what culture means," they said. Therefore, culture truly develops the individual and society. Culturalism in this sense can become human life itself; going further, it speaks to the ultimate, highest purpose of human life. Therefore, when we plan for the improvement of our individual or social lives, it is natural to proceed under the banner of such culture. However, there are also those who interpret this "Kultur" monistically. That is, some modern socialists regard only material life as the entirety of human life, saying that this culturalism is merely something encountered accidentally or inevitably on the path of life, and that we cannot weave clothes from flowers. They called art and scholarship useless *ornaments (*飾物). Also, viewing culture solely as spiritual life, like Eucken (오이켄), can be considered a misunderstanding. Since this "Kultur" originated from the spirit-flesh unity of Greek civilization, and since one aspect of being human is the body, the material life aspect cannot but be defined as half of culturalism. At the same time, where there is no spirit, one cannot be called human, so no one can deny that this is also its other half. Therefore, the complete improvement and development of humanity can be found in the realm of harmony where these two are fully equipped and balanced. In short, just as it is erroneous to view the recently advocated culturalism solely as material, like some socialists, it is <109> also a misunderstanding to see it as the entirety of the spiritual movement, like Eucken. Transcending such monistic, narrow-minded perspectives, we must see it as truly broad gospel that gives great happiness, overflowing joy, and hope to humanity. Therefore, the "culture" I refer to in the title "Urgent Priority of Cultural Projects" is not the culture of "civilization," nor the culture of "culture" (컬트아), nor the culture of "enlightenment" (엔리끼텐멘트), nor even the culture of "Kultur" (쿠르투르) in the monistic sense, but rather "Kultur" encompassing a dualistic meaning—that is the culture I indicate. In other words, it refers to the "Kultur" culture derived from the spirit-flesh unity of Hellenism, the dualistic elements of individual personality and all spiritual products such as art, science, morality, religion, etc. Furthermore, whatever others may say, whatever culture England may call for, whatever culture Russia may seek, whatever culture France may pursue, whatever culture India may desire, whatever culture Egypt may wish for, it is none of our concern. We Koreans cannot but cry out for, seek, pursue, desire, and wish for the culture necessary for our Korea. Korea's current situation is one where everything is insubstantial, weak, decadent, and empty. Our politics has many deficiencies concerning our national life; our laws are insufficient in protecting our rights; our economy is weak in its self-sufficiency to enable our compatriots to live independently; our education lacks adequate facilities to satisfy the thirst for knowledge of our descendants; our religion lacks the unifying power to provide solace to our inner lives; our morality has much emptiness in our lives; our science lacks widespread practical application for our survival; our newspapers and magazines still have a narrow sphere of influence for the development of our common sense; and our art still lacks the vitality to enrich our life's emotions. The global trends of the 20th century have relentlessly surged into our Korea as well, and like people all over the world, a very small number of those with new knowledge have begun to cry out limitlessly about life and death, war and peace, victory and defeat, love and freedom, nation and culture, self-completion, revolution of life, state, what have you. While crying these out, they came to feel the sorrow of reality. They realized that everything from the past was not truly ours, not the path we should truly tread. While trying to discard everything from the past, they are still flustered and confused, unable to decide what new things to seek—this is the general situation in Korea today. I believe this situation will continue for some <110> time. Some individuals who have become aware of this sorrowful reality are active in various fields, and the call for culture has reached a high pitch. Politicians try to pursue culture through politics, which cannot be said to be impossible, but there is too little freedom in Korea today. Jurists try to guide culture through law, which also cannot be called wrong, but given Korea's current situation, it cannot yet be called the most urgent task. Economists seek culture through economics, but given Korea's current circumstances, spiritual cultivation is insufficient, and an overemphasis on materialism seems likely. Educators try to propagate culture through education, but under Korea's current education system, its power to reach and benefit all twenty million compatriots universally seems small. Religious figures try to spread culture through religion, but in today's Korea, where just two people gathering means religion, three people gathering means religion, and talk of this or that religion proliferates like residents' doorplates in every neighborhood, lacking unity and convenience, and being biased towards the spiritual aspect, it is difficult to call this the urgent priority for advocating culture. Moralists try to promote culture through morality, but this too has standards and limits and has little connection to "inspiration." Thus, it leaves something to be desired regarding the dualistic "Kultur" we demand. Furthermore, while there may be those who advocate culture through science, it is too broad and roundabout, suspected of being too slow for the immediate urgency. Those in charge of newspapers and magazines try to advance culture through them, but among twenty million compatriots, those who read newspapers and magazines number less than one hundred thousand, which is not only too small a number, but who knows how many compatriots even know our Korean script? In the current Korean situation where literacy is so unevenly spread, relying solely on newspapers and magazines is not reassuring. Then, by what means and what method should we improve this urgent Korean culture at present? While it cannot be said that all arts lack power, individual arts in their current extremely weakened state in Korea will require considerable time to enlighten the culture of this nation. Considering Korea's present condition, unless we pursue new culture at a speed ten or a hundred times faster than other countries, we will never be able to catch up with those who are ahead. In our special position, different from other countries, where we must proceed at the maximum express speed, with acceleration, we lack the leisure for the general public—aside from a small number of scholars engaged in specialized research—to slowly learn through protracted <111> time and long effort in all social endeavors like politics, law, economics, education, religion, morality, science, newspapers, magazines, and art. At this point, as mentioned before, we cannot help but think about the establishment of "Kultur," the completion of personality—that which is cultured and that which cultures. Therefore, above all else, we must know ourselves and understand our own lives. Along with knowing oneself, there is a need to know one's living community, human life. And the most popular way for the largest number of people to become cultured—universally, quickly, whether aristocrat or commoner, literate or illiterate, old or young—gathering together is the popular theater (民衆劇場) and popular drama (民衆劇). This is why countries all over the world have long been calling with one voice for popular theaters and popular stages. It is under this meaning—out of this necessity—that the writer advocates, with a heart full of passion, ten or a hundred times more intensely than people in other countries, for popular theaters and popular drama as the urgent priority of cultural projects.

So, what is the nature of popular drama itself? The writer wishes to briefly outline the content of this popular drama in a general way. The term "masses" (民衆) should not be interpreted narrowly as "audience" (觀衆), but rather in the sense of general compatriots, separated from regional divisions or class ideology, meaning aristocrats, commoners, city dwellers, and farmers all encompassed together. Based on the characteristics of these masses, various changes will arise in the ultimate purpose of drama as a social phenomenon, or in the means and methods of achieving that purpose. In other words, due to the relationship of drama to the masses or the influence of the masses on drama, dramas with close connections to the masses in terms of motive, purpose, or form will emerge. This is popular art theater, namely, popular drama. As such, the term "popular drama" is comprehensive and may seem very vague at first glance, but it can generally be classified into three types: 1. Drama with the masses as its subject matter, 2. Drama that is the common property of the masses, 3. Drama for the enlightenment of the masses. The first case refers to so-called modern drama of the masses, meaning drama containing popular elements. Like the works of Hauptmann, Gorky, and Ibsen (하프트만, 코루키이, 입센), which are written with laborers, the lowly, farmers, etc., as subject matter, this type of popular drama based on subject matter is outside the scope of this discussion, so there is nothing more to explain now. Next, the second type is drama created by the masses themselves or otherwise shared by the masses. The third type is drama as an educational institution for the masses, meaning popular drama viewed from the perspective of its purpose and motivation—that is, the reason for staging the drama or providing it to the masses. This can be illustrated as follows:
<112>

Majority-Based Drama: Drama aiming for the emotion generated when tens of thousands of people gather simultaneously to watch.
Intimacy-Based Drama: Drama where the stage and audience are inseparable, where intimacy between actors and audience is vital.
Autonomy-Based Drama: Drama where the masses form a kind of theater troupe, owning the theater and jointly managing or administering it.
Co-performance-Based Drama: Drama where the masses cooperate jointly to produce the play.

Religious Enlightenment: Enlightenment effect aimed at propagating religious doctrines.
Moral Enlightenment: Enlightenment effect aimed at cultivating character; also educational enlightenment, helping the ignorant learn quickly or understand social conditions and human nature.
Regenerative Enlightenment: Possessing an enlightenment function separately while simultaneously achieving the goal of art itself. (Meaning achieving two objectives with one action - 一擧兩得의 意)

Regarding the content of this popular drama, the writer wished to explain it in more detail, but due to space limitations on the page, there is no time <113> for such lengthy exposition. Furthermore, delving into more profound aspects would make it too specialized in tone, so the writer will stop at this brief explanation and lay down the pen. However, it is a fact clearly worth noting that in countries around the world, the movement for popular drama and popular theater, linking the words "culture" and "masses," is intensifying day by day. It goes without saying that various countries in Europe and America are engrossed in this popular drama. After the Great War, in Japan, Imperial University, Waseda University, and Keio University took the lead in organizing drama literature research societies and vigorously embarked on the New Drama movement. In China, the activity in the New Drama movement centered around Hu Shih (胡適氏), a professor in the Faculty of Letters at Peking University, is a major event worthy of attention. Only our Korea, intoxicated in a peach blossom spring dream (桃園春夢), regards theater with revulsion like snakes and scorpions (蛇蝎視). Yet, merely hearing distorted rumors in passing about what others are doing, talking about masses, culture, labor, society, etc., fails to devise any strategy to educate and guide these masses. How can those with discerning eyes not sigh in distress? Because theater expresses human life, it can represent all the internal and external aspects, social or individual, attached to us humans. Its effects include the function of an entertainment institution and the function of an enlightenment institution. The efficacy of its transmission is not passive reception but self-awareness; not coercion but freedom; intellectual yet emotional; not for the few but for the many; not lengthy but brief; not based on plutocracy or lineage but on the equality of all people; and it has the popular characteristic of having no discrimination whatsoever between the literate class, the scholarly class, the ignorant, or laborers. Therefore, in societies that value these masses, religious figures try to propagate their tenets through popular drama, moralists try to disseminate morality through it, socialists assert their ideology through this popular drama, and present-day Russia encourages theater with its national power to educate the entire populace quickly and in large numbers—all for these reasons. The appropriate artistic domain to realize our ideals and demands is the theater. When will such a movement arise among our people, shedding falsehood, class, wealth disparity, chaos, and jealousy, seeking the truth of reality, equality, mutual aid, and cooperation, where year after year, tens of thousands of people gather together to seek enlightenment, pleasure, stimulation, and release from frustration in the theater? We must not forget the words of Dr. Hagemann: "Universities are aristocratic; the stage is plebeian. We Germans pride ourselves more than anything that over 20,000 actors from all classes labor for the masses."
...(End)...<114>
<107-114>

**Summary**

Hyŏn Ch'ŏl argues passionately that popular theater (民衆劇) is the most urgent cultural priority (急先務) for Korea in 1921. He defines "culture" broadly, drawing on the German concept of "Kultur" as encompassing both spiritual and material development for individual and societal progress (靈肉一致). Comparing theater to other avenues like politics, law, economics, education, religion, science, and print media, he concludes that theater is uniquely suited to rapidly educate and enlighten the largest number of Koreans—regardless of class, literacy, or age—due to its direct, emotional, communal, and accessible nature. He classifies popular theater into types based on subject matter, ownership/creation, and purpose (enlightenment: religious, moral, educational, regenerative). He laments Korea's backwardness in embracing theater compared to Russia, Japan, and China, urging the nation to adopt it as a vital tool for self-awareness, social cohesion, and overcoming the "sorrowful reality" (現實悲哀) of its current state.

This article is historically significant as it reflects the intense desire among Korean intellectuals during the colonial period to find effective means for national enlightenment and cultural self-strengthening amidst perceived stagnation and oppression. It highlights the urgency felt to "catch up" with other nations, the influence of international intellectual currents (German philosophy, Russian revolutionary culture, Japanese and Chinese New Drama movements), and the specific challenges faced in Korea (low literacy, political restrictions, social divisions). Hyŏn Ch'ŏl's focus on theater as a *mass* medium bypassing literacy and class barriers, and his definition of a holistic "culture" aimed at "completing personality" and achieving "spirit-flesh unity," offer valuable insights into early 20th-century Korean cultural nationalism and the strategies proposed for navigating colonial modernity.

**Named Entities**

玄哲	현철	Hyŏn Ch'ŏl
카루울·하아께만	카를 하게만	Carl Hagemann
獨逸	독일	Germany
쉑스피아	셰익스피어	Shakespeare
島村抱月	시마무라 호게츠	Shimamura Hōgetsu
露西亞	러시아	Russia
英國	영국	United Kingdom/England
希臘	그리스	Greece
伯林大學	베를린 대학	University of Berlin
쫀멜	조멜(?)	Zornell (?) (Likely Georg Simmel, misrendered)
오이켄	오이켄	Eucken (Likely Rudolf Eucken)
朝鮮	조선	Korea/Chosŏn
佛國	프랑스	France
印度	인도	India
埃及	이집트	Egypt
하프트만	하웁트만	Hauptmann (Likely Gerhart Hauptmann)
코루키이	고리키	Gorky (Likely Maxim Gorky)
입센	입센	Ibsen (Likely Henrik Ibsen)
日本	일본	Japan
帝國大學	제국대학	Imperial University (Referring to Tokyo Imperial University)
早稻田大學	와세다 대학	Waseda University
慶應大學	게이오 대학	Keio University
中國	중국	China
北京大學	베이징 대학	Peking University
胡適	후스	Hu Shih

**Glossary**

文化事業	문화 사업	Cultural project/enterprise
急先務	급선무	Urgent priority, task demanding immediate attention
民衆劇	민중극	Popular theater, people's drama
提唱하노라	제창하노라	Advocating, proposing (Archaic verb ending '-노라')
筆者	필자	Writer, author (of this article)
演劇	연극	Theater, drama
人間	인간	Human being, humanity
表現	표현	Expression, representation
舞臺	무대	Stage (theatrical)
美術學者	미술 학자	Art scholar (here referring to stagecraft)
世界	세계	World
人類	인류	Humankind, humanity
俳優	배우	Actor, player
冷落枯凋	냉락고조	Desolate and withered, neglected and declining
內部生活	내부 생활	Inner life, internal life
責任	책임	Responsibility
恩師	은사	Respected teacher, mentor
恒常	항상	Always, constantly
奬勵	장려	Encouragement, promotion
密接	밀접	Close, intimate (relationship)
關係	관계	Relationship, connection
飢寒	기한	Hunger and cold, starvation and freezing
政府	정부	Government
財産	재산	Property, wealth, assets
努力	노력	Effort, endeavor
全國民	전 국민	The entire nation/people
敎化	교화	Enlightenment, edification, cultivation
現狀	현상	Current situation, present state
目睹	목도	Witnessing, seeing with one's own eyes
文明	문명	Civilization, enlightenment
民族	민족	People, nation, ethnic group
均等	균등	Equality, uniformity
常識	상식	Common sense
必要	필요	Necessary, essential
藝術	예술	Art
知識	지식	Knowledge
程度	정도	Degree, level
階級	계급	Class (social)
分揀	분간	Distinction, differentiation (Older spelling/usage for 분간)
民衆	민중	The masses, the populace, the people
卒地에	졸지에	Suddenly, abruptly
急速히	급속히	Rapidly, quickly
多數히	다수히	In large numbers (Older adverbial form)
短時間	단시간	Short time
敎養	교양	Cultivation, education, refinement
機關	기관	Institution, organization, organ
設備物中	설비물 중	Among facilities/equipment
適切	적절	Appropriate, suitable
簡易	간이	Simple, easy
便利	편리	Convenient
現今	현금	The present time, nowadays
時代	시대	Era, age, period
政治	정치	Politics
法律	법률	Law
經濟	경제	Economy
道德	도덕	Morality, ethics
宗敎	종교	Religion
往者	왕자	The past, former times
社會	사회	Society
國家	국가	State, nation, country
意味	의미	Meaning, significance
多數民衆	다수 민중	The majority populace, the broad masses
專制者	전제자	Despot, autocrat
主權者	주권자	Sovereign
英雄	영웅	Hero
大天才	대천재	Great genius
大學者	대학자	Great scholar
少數	소수	Minority, small number
貴族	귀족	Aristocracy, nobility
寡人	과인	Oligarchs ('few people', archaic term for ruler)
政治家	정치가	Politician, statesman
服從	복종	Obedience, submission
順應	순응	Adaptation, conformity
應諾	응낙	Consent, agreement
人民	인민	The people
義務	의무	Duty, obligation
應從치 아니하면	응종치 아니하면	If one does not comply/obey (Older form)
背道者	배도자	Heretic, apostate
謀反者	모반자	Rebel, insurrectionist
反逆者	반역자	Traitor
淘汰	도태	Elimination, weeding out
無謀野味	무모야미	Reckless and savage/barbaric (野味 - archaic/uncommon usage for 'savage')
恐迫時代	공박 시대	Age of intimidation/coercion
民心	민심	The popular will, public sentiment
人道	인도	Humanity, humanitarianism
輿論	여론	Public opinion
民本	민본	Popular sovereignty, the people as the basis
民約	민약	Social contract
自由	자유	Freedom, liberty
自覺	자각	Self-awareness, consciousness
地球上	지구상	On Earth, across the globe
膨脹	팽창	Expansion, swelling
主張	주장	Assertion, advocacy
主唱	주창	Championing, advocating
提唱	제창	Proposing, advocating
부르지즈며	부르짖으며	Crying out, shouting (Older spelling of 부르짖으며)
속살거리고	속살거리고	Whispering
唱道	창도	Preaching, advocating
科學	과학	Science
차즈며	찾으며	Searching for, seeking (Older spelling of 찾으며)
新聞	신문	Newspaper
雜誌業者	잡지업자	Magazine publisher/proprietor
求하고	구하고	Seeking, pursuing
絶呌하야	절규하여	Screaming, crying out desperately (Older spelling of 절규하여)
縱觀的	종관적	Longitudinal view
橫觀的	횡관적	Horizontal view
外部的	외부적	External
內部的	내부적	Internal
標語下	표어 하	Under the banner/slogan of
結論	결론	Conclusion
思潮	사조	Trend of thought, zeitgeist
重大시하며	중대시하며	Regarding as important/serious (시하다 verb ending)
重要視하는	중요시하는	Regarding as important
記者	기자	Reporter, writer (here, the author referring to himself)
區區한	구구한	Lengthy, detailed, trivial
辯論	변론	Argument, debate
賢明한	현명한	Wise, sagacious
讀者諸君	독자 제군	Readers (Respected address)
諒解	양해	Understanding, comprehension
文化主義	문화주의	Culturalism
解說치 아니하면	해설치 아니하면	If not explained (Older form)
問題되는	문제되는	In question, problematic
本意	본의	True intention, real meaning
明白히	명백히	Clearly, plainly
元來	원래	Originally, primarily
包含한	포함한	Containing, including
共通	공통	Commonality, shared aspect
凡百이	범백이	All things, everything (Archaic)
野蠻狀態	야만 상태	Barbaric state, savagery
漠然한	막연한	Vague, indistinct
意義	의의	Meaning, significance
解釋할 수 잇는	해석할 수 있는	Interpretable as (Older spelling of 있는)
取하며	취하며	Taking, adopting
淺薄한	천박한	Shallow, superficial
使用하는	사용하는	Using, employing
敎養	교양	Cultivation, refinement, education
德育	덕육	Moral education
啓明	계명	Enlightenment
開明	개명	Enlightenment, civilization
開發	개발	Development
光照	광조	Illumination
照明	조명	Illumination, lighting
深刻하게	심각하게	Profoundly, seriously
國民	국민	People (of a nation), nation
末葉	말엽	End period, latter part
收得者	수득자	Acquirer, inheritor
歷史上	역사상	Historically, in history
光榮잇는	광영 있는	Glorious (Older spelling of 있는)
所有한	소유한	Possessed, owned
自處하얏다	자처하였다	Regarded oneself as (Older spelling/form of 하였다)
燦爛한	찬란한	Brilliant, radiant
繼承하엿슴으로써	계승하였음으로써	By having inherited (Older spelling/form)
無上의 光榮	무상의 광영	Highest/Supreme glory
誇張的	과장적	Exaggerated, boastful
自尊心	자존심	Pride, self-esteem
自矜하는	자긍하는	Priding oneself on
自體는	자체는	Itself, in itself
全盛時代	전성시대	Golden age, heyday
中心으로	중심으로	Centered on, focused on
學術的	학술적	Academic, scholarly
宗敎的	종교적	Religious
精神文明	정신 문명	Spiritual civilization
繚亂하야	요란하여	Flourishing, dazzling (Older spelling of 요란하여)
燦然한	찬연한	Brilliant, radiant
光彩를	광채를	Splendor, brilliance
發揮하는	발휘하는	Displaying, exhibiting
同時에	동시에	At the same time
一方으로는	한편으로는	On the one hand
本體를 바다	본체를 받아	Receiving the essence/body (Older spelling of 받아)
現世의 慾樂에 陶醉하는	현세의 욕락에 도취하는	Being intoxicated with the pleasures of this world
現世主義	현세주의	Worldliness, secularism
享樂主義	향락주의	Hedonism
物質文明	물질 문명	Material civilization
可觀할 바이 잇섯다	가관할 바가 있었다	Was quite remarkable/spectacular (Older spelling/form)
調和하여	조화하여	Harmonizing
合體된	합체된	United, combined
靈肉一致	영육일치	Unity of spirit and flesh/body
看做할 수가 잇다	간주할 수가 있다	Can be regarded as (Older spelling of 있다)
對한	대한	Regarding, concerning
精確한	정확한	Precise, accurate
具體的	구체적	Concrete, specific
內容을	내용을	Content(s)
托持하엿스니	탁지하였으니	Held, possessed (Archaic/Literary, older spelling of 하였으니)
說明에는	설명에는	In the explanation
定義를 下하고	정의를 내리고	Giving a definition (下하다 used for 'give'/'issue')
成立에는	성립에는	For the establishment/formation
文化되는 것	문화되는 것	That which is cultured
文化하는 것	문화하는 것	That which cultures
個個의 人格	개개의 인격	Individual personality
客觀文化	객관 문화	Objective culture
器具로 하여	기구로 하여	Using as a tool/instrument
個性의 本質을 딸아서	개성의 본질을 따라서	Following the essence of individuality (Older spelling of 따라서)
人格을 助長하며	인격을 조장하며	Fostering personality
完成하는	완성하는	Completing, perfecting
個人과 社會를 참으로 發展시키는	개인과 사회를 참으로 발전시키는	Truly developing the individual and society
人間生活	인간 생활	Human life
究竟最高의 目的	구경 최고의 목적	Ultimate highest purpose
向上을 劃策하는	향상을 획책하는	Planning for improvement/advancement
標榜하여	표방하여	Under the banner of, advocating
進行하는	진행하는	Proceeding, advancing
當然한	당연한	Natural, proper, rightful
一元的으로	일원적으로	Monistically
近代社會主義者들은	근대 사회주의자들은	Modern socialists
全部라고 하야	전부라고 하여	Saying it is the entirety (Older spelling of 하여)
偶然	우연	Accidentally, by chance
必然이	필연이	Necessarily, inevitably
人生의 途上에 잇는 끗에 不過한 것이니	인생의 도상에 있는 끝에 불과한 것이니	Being merely the end encountered on the path of life (Older spelling of 있는)
꼿으로써 衣服을 짤 수는 업는 일이라	꽃으로써 의복을 짤 수는 없는 일이라	It's impossible to weave clothes from flowers (Older spelling of 꽃, 없는)
無用의 *飾物	무용의 장식물	Useless ornament (* might indicate a missing character, likely 裝飾物)
一面이 肉體임으로	일면이 육체이므로	Since one aspect is the body
半面에는 物質生活도 現定치 아니할 수 업는	반면에는 물질 생활도 한정치 아니할 수 없는	On the one hand, material life cannot but be defined (Older spelling of 없는)
精神이 업는 곳은	정신이 없는 곳은	Where there is no spirit (Older spelling of 없는)
半面됨은 누구나 否認치 못할 것이다	반면됨은 누구나 부인치 못할 것이다	No one can deny that it is the other half (Older spelling of 부인치)
完全한 向上發展은	완전한 향상 발전은	Complete improvement and development
此兩者를 圓滿히 具足한 調和의 地境에서 發見할 수가 잇는 것이다	차양자를 원만히 구족한 조화의 지경에서 발견할 수가 있는 것이다	Can be found in the realm of harmony where these two are fully equipped and balanced (Older spelling of 있는)
要컨대	요컨대	In short, in conclusion
最近에	최근에	Recently
誤謬인	오류인	Being erroneous/mistaken
誤解이다	오해이다	Is a misunderstanding
如斯히	여사히	Thus, in this way (Literary/Archaic)
偏狹한	편협한	Narrow-minded, parochial
局見을 超脫하여	국견을 초탈하여	Transcending a limited view
廣範한 人生에게	광범한 인생에게	To broad human life
多大한 幸福과 歡喜에 涌溢하는 希望을 주는 福音으로 보지 아니하면 아니되겟다	다대한 행복과 환희에 용일하는 희망을 주는 복음으로 보지 아니하면 아니되겠다	Must be seen as gospel giving great happiness, overflowing joy, and hope (Older spelling of 아니되겠다)
題目의	제목의	Of the title
가르쳐 한 말이다	가리켜 한 말이다	Is a statement pointing to/indicating (Older spelling of 가리켜)
個個의 人格과 또는 藝術·科學·道德·宗敎 等 모든 精神的 産物의 二元的 要素-를 말한 것이다	개개의 인격과 또는 예술·과학·도덕·종교 등 모든 정신적 산물의 이원적 요소-를 말한 것이다	Refers to the dualistic elements of individual personality and all spiritual products such as art, science, morality, religion, etc.
關知할 바가 아니다	관지할 바가 아니다	Is none of our concern, we need not know (關知하다 is archaic)
必要한	필요한	Necessary
目下現狀	목하 현상	Current situation at present
不實하고	부실하고	Insubstantial, unsound
貧弱하고	빈약하고	Poor, weak
衰廢하며	쇠폐하며	Decadent, declining
空虛하여 잇다	공허하여 있다	Is empty, void (Older spelling of 있다)
不備한 點	불비한 점	Deficient points, shortcomings
權利를 擁護하는데	권리를 옹호하는데	In protecting rights
不足한 것이 업지 아니하며	부족한 것이 없지 아니하며	There is no lack of insufficiency (Double negative = is insufficient) (Older spelling of 없지)
同胞를 自活케 하는	동포를 자활케 하는	Enabling compatriots to be self-supporting
自給의 힘이 弱하고	자급의 힘이 약하고	The power of self-sufficiency is weak
子孫의 知識慾을 滿足케할	자손의 지식욕을 만족케 할	To satisfy the descendants' desire for knowledge
設備가 넉넉치 못하며	설비가 넉넉지 못하며	Facilities are not sufficient (Older spelling of 넉넉지)
內部生活에 慰安을 줄 統一力이 貧弱하고	내부 생활에 위안을 줄 통일력이 빈약하고	The unifying power to give solace to inner life is weak
生活에 虛位가 만코	생활에 허위가 많고	There is much falsehood/emptiness in life (Older spelling of 많고)
生存에 利用力이 普及치 못하엿스며	생존에 이용력이 보급치 못하였으며	Practical application power for survival has not been widespread (Older spelling/form of 못하였으며)
常識發展에 아즉도 勢力範圍가 좁고	상식 발전에 아직도 세력 범위가 좁고	The sphere of influence for common sense development is still narrow (Older spelling of 아직도)
生活感情을 潤澤할 活力이 업다	생활 감정을 윤택할 활력이 없다	Lacks the vitality to enrich life's emotions (Older spelling of 없다)
世界的 風潮는 私情업시	세계적 풍조는 사정없이	Global trends, relentlessly/without personal consideration (Older spelling of 없이)
북바쳐 들어왓서	북받쳐 들어와서	Surging in (Older spelling of 들어와서)
最少數의 新知識을 가진 사람들	최소수의 신지식을 가진 사람들	The smallest minority of people with new knowledge
生이니 死니	생이니 사니	Life or death
戰爭이니 平和이니	전쟁이니 평화이니	War or peace
勝利이니 敗北이니	승리이니 패배이니	Victory or defeat
慈愛이니 自由이니	자애이니 자유이니	Love or freedom
民族이니 文化이니	민족이니 문화이니	Nation or culture
自我의 完成이니	자아의 완성이니	Self-completion
生活의 革命이니	생활의 혁명이니	Revolution of life
國家이니	국가이니	State/Nation
限量업시 부르짓게 되엇다	한량없이 부르짖게 되었다	Began to cry out limitlessly (Older spelling of 없이, 되었다)
現實悲哀를 느끼게 되엇다	현실 비애를 느끼게 되었다	Came to feel the sorrow of reality (Older spelling of 되었다)
過去의 모든 것이 참으로 우리 것이 아니고	과거의 모든 것이 참으로 우리 것이 아니고	Everything from the past is not truly ours
참으로 우리가 밟을 길이 아닌줄 알게 되엇다	참으로 우리가 밟을 길이 아닌 줄 알게 되었다	Realized it was not the path we should truly tread (Older spelling of 되었다)
