Magazine Title	三千里 제8권 제1호
Publication Date	1936년 01월 01일
Article Title	小說講座-朝鮮小說發達史(續), 삼천리 문예강좌, 제3회 개강 (Lecture on Novels - History of the Development of Korean Novels (Continued), Samchŏlli Literary Lecture Series, 3rd Session Opening)
Author	金台俊
Article Type	논설 (Editorial/Essay)

Lecture on Novels - History of the Development of Korean Novels (Continued), Samchŏlli Literary Lecture Series, 3rd Session Opening
						Kim T'aejun (金台俊)
Author Introduction

Mr. Kim was born in P'yŏngbuk and is 30 years old this year. He graduated from the Literature Department of Keijō Imperial University in Shōwa 6 (1931). Currently, he is a teacher at Keijō Myŏngnyun Academy. He previously authored 『History of Korean Novels (朝鮮小說史)』, has deep knowledge of classical Korean literature such as Silla Hyangga (新羅鄕歌 - Note: text says 鄕校 Hyanggyo, likely a typo for Hyangga), and has published numerous research papers.

Thus, around Taishō 12-13 (1923-1924), the seeds of so-called New Tendency School literature, also called proletarian literature, began to sprout, initially starting with debates against the existing bourgeois literature. This was an era centered around the magazines Kaebyŏk (開闢), Chosŏn Mundan (朝鮮文壇), and Chosŏn chi Kwang (朝鮮之光).

On August 23, Taishō 14 (1925), the New Tendency groups PASKYULA (파스큐라) and Yŏmkunsa (焰群社) merged to form the Korean Proletarian Artists' Federation (KAPF - 조선푸로레타리아예술동맹). The members at that time included Pak Yŏnghŭi, Kim Kijin, Kim Yŏngp'al, Yi Iksang, and Song Yŏng. By Shōwa 2-3 (1927-1928), influenced by the theoretical struggle of Fukumotoism's "entire proletarian political XX consciousness," fierce theoretical battles for self-criticism and overcoming various factions erupted within Korea as well. These wereを展開 by Pak Yŏnghŭi versus Kim Kijin, Kim Hwasan versus Yun Kijŏng, and Cho Chunggon. KAPF gradually began to act as a wing of the proletarian [movement?] and shifted from syndicalism towards being part of the political [movement?]. Collaborating with the Tokyo-based student group, the "Third Front" (第3戰線) faction, it declared a change in direction in the autumn of Shōwa 2 (1927). In this sense,<215> if the period after Taishō 12 (1923) can be called the period of the spontaneously generated New Tendency School of class [階X] literature, then the period after Shōwa 2 (1927) can be called the period of its conscious directional shift.

Thus, passing through the advocacy of Socialist Realism after Shōwa 7 (1932) until the dissolution of KAPF on May 21, Shōwa 10 (1935), it seems an undeniable fact that, in terms of effective achievements, it formed the mainstream of Korean literature. Even if there was cynicism from various figures in nationalist literature, there were many times when, in terms of the quantity and quality of its literary output, it sometimes surpassed nationalist literature.

While the principle of nationalist literature was the complete separation of art and politics, during this time, various figures in nationalist literature, as seen in the example of Ch'unwŏn (Yi Kwangsu's pen name), wrote the "Biography of Yi Sunsin" while collecting donations for Yi Sunsin, and wrote "Earth" (흙) for rural development. However, those with discerning eyes (具眼者) will know. Compare Yi Kiyŏng's work "Hometown" (故鄕), the pyramid-like existence of KAPF's 10-year history, written for the reality of Korean rural villages, with Ch'unwŏn's "Earth" (흙). In this regard, even if the works of KAPF members were relatively crude (拙劣) in their technique and writing style, it is undeniable that they became a more meaningful mainstream than nationalist literature. That is, this speaks to the absolute superiority of the emerging science (新興科學) and its methodology, the unique weapon possessed by the emerging group capable of correctly perceiving reality. Regardless of the objective circumstances, it could walk the path of ascent as the mainstream representing the era, following a fixed course of historical law.

The New Tendency School, formed as a premise for proletarian [푸X] literature, still had a very vague (漠然) consciousness. Their preferred subjects were either gloomy depictions of the unenlightened and inconsistent poor, or their personal<216> rebellion or revenge against their masters (主家). Many of them lacked even a worldview that clearly distinguished them from nationalist literature. Works include Pak Yŏnghŭi's "Hunting Dog" (사냥개), Kim Kijin's "Red Rat" (붉은 쥐), followed by Cho Myŏnghŭi's "Low Pressure" (低氣壓) and "Naktong River" (洛東江), Song Yŏng's "Crowd Stagnation?" (群衆停留), Yi Kiyŏng's "Story of Rats?" (쥐냑이), and Yi Iksang's "Soil Baptism" (흙洗禮).

However, wasn't the person who was most active and showed the most capability during this period Mr. Ch'oe Haksong, pen name Sŏhae? His debut work, "Escape Log" (脫出記), was merely a letter informing his close friend of the reasons for wandering to Manchuria and the state of his wandering. "Red Flame" (紅焰) is a story about a Korean poor peasant in Manchuria who, due to debt to a Chinese landlord, has his beloved daughter taken away, sets fire to the landlord's house, and hacks the landlord to death with an axe. "Bloodstain" (血痕) and "Hunger and Massacre" (飢餓와 殺戮) are all similar. It was a preliminary stage where, unable to endure the extremely miserable reality, they finally became conscious of the means employed as a last resort. Although these were works from the Taishō 14-15 (1925-1926) period, works that progressed through the early stages of proletarian [푸X] literature, I have named Ch'oe Sŏhae as the most representative writer of the rudimentary consciousness that budded at that time.

The fact that the New Tendency School, consciously or unconsciously, uniformly took personal rebellion and revenge as its subject matter revealed not only the lack of thorough social awareness and artistic appeal but also meant that such works were merely confined (桎梏) to propagating "individual revenge." Consequently, a time for reflection and criticism regarding this had to come.

Finally, that time arrived. Around Shōwa 2 (1927), when the social movement in Korea was most active, the proletarian [푸X] literature [movement? X動] also flourished the most. It was also at this time that the historic<217> debate between Kim Kijin and Pak Yŏnghŭi occurred against the backdrop of "Chosŏn chi Kwang" (朝鮮之光). KAPF decided to shift its direction from literary activities aimed at personal rebellion and revenge to practical activities, moving forward along the course of our historical law as a political-ist (X治主義) organization.

Even after advocating for purpose consciousness, it was not easy for writers, and even critics, to grasp the scientific worldview. Each time they changed the slogan for creative methods, they could not correctly transplant the theory. Thus, failing to grasp and investigate reality within the specificity of the objective situation, they flowed only into abstract (*相的 - likely 抽象的 abstract) interpretations. Consequently, their rigid political theories and economic doctrines appeared identically in their works in a linear, conceptual, and schematic manner. They agonized over how to embody the creative method of dialectical materialism (唯物辨證法). Realizing they had fallen into the shackles (桎梏) of schematism (圖式主義), they went through much debate out of collective agony, and then attempted a step forward by trying to further strengthen the organization. However, this strengthening and the weakness of the leadership only resulted in losing many fellow travelers (同伴者) to the camp of bourgeois literature. The relentless, official criticism (insults?) that filled the pages of the magazines "P'ip'an" (批判) and "Sin Kyedan" (新階殷 - likely 新階級 New Class) are unpleasant to recall now. That approach could not technically win over young aspiring writers.

However, during this transitional stage, many excellent works were produced.
Han Sŏrya's "Wrestling" (씨름), "Dawn" (새벽)
Kim Namch'ŏn's "Mediation Proposal" (調停案), "Factory Newspaper" (工場新聞)
Song Yŏng's "9 AM" (午前 9時), "Refuse All Visits" (一切面會를 拒絶하라), "Indian Soldier" (印度兵士)<218>
Kwŏn Hwan's "Cotton and Beans" (木花와 콩)
Yi Pungmyŏng's "Nitrogen Fertilizer Factory" (窒素肥料工場)
Yi Kiyŏng's "Wŏnbo" (元甫), "Paper Mill Village" (製紙工場村)

Here, the artistic figuration of the subject matter (素村 - likely 素材 subject matter) began to become an issue. I recall memories of critics again discussing "human depiction" (人間描寫). Korean proletarian [푸X] literature met an opportunity for a fresh start. Proletarian [푸X] literature needed to extract more proactive themes and raise its technical level. However, faced with adopting the creative method of Socialist Realism from the spring of Shōwa 7 (1932), the proletarian [푸X] literature camp held extremely opportunistic and distorted views. What particularly draws our attention is that, rather than carefully considering how the conventional dialectical realism relates to "Socialist Realism," they tossed aside the former like worn-out shoes (弊履) while talking about "Socialist Realism," and there arose a tendency to directly import the non-dangerous parts of "Socialist Realism" while shying away (敬遠) from the rest, eventually leading even to discussions on satirical literature (諷刺文學論).

This evasion is most clearly manifested in the results of works from recent years. I have been able to find many works, even among recent writers, that completely remove partisanship (黨派性).

If the creative method of dialectical materialism (唯物辨證法的 創作方法) is necessary for the reality of Korea, it should certainly be embraced. If Socialist Realism is necessary, that too should certainly be embraced. The only question is how to embrace it.<219>

Recently, there is a tendency to think of art and politics, social history and literary history, in a dualistic (二元論的) manner (just like idealists who think of things dualistically) and to separate criticism and works. There is also the view, like Mr. Pak Yŏnghŭi's, that "what was gained is ideology, what was lost is art," which led to his withdrawal from KAPF.

When almost all of its members were arrested [X束] and imprisoned in Chŏnju Prison, KAPF remained in name and form only, existing in a state of virtual non-existence (有也無也), until it finally dissolved (解盟) on May 21, Shōwa 10 (1935). While the fascist whirlwind sweeping the world followed the same track in Korea, it must also be recognized that KAPF's own self-created shackles (桎梏) led it to suicide by those shackles.

The recent literary scene depends most heavily on the political situation. Extremely retrogressive (退嬰的) nationalist literature, degenerating into historical novels and popular novels through its conventional inertia (惰性) with works like *Yi Sunsin*, *Tale of a Great Thief* (大盜傳), *Death of Ich'adon* (異次頓의 死), *Spring of Unhyŏn Palace* (雲峴宮의 봄), etc., follows the natural "course" of historical law. Attempting to reproduce the feudal "ideology" of thousands of years ago is, needless to say, meaningless for the times, and nostalgic admiration is also pointless. Besides these, there are intermediate paths being walked, such as the "Kuinhoe" (九人會), a group of mostly liberal(?) young people whose worldviews may differ but who did not participate in the schematic shackles of KAPF, nor could they, of course, align themselves with the retrogressive nationalist literature. They formed their own group and steadily continue their literary activities. Their works naturally lack partisanship (黨派性). A good example is seen in the collection "Moonlit Night" (달밤) by the writer Yi T'aejun, who seems satisfied with depicting reality as it is. Why reality became that way – even on this, there seems to be no accurate view, and the common flaw of these writers is the lack of any effort towards what we should do about that reality. The creative activity of Mr. Yi Muyŏng, known as a poverty-stricken writer (貧窮文學家), has attracted the most noteworthy attention (刮目).

Above, we discussed the novels of the Yi Injik era, the Ch'unwŏn era, the Sangsŏp (Kim Ok's pen name) era, and the Sŏhae era. We cannot fail to mention the works of Mr. Yi Kiyŏng, pen name Minch'on, who should be considered one of the most significant figures since the rise of the New Tendency School. A former preacher, his works include the humorous (유*라스 - humorous?) piece on religion, "Diplomat and Preacher's Wife" (外交員과 傳道夫人). This is rather light writing (戱筆). When he wrote "Wŏnbo" (元甫), the world regarded it with astonishment. It was seen as a departure from the New Tendency School, which could only produce works like "Hunger and Massacre" (飢餓와 殺戮), discovering such a direction in writing, and his technique was refined (精鍊) after a long period of apprenticeship. When he wrote "Rat Fire" (鼠火) and its sequel *Tolsoe* (乭釗), even among the members who had fallen into formulism (公式主義), it was met with admiration. However, "Rat Fire" (鼠火) was the preface to the subsequent full-length novel "Hometown" (故鄕). A friend even said that "Hometown" (故鄕) is a monumental existence, the decisive gift of KAPF's 10 years.

"Hŭijun, a student studying in Tokyo, returns to his hometown after several years to find it truly changed. His family has declined from landowner to owner-farmer, then from owner-farmer to tenant farmer. He tried to teach the villagers literacy, teach them a worldview, and become a good friend and faithful brother. The villagers all gladly followed Hŭijun's words. Only An Sŭnghak from the village hated Hŭijun. This was because after Hŭijun arrived, the villagers did not properly contribute to his harvest threshing. However, An Sŭnghak's daughter, An Kapsuk, after leaving home due to an unexpected mistake, entered a certain silk reeling factory and was intelligent enough to learn more about the inner workings (*內 - likely 内幕 inner workings/details) of capitalism (資X主義 - Capitalism) and a correct worldview. After Kapsuk entered the factory, strikes occurred causing disturbances whenever the factory tried to lower wages (勞賃).<221>"
"Hometown" (故鄕) was a record of the organized actions of Hŭijun and Kapsuk, who should serve as models for Korean young men and women. Perhaps the depiction of Korean rural villages reached its peak (極致) with "Hometown" (故鄕).

It is said that the future standard of Korean novels will strive to surpass this "Hometown" (故鄕).
(References made to various articles such as Kim Kijin's "The Current Standard of Proletarian Literature," Sin Namch'ŏl's "Recent Changes in Korean Literary Trends," Im Hwa's "Introduction to the Compilation of a History of Modern Korean Literature," etc.) <222>

**Summary**

This 1936 essay by Kim T'aejun outlines the development of Korean proletarian literature, tracing its origins from the "New Tendency" school (c. 1923) through the formation and activities of KAPF (Korean Proletarian Artists' Federation, est. 1925). Kim details KAPF's internal ideological struggles, its shift from depicting personal revenge (e.g., Ch'oe Sŏhae) to conscious political action and theoretical debates influenced by Marxism and Fukumotoism, and later, the adoption and distortion of Socialist Realism. He argues that despite aesthetic shortcomings and eventual dissolution due to suppression and internal issues (May 1935), KAPF literature represented the historical mainstream, surpassing nationalist literature (represented by Yi Kwangsu) in its engagement with reality, citing Yi Kiyŏng's "Hometown" as its pinnacle achievement. The essay also notes the emergence of intermediate groups like Kuinhoe and writers like Yi T'aejun who avoided both KAPF's schematism and nationalist retrogressiveness.
For historians, this article offers a valuable contemporary perspective on the intense ideological conflicts within the colonial Korean literary world. It reveals the direct influence of Japanese and international leftist thought (Fukumotoism, Socialist Realism), the perceived trajectory and internal dynamics of the proletarian literature movement (KAPF), the criteria used to evaluate literature (realism, political alignment vs. aesthetics), the explicit positioning of proletarian literature against nationalist literature, and the eventual crackdown by authorities leading to KAPF's demise, reflecting the tightening political control in the mid-1930s. The candid discussion of KAPF's theoretical debates, internal criticisms (schematism, factionalism), and perceived failures provides insight into the movement's complexities beyond simple propaganda.

**Named Entities**

三千里	삼천리	Samchŏlli
金台俊	김태준	Kim T'aejun
平北	평북	P'yŏngbuk
昭和	쇼와	Shōwa
京城帝國大學	경성제국대학	Keijō Imperial University (Kyŏngsŏng Cheguk Taehak)
京城	경성	Keijō (Kyŏngsŏng)
明倫學院	명륜학원	Myŏngnyun Academy
朝鮮小說史	조선소설사	Chosŏn Sosŏlsa (History of Korean Novels)
新羅鄕校	신라향교	Silla Hyanggyo (Note: Text likely means Silla Hyangga)
大正	다이쇼	Taishō
開闢	개벽	Kaebyŏk
朝鮮文壇	조선문단	Chosŏn Mundan
朝鮮之光	조선지광	Chosŏn chi Kwang
파스큐라	파스큐라	PASKYULA
焰群社	염군사	Yŏmkunsa
조선푸로레타리아예술동맹 (캅프)	조선 프로레타리아 예술동맹 (카프)	Chosŏn P'ŭroret'aria Yesul Tongmaeng (KAPF)
朴英熙	박영희	Pak Yŏnghŭi
金基鎭	김기진	Kim Kijin
金永八	김영팔	Kim Yŏngp'al
李益相	이익상	Yi Iksang
宋影	송영	Song Yŏng
福本主義	후쿠모토주의	Fukumotoism
金華山	김화산	Kim Hwasan
尹基鼎	윤기정	Yun Kijŏng
趙重滾	조중곤	Cho Chunggon
東京	도쿄	Tokyo
第3戰線	제3전선	Che Sam Chŏnsŏn (Third Front)
春園	춘원	Ch'unwŏn (Yi Kwangsu's pen name)
李舜臣	이순신	Yi Sunsin
李箕永	이기영	Yi Kiyŏng
故鄕	고향	Kohyang (Hometown - Yi Kiyŏng's novel)
흙	흙	Hŭk (Earth/Soil - Yi Kwangsu's novel)
崔鶴松	최학송	Ch'oe Haksong
崔曙海	최서해	Ch'oe Sŏhae (Ch'oe Haksong's pen name)
脫出記	탈출기	T'alch'ulgi (Escape Log - Ch'oe Sŏhae's work)
滿洲	만주	Manchuria
紅焰	홍염	Hongyŏm (Red Flame - Ch'oe Sŏhae's work)
血痕	혈흔	Hyŏlhŭn (Bloodstain - Ch'oe Sŏhae's work)
飢餓와 殺戮	기아와 살륙	Kia wa Sallyuk (Hunger and Massacre - Ch'oe Sŏhae's work)
趙明熙	조명희	Cho Myŏnghŭi
低氣壓	저기압	Chŏgiap (Low Pressure - Cho Myŏnghŭi's work)
洛東江	낙동강	Naktonggang (Naktong River - Cho Myŏnghŭi's work)
群衆停留	군중정류	Kunjung Chŏngnyu (Crowd Stagnation? - Song Yŏng's work)
쥐니약이	쥐이야기	Chwinyagi (Story of Rats? - Yi Kiyŏng's work)
흙洗禮	흙세례	Hŭk Serye (Soil Baptism - Yi Iksang's work)
韓雪野	한설야	Han Sŏrya
씨름	씨름	Ssireum (Wrestling - Han Sŏrya's work)
새벽	새벽	Saebyŏk (Dawn - Han Sŏrya's work)
金南天	김남천	Kim Namch'ŏn
調停案	조정안	Chojŏngan (Mediation Proposal - Kim Namch'ŏn's work)
工場新聞	공장신문	Kongjang Sinmun (Factory Newspaper - Kim Namch'ŏn's work)
午前 9時	오전 9시	Ojon Ahopsi (9 AM - Song Yŏng's work)
一切面會를 拒絶하라	일체면회를 거절하라	Ilch'e Myŏnhoerŭl Kŏjŏrhara (Refuse All Visits - Song Yŏng's work)
印度兵士	인도병사	Indo Pyŏngsa (Indian Soldier - Song Yŏng's work)
權煥	권환	Kwŏn Hwan
木花와 콩	목화와 콩	Mokhwa wa K'ong (Cotton and Beans - Kwŏn Hwan's work)
李北鳴	이북명	Yi Pungmyŏng
窒素肥料工場	질소비료공장	Chisso Piryo Kongjang (Nitrogen Fertilizer Factory - Yi Pungmyŏng's work)
元甫	원보	Wŏnbo (Yi Kiyŏng's work)
製紙工場村	제지공장촌	Cheji Kongjangch'on (Paper Mill Village - Yi Kiyŏng's work)
批判	비판	P'ip'an (Magazine name)
新階殷	신계은	Sin Kyedan (Magazine name - likely typo for 新階級 Sin'gyegŭp/New Class)
全州監獄	전주감옥	Chŏnju Prison
九人會	구인회	Kuinhoe
李泰俊	이태준	Yi T'aejun
달밤	달밤	Talbam (Moonlit Night - Yi T'aejun's collection)
李無影	이무영	Yi Muyŏng
李人稙	이인직	Yi Injik
想涉	상섭	Sangsŏp (Kim Ok's pen name)
民村	민촌	Minch'on (Yi Kiyŏng's pen name)
外交員과 傳道夫人	외교원과 전도부인	Oegyowŏn kwa Chŏndobuin (Diplomat and Preacher's Wife - Yi Kiyŏng's work)
鼠火	서화	Sŏhwa (Rat Fire - Yi Kiyŏng's work)
乭釗	돌쇠	Tolsoe (Sequel to Sŏhwa - Yi Kiyŏng's work)
安承學	안승학	An Sŭnghak (Character in Kohyang)
安甲淑	안갑숙	An Kapsuk (Character in Kohyang)
大盜傳	대도전	Taedojŏn (Tale of a Great Thief - novel title)
異次頓	이차돈	Ich'adon
雲峴宮	운현궁	Unhyŏn Palace
申南澈	신남철	Sin Namch'ŏl
林和	임화	Im Hwa

**Glossary**

小說講座	소설강좌	Lecture on Novels
續	속	Continued
文藝	문예	Literary arts
筆者紹介	필자소개	Author introduction
출생	출생	Born, birth
금년	금년	This year
졸업	졸업	Graduation
현재	현재	Currently
敎師	교사	Teacher
일즉이	일찍이	Previously, early on (older spelling)
저술하였으며	저술하였으며	Authored (formal)
고전문학	고전 문학	Classical literature
연구	연구	Research
허다하다	허다하다	Numerous, many
그리하야	그리하여	Thus, therefore (older spelling)
소위	소위	So-called
신경향파	신경향파	New Tendency School
푸로문학	프로 문학	Proletarian literature
움돗기	움돋기	To sprout, bud (older spelling)
당초에는	당초에는	Initially, at first
종래의	종래의	Conventional, existing
부르문학	부르 문학	Bourgeois literature
論戰	논전	Debate, polemic
배경	배경	Background
단체인	단체인	Being a group/organization
결성하였는데	결성하였는데	Was formed
盟員	맹원	Member (of an alliance/federation)
닐으러	이르러	Reaching, arriving at (older spelling)
이론 싸움	이론 싸움	Theoretical struggle/fight
영향	영향	Influence
자기 청산	자기 청산	Self-criticism, self-purge
諸流派	제류파	Various factions/schools
극복	극복	Overcoming
맹렬한	맹렬한	Fierce, intense
전개되여	전개되어	Was developed/unfolded (older spelling)
점차로	점차로	Gradually
無産X動	무산 운동	Proletarian movement (X likely censored 'movement')
일익으로	일익으로	As one wing/part
조합주의	조합주의	Syndicalism
전향할세	전향할 때에	At the time of changing direction (older grammar/spelling)
留學生	유학생	Student studying abroad
합작하야	합작하여	Collaborating (older spelling)
방향전환	방향 전환	Change of direction
선언하였스며	선언하였으며	Declared (older spelling)
자연발생적인	자연 발생적인	Spontaneously generated
목적 의식적	목적 의식적	Purpose-conscious
해체기까지에	해체기까지에	Until the period of dissolution
업적에 잇서서	업적에 있어서	In terms of achievements (older spelling)
주류를 일우고	주류를 이루고	Forming the mainstream (older spelling)
엄연한	엄연한	Undeniable, clear
냉소	냉소	Cynicism, sneer
작품적 활동	작품적 활동	Literary activity, creative work
때로는	때로는	Sometimes
凌過	능가	To surpass, exceed
원칙이면서도	원칙이면서도	Although it is the principle
이 동안의	이 동안의	During this time
모집하면서	모집하면서	While collecting/recruiting
농촌진흥	농촌 진흥	Rural development
具眼者	구안자	Person with a discerning eye
현실적	현실적	Realistic
피라밑적	피라미드적	Pyramid-like
비교하여 보라	비교하여 보라	Compare (imperative)
여긔에 잇서서	여기에 있어서	In this regard (older spelling)
설령	설령	Even if, supposing that
수법	수법	Technique, method
문필	문필	Writing style
상대적으로	상대적으로	Relatively
拙劣하다	졸렬하다	Crude, clumsy, poor quality
有意義한	유의의한	Meaningful, significant
의심할 수 없는	의심할 수 없는	Undeniable, doubtless
인식할 수 잇는	인식할 수 있는	Able to perceive/recognize (older spelling)
신흥크릅	신흥 그룹	Emerging group
유일한	유일한	Only, sole
무기인	무기인	Being a weapon
신흥과학	신흥 과학	Emerging science
방법	방법	Method
절대적 우위	절대적 우위	Absolute superiority
객관적 정세	객관적 정세	Objective situation
如何를 불문햐고	여하를 불문하고	Regardless of how it is (older spelling)
역사적 법칙	역사적 법칙	Historical law
일정한 경로	일정한 경로	Fixed course/path
딸라	따라	Following (older spelling)
상향의 길	상향의 길	Upward path, path of ascent
전제로서	전제로서	As a premise
구성된	구성된	Formed, constituted
의식이 아즉도	의식이 아직도	Consciousness is still (older spelling)
퍽	퍽	Very, quite
漠然한 者	막연한 자	Vague one(s)
즐겨	즐겨	Preferentially, gladly
선택한	선택한	Selected
取材	취재	Subject matter, topic
부철저한	불철저한	Inconsistent, not thorough
빈민층	빈민층	Poor class, the poor
암담한	암담한	Gloomy, dark
묘사	묘사	Depiction, description
아니면	아니면	Or else, if not
主家	주가	Master's house, employer (in context of tenants/servants)
개인적	개인적	Personal, individual
반항이나	반항이나	Rebellion or...
복수였섯다	복수였었다	Was revenge (older past tense form)
현저한	현저한	Marked, distinct
구분할	구분할	To distinguish, differentiate
세계관	세계관	Worldview
쫓아	조차	Even (particle)
갖지 못한 수가 많엇다	갖지 못한 수가 많았다	There were many cases of not having (older spelling/grammar)
필두로	필두로	Starting with, led by
가장	가장	Most
역량을 보여준	역량을 보여준	Showed capability/capacity
出世作	출세작	Debut work, work that brought fame
방랑하게 된	방랑하게 된	Came to wander
이유와	이유와	Reason and...
상태를	상태를	State, condition
親友	친우	Close friend
알려준 편지	알려준 편지	Letter that informed
대지주	대지주	Large landowner
負債	부채	Debt
愛女	애녀	Beloved daughter
빼앗긴	빼앗긴	Having been taken away
貧農	빈농	Poor peasant
放火하고	방화하고	Committing arson and...
독긔로	도끼로	With an axe (older spelling)
斫殺하는	작살하는	Hacking to death
니약이요	이야기요	Is a story (older spelling)
모다 그러하다	모두 그러하다	Are all like that (older spelling)
극히	극히	Extremely
비참한	비참한	Miserable, wretched
견데지 못하야	견디지 못하여	Unable to endure (older spelling)
최후에 쓰는 수단	최후에 쓰는 수단	Means used as a last resort
비로소	비로소	Finally, for the first time
의식하게 된	의식하게 된	Came to be conscious of
초보적 계단	초보적 계단	Preliminary stage/step
과정하여 온 것	과정하여 온 것	Thing that has progressed through
萌芽된	맹아된	Budded, germinated
대표적인	대표적인	Representative
千篇一律로	천편일률로	Uniformly, monotonously
사회적 자각	사회적 자각	Social awareness
불철저	불철저	Lack of thoroughness
예술적 呼訴性	예술적 호소성	Artistic appeal
결여	결여	Lack, absence
뿐아니라	뿐 아니라	Not only
단순히	단순히	Simply, merely
문학적 작품들을	문학적 작품들을	Literary works
一個	일개	One, a single
선전에	선전에	In propaganda
桎梏할 뿐이라는	질곡할 뿐이라는	Only shackles/confines (桎梏: shackles)
반성과 批判	반성과 비판	Reflection and criticism
기회	기회	Opportunity
맛침내	마침내	Finally, eventually (older spelling)
활발하든 때	활발하던 때	Time when it was active (older spelling)
번성하였다	번성하였다	Flourished, prospered
역사적	역사적	Historic(al)
논쟁을 닐으킨 것	논쟁을 일으킨 것	The thing that caused the debate (older spelling)
목표로 하는	목표로 하는	Aiming at
X治主義	정치주의	Political-ism, focus on politics (X likely censored 'politics')
조직체로서	조직체로서	As an organized body
코-스를 향하야	코스를 향하여	Towards the course (older spelling)
나아가는	나아가는	Advancing, moving forward
실천적인	실천적인	Practical
제창하고도	제창하고도	Even after advocating
작가들은	작가들은	Writers
비평가들까지도	비평가들까지도	Even critics
과학적 세계관	과학적 세계관	Scientific worldview
把握	파악	Grasping, understanding
용이한 것	용이한 것	Easy thing
창작방법	창작방법	Creative method
스로-간	슬로건	Slogan
밧글 적마다	바꿀 적마다	Each time it was changed (older spelling)
발으게	바르게	Correctly (older spelling)
移植	이식	Transplant(ing)
특수성	특수성	Specificity
구명하지 못하고	구명하지 못하고	Failing to investigate/clarify
*相的인 註釋	추상적인 주석	Abstract commentary/interpretation (text has *, likely 抽)
흘럿기 때문에	흘렀기 때문에	Because it flowed (older spelling)
生硬한	생경한	Rigid, stiff, unnatural
정치이론	정치 이론	Political theory
경제학설	경제 학설	Economic doctrine
직선적	직선적	Linear
관념적으로	관념적으로	Conceptually, ideologically
도식적으로	도식적으로	Schematically
이구동성으로	이구동성으로	With one voice, identically
唯物辨證法	유물 변증법	Dialectical materialism
체득할 것인가	체득할 것인가	How to embody/master through experience
고심하엿다	고심하였다	Agonized, worried deeply (older spelling)
어느새	어느새	Before one knew it, unnoticed
圖式主義	도식주의	Schematism, formulism
깨닷고	깨닫고	Realizing (older spelling)
크릅적 번민	그룹적 번민	Group agony/anguish
논란을 거듭하여	논란을 거듭하여	Repeating controversies/debates
일보의 전진	일보의 전진	One step forward
시험코저	시험코자	Intending to test/try (older form)
조직의 일층강화	조직의 일층강화	Further strengthening of the organization
圖하엿다	도모하였다	Planned, attempted (older spelling)
