Magazine Title: 삼천리 제8권 제1호
Publication Date: 1936년 01월 01일
Article Title: 海外文學講座 愛蘭文藝復興槪觀 (Overseas Literature Lecture: An Overview of the Irish Literary Revival)
Author: 金珖燮
Article Type: 문예평론 (Literary Criticism)

Overseas Literature Lecture: An Overview of the Irish Literary Revival
						Kim Kwangsŏp (金珖燮)
Author Introduction

Mr. Kim was born in Kyŏngsŏng-gun, Hamgyŏng Pukto, and is 31 years old this year. After graduating from Kyŏngsŏng Chungdong Hakkyo, he graduated from the English Literature Department of Waseda University in Tokyo. Currently, he is a teacher at Kyŏngsŏng Chungdong Hakkyo, a member of the Theater Research Society (劇硏究會員), and has published numerous research papers on English literature.

(Continued) Around the 15th and 16th centuries in human cultural history, there was a massive spiritual movement called the "Renaissance" that spread from Italy throughout Europe. However, when we speak of the "Irish Renaissance," or "愛蘭文藝復興" (Irish Literary Revival), it does not mean that it appeared in Ireland two or three centuries later in the late 19th century. Rather, it refers to the revival of the literature and arts possessed by the ancient Celtic people, spanning from the late 19th century into the 20th century, aimed at awakening Irish national consciousness. To borrow the words of the poet of meditation, Yeats, who was central to this movement:
"I wish to regenerate the ancient arts in Ireland. The kind of art that was understood in Judea, in India, in Scandinavia, or in all the ancient nations like Rome..."
To rephrase the view of art implied here by Yeats, it can be summarized by the particularity that literature and art must seek out the ancestors of that nation, and simultaneously by the universality that it must be moving and understandable to all people.<223> What Yeats idealized and yearned for can largely be said to be what the Irish Literary Revival idealized and yearned for.

Then, what does the previously mentioned "ancient literature and arts" of the Celtic people signify? To add a slight explanation, it is necessary to examine, albeit briefly, the cultural history of Ireland.
Judging from the facts appearing in cultural history, Ireland's cultural chronology is old, far preceding that of the British Empire, having early cultural exchanges with the countries of Southern Europe. Looking at religion, already in the early 400s AD, the Irish priest Saint Patrick established Christian missionary work and educational institutions, further spreading the study of Greek classics. The Greek classics – literature, philosophy, art – which seemed almost dead throughout Europe, flourished for a time on Irish soil. Thus, the era of Hellenism, a major source of European culture, came to the island of Ireland. Literary history considers this the period of the Ancient Irish Literary Revival. However, what we commonly call the Irish Literary Revival does not refer to this ancient revival, but rather designates, so to speak, a second one that takes the ancient one as its homeland.

The reason this Irish Literary Revival, which arose in the late 19th century, is treated as significant by Irish and world literary history is that it was a passionate movement springing from the wounds of the Celtic people, and because it was the salvation of the life of the Celtic race.
Although Ireland is now an independent free state, until the Anglo-Irish Treaty was signed in London in December 1921, leading to the emergence of the Irish Free State, they had ceaselessly––continued [their struggle] against Britain. It truly spanned a long period of time. Following the ideas of democracy or the<224> liberal thought of Romanticism that arose from the end of the 18th century, or the movements in America, or the various influences born from the World War – following these great impulses, movements for self-government or the establishment of a republic were seeking some path in the shadows, sometimes legally, sometimes illegally, through several parties in Ireland. This continued into the 1920s of the 20th century. During that time, although political movements were incessant, due to political suffering and economic hardship, there was no room for culture in general to develop. Consequently, literature, forming a part of culture, could not develop alone, and at the same time, literary movements could not help but be obstructed. No, more than that, political movements were primary, and literature was not even considered an issue, or if it was, only in the role of a secondary auxiliary to politics. However, reaching the mid-19th century, the political downfall of Mr. Stewart Parnell, leader of the Irish Parliamentary Party and a heavyweight in the political world at the time, gave the impression that Ireland had lost its political leverage against Britain. Because the external pressure was so great, even fervent political struggles could not make headway, resembling a small, rapid stream blocked by a large mountain, losing its way. Thus, passion and energy turned away from political movements and flowed into the current towards literature. That is, viewing the circumstances of the era, as it was already a time overflowing with ideas of liberty and equality and the spirit of national self-reliance, the Irish people sought to find their suppressed expression, in other words, the true desire (本念) of the Celtic race, its special characteristics, in literature. Here, the literary movement, which had been subordinate to the political movement, discovered its independence regarding the path to a nation's survival. Consequently, a new consciousness towards literature, based on a literary nationalism separate from the existing political nationalism, was formed, reaching the completion of a national literature in some sense, beyond political victory. In other words, it was the literature of<225> Irish national consciousness, created through the succession of the spiritual and cultural traditions of the ancient Celtic people. Therefore, that literature was a mirror of their ancestors, and a mirror reflecting their own lives, emotions, and also the sorrows of their reality. Thus, looking into that mirror, Ireland could not forget its position and reality. Therefore, for the Irish people, literature, although perhaps not politics that directly engages with reality, is something that eternally changes the life of an individual or a nation, possessing a power greater than politics.

The spirit of the Literary Revival in this sense encouraged young Irish writers, leading to the formation of many literary organizations. In 1883, the "Irish Literary Society" was organized in London, and in 1888, the "Pan-Celtic Society" (汎켈트協會) was founded in the Irish capital, Dublin. By 1892, this had developed into the "Irish National Literary Society." Among the poets and scholars who were most representatively active in both societies, one can mention William Yeats, Dr. Douglas Hyde, James O'Grady, Stopford Brooke, Miss Alice Milligan, and others.

So, how did these two societies in London and Dublin actualize their practical roles? To make Ireland widely understood, externally, they gave lectures or engaged in translation activities. Internally, they compiled Irish history and collected legends and old tales, striving to invigorate the spirit of the Irish people, while also promoting the mother tongue movement and the prosperity of the publishing business. What came after this first stage of the movement was the Irish National Movement. I intend to write about this National Movement in more detail under a new heading, but for now, I just want to state that it is the most brilliant part of the Irish Literary Revival movement, both for the nation itself and in the history of world legislature.<226>
Now, I intend to divide what this Literary Revival contributed to the Irish people into the following few points and add brief explanations.

First, The Literary Revival of National Myths and Legends.

Myths and legends are the essential, natural inner life of the spiritual existence of the people who possess them, and also, in their pure sincerity, nothing clarifies the characteristics of a people like them. Therefore, the writers of the Revival period searched for their literary material in the myths and legends passed down from the dawn of their homeland, Ireland, earnestly hoping to find a world of eternal attachment in their homeland. The poet Yeats is the most representative poet of this.<227>

Third, Rediscovery of the Primitive Peasant.

While Yeats lit a candle and immersed himself in the world of meditation, seeking the true Irish spirit (愛蘭心) in myths and legends that arose naturally and were transmitted orally, there was also a writer who turned his quest for the Irish heart towards the pure, truly Irish primitive peasants, untouched by the diverse cultural influences of the modern era. The writer who left particularly great works in this field during the Revival period was Synge. He went to the Aran Islands (아란섬), completely separated (隔離) from modern culture and having no dealings with it, and took as material for the completion of his works as a great writer the lives and emotions of the primitive peasants living there, carrying the unexpressed heart of the Irish (愛蘭*), laughing, sorrowing, working, and living just as they were.

Fourth, Establishment of a National Drama.

The completion of the Irish Literary Revival lay in the completion of the new theater movement centered around the national theater, the Abbey Theatre (아베이座). Although this new theater movement did not possess aggressiveness in a political sense, in its essence, it intended to [illegible] against the [illegible] of the British Empire, [illegible] national [illegible], evoke Irish native sentiment, and stimulate (剌) the traditions of customs and habits. (Continued on page 222) (Continued from page 228) Therefore, this stream of the new theater movement, while having the appearance of pure artistry, indirectly had much in common with the political national movement in its prelude.
With the above, though incomplete, I intend to conclude this overview of the Irish Literary Revival (To be continued). <222>

**Summary**

This 1936 article by Kim Kwangsŏp provides an overview of the Irish Literary Revival (late 19th-early 20th century), framing it as a movement distinct from the European Renaissance but akin in its goal of reviving national culture—specifically, ancient Celtic literature and traditions. Kim emphasizes the movement's roots in Ireland's long struggle against British rule, suggesting that political frustration channeled energy into cultural nationalism. He highlights figures like Yeats (seeking inspiration in myth) and Synge (finding authentic Irishness in peasants), and notes the importance of literary societies and the establishment of a national theater (Abbey Theatre) in fostering Irish identity and consciousness, arguing literature held a power potentially exceeding politics in shaping national destiny. For historians studying colonial Korea, this article is significant as it reflects how Korean intellectuals perceived and drew parallels from other nationalist movements under colonial conditions. The focus on cultural revival (myths, language, peasant life, national theater) as a means of asserting identity and resisting assimilation mirrors similar efforts in Korea under Japanese rule, showing an awareness of literature's role in nation-building and resistance beyond direct political action.

**Named Entities**

金珖燮	김광섭	Kim Kwangsŏp
咸北鏡城郡	함북 경성군	Hamgyŏng Pukto Kyŏngsŏng-gun
京城中東學校	경성 중동학교	Kyŏngsŏng Chungdong Hakkyo
東京早大	동경 조대	Tokyo Waseda University (Tokyo Sōdai)
京城	경성	Kyŏngsŏng
劇硏究會員	극연구회원	Kŭgyŏn Kuhoe wŏn (Member of the Theater Research Society)
이태리	이태리	Italy
歐洲	구주	Europe (Guju - older term)
愛蘭	애란	Ireland (Aeran)
켈트	켈트	Celt / Celtic
예이츠	예이츠	Yeats
猶太	유태	Judea (Yutae)
인도	인도	India
스칸디나비아	스칸디나비아	Scandinavia
라마	라마	Rome (Rama - likely refers to Rome)
英帝國	영제국	British Empire (Yŏngjeguk)
聖패트리크	성 패트리크	Saint Patrick
희랍	희랍	Greece (Huirap - older term)
倫敦	윤돈	London (Yundon - older rendering)
英愛條約	영애조약	Anglo-Irish Treaty (Yŏng-Ae Joyak)
亞米利加	아미리가	America (Amiriga - older rendering)
스츄어드·파-넬	스튜어드 파넬	Stewart Parnell
더부린	더부린	Dublin
汎켈트協會	범켈트협회	Pan-Celtic Society (Pŏm Kelt Hyŏphoe)
愛蘭國民文藝協會	애란국민문예협회	Irish National Literary Society (Aeran Kungmin Munye Hyŏphoe)
다그라스·하이드	다그라스 하이드	Douglas Hyde
젬스·오래듸	젬스 오래디	James O'Grady
스톱포-드부루크	스톱포드 브루크	Stopford Brooke
애리스·미리간	애리스 미리간	Alice Milligan
싱그	싱그	Synge
아란섬(島)	아란섬	Aran Islands (Aran sŏm)
아베이座	아베이좌	Abbey Theatre (Abei-jwa)

**Glossary**

文藝復興	문예부흥	Literary revival; Renaissance
槪觀	개관	Overview; general survey
咸北	함북	Hamgyŏng Pukto (North Hamgyong Province)
早大	조대	Waseda University (Abbreviation)
英文科	영문과	Department of English Literature
許多	허다	Numerous; many (Older usage)
세기	세기	Century
隔한	격한	Separated by; after an interval of
亙한	긍한	Spanning; ranging over
가젓든 바	가졌던 바	(That which was) possessed; had (Older spelling/form of 가졌던)
再生식히고	재생시키고	To regenerate; revive (Slightly older form)
猶太	유태	Judea (Older term)
了解된	요해된	Understood; comprehended (Slightly formal/older term for 이해된)
내포된	내포된	Implied; contained within
祖先	조선	Ancestors
차저야	찾아야	Must find; must seek (Older spelling of 찾아야)
보편성	보편성	Universality
憧憬하는 바	동경하는 바	What is yearned for; longed for
임이	이미	Already (Older spelling of 이미)
연혁	연혁	History; development
약소한	약소한	Meager; small; humble
上代	상대	Ancient times; earlier period
올러가서	올라가서	Going up to; ascending to (Older spelling of 올라가서)
일즉	일찍	Early (Older spelling of 일찍)
諸國	제국	Various countries
포교	포교	Missionary work; proselytizing
널폇다	넓혔다	Widened; expanded (Older spelling of 넓혔다)
亙하야	긍하여	Throughout; spanning (Older form of 긍하여)
開花하엿다	개화하였다	Blossomed; flourished (Older spelling/form)
恒用	항용	Commonly used; usual
지칭함이다	지칭함이다	It refers to; designates (Slightly older grammatical ending)
소슨	솟은	Sprung from; surged up (Older spelling of 솟은)
救助	구조	Rescue; salvation
체결되야	체결되어	Be concluded; signed (Older spelling/form of 체결되어)
끈칠사이 업시	끊일 사이 없이	Without interruption; ceaselessly (Older spelling/form of 끊임없이)
亙하엿다	긍하였다	Spanned; extended over (Older spelling/form)
말엽	말엽	End period; latter part
움지김	움직임	Movement; activity (Older spelling of 움직임)
나흔	낳은	Born from; produced (Older spelling of 낳은)
亙하야	긍하여	Throughout; spanning
數個	수개	Several
不絶히	부절히	Incessantly; continuously
말미아마	말미암아	Due to; because of (Older spelling/form of 말미암아)
阻止되지	저지되지	Be obstructed; hindered
一翼的	일익적	Auxiliary; secondary; playing a supporting role
重鎭	중진	Heavyweight; influential figure
실각	실각	Downfall; losing one's position
상실갓치	상실같이	Like a loss (Older spelling of 상실같이)
沸騰된	비등된	Boiling; fervent
手足	수족	Hands and feet; limbs (metaphorically, ability to act)
일허버림과	잃어버림과	Like losing (Older spelling of 잃어버림과)
恰似하엿다	흡사하였다	Resembled closely; was just like (Older spelling/form)
전향하야	전향하여	Turning towards; changing direction to
조류로	조류로	Into the current
넘친	넘친	Overflowing
억제된	억제된	Suppressed; restrained
本念	본념	True desire; fundamental wish
차즈려	찾으려	Trying to find (Older spelling of 찾으려)
독자성	독자성	Independence; uniqueness; originality
在來의	재래의	Conventional; existing
입각된	입각된	Based on; founded upon
정신적	정신적	Spiritual; mental
계승	계승	Succession; inheritance
反射된	반사된	Reflected
이즐 수가	잊을 수가	Cannot forget (Older spelling of 잊을 수가)
갓춘 者이다	갖춘 자이다	Is one that possesses (Older spelling/form of 갖춘 자이다)
氣運	기운	Spirit; tendency; atmosphere
激勵하야	격려하여	Encouraging (Older spelling/form)
組織體	조직체	Organization; organized body
俱樂部	구락부	Club (Older transliteration/term)
創設되야	창설되어	Be founded; established (Older spelling/form)
役割	역할	Role; part
엇더케	어떻게	How (Older spelling of 어떻게)
具體化하엿는가	구체화하였는가	Actualized; embodied; materialized (Older spelling/form)
爲하야	위하여	For the sake of; in order to (Older spelling/form)
對外的으로	대외적으로	Externally; towards the outside
惑은	혹은	Or (Older spelling/form)
飜譯	번역	Translation
對內的으로	대내적으로	Internally; towards the inside
編纂하고	편찬하고	Compile
蒐集하야	수집하여	Collecting (Older spelling/form)
振作식히는	진작시키는	Invigorating; stimulating
母語	모어	Mother tongue
旺盛	왕성	Prosperity; flourishing
圖謀하엿다	도모하였다	Planned; aimed for (Older spelling/form)
仔細히	자세히	In detail
爲先	위선	For now; firstly
寄興바를	기여한 바를	What was contributed (Older spelling/form of 기여한 바를)
몃	몇	Few; several (Older spelling of 몇)
난호어	나누어	Dividing (Older spelling of 나누어)
加하려한다	가하려한다	Intend to add
神語傳說	신화전설	Myths and legends (Slightly older term, combining 神話 and 傳說)
闡明하는	천명하는	Clarifying; elucidating
太初	태초	Beginning; dawn of time
探索하야	탐색하여	Exploring; searching for (Older spelling/form)
翹望하엿고	교망하였고	Earnestly hoped for; eagerly awaited (Older spelling/form)
燭불	촛불	Candlelight (Older spelling of 촛불)
밋치지	미치지	Not reaching; not affecting (Older spelling of 미치지)
*離되야	격리되어	Being isolated; separated (Older form; * likely represents 隔)
何等	하등	Any kind of; whatsoever
交涉	교섭	Dealings; relations; interaction
뭇겨서	묶여서	Being bound; tied up (Possibly metaphoric for 'suppressed' or 'hidden') (Older spelling of 묶여서)
진이고	지니고	Carrying; possessing (Older spelling of 지니고)
슬퍼하고	슬퍼하고	Sorrowing; being sad
살어가는	살아가는	Living (Older spelling of 살아가는)
삼엇다	삼았다	Took as; regarded as (Older spelling of 삼았다)
樹立	수립	Establishment
X當	[illegible]당	[illegible] party/faction
X義하	[illegible]의하	[illegible]
X性	[illegible]성	[illegible] nature/property
喚X	환[illegible]	Evoke [illegible] (喚 is evoke/call)
剌戟함으로써	자극함으로써	By stimulating (刺戟 is stimulation)
意圖하였다	의도하였다	Intended; aimed
前調로	전조로	As a prelude; in concert with
불비 하나마	불비하나마	Although incomplete/inadequate


---------------------------


잡지명	삼천리 제8권 제1호
발행일	1936년 01월 01일
기사제목	海外文學講座 愛蘭文藝復興槪觀
필자	金珖燮
기사형태	문예평론

海外文學講座 愛蘭文藝復興槪觀
						金珖燮
筆者紹介

