Magazine Title: 삼천리 제9권 제5호
Publication Date: 1937년 10월 01일
Article Title: 張德秀씨 박사 논문, 「産業平和의 英國的 方法」과 그 學問的 價値(2) (Mr. Chang Tŏksu's Doctoral Dissertation, "The British Method of Industrial Peace," and Its Academic Value (2))
Author: 印貞植 (In Chŏngsik)
Article Type: 논설 (Editorial/Critique)

Mr. Chang Tŏksu's Doctoral Dissertation, "The British Method of Industrial Peace," and Its Academic Value
						In Chŏngsik

Main Contents of Chapter 1 and Mr. Chang's Methodology (Continued)

(1)
The main theme of Section 2 is the consideration of syndicalism (組合主義) and industrial democracy (産業民主主義). Mr. Chang's discourse unfolds on the most crucial issues, such as the historical mission of labor unions, labor disputes, and the function of the state in these disputes, demanding special attention.

First, let's hear Mr. Chang's views on the historical mission of labor unions or syndicalism.

"The Industrial Revolution, which directed the entire world toward a new direction of civilization, presented various characteristics unprecedented in the long history of the British people. It was not something planned in advance by anyone. With narrow human intellect, it was impossible to foresee its future course, nor could the various social evils likely to arise from it be prevented beforehand. Faced with the grave social or political dangers resulting from the great industrial transformation brought about by this revolution, the only practical way the given nation could take was through expedient methods as each situation arose and each test proved effective. Thus, from the long process of gradual remediation over the past century and a half, two fundamental institutions emerged, which are indeed the two goals of the British system of industrial peace: the system of social security and the complete legal recognition (公認) of labor unions. These two are the crucial factors that allow the various institutions directly tasked with regulating industrial disputes in this British approach to operate smoothly and effectively."

Mr. Chang's statement, in short, can be summarized as "As a result of the Industrial Revolution, industrial strife arose, and from this, labor unions inevitably became legalized." Translating this again into the language of us scientific scholars, it means "As capitalism evolves, the confrontation between labor and capital intensifies, and simultaneously, employers are forced to concede to workers, eventually having no choice but to recognize their right to organize to some extent."

However, the question we have here is why Mr. Chang's voice (聲帶) was particularly strained for the preface stating, "The Industrial Revolution, which directed the entire world toward a new direction of civilization, presented various characteristics unprecedented in the long history of the British people."

Why is this a uniquely British characteristic? Why does Mr. Chang particularly overuse the adjective "British" for such a fact, which is a general law of capitalism and has already become common sense even for village peasants, as long as they think about things purely?

Here too, the secret of Mr. Chang's "ideology" (이데올로기-) is at work, which attracts our interest. Is this Mr. Chang's complete confession of ignorance about capitalism itself, or is it a conscious avoidance of discussing it? Or did Mr. Chang's 'esprit' (에스푸리), utterly fascinated by British democracy, make him forget even the rudimentary knowledge of capitalism? Or did he misread the dictionary regarding the meaning of the phrase "unprecedented characteristics"? Or is it a tragedy where Mr. Chang's pressing obligation towards the "British characteristics" collided with his ignorance? Whatever it may be, there must be a definite reason. We are not content today merely to know that certain laws are operating in the social scenes of various nations throughout modern capitalist history. Nor do we deny the national characteristics of each people in the form of this labor-capital confrontation. Therefore, we also acknowledge the "British characteristics" that Mr. Chang emphasizes.

However, pardon the expression, poor Mr. Chang was completely colorblind regarding the British characteristics of the history of labor-capital confrontation that he so cherishes.

As long as the disease of "idealism" (親念論) in his mind continuously secretes the toxic substance called the unique national character of the British people, he cannot escape being colorblind.

Then, what should explain the British characteristics? Generally, it must be the long history of the development of British workers, and specifically, Britain, befitting its status as the homeland of capitalism, most thoroughly and successfully swept away (掃淸) all feudal relations, while simultaneously annexing (倂呑) one-fifth of the world to build vast colonies and XXX [text obscured or missing].

The British "employer" (雇主) rules his domain without any feudal allies. They have freely engaged in business and made money without any political, economic, or ideological constraints. Britain could become the world's factory and central bank. Vast resources of slaves, raw materials, and markets spanning Asia (亞細亞), Africa (亞弗利加), and America (亞米利加) seemed to exist solely for the British gentlemen. This situation allowed British employers to acquire enormous excess profits for their "pockets" without having to overly mistreat their "employees" (使用人) to the point of provoking stubborn (頑强) challenges.

Here, on the one hand, the core forces of the labor aristocracy were formed, while on the other hand, whenever faced (逢着) with persistent struggles by workers locally, employers conceded (讓步) step by step, until finally, after a long period of antagonism (拮抗), recognizing the workers' right to organize became beneficial for the employers, as the power (威力) of British workers grew over time. However, regarding this historical process, our Mr. Chang, the idealist (관념론자) and excessive admirer of British-style democracy, knows nothing.

Furthermore, as seen above, Mr. Chang tragically lamented that since the Industrial Revolution was not carried out according to a plan devised by human intellect, various unforeseen social evils could not be avoided in its development process.<12> However, the more crucial academic (學究的) task lies not in phenomenally affirming and lamenting this lack of planning (無計劃性), but in exploring and tracing the historical conditions and social factors that determine this lack of planning in its essential process of necessity (必然). But regarding this essential issue, Mr. Chang remained silent. When the logic reached this point, if Mr. Chang had not poetically lamented life but, following the example of a scientific scholar, had advanced towards an essential inquiry (探究) into this fact, his reason might surely have grasped the key to understanding the unorganized nature (無組織性) of modern civil society, along with the magical nature (魔術性) of commodities as the basic condition determining this lack of organization, and consequently, he might have become an understander of the entire secret of today's social system.

However, Mr. Chang's vulgar academic (俗學的) attitude, always content with merely listing phenomena, showed no change in this regard either.

(2)
After defining the historical role of the Industrial Revolution and the social mission of "trade unionism" (트레-드, 유니오리즘) in this manner, Mr. Chang's thesis continued as follows:

"There is no need to examine the long growth process of British syndicalism in any further detail! -(quoter)- However, the most prominent points must be enumerated. Why? Because the entire effectiveness of the British system of conciliation and arbitration depends on the organizational capacity of employers and workers.

In the old days (옛날), industry was treated as a duty to the state. Consequently, labor, both in terms of wages and freedom of movement, was strictly regulated. This was the inevitable result of the then widely prevalent theory that individual actions should be controlled not by private interests (私的 利害) but by the 'social demands' (社會的 要求) of the unified community, represented by the governing power of the time. However, as the market expanded and industrial processes diversified, and the nation grew up (국민이 장성하여 가게 될 때), such narrow regulatory policies emanating from the small core of the ruling class could not be maintained. A reaction began under the theory of laissez-faire (自由放任主義), with Adam Smith (아담·스미스) as its main theoretical 'champion' (참피온). From now on, everyone was recognized as being able to rise freely towards heaven. However, the reality of the Industrial Revolution led factory and mine workers into virtual slavery. Their only chance to gain even the slightest benefit from their employers lay solely in their numbers and cooperative action, but this conflicted with state policy expressed in law. Why? Because prohibiting combinations among workers had merely been accessory to the state's general industrial and commercial policy since the time of Edward III (에드와드 3세), but under the Combination Act of 1800 (1800년 團結法), it became an overt general law." (Emphasis by the author, hereafter the same - original text. Emphasis indicated by underlining. National Institute of Korean History)

Firstly, we simply cannot understand the conceptual content of phrases like "the old days" (옛날) or "the nation grew up" (국민이 장성하였다). If the nation grew up, which part of the nation grew up and how? And what era does "the old days" refer to anyway? From the perspective of today's civil society, the era of slave society also belongs to the "old days," and the eras of primitive society and feudal society also fall within the scope of these "old days." Substituting such common everyday terms for the essential distinctions between successive stages of human historical development is undoubtedly a cliché used by vulgar economists (俗流 경제학자들), as we well know, but it is quite far removed from the attitude of science, which demands precision.

Speaking of which, we must not forget that phrases Mr. Chang always favors in this laborious work, such as industrial peace (産業平和) and social justice (社會正義), are absurd terms completely empty of content that cannot possibly be established as categories of social science.

Like an eel slipping through an impossible situation, pulling out such contentless terms one by one whenever the problem reaches its most difficult point and deftly slipping away is generally the shallow deceptive tactic of vulgar scholars (俗流 學者들), but one must know that such tactics are absolutely not concealed before the light of historical science.

Also, according to Mr. Chang, the ultimate reason why industry was completely controlled by the state in the "old days" lies not in the economic relations of the relevant era, but in the inevitable result of a certain theory that was already widely spread at the time.

Here too, we can clearly discern Mr. Chang's idealistic attitude, namely the vulgar academic (俗學的) method of explaining given social relations not by material economic relations but by human thought and the theories resulting from this thought.

For such an idealistic method to be established as a scientific attitude, it must further prove the ultimate cause of the given ideas or theories.

However, when seeking the ultimate cause of a given idea within the idea itself, human intellect ultimately falls into nonsensical tautology. Herein lies the impotence and powerlessness (無態無力) of the idealistic method, but to remedy this impotence and powerlessness, they will always drag down the omnipotent "God" (하느님).

However, "God" as the beginning of the universe is merely an impotent and powerless ordinary being (凡夫) before the scientist, which is all they have ever proven.

(3)
Continuing from the above quotation, Mr. Chang extremely superficially listed the long process of development until the existence of labor unions gradually gained legal recognition, and finally, referring to the Trade Union Act (勞働組合法) enacted in 1930 [Note: The author likely means the Trade Disputes and Trade Unions Act 1927, or perhaps refers generally to legislation solidifying union rights by that period, though the specific reference to 1930 might be inaccurate or confused with other legislation like the Coal Mines Act 1930], he pointed out that this legislation

"furthermore, aimed at enabling labor unions to carry out political activities for the interests of the working class, even granting them the right to establish political funds based on the majority vote of their union members" (p.19 - original text)

and then entered a passage of high praise for British "trade unionism" (트레-드. 유니오니즘).

"Thus, British labor unions finally gained legal recognition as a firm institution of that country. They became able to freely own property and also to aid (幇助) industrial or political struggles... In labor disputes, employers and workers can each declare lockouts or strikes according to their will...... This policy of openly recognizing the cooperative actions of employers and workers, along with the strict prohibition (嚴禁) of violence or intimidation, has brought about significant results. These results are particularly evident as British syndicalism, through civilizing influences such as organizational discipline and education among workers, gains ever-increasing importance in industry" (p.20 - original text), thus concluding Section 2.

In essence, this "freedom of will" (意思의 自由) where factory owners can lock out according to their will, and "workmen" (워크멘) can declare strikes according to their will, is not, as Mr. Chang says, a British characteristic, but must be a principle of all civil democracy. However, can this kind of freedom granted to "workmen"—that is, the freedom to strike—truly be a factor that enhances their happiness? We must not forget that behind this freedom to strike lies the freedom mercilessly mocked by the hungry ghosts (餓鬼) forcing it—the freedom of starvation and the freedom of displacement.

This freedom created by modern civil society, if we examine the facts, does not turn out to be such a welcome freedom for them (Continued on page 18)<13> (Continued from page 13) at all.

Here too, we can clearly discern how empty in content and how deceptively illusory political freedom based on economic division is.

Furthermore, even for such tragically content-laden freedom, the British "workmen" had to endure a long struggle spanning (互하다) centuries and countless sacrifices accompanying (伴隨) this process to acquire this rudimentary right. However, our Mr. Chang, throughout his entire laborious work, does not mention (論及) a single word about this point. While pointing out the fact that individual laws were enacted, Mr. Chang consistently closes his eyes to the historical waves and social movements (움지김) operating behind these laws. (Continued) <18>

**Summary**

In this critique, In Chŏngsik analyzes the second part of Chang Tŏksu's PhD thesis concerning British labor unions and industrial democracy. In Chŏngsik argues from a Marxist perspective, criticizing Chang's idealistic approach which attributes historical developments like union recognition to evolving ideas or unique "British characteristics" rather than the material conditions of capitalism and class struggle. He accuses Chang of ignorance or deliberate avoidance of capitalism's inherent contradictions, the role of imperialism in enabling British employers to make concessions, and the long, costly struggles workers undertook to gain rights like striking, which In dismisses as a mere "freedom of starvation." The critique highlights Chang's alleged superficiality, reliance on vague terms like "social justice," and failure to analyze the underlying socio-economic forces.

For historians, this article is interesting as it showcases a sharp ideological debate within colonial Korean intellectual circles in the late 1930s. In Chŏngsik's explicit Marxist critique (referencing scientific methodology, capitalism's evolution, labor-capital conflict, materialism vs. idealism, critique of bourgeois democracy) contrasts with Chang Tŏksu's apparently more liberal or social-democratic interpretation focused on British institutions. It reflects the penetration of Marxist thought among Korean intellectuals and their engagement with Western social and political theories, albeit through a critical, class-based lens, even under Japanese colonial rule.

**Named Entities**

張德秀	장덕수	Chang Tŏksu
印貞植	인정식	In Chŏngsik
英國	영국	Britain/British
亞細亞	아세아	Asia
亞弗利加	아불리가	Africa
亞米利加	아미리가	America
아담·스미스	아담 스미스	Adam Smith
에드와드 3세	에드워드 3세	Edward III

**Glossary**

組合主義	조합주의	Syndicalism; trade unionism
勞働爭議	노동쟁의	Labor dispute
所論	소론	Discourse; argument; opinion
留目	유목	Attention; notice (lit. staying eye)
狹溢	협일	Narrow (archaic or potentially typo for 狹隘 - 협애)
齋來	재래	Bring about; cause (less common than 초래하다)
紛紏	분규	Dispute; entanglement; trouble
公認	공인	Official recognition; legalization
勞資	노자	Labor and capital; employers and employees
激成	격성	Intensification; aggravation
雇主	고주	Employer
聲帶	성대	Vocal cords (used metaphorically for 'voice' or 'tone')
序言	서언	Preface; introduction
濫用	남용	Abuse; misuse; overuse
움지기고	움직이고	Moving; stirring (older spelling)
끄으는	끄는	Attracting; drawing (older spelling)
親念論	친념론	Idealism (likely intended as 관념론, potentially influenced by Japanese 親 'oya' implying origin/parent?)
健忘	건망	Forgetfulness; amnesia
掃淸	소청	Sweep away; clear out
倂呑	병탄	Annexation; swallowing up
使用人	사용인	Employee; servant
虐待	학대	Abuse; mistreatment
頑强	완강	Stubborn; persistent; tenacious
逢着	봉착	Encounter; be faced with
讓步	양보	Concession; yielding
拮抗	길항	Antagonism; rivalry
威力	위력	Power; might; influence
관념론자	관념론자	Idealist
學究的	학구적	Academic; scholarly; pedantic
無計劃性	무계획성	Lack of planning; unplanned nature
必然	필연	Necessity; inevitability
探究	탐구	Inquiry; investigation; exploration
追跡	추적	Tracing; pursuit
無組織性	무조직성	Lack of organization; unorganized nature
魔術性	마술성	Magical nature; magical quality
俗學的	속학적	Vulgar learning; popular scholarship (used pejoratively); unscholarly
體系	체계	System; structure
옛날	옛날	Old days; ancient times
장성하다	장성하다	Grow up; mature
放任主義	방임주의	Laissez-faire-ism
참피온	챔피언	Champion (loanword transcription)
團結法	단결법	Combination Act/Law
傍點	방점	Side dots for emphasis (in old Korean texts)
倣此	방차	Hereafter the same; ditto (classical Chinese annotation)
俗流	속류	Vulgar trend; common run (used pejoratively)
勞作	노작	Laborious work; great effort; magnum opus
術語	술어	Terminology; technical term
陰蔽	음폐	Concealment; hiding
當該	당해	Relevant; concerned; said
觀念的	관념적	Idealistic; conceptual
所與	소여	Given (conditions, facts, etc.)
無態無力	무태무력	Impotent and powerless (archaic/literary)
凡夫	범부	Ordinary person; common mortal
皮相的	피상적	Superficial; shallow
勞働組合法	노동조합법	Trade Union Act
幇助	방조	Aid; assist; abet
嚴禁	엄금	Strict prohibition
自來	자래	Bring about; cause (less common than 초래하다)
意思	의사	Intention; will
餓鬼	아귀	Hungry ghost (from Buddhism); demon
互하다	호하다	Span; range over (time, space) (less common)
伴隨	반수	Accompany; go along with
論及	논급	Mention; reference; touching upon
終始一貫	종시일관	Consistently; from beginning to end
움지김	움직임	Movement; activity (older spelling)


---------------------------


잡지명	삼천리 제9권 제5호
발행일	1937년 10월 01일
기사제목	張德秀씨 박사 논문, 「産業平和의 英國的 方法」과 그 學問的 價値(2)
필자	印貞植
기사형태	논설

張德秀씨 박사 논문, 「産業平和의 英國的 方法」과 그 學問的 價値
						印貞植
第1章의 主要內容과 氏의 方法論(繼續)
(1)
第2節에서는 組合主義와 産業民主主義의 考察이 主題가 되여있다. 노동조합의 역사적 사명, 勞働爭議와 또 이 爭議에 있어서의 국가의 기능 등 가장 중요한 諸 문제에 대한 氏의 所論이 전개되여 있어서 각별한 留目의 要請을 가진다.
먼저 노동조합 또는 조합주의의 역사적 사명에 관한 氏의 소견을 들어보기로 하자.
『전 세계를 들어 새로운 문명의 방향에로 나아가게 한 産業革命은 英國 국민의 長久한 역사에 있어서 類例가 없는 諸 特色을 제시하였다. 그것은 누가 미리 계획하였든 것은 아니다. 狹溢한 人間 智力으로서는 그 장래의 途程을 예견할 수도 없었든 것이며 또 그로부터 야기될 가능성을 가진 가지가지의 사회적 害惡을 미리부터 방비할 수도 없엇든 것이다. 이 혁명이 齋來한 산업 상의 大轉換으로부터 결과하는 사회적인 또는 정치적인 중대한 諸 위험에 직면하게 되였을 때 所與의 국민이 취할 수 있는 유일의 실제적인 방도는 各個斗事態가 발생되고 개개의 시험이 효과를 나타냄에 따라 應變的인 방법에 의하는 수밖에 없엇다. 이리하야 지나간 1世紀 半 동안의 長久한 漸次的 救治의 과정으로부터 兩個의 기본적인 제도가 출현케 되였는데 이는 실로 산업 평화의 英國的 체제의 두 개의 목표가 되는 것으로 사회보장의 체계와 勞働組合의 완전한 公認이 곧 그것이다. 이 두 가지는 이 英國的 태도에 있어서 산업 상의 諸 紛紏을 규정할 직접 임무를 가진 각종의 기관으로 하여금 平滑하게 또 효과적으로 활동하게 하는 중요한 요인이 되는 것이다.』
張氏의 이 말은 결국 간단하게 말한다면 『産業革命의 결과로 산업 상의 紛擾가 일어나고 이에서 勞働組各이 필연적으로 합법화된다』는 말로 요약할 수가 있다. 이 말을 다시 우리들 科學的 學徒의 언어로 번역한다면 『資本主義의 진화에 따라서 勞資의 대립이 激成되는 동시에 雇主는 노동자에게 양보하지 않을 수 없어서 마츰내는 그 단결권을 어느 정도까지 승인하지 않을 수 없게 된다』는 것이다.
그런데 여기서 우리가 의문을 가지는 것은 이러한 말을 하는 張氏의 聲帶는 엇지하야
『세계를 들어서 새로운 문명의 방향에로 나아가게 한 産業革命은 英國 국민의 장구한 역사에 있어서 유례가 없는 諸 특색을 부여하였다』라는 序言을 위하야 각별히 緊張되였든가 말이다.
이것이 무었때문에 英國的인 유례가 없는 諸 특색이냐 말이다. 資本主義의 일반적인 한 개의 법칙이며 오늘은 村夫村婦에게 있어서도 그가 사물을 다만 순진하게만 생각하는 者인 限에서 이미 상식화되여 있는 이려한 사실을 위하야 張氏가 특히 『英國的』이란 형용사를 濫用하는 이유가 어데 있느냐 말이다.
여기에서도 장씨의 『이데올로기-』의 비밀이 움지기고 있다는 점에서 이것은 우리들의 흥미을 끄으는 것이 있다. 이것은 資本主義 그 자체에 대한 張氏의 완전한 無智의 고백이던가 혹은 그 자체에 대한 이야기를 함을 의식적으로 회피하는 것이던가 혹은 英國의 民主主義에 대해서 여지없이 현혹된 張氏의 『에스푸리』가 그 資本主義에 대한 초보적 지식까지도 健忘케 한 것이던가. 혹은 『유례없는 특색』이란 언어의 의미에 대해서 사전을 잘못 뒤저거린 것이던가 혹은 『英國的 특색』에 대한 張氏의 절박한 의무가 그 무지와 충돌한 한 개의 비극이던가. 그 어느 것이던지 일정한 이유가 있지 않으면 않될 것이다. 우리는 오날 資本主義的 근세사를 통해서 그곳에 일정한 법칙이 諸 國民의 사회적 **의 場面에서 음지기고 있다는 점을 아는데만 만족하려는 자는 아니다. 이 勞資 대립의 형태에 있어서 각 국민의 국민적 특색을 부정하려는 자도 아니다. 따라서 張氏가 역설하는 英國的인 특색이란 것도 우리는 承認하는 자이다.
그러나 장씨는 실례의 말슴이지만 可憐(poor)한 張氏는 그가 그러틋 애호하는 勞資 對立史의 英國的 특색에 대해서 완전한 色盲이였다.
그의 腦裏에서 『親念論』의 疾病이 英國 국민의 독특한 국민성이라는 毒한 分泌物을 부단히 分泌하고 있는 한 그는 아무래도 色盲을 면치 못할 것이다.
그려면 영국적 특색이란 것은 원래 무었으로 설명되여야 할 것인가. 일반적으로 英國 勞働者의 장구한 발전의 역사와 特殊的으로는 英國이 資本主義의 祖國답게 一切의 봉건적 諸 關係를 가장 철저하게, 또 성공적으로 掃淸하는 동시에 전 세계의 5분지1을 倂呑하야 광대한 植民地와 XXX을 건설한데 있지 않으면 안 된다.
英國의 『雇主』는 아무런 봉건적 동맹자도 없이 자기의 천하를 지배하고 있다. 그들은 정치적, 경제적, 관념적으로 아무려한 拘碍가 없이 자유롭게 장사해서 돈을 벌어 온 것이다. 英國은 세계의 공장이요, 中央銀行이 될 수가 있었다. 亞細亞, 亞弗利加, 亞米利加 등 거의 全 地球를 걸처서 광대한 노예와 원료와 시장이 실로 英國의 紳士들을 위해서만 존재하는 것 같다. 이 사정은 英國의 雇主들로 하여금 그의 『使用人』을 너무 虐待하야 頑强하게 挑戰케하지 않게 하고도 그들의 『포케트』를 위해서는 막대한 초과 이윤을 획득할 수가 있게 한 것이다.
여기에서 一方으로는 勞働貴族의 中心部隊가 조성되는 동시에 다시 지방으로는 노동자의 執拗한 爭鬪에 逢着될 적마다 一步 一步 讓步하야 마츰내는 장구한 拮抗 後에 그 단결권을 승인해 주는 것이 雇主들의 이익이 될 만큼 英國 노동자의 威力은 세월에 따라서 성장한 것이다. 그려나 이려한 역사 과정에 관해서는 관념론자 英國式 民主主義의 過度의 崇拜者인 우리 張氏는 아무 것도 몰은다.
또 氏는 우에서 본 바와 같이 産業革命이란 것이 人間 智力의 考案에 따라 계획적으로 수행된 것이 아닌 만큼 그 발전 과정에 있어서도＜12＞ 여러 가지 예기치 않었든 사회적 해악을 면할 수가 없엇다는 것을 비장하게 개탄하였다. 그러나 그보담 緊要한 學究的인 임무는 産業革命의 이 無計劃性을 현상적으로 긍정하고 개탄하는데 있는 것이 아니라 이 無計劃性을 규정하는 역사적인 諸 條件과 사회적인 諸 要因을 그의 본질적인 必然 過程에 있어서 탐구하고 추적하는데 있지 않으면 않된다. 그러나 이 본질적 문제에 관해서는 氏는 또한 침묵으로 일관하였다. 논리가  여기까지 도달되였을 때 萬一 氏가 詩人的으로 인생을 개탄하지 말고 科學徒를 본받어서 이 사실에 대한 본질적인  탐구에로 前進하였드라면 氏의 이성은 반드시 近世 市民 社會의 無組織性과 아울러 이 無組織性을 규정하는 기본 조건으로서의 상품의 魔術性과 따라서 시민사회 그 자체를 이해하는 관건을 파악할 수가 있었을 것이며 동시에 금일의 사회 체계에 대한 全 秘密의 이해자가 될 수 있었을는지도 몰은다.
그러나 언제든지 현상 나열에만 만족하려는 氏의 俗學的인 태도는 이 점에서도 아모 변화가 없었다.

(2)
産業革命의 역사적 역할과 『트레-드, 유니오리즘』의 사회적 사명 등을 이와 같이 규정하고 난 후 氏의 논문은 다시 아래와 같이 계속되였다.
『英國的 組合主義의 장구한 성장 과정을 이 이상 더 상세하게 ! -(인용자)-고찰할 필요는 없다. 그러나 가장 현저한 점만은 열거되지 않으면 안될 것이다. 웨 그러냐 하면 조정과 중재의 英國的 體系의 全 효력은 雇主와 勞働者의 조직 능력에 의존하고 있기 때문이다.
