Magazine Title	삼천리 제7권 제5호
Publication Date	1935년 06월 01일
Article Title	西道美人과 嶺南美人 (Sŏdo Beauty and Yŏngnam Beauty)
Author	尹白南
Article Type	문예기타 (Miscellaneous Literary Arts)

西道美人과 嶺南美人
						尹白南

Really, where are the beauties?
Where is the land of beauties?
Is it P'yŏngyang?
Is it Chinju?
I always ponder such thoughts and picture Yŏngnam beauties and Sŏdo beauties before my eyes.
Moreover, my feet travel more widely than others; through popular lectures (野談) and literary talks, there are few places in the whole land of Korea (三千里) where my footsteps haven't reached, which makes me think about this question all the more seriously.

To see beauties in Seoul, one inevitably has to seek out the kisaeng who come to banquet halls like Myŏngwŏlgwan or Sikto'wŏn. It's not that there are no Yang Kwei-fei level ladies among the respectable married women (閨中夫人) of good families, prettier than flowers or the moon,<170> but it's difficult for us to meet such people.
Also, if one visits the classrooms or dormitories of various girls' schools in Seoul where many young maidens, including those from certain girls' schools known for their stylishness, gather, it's not that one wouldn't find noble and fresh beauties like a single wild chrysanthemum (들菊花) blooming secretly in a deep mountain valley, but only girls' school teachers might have such opportunities; for us, it's unthinkable even in dreams. That's why one naturally ends up evaluating (品騰) kisaeng. But looking at it this way, among kisaeng, the famous ones (名妓) are not natives of Seoul or the Kiho region, but generally...?
Where are you from?
If asked,
"I'm from P'yŏngyang."
"I'm from Chinju. Kyŏngsang Province's Chinju, when will you come see me, teacher?"
These are the only answers.

Was it last summer? When the green, green bamboo groves stood in every town and village across the Samnam region, swaying naturally in the May and June breeze, creating a refreshing feeling, I received an invitation from some group and visited Yŏngnam's Chinju, and I was surprised that it was, just as I had heard, a region famed for beautiful women (色鄕).
As it happened to be summer, I was resting my tired legs in the main hall (大廳) of the inn, fanning away sweat with a T'aegŭksŏn fan, when the beautiful sound of a kŏmun'go (거문고) playing 'jingdungdaengdung' echoed from somewhere.
I got up and took a step or two towards the source of the sound. Then I stopped abruptly in surprise. The kŏmun'go sound wasn't coming from the servants' quarters, nor from the room of the guest next door, but indeed from the inner room (內房) where a young lady of the house resided.
Later, hearing the owner's explanation, he said it was his own daughter, who had graduated from school this spring and was not yet married, plucking the strings out of boredom (심심 破寂).
The father's attitude as he said this was nonchalant, as if it were a perfectly normal occurrence, and his daughter's artistic refinement (風流) was such that she didn't shy away or put away her instrument just because some guest from Seoul had arrived.
Everyone enjoys artistic refinement like this. They understand artistic refinement—The next day, drawn by the curiosity to see the maiden who played the kŏmun'go the night before, I finally saw the long-braided girl going outside, perhaps heading to church with her book bundle (冊褓), and I was startled.
At the fineness of her skin, her sharply defined nose, her sparkling eyes, her white teeth, and how beautiful her entire being was.

The next day, accompanied by a Chinju friend, I toured the city streets and eventually went as far as Ch'oksŏngnu Pavilion, famous for Non'gae, and how could there be so many lovely ladies on every street? "City of Beauties"
If such a phrase could be permitted, Chinju deserves this glorious name.
With so many beauties, it seems many kisaeng and many performers (광대) are also born here.<171>

Not just Chinju, but afterwards, I looked around Miryang, Masan, Taegu, and everywhere else, and the women there were certainly beautiful enough to catch men's eyes.
Accustomed to seeing Kyŏnggi women, when we look at Yŏngnam women with those eyes, we are struck by their beauty, enough to make our spirits jolt awake. Kyŏnggi women are short, aren't they? Their bones and flesh are not harmoniously proportioned, are they? It's just that through forced effort, they apply powder well, put on rouge, and style themselves like fashionable dressers (オシヤレモノ), so their demeanor is refined (though only in terms of posture), but if you remove the splendid clothes, powder, and rouge, what is left? However, women from the Yŏngnam region don't apply much powder, yet their complexion isn't too coarse; they are tall, their eyes are bright and clear (억실억실하고), the bridge of their nose is prominent, their teeth are white, possessing a natural beauty.

I haven't yet been to Chŏlla Province's Namwŏn, where Ch'unhyang is said to have been born, but I've heard Namwŏn also has fine sights—I went a bit further, even to cities near the Dadohae archipelago like Haenam, and they all had good physiques, style, and good faces. Kyŏngsang and Chŏlla, these two provinces are certainly the cradle zone of Venus (비-너스의 搖藍地帶).

However, while Kyŏngsang Province women are beauties, they have a slight shortcoming: their waists are long. Kyŏngsang Province women have long waists.
A beauty should have long legs, not a long waist; having a long waist is grounds for disqualification. But unfortunately, God forgot to make the legs of Kyŏngsang Province maidens long and instead made their waists unattractively long.
What a pity.
Isn't there some way?
If only girls' schools made them do exercises every day to shorten the waist and lengthen the legs!
There is another mistake by God.
The complexion of Kyŏngsang Province women has an iron color (鐵色). At first glance, it gives a blunt impression.
This is also a pity.
While we're at it, let's point out one more flaw: their hands and feet are large. Not excessively large, but a little large.

Then how about P'yŏngan Province?
Anyone who sees the women gathered in the area of Kwanje Shrine below Pubyŏngnu Pavilion on the Tano festival in May cannot help but be amazed by the softness of P'yŏngyang women's skin (i.e., fine texture - 折り目が細ん - 纖紬가 가는 것), its whiteness, and how their features are as superb as a scenic landscape where green waters and blue mountains gather (綠水靑山).
Their faces are rather long, willow-leaf style (버들입式), suggesting a cool and straightforward nature (시언시언할 것 가튼 点).
Furthermore, if you visit the kisaeng school by the Taedong River, you will see all the representative beauties of P'yŏngan Province gathered and be astonished at their beauty, as superb and elegant as Greek women (希臘女性).
In P'yŏngan Province, beauty seems to be evenly distributed. Even wandering around P'yŏngyang city all day, it's hard to encounter such ugly, coarse (왁살스러운) women. They are all decent, above-average<172> women.
Even in Seoul, the famous kisaeng born in P'yŏngyang, known by name, are mostly renowned for their looks rather than their singing or dancing. In terms of dancing or singing, how could they compare to the native Kyŏngsang Province or Chŏlla Province kisaeng? But even if they sing the Susimga awkwardly, because their faces are beautiful, that Susimga seems better performed than by Song Man-gap
or Yi Tong-baek.
Not just P'yŏngyang, but I have also visited remote places like Kanggye along the Yalu River (鴨綠江), and how could there be so many snow-white (雪白) beauties there too?
Generally, women from P'yŏngyang or Anju have fine features, and their speech is good. Men melt and fall for them even more because of their speech.
The accent has a strong tone, and the local unique flavor is sticky, as if pulling at you! P'yŏngan Province speech is truly pleasant to hear. It's mellow. It conveys a weighty human warmth.

Is it because the Taedong River's water is clearer than Chinju's Nam River that P'yŏngyang kisaeng have white skin, and perhaps because the water flows swiftly, they are lively and energetic? Both Chinju and P'yŏngyang have equally superb mountains and waters, but perhaps if you look closely at the superb landscapes, the color tones differ, and accordingly, the fundamental nature, the archetype (曲型), of P'yŏngyang beauties and Yŏngnam beauties differs?

Speaking of beauties, I have visited Hamgyŏng Province by the Tuman River, and it seemed the beauties were there. In Hamgyŏng Province too, in the northernmost cities right by the river like Hoeryŏng, Chongsŏng, Onsŏng, where you can hear the murmuring sound of the Tuman River flowing while sitting in a room—the women there had white skin, clear features (耳目), were tall like northern horses (胡馬)—giving a wild (野生的), sensual (肉感的) impression. Hearing from my friend who teaches at a girls' school in Seoul, it seems true that the lovely students are girls from P'yŏngan Province, and the striking students are girls from Hamgyŏng Province.
The female writer Song Kye-wŏl, who looked as refreshing as a fully bloomed rugosa rose (海棠花) in May or June,<173> was also said to be a Hamgyŏng Province woman, and Yi Tŏk-yo, the late wife of Han Wi-gŏn, was also from Hamgyŏng Province.
The only regrettable things are that their hands and feet are large.
And their speech lacks softness.

The standard for judging beauty also changes according to the observer's age.
In my youth, around my 20s, if a face was just pretty, I called her a beauty.
Then, reaching 30, I began to see beauty only if not just the face but the entire body was balanced, the whole form had to be good.
Now, past the peak of 40, I look for some characteristic feature. That is, unless a woman gives an unforgettable impression—perhaps just her eyes are lovely, or her lips are like vermilion (연주 빗갈), or she has a dark mole (사마귀) on her cheek, or her mouth twists to one side when she smiles (빗구러진 다든지), or something—the exclamation 'beauty' doesn't come out.
If a face is pretty, I just say it's pretty, like looking up at a pretty flower or a beautiful moon, without much further thought. But if a woman has a characteristic feature that leaves a deep impression, she becomes missed, she appears beautiful.

Anyway, regardless of this or that, it seems undeniable that the beauties of Chosŏn are in Kyŏngsang Province and P'yŏngan Province, and among them, especially in P'yŏngyang.<174>

**Summary**

The author, Yun Paengnam, reflects on the regional distribution of female beauty in Korea based on his extensive travels. He contrasts the beauties of Yŏngnam (Kyŏngsang Province, particularly Chinju) with those of Sŏdo (P'yŏngan Province, particularly P'yŏngyang). While acknowledging the natural beauty, artistic refinement, and prevalence of beauties in Chinju and other Yŏngnam cities, he criticizes their longer waists, "iron-colored" complexion, and slightly larger hands/feet. He praises P'yŏngyang women for their fine white skin, elegant features, pleasing speech, and overall refinement, comparing them favorably even to Greek women. He also notes the tall, striking, "wild" beauty of women from northern Hamgyŏng Province but finds their large hands/feet and harsh speech detracting. Ultimately, while acknowledging beauty in Yŏngnam and Hamgyŏng-do, he concludes P'yŏngyang holds the most beauties. The author also muses on how his perception of beauty has evolved with age, from focusing on facial prettiness in youth to appreciating overall harmony in his 30s, and seeking unique, memorable characteristics in his 40s.

From a colonial history perspective, this article is interesting for its casual objectification and regional stereotyping of Korean women, reflecting common societal views of the time. The discussion of kisaeng as the primary accessible examples of beauty, the comparison to Yang Kwei-fei and Greek women, and the specific physical critiques (waist length, skin color, hand/foot size) offer insights into aesthetic standards and gender dynamics in 1930s Korea. The author's extensive travels for "literary lectures" also hint at the cultural landscape and modes of intellectual dissemination during the period. Historians might find the regional typology of beauty and its connection to geography (water quality, landscape) revealing about contemporary popular beliefs and pseudo-scientific thinking, as well as the circulation of cultural figures like writers and singers across the peninsula.

**Named Entities**

西道	서도	Sŏdo
嶺南	영남	Yŏngnam
尹白南	윤백남	Yun Paengnam
平壤	평양	P'yŏngyang
晉州	진주	Chinju
三千里	삼천리	Samch'ŏlli (Metaphor for Korea)
明月館	명월관	Myŏngwŏlgwan
食道園	식도원	Sikto'wŏn
楊貴妃	양귀비	Yang Kwei-fei (Yang Guifei)
畿湖	기호	Kiho
慶尚道	경상도	Kyŏngsang-do
三南	삼남	Samnam
太極扇	태극선	T'aegŭksŏn
論介	논개	Non'gae
觸石樓	촉석루	Ch'oksŏngnu
密陽	밀양	Miryang
馬山	마산	Masan
大邱	대구	Taegu
京畿	경기	Kyŏnggi
全羅道	전라도	Chŏlla-do
南原	남원	Namwŏn
春香	춘향	Ch'unhyang
海南	해남	Haenam
多島海	다도해	Tadohae
平安道	평안도	P'yŏngan-do
端午節	단오절	Tano-jŏl
浮碧樓	부벽루	Pubyŏngnu
關帝廟	관제묘	Kwanje-myo (Guan Di Shrine)
希臘	희랍	Hŭirap (Greece)
大同江	대동강	Taedong-gang
宋萬甲	송만갑	Song Man-gap
李東伯	이동백	Yi Tong-baek
鴨綠江	압록강	Amnokkang
江界	강계	Kanggye
南江	남강	Namgang
豆滿江	두만강	Tuman-gang
咸鏡道	함경도	Hamgyŏng-do
會寧	회령	Hoeryŏng
鍾城	종성	Chongsŏng
穩城	온성	Onsŏng
宋桂月	송계월	Song Kye-wŏl
韓偉鍵	한위건	Han Wi-gŏn
李德耀	이덕요	Yi Tŏk-yo
朝鮮	조선	Chosŏn (Korea)

**Glossary**

어듸	어디	Where (older spelling)
잇나	있나	Is there? (older spelling)
압헤	앞에	In front of (older spelling)
업다	없다	To not exist, lack (older spelling)
찻어보지	찾아보지	To look for (older spelling)
妓生	기생	Kisaeng; female entertainer/courtesan
閨中夫人	규중부인	Married woman of a respectable household
업슬바	없을 바	Would not be (older spelling)
品騰	품평	Evaluation, ranking (often of kisaeng)
만히	많이	Many, much (older spelling)
왓쇠다	왔소이다	(I) came (polite, somewhat archaic/dialectal ending)
애요	예요	Is/am/are (polite ending, older spelling/form)
녀름	여름	Summer (older spelling)
듯던	듣던	Heard (older spelling)
가치	같이	Like, as (older spelling)
色鄕	색향	Region famed for beautiful women
거문고	거문고	Geomungo; traditional Korean stringed instrument
드르니	들으니	Upon hearing (older spelling)
뜻는다	뜯는다	Plucks (strings); (older spelling)
風流	풍류	Artistic refinement, elegance, taste
이튼날	이튿날	The next day (older spelling)
冊褓	책보	Cloth wrapper for books
살걸이	살결이	Skin texture (older spelling of 살결)
코ㅅ날	콧날	Bridge of the nose (older spacing/form)
잇더케나	있더랬거나/있기에나	(Emphatic) How could there be so many! (older form)
끄을만치	끌만치	Enough to attract (older spelling)
빗갈	빛깔	Color, complexion (older spelling)
억실억실하고	억실억실하고	(Eyes) large, bright, clear (onomatopoeic/mimetic word)
비-너스	비너스	Venus
搖藍地帶	요람지대	Cradle zone
앗갑다	아깝다	Regrettable, pitiful (older spelling)
쩔느게	짧게	Short(ly) (likely intended meaning, older/unclear spelling)
식혓스면	시켰으면	If (someone) made (them) do (older spelling)
까리니	까짓것/판이니	Since we are talking about it / On this occasion (colloquial, older form)
안치만	않지만	Although not (older spelling)
엇던고	어떤고	How about...? (older interrogative form)
모히는	모이는	Gathering (older spelling)
힌것	흰 것	Being white (older spelling)
秀麗	수려	Superb, outstanding (beauty, scenery)
버들입式	버들잎식	Willow-leaf style (face shape)
시언시언할 것	시원시원할 것	Likely to be cool, refreshing, straightforward (personality; older spelling)
愁心歌	수심가	Susimga; a specific sorrowful folk song
제바탕	제바탕	One's own origin/specialty/nature
胡馬	호마	Northern ('barbarian') horse; connotes tall, strong build
野生的	야생적	Wild, untamed
肉感的	육감적	Sensual
깁히	깊이	Deeply (older spelling)
빗구러진	비뚤어진	Crooked, slanted (older spelling)
이러코 저러고	이러쿵저러쿵	This way and that way; regardless


---------------------------


잡지명	삼천리 제7권 제5호
발행일	1935년 06월 01일
기사제목	西道美人과 嶺南美人
필자	尹白南
기사형태	문예기타

西道美人과 嶺南美人
						尹白南
정말 美人은 어듸잇나?
美人의 産地는 어데냐?
平壤일가
晉州일가
늘 이런 생각을 하여 보고는 嶺南美人과 西道美人을 눈 압헤 그리어 본다.
더구나 나는 발이 남보다 넓다 野談으로, 文藝講演으로 내 발길이 三千里의 곳곳으로 가 보지 못한 곳이 별로 업게되매 그럴사륵 더욱이 問題를 생각하게 된다.

서울서 美人을 보자면 흔히 明月館이나 食道園가튼 宴席에 오는 妓生들을 찻어보지 안을 수 업다. 여렴집 閨中夫人으로 꼿보다 달보다 더 어엽부고 더 그럴듯한 楊貴妃級이＜170＞ 업는 바 아니로되 그런 분은 우리로서는 좀처럼 맛나기 어렵다.
또 모양 잘 내는 某女學校 等 젊은 處子가 만히 모으는 서울안 각 여학교의 敎室이나 寄宿舍를 차즈면 深山僻谷에 남몰래 핀 한떨기 들菊花가튼 노-불하고 푸렛쉬한 美人이 업슬바 아니로되 그는 女學校敎師들이나 그럴 기회를 가질 수 잇슬 일이지 우리로서는 꿈에도 生念못낼 일이다. 그러기에 저절로 妓生을 品騰할 수 박게 업게 되는데, 그러나 보니 말이지 妓生치고 名妓는 서울이나 畿湖出生은 업고 大槪가?
어듸서 왓소
하고 무르면
나, 평양서 왓쇠다.
저는 진주애요. 경상도 진주, 선생님 언제 보시래요.
하는 對答뿐이다.

작년 녀름이든가, 三南 天地에는 푸르 靑靑 대밧히 邑邑村村에 서서 五六月淸風에 절로 흔들러 기분이 爽快할때 어느 모임의 청을 바더 나는 嶺南 晉州로 가 보앗더니 듯던 말과 가치 色鄕임에 놀낫섯다.
마츰 녀름이라 旅館 大廳에 太極扇으로 땀을 드리며 곤한 다리를 쉬고 잇슬라니 어데서 징둥댕둥하는 美妙한 거문고 소리가 울려들닌다.
나는 이러나 소리나는 곳을 차저 한두거름 옴기엇다. 그러다가 문뜩 놀라서 웃둑섯다. 그 거문고 소리는 머슴방에서 나는 것도 아니요. 겻손님 방에서 나는 것도 아니요. 실로 閨房處子가 게시는 그 內房에서 나는 것이 아니냐.
나종에 主人의 설명을 드르니 그는 학교를 今年 봄에 졸업하고 아직 出嫁前인 自己딸이 심심 破寂으로 뜻는다고 한다.
이 말을 하는 그 아버지의 태도도 의레 잇슬 일인듯 태연하게 말하려니와 그 따님의 風流도 여간 서울 손님 따위가 왓다고는 내오하여 거더치우는 것이 아니엇다.
이러케 모도들 風流를 즐긴다. 風流를 안다-나는 그 이튼날 어제밤 그 거문고뜻든 處子를 보려는 好奇心에 끌타가 마츰내 冊褓끼고 禮拜堂에 감인지 밧갓흐로 나가는 긴머리따은 그 女子를 보고 놀래엇다.
그 살걸이 힘, 그 코가 산듯하게 솟고 눈이 빗나고 이가 히고 全體가 너무도 美人임에.

이튼날 晉州 親舊와 벗하여 市街를 一巡하여 나종에 論介로 유명한 촉石樓까지 가 보앗는데 거리거리에 어엽분이들이 잇더케나 그리 만튼고 『美人의 都市』
이런 말이 許諾될 수 잇다면 晉州는 이 榮光스러운 일홈을 밧을 자격이 잇다.
이러케 미인들이 만흠애 妓生도 만히 나고 광대도 만히 남인 듯＜171＞

晉州뿐 아니라 그뒤 密陽이며, 馬山이며 大邱며 處處를 도라보아도 그곳 女子들은 확실히 사내들 눈을 끄을만치 아름웟다.
우리는 늘 京畿女子를 보다가 그 눈으로 嶺南女子를 보면 정신이 번쩍 뜨일만치 그 美에 반하게 된다. 京畿女子는 키가 적지요. 뼈와 살이 調和롭게 붓지 못하엿지요. 다만 억지 공사로 분을 잘 발으고 연지찍고 「オシヤレモノ」 모양으로 모양을 하도 잘내니까 態度는 곱지만(그것도 몸 맵시뿐) 그러나 화려한 옷과 분과 연지를 빼버리면 무에가 남을고 그런데 嶺南地方의 여자들은 분도 별로 안발느나 그 빗갈이 과히 숭치 안코 키가 크고 눈이 억실억실하고 코ㅅ날이 서고 이가 히고 저절로 된 美를 가젓다.

아직 春香이 낫더란 全羅道南原은 가보지 못하엿스나 南原도 物色 조탄 말 들엇고- 저리 좀더 가서 海南가튼 多島海 갓가히 잇는 都市까지 가 보앗는데 모다 體格조코 멋잇고 얼골이 조왓다. 慶尙, 全羅 두 道는 확실히 비-너스의 搖藍地帶이다.

그러나 慶尙道女子가 美人은 美人이면서 조곰 모자라는 것이 잇스니 그것은 허리가 긴 것이라 慶尙道女子는 허리가 길다.
美人은 다리가 길어야하지 허리가 길어서는 落第다. 그런데 안타가웁게도 하느님은 慶尙道處女들의 다리를 길게 만들 생각을 잇고 허리를 멋업시 길게 하엿다.
앗갑다.
무슨 도리업슬가.
女學校에서 엇더한 허리를 쩔느게 다리를 길게하는 體操를 每日 식혓스면!
또 한가지 하느님의 失手가 잇다.
慶尙道女子의 얼골 빗갈이 鐵色인 것이다. 얼는 보기에 무뚝뚝한 맛이 도는 것.
이것도 앗갑다.
기왕 말하는 까리니 한가지 缺点을 더 보자면 손과 발이 큰것 너무 크지는 안치만 조곰 큰것.

그러면 平安道는 엇던고.
