Magazine Title: 삼천리 제7권 제5호
Publication Date: 1935년 06월 01일
Article Title: 令夫人學力等級記 (Record of the Academic Ranks of Wives)
Article Type: 소식 (News/Report)

Record of the Academic Ranks of Wives

There are three ranks for wives. "Do not take an excellent wife. For the husband, it is a lifetime of sorrow."
If this were translated into Chinese characters, perhaps it would be "勿爲 有名 女性之夫兮" (Do not be the husband of a famous woman!).
If only a renowned writer like Li T'ai-po (李太白) had tossed off a line like this before dying, it would have become an eternal "source of self-consolation" for the tens of thousands of gentlemen who "wait upon their wives" or "stand behind their wives." In any case, being known only as "so-and-so's husband" while "so-and-so" himself remains unknown, for a man born into this world to wither away like a flower blooming in the shade due to his wife's virtue, is not a very pleasant affair. However, thinking it over, it is surely better than having a wife who is a "human wreck" (인간망난이) who doesn't even know the first letter of the alphabet. In any case, let us consider what kind of wives the "gentlemen" standing at the forefront of our society today have. Now, having established three ranks by considering the academic background (學力) of these wives (令夫人), let's briefly, though it may be discourteous, put these "gentlemen and ladies" into this framework and take a look.

Special Grade Class: Those who have an ultra-intellectual (울트라, 인테리) woman, a graduate of a university or specialized school, as a wife. <201>
Second Grade Class: Those who have an "intellectual" (인테리), a graduate of a Girls' High Common School, as a wife.
Third Grade Class: Those whose wives finished only at the level of elementary school, kindergarten, or just the basic ten-month fetal education—to speak plainly, though perhaps impolitely, those who have an "ignoramus" (無識쟁이) as a wife.

Special Grade Class
Well then, let's clench our eyes shut and perform the naming ceremony. Regarding women's universities, in Korea (朝鮮), Ewha Hakdang (梨花學堂) was once a women's university. Among its graduates at that time was Kim P'il-ae (金弼愛), a talented woman (才媛) noted for her good looks and proficiency in English. She later went to Peking (北京) and became the wife of the famous Dr. Kim Kyu-sik (金奎植), who was a professor at Peiyang University (北洋大學). Kim P'il-ae is the elder sister of Kim P'il-lye (金弼禮) who is now at a certain girls' school in Kwangju (光州).
Also at Ewha University were Pak In-dŏk (朴仁德), Kim Hwal-lan (金活蘭), Yun Sŏng-dŏk (尹聖德), and others, but for various reasons, they remain "Misses," so there's no point writing about them here. Since Peking (北京) was mentioned, Kim Wŏn-bong's (金元鳳) wife is Pak Ch'a-jŏng (朴次貞), who attended Huabei University (華北大學) and was also an executive member of the Kŭnuhoe (槿友會) upon returning to Seoul.
Also, though she has already passed away, Mrs. Kim Wŏn-gyŏng (金元慶), the wife of Ch'oe Ch'ang-sik (崔昌植) in Peking (北京), had only graduated from Kyŏngsŏng Government Girls' High School (京城官立女高), but it was the established opinion (定評) that through her overseas travels, her knowledge exceeded that of a university graduate. It is widely known that the wife of Dr. Sŏ Chae-p'il (徐載弼) in North America (北美) is a blonde beauty, a graduate of some university in Los Angeles.
What kind of men did the graduates of Mejiro Women's University (目白女子大學) in Tokyo (東京) marry? Among the earlier ones are Hwang Sin-dŏk (黃信德), Yi Hyŏn-gyŏng (李賢卿), Kim Pong-hŭi (金鳳姬), and a few others. Ms. Hwang Sin-dŏk married Mr. Im Pong-sun (任鳳淳), a Seoul-based fighter (鬪士) and reporter for the Tonga Ilbo (東亞日報). Ms. Yi Hyŏn-gyŏng worked as a female teacher in Suwŏn (水原) before becoming the wife of An Kwang-ch'ŏn (安光泉), who fled to Peiping (北平). Ms. Kim Pong-hŭi, while a professor at Ewha Girls' High School (梨花女高), married Mr. Hwang Ch'ŏng-song (黃淸頌), a high-ranking employee at Kyŏngsŏng Electric (京電). Ms. Sin Ŭi-gyŏng (辛義卿), who graduated from Tōhoku Imperial University (東北帝大) last year, is said to be married to a teacher at some university. And Cho Hyŏn-gyŏng (趙賢景), a Bachelor of Arts (文學士) who graduated from Kyushu Imperial University (九州帝大) and is currently at Ewha Specialized School (梨專), is still without a spouse ("해스"가 업스니 - has no husband), so she is excluded here.
What kind of husbands did the female doctors (女醫師) who graduated from Tokyo Women's Medical Specialized School (東京醫學專門) find? Dr. Hŏ Yŏng-suk (許英肅) became the wife of Mr. Yi Kwang-su (李光洙). Ms. Hyŏn Tŏk-sin (玄德信) went down to Kwangju (光州) and became the wife of Mr. Ch'oe Wŏn-sun (崔元淳), a former employee of the Tonga Ilbo (東亞日報). The heroic woman (女傑) Yu Yŏng-jun (劉英俊) married into a wealthy family (某富豪) in the Yŏngnam (嶺南) region. Ms. Kil Chŏng-hŭi (吉貞姬) became the wife of fellow doctor Kim T'ak-wŏn (金鐸遠), so both husband and wife handle forceps (핀셋트).
Ms. Ch'oe Ŭi-sun (崔義順), who attended Tokyo Women's Higher Normal School (東京女高師), was a female reporter for the Tonga Ilbo (東亞日報); lately, after parting ways with Mr. Chin Chang-sŏp (秦長燮), her current husband is unknown. Ms. Yun Sŏng-sang (尹聖相) is the wife of Mr. Chŏn Ho-jun (田鎬俊), an official at the Communications Bureau (遞信局). It's unclear if she attended Higher Normal School or Women's University, but Ms. Ch'oe Ŭn-hŭi (崔銀姬), after being widowed from her beloved ("愛人") Ubo (牛步) Min T'ae-wŏn (閔泰瑗), quietly raises her beloved child (愛兒) and passes the days. Also, it's not clear where Ms. Kim Mal-bong (金末峯) married.
Among the graduates of the Tokyo School of Fine Arts (東京美術學校) is Ms. Na Hye-sŏk (羅惠錫), but after passing through three generations <202> with Ch'oe Sŏk-wŏl (崔索月), Kim U-yŏng (金雨英), and Ch'oe Rin (崔麟), she now keeps a lonely vigil (孤閨). The husband of Pak Kyŏng-hŭi (朴慶姬) from Tokyo Music School (東京音樂) is the critic Yi Yŏ-sŏng (李如星). The husband of Kim Chŏng-hyŏn (金禎泃), also from Tokyo Music, is Mr. Ham Tae-hun (咸大勳) of Russian literature (露西亞文學). The female novelist (女流小說家) Pak Hwa-sŏng (朴花城), after finishing Sukmyung (淑明), attended Tokyo Women's University (東京女大); she married a professor at Tonghŭng Middle School (東興中學) in Kando (間島), a fighter (鬪士) in the social movement. Ms. Chŏn Yu-dŏk (田有德), who attended Tokyo Women's Specialized School (東京女專), became the wife of the novelist Ch'unhae (春海) Pang In-gŭn (方仁根). The wife of Mr. Sŏ Ch'un (徐椿) is also a graduate of Tokyo Women's Specialized School.
Ms. Han Ki-ju (韓琦柱) from Tokyo Ueno Music School (東京上野音樂) became the wife of the wealthy Mr. Paek Sang-gyu (白象奎). Ms. Chŏng Cha-yŏng (鄭子英) from Tokyo Medical Specialized School (東京醫專) also became the wife of a hospital director (病院長).
The late Yi Tŏk-yo (李德耀) was also a graduate of Tokyo Women's Specialized School and the wife of Han Wi-gŏn (韓偉健).
Among US university graduates, Ms. Cho *-gyŏng's (曺*卿) husband is Ch'oe Hwang (崔晃), a professor at Kyŏngsŏng Law College (廷專). The wife of Dr. Pak Hyŏng-nyong (朴亨龍) of P'yŏngyang Sungjŏn (平壤崇專) is a graduate of Peking University (北京大學).

Second Grade Class
Now let's examine the second-class seats. This refers to the "husbands" (男便), "boyfriends" (彼氏), and "lovers" (愛人) arrayed before the wives (令夫人) who are graduates of Girls' High Schools. The wife of the critic Kim Hwan-jae (金環載) is Sŏ Kyŏng-im (徐敬任), a graduate of Kyŏngsŏng Government Girls' High School (京城官立女高). The wife of Mr. Yang Kŭn-hwan (梁槿煥) graduated from P'yŏngyang Girls' School (平壤女學校) or somewhere similar. And the wife of Mr. Hong Yang-myŏng (洪陽明) is also a graduate of Kyŏngsŏng Girls' High School (京城女高). Chang Tŏk-cho (張德祚), a graduate of Paehwa Girls' High School (培花女高) who attended Ewha Specialized School (梨專) for a bit, married Pak Myŏng-hwan (朴明煥), who was a fighter (鬪士) in the Singanhoe movement (新幹運動). The dancer (舞踊家) Ms. Ch'oe Sŭng-hŭi (崔承喜) married Mr. An Mak (安漠), who attends Waseda University (早稻田大學). The wife of Mr. Yu Kwang-nyŏl (柳光烈) is a graduate of Kyŏngsŏng Government Girls' High School (京城官立女高). The wife of the novelist Mr. Kim Tong-in (金東仁) is also a graduate of P'yŏngyang Girls' High School (平壤女高). The wife of the poet Kim An-sŏ (金岸曙) is someone who worked as a female teacher in Chinnamp'o (鎭南浦) after graduating from Girls' High School. The wife of Mr. Chu Yo-han (朱耀翰) is also a Girls' High School graduate. The wife of Kim Tong-wŏn (金烔元) is also a graduate of Paehwa Girls' High School (培花女高).

Third Grade Class
We are surprised by the abundance of socially renowned figures (知名한 名士) in this class. The wife of Mr. Yŏ Un-hyŏng (呂運亨) can barely read the vernacular script (언문) section of the newspaper, but has no formal education (正規의 學歷). The wife of Mr. Kwŏn Tong-jin (權東鎭) of Ch'ŏndogyo (天道敎) also belongs here. Wait a moment. If I try to maintain decorum (體面) in this column (欄), I'll end up writing down only a few names. Let's muster our courage and reveal this "parade of honor" (名譽의 行進). The wife of Mr. Song Chin-u (宋鎭禹) is also at the vernacular script level. The wife of Sin Ch'ae-ho (申采浩), currently in Lushun Prison (旅順監獄), was only a nurse (看護婦). The wife of Mr. Pang Ŭng-mo (方應謨) is also at the vernacular script level. The late wife of Yi Tong-hwi (李東輝) was illiterate (目不識丁字). The wife of Yi Sŭng-man (李承晩) in North America (北美), if shown written characters, cannot distinguish fish (魚) from Lu (魯) [i.e., cannot read]. The wife of Son Chŏng-do (孫貞道) in Jilin (吉林) is also [illiterate, lit. "bean-soybean-kidney bean" (豆太콩팟)]. Kim Chwa-chin's (金佐鎭) wife can write letters in vernacular script. Kim Tong-sam's (金東三) wife is also not someone highly literate. The wife of Yu Tong-yŏl (劉東悅) is Yu Yŏng-hŭi (柳英姬), the elder sister of Ms. Yu Yŏng-jun (劉英俊); she understands refined tastes (風流) but not written characters (文字). As for Mr. Kim Pyŏng-no's (金炳魯) wife, even with vernacular script, there are more characters she doesn't know than she does. The wife of Kim Ku (金九) in Shanghai (上海) is also an "ignoramus" (無識쟁い). Mr. Wŏn Se-hun's (元世勳) wife served as a preacher's wife (傳道夫人), so she is of a higher grade than the wives of Yu Tong-yŏl and Kim Chwa-chin. The wife of Son Chŏng-do (孫貞道) in Jilin (吉林) also never entered the school gates. The wife of Mr. Yu Chin-t'ae (兪鎭泰) is someone for whom the era of being a rosy-cheeked beautiful girl student (紅顔美少女의 女學生 時代) was utterly non-existent (藥에 쓰재도 업던 분). The wife of Mr. Ch'oe Rin (崔麟) is also <203> at the vernacular script level. The wife of Mr. Hong Myŏng-hŭi (洪命憙) is also at the vernacular script level. Mr. Yi Chong-nin's (李鍾麟) wife, though her husband is a Hallim scholar (翰林學士), is leagues away (千里萬里) from being a scholar herself. As for Mr. Yun Ch'i-ho's (尹致昊) wife, Mrs. Ma (馬夫人) was highly learned (學識有餘), but his current wife belongs to the undiscounted illiterate class (割引업는 文盲階級). The wife of Dr. O Kŭng-sŏn (吳兢善), principal of Severance Medical College (세부란스 醫專校長), lacks education (學識) and is also quite advanced in age. The wife of Mr. Sin Hŭng-u (申興雨) also belongs to the class that uses ears more than eyes. The wives of Mr. Cho Man-sik (曺晩植), Mr. Kil Sŏn-chu (吉善宙), and Mr. Kim Tong-wŏn (金東元) are all comrades in "illiteracy" (文盲). Even the wife of Mr. Yu Ŏk-kyŏm (兪億兼), who is in a teaching position as the Vice Principal of Kyŏngsŏng Law College (廷專副校長), has knowledge of Chinese classics (漢學) but not modern learning (新學). The wife of Mr. Chŏng In-gwa (鄭仁果) is also an old-style wife (舊式夫人) and from the non-intellectual stratum (非智識層). Even for Mr. Kim Hang-gyu (金恒奎), his wife belongs to the vernacular-script-or-lower class. The wife of Mr. Sŏ Chŏng-hŭi (徐廷禧) is also someone who sits walled off from written characters (文字). The wife of Mr. Sŏl Ŭi-sik (薛義植) of the Tonga Ilbo (東亞日報) is also in a state of suspension (停止狀態) at the level of reading page three of the newspaper. The wife of Lyou Päk-rin (廬伯麟) in Shanghai (上海) doesn't know a mallet-shaped character (떡메丁字) from a bird-shaped character (새乙字) [i.e., is illiterate]. The wife of Dr. Yi Yong-sŏl (李容卨) is also at the "ige ya" character (익게 也字) level [basic literacy]. The wives of Mr. Kim Sŏng-su (金性洙) and Mr. An Chae-hong (安在鴻) are all stout-hearted individuals who live on without knowing letters. There are many others besides these (이박게도), but the reason for ending this "procession" (行列) here is that writing too much stirs up dust (몬지), and polishing too much breaks the window. This is due to the concern that if the "ignorance" (無識) in the "inner chambers" (內室) of the "great teachers" (大先生) of "Korean society" (朝鮮社會) were made public, they might furrow their brows (兩眉間을 쯩기실) in the "sorrow of revealing reality" (現實暴露의 悲哀). <204>

**Summary**

This 1935 article from the magazine *Samch'ŏlli* categorizes the wives of prominent Korean men into three "academic ranks": Special Grade (university/specialized school graduates), Second Grade (girls' high school graduates), and Third Grade (elementary level or illiterate). It then proceeds to name numerous well-known figures (politicians, activists, intellectuals, artists, doctors, businessmen) and explicitly state their wives' educational background, placing them within these grades. The author uses blunt, sometimes derogatory language ("ignoramus," "human wreck," "illiterate") particularly for the Third Grade, while acknowledging the large number of famous men married to women with little or no formal modern education.

For historians, the article offers a fascinating, if biased, snapshot of social attitudes towards women's education and status within the Korean elite during the colonial period. The explicit ranking and naming of individuals reveal contemporary social hierarchies and judgments based on education. It highlights the relatively recent advent of higher education for women, the varying educational levels even among the wives of the most prominent men, and provides specific data points about the personal lives (or at least perceived educational status of spouses) of major historical figures, including independence movement leaders, cultural icons, and educators. The candid, judgmental tone itself is a significant artifact of the era's social discourse.

**Named Entities**

梨花學堂	이화학당	Ewha Hakdang
金弼愛	김필애	Kim P'il-ae
北京	북경	Peking
北洋大學	북양대학	Peiyang University
金奎植	김규식	Kim Kyu-sik
光州	광주	Kwangju
金弼禮	김필례	Kim P'il-lye
朴仁德	박인덕	Pak In-dŏk
金活蘭	김활란	Kim Hwal-lan
尹聖德	윤성덕	Yun Sŏng-dŏk
金元鳳	김원봉	Kim Wŏn-bong
朴次貞	박차정	Pak Ch'a-jŏng
華北大學	화북대학	Huabei University
槿友會	근우회	Kŭnuhoe
崔昌植	최창식	Ch'oe Ch'ang-sik
金元慶	김원경	Kim Wŏn-gyŏng
京城官立女高	경성관립여고	Kyŏngsŏng Government Girls' High School
北美	북미	North America
徐載弼	서재필	Sŏ Chae-p'il
東京	도쿄	Tokyo
目白女子大學	메지로여자대학	Mejiro Women's University
黃信德	황신덕	Hwang Sin-dŏk
李賢卿	이현경	Yi Hyŏn-gyŏng
金鳳姬	김봉희	Kim Pong-hŭi
東亞日報	동아일보	Tonga Ilbo
任鳳淳	임봉순	Im Pong-sun
水原	수원	Suwŏn
北平	북평	Peiping
安光泉	안광천	An Kwang-ch'ŏn
梨花女高	이화여고	Ewha Girls' High School
京電	경전	Kyŏngsŏng Electric (Kyŏngjŏn)
黃淸頌	황청송	Hwang Ch'ŏng-song
東北帝大	동북제대	Tōhoku Imperial University
辛義卿	신의경	Sin Ŭi-gyŏng
九州帝大	큐슈제대	Kyushu Imperial University
梨專	이전	Ewha Specialized School (Ijŏn)
趙賢景	조현경	Cho Hyŏn-gyŏng
東京醫學專門	도쿄의학전문	Tokyo Women's Medical Specialized School
許英肅	허영숙	Hŏ Yŏng-suk
李光洙	이광수	Yi Kwang-su
玄德信	현덕신	Hyŏn Tŏk-sin
崔元淳	최원순	Ch'oe Wŏn-sun
劉英俊	유영준	Yu Yŏng-jun
嶺南	영남	Yŏngnam
吉貞姬	길정희	Kil Chŏng-hŭi
金鐸遠	김탁원	Kim T'ak-wŏn
東京女高師	도쿄여고사	Tokyo Women's Higher Normal School
崔義順	최의순	Ch'oe Ŭi-sun
秦長燮	진장섭	Chin Chang-sŏp
尹聖相	윤성상	Yun Sŏng-sang
遞信局	체신국	Communications Bureau
田鎬俊	전호준	Chŏn Ho-jun
崔銀姬	최은희	Ch'oe Ŭn-hŭi
牛步	우보	Ubo (Pen name)
閔泰瑗	민태원	Min T'ae-wŏn
金末峯	김말봉	Kim Mal-bong
東京美術學校	도쿄미술학교	Tokyo School of Fine Arts
羅惠錫	나혜석	Na Hye-sŏk
崔索月	최삭월	Ch'oe Sŏk-wŏl (Assumed name/error? Likely meant Kim Sŏk-wŏl or Ch'oe Nam-sŏn, but uses 崔 'Ch'oe')
金雨英	김우영	Kim U-yŏng
崔麟	최린	Ch'oe Rin
東京音樂	도쿄음악	Tokyo Music School
朴慶姬	박경희	Pak Kyŏng-hŭi
李如星	이여성	Yi Yŏ-sŏng
金禎泃	김정형	Kim Chŏng-hyŏng (Modern reading: Kim Chŏng-hyeong)
露西亞	노서아	Russia
咸大勳	함대훈	Ham Tae-hun
朴花城	박화성	Pak Hwa-sŏng
淑明	숙명	Sukmyung
東京女大	도쿄여대	Tokyo Women's University
間島	간도	Kando (Jiandao)
東興中學	동흥중학	Tonghŭng Middle School
東京女專	도쿄여전	Tokyo Women's Specialized School
田有德	전유덕	Chŏn Yu-dŏk
春海	춘해	Ch'unhae (Pen name)
方仁根	방인근	Pang In-gŭn
徐椿	서춘	Sŏ Ch'un
東京上野音樂	도쿄우에노음악	Tokyo Ueno Music School
韓琦柱	한기주	Han Ki-ju
白象奎	백상규	Paek Sang-gyu
鄭子英	정자영	Chŏng Cha-yŏng
李德耀	이덕요	Yi Tŏk-yo
韓偉健	한위건	Han Wi-gŏn
米國	미국	United States
曺*卿	조*경	Cho *-gyŏng (Name partially obscured/omitted)
廷專	연전	Kyŏngsŏng Law College (Yŏnjŏn)
崔晃	최황	Ch'oe Hwang
平壤崇專	평양숭전	P'yŏngyang Sungjŏn (Soongsil Specialized School)
朴亨龍	박형룡	Pak Hyŏng-nyong
金環載	김환재	Kim Hwan-jae
徐敬任	서경임	Sŏ Kyŏng-im
梁槿煥	양근환	Yang Kŭn-hwan
平壤女學校	평양여학교	P'yŏngyang Girls' School
洪陽明	홍양명	Hong Yang-myŏng
京城女高	경성여고	Kyŏngsŏng Girls' High School
培花女高	배화여고	Paehwa Girls' High School
張德祚	장덕조	Chang Tŏk-cho
新幹運動	신간운동	Singanhoe Movement
朴明煥	박명환	Pak Myŏng-hwan
崔承喜	최승희	Ch'oe Sŭng-hŭi
早稻田大學	조도전대학	Waseda University
安漠	안막	An Mak
柳光烈	유광렬	Yu Kwang-nyŏl
金東仁	김동인	Kim Tong-in
平壤女高	평양여고	P'yŏngyang Girls' High School
金岸曙	김안서	Kim An-sŏ
鎭南浦	진남포	Chinnamp'o
朱耀翰	주요한	Chu Yo-han
金烔元	김동원	Kim Tong-wŏn (Note: Different Hanja from the later Kim Dong-won)
呂運亨	여운형	Yŏ Un-hyŏng
天道敎	천도교	Ch'ŏndogyo
權東鎭	권동진	Kwŏn Tong-jin
宋鎭禹	송진우	Song Chin-u
旅順監獄	여순감옥	Lushun Prison
申采浩	신채호	Sin Ch'ae-ho
方應謨	방응모	Pang Ŭng-mo
李東輝	이동휘	Yi Tong-hwi
李承晩	이승만	Yi Sŭng-man
吉林	길림	Jilin
孫貞道	손정도	Son Chŏng-do
金佐鎭	김좌진	Kim Chwa-chin
金東三	김동삼	Kim Tong-sam
劉東悅	유동열	Yu Tong-yŏl
柳英姬	유영희	Yu Yŏng-hŭi
金炳魯	김병로	Kim Pyŏng-no
上海	상해	Shanghai
金九	김구	Kim Ku
元世勳	원세훈	Wŏn Se-hun
兪鎭泰	유진태	Yu Chin-t'ae
洪命憙	홍명희	Hong Myŏng-hŭi
李鍾麟	이종린	Yi Chong-nin
翰林學士	한림학사	Hallim Scholar
尹致昊	윤치호	Yun Ch'i-ho
馬夫人	마부인	Mrs. Ma
吳兢善	오긍선	O Kŭng-sŏn
세부란스 醫專	세브란스 의전	Severance Medical College
申興雨	신흥우	Sin Hŭng-u
曺晩植	조만식	Cho Man-sik
吉善宙	길선주	Kil Sŏn-chu
金東元	김동원	Kim Tong-wŏn (Note: Different Hanja from the earlier Kim Dong-wŏn)
廷專副校長	연전부교장	Vice Principal of Kyŏngsŏng Law College
兪億兼	유억겸	Yu Ŏk-kyŏm
鄭仁果	정인과	Chŏng In-gwa
金恒奎	김항규	Kim Hang-gyu
徐廷禧	서정희	Sŏ Chŏng-hŭi
薛義植	설의식	Sŏl Ŭi-sik
廬伯麟	여백린	Lyou Päk-rin (Korean reading Yeo Baek-rin)
李容卨	이용설	Yi Yong-sŏl
金性洙	김성수	Kim Sŏng-su
安在鴻	안재홍	An Chae-hong
朝鮮	조선	Korea/Chosŏn

**Glossary**

令夫人	영부인	Wife (honorific term for another's wife)
學力	학력	Academic ability/background
等級	등급	Rank, grade, class
녀편네	여편네	Wife (Older, sometimes slightly derogatory term for one's own or another's wife)
지아비	지아비	Husband (Archaic term)
가튼	같은	Like, same as (Older spelling)
마듸	마디	Word, phrase, joint (Older spelling)
죽엇던들	죽었던들	If (he) had died (Older spelling)
아모개	아무개	So-and-so, Mr./Ms. Doe
사내년석	사내녀석	Man, fellow (Colloquial, slightly rough term)
태여낫다가	태어났다가	Having been born (Older spelling)
꼿가치	꽃같이	Like a flower (Older spelling)
德分	덕분	Owing to, thanks to
기억자	기역자	The Korean letter 'ㄱ' (Used here to mean basic literacy)
망난이	망나니	Ruffian, executioner, good-for-nothing, wreck
안해	아내	Wife
紳士	신사	Gentleman
엇던	어떤	What kind of, certain (Older spelling)
잇는가	있는가	Is there? / Does one have? (Older spelling)
考思하야	고사하여	Considering, thinking over
定하여	정하여	Decide, establish
틀속에	틀 속에	In the frame/mold
너허	넣어	Put in (Older spelling)
階級	계급	Class, rank
專門學校	전문학교	Specialized school (Post-secondary technical/professional school)
울트라 인테리	울트라 인텔리	Ultra-intellectual (Konglish/Janglish)
女子高普	여자고보	Girls' High Common School (Colonial era secondary school)
마친	마친	Finished, completed
普通學校	보통학교	Common School (Colonial era elementary school)
幼稚園	유치원	Kindergarten
初步	초보	Beginning, initial stage
끗친	끝인	That ended/finished at (Older spelling)
無識쟁이	무식쟁이	Ignoramus, uneducated person
命名式	명명식	Naming ceremony
잇섯다	있었다	There was, existed (Older spelling)
才媛	재원	Talented woman
언니	언니	Older sister (of a female)
낫스니	나왔으니	Since it came up / Since we mentioned
드러와	들어와	Entering, coming in
幹部	간부	Executive member, cadre
도라갓으나	돌아갔으나	Although (she) passed away (Older spelling)
마첫슬	마쳤을	Had finished/graduated (Older spelling)
海外遊歷	해외유력	Overseas travel/experience
智識	지식	Knowledge
以上	이상	Above, more than
定評	정평	Established opinion, consensus
金髮	금발	Blonde hair
넘우	너무	Too, very (Older spelling)
만흐리라	많으리라	There are likely many (Older spelling)
갓는고	갔는고	Did (they) go/marry? (Older interrogative ending)
몬저	먼저	First, earlier (Older spelling)
鬪士	투사	Fighter, warrior (often used for activists)
품에	품에	In the embrace/bosom of
女敎員	여교원	Female teacher
노릇하다가	노릇하다가	While working as / acting as
逃走	도주	Escape, flight
안해	아내	Wife
敎授	교수	Professor
高級社員	고급사원	High-ranking employee
出嫁하엿다	출가하였다	Married (for a woman, lit. 'left the family home')
昨年	작년	Last year
마춘	마친	Finished, graduated (Older spelling)
女史	여사	Ms., Madam (Used for educated/prominent women)
남편	남편	Husband
敎師	교사	Teacher
文學士	문학사	Bachelor of Arts (Lit.)
해스	남편	Husband (Colloquial/dialectal term derived from English 'husband'?) - Context implies spouse/husband. Text says "해스 가 업스니" meaning "has no husband/spouse".
어더	얻어	Gaining, obtaining, getting (Older spelling)
마누라	마누라	Wife (Colloquial, sometimes familiar or slightly rough term)
女傑	여걸	Heroic woman, outstanding woman
富豪	부호	Wealthy person, magnate
가튼	같은	Same, fellow (Older spelling)
醫師	의사	Doctor
內外	내외	Husband and wife (lit. inside and outside)
핀셋트	핀셋	Forceps, tweezers (From English 'pincette' or 'forceps')
다니든	다니던	Who used to attend (Older spelling)
女記者	여기자	Female reporter
요지음은	요즈음은	Nowadays, recently
갈나진 뒤는	갈라진 뒤는	After separating/parting
몰으겟다	모르겠다	I don't know (Older spelling)
官吏	관리	Official, functionary
되어잇다	되어 있다	Has become, is (Older spelling)
愛人	애인	Lover, beloved (Can mean spouse in older usage, or paramour)
死別하고	사별하고	Being separated by death, widowed
고요히	고요히	Quietly
愛兒	애아	Beloved child
어데	어디	Where (Older spelling)
잇스나	있으나	Although there is / Although she is (Older spelling)
孤閨	고규	Lonely women's quarters; lonely woman/widow
직히며	지키며	Keeping, guarding, maintaining (Older spelling)
評論家	평론가	Critic, commentator
露西亞文學	노서아문학	Russian literature
女流小說家	여류소설가	Female novelist
社會運動	사회운동	Social movement
안해	아내	Wife
단이든	다니던	Who used to attend (Older spelling)
亦	역	Also, too
作故한	작고한	Deceased, late
男便	남편	Husband (Alternate Hanja for 남편)
彼氏	피씨	He, boyfriend (From Japanese '彼氏' kareshi)
陣列된	진열된	Arranged, displayed
마누라	마누라	Wife
어덴가	어딘가	Somewhere
培花女高	배화여고	Paehwa Girls' High School
좀	좀	A bit, somewhat
단이든	다니던	Who used to attend (Older spelling)
한테	한테	To (a person)
시집갓고	시집갔고	Married (for a woman) and... (Older spelling)
舞踊家	무용가	Dancer
나온 뒤	나온 뒤	After graduating
女敎員	여교원	Female teacher
하든	하던	Who used to do (Older spelling)
夫人	부인	Wife, Mrs.
知名한	지명한	Well-known, famous
名士	명사	Renowned person, celebrity
만흠에	많음에	At the fact that there are many (Older spelling)
正規	정규	Regular, formal
學歷	학력	Academic background
업는 분	없는 분	Person who does not have
體面	체면	Face, dignity, decorum
欄	란	Column (in a publication)
못적고 만다	못 적고 만다	End up writing only a few
勇氣	용기	Courage
名譽	명예	Honor, fame
行進	행진	Parade, march
들추기로	들추기로	To reveal, expose
언문	언문	Vernacular script (Hangul, often used slightly dismissively compared to Hanja)
看護婦	간호부	Nurse (Older term)
目前	목금	Recently, currently (Usage here seems to mean 'late' or 'recently deceased')
目不識丁字	목불식정자	Unable to recognize even the character '丁' (illiterate)
魚魯不辨	어로불변	Unable to distinguish between '魚' (fish) and '魯' (Lu) (illiterate)
豆太콩팟	두태콩팥	Beans-soybeans-kidney beans (Meaningless sequence implying illiteracy)
편지	편지	Letter
그리	그리	So, very, to that extent
대단한	대단한	Great, significant
글는 분	글 아는 분	Person who knows letters/is literate (Context suggests '글 모르는 분' - not highly literate)
風流	풍류	Refined tastes, artistic inclinations
文字	문자	Written characters, writing
不解	불해	Does not understand
조차	조차	Even
만코	많고	Are many and... (Older spelling)
無識쟁이다	무식쟁이다	Is an ignoramus (Older spelling)
傳道夫人	전도부인	Preacher's wife, female evangelist
지냇으니	지냈으니	Since she served as / spent time as
高級	고급	High class, high grade
學校門	학교문	School gate (metaphor for attending school)
출입못한	출입 못한	Could not enter/attend
紅顔美少女	홍안미소녀	Rosy-cheeked beautiful young girl
時代	시대	Era, period
