Magazine Title: 삼천리 제13권 제12호
Publication Date: 1941년 12월 01일
Article Title: 日ㆍ米ㆍ英의 太平洋戰爭!! (The Pacific War of Japan, America, and Britain!!)
Author: 崔麟 (Ch'oe Rin), 御手洗辰雄 (Mitarai Tatsuo), 高橋少將 (Major General Takahashi)
Article Type: 논설 (Editorial/Speech Record)

○ Speech Stenography On December 1st, at the Keijō Citizens' Hall (京城府民舘), a Grand Speech Meeting was held in response to the tense situation in the Pacific. This is a stenographic record of that night (Photos above show Messrs. Mitarai, Ch'oe Rin, Matsubara, and Takahashi, from top).

**Denouncing America's Self-Righteousness**
Ch'oe Rin, Head of the Chosŏn Wartime National Service Corps (朝鮮臨戰報國團長)

I do not wish to speak ill of the American people here. This is because they were our companions in the past, but arriving at today, I cannot but denounce the mistaken self-righteousness of the Americans.
Looking back, America pointlessly participated in the First World War, consuming much military force and matériel, dealing a great blow to the national spirit, and yet what did it ultimately receive as the reward for victory? <20> President Wilson went to Paris, held the Paris Peace Conference, and merely fell for the clever manipulations of France's Clemenceau and Britain's Lloyd George, creating only the thing called the League of Nations. This "League of Nations," which could not solve any of humanity's inequalities, was just like a snowman (雪達磨) made on a snowy day; when the sun came out, it melted and melted, and gradually even its form could not be found.

(Scene of the Speech Meeting that Night)

When creating the League of Nations at the Paris Peace Conference, if only they had opened a path for emerging nations to live, giving Germany a way to breathe and survive back then, perhaps today's Second World War might not have occurred. In that respect, the responsibility for this Great War truly lies with America and the Americans (Applause).
There is another aspect to America's self-righteousness. In our East, America sent much money and people to China (支那), building many schools, hospitals, and churches everywhere. However, ultimately today, the numerous believers, schools, and hospitals remain in China, while they alone were driven out. The one who benefited was China; the one who suffered loss was America alone (Applause).
Recently, I hear that Roosevelt and British Prime Minister Churchill held a summit meeting on a warship in the Pacific Ocean. I do not know what conspiracy they hatched, but according to newspaper reports, they decided to provide aid to Chiang Kai-shek even more actively. No matter how much they do so, it will only be America that suffers loss again.
In conclusion, the one responsible for this world turmoil is, more than anyone, America. <21> America holds the notion that only it is superior, that only it is supreme under heaven, and is immersed in its own self-righteousness.
I wish to offer them two pieces of advice from this podium. First, stop all interference in foreign countries, sticking your nose into the East here and the West there, withdraw, and return to the "Monroe Doctrine," guarding only the Americas.
Second, recognize well the true strength of our Japan and the historical destiny of Asia, join hands with Japan, and build a new order for the Eastern and Western worlds.
Truly, now is the time for America to reflect deeply. Time is short, so I will end here (Applause).
×××

**The Thousand-Year Decision of the Pacific**
Mitarai Tatsuo, President of Keijō Nippō (京城日報社長)

The enemies of the world, attempting to drive all of humanity into misfortune and war, are Britain and America. Britain, with the aim of ruling the world, has turned the 440 million people of its colonies, such as India and Egypt, into eternal slaves, and is now extending its dreadful demonic hand even to the East (Applause).
Furthermore, America, under the mask of justice and humanity, has oppressed the various races of the East for the past several decades. If these two countries, Britain and America, do not reflect at this time, the world turmoil will only expand further and further, and the restoration of peace will become increasingly hopeless. In other words, we must not forget that the enemies of world peace are the tyrannical America and Britain (Applause).
What direct actions has America taken against our Japan? After the Russo-Japanese War ended, it plotted Harriman's scheme to seize the South Manchuria Railway (南滿洲鐵道); there was the issue of excluding Japanese schoolchildren in California; and as part of the ideological war, Sanger's birth control advocacy, continuously oppressing the East and interfering in Asia's affairs, one after another without end. Recently, it has oppressed us by abrogating the commerce treaty and freezing assets, and furthermore, it is strengthening the blatant ABCD encirclement against Japan.
Consider Commodore Perry (「베두리」提督), known as the teacher of the oceans, who came to our country eighty years ago. According to American writings, he planned first to occupy Okinawa Prefecture, <22> establish a naval base there, and pressure Edo Castle with military force to open trade. If that's the case, shouldn't we today occupy Panama (巴奈馬), establish a naval base there, exert pressure on New York and Washington, make them cease their oppression of the East, and open trade? Wouldn't that fit their intentions? (Applause).
Gentlemen! Do we not possess Army, Navy, and Air Forces that boast of being invincible in the world? Even if the war takes three years, five years, or ten years, we have the conviction and determination to absolutely not lose to the likes of America. Our Imperial Army (皇軍) bears the grave mission of driving away the common enemy of mankind. Here, the one hundred million people must unite as one and advance on the path to victory.
To do so, we must equip ourselves with steadfast spiritual strength. We must not entertain the notion of "what if we lose?"
There is a saying in our country, "If you act with determination, even demons and gods will avoid you." (断じて行へは鬼神も避けゐ) Truly, to repel weak enemies like Britain and America, we must rise up resolutely with this powerful military strength and spiritual power. I shout this two, three times (Applause).
Ambassador Kurusu (來栖大使) is currently in Washington, conducting final peaceful negotiations. Of course, the future of these Japan-US talks cannot be predicted by anyone, but whether it results in peace or war, we must resolutely advance through this national crisis with indomitable courage (Applause).

**The Time for One Hundred Million Compatriots to Rise**
Major General Takahashi, Chief of Staff, Korean Army (朝鮮軍參謀長)

Today, with the objectives of the Holy War (聖戰) yet unachieved, the situation has reached a critical juncture, a pressing state of affairs that threatens the self-reliant existence of the Imperial Nation (皇國) and decides the rise or fall, the security or peril of the state.
Britain and America originally monopolized world industry and economy through aggressive policies, but recently, fearing the establishment of a European economic bloc by Germany and Italy, and an East Asian economic bloc centered on Japan, they strive desperately to preserve the old order to obstruct their formation. This tendency became particularly blatant after the formation of the Japan-Germany-Italy Alliance (日獨伊同盟), especially with the outbreak of the German-Soviet War (獨蘇戰爭), not only hindering our immovable national policy, the great task of constructing the New East Asian Order (東亞新秩序建 <23> 設), through aid to Chiang Kai-shek but also reaching the point of threatening the Empire's existence with an economic blockade, creating a situation that cannot be taken lightly.
The fundamental ideology behind Britain and America adopting such an attitude is precisely to obstruct the rise of the Empire and East Asia centered on the Empire, resulting from the construction of the New Order, and to keep East Asia under the economic hegemony of Europe and America, i.e., the old order. No matter what excuses they make, this truly goes against natural principles, deviates from humanity, and attempts to reverse the general trend of bloc economies in the world. If the Empire were to yield here, it is clear that the Empire would be increasingly compressed, lose its leading position in East Asia, and eventually find even its own existence difficult.
Therefore, the Empire must somehow break through this obstacle and bring about a major transformation of the situation. So, does our Empire have the strength to break through the situation and carry through its national policy (國是)? I think perhaps the people's conviction on this point might not be firm. This might be partly due to the inability to reveal the full picture because of military or state secrets, but another significant cause is believed to stem from insufficient understanding of the shifts in the situation accompanying the current European war, especially regarding the war potential of the hostile nations. Therefore, I will speak in some detail below about the war potential of various countries.
The Soviet Union (蘇聯) normally maintains 180 divisions with five million peacetime troops. In the German-Soviet war, its mobilized force exceeded ten million, but according to more reliable investigations, it has already lost five to six million. Although it still nominally possesses a force of four to five million in terms of numbers, its actual strength has fallen to less than one-third. The situation regarding airplanes and tanks is even worse. The Soviet army will likely flee east of the Volga River (볼가 河) in the future. In this case, should the German-Soviet war become protracted, the Soviet Union, maintaining a population of sixty million and an army of two million (about 70-80 divisions), even if it skillfully relocates current facilities to rebuild heavy industry and arms manufacturing, will only be able to exist as a second-rate nation, exhibiting merely one-third of its former capacity.
At the start of the German-Soviet war, there was a considerably strong force in the Far East (極東), but after the war began, about one-third of the elite troops, along with over 1,200 airplanes, tanks, etc., were gradually sent west to European Russia. The vacancies were filled with conscripts, so its war potential seems to have rapidly declined. However, the remaining military and civilians in the Soviet Far East are gradually learning of the great defeat of their home country and becoming engulfed in anxiety about the Far East.
Within the military, due to fear of Japan, border defenses were actually being strictly maintained, but due to anxiety about the homeland, poor supplies, excessive duties, etc., desertions and surrenders are occurring continuously. Recently, I inspected the ○○ area and witnessed three deserters just days before, and also the surrender of one non-commissioned officer the day before yesterday. Because of this situation, the Soviet Union <24> will likely strengthen the neutrality pact in the Far East. Therefore, unless the Soviet Far East receives heavy pressure from America or others, there is no reason for it to join hands with the Empire. Furthermore, the steadfast, victory-assured stance of our Great Kwantung Army (大關東軍) and the Korean Army (朝鮮車 - likely refers to the 朝鮮軍, Korean Army Command under Japan), which possesses the history of annihilating an enemy three times its size in the Battle of Zhanggufeng (張鼓峯戰) without using a single tank or airplane, truly serves as a great cornerstone for the defense of the north.
Next is Britain. It is true that they are strengthening the defenses of Hong Kong, Singapore, Burma (빌마), etc., but the British Army received a thorough blow from the German forces in last year's (?) campaign (likely referring to France/Dunkirk or Greece/Crete) and has not yet recovered its strength. On top of that, due to the need for strong defenses in the homeland, Egypt, and various regions of the Near East, they are in a state where they cannot increase their forces in the Far East. Its Navy must concentrate its main strength to secure its lifelines against Germany's blockade operations around the British Isles and Mediterranean operations. That is, both the Army and Navy rely entirely on America to protect the remnants of the old order. This tendency will intensify if Germany begins operations like the Caucasus (코-카사쓰) campaign.
It will become even more severe if the operation to land on the British mainland begins. It is well known that America possesses a superior and still undamaged Navy and Air Force. However, considering the Atlantic front, the technical difficulties of trans-Pacific operations, the excessive distance and scarcity of air bases, etc., the forces it can employ in the East are limited, and its war potential is nothing to fear. Especially its Army, having been tested in the Great European War, is already out of the question. Having outlined the war potential of these countries above, I will now speak about our own war potential.
While carrying out the China Incident (支那事變), we have unreservedly <25> strengthened our Army and Navy readiness out of the necessity to respond at any time to challenges from hostile third countries. That is, regarding the Army, what was consumed in the China Incident was only a portion of weapons, materials, etc. Munitions production has been increased and expanded, and military preparedness has been expanded epochally. Furthermore, with the threat from the north being incomparable to the past, while prosecuting the Holy War, we have ample surplus strength to resolutely carry out operations in any direction whatsoever. And through intense training day and night, the officers and men are truly burning with the conviction of certain victory. Also, the capacity for producing weapons, airplanes, and ammunition has advanced by leaps and bounds, reaching several times, even ten-odd times, that of before the Incident, putting us in a state where we can meet the demands of war at any time. On the other hand, the so-called total war (總力戰) posture, encompassing finance, treasury, industry, etc., essential for war, is being progressively strengthened, putting us in a state of absolute certain victory should a Japan-US war break out at any time. Moreover, even if it becomes a protracted war, based on self-sufficiency within the Greater East Asia Co-Prosperity Sphere (東亞共榮圈), depending on the people's determination, we are poised to forcefully continue for however many years it takes and see the construction of Greater East Asia through to the end.
However, war is prosecuted by the power of will, and the establishment of will comes from self-confidence. Therefore, understanding the international situation I have spoken of above and regarding our war potential, I am convinced that the people need to trust the government and, at the same time, possess the conviction that the Imperial Nation (皇國), as a divine land (神國), will certainly be victorious.
Now, the Empire is considering measures to break through the difficult times with attitudes ready for both peace and war. And whether the means <26> are peaceful or military, the success or failure will decide the national destiny of the Imperial Nation for the next thousand years. Now, the Army and Navy are poised to adapt to any sudden turn of events. The Imperial Army (皇軍) does not exist to fight; it exists to carry through the national policy (國是). Therefore, to prepare this posture, the people must not remain immersed in the old state of affairs but must exert all efforts for the execution of total war.
Originally, whenever the Japanese people faced difficulties, they united from top to bottom to overcome them, thereby protecting our glorious national polity (國體) and achieving ever greater prosperity day by day. The current difficulty is incomparably more profound and intense than the Mongol Invasions (元冠) or the Russo-Japanese War (日露雨役). Therefore, once we overcome this, we shall realize the great ideal of Hakko Ichiu (八紘一宇) here and truly see a great light in our future. Therefore, for a certain period, deeply embracing the mindset of living under wartime conditions, with perseverance and creativity, without thinking of personal or familial interests against each other, with the resolve to starve with the nation and rejoice with the nation, with an iron will for the貫徹 of national policy, let every last one of the one hundred million compatriots firmly resolve to offer themselves to the country and assist and uphold the eternal Imperial Plan (皇謨).
-End- <27>

**Summary**

This article, published on December 1, 1941, just days before the Pearl Harbor attack, compiles speeches from a rally in Keijō (Seoul). The speakers, Ch'oe Rin (a prominent Korean collaborator), Mitarai Tatsuo (Japanese newspaper president), and Major General Takahashi (Japanese military chief of staff in Korea), vehemently denounce American and British "self-righteousness" and "imperialism," blaming them for global conflict and the oppression of Asia. They justify Japan's actions as necessary for self-preservation and the creation of a "New Order" in East Asia, express unwavering confidence in Japan's military strength and spirit to overcome any challenge, including a protracted war with the US, and call for total mobilization and sacrifice from the populace ("one hundred million compatriots," including Koreans) to achieve victory and realize Japan's "divine" destiny under the Emperor. The speeches highlight Japan's escalating anti-Western propaganda, its justification for expansionism (Greater East Asia Co-Prosperity Sphere), and its assessment (or misassessment) of Allied and Soviet strength immediately preceding the Pacific War.

For historians, this article is significant as it captures the intense pro-war, anti-Allied atmosphere being cultivated in colonial Korea on the very eve of the Pacific War. The participation of Ch'oe Rin, a high-profile Korean figure heading a collaborationist organization (Chosŏn Wartime National Service Corps), demonstrates the mobilization of Korean elites into the Japanese war effort and the rhetoric used to align Korean interests with those of Imperial Japan against the West. It starkly reveals the pressures and propaganda faced by Koreans during this period, demanding unity and sacrifice for the Japanese Empire's perceived "Holy War." The military assessment by Major General Takahashi provides insight into the Japanese military's mindset and strategic calculations regarding potential adversaries (USSR, UK, US) at that critical juncture.

**Named Entities**

崔麟	최린	Ch'oe Rin
米國	미국	Miguk (America/USA)
英國	영국	Yŏngguk (Britain/UK)
太平洋	태평양	T'aep'yŏngyang (Pacific Ocean)
京城府民舘	경성부민관	Kyŏngsŏng Pumin'gwan (Keijō Citizens' Hall)
御手洗	미타라이	Mitarai
松原	마츠바라	Matsubara
高橋	타카하시	Takahashi
朝鮮臨戰報國團	조선임전보국단	Chosŏn Imjŏn Poguktan (Chosŏn Wartime National Service Corps)
第一次世界大戰	제일차세계대전	Che-ilch'a Segye Taejŏn (World War I)
巴里	파리	P'ari (Paris)
우윌손	우윌슨	Uwilson (Wilson)
佛蘭西	불란서	Pŏllansŏ (France)
쿠레만소-	클레망소	K'uremanso (Clemenceau)
로이도, 죠-지	로이드 조지	Roido, Chyoji (Lloyd George)
國際聯盟	국제연맹	Kukche Yŏnmaeng (League of Nations)
獨逸	독일	Togil (Germany)
第二次世界大戰	제이차세계대전	Che-ich'a Segye Taejŏn (World War II)
東洋	동양	Tongyang (The East/Orient)
支那	지나	China (China - archaic/derogatory term)
아메리카	아메리카	Amerika (America)
루-즈벨트	루스벨트	Rujŭbelt'ŭ (Roosevelt)
차-칠	처칠	Ch'a-ch'il (Churchill)
蔣介石	장개석	Chang Kye-sŏk (Chiang Kai-shek)
米洲	미주	Miju (The Americas)
日本	일본	Ilbon (Japan)
亞細亞	아세아	Asea (Asia)
京城日報	경성일보	Kyŏngsŏng Ilbo (Keijō Nippō)
御手洗辰雄	미타라이 타츠오	Mitarai Tatsuo
印度	인도	Indo (India)
埃及	애급	Aegŭp (Egypt)
日露戰爭	일로전쟁	Illo Chŏnjaeng (Russo-Japanese War)
南滿洲鐵道	남만주철도	Nam Manju Ch'ŏlto (South Manchuria Railway)
하리만	해리먼	Hariman (Harriman)
칼포니아	캘리포니아	K'alpornia (California)
쌍가-	생어	Ssangga (Sanger)
베두리	페리	Peduri (Perry)
沖繩縣	오키나와현	Ok'inawa ken (Okinawa Prefecture)
江戶	에도	Edo
巴奈馬	파나마	P'anaema (Panama)
紐育	뉴욕	Nyuyok (New York)
華盛頓	워싱턴	Hwasint'on (Washington)
來栖大使	쿠루스 대사	Kurusu Taishi (Ambassador Kurusu)
朝鮮軍	조선군	Chosŏn Kun (Korean Army - Japanese Command in Korea)
高橋少將	타카하시 소장	Takahashi Shōshō (Major General Takahashi)
伊太利	이태리	It'ari (Italy)
日獨伊同盟	일독이동맹	Il Dok I Tongmaeng (Japan-Germany-Italy Alliance/Tripartite Pact)
獨蘇戰爭	독소전쟁	Tokso Chŏnjaeng (German-Soviet War)
蘇聯	소련	Soryŏn (Soviet Union)
볼가 河	볼가하	Polga ha (Volga River)
極東	극동	Kŭktong (Far East)
大關東軍	대관동군	Tae Kwandonggun (Great Kwantung Army)
張鼓峯	장고봉	Changgo Pong (Zhanggufeng / Lake Khasan)
香港	홍콩	Hong K'ong (Hong Kong)
新嘉坡	신가파	Sin'gap'a (Singapore)
빌마	버마	Pilma (Burma)
地中海	지중해	Chijunghae (Mediterranean Sea)
코-카사쓰	코카서스	K'o-k'asasŭ (Caucasus)
歐洲	구주	Kuju (Europe)
東亞共榮圈	동아공영권	Tonga Kongyŏnggwŏn (Greater East Asia Co-Prosperity Sphere)
元冠	원관	Wŏn'gwan (Mongol Invasions)
日露雨役	일로전역	Illo Chŏnyŏk (Russo-Japanese War/Campaign - 雨役 likely typo/alt for 戦役)

**Glossary**

안슴니다	않습니다	Polite negative verb ending (older form of 않습니다)
-기때문이었다	-기 때문이었다	because it was (older spelling)
가태서	같아서	being like, because it is like (older spelling/pronunciation of 같아서)
차저볼길	찾아볼 길	way to find (older spelling)
여러노아서	열어놓아서	having opened up (older spelling)
만들어주섰다면	만들어 주셨다면	if (they) had made (honorific past conditional, older form)
이러나지	일어나지	(not) occur, (not) happen (older spelling)
듯건대	듣건대	according to what one hears (older form of 듣건대)
쪼겼어요	쫓겼어요	were chased out, were expelled (older spelling/form of 쫓겼어요)
덥적	덥적	onomatopoeia for grabbing or interfering abruptly (used figuratively here)
맛잡고	맞잡고	holding hands together, joining hands (older spelling)
끗나자	끝나자	as soon as it ended (older spelling)
직히는	지키는	protecting, guarding (older spelling)
모라넣으러	몰아넣으려	trying to drive into, trying to herd into (older spelling)
만드러노코	만들어 놓고	having made and left (older spelling)
이저서는	잊어서는	(must not) forget (older spelling)
멕궈감으로	메워감으로	by filling in, by replacing (older spelling of 메워감으로)
빠질수없는	빠질 수 없는	indispensable, essential (older spacing)
이리나드래도	일어나더라도	even if it occurs/happens (older form)
싸홈	싸움	fight, battle, war (older spelling)
파묻처	파묻혀	being buried in, being immersed in (older spelling)
國是	국시	National policy
獨善主義	독선주의	Self-righteousness, moral vanity, unilateralism
聖戰	성전	Holy War
皇國	황국	Imperial Nation (referring to Japan)
皇軍	황군	Imperial Army (Japanese Army)
八紘一宇	팔굉일우	Hakko Ichiu (Japanese political slogan meaning "world under one roof")
總力戰	총력전	Total War
東亞共榮圈	동아공영권	Greater East Asia Co-Prosperity Sphere
國體	국체	National polity (specifically referring to Japan's emperor system)
皇謨	황모	Imperial plan/design/policy


---------------------------


잡지명	삼천리 제13권 제12호
발행일	1941년 12월 01일
기사제목	日ㆍ米ㆍ英의 太平洋戰爭!!
기사형태	논설

日ㆍ米ㆍ英의 太平洋戰爭!!


○ 演說速記 十二月一日, 京城府民舘에서, 太平洋의 緊迫한 時局에 呼應하여 大演說會가 開催되었다. 이것은 當夜의 速記(寫眞은 上으로부터 御手洗, 崔麟, 松原, 高橋의 諸氏)


米國의 獨善主義를 排擊
朝鮮臨戰報國團長 崔麟

나는 이 자리에서 米國사람의 辱을 하고십지는안슴니다. 그것은 그들이 과거에 우리들의 동무였기때문이었으나 그러나 오늘날에 이르러는 米國人의 잘못된 獨善主義에 對하여 여기에 排擊치 않을 수 없습니다.
回顧컨대 米國은 第一次世界大戰當時에 空然히 參戰하여서 많은 軍隊와 軍需品을 消耗하고 國民의 精神에 큰 打擊을주면서 結局戰勝의 報酬로 바더드린것이 무엇인가하면,＜20＞ 大統領우윌손이 巴里에가서 巴里媾和會議를열고 佛蘭西의 쿠레만소-와 英國의 로이도, 죠-지의 巧妙한 弄絡에 너머가서 國際聯盟이란 것을 만들었을뿐이었습니다. 人類의 不平等을 아모 解決치도못하는이「國際聯盟」이란것은 恰似히 눈오는날 만들어 놓은 눈사람(雪達磨)과 가태서 해가나자 녹고 녹아서 차츰 그 形骸도 차저볼길이 없는것이있어요.


(當夜演說會場光景)

巴里媾和會議에 國際聯盟을 만들적에 萬一新興民族의 사라갈길을 여러노아서 저 獨逸로하여곰살려는 呼吸을쉬게 할길을 그때에만들어주섰다면 오늘의 第二次世界大戰은 이러나지 않었을는지몰나요, 그런 點에서 眞實로 이번 大戰의 責任은 米國及米國人에있다고 아니할 수 없습니다(拍手)
米國의 獨善主義는 또한가지가있어요, 우리 東洋에있어서 米國은 많은돈과 사람을 支那에보내여 各處에 學校와 病院과 敎會를많이만들었습니다. 그러나 結局오늘에 이르러 多數한 敎徒와 學校와 病院은 支那에그냥남어있고 저이들만 쪼겼어요 利益본것은 支那요 損을본것은 아메리카저혼자 뿐이었습니다(拍手)
요지음 듯건대 太平洋바다의 軍艦우에서 루-즈벨트와 英國首相차-칠이 洋上會談을하였다고하는데, 또 무슨 陰謀를 하였는지는 모르지만 新聞報道에 依하면 蔣介石援助를 一層積極的으로 하기로한다는데 아무리 그리하여야 또損보고 말것은 아메리카뿐일것입니다.
結局으로말하면 이번 世界大動亂의 責任者는 누구보다도 아메리카입니＜21＞다. 米國은 저만 優秀하고 저만 天下至上이란 觀念을 가지고 저혼자의 獨善主義에 잠겨있습니다.
나는 이 자리에서 두가지 忠告를 그들에게하고십습니다. 그것은 첫째는 東洋에와서「덥적」西洋에가「덥적」하는 式의 外國에 對한 一切의 干涉을말고 뒤로물너가서 米洲만 직히는「몬로-主義」로 도라가라함이며
둘째로는 우리 日本의 實力과 亞細亞의 歷史的運命을 잘 認識하여, 日本과 손을맛잡고 東西世界의 새로운 新秩序을 建設하라함이외다.
진실로 이때야말로 米國은 크게 反省할때인가합니다. 時間이없어 이것으로 끈침니다(拍手)
×××

太平洋千年의 決
京城日報社長 御手洗辰雄

世界의모든 人類를 不幸과 戰爭속에 모라넣으러하는 世界의 敵은 英國과 米國이올시다. 英國은 世界를 支配하려는 目的을 가지고 印度, 埃及等四億四千萬의 植民地人口를 永遠한 奴隷로만드러노코 다시 그두러운 魔手를 東洋에까지 뻗치고있는중에 있습니다(拍手)
또 米國은 正義人道의 假面아래 過去數十年동안을두고 東洋의 諸種族을 壓迫하여왔는데 이때에 英米두나라가 反省하는일이없다면 世界動亂은 더욱더욱 擴大되여 平和의 恢復은 더욱더욱 可望이없게 되어질것입니다. 다시말하면 世界平和의 敵은 暴惡한 米國과 英國인것을 우리는이저서는 안되겠습니다(拍手)
米國이 우리 日本에는 直接얻은일을하여왔든가, 그는 日露戰爭이 끗나자 南滿洲鐵道을 橫奪하려는「하리만」의 陰謀를하여왔고, 칼포니아에서 日本人學童排斥問題 또 思想戰의 一端으로 쌍가-夫人의 産兒制限等 뒤를이어 連續不絶히 東洋을 壓迫하여 亞細亞의일에 干涉하여왔고 近日에는 通商條約廢棄와 資産連結의 壓迫하여오며 더욱 나아가서느 露骨的인 A, B, C, D의 對日共同包圍陣을 强化하고있습니다.
생각건대 海洋의 恩師라고하는「베두리」提督이 八十年前 우리나라에 渡來하였는데 米國人의 記述을보면, 그는 몬저 沖繩縣을 占領하여 거기＜22＞에 海軍根據地을두고 江戶城을 武力으로 壓迫하여 通商을 열고저 計劃하였다고하였는대 그러면 우리가오늘 巴奈馬을 占領하여 거기에 海軍根據地을두고 紐育과 華盛頓에 壓迫을 加하여 그네들로하여곰 東洋壓迫을 中止케하고 通商을 열게하여야 그네의 뜻에맞을것이 아닙니까(拍手).
諸君! 우리에게는 世界의 無敵을자랑하는 陸海空軍이 嚴然히 存在하여있지안습니까 앞으로 戰爭이 삼年或은 五年, 十年이 걸닌다할지라도 絶對로 米國程度에 지지않을 信念과 決心이 있는것입니다. 우리의 皇軍은 人類의 共同의 敵을 물니처버릴 重大한 使命을 지니고있습니다. 여기에 一億國民은 한테뭉처가지고 勝利의길로 邁進하여야 하겠어요,
그러는데는 우리는 굳센 精神力을 가초지않어서는 안되겠습니다. 지면엇절가하는 觀念을가저서는 안되어요.
우리나라말에「斷じて行へは鬼神も避けゐ」라하는데 實로 英米와같은 微弱한 敵을 擊退함에는 우리는 이힘찬 武力과 精神力을가지고서 斷然히 이러나처버리지않으면 안될것을 두세번 부루짓습니다.(拍手)
지금 來栖大使는 華盛頓에 가서, 最後의 平和的折哀을하고있는데 勿論 이 日米會談의 前途는 아모나무에라고 推斷할수는 없습니다만은 우리는 和가되든지 戰이되든지 間에 不退轉의 勇猛心을 가지고 이 國難에 斷乎邁進하지않어서는 안되겠습니다.(拍手)

一億同胞奮起의 秋
朝鮮軍參謀長 高橋少將

聖戰目的을 아직 達成치못한오늘 皇國의 自立生存을 威脅하며 國家의 隆替安危를 決하는 緊急情勢로서 時局은 이제야말로 重大한 時機에이르렀습니다.
英米兩國은 본래 侵略政策으로 世界産業經濟를 壟斷했읍니다만는 最近獨伊에 依한 歐洲經濟뿔럭 日本을 中核로한 東亞의 經濟뿔럭의 成立을 危懼하여 그 成立을 阻害하기 위해서 極力九秩序를 固守하려고합니다. 그리하여 이 傾向은 日獨伊同盟의 成立後 特히 獨蘇戰爭의 勃發과함께 더욱더 露骨化되고 援蔣行動으로 我不動의 國인 東亞新秩序建＜23＞設의 大業을 妨할뿐아니라 經濟封鎖로서 帝國의 存立을 威脅함에 이르러 容易치못한 形勢가 되고말었습니다.
英米가 이와같은 態度를 取하는 根本理念은 卽新秩序建設에 依한 帝國及帝國을 中心으로한 東亞의 興隆을 阻止하기 爲하여 依然舊秩序, 卽東亞를 毆米의 經濟覇下에 있는 狀態에 둘려고합니다. 그들이 어떠한 辨解를 한다드래도 實로 天理에 反하며, 人道에 버서저 世界에있어서의 뿔럭經濟一般趨勢를 하는 同時에 逆行하려는것입니다. 만약에 帝國이여기 屈服한다면 帝國은 날로더 壓縮되여 東亞의 指導的地位까지 일른것은 勿論, 드디여는 自存까지 困難하리라는 明白한일입니다.
