잡지명	개벽 제49호
발행일	1924년 07월 01일
기사제목	一年만에 본 京城의 雜感, 하이카라가 느러가는 京城=尹心悳 音樂會를 보고. 朝鮮美展을 보고=土月會 李月華氏에게 (Miscellaneous Impressions of Kyŏngsŏng Seen After a Year, Kyŏngsŏng Increasingly High-Collar = Seeing Yun Sim-dŏk's Concert. Seeing the Chosŏn Art Exhibition = To Yi Wŏl-hwa of T'owŏrhoe)
필자	晶月 (Chŏngwŏl)
기사형태	소식 (News/Report)

Miscellaneous Impressions of Kyŏngsŏng Seen After a Year, Kyŏngsŏng Increasingly High-Collar = Seeing Yun Sim-dŏk's Concert. Seeing the Chosŏn Art Exhibition = To Yi Wŏl-hwa of T'owŏrhoe
						Chŏngwŏl

Coming into Kyŏngsŏng after living in vast, wide Manchuria makes one feel as if locked inside a small room with all the windows shut. In the streets of Kyŏngsŏng, it seems there are more sharply dressed young men in Western suits than before, and it appears as though almost everyone is wearing tortoiseshell glasses. The skirts of female students seem a bit longer than last year, and it looks like almost every lady, such as female teachers, is wearing a foreign silk top or a sheer double-layered *chŏgori*. The increasing extravagance is a very good thing, but considering the circumstances where every young man is idle and everyone says they can't survive and are dying, one cannot comprehend where the money comes from. Anyway, why are there so many idle people, and how will they manage if they all say they cannot survive? Compared to this, the place where we live seems like a different world. If things continue like this, the Korean people will all perish. This is a grave matter. Walking along the streets, it seems there are more restaurants than last year, and one sees several signposts reading "Unfamiliar Lawyer's Office." Also, I was startled to see the Anguk-dong-bound tram and the Yŏngch'umun-bound tram, which I hadn't seen last year.

Seeing the Concert
During the 20 days I was in Kyŏngsŏng, there were many concerts elsewhere, but at the Youth Hall alone, there were four concerts. I attended one of them.
I wish Mr. Kim Yŏng-hwan would stop playing the "Sonata" now. Even to my ears, hearing it occasionally, it has now become tiresome. If one is just going to look at the score and move one's hands without any thought or expression like that, even someone like me could probably do it. Is there really no other <86> material worth studying differently? I went because I heard the famous vocalist Ms. Yun Sim-dŏk was performing, and luckily had the chance. Her volume was sufficient, but it was an alto voice, not soprano. I don't know if her other solo performances were similar, but the two pieces she sang that day were more like *ch'angga* (popular songs) than music. Forcing expressions where there were none often came across as vulgar. And viewed favorably, one might call it lively, but it seemed overly fidgety. How about cultivating a more natural demeanor? Mr. Han Ki-ju's cool and composed attitude was filled with artistic spirit. I was very grateful. When the drawn-out, tapering notes didn't come out as intended, I wished I could reach out and pull them out myself if only I could. It was very difficult to listen to. In any case, I couldn't help but envy the genius both artists possess in music. And I sincerely wished for their success. Regarding the violin ensemble by all the members, rather than judging right or wrong, I was impressed, wondering how they managed to study music like that amidst their studies, and at the same time, I felt ashamed of myself. Mr. Hong Su-hu's violin playing sounded as if his technique hadn't improved much compared to when I heard him last year. I don't know if it was to earn entrance fees or to let people hear music, but seeing the invited seats completely full, it seemed like more than half the people got in for free, making me needlessly worry if they would even cover their expenses. Anyway, it seems music is becoming more widespread than last year. Seeing even middle school students here and there carrying violins and mandolins looks very hopeful and is a joyous thing.

Visiting the Chosŏn Art Exhibition
I went in to see it a couple of times since I could enter for free. Considering the judges' comments, compared to Oriental Painting or the Sculpture section, Western Painting generally showed improvement. Thus, while there was a significant difference between superior and inferior works in Oriental Painting, in Western Painting, the standard was relatively consistent, with little difference between accepted and rejected works. Therefore, while there was a second prize in Oriental Painting, they said they couldn't award a second prize in Western Painting, not because they didn't want to, but because the works weren't good enough. In any case, regardless of the section, it was a stricter selection compared to the first or second exhibition, and simultaneously a great advancement. In Japan too, various exhibitions like the *Teiten* (Imperial Art Exhibition), *Nika* (Nika Association), or *Kōfūkai* (Kofu Association) reached a considerable level of skill by their third iterations. Therefore, the Chosŏn Art Exhibition also holds great promise from this point onwards. Thus, it is no longer the time for us to merely imitate Western-style painting; rather, by using Western painting tools and brushes, and Western canvas, while we already have choices regarding <87> painting methods and tool selection, the expression of individuality through local color or national character must possess a uniquely Korean expressive power, necessarily different from purely Western styles! Though I cannot list and critique each work at length here, generally speaking, the accepted works in any section can be said to be comparatively better. Although there might be superior pieces among the rejected works, one generally has to take the accepted works as the standard. I believe the feeling of reminiscence was very well expressed in Mr. Yi Chong-u's "Recollection" (追憶). However, the brushwork where the flowerpot was painted too large caught the eye too soon within the frame. Mr. Kim Ch'ang-sŏp's "Back Alley of the Church" (敎會의 裏路) is one of the paintings I liked. I particularly enjoy the color of the ground and the shadow. In Mr. Pak Yŏng-nae's "Morning Glow" (韶光), the figure looked too much like a doll. Mr. Wŏnjŏn Un-ung's "Hill" (丘) is also one of the paintings I liked. Although the woman's face was too wide horizontally, achieving harmony with pinkish tones throughout created a very warm feeling. I don't know how to appreciate calligraphy or the Four Gracious Plants (四君子), but among the Japanese paintings, Mr. Miho Toshiaki's (三戶俊亮) "Mineral Spring" (藥水) and Ms. Mametatsu Hideko's (豆立秀子) "Early Spring" (早春) were the works showing the most artistic beauty. The mediocrity resulting from the overall improvement means there were no particularly noteworthy works, which is a desolate and regrettable matter.

Seeing the T'owŏrhoe Performance and To Ms. Yi Wŏl-hwa
The world-famous play "Katyusha" by Tolstoy—I had previously seen Matsui Sumako perform it when I was in Tokyo. Seeing it again for the second time in Kyŏngsŏng was a very joyous occasion. Entering the theatre—I noticed many ladies from traditional families. Also, it was strangely unfamiliar to see that the lower-level seats were more than half-filled with middle school student caps. Korea must be the only place where middle school students, rather than specialized school students, neglect their studies to attend such spectacles. Looking around again, the special seats were empty, while the invited seats were full. It seemed all the newspaper reporters had gathered, and there were quite a few detectives and policemen as well. The gentlemen who could afford special or first-class tickets were all sitting there for free, while the third-class seats were truly packed. I worried needlessly whether they would manage to even cover their expenses like this. And I sympathized, though ineffectively, with the self-sacrificing attitude of the entire T'owŏrhoe troupe. I wondered if, relative to the stage's lack of depth, the background paintings weren't drawn too small. I thought that if things like tree leaves or flowers were drawn a bit larger, the stage might appear wider and deeper. It would have been nice if Duke Nekhlyudov had been more masculine, lively, and innocent. <88> And in the first act, when the Duke visits his aunt's house and paces the room before Katyusha enters, he didn't just sit quietly like a Russian person but strode around restlessly in all directions. Regarding this actor, there was nothing praiseworthy in his expression, posture, or speech; rather than merely ordinary, he was too mechanical. It is a great shame that his seeking out Katyusha in the second act to apologize, or his farewell in the final part of the third act, failed to provoke any sort of piercing emotion in the audience. Ms. Yi Wŏl-hwa's portrayal of Katyusha was indeed admirable. In the first act, her line upon meeting the Duke with joy, "Hearing that Your Excellency had come, my heart went *ukseol ukseol* (욱설욱설)," sounded very jarring—what meaning does the description *ukseol ukseol* convey? Isn't "my heart pounded" (*kaseumi tugun tugun* 가삼이 두군두군) the usual expression? I think the person who translated the script couldn't have been unaware of this, so I assume there must be some profound meaning behind using such a word. The second act was a great success. Her most natural demeanor deeply pierced the audience. In the final farewell of the third act, while it's natural that her heart would soften thinking of their past initial love, compared to the second act, she was too weak, too servile. And the most important line in the third act, "I will not marry you because I love you," was repeated several times but got lost amidst other dialogue, becoming mumbled, which was very regrettable to hear. I had hoped she would deliver it more forcefully, perhaps with different words. Anyway, Ms. Yi Wŏl-hwa is a great success. I envied her talent and sincerely wished and prayed for her continued success. This is a separate point, but in the second act, when Katyusha realizes it's the Duke and shouts, instead of "Why did you come?" (*Wae wasso* 웨 왓소), if she had said "*Wae wanni*" (왜 왓니 - informal), the resentful tone might have been stronger. And in the third act, instead of the Duke saying to Katyusha, "Marry me" (*Nahago honin hae tao* 나하고 혼인해 다오), if he had said, "Please marry me" (*Nahago honin hae chusio* 나하고 혼인해 주시오), his repentant psychology might have been clearer. Adhering strictly to who was the aristocrat and who was the lowly maid seemed excessively frustrating. However, it is said that in Russian custom, the closer people are, the more they use informal address (*haera* 해라). Thus, if the word "dangsin" (당신 - formal 'you') appears between husband and wife, it supposedly signals the day of divorce. Seen in this light, perhaps the Duke strictly using *haera* towards Katyusha could be considered more intimate. Then why couldn't Katyusha use *haera* towards the Duke? Hmm, perhaps because he is someone she hates and resents, she must use honorifics. Since the script is Russian, should it follow Russian customs, or since the language is Korean, should it follow Korean linguistic psychology? I am sure the translator also agonized over this. <89>

**Summary**

Writing in 1924, "Chŏngwŏl" shares impressions of Kyŏngsŏng (Seoul) after a year's absence, noting increased Westernization ("high-collar" styles, trams) juxtaposed with widespread unemployment and complaints of poverty. The author critiques a concert featuring Yun Sim-dŏk and others, finding fault with technical execution and expressiveness but acknowledging talent and the growing popularity of Western music. A review of the 3rd Chosŏn Art Exhibition praises general progress, particularly in Western painting, while lamenting a lack of standout masterpieces and urging for a distinctly Korean artistic identity using Western techniques. Finally, the author reviews a T'owŏrhoe production of Tolstoy's "Katyusha," commending Yi Wŏl-hwa's performance in the title role despite some criticisms of her delivery and the male lead's acting, and reflects on translation choices regarding levels of formality in dialogue. The article offers valuable glimpses into colonial Korean society: the adoption of modern trends alongside economic hardship, the developing arts scene grappling with Western influence and the search for national expression, audience demographics (students attending theatre), and detailed critiques of specific artists and performances. Historians might find the commentary on social stratification, cultural hybridity (Western arts, Russian literature adapted for Korean stage), economic anxieties, and the specific critiques of artistic standards particularly insightful.

**Named Entities**

京城	경성	Kyŏngsŏng
滿洲	만주	Manchuria
尹心悳	윤심덕	Yun Sim-dŏk
金永煥	김영환	Kim Yŏng-hwan
韓긔주	한기주	Han Ki-ju
洪水厚	홍수후	Hong Su-hu
安國洞	안국동	Anguk-dong
迎秋門	영추문	Yŏngch'umun
朝鮮美術展覽會	조선미술전람회	Chosŏn Misul Chŏllamhoe (Chosŏn Art Exhibition)
帝展	제전	Teiten (Imperial Art Exhibition)
二科	이과	Nika (Nika Association)
光風會	광풍회	Kōfūkai (Kofu Association)
李鍾禹	이종우	Yi Chong-u
金昌燮	김창섭	Kim Ch'ang-sŏp
朴榮來	박영래	Pak Yŏng-nae
遠田運雄	원전운웅	Wŏnjŏn Un-ung (likely Onoda Un'yū)
三戶俊亮	삼호준량	Miho Toshiaki
豆立秀子	두립수자	Mametatsu Hideko (likely Mametate Hideko)
土月會	토월회	T'owŏrhoe
李月華	이월화	Yi Wŏl-hwa
톨스토이	톨스토이	Tolstoy
까츄샤	카츄샤	Katyusha
東京	동경	Tokyo
松井須磨子	송정수마자	Matsui Sumako
네푸리드公爵	네플류도프 공작	Duke Nekhlyudov
아라사	러시아	Russia

**Glossary**

雜感	잡감	Miscellaneous thoughts or impressions
하이카라	하이칼라	High-collar (refers to Westernized fashion/style, from English)
느러가는	늘어가는	Increasing, growing (older spelling)
갓고	같고	Like, as if; and (older spelling)
업는	없는	Without, lacking (older spelling)
왜사적삼	외사적삼	Outer silk jacket (likely imported)
조흔	좋은	Good (older spelling)
노라리오	놀으리오	Likely means 'intending to idle/play' (archaic/dialectal form)
엇더케	어떻게	How (older spelling)
만코	많고	Many, much (older spelling)
보너래면	보노라면	While looking/watching (older spelling)
낫서룬	낯설은	Unfamiliar (older spelling)
씨운	쓰인	Written (older spelling)
군대	군데	Place, spot (older spelling)
놀낫다	놀랐다	Was surprised (older spelling)
잇슬	있을	To be, existing (older spelling)
잇섯다	있었다	Was, existed (older spelling)
햇스면	했으면	If one did (older spelling)
조켓다	좋겠다	Would be good (older spelling)
실징	싫증	Tiresomeness, boredom (older spelling)
업시	없이	Without (older spelling)
듯기에	듣기에	To listen to, in listening (older spelling)
이엿다	이었다	Was (copula) (older spelling)
거슨	것은	Thing (subject marker) (older spelling)
만핫다	많았다	Was much/many (older spelling)
갓햇다	같았다	Was like (older spelling)
엇더할는지	어떠할는지	How it might be (older spelling)
하엿다	하였다	Did (older verb ending)
십헛다	싶었다	Wanted to (older spelling)
마지 못햇다	마지못했다	Could not help but (older spelling)
빠이욜닁	바이올린	Violin (older phonetic transcription)
붓그러웟셧다	부끄러웠었다	Was embarrassed (older spelling)
들녓다	들렸다	Was heard, sounded like (older spelling)
뵈니	보이니	Appears to be, looks like (older spelling)
부즈럽시	부질없이	Needlessly, futilely (older spelling)
깃분	기쁜	Joyful, happy (older spelling)
잇슴으로	있음으로	Because there is/are (older spelling)
엄선	엄선	Strict selection
발서	벌써	Already (older spelling)
아니오	아니요	No; not X but Y (conjunction)
거실다	것이다	Is the thing that... (future/assertion ending) (older spelling)
업스나	없으나	Although there isn't (older spelling)
밧게	밖에	Only, outside of (older spelling)
넘우	너무	Too, excessively (older spelling)
몬저	먼저	First, beforehand (older spelling)
띄웟다	띄었다	Stood out, was noticeable (older spelling)
조와하는	좋아하는	To like, favorite (older spelling)
얼골이	얼굴이	Face (older spelling)
퍼젓스나	퍼졌으나	Spread out, but (older spelling)
되엿다	되었다	Became (older spelling)
띄운	띈	Showing, displaying (a quality) (older spelling)
업는이만치	없는 이만치	To the extent that there isn't (older spelling)
제처노코	제쳐놓고	Setting aside, ignoring
밧게	밖에	Other than, except
모혀든	모여든	Gathered (older spelling)
뜰더 쓰게	뜯어 쓰게	To manage to cover costs (colloquial/older form?)
될가	될까	Will it be possible? (older spelling)
다웁고	답고	-like, befitting (older spelling)
엿스면	였으면	If it were (older spelling)
조흘	좋을	Good (adjectival form) (older spelling)
업섯다	없었다	Was not, did not exist (older spelling)
하여곰	하여금	Make/let someone do (causative particle)
맛나	만나	To meet (older spelling)
말삼을	말씀을	Words, speech (honorific) (older spelling)
드르니	들으니	Upon hearing (older spelling)
헷서요	했어요	Did (polite) (older spelling)
매오	매우	Very (older spelling)
거실니게	거슬리게	Jarringly, gratingly (older spelling)
아니겟는대	아니겠는데	Although it likely isn't (older spelling)
밧게	받게	To receive (older spelling)
겟지만	겠지만	Although it may be (older spelling)
어믈어믈해	어물어물해	Mumbling, indistinctly
아깝엇섯다	아까웠었다	Was regrettable, pitiful (older spelling)
주엇스면	주었으면	If one gave (older spelling)
줍소서	주소서	Please give (deferential imperative)
이지마는	이지만은	Although it is (older spelling)
웨	왜	Why (older spelling)
갓햇고	같았고	Was like, and (older spelling)
직히는	지키는	Observing, keeping (older spelling)
갓가온	가까운	Close, near (older spelling)
일스록	일수록	The more X, the more Y (older spelling)
밋고	밉고	Hateful, and (older spelling)
쓰야	써야	Must use (older spelling)
할는지	할는지	Whether to do (uncertainty) (older spelling)
-e 

---------------------------


잡지명	개벽 제49호
발행일	1924년 07월 01일
기사제목	一年만에 본 京城의 雜感, 하이카라가 느러가는 京城=尹心悳 音樂會를 보고. 朝鮮美展을 보고=土月會 李月華氏에게
필자	晶月
기사형태	소식

一年만에 본 京城의 雜感, 하이카라가 느러가는 京城=尹心悳 音樂會를 보고. 朝鮮美展을 보고=土月會 李月華氏에게
						晶月
넓고 큰 滿洲에서 살다가 京城을 드러서면 마치 반간 방 속에다가 잡아느코 사방 창을 잠그는 것 가튼 기분이 생긴다. 京城市街에는 쏙쏙 뽑은 청년 양복쟁이가 전보다 만하진 것 갓고 또 대모테 안경 안 쓴 사람이 업는 것 가티 보인다. 여학생의 치마 기리는 작년보다 조곰 길어진 것 갓고 여교사 가튼 숙녀 처노코 왜사적삼 생수겹저고리 아니 입은 이가 별로 업는 것 갓다. 점점 사치스러워가는 것은 대단히 조흔 일이나 청년마다 노라리오 사람마다 살 수 업서 죽겟다는 형편에 비하면 웬 세음인지 알 수가 업다. 하여간 왜 그리 노는 사람이 만코 그러케 모다 살수 업서서 엇더케 할는지 우리 사는 곳은 이에 대하면 별천지 갓다. 이러케 살다가는 조선사람은 다 죽게 되겟다. 큰일 난 일이다. 길가에 다니며 보너래면 작년보다 요리집이 만하진 것 갓고 낫서룬 변호사사무소라고 씨운 말둑이 여러 군대 보인다. 그러고 작년에 보지 못하든 安國洞行 전차와 迎秋門行 전차를 보고 깜작 놀낫다.

音樂會를 보고
내가 20일간 京城에 잇슬 동안 다른 곳에도 만히 잇섯거니와 청년회관에서만 음악회가 네 번 잇섯다. 나는 其中에 한 번 가서 보앗다.
金永煥氏의 「소나다」는 인제 고만 햇스면 조켓다. 이따금 가는 내 귀에도 인제는 실징이 나다십다. 그가티 아모 생각도 업고 표정도 업시 눈만 보고 손만 놀리랴면 우리 가튼 사람도 할 것 갓다. 좀 달리 공부할만한 ＜86＞ 재료가 그다지도 업는지! 안저 듯기에 하도 유명한 성악가 尹心悳氏이기에 마침 기회가 잇서 드러 간 것일다. 음량은 충분하나 쏘푸란音이 아니오 알터音 이엿다. 다른 때 독창한 것도 그러한지 모르지만 이 날 두 가지 독창한 거슨 음악이란 것보다 唱歌이엿다. 업는 표정을 일부러 내는 것은 비열한 편이 만핫다. 그러고 好意로 보면 활발하다고 할는지 넘우 껍적대는 것 갓햇다. 좀 자연한 태도를 갓도록 수양하는 것이 엇더할는지! 韓긔주氏의 냉정하고도 침착한 태도에는 예술적 기분이 충만하엿다. 매우 감사하엿다. 길게 햇다 가늘게 빼는 소리가 마음과 가티 나오지 아닐 때는 나라도 할 수만 잇스면 잡어 빼주고 십헛다. 듯기에 매우 힘들엇다. 하여간 兩氏의 음악에 天才게신 것을 부러워하기 마지 못햇다. 그러고 兩氏의 성공을 心祝하엿다. 회원 일동의 빠이욜닁 합주에는 잘잘못보다도 공부하는 어느 여가에 그가티 음악공부를 하엿슬가 하고 감복하는 동시에 스스로 붓그러웟셧다. 洪水厚氏의 빠이욜닁은 작년 듯든 때나 기술의 진보가 별로 나을 것 업시 들녓다. 입장료를 벌기 위함인지 음악을 들녀주기 위함인지는 모르겟스나 초대석에 滿員을 보면 거저 드러간 사람이 태반이나 되여 뵈니 빗이나 아니 지는지 부즈럽시 걱정이 되엿다. 하여간 작년보다도 더 음악은 보급되는 모양 갓다. 중학생 중에도 희끗희끗 빠이욜닁 만돌닁 끼고 가는 것을 보면 대단이 희망 잇서 보이고 깃분 일일다.

朝鮮美術展覽會를 구경하고
