Rank	Word	Frequency
1	말	340
2	하야	335
3	사람	225
4	朝鮮	193
5	나	181
6	선생	162
7	우리	152
8	생각	150
9	가티	123
10	가지	111
11	문제	105
12	다시	101
13	상직	99
14	섯다	90
15	창호	87
16	만수	86
17	소리	79
18	사회	74
19	집	74
20	안이	70
21	제군	69
22	무엇	68
23	기사	67
24	그것	67
25	동포	64
26	토지	63
27	보고	63
28	中國	62
29	안해	62
30	대한	57
31	학생	57
32	하나	54
33	자기	54
34	지금	51
35	인간	51
36	무슨	49
37	서서	47
38	너	47
39	더욱	46
40	계급	46
41	생활	46
42	사실	44
43	눈	44
44	이상	43
45	손	43
46	노동자	42
47	사랑	42
48	자긔	42
49	세상	41
50	또한	41
51	농업	41
52	소작인	40
53	이오	39
54	동안	39
55	제도	39
56	그때	39
57	조선	38
58	海外	38
59	동시	37
60	여러	37
61	잡지	36
62	리하	36
63	누구	36
64	하엿다	35
65	대하	34
66	다른	34
67	모든	34
68	개벽	32
69	발행	32
70	제목	32
71	형태	32
72	모양	32
73	英國	32
74	다만	32
75	제호	31
76	민족	31
77	물	31
78	수가	31
79	주의	30
80	上海	30
81	그러케	30
82	발	30
83	시골	30
84	보아	29
85	관계	29
86	사상	29
87	마음	29
88	친구	29
89	이야기	28
90	노동	28
91	서로	28
92	농민	28
93	소작	28
94	그대로	28
95	입	28
96	청년	28
97	일이	27
98	안코	27
99	고통	27
100	서울	27
101	인물	26
102	지주	26
103	때문	26
104	얼마나	26
105	불	26
106	잇슬	25
107	가장	25
108	아모	25
109	해산	25
110	소식	24
111	과연	24
112	거리	24
113	까닭	24
114	주인	24
115	학교	23
116	이제	23
117	가치	23
118	머리	23
119	다가	23
120	얼마	23
121	말슴	23
122	한번	22
123	세력	22
124	자연	22
125	조직	21
126	일반	21
127	미국	21
128	로써	21
129	마는	21
130	여보	21
131	형제	21
132	박사	21
133	필자	20
134	일본	20
135	기타	20
136	시간	20
137	지방	20
138	안방	20
139	처음	20
140	슴니	20
