Magazine Title: 삼천리 제12권 제10호
Publication Date: 1940년 12월 01일
Article Title: 二千三百萬民衆의 團結 (Unity of the 23 Million People)
Article Type: 논설 (Editorial/Discourse)

Unity of the 23 Million People
Establishment of the New Order for the Peninsula - Governor-General Minami's Speech of Resolve -

(Above) To discard the self, return to oneness with the Emperor (天皇), and devote our entire being to serve the nation is the essence of the Japanese spirit. In times of national emergency, it is the tradition of our national polity (國體) that this spirit coalesces to form the solid system of All People Assisting the Imperial Rule (萬民翼贊).

In Chōsen, for the past two and a half years, aiming at the execution of national policy through the thorough permeation of the spirit of the national polity, the National Spiritual Mobilization Movement has been continuously strengthened. Its lower-level organization, the Patriotic Units (愛國班), encompassing the total number of households within the territory, has built up appropriate spiritual training for the current situation, reaching the present day. However, following changes in internal and external circumstances, this movement required further concrete expansion. Therefore, the other day, this humble servant [referring to himself, Minami] reorganized the Chōsen League [likely referring to the National Spiritual Mobilization Chōsen League] and initiated a new start with a new structure. That is, taking the opportunity of personally stepping forward (挺身) to concurrently serve as the head of the nationwide unity system, I resolved to initiate the new order as follows.

Namely, based on the fundamental principle of the national polity, truly raising the substance of Japan-Korea Unity (內鮮一體), promoting renewal and tension across the entire front of wartime national life in nationwide unity, and as a method to achieve the reality of Self-Annihilation for the Public Good (滅私奉公) towards the nation's objectives, the various movements in all sectors, both material and spiritual, including the existing National Spiritual Mobilization Movement and the Rural Village Promotion Movement, will be integrated into the National Total Strength Movement (國民總力運動). The National Mobilization League of Chōsen (國民總力朝鮮聯盟) will be organized, with the Governor-General of Chōsen personally assuming the position of President (總裁). Maintaining an inseparable relationship (表裏一體) with the Governor-General's administration and close coordination with the administrative structure, we intend to achieve perfection in guidance and practice.

The Rural Village Promotion Movement (農山漁村振興運動) has been carried out successively through annual plans since Shōwa 7 [1932]. The results of economic regeneration for small farming households in the guided villages are highly commendable. It has cooperated with the National Spiritual Mobilization Movement in providing guidance and enlightenment in both material and spiritual aspects. However, unifying these systems and organizations at this time, combining their leadership capacity <68> and concentrating guidance from various sectors towards common targets will maximize the effectiveness of both movements. Furthermore, I believe it is extremely appropriate for eliminating duplication in the administrative organizational network.

In urban areas, various trade organizations (同業團體), including Chambers of Commerce and Industry (商工會議所), exist. Their initial purpose was to promote the common interests of merchants and industrialists. However, realizing the fact that under wartime conditions, one cannot simply look after the interests of merchants and industrialists while ignoring the interests of the nation as a whole, a trend towards cooperation with economic national policy, that is, support for the principle of prioritizing public interest (公益優先), has recently become visible among these various organizations. This is gratifying, and at the same time, this trend needs to be thoroughly pursued through the completion of its organization. Naturally, it must be included within the National Total Strength system and guided towards the path of service to the nation.

Influential organizations such as various patriotic groups, cultural groups, ideological groups, and religious groups will be encompassed <69> within this new movement. Spanning various sectors including administration, economy, and culture, under a truly unified top-down, government-civilian strong new organization, without distinction between organizations and individuals, each person, in their respective place, will exert their full strength for the nation. Achieving the reality of this so-called Workplace Service (職域奉公) constitutes the guiding principle and policy of this movement's organization.

Newly Organized National Mobilization League Officers
President: Governor-General Minami (南總督)
Vice-President: Administrative Superintendent Ōno (大野政務總監)
Advisors:
Army Commander Nakamura (中村軍司令官)
Commander of Chinkai Naval Port Department Tsukahara Nisaburō (鎭海要港部司令官 塚原二四三)
Commander of Keijō Division Shichida Ichirō (京城師團長 七田一郞)
Commander of Ranan Division Kōzuki Yoshio (羅南師團長 上月良夫)
Army General Mishima Yoshiyuki (陸軍大將 三島義之)
Vice-Chairman of the Central Council Yun Tŏgyŏng (中樞院副議長 尹德英)
President of Keijō Imperial University Shōda Chisaku (京城帝國大學總長 條田治策)
Councillors (參與):
Officials related to the Army in Chōsen (朝鮮軍關係官)
Officials related to the Gendarmerie in Chōsen (朝鮮憲兵隊關係官)
Officials related to the Chinkai Naval Port Department (鎭海要港部關係官)
Chief Justice of the High Court Hara Shōtei (高等法院長 原正鼎)
Chief Prosecutor of the High Court Masunaga Shōichi (高等法院檢事長 增永正一)
Chief Secretary of the Office of the Yi Royal Household Yi Hangg'u (李王職長官 李恒九)
President of Chōsen Development Co. Ninomiya Harushige (朝鮮拓殖總裁 二宮治重)
President of the Oriental Development Company Sasaki Komanosuke (東洋拓殖總裁 佐佐木駒之助)
Chairman of the Chōsen Chamber of Commerce and Industry Hitomi Jirō (朝鮮商工業會議所會頭 人見次郞)
Directors (理事):
Ōtake Jūrō (?), Mizuta Naomasa, Hozumi Shinrokurō, Yumura Tatsujirō, Miyamoto Gen, Shiobara Tokisaburō, Mitsuhashi Kōichirō (?), Yamada Chūji, Yamada Shinjūrō, Matsuzawa Tatsuo, Suwa Tsutomu, Nishioka Yoshijirō, Usui Chūhei (?), Nobuhara Sei (?), Kawakishi Bunzaburō, Ukawa Kyōgen (?), Officials related to the Army in Chōsen, Officials related to the Gendarmerie in Chōsen, Yanabe Eizaburō (?), Hayashi Shigeki, Kataoka Tsutomu, Matsubara Jun'ichi, Hayashi Shigezō (?), Tagawa Tsunejirō (?), Mitarai Tatsuo, Hagiwara Hikozō, Kan Yoshikuni (?), Yun Ch'iho (尹致昊)
Ko Wŏnhun (高元勳)
Ch'oe Rin (崔麟)
Han Sangnyong (韓相龍)
Kim Yŏnsu (金秊洙), O Ch'ŏnsŭngu (?), Son Yŏngmok (孫永穆), Inoue Kiyoshi (?), Pak Hŭngsik (朴興植), Kada Naoji (?), Kamiuchi Gensaku (?), Igaki Keifuku (?), Tani Takuma (?), Matsumoto Makoto (?), O Ch'ŏlsŏn (吳喆善)
Kim Tamyŏng (?) (金田明)
Kim Sŏngsu (金性洙), Kikuyama Shiken (?), Kusama Hideo (?)

Structure and Operation of the New System
As for the structure of the new system, the National Mobilization League of Chōsen (國民總力朝鮮聯盟) is organized centrally. The Governor-General serves as President (總裁), and the Administrative Superintendent as Vice-President (副總督 - *Note: text says 副總裁 earlier, likely a typo here or meant equivalent role*). A Steering Committee as the core body to deliberate and decide on the basic policies of this movement, the League Directorate (聯盟理事會) as the executive body, and a Secretariat (事務局) will be established. Together with the functions of communication from lower to upper ranks (下意上通) such as the President's advisory bodies—the Council of Advisors (顧問), Council of Councillors (參與會), and Council of Representatives (評議會)—this structure is intended to drive forward the national total strength.

Therefore, in the local organization as well, following this model, a vertical and horizontal network of the League organization will be extended parallel to each administrative unit from the Province downwards. This follows the same policy as the previous National Spiritual Mobilization movement's organization. The basic organization, the Patriotic Units (愛國班), will be kept as is, and thoroughly reorganized and strengthened to the remotest corners of all Chōsen, so that all 23 million people are encompassed within it.

Thus, the main points where this new system differs from the previous one are: first, as a result of the Governor-General concurrently holding the position of League President, the administrative structure and the national movement organization become completely unified, strengthening the driving force; second, the guidance, encouragement, and facility-related subsidiary organizations of various existing spiritual movements and various promotional/incentive programs will undergo developmental integration towards the same targets—the Town/Neighborhood/Village/Hamlet Leagues (町洞里部落聯盟) and the Patriotic Units—and be unified under the Total Strength Movement. The spirit and motivation behind deciding on this new structure must be clearly recognized by all officials and civilians.

Regarding the operation of this movement, matters requiring your particular attention are: (a) Make it clear to the general public that this movement is not a political movement, but thoroughly a service-oriented practical movement (奉仕的 實踐運動). That is, the reason the name "Imperial Rule Assistance" (大政翼贊) from the political new order in the Mainland (內地) was not used for this movement organization, considering the situation in Chōsen, is that its meaning would not be understood by the general populace and could easily lead to the misunderstanding that it is a political movement. It must be made clear at every opportunity that the name National Total Strength Movement signifies nothing other than exerting total strength in unity and cooperation, with each person offering sincerity through Workplace Service (職域奉公) in their respective place for the sake of the nation.
(b) It should be made known that the names "Spiritual Mobilization" (精動 - *abbreviation*) and "Rural Promotion" (農振 - *abbreviation*), which have become familiar in rural villages, have now been integrated and unified into the National Mobilization League. And through the comprehensive expansion and整備 (maintenance/reorganization) of the Patriotic Units, repeated training should be accumulated at every opportunity <70> to aim for the vigorous and lively development of the singular movement of the National Mobilization League.
(c) Sectional attitudes (割據的 觀念) within government offices must be swept away. That is, National Mobilization Divisions (國民總力課) will be newly established in the Government-General (本府) and each Provincial Office, integrating the affairs of the former National Spiritual Mobilization and Rural Promotion sections. Since the structure is designed to coordinate the policies of each bureau and division and concentrate administrative efforts on the single goal of demonstrating national total strength, the bad habit of sectionalism arising from each work area, which occasionally led to deficiencies in horizontal communication, must be resolutely swept away. At the same time, efforts should be made to extend this new concept to civilian society as well, thereby solidifying the cooperative structure.
(d) This movement should be used as an opportunity to strive for a major renewal (一大更新) of the spirit and ideology of officials and civilians. That is, the basic concept of the new system lies in All People Assisting Imperial Rule (萬民翼贊) and Workplace Service (職域奉公). Therefore, regardless of rank in the case of officials and civilians, it must be emphasized at every opportunity that their labor is not the pursuit of each individual's profit, but rather has the solemn meaning of each person participating in the war effort on the home front (銃後) and serving the nation through their function (職能報國), with the same mindset as a conscripted soldier gladly offering their life to Sovereign and Country and taking up their assigned national defense post. By doing so, the expansion and strengthening of this movement should be planned. In summary, when implementing the National Total Strength Movement of the new system, you must strive to explain the fundamental concepts as outlined above to the officials and civilians under your jurisdiction so they understand the true purpose. At the same time, you must personally step forward (挺身) to become pioneers, and make it known to subordinate government officials, public servants, and of course, those involved in the League, that they must exert themselves to the utmost (紛骨碎新) and that negligence (懈怠) will absolutely not be tolerated. Following the整備 (maintenance/reorganization) of the structure, as the policies from the Central Office (本廳 - i.e., Government-General) are sequentially disseminated, I earnestly hope that based on these policies, methods adapted to local circumstances will be established, causing all officials and civilians within the territory to develop this vigorous practical movement to break through the grave current situation.
Shōwa 15 [1940], October 16
Governor-General of Chōsen, Minami Jirō (南次郞)

Lineup of the Total Strength League Secretariat
Secretary-General and concurrently Head of Propaganda Dept.: Kawakishi Bunzaburō (川岸文三郞)
Head of General Affairs Dept.: Ukawa Kyōgen (烏川僑源)
Head of Planning Dept.: Ōtake Jūrō (大竹十郞)
Head of Commerce and Industry Dept.: Hozumi Shinrokurō (穗積眞六郞)
Head of Agriculture and Forestry Dept.: Yumura Tatsujirō (湯村眞二郞)
Head of Savings Dept.: Mizuta Naomasa (水田直昌)
Head of Information Dept.: Miyamoto Gen (宮本元)
Head of Ideology Dept.: Mitsuhashi Kōichirō (三橋孝一郞)
Head of Training Dept.: Shiobara Tokisaburō (鹽原時三郞) <71>
<68-71>

**Summary**

This article presents the full text of a speech by Minami Jirō, the Japanese Governor-General of Korea, delivered on October 16, 1940, announcing the establishment of the "National Mobilization League of Chōsen" (國民總力朝鮮聯盟). This new organization consolidated pre-existing bodies like the National Spiritual Mobilization Movement and the Rural Village Promotion Movement into a single, unified structure directly headed by the Governor-General himself. The stated aim was to achieve "Naeseon Ilche" (Japan-Korea Unity), promote "Workplace Service" (職域奉公), eliminate bureaucratic sectionalism, and mobilize the "total strength" of the entire Korean population (referred to as 23 million) for Japan's war effort, emphasizing it as a practical, service-oriented movement, not a political one. The article lists the extensive leadership structure, comprising high-ranking Japanese military and civilian officials alongside prominent pro-Japanese Korean figures.

For historians, this document is significant as it clearly outlines the intensification of colonial control and total war mobilization in Korea in 1940. It demonstrates the mechanism of consolidating various state-controlled movements under direct gubernatorial command, the explicit ideological goals of assimilation (Naeseon Ilche) and Emperor-worship, the co-option of Korean elites (like Yun Ch'iho, Ch'oe Rin, Han Sangnyong, Kim Yŏnsu, Kim Sŏngsu, Pak Hŭngsik) into the highest levels of the collaborationist structure, and the rhetoric used to compel nationwide participation in the Japanese war effort through concepts like "Workplace Service" and equating home front labor with military service. The distinction drawn between this "practical movement" and the "political" Taisei Yokusankai (Imperial Rule Assistance Association) in Japan proper is also noteworthy.

**Named Entities**

半島	반도	Pando (Korean Peninsula)
南總督	남총독	Governor-General Minami (Minami Jirō)
天皇	천황	Tennō (Emperor of Japan)
朝鮮	조선	Chōsen (Korea)
愛國班	애국반	Aegukpan (Patriotic Unit)
朝鮮聯盟	조선연맹	Chōsen Yŏnmaeng (Chōsen League)
國民精神總動員運動	국민정신총동원운동	Kungmin Chŏngsin Ch'ongdongwŏn Undong (National Spiritual Mobilization Movement)
農山漁村振興運動	농산어촌진흥운동	Nongsanŏch'on Chinhŭng Undong (Rural Village Promotion Movement)
國民總力運動	국민총력운동	Kungmin Ch'ongnyŏk Undong (National Total Strength Movement)
國民總力朝鮮聯盟	국민총력조선연맹	Kungmin Ch'ongnyŏk Chosŏn Yŏnmaeng (National Mobilization League of Chōsen)
朝鮮總督	조선총독	Chosŏn Ch'ongdok (Governor-General of Chōsen)
商工會議所	상공회의소	Sanggong Hoeŭiso (Chamber of Commerce and Industry)
大野政務總監	대야정무총감	Ōno Seimu Sōkan (Administrative Superintendent Ōno)
中村軍司令官	중촌군사령관	Nakamura Gunshireikan (Army Commander Nakamura)
鎭海要港部司令官	진해요항부사령관	Chinkai Yōkōbu Shireikan (Commander of Chinkai Naval Port Department)
塚原二四三	총원243	Tsukahara Nisaburō
京城師團長	경성사단장	Keijō Shidanchō (Commander of Keijō Division)
七田一郞	칠전일랑	Shichida Ichirō
羅南師團長	나남사단장	Ranan Shidanchō (Commander of Ranan Division)
上月良夫	상월양부	Kōzuki Yoshio
陸軍大將	육군대장	Rikugun Taishō (Army General)
三島義之	삼도의지	Mishima Yoshiyuki
中樞院副議長	중추원부의장	Chungch'uwŏn Puŭijang (Vice-Chairman of the Central Council)
尹德英	윤덕영	Yun Tŏgyŏng
京城帝國大學總長	경성제국대학총장	Keijō Teikoku Daigaku Sōchō (President of Keijō Imperial University)
條田治策	조전치책	Shōda Chisaku (?)
高等法院長	고등법원장	Kodŭng Pŏbwŏnjang (Chief Justice of the High Court)
原正鼎	원정정	Hara Shōtei (?)
高等法院檢事長	고등법원검사장	Kodŭng Pŏbwŏn Kŏmsajang (Chief Prosecutor of the High Court)
增永正一	증영정일	Masunaga Shōichi (?)
李王職長官	이왕직장관	I Wangjik Changwan (Chief Secretary of the Office of the Yi Royal Household)
李恒九	이항구	Yi Hangg'u
朝鮮拓殖總裁	조선척식총재	Chōsen Takushoku Sōsai (President of Chōsen Development Co.)
二宮治重	이궁치중	Ninomiya Harushige
東洋拓殖總裁	동양척식총재	Tōyō Takushoku Sōsai (President of the Oriental Development Company)
佐佐木駒之助	좌좌목구지조	Sasaki Komanosuke
朝鮮商工業會議所會頭	조선상공업회의소회두	Chōsen Shōkōgyō Kaigisho Kaitō (Chairman of the Chōsen Chamber of Commerce and Industry)
人見次郞	인견차랑	Hitomi Jirō
大竹十郞	대죽십랑	Ōtake Jūrō (?)
水田直昌	수전직창	Mizuta Naomasa
穗積眞六郞	수적진육랑	Hozumi Shinrokurō
湯村辰二郞	탕촌진이랑	Yumura Tatsujirō (?)
宮本元	궁본원	Miyamoto Gen
鹽原時三郞	염원시삼랑	Shiobara Tokisaburō
三橋孝一郞	삼교효일랑	Mitsuhashi Kōichirō (?) (*Assuming 三稿 is typo for 三橋*)
山田忠次	산전충차	Yamada Chūji
山田新十郞	산전신십랑	Yamada Shinjūrō
松澤龍雄	송택용웅	Matsuzawa Tatsuo
諏訪務	추방무	Suwa Tsutomu
西岡芳次郞	서강방차랑	Nishioka Yoshijirō
確井忠平	확정충평	Usui Chūhei (?)
信原聖	신원성	Nobuhara Sei (?)
川岸文三郞	천안문삼랑	Kawakishi Bunzaburō
烏川僑源	오천교원	Ukawa Kyōgen (?)
朝鮮軍關係官	조선군관계관	Chōsen'gun Kwangyegwan (Officials related to the Army in Chōsen)
朝鮮憲兵隊關係官	조선헌병대관계관	Chōsen Hŏnbyŏngdae Kwangyegwan (Officials related to the Gendarmerie in Chōsen)
矢鍋永三郞	시과영삼랑	Yanabe Eizaburō (?)
林茂樹	임무수	Hayashi Shigeki
片岡勉	편강면	Kataoka Tsutomu
松原純一	송원순일	Matsubara Jun'ichi
林繁臟	임번장	Hayashi Shigezō (?)
田川常治郞	전천상치랑	Tagawa Tsunejirō (?)
御手洗辰雄	어수세진웅	Mitarai Tatsuo
萩原彦三	추원언삼	Hagiwara Hikozō
甘*義邦	감*의방	Kan Yoshikuni (?) (*甘 followed by illegible character*)
尹致昊	윤치호	Yun Ch'iho
高元勳	고원훈	Ko Wŏnhun
崔麟	최린	Ch'oe Rin
韓相龍	한상룡	Han Sangnyong
金秊洙	김연수	Kim Yŏnsu
梧村升雨	오촌승우	O Ch'ŏnsŭngu (?)
孫永穆	손영목	Son Yŏngmok
井上淸	정상청	Inoue Kiyoshi (?)
朴興植	박흥식	Pak Hŭngsik
賀田直治	하전직치	Kada Naoji (?)
上內彦策	상내언책	Kamiuchi Gensaku (?)
井垣圭復	정원규복	Igaki Keifuku (?)
谷多喜磨	곡다희마	Tani Takuma (?)
松本誠	송본성	Matsumoto Makoto (?)
吳喆善	오철선	O Ch'ŏlsŏn
金田明	김전명	Kim Tamyŏng (?)
金性洙	김성수	Kim Sŏngsu
菊山詩權	국산시권	Kikuyama Shiken (?)
草間秀雄	초간수웅	Kusama Hideo (?)
內地	내지	Naichi (Mainland Japan)
大政翼贊	대정익찬	Taisei Yokusan(kai) (Imperial Rule Assistance Association)

**Glossary**

團結	단결	Unity, solidarity
半島新體制	반도신체제	New Order/System for the Peninsula
總督	총독	Governor-General
決意	결의	Resolve, determination
演說	연설	Speech, address
歸一	귀일	To become one with; return to unity
擧하여	거하여	Raising, devoting (Older form of 거(擧)하여)
奉仕	봉사	Service
凝結	응결	Coalescence, consolidation
鞏固	공고	Solid, firm
萬民翼贊	만민익찬	All people assisting the Imperial Rule
國體	국체	National polity (referring to the Japanese Imperial system)
有半	유반	And a half (e.g., 二年有半 = two and a half years)
亘하여	긍하여	Spanning, throughout (Older reading/usage of 亘)
徹底	철저	Thoroughness, being thorough
國策奉行	국책봉행	Execution of national policy
運動	운동	Movement, campaign
繼續	계속	Continuation
下部組織	하부조직	Lower-level organization, subordinate structure
疆內	강내	Within the territory/jurisdiction
總戶數	총호수	Total number of households
網羅	망라	Encompassing, covering all
時局	시국	The current situation, times
剴切	개절	Appropriate, pertinent
今日	금일	Today
內外事情	내외사정	Internal and external circumstances
具體的	구체적	Concrete, specific
伸展	신전	Expansion, development
過日	과일	The other day, recently
本職	본직	This humble servant (formal self-reference by an official)
改組	개조	Reorganization
機構	기구	Structure, organization
發足	발족	Inauguration, start
挺身	정신	To step forward personally, take the lead
擧國一致	거국일치	Nationwide unity
首班	수반	Head, chief
創始	창시	Initiation, founding
基하여	기하여	Based on (Older form of 기(基)하여)
內鮮一體	내선일체	Japan and Korea as one body (assimilation policy)
實을 擧하여	실을 거하여	To achieve the substance/reality of
戰時國民生活	전시국민생활	Wartime national life
刷新	쇄신	Renewal, reform
緊張	긴장	Tension, intensification
促하여	촉하여	Urging, promoting (Older form of 촉(促)하여)
滅私奉公	멸사봉공	Self-annihilation for the public good/service to the state
物心兩面	물심양면	Both material and spiritual aspects
統合	통합	Integration, unification
總裁	총재	President, Head (of the League)
任하여	임하여	Assuming the position of (Older form of 임(任)하여)
總督政治	총독정치	Governor-General's administration/rule
表裏一體	표리일체	Two sides of the same coin; inseparable relationship
行政機構	행정기구	Administrative structure
緊密	긴밀	Close, tight
連繋	연계	Connection, linkage (連携 is more common now)
保持	보지	Maintenance, preservation
指導	지도	Guidance, leadership
實踐	실천	Practice, implementation
完壁	완벽	Perfection (璧 used instead of modern 壁)
年次計畫	연차계획	Annual plan
繼繼	계계	Successively, continuously
指導部落	지도부락	Guided village/hamlet
細小農家	세소농가	Small farming household
經濟更生	경제갱생	Economic regeneration/revival
實績	실적	Actual results, achievements
啓發	계발	Enlightenment, development
當하여왔었으나	당하여왔었으나	Had been undertaking (Older grammatical form)
此除	차제	At this time, on this occasion (Archaic term)
系統	계통	System, lineage
單一化	단일화	Unification, standardization
共通對象	공통대상	Common target/object
集中	집중	Concentration
最大限	최대 hạn	Maximum
發揮	발휘	Demonstration, display (of ability/effect)
重複	중복	Duplication, overlap
없세는 데에도	없애는 데에도	In eliminating (Slightly older spelling of 없애다)
欣快	흔쾌	Gratifying, delightful
風潮	풍조	Trend, tendency
圖할	도할	To plan, to aim for (Older form of 도모(圖謀)할)
當然	당연	Naturally, of course
包含	포함	Inclusion
誘導	유도	Guidance, induction
 아니된다	아니 된다	Must (Strong obligation, older form)
各種	각종	Various kinds
團體	단체	Group, organization
思想團體	사상단체	Ideological group
宗敎團體	종교단체	Religious group
有力	유력	Influential, powerful
網羅	망라	To encompass, include all
經濟	경제	Economy
文化	문화	Culture
亙하여	긍하여	Spanning, across (Older reading/usage of 亙)
上下一本	상하일본	Unified from top to bottom
官民一致	관민일치	Government and people united
強力	강력	Strong, powerful
區別	구별	Distinction, differentiation
各人	각인	Each person
處할 바	처할 바	One's place, position, duty
全力	전력	Full strength, all-out effort
捧할	봉할	To offer, dedicate (Older form of 바칠)
所謂	소위	So-called
職域奉公	직역봉공	Service through one's occupation/workplace
網領	망령	Guiding principles, platform (綱領 is standard)
方策	방책	Policy, measure, plan
任員	임원	Officer, official
副總裁	부총재	Vice-President
顧問	고문	Advisor
參與	참여	Councillor, participant (*can also mean participation*)
理事	이사	Director
中央	중앙	Central
基本方策	기본방책	Basic policy/plan
審議決定	심의결정	Deliberation and decision
中核體	중핵체	Core body
執行機關	집행기관	Executive body
事務局	사무국	Secretariat, administrative office
諮問機關	자문기관	Advisory body
評議會	평의회	Council, assembly
下意上通	하의상통	Communication from lower ranks to upper ranks
相俟하여	상사하여	Together with, combined with (Archaic)
作用	작용	Action, function, effect
地方組織	지방조직	Local organization
亦是	역시	Also, likewise (Archaic/formal form of 역시)
準하여	준하여	Following, according to (Older form of 준(準)하여)
行政單位	행정단위	Administrative unit
竝行	병행	Parallel, alongside
縱	종	Vertical
橫	횡	Horizontal
뻐칠	뻗칠	To extend, spread out (Slightly older spelling)
方針	방침	Policy, course of action
基底組織	기저조직	Base organization
存置	존치	Retention, leaving in place
全鮮	전선	All of Chōsen/Korea
구석구석	구석구석	Every nook and cranny
整備強化	정비강화	Reorganization and strengthening
죄다	죄다	All, entirely
今次	금차	This time
相異	상이	Difference
結果	결과	Result, consequence
一體	일체	One body, unified
推進力	추진력	Driving force, propulsion
助長獎勵	조장장려	Promotion and encouragement
督勵	독려	Encouragement, urging on
施設關係團體	시설관계단체	Facility-related groups/organizations
同一目標	동일목표	Same objective/goal
町洞里部落聯盟	정동리부락연맹	Town/Neighborhood/Village/Hamlet League
發展的	발전적	Developmental
歸一	귀일	Unification into one
動機	동기	Motive, incentive
官民	관민	Officials and civilians
明瞭	명료	Clarity, distinctness
認識	인식	Recognition, awareness
運營	운영	Operation, management
關해서	관해서	Regarding, concerning
各位	각위	Everyone (polite address to a group)
留意	유의	Attention, heed
要望	요망	Request, desire
政治運動	정치운동	Political movement
奉仕的	봉사적	Service-oriented
實踐運動	실천운동	Practical movement
一般	일반	General public
語義	어의	Meaning of a word
이해치 못하고	이해치 못하고	Cannot understand (Older negative form)
자칫하면	자칫하면	If one is not careful, easily
誤解	오해	Misunderstanding
이르키기	일으키기	To cause, arouse (Slightly older spelling)
 不外함	불외함	Nothing other than, simply (Formal/Classical Chinese style)
기회마다	기회마다	At every opportunity
明白	명백	Clear, obvious
農山漁村	농산어촌	Farming, mountain, and fishing villages
