Magazine Title: 삼천리 제12권 제10호
Publication Date: 1940년 12월 01일
Article Title: 藝術家動靜 (News of Artists)
Author: None specified
Article Type: 소식 (News/Updates)

News of Artists

Mr. No Chayŏng (Poet): Sadly passed away at the age of 42 after suffering and groaning from illness at his home in Sŏ*do, Kyŏngsŏng on the night of October 6th.

Mr. Paek Ch'ŏl (Critic): Recently received an honorable transfer to become the Head of the Arts and Culture Department at the Maeil Sinbo. He also visited Tōkyō for inspection purposes in mid-October.

Ms. Yi Sŏnhŭi (Novelist): Joined Sinsegisa in early October.

Mr. Chŏng Int'aek (Novelist): Formerly editing "Munjang" (文章) at Munjangsa, he has now resigned from that company and joined the Arts and Culture Department of the Maeil Sinbo, taking charge of the Korean language edition (國文版).

Mr. Yi Hyosŏk (Novelist): His health has become extremely weak, forcing him to temporarily cease his teaching duties and go to Chuŭl Hot Spring (朱乙溫泉) in Hamgyŏng Pukto for recuperation, where he is currently resting.

Mr. Pak Yŏnghŭi (Critic): Affiliated with the National Spiritual Mobilization League (國民精動聯盟), he traveled to Tōkyō on official business in early October.

Mr. Hong Chongin (Writer): Formerly the Social Affairs Department Head at the Chosŏn Ilbo, he left the company following its closure (廢門) and has now been appointed as the Social Affairs Department Head at the Maeil Sinbo.

Mr. Cho *yŏn (Children's Literature Author): Succeeded Mr. Chŏng Int'aek and joined Munjangsa.

Mr. Hong Hyomin (Writer): Formerly with the Tonga Ilbosa, he moved to the Reorganization Department (整理部) of the Maeil Sinbo after the Tonga newspaper was discontinued (廢刊).

Mr. Kim Chonghan (Poet): Working in the editorial department of "Fujin Gahō" (婦人畵報) at Tōkyōsha (東京社) in Tōkyō, he crossed over to Korea in early October on business related to the publication of the Korean edition of "Fujin Gahō," and returned to Tōkyō around the 20th.

Mr. Yu Chino (Novelist): His first collection of original works, "Pom" (Spring), was recently published by Hansŏng Toso Chusikhoesa (漢城圖書株式會社). Initiated by close friends, a publication commemoration party was held at the Kyŏngsŏng Hotel on the evening of October 19th.

Mr. Im Tong* (Composer): It was announced on September 27th that he had been selected for the third consecutive year in the Tongil Music Concours (東日音樂콩쿨). His selected piece this time is "Four Korean-style Short Pieces for Orchestra" (管絃樂에 依하는 네 가지의 朝鮮類小曲), which is expected to be performed soon by the Tōkyō New Symphony Orchestra (東京新響樂團).

Mr. Pak Simch'ae (Film Director): Having long prided himself on being a bachelor, he held an engagement ceremony with Ms. Yi Sŏn'gyŏng on October 8th and is expected to marry sometime next month.

Mr. Kim Insŭng (Painter): It was announced at the Ueno Art Museum (上野美術館) on September 26th that his work "Woman Sitting" (女人坐像) was selected for the Western Painting section (第二部 西洋畵) of the Art Exhibition Celebrating the 2600th Year of the Imperial Era (紀元 二千六百年 奉祝美術展覽會). <214>

Ms. Mo Yunsuk (Poet): Working at the broadcasting station, she went to Kyōto, where her husband Dr. An Hosang resides, on September 21st and stayed for two weeks before returning.

Chosŏn Munin Hyŏphoe (Korean Writers' Association): On October 12th, through the arrangement of Major Kama Isao (蒲勳少佐) of the Korean Army Information Department (朝鮮軍報道部) and Chairman Nomura Kōen (野村弘遠) of the National Training Support Association (國民訓練後援會), and hosted by the Chosŏn Munin Hyŏphoe, about 30 male and female writers visited the Army Volunteer Training Center (陸軍兵志願者 訓練所). Guided by Director Kaida (海田所長), they were deeply moved by personally witnessing the orderly lives and various inspiring aspects of training of the young soldiers who will fight valiantly on the front lines of national defense. They also shared lunch together. On the way back, a discussion meeting was held at a Kyŏngch'un orchard through the courtesy of Major Kama. Attendees that day included Yi Kwangsu, Pak Yŏnghŭi, Yi T'aejun, Yu Chino, Kim Tonghwan, Chŏng Insŏp, Mo Yunsuk, Yi Sŏnhŭi, Ch'oe Chŏnghŭi, Yi Sŏgu, Ham Taehun, I Hayun, Hong Hyomin, and about 20 others.

Mr. Pae *sŏng (Painter): Having made a name for himself in Europe, he escaped war-torn Paris (巴里) and returned to Korea after 19 years. Because he left hundreds of watercolors and oil paintings in Paris, he is reportedly planning to first hold a solo portrait exhibition (肖像畵個人展覽會), something relatively uncommon in Korea, before bringing those paintings out.

Army Review Observation: On October 25th, hosted by the Chosŏn Munin Hyŏphoe, about 50 writers attended the Army Review (陸軍觀兵式) held grandly at the Yongsan Training Ground (龍山 練兵場) in the city. They were deeply impressed upon encountering the martial authority and valiant figures of the invincible Imperial Army (無敵皇軍) and could not help but feel even greater gratitude for the efforts of the Imperial Army (皇軍).

Mr. Paek Sŏk (Poet): Residing in Sin'gyŏng (新京), he visited Kyŏngsŏng in early October to proofread his translation of the novel "Ressŭ" (레쓰), which was being published by Chogwangsa.

Sinsidaesa (New Era Company): Pangmunsŏgwan (博文書館) plans to launch a general monthly magazine called "Sinsidae" (新時代 - New Era) starting next January. The president is said to be Mr. No Ikchŏng, the vice president Mr. * Sŏngsŏk, and the chief editor Mr. Ch'oe Yŏngju. <215>
<214-215>

**Summary**

This article provides short updates on the activities and movements of various Korean artists (poets, novelists, critics, musicians, painters, a film director) in the autumn of 1940. It covers personal news like deaths, job changes (notably moves to the collaborationist Maeil Sinbo newspaper), publications, exhibitions, travel (often to Japan), and engagements. Significantly, it details two events organized by the Chosŏn Munin Hyŏphoe (Korean Writers' Association): a visit to an Army Volunteer Training Center arranged by Japanese military officials, expressing admiration for the volunteer soldiers, and attendance at a large-scale Japanese Army Review in Seoul, expressing gratitude and awe for the "Imperial Army." For historians, this piece is interesting as it clearly shows the co-option of prominent Korean cultural figures into the Japanese wartime mobilization effort during a period of intensified colonial control. The closure of independent newspapers like Chosŏn Ilbo and Tonga Ilbo and the writers' subsequent move to the government-controlled Maeil Sinbo, alongside the explicitly pro-military activities of the Writers' Association, starkly illustrate the pressures and choices faced by intellectuals under late colonial rule.

**Named Entities**

盧子泳	노자영	No Chayŏng
京城	경성	Kyŏngsŏng
西*島	서*도	Sŏ*do
白鐵	백철	Paek Ch'ŏl
每日新報	매일신보	Maeil Sinbo
學藝部	학예부	Hagyebu
東京	동경	Tōkyō
李善熙	이선희	Yi Sŏnhŭi
新世紀社	신세기사	Sinsegisa
鄭人澤	정인택	Chŏng Int'aek
文章社	문장사	Munjangsa
文章	문장	Munjang
國文版	국문판	Kungmunp'an
李孝石	이효석	Yi Hyosŏk
咸北	함북	Hambuk (Hamgyŏng Pukto)
朱乙溫泉	주을온천	Chuŭl Onch'ŏn
朴英熙	박영희	Pak Yŏnghŭi
國民精動聯盟	국민정동연맹	Kukmin Chŏngdong Yŏnmaeng
洪鍾仁	홍종인	Hong Chongin
朝鮮日報	조선일보	Chosŏn Ilbo
社會部	사회부	Sahoebu
趙*衍	조*연	Cho *yŏn
洪曉民	홍효민	Hong Hyomin
東亞日報社	동아일보사	Tonga Ilbosa
整理部	정리부	Chŏngnibu
金鍾漢	김종한	Kim Chonghan
東京社	동경사	Tōkyōsha
婦人畵報	부인화보	Fujin Gahō
朝鮮	조선	Chosŏn
兪鎭午	유진오	Yu Chino
漢城圖書株式會社	한성도서주식회사	Hansŏng Toso Chusikhoesa
京城호텔	경성호텔	Kyŏngsŏng Hotel
任東*	임동*	Im Tong*
東日音樂콩쿨	동일음악콩쿨	Tongil Umak Kongk'ul
管絃樂에 依하는 네 가지의 朝鮮類小曲	관현악에 의하는 네 가지의 조선류소곡	Kwallyŏnak e Ŭihanŭn ne kaji ŭi Chosŏnnyu Sokok
東京新響樂團	동경신향악단	Tōkyō Sin Hyangaktan
朴甚采	박심채	Pak Simch'ae
李善卿	이선경	Yi Sŏn'gyŏng
金仁承	김인승	Kim Insŭng
紀元 二千六百年 奉祝美術展覽會	기원 이천육백년 봉축미술전람회	Kigen Nisen Roppyakunen Hōshuku Bijutsu Tenrankai
西洋畵	서양화	Sŏyanghwa
女人坐像	여인좌상	Yŏin Chwasang
上野美術館	상야미술관	Ueno Bijutsukan
毛允淑	모윤숙	Mo Yunsuk
安浩相	안호상	An Hosang
京都	경도	Kyōto
朝鮮文人協會	조선문인협회	Chosŏn Munin Hyŏphoe
朝鮮軍報道部	조선군보도부	Chosŏn Kun Podobu
蒲勳	포훈	Kama Isao (presumed Japanese reading)
少佐	소좌	Shōsa (Major)
國民訓練後援會	국민훈련후원회	Kukmin Hullyŏn Huwŏnhoe
野村弘遠	야촌홍원	Nomura Kōen (presumed Japanese reading)
陸軍兵志願者 訓練所	육군병지원자 훈련소	Yukgun Pyŏng Chiwŏnja Hullyŏnso
海田	해전	Kaida (presumed Japanese reading)
所長	소장	Sojang
京春	경춘	Kyŏngch'un
李光洙	이광수	Yi Kwangsu
李泰俊	이태준	Yi T'aejun
金東煥	김동환	Kim Tonghwan
鄭寅燮	정인섭	Chŏng Insŏp
崔貞熙	최정희	Ch'oe Chŏnghŭi
李瑞求	이서구	Yi Sŏgu
咸大勳	함대훈	Ham Taehun
異河潤	이하윤	I Hayun
裵*成	배*성	Pae *sŏng
歐羅巴	구라파	Ouropa (Europe)
巴里	파리	Pari (Paris)
肖像畵個人展覽會	초상화개인전람회	Ch'osanghwa Kaein Chŏllamhoe
陸軍觀兵式	육군관병식	Yukgun Kwanbyŏngsik
龍山	용산	Yongsan
練兵場	연병장	Yŏnbyŏngjang
皇軍	황군	Hwanggung (Imperial Army)
白石	백석	Paek Sŏk
新京	신경	Sin'gyŏng (Hsinking)
레쓰	레쓰	Ressŭ
朝光社	조광사	Chogwangsa
新時代社	신시대사	Sinsidaesa
博文書館	박문서관	Pangmunsŏgwan
新時代	신시대	Sinsidae
盧益亭	노익정	No Ikchŏng
*聖錫	*성석	* Sŏngsŏk
崔泳柱	최영주	Ch'oe Yŏngju

**Glossary**

動靜	동정	News; movements; activities
身病	신병	Illness; physical ailment
呻吟하다가	신음하다가	While groaning (from pain or illness); an older grammatical form
一期	일기	A lifetime; one's life span (used in context of death)
逝去하다	서거하다	To pass away (honorific)
今番	금번	This time; recently
榮轉	영전	Honorable transfer (to a new position)
視察次	시찰차	For the purpose of inspection/observation
入社	입사	To join a company
該社	해사	That company; the aforementioned company
編輯하다	편집하다	To edit
辭任하다	사임하다	To resign
國文版	국문판	Korean language edition
虛弱해저서	허약해져서	Having become weak/frail (older spelling of -져서)
靜養中	정양중	In the midst of recuperation/rest cure
公務	공무	Official business; public duty
띠고	띠고	Bearing; carrying (older form of 띠고)
廢門	폐문	Closure; discontinuation (lit. 'closed gate', used for newspapers/magazines)
廢刊	폐간	Discontinuation of publication
整理部	정리부	Reorganization Department; sometimes Editing Dept.
用務	용무	Business; errand
渡東	도동	Going to Tōkyō (lit. 'crossing east')
創作集	창작집	Collection of original works
知己	지기	Close friend; acquaintance
發起	발기	Initiation; proposal
 개최되였다	개최되었다	Was held (older spelling/form)
入選	입선	Being selected (in a competition/exhibition)
管絃樂	관현악	Orchestra; orchestral music
依하는	의하는	Based on; according to (older form related to 의하다)
類	류	Style; type; kind
小曲	소곡	Short piece (of music)
不遠에	불원	Soon (lit. 'not far')
響樂團	향악단	Symphony orchestra
總角	총각	Bachelor
 자랑하던	자랑하던	Who prided himself on / used to boast about
約婚式	약혼식	Engagement ceremony
 來月	내월	Next month
成婚하다	성혼하다	To get married
奉祝	봉축	Congratulatory celebration (often related to imperial events)
展覽會	전람회	Exhibition
視務하다	시무하다	To attend to duties; to work at
夫君	부군	Husband (formal/polite)
留하다가	유하다가	While staying (older grammatical form)
알선	알선	Arrangement; mediation; good offices
主催	주최	Hosting; sponsoring
報道部	보도부	Information Department; Press Corps
後援會	후원회	Support association; patrons' association
奮戰하다	분전하다	To fight valiantly; struggle hard
規模整然	규모정연	Orderly and well-organized
