잡지명	개벽 제25호
발행일	1922년 07월 10일
기사제목	학생논단 (Student Forum)
저자	梁在恂 (Yang Chae-sun)
기사형태	논설 (Editorial/Essay)

학생논단
(검열 삭제)
鐵과 石炭! (Iron and Coal!)
						工業專門學校 梁在恂 (Industrial Professional School, Yang Chae-sun)
We should not think of yesterday's affluence and needlessly lament today's decline. Nor should we look at today's decline and worry that we will be eternally poor and cold. There is no place in the world untouched by the principle of circulation; the poor will not always be poor, and the weak will not be weak to the end. I believe the day will surely come when we become wealthy and strong. I think that we once had not just one or two things better than others, and we did not lag behind others even slightly. I believe it is up to us whether we continue living as we do today or transform our lives back to the affluent and vibrant ones of the past.

What, they ask, is our most urgent task? What could it truly be? For us, who lack so much, what is there that is not needed, what is not necessary? Though I cannot list everything, education must be encouraged, and religion must be reformed. All are urgent, but another urgent matter <67> seems to be industry. What is the cause of our gradual impoverishment, more so today than yesterday, and more so tomorrow than today? Where do the clothes that cover our bodies come from? Where do the hats on our heads come from? Pencils, notebooks, styluses... where do they all come from? And where do the other miscellaneous goods we consume daily come from? We only have rice and firewood. Will the path ahead be dark or bright? I truly wonder if our very survival is not concentrated on this point. There is a limit to what we can sell, but no limit to what we must buy. Let us manufacture what we use ourselves, as much as possible. Let's not sell cotton to buy broadcloth (廣木); by doing so, let's become a little richer. Let's become a little stronger. How many are there who sell their fields, sell their paddies, sell their homes, glance back at the beloved mountains and rivers, and wander far away in Siberia? If you all do not strive in industry, you will not gain real strength, and on the day you fail to gain real strength, what do you think will become of our livelihood?

1. What are the factors for industrial development? To put it simply, the factors of industry are 1) Capital, 2) Technology, 3) Raw materials, and 4) Power. Among these, the most necessary are raw materials and power; where raw materials are abundant and power is plentiful, large industries arise. Today, unlike in the past, machines are used, requiring great power. That is, iron for manufacturing machines and coal for generating power are necessary. It is said that coal and iron are the two great raw materials of industry. The industrial development in European and American nations (歐米諸國) is due to the abundance of coal and iron in those countries. In 1914, France lost its main territories to Germany, losing iron and coal, and received supplies of iron and coal from Britain and America (英米國). During the Franco-Prussian War (普佛戰爭), Germany acquired the Lorraine (로-렌) region, which had the world's number one iron mine, making it the foundation of Germany's industry today.

2. Types of Coal. Listing the types of coal, there are bituminous coal, lignite (brown coal), anthracite, and natural coke (天然骸炭). Bituminous coal is the widely used type. Lignite is less carbonized than bituminous coal. Anthracite and natural coke are excessively carbonized. For example, Fushun (撫順) coal in Manchuria (滿洲) is bituminous, while Anju (安州) coal and Hamgyŏng Province (咸鏡道) coal are lignite. The most suitable for use is bituminous coal; lignite has poor luster and weak heating power.

3. Types of Iron. Before discussing the types of iron, let's talk about the types of iron ore, the raw material for iron. There are several kinds. Classified by their components, they are oxides, carbonates, sulfides, etc.; the most abundant are oxides. Sulfides are used for sulfuric acid production and not in the iron-making business. Oxide iron ores include red ore (hematite), magnetite, brown ore (limonite), micaceous iron ore, etc. Among carbonates is siderite (菱鐵鑛).<68> Among sulfides is pyrite (黃鐵鑛).
There are broadly three types of iron: steel (鋼鐵), wrought iron (鍊鐵), and pig iron (銑鐵). While the element iron is the same, depending on the amount of carbon contained within and the state of the contained carbon, it becomes either pig iron, steel, or wrought iron. Pig iron has the highest carbon content, followed by steel, and wrought iron has the least contained carbon. Therefore, to make steel from pig iron, some carbon in the pig iron must be removed, and adding some carbon to wrought iron can produce steel. Depending on the intended use of steel, elements like manganese (滿俺), tungsten (重石), or mercury (水銀) are added to produce steel with special properties.

4. Origin of Iron and Coal. What is the origin of iron and coal? Not just iron and coal, but let's consider the origin of ore deposits (鑛床) from which all useful minerals like gold, silver, copper, and lead are mined. Before discussing the origin of gold, silver, copper, iron, and coal, let's briefly talk about the history of our Earth.
Our Earth, initially a chaotic, high-temperature gas, radiated its heat into space, and its outer surface solidified, forming the Earth's crust (地皮 即 地殼), acquiring a definite shape. The Earth thus transitioned from the astronomical age to the geological age. High places became mountains, and low places became oceans. From this era onwards, the Earth gradually left records as time passed. These records are the strata (地層), and these strata contain fossilized remains of organisms that lived at that time, allowing us to judge the Earth's appearance back then. The discovery of shellfish fossils on the high peaks of the Himalayas (히마리야) indicates that the Himalayas were under the sea during that era. An overview of the geological ages is as follows:
Geological Ages Overview
(1) Primitive Era (Gneiss Period, Mica Schist Period, Phyllite Period)
Fossils: None
(2) Paleozoic Era (Cambrian Period, Silurian Period, Devonian Period, Carboniferous Period, Permian Period)
Fossils: Animals; Below cartilaginous fish, fish, amphibians, Tetracorallia, trilobites, reptiles
Plants; Cryptogams, Conifers rare
(3) Mesozoic Era (Triassic Period, Jurassic Period, Cretaceous Period)
Fossils: Animals; Primitive corals, gastropods, reptiles dominant
Plants; Conifers, Cycads, Ferns
(4) Cenozoic Era (Tertiary Period, Quaternary Period)
Fossils: Animals; Mammals
Plants; Dicotyledons
It has indeed been a long time since the Earth was formed until today. Scholars say it is 500 million to 1 billion years. That there were tremendous changes on the Earth's surface during that time is proven by the fossils currently extracted from the ground. In certain eras, trees were dense and lush. In certain eras, reptiles roamed widely. It is said that humankind first appeared only at the end of the Tertiary Period and the beginning of the Quaternary Period of the Cenozoic Era.
Considering the origin of coal, from the late Paleozoic Era, namely the Carboniferous Period, until before the Tertiary Period of the Cenozoic Era, trees flourished on Earth, fell over, and were buried one upon another, subjected to great pressure and transformed by the Earth, forming today's coal. The type of coal is not related to the type of tree but depends on the degree of carbonization. Even in plains where weeds grow profusely, accumulated weeds that do not decay but become carbonized turn into what is today called peat (泥炭).
Next, regarding gold, silver, copper, and iron: there are many metallic elements in this Earth. According to scholars' reports, aluminum (알미니음) constitutes 8.13% and iron 4.71%. Containing various other minerals like gold, silver, and copper, concentrations in parts of the Earth's crust due to chemical or physical processes are what we call ore deposits (鑛床). Thus, those that can be economically mined are excavated.

5. Coal Mining (採炭). Coal mining is the extraction of coal existing underground. Generally, coal seams over 3 feet thick are mined, but sometimes coal seams less than 3 feet, around 2 feet, can also be mined profitably. The thickness of coal seams ranges from over 100 feet for the thickest to just over a foot for the thinnest. Regarding mining methods, there are two types: open-pit mining (露天堀) and underground mining (地中堀). Open-pit mining is done when the coal is buried shallowly, removing the topsoil to extract the coal. Underground mining is the commonly seen method: a vertical or inclined shaft (坑道) is opened from the surface, and after reaching the coal, tunnels are dug in various directions to extract the coal and transport it to the surface. Being an underground operation, some danger is unavoidable, but if designed using scientific principles, it is not as dangerous a business as might be expected.

6. Iron Making (製鐵). Iron ore used for iron making typically needs to contain 50% iron and be low in sulfur and phosphorus. Sulfur and phosphorus in the iron ore enter the iron after smelting, degrading its quality and preventing the production of high-grade steel. Even iron ore with high iron content can be rendered useless, like worthless stone, unable to be used for iron making depending on the presence or absence of sulfur or phosphorus.
Iron ore, limestone, and coke (骸炭) are loaded into a blast furnace (熔鑛爐), and hot air is blown in from the bottom <70> of the furnace. Then, the hardened iron (硬化鐵?) reacts with the coke etc. and is reduced. The reduced iron melts and collects at the bottom of the furnace. Other molten materials like limestone, being lighter, float on top of the iron. This slag is removed, and the collected iron at the bottom is tapped and poured into suitable molds to obtain pig iron (銑鐵). This pig iron becomes the raw material for steel (鋼鐵) and cast iron (銑鐵? - likely meant cast iron products). The quality of this pig iron is somewhat dictated by the ore and affects the steel produced from it based on the quality of the pig iron used.

7. Iron and Coal Reserves and Consumption by Country

The world's total iron reserves are unknown, but coal reserves are estimated at about 7.4 trillion tons. As the figures above show, the United States (米國) holds nearly half of the world's coal. Looking at the East (東洋), China (支那) has the most. Regarding China, there are still many unmined areas, so there might be over 1 trillion tons of coal.
7.4 trillion tons seems like a huge number, but it is said that this coal will be completely consumed in 150 years. It is said that Britain (英國) has 240 years left, the US 103 years, and Japan (日本) 50 to 80 years, after which there won't be a single lump of domestic coal left. US coal consumption is enormous, matching its industrial might. Annual coal consumption per person is said to be 25 tons. In Japan, the annual consumption per person is barely half a ton. It takes 2 tons of coal to produce 1 ton of pig iron from ore, and another 2 tons to make 1 ton of steel from pig iron. That is, 1 ton of steel uses 4 tons of coal.
Building a 10,000-ton steamship requires about 5,000 tons of steel. Operating this ship at 13 knots for one day consumes 120 tons of coal; annually, this amounts to 43,800 tons. Indeed, coal consumption is massive. Operating a regular train for 28 miles consumes 1 ton of coal. Running a train once from Ŭiju (義州) to Pusan (釜山), a distance of 590 miles, requires 14 tons of coal. If it makes two round trips a day, the annual total is a huge 20,440 tons. If a 10,000-horsepower factory were operated for one year, it would use 1.2 billion (?) tons (12億 噸 - this seems like a typo, perhaps 120,000?) of coal. Finite resources <71> cannot be used indefinitely. To make them last even one day longer, there is no other way but to conserve coal. Let's consider how much of one metric ton (2,000 pounds - Note: metric ton is 1000kg or ~2204 lbs, 2000 lbs is a short ton; the text uses 米噸/봉도(封度), likely referring to short tons/pounds) of coal underground we actually utilize.
Coal lost during mining: 600 pounds
Power for transport to surface: 31 pounds
Surface transport consumption: 82 pounds
Loss during transport to boiler room: 13 pounds
A total of 726 pounds are lost getting from underground to the point of use at the mine. Additionally, the losses during use are as follows:
Amount going up as smoke: 446 pounds
Loss due to radiation: 51 pounds
Loss as ash: 51 pounds
A total of 1,274 pounds are lost, leaving only 726 pounds utilized. Nearly two-thirds are openly consumed. Losses during transport and mining might be unavoidable, but losses up the chimney can be prevented. This is the pulverized coal combustion method (微粉炭燃燒法). Using this method, coal can be burned completely, utilizing over 90% of it. Additionally, there is a method for utilizing low-grade coal (劣等石炭利用法) by obtaining various oils through low-temperature carbonization (低溫乾餾法).

8. Korea's Mining Industry (朝鮮의 鑛業界). It is said that Korea (朝鮮) lacks platinum and diamonds, but other minerals are rarely absent. The annual production values of various provinces rich in mineral products are as follows (1918):
Hwanghae Province (黃海道): 15.03 million Won
North P'yŏngan (平北): 4 million Won
South Hamgyŏng (咸南): 2.67 million Won
South P'yŏngan (平南): 2.32 million Won
Kyŏnggi (京畿): 450,000 Won
South Kyŏngsang (慶南): 360,000 Won
North Hamgyŏng (咸北): 200,000 Won
The annual production value of coal is 2.12 million Won, and that of pig iron is 10.16 million Won. Gold amounts to 4 million Won, and the total sum is about 25 million Won. However, who controls this entire mining industry? Four-fifths (5分의 4) are Japanese (日本人), most of the remainder belongs to Westerners (西洋人), and the share belonging to Koreans (朝鮮人) is merely one-thirtieth (30分之 1) of the gold mining industry's value.
I think there is no need to envy the abundant coal and iron in distant foreign countries. Even if it's small, my own thing is my own; I must utilize my own things well. Let us dig the iron ore we have, let us mine the coal we have, make machines, generate power, and block expensive foreign goods. By doing so, let's try to live a more affluent life. <72>
<67-72>

**Summary**

This 1922 essay by Yang Chae-sun, a student at an Industrial Professional School, argues passionately for the urgent need for industrial development in Korea, focusing specifically on iron and coal as the foundational elements. He laments Korea's economic decline and dependence on foreign manufactured goods, contrasting it with a perceived more prosperous past and the industrial might of Western nations and Japan, fueled by their resources. Yang details the geological origins, types, mining, and processing of coal and iron, emphasizes the massive consumption rates driven by industrialization and transportation, and advocates for resource conservation and efficiency. He concludes by highlighting the rich mineral resources within Korea, decrying the fact that their exploitation is overwhelmingly controlled by Japanese and Western interests, and urges Koreans to take control of their resources to build domestic industry and achieve economic self-sufficiency and a better life. From a historical perspective, the article is significant as it reflects early Korean nationalist thought focused on economic self-strengthening under Japanese colonial rule. It underscores the awareness among educated Koreans of the importance of industrial resources for national power, mirroring global trends, while also revealing the stark reality of colonial economic exploitation where Koreans were largely excluded from benefiting from their own land's resources.

**Named Entities**

梁在恂	양재순	Yang Chae-sun
歐米諸國	구미제국	European and American nations
佛蘭西	불란서	France
獨逸	독일	Germany
英米國	영미국	Britain and America
普佛戰爭	보불전쟁	Franco-Prussian War
로-렌州	로렌주	Lorraine region
滿洲	만주	Manchuria
撫順	무순	Fushun
安州	안주	Anju
咸鏡道	함경도	Hamgyŏng Province
히마리야	히말라야	Himalayas
地球	지구	Earth
米國	미국	United States
東洋	동양	The East/Orient
支那	지나	China (older term)
英國	영국	Britain
日本	일본	Japan
義州	의주	Ŭiju
釜山	부산	Pusan
朝鮮	조선	Korea (Chosŏn)
黃海道	황해도	Hwanghae Province
平北	평북	North P'yŏngan Province (P'yŏnganbuk-to)
咸南	함남	South Hamgyŏng Province (Hamgyŏngnam-do)
平南	평남	South P'yŏngan Province (P'yŏngannam-do)
京畿	경기	Kyŏnggi Province
慶南	경남	South Kyŏngsang Province (Kyŏngsangnam-do)
咸北	함북	North Hamgyŏng Province (Hamgyŏngbuk-to)
西洋人	서양인	Westerners
日本人	일본인	Japanese people
朝鮮人	조선인	Korean people

**Glossary**

업스니	없으니	because there is not (older spelling of 없으니)
잇슬가	있을까	will there be? / might there be? (older spelling/form of 있을까)
밉습니다	믿습니다	believe (older spelling/form of 믿습니다)
만흔	많은	many; much (older spelling of 많은)
어대서	어디서	from where (older spelling of 어디서)
밧고	받고	receive and... (older spelling of 받고)
잇슴을	있음을	the fact that there is (older spelling of 있음을)
둡게	두께	thickness (older spelling/form of 두께)
엇지	어찌	how; why (older spelling/form of 어찌)
파서	캐서	dig and... / mine and... (colloquial/older form, modern standard is 캐서)
그리 하야	그리하여	by doing so; thus; therefore (older form of 그리하여)
鐵	철	Iron
石炭	석탄	Coal
工業	공업	Industry
瀝靑炭	역청탄	Bituminous coal
褐炭	갈탄	Lignite; Brown coal
無烟炭	무연탄	Anthracite
銑鐵	선철	Pig iron
鋼鐵	강철	Steel
鍊鐵	연철	Wrought iron
鑛床	광상	Ore deposit
地質時代	지질 시대	Geological era/age
骸炭	해탄	Coke (also used for 天然骸炭 - natural coke)
熔鑛爐	용광로	Blast furnace
封度	파운드	Pound (unit of weight, transliteration)
米噸	미톤	Metric ton (or potentially Short Ton as context suggests confusion)
鑛業界	광업계	Mining industry
年産額	연산액	Annual production value
-e 

---------------------------


잡지명	개벽 제25호
발행일	1922년 07월 10일
기사제목	학생논단
기사형태	논설

학생논단
(검열 삭제)
鐵과 石炭!
						工業專門學校 梁在恂
全日의 富裕함을 생각하고 쓸대업시 今日의 零落을 悲觀할 것이 아니요. 今日의 零落함을 보고 永遠히 貧寒할 줄로 念慮할 것이 아니라 世上에 循環의 理가 업는 곳이 업스니 貧한 者가 永遠히 貧하고 약한 者가 끗까지 弱할 것이 아니라 그 어느 날에는 期必코 富强할 날이 잇슬가 합니다. 우리는 일즉이 남보다 나흔 것이 한 두 가지가 아니오 족음도 남에게 落伍하지 아니하던 우리인 줄로 생각합니다. 永遠히 今日과 가튼 生活을 繼續함도 우리에게 잇고 前日가튼 富裕하고 活氣 잇던 生活로 改造함도 우리에게 잇는 줄 밉습니다.
말하기를 우리의 急先務가 무엇인가 합니다. 果然 무엇일가요 不足한 것 만흔 우리에게 무엇이라고 所用되지 안는 것이 잇스며 必要치 안흔 것이 잇스리까. 一一이 말할 수 업스나 敎育도 奬勵하여야 할 것이요. 宗敎도 改革하여야 할 것이외다. 다- 急하지 마는 또 한가지 急한 것은＜67＞ 工業일가 합니다. 우리는 昨日보다 今日, 今日보다 明日 漸漸 貧弱하야짐이 무엇을 原因합니까. 우리의 몸을 가리는 衣服은 어대서 오며 우리의 머리에 언는 帽子는 어대서 오며 鉛筆, 空冊, 鐵筆... 은 다- 어대서 오며 其他 우리의 日用 消費하는 雜貨는 어대서 오나뇨. 우리는 다만 米와 薪이 잇슬 뿐이외다. 將次의 前途가 暗黑일가 光明일가 實로 우리의 生死의 問題가 此點에 集中되지 아니 하엿나 생각합니다. 우리의 팔 것은 限이 잇고 우리의 살 것은 限이 업습니다. 우리의 쓸 것은 될 수 잇는 대로 우리가 製造합시다. 솜을 팔어 廣木을 사지 말고 그리 하야 좀더 富하게 합시다. 좀더 강하게 합시다. 논 팔어 밧 팔어 집 팔어 情든 山川을 돌아보고 멀리 西伯利亞에 彷徨하는 者가 얼마나 되는지요. 萬若 여러분이 工業에 힘쓰지 아니하시면 實力을 엇지 못할 것이오 實力을 엇지 못하는 날에는 우리의 살림이 어찌 될 줄 생각하십니까.
1. 工業發展의 要素는 무엇일가. 工業의 要素를 簡單히 말하자면 1 曰 資本이요 2 曰 技術이요 3 曰 原料요 4 曰 動力일 것이외다. 其中 가장 必要할 것은 原料이며 動力이니 原料가 豊富하고 動力이 만흔 곳에는 大工業이 勃興합니다. 昔日과 달은 今日은 機械를 使用하야 大動力을 要하게 됩니다. 即 機械를 製作하는 鐵과 動力을 起하는 石炭이 必要합니다. 말하기를 石炭과 鐵을 工業의 2大 原料라 합니다. 歐米諸國에 工業이 發達딈은 諸國에 石炭과 鐵이 豊富함을 原因합니다. 1914年 佛蘭西는 獨逸에게 主要之地를 占領되고 鐵과 石炭을 일코 英米國에게 鐵과 石炭의 供給을 밧고 普佛戰爭時에 獨逸은 世界第一의 鐵鑛이 有한 로-렌州를 得하야 獨逸의 今日 工業의 基礎를 삼앗다 합니다.
2. 石炭의 種類 石炭의 種類를 列擧하면 瀝靑炭, 褐炭, 無烟炭, 天然骸炭 等이외다. 瀝靑炭은 널리 使用하는 石炭이 이것이며 褐炭은 瀝靑炭보다 炭化 程度가 不足한 者이며 無烟炭 等과 天然骸炭은 炭化 程度가 過度한 者이니 例컨대 滿洲 撫順炭은 瀝靑炭이며 安州炭과 咸鏡道炭은 褐炭이외다. 使用하기 가장 適當한 者는 瀝靑炭이고 褐炭은 그 光澤이 조치 못하고 火力이 弱합니다.
3. 鐵의 種類 鐵의 種類를 말하기 前에 鐵의 原料인 鐵鑛의 種類를 말하면 數種이 잇습니다. 그 成分에 依하야 分類하면 酸化物, 炭酸鹽類, 硫化物 等이니 가장 만흔 者는 酸化物이외다. 硫化物은 硫酸製造에 쓰고 製鐵事業에는 使用치 아니합니다. 酸化鐵의 鑛石은 即 赤色鑛, 磁鐵鑛, 褐鐵鑛, 雲母鐵鑛 等이며 炭酸鹽類는 菱鐵鑛이＜68＞ 이것이며 硫化物은 黃鐵鑛이 이것이외다.
鐵의 種類는 大別하면 3種이외다. 即 鋼鐵, 鍊鐵, 銑鐵이니 鐵이라는 原素는 同一하나 그 中에 含有한 炭素의 分量에 依하며 含有 炭素의 狀態에 因하야 或은 銑鐵, 或은 鋼鐵, 或은 鍊鐵이 됩니다. 銑鐵은 가장 炭素의 量이 만흔 者이며 鋼鐵은 其次요 鍊鐵은 含有炭素가 가장 작은 者이외다. 그런고로 銑鐵로 鋼鐵을 製造하랴면 銑鐵 中의 炭素를 幾分 除袪하고 鍊鐵에다 幾分의 炭素를 주면 鋼鐵을 得할 수 잇습니다. 鋼鐵에는 그 使用하는 目的에 依하야 或은 滿俺, 或은 重石, 或 水銀 等을 加入하야 特別한 性質을 가진 鋼鐵을 製造합니다.
4. 鐵과 石炭의 成因 鐵과 石炭의 成因은 어떠한가. 鐵과 石炭뿐이 아니라 金과 銀과 銅과 鉛 等 모든 有用鑛物을 採堀하는 鑛床의 成因은 어떠한가 생각코자 합니다. 金銀銅鐵과 石炭의 成因을 말하기 전에 우리  地球의 歷史를 暫間 말하고자 합니다.
其初에 混沌한 高熱의 瓦斯이엇던 우리 地球는 宇宙를 向하야 그 熱을 放散하고 外面이 굿어저서 地皮 即 地殼을 生하야 一定한 形態를 가지게 되어 地球는 天文時代로부터 地質時代로 옴긴 것이외다. 놉흔 곳은 山이 되고 얏흔 곳은 海洋이 되어서 地球는 이 時代로부터 漸漸 時代를 지내일스록 그 記錄을 남긴 것이외다. 그 記錄은 即 地層이요 그 地層은 當時에 生活하던 生物의 遺軆가 化石이 되어 이것으로 그 當時에 地球의 模樣을 判斷할 수 잇습니다. 히마리야 高峯에서 介貝의 化石을 産함은 그 時代에 히마라야는 海中이엇슴을 說明합니다. 地質時代 一覽表를 말하면 다음과 갓습니다.
地質時代一覽表
(1) 原始時代 (片麻岩紀, 雲母片岩紀, 千枚岩紀)
化石: 無
(2) 古生代 (감무리아紀, 시투리아紀, 데본紀, 石炭紀, 二壘紀)
化石: 動物; 軟骨動物이하, 어류, 兩棲類 四時珊瑚, 三葉蟲, 爬蟲類
植物; 隱花植物, 松柏科는 稀少
(3) 中生代 (三壘紀, 주라紀, 白堊紀)
化石: 動物; 元時珊瑚, 腹足類, 爬蟲類의 全盛
植物; 松柏科, 蘇鐵科, 羊齒科
(4) 近生代 (第三紀, 第四紀)
化石: 動物; 哺乳類
植物; 雙子葉植物
地球가 生한 以後 今日까지는 實로 長年月이외다. 學者는 말하기를 5億萬 年 乃至 10億萬 年이라 합니다. 그 동안 地球의 表面에도 非常한 變化가 잇섯든 것은 現在 地中에서 나오는 化石이 實証합니다. 어떠한 時代에는 樹木이 鬱鬱하얏섯고. 어떠한 時代에는 爬蟲類가 橫行하얏섯습니다. 近生代 第3紀末 第4紀 初에야 비롯오 人類가 生하얏다 합니다.
石炭의 成因을 생각하건대 古生代의 末紀 即 石炭紀로부터 近生代 第3紀 以前에는 地球에 樹木이 茂盛하야서 넘어지고 또 그 우에 넘어저서 埋沒되어 큰 압력을 밧고 地球로 말미암아 變化되어서 今日의 石炭을 成한 것이외다. 石炭의 種類는 그 樹木의 種類에 關係치 아니하고 炭化度에 因합니다. 雜草가 茂盛한 平原에서도 점점 싸인 雜草가 腐敗하지 아니하고 炭化되어서 今日 泥炭이라 하는 것이 됩니다.
다음에 金銀銅鐵을 말하건대 이 地球 中에는 金屬原素가 만히 잇서 學者에 報告에 依하면 (알미니음)이 8.13% 鐵이 4.71%이라 합니다. 其他에 金銀銅 여러 가지 鑛物을 가저서 化學的 或은 物理的 作用에 依하야 地殼의 一部에 集中한 것을 우리가 鑛床이라 합니다. 그리 하야 經濟上으로 採堀할 수 잇는 者를 採堀합니다.
5. 採炭 採炭은 即 地중에 存在한 石炭을 採取함이니 大約 3尺 以上의 石炭을 採堀하되 或은 3尺 以下 2尺 假量의 石炭도 經濟上으로 有利하게 採堀할 수 잇습니다. 石炭層의 둡게는 가장 厚한 자는 100尺을 過하고 가장 薄한 자는 尺餘에 不過합니다. 採炭方法을 말하자면 2種이라 할 수 잇습니다. 露天堀과 地中堀이외다. 露天堀은 石炭의 埋沒된 깁히가 얏하서 表土를 除去하고 採炭하는 것이고, 地中堀은 即 普通 널리 보는 것이니 地表로부터 垂直 或은 傾斜로 坑道를 開하야 石炭에 다은 後 各 方面으로 坑道를 뚤어서 石炭를 採取하야 地表까지 運搬합니다. 地中事業이라, 幾分의 危險은 免치 못한다 하나 學理를 利用하야 設計하면 豫想과 가티 危險한 事業은 아니외다.
