잡지명	삼천리 제8권 제2호
발행일	1936년 02월 01일
기사제목	銀行頭取人物評 東銀頭取 閔大植氏 (Critique of Bank Presidents: Tongil Bank President Min Tae-sik)
필자	江上居士
기사형태	소식 (News/Report)

Critique of Bank Presidents: Tongil Bank President Min Tae-sik
						By Jiangshang Geoshi (江上居士)

A Few Words Before Writing

Having withdrawn from the life of letters and returned from the dusty city to a rural village for leisurely days, tilling the fields under the clouds and fishing beneath the moon, your humble servant, who has been playing deaf and dumb for nigh on a year now, suddenly received a pressing letter, arriving like an urgent summons, from Esteemed Brother Pa In-oe (巴人畏兄), bearing the title "Critique of Bank Presidents." Critiquing individuals is inherently awkward and difficult; writing too favorably borders on flattery (阿諛), while overly direct criticism (直評) risks offending the subject. Honesty can be harsh, and circumlocution can become insipid like weak tea (太和湯), making it very hard to reveal the full picture of the person being critiqued. Though I wished to decline and hesitated to take up my brush for several days, I reconsidered, realizing I am originally someone who "has not received others' favor." Steeling my thoughts, I undertake this writing (抄). Whether this piece incurs the anger (觸怒) of the subject or not is beyond my concern, but I sincerely hope (心祝) it does not cause trouble (累) for Esteemed Brother Pa In-oe. At the same time, I hope that as the series continues, at least some aspect of the various gentlemen appearing in the critiques will be truthfully revealed.

Mr. Min Tae-sik (閔大植)! President of Tongil Bank (東一銀行), Mr. Min Tae-sik! His character and his whole story are mostly guessed at by everyone, hardly needing the clumsy brush of this writer. He is the son (令胤) of the late Mr. Min Yŏng-hwi (閔永徽), a Chosŏn plutocrat, and a maternal uncle (外叔) to the former imperial family. As a foremost powerful retainer (權臣), his father's great influence during the old Korean Empire era, leaving traces (자최) that are still etched in the public mind and whose bitterness grows clearer with time—the son most beloved by Min Po-guk (閔輔國, likely Min Yŏng-hwi), Holder of the Great Title T’aegwang Sungnok Taebu (大匡崇錄大夫). At a time when the obsession with official posts (官毒) and its symptoms (症喉) still permeated the entire society, Mr. Min broke from all conventions with distinct views and bold aspirations. Forsaking the path of honor and advancement (榮貴 拔身之策), he early absorbed new knowledge <51> while simultaneously realizing with foresight that pouring his heart and soul into the financial field (理財方面) and soaring high (雄飛) in the business world was the way to achieve everything (萬事成). He promptly went east to study (負笈渡東), focusing his reading on finance, and after diligent study (螢雪之功), still unsatisfied, he realized he couldn't stand on equal footing with others without absorbing the cutting-edge financial methods of advanced Western countries (歐米). Thus, seeking the latest financial knowledge (新韓 理財知識), he crossed the distant Pacific Ocean (太平洋) to study in the United States (米國).
Viewed from today, studying in Europe or America (歐米留學) is nothing remarkable, but considering Mr. Min's youth (弱冠時代), not long after the era of seclusion (鎖國時代) ended, not only was making such strides (跋捗) unexpected (念外), but studying in America was a time when financing it was extremely difficult, a goal desired but unattainable (有意나 莫遂) for many. However, born into different circumstances, into a prestigious and wealthy family (名門甲富), these two major hurdles were no issue for Mr. Min. Even so, had he been the kind of corrupt fellow (敗漢) typical of the sons and nephews (子侄) of old wealthy families, indulging only in ease (安逸) and dissipation (放縱), even his favorable situation would be unworthy of discussion. But that Mr. Min easily shook off such an environment and rose above it offers a glimpse into his extraordinary side. Returning to the story (却說),
Mr. Min's age (齒列) is now well past fifty, meaning his entry into banking (銀行投足) dates back nearly thirty years (三十個 星霜). At that time, aside from several banks belonging to the current Japanese zaibatsu and the premier Korean bank (Chosŏn Ilbon Ŭnhaeng, likely referring to Dai-Ichi Bank's Chosŏn branches or the early Bank of Korea), the only Korean-affiliated bank was Hansŏng Bank (漢城銀行), over which Mr. Han Sang-nyong (韓相龍氏) presided (君臨). It was founded by Mr. Min's father, the late Min Yŏng-hwi. Not long after Mr. Min returned in glory from completing his studies in America, his father promoted (援躍) him and placed him in the bank. When Mr. Min joined the bank, his position was merely that of a section chief (課長), but in terms of real power, he acted as his father's deputy, the President (頭取), making the difference between appearance and reality vast (霄壤之別). As years passed and several Presidents were replaced, the position eventually came to Mr. Min. Thus, he came to preside (君臨) both in name and reality over the financial realm that was Hanil Bank (韓一銀行). How the bank's affairs developed after he took office is beyond the scope of this discussion, but suffice it to say, this is the path he trod to become the bank's President. Then, when the infamous financial panic (財界恐慌) swept through the entire financial world, Mr. Han Sang-nyong, Mr. Min's senior and acknowledged by himself and others as the foremost figure in the banking world, couldn't manage the situation (두미를 수습하지 못하고), had no choice but to reduce capital (減資) and reorganize his bank, and ultimately resigned (勇退). In contrast, Mr. Min, having adhered steadfastly to the principle of soundness first (堅實第一主義) since taking office, weathered the extraordinary crisis without major disruption. This too suggests the extent of his financial foresight (先見之明).
Furthermore, deeply realizing the harm (弊) of the proliferation (濫立) of large and small banks, Mr. Min carried out a merger with Hoso Bank (湖西銀行) (whose public stock capital was 250,000 won, same as Hanil) and, at the same time, <52> bravely renamed the long-established Hanil Bank to Tongil Bank (東一銀行), bringing it to its present state.

Whatever the bank's history, the main purpose of this piece is to analyze the character of Min Tae-sik as a bank President. So now, let's place Mr. Min on the chopping block (俎上) of my brush (筆卓), remove the scales (미눌), trim the fins (지럼지), and examine the gills (지레).
Meeting Mr. Min in the President's office, anyone seeing him for the first time feels a sense of surprise. That is, he is not the large man, obese and fleshy (肥滿肉厚) with an oily sheen, typically imagined and commonly seen (恒茶飯) among figures in the financial and wealthy classes. Though raised from childhood as the beloved son of a millionaire, amidst delicacies (六珍海味) and nourishment (滋養), and still living a similarly luxurious life today, he is slender (셤약하다) rather than fat, lacks an imposing presence, and has the physique one might call that of a country scholar (촌새님). Moreover, as anyone who interacts with him knows, the arrogant haughtiness (거드름) of bankers is nowhere to be found; rather, he possesses the demeanor of gentle scholars. At first glance, he might seem somewhat two-faced (表裏不同), but closer observation reveals an upright (剛直) expression on his face. He lacks warmth (溫厚), gives a rather plain (素朴) impression, and while appearing simple and honest (淳厚), also conveys a sharp chilliness (쌀쌀한 맛). He seems more driven by intellect (理智) than simplicity, lacks the magnanimity of a respected elder (長者之風) who would help the needy (救危䟽財), and carries the air of an ordinary man (凡骨漢) whose talent outweighs his virtue (才 勝德薄), which is a major flaw. Therefore, in employing people, there's a sense that he subjugates (壓服) them through schemes (權謀) and authority (威勢) rather than winning their loyalty through sincerity (誠心). He is a man skilled in utilization (使役之能) rather than possessing broad tolerance (包容之村?). This is reflected in his daily life as well; though sharp in finance (理財), he lacks generosity (후한 맛), so under his command, there are few like-minded companions (同心客) willing to devote themselves in gratitude (棄身報恩), while worldly, talented individuals seeking profit through power (依權釣利 俗交才客) gather. His methods of promoting and demoting (黜陟) employees are also heavily laced with such scheming (權謀術數), thus easily inviting public criticism (外評聲斥). Consequently, in several past bank reforms, he generated such public opinion (世評); this could be seen during the merger with Hoso Bank, and also during the commotion some years ago when Mr. Ichikawa Shinjiro (市川眞次郞), a Managing Director from the Chosŏn Bank (朝鮮銀行) system, was brought in. Thus, currently within Tongil Bank, besides the Min faction and the Hoso faction, figures from the Chosŏn Bank system are complexly intermingled, leading to suspicions of secret strife (暗鬪?) among the three groups. Furthermore, at present, while the title of President remains with Mr. Min, in substance (內實) he has distanced himself from the bank. Although there are various complicated circumstances (事關) involved, this also stems from his tendency towards responsibility evasion (責任回避). While the bank temporarily weathered the financial panic admirably under Mr. Min's financial acumen, this temporary scheming <53> (權謀) produced a stopgap measure (彌縫策) that became a burden (累). As the 2.5 million won in reorganization funds brought from Chosŏn Bank gradually began to speak for itself, Mr. Min, with his keen insight (?) fearing it might even affect his personal wealth (私財), adopted an attitude of keeping the bank at a respectful distance (敬以遠之).
In any case, Mr. Min is the type of person who, even in endeavors he poured effort (心力) into, quickly feels weary (倦怠) if they seem detrimental to his interests (私利). He possesses a meticulous (緻密) mind for finance (理財) but lacks the character of a gentleman (君子之風) grounded in benevolence and righteousness (於仁基). Another major flaw is that while it's good he selects talented individuals regardless of personal connections (情實), he lacks the gentlemanly character of making them trusted confidants (心腹) after bringing them into his inner circle (室家之人).
He seems to be the type who, when moved by profit (利), acts without considering the various harms that inevitably follow from profit-seeking. He also seems to possess the flaw of trying to suppress with authority (威權) rather than governing through virtue (德). Anyway, these aspects are vividly apparent (躍如) even in his private life. As an example, I will relate an anecdote (一片話) about Mr. Min gathered from public talk (巷間) to illustrate a side of him.
Within Mr. Min's family (眷屬), there was a plan to invest several hundred thousand won in a cultural enterprise, and someone had already taken up a position at one of our newspapers (新聞 某報). However, Mr. Min alone opposed it, reportedly saying, "Cultural enterprises just waste money; investing massively in something that produces not the slightest return (少許의 生産) is unacceptable." He thus frustrated (挫折) mid-stream something already agreed upon by the entire family and initiated (緖), causing public comment (世評) at the time. That is, his firm resolve, capable in ventures where investing 100 won yields 1,000 won, but unwilling to commit even slightly (少許) if immediate returns aren't visible, might be considered admirable. However, one might harshly criticize him, noting his lack of foresight (透視) into the distant future (遙遠) and scarcity of aspiration (志趣) to dedicate himself (用心) to public enterprises (民衆事業).

Here is another extremely minor anecdote (一揷話), but consider it as offering a glimpse into another facet of Mr. Min.
(Though it might be misinformation (訛傳), if so, it can be retracted.) Mr. Min supposedly had a grandchild—it doesn't matter which son's child—but it turned out to be a granddaughter. An acquaintance he saw daily pestered him for several days to provide a celebratory treat (턱). One day, Mr. Min treated him to a bowl (一器) of Seolleongtang (설넝탕) and several cups (數杯) of liquor for lunch, allegedly saying, "This is the treat for having a granddaughter." (Perhaps momentarily in jest.) Hearing this, the child's parents supposedly fumed, "What more can you expect from a girl (계집애) worth only a bowl of Seolleongtang and a glass of liquor?" Though a trivial family matter (細小事), it allows us to glimpse (窺視) how financially astute (財利에 밝고) and frugal (節約) Mr. Min is. In any case, it seems true that Mr. Min's character is extremely focused on reason (理智), sharp in finance (財利에 靈特), possessing keen insight (明察) and a meticulous (緻密) mind, yet lacking the air of a magnanimous elder (寬厚長者之風) and the gentlemanly character (君子之風) of benevolent tolerance (於仁包容). <54> His planning is meticulous (用意周到), leaving no room for the slightest error (毫釐의 差錯). He might be, as the saying goes, "a person who would pluck his own hair to plug his own hole" (제털 빼 제구녁에 박을 사람 - extremely meticulous/stingy), yet lacks even the demeanor of helping the less fortunate (下石上撑). The fact that Mr. Min, despite his considerable wealth, age, status, and foundation (地盤), has not ventured even slightly into the domains of a public figure or businessman beyond being a mere financial figure, speaks volumes. Considering that even Mr. Pak Hŭng-sik (朴興植氏), an obscure young man and poor student who arrived in Kyŏngsŏng (Seoul) barely ten years ago, has yet to have his business network grasped (or possibly, 'surpassed'?) [by Min], shows how petty (小拙) Mr. Min's entire life has been and how he had no other thought than personal gain (身之策). However, it is true that if placed under a capable President (頭取) as an executive director (專務) or manager (支配人) in a supporting role (內助之役), he would demonstrate unfailing (萬無一失) financial prowess (理財手腕). His dedication (至誠) in steadily focusing solely on one business without glancing sideways at others, striving and working hard for the weak Korean financial world, commands everyone's admiration. In conclusion (左右間), Mr. Min has both strengths and weaknesses, but we must respect him for boosting the Korean banking world and for being the most senior figure (最 古參) in Korean banking after the departure of Mr. Han Sang-nyong, former president of Hansŏng Bank.
A final word: Mr. Min is still nothing more than a financier. He has lived with walls built around the realms of cultural enterprises, commerce, industry, agriculture, and other various business sectors. If life expectancy is seventy (人生七十), he has passed the two-thirds mark. However, in terms of business activities, he is just now beginning to be active. His first half-life was undeniably that of a financier, but it seems Mr. Min might leap over this wall and stride into the domain of the entrepreneur. Cultural enterprises, educational projects (育英事業), and others have long awaited him. As such a seasoned veteran (百戰老卒), if he now unleashes his accumulated (蘊蓄) financial talent (財完), what task could not be accomplished? While sincerely wishing (心祝) he might one day throw millions to become a contributor to world cultural enterprises, the writer adds this because he does not wish to see Mr. Min only as a financier. Furthermore, having experienced the hardships (世熊艱苦) of the world in the first half of his life, I pray that in the latter half, Mr. Min becomes a person of renown, radiating brilliant splendor (光輝). With this, I lay down my brush (擱筆). (Much thanks for overlooking any harsh criticism.) (End) Next issue: Mr. Pak Yŏng-kil (박영길氏).<55>

**Summary**

This 1936 article critiques Min Tae-sik, the President of Tongil Bank. It acknowledges his privileged background, early focus on finance over traditional elite paths, foreign education (USA), and his rise to head the bank his father founded. The author praises Min's cautious management during the financial crisis, contrasting him favorably with Han Sang-nyong. However, the critique centers on Min's perceived personality flaws: he is described as highly intelligent and meticulous in finance but cold, calculating, lacking generosity and magnanimity ("長者之風"), relying on schemes ("權謀") rather than inspiring loyalty, and overly focused on personal profit to the exclusion of broader social or cultural contributions. For historians, this piece offers a valuable contemporary perspective on a key Korean figure in the colonial financial world. It illuminates aspects of banking operations (mergers, crisis management, interactions with Japanese institutions like Chosŏn Bank), provides social commentary comparing elites (Min vs. Pak Hŭng-sik), and frankly discusses the perceived character failings of a prominent businessman within the specific context of colonial Korea, revealing anxieties about leadership, wealth, and social responsibility among the Korean elite.

**Named Entities**

東一銀行	동일은행	Tongil Ŭnhaeng
閔大植	민대식	Min Tae-sik
江上居士	강상거사	Kangsang Kŏsa (Author pseudonym)
巴人畏	파인외	P'a In-oe (Term of address, possibly a name or pseudonym)
閔永徽	민영휘	Min Yŏng-hwi
閔輔國	민보국	Min Po-guk (Likely refers to Min Yŏng-hwi)
太平洋	태평양	T'aep'yŏngyang (Pacific Ocean)
米國	미국	Miguk (USA)
韓相龍	한상룡	Han Sang-nyong
한성은행	한성은행	Hansŏng Ŭnhaeng
韓一銀行	한일은행	Hanil Ŭnhaeng
湖西銀行	호서은행	Hoso Ŭnhaeng
朝鮮銀行	조선은행	Chosŏn Ŭnhaeng
市川眞次郞	시천진차랑	Ichikawa Shinjirō
朴興植	박흥식	Pak Hŭng-sik
박영길	박영길	Pak Yŏng-kil
경성	경성	Kyŏngsŏng (Seoul)

**Glossary**

頭取	두취	Bank President/Head (Older term, from Japanese)
틔끌	티끌	Dust (Older spelling)
향촌	향촌	Rural village, countryside
우금	이제/지금	Now, currently (Older word)
성화	성화	Urging, pressing (as in '성화같다' - to be pressing/urgent)
아뫼	아첨	Flattery (Older spelling/form)
갓갑고	가깝고	To be close (Older spelling)
직평	직평	Direct criticism
태화탕	태화탕	Insipid decoction/medicine; fig. bland, uninspired writing
抄하다	초하다	To write, to copy (Here used to mean 'to write this critique')
자최	자취	Trace, footprint (Older spelling)
이재	이재	Finance, economics, financial matters
부급도동	부급도동	To go east (to Japan/overseas) to study (負笈渡東)
형설의 공	형설지공	Efforts in studying diligently under difficult conditions
약관	약관	Youth (around 20 years old)
쇄국시대	쇄국시대	Era of national seclusion
명문갑부	명문가부	Prestigious and wealthy family
안일	안일	Ease, comfort, idleness
방종	방종	Indulgence, dissipation
치열	치열	Age (Lit. row of teeth)
성상	성상	Years, time (Lit. stars and frost)
군림하다	군림하다	To reign over, dominate
과장	과장	Section chief
소양지별	소양지별	A world of difference, vast difference (霄壤之別)
재계공황	재계공황	Financial panic/crisis
견실제일주의	견실제일주의	Principle of soundness/stability first
남립	남립	Proliferation, mushrooming (of banks)
필탁	필탁	Writing brush
조상	조상	Chopping block (俎上)
미눌	비늘	Scales (of a fish - Older spelling/form)
지럼지	지느러미	Fins (Older spelling/form)
지레	아가미	Gills (Older spelling/form)
항다반	항다반사	Commonplace, everyday occurrence (恒茶飯)
비만육후	비만육후	Obese, plump, fleshy (肥滿肉厚)
륙진해미	육진미	Delicacies (六珍海味 - Older term)
셤약하다	섬약하다	Slender, delicate (Older spelling)
촌새님	촌사람/시골선비	Country bumpkin / country scholar (Slightly derogatory)
거드름	거드름	Haughtiness, arrogance
표리부동	표리부동	Two-faced, duplicitous (表裏不同)
강직하다	강직하다	Upright, straightforward, inflexible
온후하다	온후하다	Gentle, mild, genial
소박하다	소박하다	Simple, plain, unadorned
순후하다	순후하다	Simple and honest, naive and gentle
쌀쌀한 맛	쌀쌀한 맛	Chilly feeling, sharp manner
이지	이지	Reason, intellect (理智)
장자지풍	장자지풍	Air/manner of a respected elder, magnanimity (長者之風)
재 승덕박	재승덕박	Talent outweighs virtue (才勝德薄)
범골한	범골한	Ordinary person (凡骨漢)
심복	심복	Trusted subordinate, confidant
권모	권모	Schemes, machinations (權謀)
위세	위세	Authority, power, influence
압복	압복	To subdue, make submit
포용	포용	Tolerance, magnanimity
사역	사역	Employing, using people
후한 맛	후한 맛	Generosity, magnanimity
기신보은	기신보은	Devote oneself in gratitude (棄身報恩)
동심객	동심객	Like-minded companion (同心客)
의권조리	의권조리	Seeking profit through power/connections (依權釣利)
속교재객	속교재객	Worldly talented people seeking connections (俗交才客)
출척	출척	Promoting and demoting (黜陟)
외평성척	외평성척	Public criticism and condemnation
세평	세평	Public opinion, reputation
자아대다	자아내다	To cause, bring about, invite (Older form)
암투	암투	Secret strife, hidden conflict
내실	내실	Substance, reality (vs. appearance)
사관	사관	Circumstances, matters involved (事關)
책임회피	책임회피	Evasion of responsibility
미봉책	미봉책	Stopgap measure, temporary fix
누가 되다	누가 되다	To become a burden, cause harm
경이원지	경이원지	Keep at a respectful distance (敬而遠之)
권태	권태	Weariness, boredom
치밀하다	치밀하다	Meticulous, detailed, elaborate
어인지기	인의	Benevolence and righteousness (based on context, 於仁基?) - meaning uncertain, likely refers to core Confucian virtues.
군자지풍	군자지풍	Character/manner of a gentleman (君子之風)
정실	정실	Personal connections, favoritism
일편화	일화	Anecdote (一片話)
권속	권속	Family members, dependents
서	서	Beginning, start (緖)
좌절	좌절	Frustration, setback
요원하다	요원하다	Distant, far-off
투시	투시	See through, penetrate (foresight)
민중사업	민중사업	Public enterprise, enterprise for the masses
와전	와전	Misinformation, rumor
턱	턱	A treat (given on special occasions)
설넝탕	설렁탕	Seolleongtang (beef bone soup - Older spelling)
기	그릇	Bowl, vessel (器 - Sino-Korean counter)
게집애	계집애	Girl (Often derogatory)
절약	절약	Frugality, saving
규시	규시	To peek, glimpse, spy (窺視)
관후장자	관후장자	Magnanimous elder (寬厚長者)
용의주도	용의주도	Meticulous planning, careful consideration
호리	호리	Slightest bit (毫釐)
차착	착오	Error, mistake (差錯)
소졸하다	소졸하다	Petty, small-minded
능난하다	능란하다	Skillful, capable
내조	내조	Supporting (often used for wife supporting husband, here supporting role)
만무일실	만무일실	Without fail, absolutely certain (萬無一失)
이적수완	이재수완	Financial prowess/skill (理財手腕)
일의전심	일의전심	Single-minded devotion
북도드다	북돋우다	To encourage, boost, foster (Older spelling)
고참	고참	Senior, veteran
백전노졸	백전노장	Seasoned veteran (百戰老卒/百戰老將)
온축하다	온축하다	To accumulate (knowledge, wealth)
재완	재완	Financial talent/skill
심축하다	심축하다	To sincerely wish/pray for
각필	각필	To lay down the brush (finish writing)


---------------------------


잡지명	삼천리 제8권 제2호
발행일	1936년 02월 01일
기사제목	銀行頭取人物評 東銀頭取 閔大植氏
필자	江上居士
기사형태	소식

銀行頭取人物評 東銀頭取 閔大植氏
						江上居士
쓰기 전 數語

문필생활에서 몸을 빼처나와 틔끌의 도회에서 閑日月의 향촌에 돌어와 구름미테 밧 갈고 「달」아래 「고기」낙기 우금일년에 귀먹고 벙어리 노릇을 하던 罪弟에게 홀연 巴人畏兄으로부터 足不至地의 성화가튼 一張來信을 바드니, 왈「銀行頭取人物評」이라는 冠名을 부친 것이다. 본래 인물평이라는 것은, 너머 조케 쓰면 阿諛에 갓갑고 너머 직평을 하면, 상대자의 감정을 상하는 것이라, 가장 거북하고, 가장 어려운 것이다. 솔직은 모지고, 완곡은 태화탕이 되나니 평론대상자의 전모를 들추기가 매우 어려운 노릇이다. 감히 사양코저하여 수삼일간 붓 들기를 주저하다가, 생각하니, 원체 남의 「고임을 밧지 못한」내이라, 생각을 가다듬어 이것을 抄하는 바다. 이 글이 해당자의 觸怒되고, 아니됨은 내 본래 가름알배 아니나 이 글로 하여곰 巴人畏兄에게 累가 아니됨만 심축하여 마지안는 동시에, 호를 거둡하여 評中에 나오는 諸位의 일면이나마 여실하게 들어낫스면 행인가 하노라.

閔大植氏! 東一銀行頭取인 閔大植氏! 氏의 위인과 氏의 전모는 누구나 거의 짐작하는 배라, 필자의 둔필을 기다리지 안는 바이다. 조선갑부인 故 閔永徽氏의 令胤이오, 舊황실외숙으로, 제일 權臣인 동시에, 구한국시대에 조선민족에게 끼친바, 커다란 자최가 지금도 아직 일반뇌리에 박혓고 갈수록 쓰린 맛을 깨닷게 하는, 大匡崇錄大夫 閔輔國의 제일 총애하는 아들로서, 官毒에 症喉가 아직도 전사회에 미만하엿든 당시, 氏는 별다른 경론과, 왕청된 포부로 모든 인습을 타파하고, 榮貴 拔身之策을 저버리고, 일죽히 신지식을 흡수하는<51> 동시에 금후로는 이재방면으로 심혈을 경주하고, 재계에 雄飛하여야 萬事成이라는 선각을 가지게 되어, 일즉 負笈渡東하여 文籍을 이재방면으로 돌이고 형설의 공을 싸은 후 다시 그것으로도 만족치 안코, 구미선진국의 첨예한 이재방식을 흡수치 안흐면 남과 가튼 수준에 슬수 업슬 것을 깨다러 다시 *신한 이재지식을 엇고저 멀리 太平洋上을 건너 米國에 유학하엿다.
지금으로 보면 구미유학이 그다지 신기할 것이 업지만은 氏의 약관시대로 론하면 쇄국시대를 버서난지 얼마 아니되엇든터라 跋捗하기도 念外이지만, 미주유학이라면 제일 재정관계를 저당하기 어려워 有意나 莫遂엇든 시대이다. 그러나 남다른 처지와, 명문갑부의 태어난 氏이라 여차한 2大난관은 문제도 되지 안헛든 것이다. 비록 그럿타하나, 氏가 옛날 부귀가
子侄들과 가치 안일과 방종만 탐하는 류의 敗漢이런들 무난한 처지라도 不足可論이지만, 그러한 환경을 손쉽게 툭 털고 일어선 氏인지라, 여기에 氏의 비범한 일면을 엿불 수 잇는 바이라. 却說
氏의 齒列이 오십 고개를 훨신 넘은지라, 氏의 은행投足은 벌서 30개 星霜을 바라 보게 된다. 당시로 論하면 현재 일본재벌계의 은행 수개와 한국 제일은행계의 것 이외에는, 조선인 계통의 은행이라고는, 韓相龍氏가 군림하엿든 한성은행이 잇섯슬 따름이다. 그때 氏의 父君인 故閔永徽氏가 창립한 것인데 氏가 도미하여 업을 필하고 금의로 귀국한지 距未久에 氏를 援躍하며 동은행에 안치고 말엇다. 氏가 입행할 때는 불과 일과장의 지위밧게 아니 되엇스나, 실권으로 말하면 頭取인 父君의 대리를 하엿기 때문에 외관과 내실은 霄攘之別이엇다. 점점 경년함에 따러 몃개 頭取가 교체한 후, 及其他에는 氏에게로 頭取의 자리가 돌아오고 말엇다. 그래서 명실상부하게 氏가 한일은행이라는 금융계 일국에 군림하엿든 것이다. 氏가 頭取로 취임한 이후 동행의 사적이 여하히 발전하엿는지는 재론외라 제외하거니와 하여간 氏가 여차한 경제를 밟어 同行의 頭取가 된 것이다. 그리다가 저-유명한 재계공황이 전 금융계를 휩쓸 때에, 氏의 선배오 은행계의 일인자라고 자타가 공인하든 韓相龍氏가 두미를 수습하지 못하고 同行을 減資하고 정리할 수 밧게 업시되며 또 부채용퇴함에 불구하고, 氏는 취임이래 견실제일주의로 내려왓기 때문에 큰 동요가 업시 비상난관을 돌파하게 되엇다. 이로 보아도 氏가 얼마나 이재적 선견지명이 잇는는지 짐작할 것이다.
또 氏는 대소은행남립의 槳를 통절히 깨다러 湖西銀行(公株자본금은 한일과 가치 25만원)과 합병을 단행하는 동시에<52>종래의 명사이든 韓一銀行을, 용감히 개칭하며 동일은행이라 하며 현재에 일은 것이다.

은행내력은 엇잿든, 은행 頭取로서의 閔大植氏 인물을 한번 해부하여 보는 것이 본편의 주지인만큼 지금으로부터 氏를 필탁의 俎上에 올려 노코, 미눌을 띄고, 지럼지(翅)를 가다듬고, 다시 지레(鰓)를 들추어 보기로 하자.
