Magazine Title: 삼천리 제5권 제3호
Publication Date: 1933년 03월 01일
Article Title: 新舊文人 언파레트 ... 續 (A Parade of Old and New Writers... Continued)
Author: 安在左
Article Type: 문예평론 (Literary Criticism)

A Parade of Old and New Writers... Continued
						An Chaechwa

The Tastelessness of Paekhwa and the Salty Sourness of Kokmyŏng

Paekhwa, Mr. Yang Kŏnshik, and Kokmyŏng, Mr. Pyŏn Yŏngman (also known as San'gang Pyŏn Kwangho), although lacking the opposition of 'bourgeois' and 'proletariat,' are undoubtedly a pair whose human contrast and contrast in works cannot be ignored.
Paekhwa is lanky, commonly called a 6-ch’ŏk (foot) tall figure, while Kokmyŏng, Mr. Pyŏn Yŏngman, barely avoids being short but is not particularly tall. Furthermore, Mr. Yang has a pale complexion, whereas Mr. Pyŏn does not.

So, how are they in terms of writing? Mr. Yang primarily writes much Chinese literature, while Mr. Pyŏn writes essays, miscellaneous writings, and recently even novels. Until not long ago, Mr. Yang was often felt to be quite tasteless, as in “It is Kye singing like an old Buis.” Also, his complete translation of "Romance of the Three Kingdoms" (三國誌) does not seem that well done. Furthermore, something like "The Laundering Maiden" (빨래하는 處女), despite being good material, lacks flavor. It seems watery, like Mr. Yang's physique.
However, misunderstanding it as entirely tasteless would be a great misfortune. It's just that there is a slight tendency towards such tastelessness.

Then, Mr. Pyŏn, who contrasts with Mr. Yang, has no single representative work to speak of, but looking at his humorous sketches (漫文), they are salty to the point of being sour (鹹味가 지나서 酸味가 잇는 것이다). His extensive knowledge of foreign literature can be observed in his essays and miscellaneous writings, and concurrently, much of it is salty to the point of being sour.
To summarize the two again, Mr. Yang's works seem tasteless but have substance, while Mr. Pyŏn's seem to have substance but are tasteless. However, not everything is like that. It's just that there is a strong tendency in that direction.
I have no connection by name or lineage with Mr. Pyŏn, and having only seen him briefly on some street corner, I have only contrasted their literary activities here.

The Simplicity of Nosan and the Lightness of Im Hwa

It is common knowledge that Nosan, Mr. Yi Ŭnsang's "Sijo" (時調) poetry stands alone in the Korean 'bourgeois' literary circle, while Mr. Im Hwa's narrative poetry (敍事詩) has an established reputation in the Korean 'proletariat' literary circle. Moreover, personally, while standing in opposite directions, they share many points of similarity.
Firstly, if there is Nosan, who is praised without controversy in the Korean 'bourgeois' literary circle, there is Im Hwa, who is only praised without controversy in the Korean 'proletariat' literary circle. Also, just as Nosan is a non-drinker (不酒黨), Im Hwa is also a non-drinker. Both would likely get extremely drunk crossing a wheat field (過麥田).
However, if we speak of one representative trait for each, Nosan possesses "simplicity and clarity of purpose" (淡泊而明志), while Im Hwa has a "light and elegant" (輕快而端雅) flavor.
Consequently, this can be seen in their works as well. Nosan, Mr. Yi Ŭnsang's recent works, several sijo including "Reading History" (讀史), and Im Hwa's narrative poems like "Yokohama Holding an Umbrella" (우산바든 요고하마), form a good contrast.
In the Korean literary world—combining bourgeois and proletarian—these two poets are truly precious gems, a pair of treasures.
To summarize this again, Nosan's simplicity (淡泊) and Im Hwa's lightness (輕快) are similar yet opposite. That is, they are not polar opposites. Because their ideologies differ, they are similar while walking in opposite directions.

The Fluency of Yŏsu and the Rough Path of An Mak

This time, we get to contrast people belonging to the same faction. Yŏsu, Mr. Pak P'aryang is a member of 'KAPF' (朝鮮푸로레타리아藝術同盟 - Korean Proletarian Artists Federation), and Mr. An Mak is <79> also a member of 'KAPF'. However, their personal actions and work activities are almost opposite.
Yŏsu, Mr. Pak P'aryang's works, his 'Poetry' (詩), are almost filled with fluency (流麗). And personally, he is neither tall nor particularly short, but rather well-proportioned. He is truly a 'handsome' person, the exact opposite of Mr. An Mak's boldness (豪蕩). Accordingly, An's works included in the "KAPF Poets Collection" (캅푸 詩人集) and Yŏsu, Mr. Pak P'aryang's works, for example, a piece called "Beside the Stone Bridge" (돌다리 겻헤서) or "Summer Night at the Port" (港口의 녀름 밤), are most fluent. They evoke the feeling of a single small boat drifting on a calm sea. However, reading Mr. An Mak's poem like "Eighty Thousand Brothers..." (八萬의 兄弟여..) gives a stiff and bold (豪蕩) feeling, like navigating the difficult roads of Shu (蜀途).
Consequently, the personal actions of Mr. Pak and Mr. An also appear this way. Mr. Pak's contemplation on Zen (禪) versus Mr. An's fearless audacity regarding materialism (唯物論) truly make for a good contrast.
However, one thing that appears puzzling to our eyes is that someone like Yŏsu being a class-conscious individual seems like a riddle game. In terms of lacking material evidence in personal actions and work activities to designate him as 'proletariat,' there seems to be no one like this Mr. Pak.

The Humor of Yŏngp'al and the Sharp Tongue of Kijŏng

Mr. Kim Yŏngp'al and Mr. Yun Kijŏng were childhood friends (竹馬故友) but now walk in completely opposite directions. At one time, Mr. Kim Yŏngp'al was one of the 'proletariat.' However, public opinion now holds that he is close to capitulating even to the right wing (右傾). But whether Mr. Kim is truly like that or not is not the topic here, so let's leave it and proceed with the story, as he has appeared as a good contrast to Mr. Yun Kijŏng.
Mr. Kim Yŏngp'al has a wide mouth and a round face, and accordingly, he is good at telling jokes. This might be the reason he hears such public opinions today, but he is too much of a humor fanatic (諧譃狂). Especially women, none fail to burst into laughter (抱腹絶倒) at his humor. Thus, many of his works are like this. For example, "A Certain Couple" (어떤 夫婦) and "The Pitiful Worker" (어엿븐 勞働者) are done in a semi-humorous style.
However, Mr. Yun Kijŏng is not like that; he often says sharp things that friends might hate to hear, like a bee sting (蜂) or a needle prick (針). Accordingly, there are many such instances in his works as well. Perhaps because of this, he is only 4 or 5 ch’ŏk tall and has a skinny body.
To summarize these two again, the former is someone who has a stinging quality even while being humorous, and the latter is someone who has a sarcastic quality even while seeming to sting.

The Exaggeration of Insŏp and the Pragmatism of Hangsŏk

This time, let's bring Mr. Chŏng Insŏp and Mr. Sŏ Hangsŏk, who are referred to as the Overseas Literature Faction (海外文學派), onto the stage.
The two gentlemen are similar in height, but their faces differ: one is close to plump and charming (豊艶), while the other is close to outstandingly elegant (秀逸). Also, one specializes in German literature (獨文學), the other in English literature (英文學). Therefore, both translate and introduce foreign literature to Korea.
However, the former, Mr. Chŏng, in our view, always makes one feel exaggeration (誇張). Looking at examples like Mr. Chŏng's "A Study of Bernard Shaw" (바너드·쇼의 硏究), or "A Letter Sent to Dr. Tsubouchi" (坪內博士에게 보내는 글), "Connections in the World Literary Scene" (世界文壇의 連絡), one feels exaggeration of his own faction or simply exaggeration. However, it's not entirely baseless, so it's just exaggeration.
But Mr. Sŏ is not like that; there's a sense that he presents everything as a sketch, just as it is. Good examples of this are his previous "Article for the Goethe Centennial" (괴테 百年祭의 글) or the introduction of the Austrian writer A. Schnitzler (A·슈니츨레르), which entirely give the feeling of reading a lecture or, if not, seem like a literal transcription (逐寫譯) of a foreigner's work.
Therefore, the former tends to exaggerate by introducing too much variation, while the latter gives a sense of being rigid and inflexible (膠桂鼓瑟 - lit. gluing the bridges of a zither). However, it is an undeniable, clear fact that both gentlemen possess their own strengths and merits (一能一長).
Besides these, there are Hong Nojak, Kim Ansŏ, Paek Ch'ŏl, Pyŏn Suju, and others from the Overseas Literature group, but due to space limitations this time, they are omitted and will be written about next time.
Finally, I repeat that this piece is entirely a single humorous sketch (漫文), a sketch, and a subjective 'essay' (엣세이). (The End)
—1933—From the thatched hut in Sŏngbuk-ri— <80>

**Summary**

This 1933 article by An Chaechwa offers a comparative critique of prominent Korean literary figures of the time, dividing them into contrasting pairs. He examines Paekhwa Yang Kŏnshik and Kokmyŏng Pyŏn Yŏngman (contrasting styles in writing about Chinese vs. foreign literature), Nosan Yi Ŭnsang and Im Hwa (bourgeois vs. proletariat poets, similar personalities but different styles), Yŏsu Pak P'aryang and An Mak (fellow KAPF members with contrasting fluency vs. roughness), Kim Yŏngp'al and Yun Kijŏng (former friends, now ideologically opposed, humor vs. sharp critique), and Chŏng Insŏp and Sŏ Hangsŏk (translators of foreign literature, exaggeration vs. pragmatism). An emphasizes these are subjective impressions. For historians, the article vividly illustrates the stark ideological divide (bourgeois vs. proletariat/KAPF) within the colonial Korean literary scene, the engagement with both traditional Chinese and modern Western literary influences, and the personalized, often gossipy nature of literary criticism during this period. The direct mention of political leanings ("right wing," "proletariat") and affiliations (KAPF) provides insight into the politicized cultural landscape.

**Named Entities**

安在左	안재좌	An Chaechwa
白華 梁健植	백화 양건식	Paekhwa Yang Kŏnshik
穀明卞榮晩	곡명변영만	Kokmyŏng Pyŏn Yŏngman
山康卞光昊	산강변광호	San'gang Pyŏn Kwangho
中國	중국	China
三國誌	삼국지	Samgukchi (Romance of the Three Kingdoms)
鷺山李殷相	노산이은상	Nosan Yi Ŭnsang
朝鮮	조선	Chosŏn (Korea)
林和	임화	Im Hwa
요고하마	요코하마	Yokohama
麗水朴八陽	여수박팔양	Yŏsu Pak P'aryang
캅푸 (朝鮮푸로레타리아藝術同盟)	카프 (조선프롤레타리아예술동맹)	KAPF (Korean Proletariat Artists Federation)
安漠	안막	An Mak
蜀途	촉도	Shu Roads (Difficult roads in Sichuan, China)
金永八	김영팔	Kim Yŏngp'al
尹基鼎	윤기정	Yun Kijŏng
鄭寅燮	정인섭	Chŏng Insŏp
徐恒錫	서항석	Sŏ Hangsŏk
獨文學	독문학	German Literature
英文學	영문학	English Literature
바너드·쇼	버나드 쇼	Bernard Shaw
坪內博士	쓰보우치 박사	Dr. Tsubouchi (likely Tsubouchi Shōyō)
世界	세계	World
墺太利	오스트리아	Austria
A·슈니츨레르	아르투어 슈니츨러	Arthur Schnitzler
洪露雀	홍로작	Hong Nojak
金岸曙	김안서	Kim Ansŏ
白鐵	백철	Paek Ch'ŏl
卞樹洲	변수주	Pyŏn Suju
城北理茅屋	성북리모옥	Sŏngbuk-ri thatched hut

**Glossary**

新舊	신구	New and old
文人	문인	Literary person, writer
언파레트	언퍼레이드	On parade (loanword)
續	속	Continued, sequel
無味	무미	Tasteless, bland, insipid
鹹酸	함산	Salty and sour; (here implies) harshness, causticity
쁘르	부르	Bourgeois (loanword, older transliteration of 'bourgeois')
푸로테	프롤레타리아	Proletariat (loanword, older transliteration)
雙璧	쌍벽	A pair of gems, two masters
俗稱	속칭	Commonly known as, alias
長身	장신	Tall stature
矮少	왜소	Short, diminutive
하여멀거케	허여멀겋게	Palely, fair-complexioned (older spelling/form)
그러치 못한	그렇지 못한	Not so, unlike that (older form)
文章	문장	Writing, literature, composition
中 hoofd	중국	China
만히	많이	Much, many (older spelling)
수필	수필	Essay
雜文	잡문	Miscellaneous writings
얼마 전까지도	얼마 전까지도	Until recently
늣기어진	느껴진	Felt, perceived (older spelling/form)
만엇섯다	많았었다	There were many (older spelling/form)
全譯	전역	Complete translation
재료	재료	Material, subject matter
맛이 업는	맛이 없는	Lacking flavor, tasteless (older spelling)
물글 것이다	묽을 것이다	Will be watery/thin (older spelling/form)
오해하야서는	오해하여서는	If misunderstood (older spelling/form)
잇다는	있다는	That there is (older spelling)
이러타 할	이렇다 할	Worth mentioning, particular
하나토	하나도	Not even one (older spelling)
漫文	만문	Humorous sketch, light essay
鹹味	함미	Salty taste; (here implies) sharpness, biting quality
酸味	산미	Sour taste; (here implies) acidity, causticity
博學	박학	Extensive knowledge, erudition
요약해	요약해	To summarize
有味	유미	Flavorful, having substance
죄다	죄다	All, entirely (colloquial)
通姓名	통성명	Exchanging names (formal introduction)
一面識	일면식	Knowing someone by sight, slight acquaintance
길모통이	길모퉁이	Street corner
잠간	잠깐	Briefly, for a moment (older spelling)
行動	행동	Action, behavior
時調	시조	Sijo (traditional Korean poetic form)
獨步	독보	Unrivaled, unique standing
世人	세인	People of the world, the public
共知	공지	Common knowledge
敍事詩	서사시	Narrative poetry, epic poem
定評	정평	Established reputation
피차	피차	Each other, both parties
方向	방향	Direction
서(立) 잇스면서도	서 있으면서도	While standing (older spelling/form)
同一	동일	Same, identical
첫새로	첫째로	Firstly (older spelling/form)
시비업시	시비없이	Without controversy or dispute (older spelling)
밧는	받는	Receiving (older spelling)
不酒黨	불주당	Non-drinker, teetotaler
가티	같이	Like, as (older spelling)
過麥田	과맥전	Crossing a wheat field (allusion, likely meaning easily drunk)
大醉	대취	Very drunk
한가지식	한 가지씩	One each (older spelling)
代表	대표	Representative
淡泊	담박	Simple, plain, calm, indifferent to fame/fortune
明志	명지	Clear purpose/ambition (from 淡泊以明志, clarifying one's志 (will/ambition) through simplicity)
輕快	경쾌	Light, agile, nimble, cheerful
端雅	단아	Elegant, graceful
딸하서	따라서	Therefore, consequently (older spelling)
最近作	최근작	Recent work
外	외	Besides, other than
수 편	수 편	Several pieces (of writing/poetry)
好對照	호대조	Good contrast
併稱	병칭	Combined name, referred to together
兩個	양개	Two items/people (Sino-Korean number)
詩人	시인	Poet
至寶	지보	Great treasure, precious gem
곳	곧	That is, namely (older spelling)
極反對	극반대	Polar opposite
사상	사상	Ideology, thought
것고 잇다는	걷고 있다는	Is walking (older spelling/form)
派	파	Faction, group, school (of thought)
屬	속	Belonging to
캅푸	카프	KAPF (Korean Proletariat Artists Federation) (loanword, older transliteration)
一員	일원	One member
作品	작품	Work (of art, literature)
流麗	유려	Fluent, flowing, elegant (style)
알마진	알맞은	Suitable, fitting, well-proportioned (older spelling/form)
핸드·섬	핸섬	Handsome (loanword)
豪蕩	호탕	Bold, magnanimous, carefree
正히	정히	Exactly, precisely (older spelling)
실인	실린	Published, included, loaded (older spelling)
예컨대	예컨대	For example
겻헤서	곁에서	Beside, next to (older spelling)
港口	항구	Harbor, port
녀름	여름	Summer (older spelling)
一葉片舟	일엽편주	A single small boat (lit. one leaf, flat boat)
맛치	마치	As if, like (older spelling)
딱딱하고	딱딱하고	Stiff, hard, formal
늣김	느낌	Feeling, impression (older spelling)
禪	선	Zen
사색	사색	Contemplation, meditation
唯物論	유물론	Materialism
大膽無敵	대담무적	Fearless, dauntless, extremely bold
수수격기	수수께끼	Riddle, puzzle (older form)
노름	놀음	Game, play; gambling (here likely means 'activity' or 'game')
보여지는	보여지는	Is seen as, appears to be
階級人	계급인	Class-conscious person
지적할만한	지적할 만한	Worth pointing out, notable
물적 증거	물적 증거	Material evidence
업기로는	없기로는	In terms of lacking (older spelling/form)
업슬 것 가튼	없을 것 같은	Seems to be non-existent (older spelling/form)
諧譃	해학	Humor, jest (older spelling/usage for 해학)
尖口	첨구	Sharp-tongued, biting words
죽마고우	죽마고우	Childhood friends (lit. bamboo horse old friend)
이제는	이제는	Now
정반대	정반대	Exact opposite
한때는	한때는	At one time
右傾	우경	Right wing, right-leaning
수락	수락	Acceptance, capitulation
갓가울만하다는	가까울 만하다는	That it is close to (older spelling/form)
世評	세평	Public opinion, reputation
논할 바	논할 바	Thing to discuss/argue
그만두고	그만두고	Leaving it at that, stopping
등장햇스니	등장했으니	Since appearing (older spelling)
넙적하고	넓적하고	Wide and flat (older spelling)
平圓形	평원형	Flat-round shape
우수개	우스개	Joke, jest
원인	원인	Cause, reason
지엇는지도	지었는지도	May have created/caused (older spelling/form)
몰으나	모르나	Although not knowing (older spelling)
諧譃狂	해학광	Humor fanatic, joker
더욱이	더욱이	Furthermore, moreover
여자	여자	Woman
抱腹絶倒	포복절도	Splitting one's sides with laughter
아니하는	아니하는	Does not do (older form)
이따위	이따위	This kind of (often derogatory)
例하면	예하면	For example (older form of 예를 들면)
夫婦	부부	Married couple
勞働者	노동자	Worker, laborer (older Hanja form)
半諧譃式	반해학식	Semi-humorous style
실혀할 만치한	싫어할 만치한	To the extent that one dislikes (older spelling/form)
光銳	광예	Sharp and pointed (uncommon term, likely meaning 'sharp' or 'biting')
벌(蜂)	벌	Bee
바늘(針)	바늘	Needle
쏘거나	쏘거나	Stinging or
지르는	찌르는	Pricking, stabbing
빼빼 마른	빼빼 마른	Very skinny
前者	전자	The former
찌르는 맛	찌르는 맛	A stinging quality
後者	후자	The latter
빈정거리는	빈정거리는	Sarcastic, mocking
海外文學派	해외문학파	Overseas Literature Faction/Group
指稱	지칭	Referring to, designation
밧는	받는	Receiving (older spelling)
豊艶	풍염	Plump and charming, voluptuous
秀逸	수일	Outstandingly elegant, excellent
갓가운	가까운	Close to (older spelling)
獨文學	독문학	German literature studies
英文學	영문학	English literature studies
飜譯紹介	번역소개	Translation and introduction
前者	전자	The former
어대까지든지	어디까지든지	To whatever extent, always (older spelling)
과장	과장	Exaggeration
늣기게	느끼게	To make feel (older spelling/form)
硏究	연구	Research, study
보내는 글	보내는 글	Letter sent to
文壇	문단	Literary world/scene
