Magazine Title:	삼천리 제5권 제3호
Publication Date:	1933년 03월 01일
Article Title:	滿洲國의 獨立과 中國國際共管論, 世界政局의 推移와 展望(續) (The Independence of Manchukuo and the Theory of International Joint Administration of China, Trends and Prospects of the World Political Situation (Continued))
Author:	金璟載
Article Type:	논설 (Editorial/Article)

The Independence of Manchukuo and the Theory of International Joint Administration of China, Trends and Prospects of the World Political Situation (Continued)
						Kim Kyŏngjae

The Manchurian Incident and the League of Nations

Amidst this atmosphere, the Manchurian Incident erupted. The Manchurian Incident was the largest international event in the Far East. Combined with the Shanghai Incident, it became the biggest international problem. The Council of the League of Nations decided:
1. To send an urgent request to the governments of both Japan and China to cease all actions that risk exacerbating the situation or obstructing the peaceful resolution of the problem.
2. That the governments of Japan and China should consult and seek appropriate means by which both countries can immediately withdraw their respective troops without endangering the safety of their respective subjects and the protection of their property.
3. That the Council will transmit the minutes of the Council meetings concerning this matter and other documents to the United States for reference.

The United States became involved as the originator of the Kellogg-Briand Pact and the Nine-Power Treaty. However, Japan's reply and statement to the League of Nations claimed, "Japan has no territorial ambitions whatsoever and this is merely legitimate defense against the infringement of the right of self-defense (自衛權 侵害)." Consequently, the attitudes of the League of Nations and the United States softened somewhat. But after the Japanese bombing of Kŭmju (錦州), League officials became indignant, advancing the Council meeting scheduled for October 14th to the 13th. At the same time, led by French Foreign Minister Briand (부리앙), the attitudes of the Powers clearly shifted to supporting China. Thus, despite Japan's strong aversion, the participation of the US representative was approved. On the 22nd, Japan's request for postponement was issued, and at the open meeting of the Council, a resolution demanding the completion of Japanese troop withdrawal was tabled, leading to a direct confrontation between Japan and the League, resulting in the famous 13 to 1 vote. After repeated private talks between Japan, Britain, the US, and France over a long period, the resolution at the open Council meeting on December 10th shifted favorably towards Japan. It decided to appoint five commissioners of inquiry, tasking them with investigating all circumstances hindering peace between Japan and China and thus affecting international relations, and reporting back to the Council.

At the Council meeting convened from January 25, 1932, Japan's occupation of Kŭmju became an issue. US Secretary Stimson's (스침손) statement refusing to recognize the new situation arising in Manchuria was issued. Subsequently, the Shanghai Incident occurred. The Chinese representative demanded the application of the sanctions clause, Article 16 of the League Covenant, against Japan. Since the permanent members of the League Council were the five major powers—Britain, France, Germany, Italy, and Japan (英佛獨伊日)—whose attitudes often conflicted with the interests of small nations and states (弱小民族 及 國家), China requested the convocation of a Special Session of the Assembly. Despite Japan's opposition, the Assembly opened in Geneva on March 3rd, with over 50 participating countries. The facts that Britain and France held favorable views towards Japan and that the Japanese side announced a ceasefire in Shanghai on the opening day of the Assembly somewhat eased the atmosphere in the <23> chamber. The Committee of Nineteen, born from the Assembly's results, convened on April 16th. As the situation turned unfavorable for Japan, Japan abstained again.

Meanwhile, in Shanghai, preliminary meetings began on March 14th through the mediation of the British, American, French, and Japanese ministers, and formal ceasefire talks commenced on the 24th. After numerous difficulties, a ceasefire agreement was reached, bringing the Shanghai Incident, at least, to a temporary conclusion.

Even during the Shanghai Ceasefire Conference, China spoke of the breakdown of the Shanghai negotiations and requested direct intervention from the Committee of Nineteen, because the Committee included representatives from smaller nations such as Switzerland (瑞西), Sweden (瑞典), Czechoslovakia (체크·스로비아), Colombia (콜돈비다), and Hungary (항가리).

Review of the Lytton Report

The report of the League of Nations Commission of Enquiry, currently under discussion at the League, consists of 10 chapters in its entirety, but its actual content can be divided into the following three parts:
Historical Aspect of the Manchurian Problem
Course of the Manchurian Incident
Plan for Resolving the Incident

Whether the origins of the Manchurian problem were well understood or not, whether the grasp of the reality of the Manchurian Incident was accurate or not, the core issue is that the spirit pervading the entire report concerns the international administration (國際管理) of China. China's criticism lies therein, and Japan's indignation also seems to prioritize this point.

[China's Objections]
1. Opposes treating the Manchurian representative and the Japanese and Chinese representatives as equals regarding the organization of the Advisory Conference stipulated in Chapter 9 of the report.
2. Cannot accept granting autonomy to the Three Eastern Provinces (東三省) separate from the central government.
3. The autonomous system of the Three Eastern Provinces should be placed under the jurisdiction of the central government and implemented transitionally, and the current Manchukuo (滿洲國) as an independent state should be abolished.
4. The Manchurian autonomous government to be permitted in the future should be established independently by the central government and be treated as equal to other existing local governments.
5. The Republic does not oppose employing foreign advisors and officials in future Manchurian local authorities, but opposes granting them the extensive powers indicated in the report.
6. Regarding the conclusion of Sino-Japanese commercial and non-aggression treaties, the Republican government does not oppose them in principle, but prerequisites this on the non-recognition of rights and interests obtained through Japan's illegal aggression.
7. The 10 conditions for resolving the dispute in Chapter 9 of the report are difficult to approve unless the principles of the Republic's territorial integrity and administrative independence are recognized.
8. Regarding new Sino-Japanese agreements concerning Japan's rights to lease land for commercial purposes (商租權) and railway construction in Manchuria, acceptance cannot exceed the scope based on Japanese treaty agreements and plans.

These are the opinions of the Chinese government regarding the report of the League Commission of Enquiry. They represent a thorough opposition to the international administration plan and a complete denial of all new realities that emerged in Manchuria after the Manchurian Incident.

[Japan's Position - inferred]
1. China is disordered, and the safety of life and property for both natives and foreigners is not guaranteed <24>, making it difficult to recognize it as a modern state.
2. The current development of Manchuria is based on Japan's political and economic efforts, and Japan's special position is a natural right and interest, both as a matter of fact and according to treaties.
3. The incident of September 18th must be understood in its historical context, and thus Japan's military action was a self-defensive act. The swiftness and orderliness of the action are natural aspects of military operations.
4. The establishment of Manchukuo was based on the free will of the residents of Manchuria, and the employment of many Japanese in its administration has precedents in other countries. Attempting to deny the already established new state will only worsen the situation.
5. The plan for international administration of Manchuria and maintaining public order through an international gendarmerie is entirely harmful with no benefit (百害無一益).

This seems to be Japan's opinion on the Lytton Report. It criticizes China for lacking a stable central government, emphasizes Japan's special rights and interests (特*權益) in Manchuria, and asserts that the emergence of the new Manchukuo was based on the free will of Manchurian residents. It denies that Japanese civil and military officials planned and executed the independence movement of Manchukuo (as stated in Chapter 6 of the report), argues that the employment of many Japanese in Manchukuo has precedents in other countries, claims Japan's proactive recognition was due to the special relationship of interests between Manchuria and Japan, and states that international joint administration (國際共管) would bring a hundred harms and not a single benefit.

Opposition to the international administration of China is common ground for both Japan and China.

Chapter 1 describes needing to approach China through "international cooperation, the best hope for intervention or resolution by the League of Nations." Chapter 2 states it is necessary to make China abandon its anti-foreign policy (배외정책) and realize the benefits of international cooperation on this occasion when China, in desperation, appeals to the League of Nations. It proclaims there is a way for Japan to secure its interests in Manchuria with certain foreign goodwill and sympathy, without incurring the financial burdens it currently does. It suggests that Manchurian politics should not harm China's sovereignty and administrative integrity, making Manchuria an autonomous entity and a demilitarized zone, organizing a Special Gendarmerie with the cooperation of foreign instructors, and withdrawing both Japanese and Chinese troops from the Three Eastern Provinces. The chief executive of the Manchurian Autonomous Government should appoint two foreigners of different nationalities from a list submitted by the League Council to control the police and finance, and one foreigner from a list submitted by the Board of Directors of the Bank for International Settlements should be the chief advisor to the Central Bank of the Three Eastern Provinces (Chapter 9). The preceding conditions cannot be implemented without a strong central government in China, so international cooperation should be given for China's internal reconstruction following Sun Yat-sen's (孫文) ideas (Chapter 9).

From this, we can see that the fundamental spirit of the Lytton Report largely lies in the idea of placing China under joint administration (共同管理), and though the writing is eloquent, it amounts to little more than the noise of taking candy from a baby.

Next, how did the Lytton Report handle the relationship with and interests of Russia (露國) in Manchuria?

It states that the danger of Russian influence crossing the North Manchurian border again became a concern for Japan (after the Russo-Japanese War) (Chapter 2). It mentions that when Japan speaks of national survival and self-defense needs, it often means Russia more than China, and that the fundamental aspect of Japan's interests in Manchuria is its strategic value against Russia. It also notes that some Japanese argue for the need to build a strong defensive line in Manchuria for Japan's operations against Russia (Chapter 3). Radek's (라덱크) critique of this was published in Pravda (부라우다 紙), stating: "Lord Lytton and others are trying to ease conflicts among imperialist states by forming a common front against Russia. They reserve sympathy for Japan to make it a vanguard in the war against Russia, while assigning Japan the role of restraining the Soviet Union."

Chapter 9 states, "Russia's influence in North Manchuria is significant as the owner of the Chinese Eastern Railway (東支鐵道) and the possessor of territory north and northeast of Manchuria." This shows that, in terms of describing reality, the Lytton Report's content largely aligns with [XX's point?] (原文: 現實描寫만은 크게 XX가 XX는 점에 일치한 바가 잇다 - text seems corrupted or unclear here).

The Issue of International Joint Administration of China

The joint administration (共同管理) of China is not an invention of Lytton and the League Commission of Enquiry. <25> Anyone familiar with international relations concerning China since its opening (around 1730s - likely refers to later period, perhaps mid-19th C opening) would acknowledge this. Russia extended its influence into North Manchuria and Ili/Xinjiang (伊犁新强), France established its sphere of influence in Annam (安南) and Tonkin (東京), and Britain in Burma (緬甸) and Siam? (샤무). When Britain opened Shanghai and four other ports through the Treaty of Nanking (南京條約) in 1842, it opened them commonly to all powers. The same happened when France concluded the Treaty of Tientsin (天津條約) in 1858. When the British Concession and the American Concession in Shanghai were merged in 1863, they were opened to all foreigners. This was because they shared a common goal in opening up isolationist China, and consequently, their interests often coincided. However, once they realized China's actual power was negligible, and after the Franco-Prussian War, Germany also became active as a colonial power, and newly invented machine industries spurred industrial development, the cooperative attitude seen during the Opium War or the Anglo-French Allied War vanished, and an era of competition for rights and interests (이권 경쟁) inevitably arrived.

The first concrete manifestation of the breakdown of the principle of Powers' coordination (列國 協調主義) occurred with the Sino-British Chefoo Convention (英淸芝罘條約) in 1876 and subsequent regulations concerning overland trade concluded between Russia and China, and France and China. Through the Chefoo Convention, Britain gained the right to send exploratory expeditions from India (印度) to Yunnan (雲南), driven by commercial needs. China had already permitted the opening of the Bohai (渤海) and Yangtze River (楊子江) coastal regions through the Treaties of Tientsin and Peking (北京條約), but there were no restrictions regarding the opening of the interior. As trade routes through land borders were obtained, France gained benefits from overland trade via Annam, and Russia via the Russo-Chinese border. Overland trade, unlike overseas trade, provided many benefits to people and goods of the bordering country, constituting a special interest for the bordering nation. This led to conflict among Britain, France, and Russia. With the establishment of leased territories and acquisition of railway concessions, each country became frantic in the competition for interests, which intensified further with the development of machine industries and industrial promotion in their home countries. The issue of the Partition of China was vigorously discussed precisely at this time. As the competition for interests among the Powers intensified, it was also true that the reaction of the Chinese populace against it grew stronger. This was the origin of the anti-foreign movement (배외 운동), and the Boxer Rebellion (團匪事件) was its first eruption. The movement to reclaim rights and interests was an inevitable product. Internally, the fervor to reclaim interests gradually expanded, while externally, conflicts arose among the Powers. For example, Britain obtained the railway concession between Shanhaiguan (山海關) and Newchwang (牛莊) in Manchuria, which was within Russia's sphere of influence. Within the Yangtze River basin (長江流域), Britain's sphere of influence, a Belgian (白耳義) "syndicate" backed by Russia and France acquired concessions for the Peking-Hankow Railway (京漢鐵道) and others. Thus, the interests of two or more countries came into conflict in the same region. Consequently, agreements between the interested Powers became essential, such as the Anglo-Japanese Alliance or the Franco-Japanese and Russo-Japanese ententes. They aimed to promise mutual maintenance of rights while defending against infringement by third countries. This strategy of forming alliances to protect mutual rights and interests while defending against encroachments from other parties is called "alliances and counter-alliances" (合縱連衡). Then, the Great European War (歐淵大戰 - WW1) broke out, leading to joint Allied operations against the Central Powers. Consequently, previous alliance relationships were completely dissolved or merged, and a principle of cooperation among the Allied nations was established. Later, Japan and the United States joined the war, and China also participated. Thus, the Powers' approach to the China problem, which had previously been limited to cooperation and alignment among the Powers themselves, thereafter involved China's own participation. The Nine-Power Treaty, the Washington Conference (華盛頓會議) results on tariff issues, and the extraterritoriality issue are concrete evidence of this. However, following the awakening of the Chinese populace, conflicts with foreign interests intensified. Concurrently, the competition for interests inevitably intensified as the industries developed and economic power expanded among the Powers. This manifested as financial diplomacy. Seeing the financial difficulties of the Chinese government, they engaged in money lending. Loan competition emerged. This aimed at gaining superiority by utilizing political loans. Britain had already begun to substantially interfere in China's finances, using customs revenue and salt tax revenue as collateral. Loan competition risked provoking conflict among the Powers. To prevent the Chinese government from using this situation to play Powers off against each other (以夷制夷), and also as a means for the United States to get involved in Chinese interests, it consulted with the banking groups of Britain, France, and Germany to form the so-called Four-Power Consortium (四國財團). (To be continued in the next issue - original text) <26>

**Summary**

This article discusses the international political situation surrounding the 1931 Manchurian Incident, focusing on the League of Nations' response, the Lytton Report, and the concept of international joint administration (or condominium) of China. It outlines the sequence of events, including the incident itself, the Shanghai Incident, the League's deliberations, the US involvement, and the Lytton Commission's formation and report. The author presents both Chinese and Japanese objections to the Lytton Report, particularly its suggestion for a form of international oversight in Manchuria and China, noting that both nations reject this "joint administration" (國際共管). The article traces the historical roots of foreign intervention and competition for interests in China, culminating in the idea of international cooperation/administration, which the author critiques sceptically.

From the perspective of Korean colonial history, this article is interesting as it's written by a Korean intellectual during Japanese rule. It analyzes Japanese expansionism (Manchurian Incident) and the international response from a contemporary viewpoint. The discussion of "weak nations" (弱小民族) versus major powers in the League, the critique of the Lytton Report's proposed solution (which Japan also opposed, albeit for different reasons), and the detailed account of great power politics in China provide context for how Koreans might have perceived the shifting international order and Japan's role within it, possibly reflecting a critical stance towards both Japanese imperialism and Western power dynamics, or perhaps navigating the acceptable boundaries of discourse under censorship. Historians might find the author's framing of Japanese actions, Chinese weakness, and international responses, along with the specific critique of "international joint administration," valuable for understanding Korean perspectives on East Asian geopolitics in the 1930s.

**Named Entities**

滿洲國	만주국	Manjuguk
中國	중국	Chungguk
世界	세계	Segye
金璟載	김경재	Kim Kyŏngjae
滿洲	만주	Manju
國際聯盟	국제연맹	Kukche Yŏnmaeng (League of Nations)
上海	상해	Sanghae
日	일	Il (Japan)
中	중	Chung (China)
兩國	양국	Yangguk (Both countries - Japan and China)
理事會	이사회	Isahoe (Council)
合衆國	합중국	Hapchungguk (United States)
米國	미국	Miguk (United States)
日本	일본	Ilbon (Japan)
錦州	금주	Kŭmju
佛國	불국	Pulguk (France)
부리앙	부리앙	Briand
列國	열국	Yŏlguk (Powers/Various Countries)
英國	영국	Yŏngguk (United Kingdom)
獨	독	Tok (Germany)
伊	이	I (Italy)
總會	총회	Ch'onghoe (Assembly)
제네바	제네바	Jeneba (Geneva)
委員會	위원회	Wiwŏnhoe (Committee)
英米佛日	영미불일	Yŏng-Mi-Pul-Il (Britain-US-France-Japan)
公使	공사	Kongsa (Minister/Envoy)
瑞西	서시	Sŏsi (Switzerland)
瑞典	서전	Sŏjŏn (Sweden)
체크·스로비아	체크·스로비아	Ch'ek'ŭ-Sŭrobia (Czechoslovakia)
콜돈비다	콜돈비다	K'oldonbida (Colombia)
항가리	항가리	Hanggari (Hungary)
리튼	리튼	Rit'ŭn (Lytton)
調査團	조사단	Chosadan (Commission of Enquiry/Investigation Team)
東三省	동삼성	Tongsam Sŏng (Three Eastern Provinces)
民國	민국	Min'guk (The Republic - referring to ROC)
露國	노국	Noguk (Russia/Soviet Union)
孫文	손문	Son Mun (Sun Yat-sen)
라덱크	라덱크	Radek'ŭ (Radek)
부라우다	부라우다	P'urauda (Pravda)
東支鐵道	동지철도	Tongji Ch'ŏldo (Chinese Eastern Railway)
伊犁新强	이리신강	Illi Sin'gang (Ili, Xinjiang)
安南	안남	Annam
東京	동경	Tonggyŏng (Tonkin)
緬甸	면전	Myŏnjŏn (Burma)
샤무	샤무	Syamu (Siam)
南京	남경	Namgyŏng (Nanjing)
天津	천진	Ch'ŏnjin (Tianjin)
北京	북경	Pukkyŏng (Beijing - using the Korean reading based on context, though Beijing is common)
芝罘	지부	Ch'ibu (Chefoo/Yantai)
印度	인도	Indo (India)
雲南	운남	Unnam (Yunnan)
渤海	발해	Parhae (Bohai Sea)
楊子江	양자강	Yangjagang (Yangtze River)
山海關	산해관	Sanhaegwan
牛莊	우장	Ujang (Newchwang/Yingkou)
長江	장강	Changgang (Yangtze River)
白耳義	백이의	Paegŭi (Belgium)
京漢鐵道	경한철도	Kyŏnghan Ch'ŏldo (Peking-Hankow Railway)
日露	일로	Il-Lo (Japan-Russia)
日佛	일불	Il-Pul (Japan-France)
日英	일영	Il-Yŏng (Japan-Britain)
歐淵大戰	구연대전	Kuyŏn Taejŏn (Great European War - WW1)
聯合國	연합국	Yŏnhapguk (Allied Nations)
華盛頓	화성돈	Hwasŏngdon (Washington)
四國財團	사국재단	Saguk Chaedan (Four-Power Consortium)

**Glossary**

獨立	독립	Independence
共管論	공관론	Theory of joint administration/condominium
政局	정국	Political situation
推移	추이	Trend, development, progress
展望	전망	Prospect, outlook
事變	사변	Incident, emergency (often used for military conflicts like Manchurian Incident)
聯盟	연맹	League, alliance (here: League of Nations)
理事會	이사회	Council, board of directors
阻害	조해	Obstruction, hindrance
撤退	철퇴	Withdrawal, retreat
臣民	신민	Subjects (of a ruler/nation)
探求	탐구	Search, inquiry, exploration
條約	조약	Treaty
何等	하등	Any kind of, whatsoever (older usage)
侵害	침해	Infringement, violation
厭忌	염기	Aversion, dislike, taboo
撤兵	철병	Troop withdrawal
決議案	결의안	Resolution (proposal)
상정되여	상정되어	To be proposed, tabled (older spelling)
거듭한	거듭한	Repeated
轉換	전환	Shift, change, conversion
임명	임명	Appointment
사정	사정	Circumstances, situation
점령	점령	Occupation
認치 안는다	인치 않는다	Does not recognize (older negative form of 인정하다)
規約	규약	Covenant, regulations, bylaws
制裁	제재	Sanctions
條項	조항	Article, clause, provision
常任	상임	Permanent standing
弱小民族	약소민족	Small/weak ethnic groups or nations
臨時總會	임시총회	Special Session of the Assembly
소집	소집	Convocation, summons
호의	호의	Goodwill, favor
성명	성명	Statement, declaration
議場	의장	Assembly hall, chamber
기권	기권	Abstention (from voting)
알선	알선	Mediation, arrangement
停戰	정전	Ceasefire, armistice
단락	단락	Conclusion, end, paragraph
교섭	교섭	Negotiation
결렬	결렬	Breakdown, rupture
보고서	보고서	Report
由緖	유서	Origin, history, background
포착	포착	Grasping, seizing, capturing (understanding)
全篇	전편	Entire volume/work
일관	일관	Consistent,貫通 (running through)
諮問會議	자문회의	Advisory Conference
자치권	자치권	Autonomy, self-governing rights
용인	용인	Permission, acceptance, tolerance
관할	관할	Jurisdiction
과도적	과도적	Transitional
취소	취소	Cancellation, revocation
자주적	자주적	Independent, autonomous
顧問	고문	Advisor
권한	권한	Authority, power, rights
불법	불법	Illegal
침략	침략	Aggression, invasion
권익	권익	Rights and interests
보전	보전	Preservation, integrity
행정권	행정권	Administrative power/authority
承認	승인	Approval, recognition
商租權	상조권	Right to lease land for commerce
敷設	부설	Construction, laying (of railways, etc.)
의견	의견	Opinion, view
撤頭撤尾	철두철미	Thoroughly, from beginning to end (idiom)
부인	부인	Denial, negation
鞏固	공고	Solid, firm, stable
特權益	특권익	Special rights and interests
고조	고조	Heightening, emphasizing
솔선	솔선	Taking the initiative
궁여	궁여	Desperation, last resort
배외정책	배외정책	Anti-foreign policy
비무장지대	비무장지대	Demilitarized zone
憲兵隊	헌병대	Gendarmerie, military police
개조	개조	Reconstruction, reorganization, remodeling
共同管理	공동관리	Joint administration, condominium
개국	개국	Opening of the country (to foreigners)
세력	세력	Influence, power
형성	형성	Formation, establishment
개방	개방	Opening, liberalization
봉쇄주의	봉쇄주의	Policy of blockade/isolationism
실력	실력	Real power, capability
협조적	협조적	Cooperative
이권 경쟁	이권 경쟁	Competition for rights and interests/concessions
파탄	파탄	Breakdown, failure, bankruptcy
구체화	구체화	Embodiment, materialization
탐험대	탐험대	Expedition team
제재	제재	Restrictions, sanctions (different Hanja from 制裁 above)
접양국	접양국	Neighboring/bordering country
상극	상극	Conflict, antagonism, incompatibility
조차지	조차지	Leased territory
획득	획득	Acquisition, obtaining
혈안	혈안	Bloodshot eyes (metaphor for being frantic/desperate)
팽창	팽창	Expansion, swelling
반동	반동	Reaction, backlash
발화	발화	Outbreak, ignition
회수	회수	Retrieval, recovery, withdrawal
상호	상호	Mutual, reciprocal
배경	배경	Background
옹호	옹호	Protection, advocacy, defense
돌발	돌발	Outbreak, occurring suddenly
해체	해체	Dismantlement, dissolution
합병	합병	Merger, annexation
제휴	제휴	Cooperation, partnership, alignment
치외법권	치외법권	Extraterritoriality
격화	격화	Intensification, aggravation
팽창	팽창	Expansion
정비	정비	Government expenses, political funds (often implies difficulty/need)
대금업	대금업	Money lending business
차관	차관	Loan (esp. foreign loan)
우월	우월	Superiority, predominance
담보	담보	Collateral, security
간섭	간섭	Interference, intervention
초치	초치	Causing, inviting, bringing about
방지	방지	Prevention
방편	방편	Means, expedient, measure
은행단	은행단	Banking group, consortium
재단	재단	Foundation, consortium


---------------------------


잡지명	삼천리 제5권 제3호
발행일	1933년 03월 01일
기사제목	滿洲國의 獨立과 中國國際共管論, 世界政局의 推移와 展望(續)
필자	金璟載
기사형태	논설

滿洲國의 獨立과 中國國際共管論, 世界政局의 推移와 展望
						金璟載
滿洲事變과 國際聯盟
이러한 분위기에 싸여서 滿洲事變은 터젓다. 滿洲事變은 극동에 잇서 최대의 국제사건이요. 그는 上海事變과 합하야 가장 큰 국제문제가 되엿다. 國際聯盟理事會는
1. 현상은 악화하고 또는 문제의 평화적 해결을 阻害하는 우려가 잇는 一切의 행동을 중지할 긴급 요청을 日中 兩國政府에 송달할 일.
2. 각자의 臣民의 안전 及 재산의 보호를 위태케 함이 업시 兩國은 각자 군대를 直時 撤退할 수 잇는 적당한 수단을 日中兩國政府가 협의하야 探求할 일.
3 理事會는 本件에 관한 理事會議錄 등 서류를 참고로 合衆國에 송치할 것.
米國은 不戰條約, 九個國條約의 제창자이라 하야 그에 관여하게 되엿다. 그러나 日本政府의 國際聯盟에 대한 회답과 성명에 『日本은 何等의 영토적 야심이 업고 다만 自衛權 侵害에 대한 정당한 방위에』불과하다고 하야 國際聯盟과 米國의 태도가 다소 완화되여섯으나 日本軍의 錦州폭격이 잇은 후 연맹 관계자는 분개하야 10월 14일에 재개하려든 理事會를 13일로 당기여서 개최하는 동시에 佛國外相 부리앙를 비롯하야 列國의 태도는 완연히 中國을 지지케 되엿다. 그리하야 日本의 가장 厭忌하는 바임에도 불구하고 米國代表의 참가를 가결햇다. 22일에는 日本의 연기 요구를 발하고 理事會 公開會議에서 日本의 撤兵完了를 요구하는 결의안이 상정되여 日本과 聯盟의 정면충돌케 되는 동시에 例의 13票 對 1을 보게 된 것이다. 오랫둥안을 두고 日英米佛의 私的 會談을 거듭한 결과 12월 10일의 公開理事會의 결의는 日本에 유리하게 전환하엿다. 그가 5명의 조사위원을 임명하야 右조사위원으로 하야금 日中 間의 평화를 阻害하고 따라서 국제 관계에 영향을 잇게 하는 모든 사정을 조사하야 理事會에 보고한다는 것이다.
1932년 1월 25일부터 열니인 理事會에서는 日本의 錦州점령이 문제가 되고 米國 스침손의 滿洲에 잇서 新事態의 발생을 인정치 안는다는 성명서가 나고 그 후 *속하야 上海事件이 발생하니 중국 대표는 연맹규약 16조의 制裁 條項을 日本에 적용하기를 요구하고 연맹의 常任理事國의 英佛獨伊日의 5大國임으로 그들의 태도는 언제나 弱小民族 及 國家의 이익과 상반하는 까닭에 中國은 臨時總會의 소집을 요구햇다. 日本의 반대를 불구하고 3월 3일부터 제네바에서 총회는 열니엿스니 참가국 50여 국이요. 英國과 佛國이 日本에 호의를 갓고 잇섯다는 것과 총회 개최 당일에 日本側의 上海에서 정전 성명이 잇서 議場의 공기는 ＜23＞ 다소 완화케 된 것이엿다. 총회의 결과로 출생한 19國 委員會는 4월 16일에 개회하야 형세 日本에 불리하야 日本은 또다시 기권햇다.
一方 上海에서는 英米佛日 4國 公使의 알선으로 3월 14일부터 豫備會議가 열니고 24일부터 正式停戰會議에 入하야 幾多의 풍파를 거듭하야 정전협정이 성립되고 上海事變만은 爲先 단락을 지은 셈이엿다.
上海停戰會議 중에도 中國은 上海교섭의 결렬을 말하고 19人 委員會에서 직접 간섭하기를 요구한 일이 잇스니 그는 19人 委員會에는 瑞西, 瑞典, 체크·스로비아, 콜돈비다, 항가리 등의 小弱國 委員이 잇는 까닭인 것이다.

리튼 報告書의 檢討
방금 國際聯盟에서 문제가 되여 잇는 聯盟調査團의 보고서는 全文 10章으로 되엿스나 그 실지 내용에 잇서서는 다음의 세 가지로 구분할 수 잇스니
滿洲問題의 史的 方面
滿洲事變의 經過
事件의 解決方案
滿洲問題의 由緖를 잘 보왓느니 못 보왓느니 滿洲事變에 대한 현실포착이 如實하냐 안하냐 그보다도 本問題는 그 全篇을 통하야 일관한 정신이 中國에 대한 국제관리에 잇다는 것이다. 중국의 비난도 거긔에 잇고 日本의 분개도 또한 그 중요시하는 듯하다.
1. 보고서 제9장 규정의 諮問會議의 조직에 대하야 滿洲代表와 日中代表를 동격으로 함에 반대.
2. 중앙정부에서 분리하야 東三省에 자치권을 부여함은 용인할 수 업다.
3. 東三省 自治制는 중앙정부의 관할 하에 置하야 과도적으로 行케 하고 독립국가로서의 現 滿洲國을 취소할 것.
4. 장래 용인될 滿洲 自治政府는 중앙정부의 자주적 설립에 의할 것이며 且 현존한 타지방 정부와 동격으로 함.
5. 民國은 금후의 滿洲 地方官廳에 外人顧問 及 外人官吏를 고용함에 반대치 아니하나 보고서에 지시함과 如한 광범한 권한은 此를 與함에 반대.
6. 日中通商 及 不侵略條約의 체결에 대하야는 民國政府는 원칙으로 반대치 안으나 日本의 불법 침략에 의하야 得한 권익을 승인치 안을 것을 전제조건으로 함.
7. 보고서 제9장의 분쟁 해결 10조건은 民國領土 보전 及 행정권 독립의 원칙을 認함이 아니면 이를 승인키 難함.
8. 日本의 滿洲에서의 商租權, 鐵道敷設에 관한 日中新協定은 日本 條約 協定 計劃을 근거로 그 이상의 범위는 승인할 수 업다.
이가 聯盟調査團의 보고서에 대한 中國政府의 의견이니 그는 撤頭撤尾 國際管理案의 반대인 동시에 滿洲事變 이후의 滿洲에서 生한 모든 新事實을 全然히 부인한 것이다.
1. 중국은 질서를 이럿고 內外人 생명과 재산의 안전이 보장되지 ＜24＞ 안으니 近代 國家로써 인정키 어렵다.
2. 현재 滿洲의 발전은 日本의 정치 경제적 노력에 基한 것으로 日本의 특수성은 사실 문제로도 그럿코 조약상으로도 당연한 권익이다.
3. 9월 18일 사건은 그를 초래한 역사적 배경을 아러야 하고 따라서 日本의 군사 행동은 자위적 행동이다. 그리고 그 행동의 신속 정연한 것은 군사 행동의 본질상 당연한 일이다.
