**Header Section:**
Magazine Title: 삼천리 제12권 제9호
Publication Date: 1940년 10월 01일
Article Title: 淸秋의 松花江畔, 舊露의 足跡과 北滿의 發展相 (On the Banks of the Songhua River in Clear Autumn, Traces of Old Russia and the Development of North Manchuria)
Author: 洪陽明
Article Type: 문예기타 (Literary/Miscellaneous)

**Body Text Translation:**
On the Banks of the Songhua River

Compared to the monotony of Hsinching (新京), an unfinished modern city where large buildings lacking aesthetic refinement stand here and there on concrete avenues like endlessly connected athletic fields, seemingly hesitant to approach each other closely, the impression of Harbin (哈爾濱) as a metropolis is always colorful and diverse. It was 44 years ago that Imperial Russia (帝政 露西亞), full of ambition for Far Eastern invasion, began managing this city from scratch as a base for the construction of the Chinese Eastern Railway (東支鐵道)! Until it became a frontline strategic point for the practice of National Harmony (民族協和), the center of North Manchuria (北滿) for the Five-Year Industrial Plan, and a defense base against the Soviet Union for our Japan and Manchukuo (我日滿 양국), this city grew amidst too rapid development and political transformations from vastly different angles. From the era of the flag with the double-headed eagle's crown, through the era monopolized by the red flag with the hammer and sickle, passing through the Five-Colored Flag (五色旗) and the Blue Sky with a White Sun Flag (靑天白日旗), and thus settling under the banner of the newly emerging Manchukuo (滿洲國), the complex changes over some 30 years have given this city a subtle charm and overlaid various cultural shadows, establishing a diversity and tradition that feels somewhat heretical, even while being clearly a city within Manchukuo.<112>

Change is a sad thing, yet it can also be beautiful. Behind great joy lie hot tears, and behind great pleasure lies immense sorrow. Compared to the deep stagnation, unchanging immensity, and monotonous desolation of the vast plains of South Manchuria, which resemble a boundless sea, this region of East Manchuria (東滿) and North Manchuria (北滿), with its mountains and rivers, must be called a great attraction of Manchukuo. Moreover, compared to the hard, power-and-steel urban culture of the capital Hsinching, which lacks a river, this city, with the broad flow of the Songhua River (松花江) and a somewhat jumbled feel from embracing various races and peoples with different colors and languages, possesses a kind of pluralistic culture and lifestyle tradition that gives me, an occasional visitor, no small sense of gentle familiarity. The character of this city, the second most populous in all of Manchuria after Fengtien (奉天) with about 500,000 inhabitants, is quite sentimental due to the presence of about 30,000 White Russian émigrés (白露에미그란트). Even here, where the large-scale speculation of Jews quick in the power of capital and commercial trickery, along with other foreign merchants, is said to be a significant cancer to the controlled operation of our Manchukuo's special products, the majority of good-natured and simple-minded White Russians (白系 露人) remain aloof from the world of profit-seeking, content with small salaries, diligently working, and the number relying on poorhouses is gradually decreasing. At lunchtime or dinnertime, they habitually stroll along Kitayskaya (기따이스까야) street, him and her, relieving their pent-up feelings. On Sundays, they return to the authority of the cross of the Greek Orthodox Church (希臘敎) – their old and current faith – in their cathedrals, reminiscing about the glory of their former homeland. Their lives seem instinctive yet have a pious aspect. The underside of their life, where some elements seem to only eye the pockets of nighttime travelers on the streets, is but a minor detail of White Russian life. No matter how fallen a White Russian may be, in their dwelling, you will find a sacred painting (聖畵) of 'Jesus Christ' (예수그리스도), or 'Maria Theresa' (마리아데레사), or 'Hannele's Ascension' (한네레의 昇天), and a photograph of Nicholas II (니콜라이황제),<113> the unfortunate last monarch of the Romanov dynasty, carefully hung on the wall. Manchukuo, which offers sympathy and understanding to the lives of these people who wear crosses around their necks and long for the authority of the old imperial eagle's crown, is perhaps the only 'Canaan, land of blessing' (카난福地) for White Russians in the world. Consequently, Harbin, where the largest concentration of White Russians exists anywhere in the world, is also the spiritual capital for White Russians worldwide. Standing on the bank of the Songhua River, watching the joy of the water sprites jumping and playing on the vast water, I leave behind the sobbing, faint sound of a balalaika (바라라라이까) drifting from amidst the fragrant poplars and white birches thick on the opposite bank's Sun Island (太陽島). Hurriedly walking down the street, I enter the bustle of Kitayskaya street. I sought out Messrs. Hwang Ŭimyŏng (黃義明) and T'ak Ch'unbong (卓春峯), who are sacrificing and serving for the approximately 8,000 Korean residents here, paid my respects, and concluded my few hours' stay in Harbin, heading towards Mudanjiang (牡丹江).

On the Pin-Sui Line Train

The place name Vladivostok (블라듸보스톡; 海蔘威) means 'Rule the East' in Russian, and Harbin (하르빌; 哈爾濱) means 'Great Tomb'; these names alone suggest how immense Imperial Russia's (帝政 露西亞) persistent ambition to establish its base in the Far East was in the past. Riding for the first time on the current National Railway Pin-Sui Line (國鐵濱綏), which was once part of the great Trans-Eurasian connecting line from Manchouli (滿洲里) through Harbin to Vladivostok, brings forth many emotions. Seeing that the very train car I was riding was one transferred from the North Manchuria Railway (北鐵), I was deeply moved, recalling my life as an editor serializing the rambling reports in Seoul's (京城) C Newspaper about the convoluted Japan-Soviet negotiations that dragged on, back and forth without concession, for about a year and a half until the agreement on the North Manchuria Railway transfer was finally reached, I believe at the end of Shōwa 10 [1935]. I remember when Kazlovsky (가즈롭스키), the head of the Far Eastern Department of the Soviet People's Commissariat for Foreign Affairs, who had signed the final agreement for the railway transfer, was passing through Seoul on his return trip. During a train interview as one of the reporters, Kazlovsky mentioned, "It was merely delayed because they asked us to transfer it for too low a price, so we tried to sell it at a reasonable one. Thanks to that, I stayed in Japan for over a year and had the chance to learn Japanese fluently." We all clicked our tongues at the persistence of Slavic diplomacy. It was regrettable that, due to the night journey, I couldn't see the scenery of the Pin-Sui Line, renowned for its beautiful landscapes along the route. However, as Mudanjiang City (牡丹江市) neared, the mountains and rivers of East Manchuria (東滿) visible from the train window in the early morning were truly beautiful. As the endless, ocean-like expanse of dark blue weeds refreshed my scenery-starved eyes, hilly terrain with rolling mounds where nameless flowers bloomed appeared, followed by valleys with clear streams, and then lush grain fields. The varied scenery along the winding route made me want to show it to those who only long for the supposedly splendid mountains and rivers of Korea (三千里 화려한 강산). Between Hengtaohetze (橫道河子) and Hailin (海林), along the railway line here and there, the white clothes of Korean farmers (朝鮮옷 입은 농부들) working in the paddy fields cultivated by fellow Koreans<114> stood out clearly against the uniform dark blue fields. Seeing the gaunt figures of women walking barefoot and listlessly along the ridges of the paddy fields everywhere, carrying baskets and balancing basin-like containers on their heads, I couldn't help but feel my eyes well up. Yet, it seems they too have their lives and struggles to survive here. Korean children in colorful jackets (색동저고리) were pointing at the distant, speeding train, saying something. Amidst this, we arrived at Mudanjiang Station (牡丹江驛).

Mudanjiang Boom

The reasons Mudanjiang City (牡丹江市) absorbed over 30,000 Korean nationals, embracing a total population of 120,000, and suddenly became synonymous with a boomtown city, include its economic development, the opening of the T'ukai Line (圖佳線) connecting it directly to Ch'ŏngjin (淸津), Najin (羅津), and Unggi (雄基) – the great suction hubs turning the Sea of Japan into a lake – and the North Frontier Development Plan (北邊진흥계획), initiated in May of last year with a total budget of 1 billion yen, which placed its focus on Mudanjiang Province as a frontline base against the Soviet Union. As is well known, the entire East Manchuria (東滿) region, despite having fertile black soil belts and vast primeval forests untouched by axe for millennia as its hinterland, was left largely neglected due to security issues and poor transportation. However, with security completely established through the noble pacification efforts (肅正工作) by the Japanese and Manchukuo military and police (日滿군경), and coinciding with the construction of the T'ukai Line started in the first year of K'angtê (康德 元年度), the treasure house of East Manchuria has emerged as a major industrial zone for our Manchukuo (我滿洲國), centered around the transportation hub Mudanjiang. That is, when the Pin-Sui Line (濱綏線) was the sole means of transport, Mudanjiang City was merely a satellite city of Harbin. But with the opening of the T'ukai Line, it became the center of the Chiamussu (佳木斯) - Mudanjiang - North Korea 2 Ports route and a major intersection on the Pin-Sui Line, turning into the exclusive collection and distribution center for the entire Northeast Manchuria hinterland, which used to be Harbin's backyard.

In the industrial sector, backed by the vast forests of the hinterland, it has formed a kingdom of wood-related industries, including the Mudanjiang Lumber Industry Co., Ltd. (牡丹江木材工業株式會社) and eight other large sawmills, as well as the Manchukuo Pulp Industry Co., Ltd. (滿洲펄프工業株式會社). On the other hand, the concentration of special products from the entire hinterland into Mudanjiang is increasing year by year, making it the central trading market for the entire East Manchuria region. Its processing industries, such as the K'angtê Flour Mill (康德製粉工場), oil extraction plants (油房), and breweries (釀造業), are showing considerable results, with a trend towards further prosperity as the hinterland develops. However, more than this production side, the driving force behind the Mudanjiang boom is the super-speed development in civil engineering and construction related to the urban planning and development of Mudanjiang City as the heart of East Manchuria and its hinterland, as well as border construction. The vast amount of capital poured into this series of large construction projects naturally formed a large consumption cycle, interactively creating a bubble economy. Furthermore, Mudanjiang City serves as the supply market for various goods<115> like agricultural tools, medical equipment, and clothing, accompanying the large-scale settlement of colonists from the homeland (內地개척민) in the hinterland, thus creating conditions for the gradual development of light industry as well.

Occupational Distribution of Koreans in Mudanjiang City

So, in which fields are the Korean residents (鮮系주민) here, who have established a considerable foundation for their livelihood riding the wave of this construction boom, mainly focusing their efforts? According to this reporter's rapid investigation, in the construction (土建業) and lumber industries (材木業), which form the mainstream of the Mudanjiang boom, it seems there are almost no Koreans (鮮系) who have made a significant mark, perhaps due to a lack of capital and management skills. Of course, it can be acknowledged that in general commerce and industry, Koreans are considerably active here compared to any other place within Manchukuo. In construction, there is the Chosŏn Architecture Company (朝鮮建築社), and Hwangsan Ironworks (荒山鐵工所). There are rice mills like Samhwa (三和), Tŏgyang (德陽), Songsan (松山), Hapsin (合信), Sinsŏng (信成), and Ch'ŏnil (天一). There is the Yemundang (藝文堂) printing house, and large stores like Taeo Department Store (大五百貨店) and Myŏngdong Store (明東商店). In trading and transportation, companies like Tonghŭng Trading Co. (東興號), Tongman Agricultural Affairs (東滿農事), Hajū Transportation (荷主運輸), Tong'a Colonial Production (東亞殖産), Sinsŏng Soy Sauce (信成醬油), Tongman Warehouse (東滿倉庫), and Hŭng'a Trading Co. (興亞商事) are all operating with capital ranging from 50,000 to 100,000 yen. They are making the utmost effort within their means. Even if they don't get a seat at the main table of the full-fledged construction boom, perhaps being able to get enough scraps falling from the main table (메인테-불) so as not to go hungry is also fortunate? According to a city survey, the occupational breakdown of the approximately 4,500 Korean households (鮮系 약4,500戶) residing in Mudanjiang City is: large and small merchants about 50%, salaried workers (俵給생활자; government/public officials, company employees, clerks, craftsmen, etc.) 20%, day laborers (日傭人夫) about 20%, unemployed & unknown about 10%. However, in reality, looking across commerce, industry, and salaried life, the most numerous occupation is said to be related to transportation (운수관계자). That is, most of those running businesses with several cargo trucks (物荷자동차), which act as heralds of the construction boom, gradually rose from being drivers themselves. Also, drivers as salaried workers occupy an important part of the Korean occupational landscape, similar to the case in Hsinching (新京).
About ten Korean wholesalers (鮮系의 雜貨 綿布 등의 도매상) dealing in sundries, cotton cloth, etc., such as Tonghŭng Trading Co., were showing considerable performance, but they seemed to be in a difficult situation as the Essential Goods Company (生活必需品會社) took over wholesale operations entirely. It is rumored (仄聞) that the Essential Goods Company, to protect existing businesses for a certain period, plans to organize a Wholesale Alliance (卸賣聯盟) in South Manchuria where there are many wholesalers, allowing them to act as agents for some of its business for a time to secure their current operations. In the Northeast, where there are fewer wholesalers, the transitional measure is said to be appointing existing wholesalers as designated agents of the Essential Goods Company. Therefore, their business might be maintained for some period, but under the current situation where the controlled economy (통제경제) is poised to strengthen further, Korean small merchants and industrialists (鮮系중 小商工業者) must seek new, sound strategies with careful attention. The relationship between the 6 or 7 Korean-run rice mills (鮮系정미소) and the Grain Company (糧穀회사) is the same.
(Remainder omitted)<116>

**Summary**

This 1940 article by Hong Yangmyŏng contrasts the diverse, historically layered city of Harbin, shaped by Russian influence and now a center for White Russian émigrés under Manchukuo, with the monotonous new capital Hsinching. It then describes a train journey on the Pin-Sui line through North and East Manchuria, noting the beauty of the landscape and the presence of struggling Korean farmers. The focus shifts to the booming city of Mudanjiang, driven by its strategic location on new railway lines (T'ukai Line connecting to Korean ports), the North Frontier Development Plan, resource exploitation (lumber), and construction projects. The author details the occupational distribution of the 30,000 Koreans in Mudanjiang, observing that while some run businesses (transport, retail, rice mills), they are largely excluded from the main drivers of the boom (large construction, lumber) and face increasing pressure from the state-controlled economy. The article offers a glimpse into the lives of Koreans participating in, yet often marginalized within, the Japanese-led development of Manchukuo, highlighting both opportunity and precariousness under the controlled economy and colonial expansion. Historians might find the detailed description of Korean economic activities in Mudanjiang, the perspective on White Russians in Harbin, and the implicit commentary on Manchukuo's development policies particularly interesting.

**Named Entities**

松花江	송화강	Songhua River
新京	신경	Hsinching
哈爾濱	합이빈	Harbin
帝政 露西亞	제정 러시아	Imperial Russia
東支鐵道	동지철도	Chinese Eastern Railway
日滿	일만	Japan-Manchukuo
蘇聯	소련	Soviet Union
北滿	북만	North Manchuria
滿洲國	만주국	Manchukuo
奉天	봉천	Fengtien (Shenyang)
白露	백로	White Russian(s)
希臘敎	희랍교	Greek Orthodox Church
니콜라이황제	니콜라이 황제	Tsar Nicholas II
카난福地	가나안 복지	Canaan, land of blessing
太陽島	태양도	Sun Island (Taiyang Dao)
기따이스까야	기타이스카야	Kitayskaya (Street)
黃義明	황의명	Hwang Ŭimyŏng
卓春峯	탁춘봉	T'ak Ch'unbong
牡丹江	목단강	Mudanjiang
濱綏線	빈수선	Pin-Sui Line (Harbin-Suifenhe Railway)
블라듸보스톡	블라디보스토크	Vladivostok
海蔘威	해삼위	Haishenwei (Chinese name for Vladivostok)
滿洲里	만주리	Manchouli
歐亞連絡大幹線	구아연락대간선	Trans-Eurasian Main Connecting Line
國鐵	국철	National Railway
北鐵	북철	North Manchuria Railway
昭和	소화	Shōwa Era
日蘇	일소	Japan-Soviet
京城	경성	Kyŏngsŏng (Seoul)
蘇聯外交人民委員會	소련외교인민위원회	Soviet People's Commissariat for Foreign Affairs
가즈롭스키	카즐롭스키	Kazlovsky
日本	일본	Japan
東滿	동만	East Manchuria
朝鮮	조선	Korea
橫道河子	횡도하자	Hengtaohetze
海林	해림	Hailin
圖佳線	도가선	T'ukai Line (Tumen-Chiamussu Railway)
淸津	청진	Ch'ŏngjin
羅津	나진	Najin
雄基	웅기	Unggi
北邊	북변	Northern Frontier
康德	강덕	K'angtê Era (Puyi's reign name)
牡丹江木材工業株式會社	목단강목재공업주식회사	Mudanjiang Lumber Industry Co., Ltd.
滿洲펄프工業株式會社	만주펄프공업주식회사	Manchukuo Pulp Industry Co., Ltd.
康德製粉工場	강덕제분공장	K'angtê Flour Mill
內地	내지	Homeland (referring to Japan)
鮮系	선계	Korean lineage/descent
朝鮮建築社	조선건축사	Chosŏn Architecture Company
荒山鐵工所	황산철공소	Hwangsan Ironworks
三和	삼화	Samhwa
德陽	덕양	Tŏgyang
松山	송산	Songsan
合信	합신	Hapsin
信成	신성	Sinsŏng
天一	천일	Ch'ŏnil
藝文堂	예문당	Yemundang
大五百貨店	대오백화점	Taeo Department Store
明東商店	명동상점	Myŏngdong Store
東興號	동흥호	Tonghŭng Trading Co.
東滿農事	동만농사	Tongman Agricultural Affairs
荷主運輸	하주운수	Hajū Transportation
東亞殖産	동아식산	Tong'a Colonial Production
信成醬油	신성장유	Sinsŏng Soy Sauce
東滿倉庫	동만창고	Tongman Warehouse
興亞商事	흥아상사	Hŭng'a Trading Co.
生活必需品會社	생활필수품회사	Essential Goods Company
卸賣聯盟	사매연맹	Wholesale Alliance
糧穀회사	양곡회사	Grain Company
洪陽明	홍양명	Hong Yangmyŏng

**Glossary**

淸秋	청추	Clear autumn
松花江畔	송화강반	Banks of the Songhua River
舊露	구로	Old Russia (Imperial Russia)
足跡	족적	Footprints, traces
發展相	발전상	Aspect/state of development
허젔하게	허전하게	Seemingly emptily, sparsely (Older form/spelling)
이곧저곧	이곳저곳	Here and there (Older form/spelling of 곳)
도회지	도회지	Metropolis, city
다채다양	다채다양	Colorful and diverse
침략	침략	Invasion, aggression
帝政	제정	Imperial regime
經營	경영	Management, operation
我日滿	아일만	Our Japan and Manchukuo (Possessive pronoun used for Japan/Manchukuo)
對蘇	대소	Towards/Against the Soviet Union
國防	국방	National defense
中樞地	중추지	Central place, hub
民族協和	민족협화	National Harmony (Manchukuo political ideology)
 제일선	제일선	Frontline
變貌	변모	Transformation, change
生長	생장	Growth, development
雙鷲	쌍취	Double-headed eagle (Symbol of Imperial Russia)
壟斷	농단	Monopoly, domination
五色旗	오색기	Five-colored flag (Early Republic of China flag)
靑天白日旗	청천백일기	Blue Sky with a White Sun flag (Republic of China/Kuomintang flag)
기치	기치	Banner, flag
縹緻	표치	Charm, subtle beauty (Less common Hanja word)
陰形	음형	Shadow-shape, hidden form
덙어	덮어	Covering, overlaying (Older spelling of 덮어)
扶植	부식	Planting, establishing
광막한	광막한	Vast, boundless
沈淪된	침륜된	Sunken, stagnant
寥寂感	요적감	Feeling of desolation, solitude
팽배한	팽배한	Swelling, surging
뒤떠러진	뒤떨어진	Fallen behind, somewhat jumbled (Older spelling variation)
다원적	다원적	Pluralistic
뜸뜸이	뜸뜸이	Occasionally, sporadically (Possibly older form of 드문드문 or 뜸하게)
유연한	유연한	Gentle, soft, familiar
에미그란트	에미그란트	Émigré (Loanword)
감상적	감상적	Sentimental
譎計	휼계	Trickery, deceit (Less common Hanja word)
쟤빠른	재빠른	Quick, agile (Older spelling of 재빠른)
買占	매점	Buying up, cornering the market (Speculation)
特産物	특산물	Special products, local specialties
癌	암	Cancer (Figurative: serious problem)
白系 露人	백계 노인	White Russian people
謀利界	모리계	World of profit-seeking
超然하여	초연하여	Being aloof, detached
勤勤孜孜	근근자자	Diligently, assiduously (Idiomatic Hanja expression)
救貧院	구빈원	Poorhouse, almshouse
心懷	심회	Feelings, inner thoughts
귀의하여	귀의하여	Taking refuge in, relying on
追憶	추억	Reminiscence, memory
본능적	본능적	Instinctive
경건한	경건한	Pious, devout
零落한	영락한	Fallen, ruined
거처하는	거처하는	Dwelling, residing
聖畵	성화	Sacred painting, icon
荒鷲	황취	Imperial eagle (Symbol of Russia/Austria, etc.)
追慕	추모	Cherishing the memory of, longing for
滯在	체재	Stay, sojourn
마저	마치고	Finishing, concluding (Older usage/spelling)
濱綏線	빈수선	Pin-Sui Line (Railway name)
지명	지명	Place name
往時	왕시	In the past, bygone days
 집요하게	집요하게	Persistently, tenaciously
야망	야망	Ambition, aspiration
幹線	간선	Main line, trunk line
讓渡	양도	Transfer, cession
交涉	교섭	Negotiation
一進一退	일진일퇴	Advancing and retreating, back and forth
不讓	불양	Not yielding, intransigent
支離滅裂	지리멸렬	Incoherent, rambling, fragmented
編輯者	편집자	Editor
感慨無量	감개무량	Deeply moved, filled with emotion
協定	협정	Agreement, pact
調印	조인	Signing (a treaty)
헐값	헐값	Cheap price, giveaway price
延引	연인	Delay, postponement
체재하여	체재하여	Staying, residing
유창히	유창히	Fluently
습득할	습득할	To learn, acquire
내두루다	내두르다	To shake (one's head), wag (one's tongue)
沿線	연선	Along the railway line
수려한	수려한	Beautiful, graceful (scenery)
풍치	풍치	Scenery, landscape view
早朝	조조	Early morning
紺碧	감벽	Deep blue, azure
雜草原	잡초원	Field of weeds, grassy plain
주린	주린	Hungry, starved
시야	시야	Field of vision
淸新하게	청신하게	Freshly, refreshingly
구릉지대	구릉지대	Hilly area, rolling terrain
迂回曲折	우회곡절	Winding and twisting, meandering
보혀주고	보여주고	Showing (Older spelling of 보여주고)
동경하는	동경하는	Longing for, yearning for
耕作	경작	Cultivation, farming
水田	수전	Paddy field, rice field
초췌한	초췌한	Gaunt, haggard, worn-out
자태	자태	Figure, appearance
색동저고리	색동저고리	Colorful striped jacket (traditional Korean children's clothing)
다러나는	달아나는	Running away (Older spelling of 달아나는)
好氣	호기	Boom, prosperity (As in 호경기 - economic boom)
흡수	흡수	Absorption
포옹하여	포옹하여	Embracing, encompassing
一躍	일약	Suddenly, at one bound
대명사	대명사	Pronoun (Figurative: synonym, representative term)
圖佳線	도가선	T'ukai Line (Railway name)
開通	개통	Opening (of a road, railway)
湖水化	호수화	Turning into a lake (Figurative description of controlling sea access)
吸盤	흡반	Suction cup
接續	접속	Connection
國境	국경	National border
地味肥沃	지미비옥	Soil fertility, fertile land
斧鉞	부월	Axe (Symbol of logging/clearing)
密林地帶	밀림지대	Dense forest zone, jungle area
無盡藏	무진장	Inexhaustible supply, boundless repository
寶庫	보고	Treasure house
放任	방임	Neglect, leaving unattended
肅正工作	숙정공작	Pacification work, cleanup operation (Euphemism for suppression/military action)
確保	확보	Securing, ensuring
布設	부설	Laying (of railway tracks)
伴하여	반하여	Accompanying, along with
登場	등장	Appearance, emergence
衛星都市	위성도시	Satellite city
背後地	배후지	Hinterland, supporting region
獨占的	독점적	Monopolistic, exclusive
集散地	집산지	Collection and distribution center
製材工場	제재공장	Sawmill
펄프	펄프	Pulp (Loanword)
釀造業	양조업	Brewing industry
殷盛	은성	Prosperity, flourishing
趨勢	추세	Trend, tendency
推進力	추진력	Driving force, impetus
心臟部	심장부	Heart, core area
超스피트	초스피드	Super speed (Konglish/Loanword blend)
一連	일련	A series of
投下된	투하된	Invested, poured in (capital)
消費經過	소비경과	Consumption process/cycle
交互的으로	교호적으로	Interactively, reciprocally
거품경기	거품경기	Bubble economy
開拓民	개척민	Pioneer settlers, colonists
大量入植	대량입식	Large-scale settlement/immigration
配給	배급	Distribution, rationing
農耕器具	농경기구	Agricultural tools
衣料品	의료품	Clothing items
輕工業	경공업	Light industry
生活基礎	생활기초	Foundation for living, livelihood basis
主力	주력	Main focus, primary effort
土建業	토건업	Civil engineering and construction industry
材木業	재목업	Lumber industry
殆無	태무	Almost non-existent
商工	상공	Commerce and industry
相當한	상당한	Considerable, significant
精米所	정미소	Rice mill
印刷所	인쇄소	Printing house
百貨店	백화점	Department store
貿易	무역	Trade, commerce
運輸	운수	Transportation
商事	상사	Trading company
殖産	식산	Industrial production, colonial development
待接	대접	Treatment, reception (Here: share, benefit)
殘飯	잔반	Leftovers, scraps
戶	호	Household (Counter)
俵給生活者	표급생활자	Person living on rations/salary (Older term for salaried worker)
官公吏	관공리	Government/public officials
社員	사원	Company employee
店員	점원	Shop clerk, store employee
職工	직공	Craftsman, factory worker
日傭人夫	일용인부	Day laborer
未詳	미상	Unknown
運送關係者	운수관계자	Person involved in transportation
物荷自動車	물하자동차	Cargo vehicle, truck
卸賣	사매	Wholesale
問屋	문옥	Wholesale store (Japanese term usage likely)
雜貨	잡화	Sundries, general goods
綿布	면포	Cotton cloth
既存業者	기존업자	Existing business owner/operator
保護	보호	Protection
卸賣聯盟	사매연맹	Wholesale Alliance
代行	대행	Acting as an agent
現業	현업	Current business/occupation
過渡的	과도적	Transitional
辨法	변법	Method, way (Older form/spelling)
指定代理店	지정대리점	Designated agency/agent
仄聞	측문	To hear indirectly, hear a rumor
維持	유지	Maintenance, preservation
統制經濟	통제경제	Controlled economy
強化	강화	Strengthening, intensification
狀勢下	상세하	Under the situation/circumstances
小商工業者	소상공업자	Small merchant/industrialist
細心	세심	Careful, meticulous
堅實	견실	Sound, solid, reliable
方略	방략	Strategy, plan
糧穀	양곡	Grain, cereals


---------------------------


잡지명	삼천리 제12권 제9호
발행일	1940년 10월 01일
기사제목	淸秋의 松花江畔, 舊露의 足跡과 北滿의 發展相
필자	洪陽明
기사형태	문예기타

淸秋의 松花江畔, 舊露의 足跡과 北滿의 發展相
						洪陽明
松花江畔에 서서

운동장을 무한히 길게 연속시켜 놓은 것과 같은 콩크리트의 大道와 輪奧의 美없는 커다란 건축물이 허젔하게 서로 근접하기를 겸양하는 듯이 이곧저곧에 서 있는 미완성 근대도시 新京의 單調에 비하여 哈爾濱의 도회지로서의 인상은 언제 보든지 다채다양하다. 極東침략의 야심만만하던 帝政 露西亞가 東支철도 건설의 거점으로서 이 도시를 零에서부터 최대한으로 경영하기 시작한 것이 44년전! 오늘날 我日滿 양국의 對蘇국방기지로서 산업5개년계획의 北滿 중추지로써 民族協和 실천의 제일선 중점지가 되기까지에 이 도시는 너무나 급속한 발전과 너무나 각도 다른 정치적 변모 속에서 生長하여 왔다. 雙鷲의 왕관의 旗의 시대로부터 망치와 낫의 赤旗의 壟斷의 시대를 지나 五色旗 靑天白日旗 이리하여 신흥 滿洲國의 기치하에 정착되기까지 30여 년동안의 복잡한 변화가 이 도시에 미묘한 縹緻를 주고 각색의 문화적 陰形을 덙어 분명히 滿洲國內의 一都市이면서도 어쩐지 이단자적인 다양성과 전통을 이 도시에 扶植하여 놓았다.<112>

