Magazine Title: 삼천리 제12권 제9호
Publication Date: 1940년 10월 01일
Article Title: 半島經濟에서 占하는 朝鮮人 企業의 現勢 (The Current Status of Korean Enterprises within the Peninsular Economy)
Author: 印貞植
Article Type: 논설 (Editorial/Discourse)

The Dual Character of the Korean Economy

It has already been over 30 years since capitalism entered Korea (朝鮮). Of course, the phrase "introduction of capitalism" implies various limitations and characteristics in a society like Korea's. However, it is undoubtedly true that the medieval Korean society, with its traditional Asiatic structure, began to break down under the external influence of capitalism just over 30 years ago.

The sturdy ramparts of Asiatic society began to crumble. Consequently, social relations underwent rapid fluctuations and transformations, and Korean industry inevitably shifted from a single, agriculture-centered industry towards modern industrialization.

Such transformations in industrial structure are quite natural when a backward agricultural society comes under the external influence of capitalism. However, in Korean society, this transformation process did not proceed linearly but has reached the present day drawing several distinct curves.

Thirty years ago, we marveled at the "large-scale"(?) manufacturing in places like the traditional paper handicraft industry in Chŏnju (全州). But 30 years later, we see the chemical factories of Hŭngnam (興南) and the Sup'ung (水豊) Dam on the Amnok River (鴨綠江).

The journey from Chŏnju's paper handicraft workshops to modern chemical factories took, in this case, 30 years. If so, wouldn't it be correct to use adjectives like "great leap" or "quantum jump"? Compared to the decadence of Old Korea, what <70> could possibly be wrong with praising the modern grandeur of New Korea? We have become all too familiar with hearing various magnificent praises and rhetoric about the advancing state of modern Korea.

However, looking more fundamentally, what has truly changed in Korea? Can Korean society genuinely be said to have transformed into a modern society?

Firstly, it is clear that Korean society still highly retains the characteristics of an agricultural society. Even looking at recent figures, agricultural production accounts for over 70% of the total production value, and the agricultural population makes up 78% of Korea's total population. Of course, the fact that agriculture is the primary industry does not necessarily mean it isn't a modern society. The problem lies in the fact that this agriculture still strongly bears semi-feudal characteristics in its mode of production and production relations. In other words, the essence of the problem lies not in numbers and quantity, but in quality and form. The *homi* (호미, hand plow), which Korean farmers still use as a primary farming tool, is virtually indistinguishable from the Silla-era *homi* we can see in the Kyŏngju (慶州) museum. This is how long Korea's "Asiatic" society has stagnated. Has this stagnation been resolved or overcome in this era of "Advancing Korea"? No. As far as agriculture is concerned, stagnation persists steadfastly. The opportunity for overcoming stagnation naturally lies in the mechanization of agriculture, but this opportunity for mechanization is entirely unseen.

If agriculture is like this, then what has fundamentally changed in 30 years? Has industry changed? In other words, has industry transformed from the old household handicraft industry to modern large-scale industry?

Looking at current industrial statistics, the production value of household industry accounts for over 30% of the total industrial production value. The fact that household industry participates in the overall structure of industry with such a high proportion is certainly an important characteristic of Korea's industrial structure. What does this important characteristic signify?

Firstly, it means that while the old household handicraft industry has been preserved as it was, modern large-scale industry has been transplanted onto it. In other words, it wasn't that the old handicraft industry was superseded and new modern industry developed, but rather that modern large-scale industry was transplanted onto the broad base of the old handicraft industry. Furthermore, the Korean labor force and its low wages merely extend the old handicraft labor conditions, and herein lies the special advantageous condition for the management of Korea's large-scale industry.

The primary reason why household handicraft industry is preserved so broadly lies, above all, in the fact that labor conditions remain unchanged from the old ways. However, this cause, in turn, stems from the fact that agriculture has not yet completely脱離 (escaped) the semi-feudal stage.<71>

In short, what has changed in Industrial Korea compared to 30 years ago, both in agriculture and industry, is not that the old was superseded while the new was generated and developed, but merely signifies that the new was transplanted and added onto the foundation of the old. Isn't the combination or parallel existence of the new and old forms ultimately the footprint of Korea's path over the past 30 years? Therefore, wherever we go in Korea, we see the old lurking behind the new, and if we peel back one layer of the modern, the old is exposed (曝露). Ultimately, Korea possesses a dual character. Life did not emerge from death; rather, the dead and the living coexist simultaneously—this is the character of Korean society today.

Character and Current Status of Peninsular People's Enterprises

Thus, a primary characteristic of Korea's modern industrial structure is that while emerging industries were transplanted at a rapid tempo (템포), the old-style household handicraft industry has formed and been preserved as a broad foundation. Therefore, modern Korean industry possesses two aspects: transplantation and preservation, that is, the old and new forms.

First, let's examine the full picture of the transplanted industry, in other words, the emerging industry.

The Korean Company Ordinance (朝鮮會社令) was abolished in Taishō 9 (1920). From this time, establishing companies within Korea became possible through free incorporation, excluding special companies like exchanges (取引所). However, realistically, a stage in the advancement process occurred after the Manchurian Incident (滿洲事變). According to statistics, as of the end of Shōwa 13 (1938), the number of companies headquartered in Korea was 5,414, with a paid-in capital (拂辻資本金) of 1,081 million yen. Comparing this to the situation at the end of Meiji 44 (1911)—152 companies with 15.9 million yen in paid-in capital (拂込濟資本金)—this represents a 33-fold increase in the number of companies and a 68-fold increase in paid-in capital. Looking at the last three years, the average annual growth rate has shown a prosperous state, with 271 companies and 184.74 million yen in paid-in capital.

However, it must not be forgotten that the total number of 5,414 head-office companies as of the end of Shōwa 13 includes both the transplanted large-scale industrial, fishery, mining, etc., companies mentioned above, and companies that corporatized the traditional household handicraft industry. In other words, this total number includes not only emerging industrial companies but also traditional small-scale household industries.

Now, among this total number of head-office companies, how many are under Peninsular people's control, meaning managed by Peninsular people? According to the "Directory of Companies in Korea" compiled by the Keijō Chamber of Commerce and Industry (京城商工會議所), as of the end of Shōwa 13, those managed by Peninsular people numbered 2,278 companies, with a nominal capital <72> of 213.82 million yen and paid-in capital of 22.66 million yen. Calculating this as a ratio of the total head-office companies in Korea, we find it corresponds to 42.1% of the number of companies, 12.5% of the nominal capital, and 11.3% of the paid-in capital.

Thus, while the ratio of the number of companies exceeds 40% of the total, the proportion of capital barely exceeds 10% of the total capital. What does this mean? Firstly, it is clear that enterprises managed by Peninsular people are generally small in scale. Small enterprises with capital of 1,000-2,000 yen form the majority, and those with around 1 to 3-4 million yen are the largest, but their number is extremely small.

Secondly, it is an undeniable fact that enterprises managed by Peninsular people have also increased rapidly in recent years. From the end of June, Taishō 12 (1923) to the end of Shōwa 13 (1938), the number of companies increased 10.28 times, nominal capital 1.74 times, and paid-in capital 2.6 times.

However, since most are small-scale corporate enterprises, the majority represent the preservation and reappearance of traditional household industry in the form of extension or corporatization.

Furthermore, in the sectors of modern industry that inherently presuppose large-scale management forms, especially heavy and chemical industries, companies managed by so-called Peninsular people are almost non-existent (殆無).

If we close-up on the proportion of Peninsular-managed companies among the total number of head-office companies within Korea, it is as shown in the following table. [Translator's Note: The table mentioned is not provided in the text excerpt.]

That is, in all industries, the amount of capital relative to the number of companies is generally excessively small; in other words, the average management scale per company is extremely petty, which can be seen as an important characteristic. This ultimately reflects the fact that the majority of enterprises managed by Peninsular people are not transplanted modern large enterprises but exist in the form of the continuation and reappearance of household industry.

Next, if we classify factories managed by mainlanders (Japanese) and Koreans according to each industrial category, it is as follows. [Translator's Note: The table mentioned is not provided in the text excerpt.]

This table was compiled and created by the author based on the "Directory of Korean Factories" (朝鮮工場名簿). Factory A represents small management using 5 to 50 workers (職工), B uses 50 to 100 workers, C uses 100 to 200 workers, and D uses 200 or more workers.<74>

Firstly, across the sectors of textile industry, metal industry, ceramics industry, chemical industry, and food processing industry, the number of factories managed by Peninsular people is certainly large. However, for C factories using over 100 workers or D factories using over 200 workers, it can be seen that the number managed by Peninsular people is extremely scarce.

Secondly, in the electric power industry—which is the source industry (母源事業) supplying power to modern industry—not a single factory managed by Peninsular people can be found.

Conclusion

Thus, although the overall situation of Peninsular enterprises is pre-modern (前代的) and centered on household industry, if we single out the relatively large-scale ones that have adopted modern forms modeled after transplanted capital, the following few companies are noteworthy (括目).

Among banks, there are Tongil Bank (東一銀行), Kyŏngsang Hapdong Bank (慶尙合同銀行), Honam Bank (湖南銀行), etc. Among *mujin* companies (mutual financing associations), there is Kyŏngbuk Mujin Company (慶北無盡會社). Among insurance businesses, Chosŏn Life Insurance Company (朝鮮生命保險會社). Among commerce, Hwasin Department Store (株式會社和信), Hwasin Chain Stores (和信連鎖店), Taech'ang Trading Company (大昌貿易會社), Usong Farm Corporation (株式會社又松農場), Yŏnghwa Development Company (永和興業會社), etc. Among industrial companies, Chosŏn Silk Reeling Company (朝鮮製絲會社), T'aech'ang Textile Company (泰昌織物會社), Kyŏngsŏng Spinning Company (京城紡織會社), Chosŏn Koji Company (朝鮮麯子會社, *koji* starter culture), Ch'ilsŏng Brewery (七星釀造會社), Kaesŏng Ginseng Company (開城蔘業會社), Tonghae Marine Products Industry Company (東海漁業工業會社), etc. Among agriculture, Chejudo Development Company (濟州島興業會社), Sŏnil T'aksan Company (鮮一拓産會社), Tongŭn Farm (東隱農場), Hwasŏngsa (華星社), Hakp'a Farm (鶴坡農場), Hongch'on Partnership (洪村合名會社), Samyangsa (三養社), etc. Among mining companies, Ilsŏn Gold Production Company (日鮮産金會社), Ilsŏn Mining Company (日鮮鑛業會社), Pong Mining Company (鳳鑛業會社), Poin Mining Company (輔仁鑛業會社), Taech'ang Industrial Company (大昌産業會社), Taedong Mining Company (大同鑛業社), Hapsŏng Mining Company (合成鑛業會社), Sŏkp'ung Mining Company (石豊鑛山會社), Sŏnman Mining Company (鮮滿鑛業會社), etc. Among transport and warehousing, Hamhŭng Taxi Company (咸興택시會社), Konghŭng Corporation (共興株式會社), etc. Among other miscellaneous businesses, Maeil Sinbo Newspaper (每日新報社), Chosŏn Land Company (朝鮮土地會社), Taedong Development Company (大同興業會社), Kyesŏng Corporation (桂成株式會社), Ch'ŏndŏk Development Company (天德興業會社), Mokp'o Land Company (木浦土地會社), Yŏngbo Partnership (永保合名會社), Ch'ŏnhyanggak (天香閣), etc.<75>

**Summary**

The article argues that the Korean economy under Japanese rule exhibits a "dual character." While modern industries (factories, infrastructure) have been rapidly "transplanted" from Japan over 30 years, traditional structures, particularly semi-feudal agriculture and household handicraft industries, persist largely unchanged and form the broad base upon which modern industry sits. Korean-managed enterprises, though increasing in number, remain overwhelmingly small-scale (mostly extensions of handicraft) and hold only a minor share (around 11%) of total paid-in capital compared to Japanese firms, especially lacking presence in large-scale heavy/chemical industries and essential sectors like electricity. The author lists notable larger Korean companies but emphasizes their rarity against the backdrop of overall economic marginalization.

From a historical perspective, this article offers valuable insights into the colonial economic structure, quantitatively illustrating the dominance of Japanese capital and the limited scope for indigenous Korean capitalist development. It highlights the persistence of pre-modern economic forms alongside transplanted modernity, a key feature of colonial economies. The list of specific Korean companies provides concrete examples of Korean entrepreneurship operating within these constraints, which could be useful for detailed studies of colonial business history.

**Named Entities**

印貞植	인정식	In Chŏng-sik
朝鮮	조선	Chosŏn (Korea)
全州	전주	Chŏnju
興南	흥남	Hŭngnam
鴨綠江	압록강	Amrokkang (Yalu River)
水豊	수풍	Sup'ung
慶州	경주	Kyŏngju
滿洲	만주	Manju (Manchuria)
京城	경성	Kyŏngsŏng (Seoul)
京城商工會議所	경성상공회의소	Kyŏngsŏng (Keijō) Chamber of Commerce and Industry
東一銀行	동일은행	Tongil Bank
慶尙合同銀行	경상합동은행	Kyŏngsang Hapdong Bank
湖南銀行	호남은행	Honam Bank
慶北無盡會社	경북무진회사	Kyŏngbuk Mujin Company
朝鮮生命保險會社	조선생명보험회사	Chosŏn Life Insurance Company
株式會社和信	주식회사화신	Chusikhoesa Hwasin (Hwasin Department Store)
和信連鎖店	화신연쇄점	Hwasin Chain Stores
大昌貿易會社	대창무역회사	Taech'ang Trading Company
株式會社又松農場	주식회사우송농장	Chusikhoesa Usong Nongjang (Usong Farm Corp.)
永和興業會社	영화흥업회사	Yŏnghwa Development Company
朝鮮製絲會社	조선제사회	Chosŏn Silk Reeling Company
泰昌織物會社	태창직물회사	T'aech'ang Textile Company
京城紡織會社	경성방직회사	Kyŏngsŏng Spinning Company
朝鮮麯子會社	조선국자회사	Chosŏn Koji Company
七星釀造會社	칠성양조회사	Ch'ilsŏng Brewery Company
開城蔘業會社	개성삼업회사	Kaesŏng Ginseng Company
東海漁業工業會社	동해어업공업회사	Tonghae Fishery Industry Company (Note: Text has 水産 not 漁業, correcting to match text)
東海<0x6C34><0x7522>工業會社	동해수산공업회사	Tonghae Marine Products Industry Company
濟州島	제주도	Chejudo (Jeju Island)
濟州島興業會社	제주도흥업회사	Chejudo Development Company
鮮一拓産會社	선일척산회사	Sŏnil T'aksan Company
東隱農場	동은농장	Tongŭn Farm
華星社	화성사	Hwasŏngsa
鶴坡農場	학파농장	Hakp'a Farm
洪村合名會社	홍촌합명회사	Hongch'on Partnership
三養社	삼양사	Samyangsa
日鮮産金會社	일선산금회사	Ilsŏn Gold Production Company
日鮮鑛業會社	일선광업회사	Ilsŏn Mining Company
鳳鑛業會社	봉광업회사	Pong Mining Company
輔仁鑛業會社	보인광업회사	Poin Mining Company
大昌産業會社	대창산업회사	Taech'ang Industrial Company
大同鑛業社	대동광업사	Taedong Mining Company
合成鑛業會社	합성광업회사	Hapsŏng Mining Company
石豊鑛山會社	석풍광산회사	Sŏkp'ung Mining Company
鮮滿鑛業會社	선만광업회사	Sŏnman Mining Company
咸興택시會社	함흥택시회사	Hamhŭng Taxi Company
共興株式會社	공흥주식회사	Konghŭng Corporation
每日新報社	매일신보사	Maeil Sinbo Company (Newspaper)
朝鮮土地會社	조선토지회사	Chosŏn Land Company
大同興業會社	대동흥업회사	Taedong Development Company
桂成株式會社	계성주식회사	Kyesŏng Corporation
天德興業會社	천덕흥업회사	Ch'ŏndŏk Development Company
木浦土地會社	목포토지회사	Mokp'o Land Company
永保合名會社	영보합명회사	Yŏngbo Partnership
天香閣	천향각	Ch'ŏnhyanggak

**Glossary**

半島經濟	반도경제	Peninsula economy
占하는	점하는	Occupying, holding (older spelling/form of 차지하는)
朝鮮人	조선인	Korean person/people
企業	기업	Enterprise, business
現勢	현세	Current situation, present state
필자	필자	Author, writer
논설	논설	Editorial, discourse, treatise
二重性格	이중성격	Dual character/nature
자본주의	자본주의	Capitalism
舊來	구래	Old, traditional, existing from the past
아세아的	아세아적	Asiatic, Asian (older spelling 아세아 for 아시아)
성벽	성벽	Rampart, fortress wall (used metaphorically for entrenched characteristics)
문허지게	무너지게	To collapse, crumble (older spelling of 무너지게)
변혁	변혁	Revolution, upheaval, radical change
수위산업	수위산업	Leading industry, primary industry
생산양식	생산양식	Mode of production
半봉건적인	반봉건적인	Semi-feudal
농후하게	농후하게	Richly, densely, strongly (characterizing)
정체성	정체성	Stagnation, lack of progress (here, not 'identity')
뵈이지	보이지	To be seen, visible (older spelling/form of 보이지)
가내수공업	가내수공업	Household handicraft industry, cottage industry
大工業	대공업	Large-scale industry
이식	이식	Transplantation, implanting (used for introducing foreign elements like capital/industry)
基底	기저	Base, foundation
拂辻資本金	불입자본금	Paid-in capital (older term/spelling, now 불입자본금)
拂込濟資本金	불입제자본금	Paid-in capital (older term/spelling, now 불입자본금)
왜소하다	왜소하다	Dwarf-like, diminutive, small in scale
殆無	태무	Almost non-existent
職工	직공	Factory worker, operative
母源事業	모원사업	Source industry, parent industry (referring to electricity)
前代的	전대적	Pre-modern, old-fashioned
括目	괄목	To pay attention to, watch with keen interest (often as 괄목할 만하다 - remarkable)
지양	지양	Sublation (philosophical term: overcoming while preserving), supersession
倂存	병존	Coexistence
템포	템포	Tempo, pace (loanword)
일우고	이루고	Forming, establishing (older spelling/form of 이루고)
取引所	거래소	Exchange (stock exchange, etc.)
曝露	폭로	Exposure, revelation


---------------------------


잡지명	삼천리 제12권 제9호
발행일	1940년 10월 01일
기사제목	半島經濟에서 占하는 朝鮮人 企業의 現勢
필자	印貞植
기사형태	논설

半島經濟에서 占하는 朝鮮人 企業의 現勢
						印貞植
朝鮮經濟의 二重性格

자본주의가 朝鮮에 들어온 후, 벌써 30여 년이 경과되었다. 물론 이 자본주의의 도입이란 말에는 朝鮮과 같은 사회에서는 다양한 제한과 특징을 포함하고 있다. 그러나 어쨋든 舊來의 아세아的 구성을 가진 朝鮮의 중세사회가 지금부터 30여 년 전에 비로서 자본주의의 외래적 영향의 밑에서 분해되기 시작한 것만은 틀림없는 사실일 것이다.
堅忍한 아세아적 사회의 성벽이 문허지게 되었다. 따라서 사회관계에는 급격한 동요와 변혁이 일어나고, 朝鮮의 산업은 농업중심의 단일산업에서 근대적인 공업화에로의 경향을 취하지 않을 수 없었다.
이와 같은 산업구성의 변형을 후진농업사회가 자본주의의 외래적 영향을 받게될 때 매우 당연하게 야기되는 법이다. 그러나 朝鮮사회에서는 이러한 轉形과정이 직선적으로 진행된 것이 아니라. 몇 개의 뚜렸한 곡선을 그리면서 오늘에 이르러왔다.
30년 전의 우리들은 全州의 제지수공업 같은 데서 『대규모』(?)의 제조업을 경탄하였다. 그러나 30년 후의 우리들은 興南의 화학공장을 보며 鴨綠江의 水豊『땜』을 본다.
全州의 제지수공업공장에서 근대의 화학공장에 이르는 동안이 경우 30년 동안이었다. 그렇다면 우리는 약진이나 비약이니 하는 형용사를 써도 틀림없을 것이 아닌가. 舊朝鮮의 퇴폐 상에 비해서 新朝鮮의 근대적 偉觀을 찬양한들 과연 무엇이<70> 잘못이 있을까. 우리들은 너무도 귀에 익도록 근대朝鮮의 躍進相에 대한 가지가지의 壯麗한 찬사와 修辭를 들어왔다.
그러나 보담 본질적으로 본다면 과연, 朝鮮의 무엇이 그렇게 변했는가, 朝鮮사회는 과연 근대적 사회로 轉形되었다할 수 있을까.
첫째로, 朝鮮사회가 아직도 농업사회의 성격을 고도로 保持하고 있는 것은 명확한 일이다. 근년의 數字를 보드래도 농업의 생산액이 총생산액의 7割 이상을 점하며 농업인구가 朝鮮총인구의 7割8分를 차지하고 있다. 그러나 물론 농업이 수위산업이라 해서 반듯이 근대사회가 아닌 것은 안일 것이다. 문제는 아직도 이 농업이 생산양식과 또 생산 諸관계에 있어서 半봉건적인 성격을 농후하게 띄고 있다는데 있는 것이다. 다시 말하면 문제의 본질은 數와 量에 있는 것이 아니라 質과 形態에 있는 것이다. 朝鮮의 농민이 아직도 주요한 농구로 삼고있는 『호미』는 사실 우리가 慶州의 박물관에서 볼 수 있는 新羅쩍의 『호미』와 별반 틀림이 없다. 이만큼 朝鮮의 『아세아』적 사회는 오래 동안 정체되어 왔다. 이 정체성은 과연 이 躍進 朝鮮의 시대에 와서 해소, 지양되었는가, 아니다. 停滯는 농업에 관한 한, 의연히 지속되고 있다. 정체 극복의 계기는 물론 농업의 기계화에 있지만 이 기계화의 계기는 전혀 뵈이지 않는다.
농업이 이러하면 과연, 30년간에 무엇이 본질적으로 변했는가. 工業이 변했는가. 다시 말하면 공업이 舊來의 가내수공업에서 근대적 大工業에로 변화되었는가.
現今의 공업통계를 본다면 가내공업의 생산액이 공업 총생산액의 3割 이상을 점한다. 가내공업이 이와 같은 높은 비중을 가지고 공업의 全구성에 참여하여 있다는 것은 확실히 朝鮮공업기구의 중요한 특징이다. 이 중요한 특징은 무엇을 말하는가.
첫째로는 옛날의 가내공업이 舊態 그대로 보존되어 오는 한편, 근대의 大공업이 이식되었다는 것을 의미한다. 다시 말하면 舊來의 수공업이 지양되고 새로운 근대공업이 발전된 것이 아니라 舊來의 수공업의 광범한 基底의 우에 근대의 大공업이 이식되었다. 더욱 朝鮮노동력과 그의 저렴한 賃銀은 舊來의 수공업적 노동조건을 그대로 연장한데 불과하며 또 여기에 朝鮮 大공업의 경영상 유리한 특수조건이 있는 것이다.
가내공업이 이처럼 광범하게 보존된다는 것은 무엇보담도 노동조건이 舊態 그대로이라는데 주요한 원인이 있다. 그러나 다시 이러한 원인은 농업이 아직도 半봉건적인 階段에서 완전히 이탈치 못했다는 사실에 기인한다.<71>
요컨대 産業朝鮮에 있어서 30년 전에 비하여 변화된 것은 농업에 있어서나 공업에 있어서나 옛것이 지양되면서 새것이 생성되고 발전된 것이 아니라 옛것을 기초로 하고 새로운 것이 그 우에 이식 부여되었다는 것을 의미함에 불과하다. 본질적인 변환이 아니라, 新態와 舊態와의 결합 내지 병행이 결국 30년 간의 朝鮮의 걸어온 발자최가 아닐까. 그러므로 우리는 朝鮮의 어느 곳을 가드래도 새로운 것이 배후에는 옛것이 잠재하여 있으며 근대적인 것을 한겹 벗기면 옛날 것이 曝露됨을 본다. 결국 朝鮮은 二重의 성격을 가졌다. 死에서 生이 나온 것이 아니라 死者와 生者가 동시에 倂存하고 있는 것이 朝鮮사회의 오늘의 성격이다.

半島人 企業의 성격과 現勢

이와 같이 한편으로는 신흥산업이 急『템포』로 이식되면서도, 他方으로는 舊態的인 가내수공업이 광범한 기초를 일우고 보존되어 왔다는 것이 朝鮮의 현대산업 기구의 주요한 특색이다. 그럼으로 현대의 朝鮮산업은 移植와 보존, 즉, 舊態新態와의 양면을 가진다.
