Rank	Word	Frequency
1	하야	699
2	말	369
3	우리	350
4	사람	227
5	나	224
6	안이	168
7	朝鮮	167
8	그것	150
9	가티	148
10	사회	135
11	섯다	113
12	사상	109
13	가지	105
14	자기	101
15	대한	97
16	하얏다	95
17	모든	94
18	보고	93
19	다시	89
20	관계	85
21	생각	83
22	눈	81
23	日本	79
24	혁명	78
25	무엇	77
26	운동	77
27	되얏다	75
28	눈물	73
29	하나	72
30	학생	69
31	기사	68
32	집	68
33	문제	66
34	자네	66
35	이외	65
36	오늘	63
37	자유	62
38	세계	61
39	獨逸	61
40	사실	61
41	무슨	60
42	당신	60
43	佛國	60
44	하니	59
45	대하	57
46	생활	57
47	태도	56
48	비평	56
49	발	53
50	리하	53
51	朝鮮人	53
52	조직	52
53	지금	52
54	뿌르즈	52
55	英國	52
56	소리	50
57	세력	49
58	咸北	49
59	이나	48
60	소위	47
61	결과	47
62	일이	46
63	누구	46
64	여기	46
65	또한	45
66	손	45
67	정치	45
68	이란	45
69	동시	44
70	이오	44
71	잡지	42
72	당시	42
73	상춘	42
74	로부터	41
75	생산	41
76	발달	40
77	露國	40
78	교육	40
79	모양	40
80	다른	39
81	다음	39
82	과거	39
83	다만	38
84	듯이	38
85	컬트	38
86	정신	37
87	인류	37
88	지방	37
89	문화	37
90	大院君	37
91	더욱	36
92	淸津	36
93	이후	35
94	항상	35
95	그네	35
96	이상	35
97	계급	35
98	과학	35
99	마음	34
100	필요	34
101	社會主義	34
102	제호	33
103	발행	33
104	제일	33
105	나라	33
106	학교	33
107	현재	33
108	민족	33
109	제목	32
110	형태	32
111	생명	32
112	민중	32
113	머리	32
114	까닭	32
115	시대	32
116	거리	32
117	개벽	31
118	이제	31
119	서서	31
120	되엿다	31
121	주의	31
122	잇슬	31
123	결코	31
124	위해	31
125	경제	31
126	생산력	31
127	가장	30
128	그러케	29
129	서로	29
130	今日	29
131	인하	29
132	조건	29
133	지식	29
134	歐洲	29
135	米國	29
136	보아	28
137	세상	28
138	형제	28
139	主義者	28
140	淸國	28
141	사상계	28
142	수가	27
143	너	27
144	하엿다	27
145	반대	27
146	잇스	27
147	얼골	27
148	방법	27
149	거름	27
150	더구나	27
151	충돌	27
152	한번	27
153	시간	26
154	밥	26
155	대개	26
156	입	26
157	여자	26
158	어대	26
159	발전	26
160	발생	26
