잡지명	삼천리 제16호
발행일	1931년 06월 01일
기사제목	新興中國展望, 農民運動의 現狀 (Outlook for Emerging China, Current State of the Peasant Movement)
필자	金世鎔
기사형태	논설 (Editorial/Argumentative Essay)

新興中國展望, 農民運動의 現狀
						金世鎔
I
At the Chinese National Assembly, held from the 7th of this month, it was resolved to thoroughly eradicate the domestic communist movement. The Nationalist Government, reinforcing the policy of suppressing the Communist Party that it has been implementing for the past 4-5 years more severely, has embarked on a full-scale purge using the most ruthless white terror. The Chinese communist revolutionary movement, which even announced the strengthening of the All-China Soviet under the baptism of gunfire, will not be easily eradicated just because 100,000-200,000 troops are mobilized, ruthless laws are implemented (Provisional Anti-Revolutionary Crimes Act, Military Trials), and indirect means like promising socio-political improvements are employed. Past experience proves this. The Nationalist Government, which enacted a provisional constitution and declared the (unilateral) abolition of unequal treaties, may compromise with its enemy, the imperialist powers, when necessary, but it can never compromise or appease domestic communism in any matter; it is the eternal, final enemy.

The two opposing peaks, the Nationalist Government and the Soviet Government, the distorted Three Principles of the People and Communism, are destroying and building China in different directions and methods. However, this destruction and construction will be decided by the historical promise that it must be based on the demise of one of the opposing parties.

The characteristic of the Chinese National Revolution is defined as being simultaneously a bourgeois-democratic revolution and a peasant revolution. Although the Nationalist Government (the executive organ of new capitalism), which has entered a new stage of construction with the enactment of the provisional constitution, holds a completely different stance and policy from the Soviet government regarding the agrarian issue—the peasant problem—it is a fact that it treats it as a decisively important issue. It is also a fact that in the Communist movement, the peasant revolutionary movement, rather than that of urban workers and laboring masses, constitutes the main characteristic shaping the current situation.

II
Whether the Nationalist Government extends its bourgeois program and policy regarding peasant policy or converts to a revolutionary program and measures will determine the continuation of the government and decide the success or failure of the foundational primary issue of domestic construction.

In past years, Sun Yat-sen, during the early stages of the National Revolution, advocated for the class cooperation of peasants and workers as the fundamental force for the success of the National Revolution. He organized the "Peasant Association," the matrix of today's peasant-communist army, and guided it with a radical program, which subsequently facilitated the success of the Northern Expedition. It is generally known that the sacrificial support and cooperation of revolutionized peasants and workers were decisive factors in the success of the Northern Expedition.

The reason why the Nationalist Government, which presents itself as the orthodox successor of the Three Principles of the People and holds the reins of power in China as social fascists, cannot but resolve the peasant problem—the land revolution—in a reactionary manner, and thus cannot but approach the agrarian problem, the foundational construction issue of building China, with a bourgeois policy, can be sought in the analysis of the social and class basis of the Nationalist Government. However, omitting this, the suppression of the communist movement decided at the aforementioned National Assembly will mainly focus on the peasant-communist army and the Soviet movement in rural areas. This means making enemies of the peasants, who constitute 80% of the entire population, and directly targeting the poor peasants, who make up 60% of the total peasant population. Why is this so? Because the peasant class long ago judged the current Nationalist Government as betrayers of the National Revolution, the substantive representatives of imperialism, exploiters of peasants, the greatest obstacle to the land revolution, and anti-communist revolutionaries. They have implemented the land revolution (implementation of the Soviet land system) with their own hands, organized a nationwide <38> Soviet government, united the peasant class across the country to forge the path of true Chinese revolution, instigated warfare by fighting against the ruling powers with military actions everywhere, and with this as the center, are rapidly developing the communist movement in China comprehensively. Thus, the peasant-communist revolution cannot but be a mortal enemy to the Nationalist Government.

While the Nationalist Government regards the agrarian problem as most important in its construction projects, it cannot find a genuine solution for it. Knowing that the peasant revolution cannot be completed without the cooperation of the peasant class, it finds itself in a decisive dilemma of making enemies of the peasants.

III
Due to limitations of time and space, this article will postpone discussions on the peasant policies and theories of the Chinese Nationalist Party, the historical examination of the current Chinese peasant revolution developed from the Peasant Association, the relationship between the land revolution and the national revolution, or the theory and practice of the Chinese Communist Party's peasant movement to another day. Here, I will merely introduce a part of the concrete program of the Chinese Communist Party regarding the peasant revolution as one of the partial, yet fundamentally important, issues. The following few statistics are relatively reliable and were the basis for discussion at the 3rd Expanded Meeting of the Chinese Nationalist Party's Land Problem Committee in 1926 (Survey by the Communist International and foreigners).

1. Total peasant households nationwide: 56 million households
Total peasant population: 336 million people
Represents 80% of the total national population of 420 million people.

2. Cultivated land area: 15% of the total land area.
The density of population within the cultivated land area causes land prices and rents to soar. Years of warlord wars have destroyed irrigation and water conservancy systems, disrupted market and transportation systems, and neglected the technological development of agricultural production, leaving agriculture in a state of catastrophic decline.

3. Class differentiation among peasants:
Out of the total peasant population of 336 million people:
a. Landowning peasants (from 1 mu to large landlords): 120 million people
b. Landless hired peasants (雇農): 30 million people
c. Rural vagrants, bandits (土匪), village small merchants: 20 million people
d. Tenant farmers (小作農): 136 million people
That is, landowners (landlords and peasants combined) constitute 45% of the total peasant population, while landless tenant farmers (including hired peasants, 傭農) and vagrants constitute 55%, totaling 186 million people. However, among the landowning peasants, poor peasants possess extremely small areas, with those owning merely 1 to 10 mu accounting for 20% of the total peasant population. Therefore, 75% of the total peasant population can be considered landless agricultural laborers. These individuals demand land revolution and are being incorporated into Soviet organizations.<39>

Below shows the land ownership area of landowning peasants (45% of the total peasant population)... taking 45% as 100 units...
[Table data missing in the provided text, but the following description is given:]
According to the above statistics, landlords are 9 times fewer in number than poor peasants, but their owned area is more than 7 times larger. Middle peasants, owning 10-30 mu of land, constitute 12% of the total peasant population. They do not demand a struggle for land ownership, nor do they oppose the poor peasants' land acquisition—the land revolution. Therefore, can they remain neutral? Past examples show they aided the poor peasants.
Rich peasants, small and medium landlords, and large landlords, owning over 30 mu, constitute 25-30% of the total peasant population. These are the rural counter-revolutionaries who oppose the land revolution and aid the warlords.

IV
Last year, at the All-China Soviet [Congress], representatives from labor centers, peasants, soldiers' soviets, various regional representatives, Red Army representatives, and Communist Party representatives gathered to decide and declare the strategy for establishing political power and the basic political program. Among them, some important points are:

Externally—
Render all treaties concluded between China and the Powers invalid. (The Nationalist Government, at the recent National Assembly, merely resolved on paper to abolish unequal treaties). Cancel foreign debts. Confiscate all foreign banks, enterprises, and factories established within Chinese territory.
The Soviet government will unite with the proletariat of the entire world and aid the liberation movements of all oppressed nations... etc.

Internally—
Thoroughly engrave in the minds of the peasant masses that the Nationalist Party, Northern Warlords, Reorganization Clique (改造派), Western Hills Group (西山派), Third Party (第3黨), regardless of their nature, are direct or indirect running dogs of imperialism, and thus China cannot gain independence from the Powers and the laboring and peasant masses cannot be liberated before overthrowing them.
Recognize the complete right to self-determination, including separation and free federation, for domestic minority nationalities suffering from the Powers' aggression, and support the national liberation struggles of minority nationalities against imperialism, Han landlords, and feudal forces, cooperating in the establishment of Soviet power.
Implement the arming of the laboring and peasant masses, give land and work to soldiers as well, and let the representatives' conference of workers, peasants, and soldiers manage political power... etc. In addition to these—
Revolutionary political programs were resolved in various fields such as politics, economy, labor, and society, and the following important articles were resolved as the basic method of land revolution. This resolution, besides being implemented for the 76 million people in the Soviet areas that year, is naturally the basic law to be immediately implemented in areas occupied now and in the future.

Basic Method of Land Revolution.
1. Confiscate the land of landlords, warlords, monks, etc., who exploit rent (小作料).
2. Confiscate the land of those who participated in counter-revolutionary movements.
However, middle peasants under the deceptive influence of landlords and local bullies (土豪) are not considered the same as rich peasants.
3. Make the confiscated land belong to the Soviet government. The government distributes the right to use the land according to the principle of equal distribution, prohibits all sale, lease, tenancy mortgage (小作抵當), etc., of land, and renders previous land ownership certificates, tenancy contracts, and mortgage deeds invalid.
4. Land distribution is decided by the village Soviet representative conference.
However, large-scale farms are not divided but made into collective cooperative farms (集約的 協同農場).
5. Large-scale forests, rivers, lakes, salt fields, farms, and mulberry fields previously state-owned shall all fall under the jurisdiction and management of the Soviet government.
6. Previously collected land taxes, taxes on land ownership certificates, and all harsh taxes (苛稅) are abolished at once.
Peasants who received land distribution shall pay appropriate public expenses, the amount of which is determined by a progressive tax established by the local Soviet government... <40>
etc. After this land law was implemented, within the Soviet areas, not only the lands owned by landlords and local bullies but also all public lands, and lands traditionally belonging to schools and temples were factually confiscated and the right of use rationally distributed. Furthermore, astonishingly progressive facilities such as agricultural banks and village financial institutions, production and distribution associations, various facilities for water conservancy, irrigation, fertilizer, free supply of seeds and farm tools, and the realization of a cooperative farming system are being shown. Besides this, various schools, clubs (俱樂部), and public organizations for revolutionary education with modern equipment have been organized, and they possess autonomous judicial organs and police systems. The laboring peasant masses under Soviet rule, engaging in creative social life with guaranteed rights to existence, can be said to form a separate state within China. Moreover, to defend themselves and overthrow the ruling power of the reactionary Nationalist Party and establish their own power, they possess a strongly organized and disciplined army, the so-called Peasant Communist Army (農民共産軍). According to a statement released by the Chinese Communist Party last July, the total strength of the Red Army was over 180,000 troops, with 120,000 rifles, 350 cannons, 8,000 pistols, over 1,000 machine guns, 6 airplanes, etc., possessing formidable combat power. By this year, it must have been further strengthened in quality and quantity. Their tactics make the government troops tremble, and incidents like last year's Changsha Incident were wars won most skillfully.

The immediate enemy of Chiang Kai-shek and the Nationalist Government is definitely not the imperialist powers or the intra-party opposition. Even if warlords of the Guangdong clique (廣東派軍閥) like Hu Hanmin (胡漢民) plot rebellion in a corner of the south, it is not something Chiang Kai-shek, who holds the real power of military dictatorship, should fear. Rather, it is the Peasant Communist Army and the growing(?) peasant movement (XX農民運動), which Chiang Kai-shek claims can be eradicated with 200,000 troops, three months' time, and 70 million yuan in military expenses, that is his enemy. If the suppression of the Communist army declared at the National Assembly can eradicate the communist movement of the peasants, which has grown deep roots in the strata of the masses, this would indeed be reversing history. The decline of the fascist warlords of the current Republic (現民國) and their death-throes reaction lie in their inability to reverse it. If the construction by the ruling class means destroying the great creative life of hundreds of millions of awakened peasants, this construction will result in nothing but self-destruction.<41>

**Summary**

This 1931 article by Kim Seyong analyzes the intensifying conflict in China between the Nationalist Government (Kuomintang) and the Communist peasant movement. It argues that the Nationalists, despite paying lip service to Sun Yat-sen's ideals and the importance of the peasantry, are fundamentally aligned with bourgeois interests and pursue reactionary policies, leading them to violently suppress the Communist-led land revolution and Soviet movement, which the author sees as the true revolutionary force embodying the will of the vast peasant majority (80% of the population). The article details the Communist Party's strategy, including its land redistribution program implemented in Soviet areas, the organization of the Red Army (Peasant Communist Army), and its view of the Nationalists as collaborators with imperialism. The author concludes that the Nationalist attempt to crush the deep-rooted peasant communist movement is futile and likely signals the regime's eventual self-destruction. From the perspective of Korean colonial history, this article is interesting as it reflects a Korean intellectual's keen interest in and analysis of revolutionary movements in neighboring China, likely drawing parallels or seeking lessons for Korea's own anti-colonial struggle. The focus on peasant revolution and anti-imperialism, and the critique of the Nationalist government potentially collaborating with imperial powers (while fighting Communists), would resonate with Korean concerns under Japanese rule.

**Named Entities**

中國	중국	China
國民會議	국민회의	National Assembly
國民政府	국민정부	Nationalist Government
共産黨	공산당	Communist Party
소뷔엣드	소비에트	Soviet
帝國主義列强	제국주의열강	Imperialist Powers
三民主義	삼민주의	Three Principles of the People
孫文	손문	Sun Yat-sen
農民協會	농민협회	Peasant Association
農民共産軍	농민공산군	Peasant Communist Army / Red Army
國際共産黨	국제공산당	Communist International (likely intended)
全國소붸엣트	전국소비에트	All-China Soviet
北方軍閥	북방군벌	Northern Warlords
改造派	개조파	Reorganization Clique (Gaizao Pai)
西山派	서산파	Western Hills Group (Xishan Pai)
第3黨	제3당	Third Party
漢族	한족	Han Chinese
長沙	장사	Changsha
蔣介石	장개석	Chiang Kai-shek
胡漢民	호한민	Hu Hanmin
廣東派軍閥	광동파군벌	Guangdong Clique Warlords
現民國	현민국	Current Republic (Referring to the Republic of China)
金世鎔	김세용	Kim Seyong (Author)

**Glossary**

開催	개최	Holding (of an event); Convening
徹底撲滅	철저박멸	Thorough eradication/extermination
彈壓	탄압	Suppression; Oppression
嚴酷	엄혹	Severe; Harsh; Rigorous
再樹立	재수립	Re-establishment
不逞	불령	Insubordinate; Malcontent (often used by authorities against dissidents)
白色테로	백색테러	White terror
掃蕩	소탕	Mopping-up operation; Cleanup; Purge
砲火	포화	Artillery fire; Gunfire
洗禮	세례	Baptism
假籍업는	가차없는	Ruthless; Unsparing (older spelling of 가차없는)
根滅	근멸	Eradication; Extermination
徵하는	징하는	Proving; Evidencing (older form of 징(證)하는)
約法	약법	Provisional constitution
撤廢	철폐	Abolition; Repeal
妥協	타협	Compromise
懷柔	회유	Appeasement; Conciliation
斃體	폐체	Demise; Ruin; Collapse
基地	기지	Base; Foundation
뿌로조아	부르주아	Bourgeois (loanword)
綱領	강령	Platform; Program (political)
轉換	전환	Conversion; Switch; Transition
先要問題	선요문제	Primary issue; Prerequisite problem
階級的 協働	계급적 협동	Class cooperation/collaboration
母胎	모태	Matrix; Womb; Origin
北伐	북벌	Northern Expedition
自處	자처	Posing as; Presenting oneself as
파시스트	파시스트	Fascist (loanword)
掌握	장악	Grasping; Seizing control
反動的	반동적	Reactionary
注力	주력	Focusing efforts on
收奪者	수탈자	Exploiter
障害	장애	Obstacle; Barrier (older spelling, now 장해)
斷定	단정	Conclusion; Judgment; Definition
戰亂	전란	Warfare; Turmoil of war
激發	격발	Provocation; Instigation
咽喉	인후	Throat; Gullet (used metaphorically as a vital point/mortal enemy)
띄렌마	딜레마	Dilemma (loanword)
考察	고찰	Examination; Consideration
他日	타일	Another day; Some other time
다못	다만	Merely; Only; Just (older form of 다만)
一端	일단	One aspect; A part
畝	묘	Mu (Chinese unit of land area)
雇農	고농	Hired farm laborer
土匪	토비	Bandits (local)
小作農	소작농	Tenant farmer
傭農	용농	Hired farm laborer (similar to 雇農)
狹少	협소	Narrow; Small (in area)
包含	포함	Inclusion; Incorporation
中農	중농	Middle peasant
農富	농부	Rich peasant
政綱	정강	Political platform/program
走狗	주구	Running dog; Stooge; Lackey
銘刻	명각	Engraving deeply (in one's mind)
分立	분립	Separation; Standing apart
贊助	찬조	Support; Assistance; Aid
沒收	몰수	Confiscation
土豪	토호	Local tyrant; powerful local figure/bully
欺瞞的	기만적	Deceptive; Fraudulent
밋테	밑에	Under; Below (older spelling of 밑에)
賃貸借	임대차	Lease; Renting
抵當	저당	Mortgage
累進稅	누진세	Progressive tax
傳承地	전승지	Traditionally inherited land
灌漑	관개	Irrigation
可驚	가경	Astonishing; Surprising
營爲	영위	Carrying on (life, activities)
治下	치하	Under the rule of
倒壞	도괴	Toppling; Overthrowing; Collapse
規律	규율	Discipline; Regulation
心膽	심담	Heart and gall (fig. courage, nerve)
떨치게 하다	떨치게 하다	To make tremble
엇든	얻은	Obtained; Gained (older spelling of 얻은)
謀反	모반	Rebellion; Treason
凋落	조락	Decline; Wither; Fade
斷末魔	단말마	Death throes; Agony
自覺	자각	Self-awareness; Awakening
壞滅	괴멸	Annihilation; Utter destruction


---------------------------


잡지명	삼천리 제16호
발행일	1931년 06월 01일
기사제목	新興中國展望, 農民運動의 現狀
필자	金世鎔
기사형태	논설

新興中國展望, 農民運動의 現狀
						金世鎔
一
今月 7일부터 開催되엇든 中國國民會議에서는 國內共産主義運動을 徹底撲滅하기로 決議하고 國民政府에서 4,5年 以來 實行하여 나오든 共産黨彈壓方針을 더 嚴酷하게 再樹立하야 가장 不逞한 白色테로로서 全面的 掃蕩에 着手하엿다. 砲火의 洗禮下에서 全國소뷔엣드까지 强化發表한 中國共産主義革命運動이 1,20萬의 軍隊를 動員하고 假籍업는 法律을  實行하고 (暫行反革命治罪法, 軍事裁判) 또 間接的 手段으로 社會政策的 改善을 約束한다고하야 좀체 根滅되지 안흘 것은 過去의 經驗이 徵하는 바이니 約法을 制定하고 不平等條約의 撤廢(一方的)을 宣言한 國民政府가 때에 잇서 그의 敵인 帝國主義列强과는 妥協할 수 잇스나 國內共産主義와는 언제든지 또 무슨 일에든지 妥協懷柔하지 못할 永遠한 最後의 敵인 까닭이다.
對立한 兩個의 頂點인 國民政府와 소뷔엣政府, 歪曲된 三民主義와 共産主義는 各自 다른 方向과 方法으로 中國을 破壞하고 建設하고 잇스나 이 破壞와 建設이 對立된 兩者 어너편의 斃體를 基地로 하지 안흐면 안될 歷史的 約束에 의하야 決定될 것이다.
中國國民革命의 特質은 뿌로조아民主主義革命인 同時에 農民革命이라고 規定한다. 約法制定으로 建設의 新階段에 進出한 國民政府(新資本主義의 執行機關)과 農業問題- 農民問題에 잇서 소붸엣政府와 全然 다른 立場과 方針을 가지고 잇다 하더라도 決定的인 重大問題로 取扱함이 事實이며 共産主義運動에서도 都市工人과 勞力大衆의 그것보다 農民革命運動이 主脈的 特質로 今日 形勢를 지어나옴이 또한 事實이다.

二
國民政府가 農民政策에 잇서 뿌로조아的 綱領과 方針을 그대로 延長하든지 或은 革命的 綱領과 施設노 轉換할 수 잇는지는 同政府의 持續過程을 決定하고 國內建設의 基礎的 先要問題에 成敗를 짓게 될 것이다.
往年 孫文은 國民革命 初期에 잇서 國民革命의 成功에 基本勢力으로 農民勞働者의 階級的 協働을 主張하야 今日 農民共産軍의 母胎인 『農民協會』를 組織한 後 急進的 綱領으로서 指導한 바 잇서 其後 北伐成功을 容易하게 하엿스니 革命化한 農民과 工人이 犧牲的 支持와 協働이 北伐成功의 決定的 要素이엿든 것은 一般이 다 아는 바일 것이다.
三民主義의 正統的 繼承者라고 自處하고 社會파시스트로서 中國의 支配權을 掌握한 國民政府가 農民問題- 土地革命-을 反動的으로 解決치 아니치 못하게 되고 따라서 建設中國의 基礎的 建設問題인 農業問題를 뿌로조아的 方針으로 대하지 안을 수 업는 理由는 國民政府의 社會的 階級的 基礎의 分析에서 求하엿다 할 것이나 이는 略하고 前記 國民會議에서 決議된 共産主義運動의 彈壓이 主로 農村地帶의 農民共産軍과 소붸엣運動에 注力할 것이니 이는 全國民의 80%인 農民을 敵으로 하고 또 農民總數60%의 貧農을 直接 砲火의 的으로 하자는 것이다. 외 그런고 하면 農民階級은 오래전부터 現國民政府를 國民革命의 謀反者, 帝國主義의 實質的 代表者, 農民의 收奪者 土地革命의 最大한 障害, 反共産主義革命者로 斷定하고 그들 自身의 손으로 土地革命(소붸엣트土地制度實施)을 實行하고 全國的＜38＞ 소붸엣政府를 組織하엿스며 全國의 農民階級을 團結하야 眞正한 中國革命의 길을 開拓하고 到處에 軍事的 行動으로서 支配勢力과 鬪爭하야 戰亂을 激發하고 잇스며 이것이 中心이 되어 中國의 共産主義運動을 全面的으로 急激하게 發展시키고 잇스니 農民共産革命이 國民政府의 咽喉의 敵이 안 될 수 업는 것이다.
國民政府는 建設事業으로서 農業問題를 가장 重要視하면서도 이에 대하야 眞正한 解決을 하지 못하고 農民階級의 協同이 업시는 農民革命을 完成치 못할 줄 알면서도 農民을 敵으로 하는 決定的 띄렌마에 잇다.

三
本稿는 時間과 紙面關係로 中國國民黨의 農民政策과 理論, 農民協會로부터 發展한 現在中國農民革命의 歷史的 考察, 土地革命과 民族革命의 關係 또는 中國共産黨의 農民運動理論과 其實際 等 問題는 他日에 期하고 다못 여긔에서는 農民運動의 가장 部分問題로서 그러나 基本的 重大問題의 하나로서 中國共産黨의 農民革命에 대한 具體的 綱領의 一端을 紹介함에 끗치고저 한다. 그리고 다음 數個統計은 比較的 信賴할만한 것으로 1926년 中國民黨土地問題委員 第3次 擴大會議의 討論基礎數字이엿든 것이다. (調査는 國際共産黨과 外國人)
1. 全國農民總戶數    5천6백만戶

農民總數    3억3천6백만人

全國人口    4억2천만人의 80%

2. 耕地面積   全地面積의 百分之15%
耕地面積內 人口密度의 稠密함은 地價와 地租를 高騰하고 年來 軍閥戰爭은 灌漑水利系統을 破壞, 市場과 交通系統의 攪亂 農業生産의 技術的 發達을 放任함으로 農業은 破局的 衰落狀態에 잇다.
3. 農民의 階級分化
農民總數   3억3천6백만人中
a 土地所有農民(1畝- 大地主까지)數  1억2천만人
b 土地를 所有치 안흔 雇農              3千萬人
c 農村遊民, 土匪, 鄕村小商人            2천만人
d 小作農                         1억3천6백만人
卽 土地所有者는 地主와 農民 合하야 農民總人數 百分之45, 土地를 所有치 안흔 小作人 (傭農) 遊民은 百分之55로 1억8천6백만人이다. 그러나 土地所有農民中 貧農은 極히 狹少한 面積을 가저서 겨우 1畝- 10畝를 所有한 數가 農民總數의 20%를 占領함으로 農民總數75‰는 土地업는 農業勞働者로 볼 수 잇스며 이들은 土地革命을 要求하고 소붸엣組織에＜39＞ 包含되어가고 잇다.
以下, 土地所有農民(總農民人口45%)의 所有面積을 보면 다음과 갓다... 45%를 百單位로 함...
上記統計에 의하면 土地主는 貧農보다, 數에서 9倍나 적으나 所有面積은 7倍를 넘는다. 土地10畝-30畝를 가진 中農은 農民總數百分之12로서 이들은 土地所有를 위한 鬪爭을 要求하지 안흐나 貧農의 土地取得- 土地革命에 反對도 아니한다. 그럼으로 中立을 할 수 잇느냐 過去實例는 貧農을 援助하엿다.
30畝以上을 가진 農富, 小中地主及大地主는 農民總數의 25-30%로, 이들은 土地革命에 反對하고, 軍閥을 援助하는 農村及革命者이다.

四
