잡지명	삼천리 제16호
발행일	1931년 06월 01일
기사제목	新興中國展望, 中國內亂의 理論的 特質-第3期와 軍閥混戰의 交涉 (Outlook for Newly Arising China, Theoretical Characteristics of China's Internal Strife - The Third Period and Dealings in the Warlord Melee)
필자	上海에서 洪陽明
기사형태	논설 (Editorial/Opinion Piece)

新興中國展望, 中國內亂의 理論的 特質-第3期와 軍閥混戰의 交涉
						上海에서 洪陽明

Just as the Nanjing Nationalist Government (南京國民政府) completed the "Peaceful Unification of All China" and the "National Assembly (國民會議)," the greatest historical meeting since the Nationalist Revolution aimed at planning the strengthening of political power by establishing the "Tutelage Period Provisional Constitution (訓政期約法)" to be mutually observed by the government and the people, was about to open on May 3rd, suddenly, the Guangdong (廣東) warlords Ch'en Chi-t'ang (陳濟棠), Ku Ying-fen (古應芬), etc., of the right-wing faction of the Kuomintang (國民黨), took the lead in opposing the National Assembly, issued an anti-Chiang (討蔣) declaration, and declared independence. Thus began the anti-Chiang (反蔣) movement of 1931. The anti-Chiang sentiment, rising like being surrounded by enemies (四面楚歌), regrettably proved that the "National Assembly Unifying the Will of the Entire Nation" was not, in fact, an assembly of the "entire nation" by the time the conference had already ended today.

At the same time, the spark of the anti-Chiang movement, ignited before and after, caused the warlords Li Tsung-jen (李宗仁) and Pai Ch'ung-hsi (白崇禧), backed by British imperialist warlordism (英帝閥主義), to mobilize the so-called left-wing warlord Chang Fa-k'uei (張發奎), reaching a situation where the two Guangdong provinces echoed each other. It also stirred up the discontented warlords of the Northwest, Shih [Yu]-san (石 ‹三) and Sun Tien-ying (孫殿英), and even Feng [Yü-hsiang] and Yen [Hsi-shan] (馮閻), disillusioned Chiang generals who had been preparing to travel abroad, causing them to either already join or cautiously watch the situation. In the near future, it has developed to the point of establishing a provisional Guangdong government (廣東臨時政府) with Wang Ching-wei (汪兆銘) as chairman. Although there may be concerns it could end in miscarriage, considering the situation up to the moment of writing, it generally appears that all of China will once again be plunged into the vortex of a great warlord melee.

Formerly, under the Kuomintang's "Tolerance of Communism (容共)" policy,<34> the Chinese Communist Party (中國共産黨) participated under the banner of the Nationalist Revolution. Taking the opportunity of the 2nd Plenary Session of the 2nd Central Executive Committee of the Kuomintang in Guangdong in October 1927, the Chinese Communist Party cleverly used its alliance with the Kuomintang Left Wing (左派) to gradually attempt to expel Chiang Kai-shek's (蔣介石) forces using the power of the worker and peasant masses. However, Chiang Kai-shek, quick to seize the initiative, employed all manner of schemes and stratagems. Using the April 13th Incident coup d'état as a trigger, he violently initiated the so-called "Party Purification Movement (淸黨運動)." There is no room for doubt that he thereby openly proved himself an actor representing the interests of the national bourgeoisie (民族불주아지) and, consequently, aiding the interests of the imperialist powers. Furthermore, Chiang Kai-shek, not blind to the trends of public opinion, could not avoid continuing the Second Northern Expedition (第2次 北伐戰爭), at least formally, to conceal his subservience to foreign imperialism, his subservience to the national bourgeoisie, and his counter-revolutionary betrayal from the eyes of the masses. This is a fact remaining in our memories from the past. Through the start of the Second Northern Expedition in October 1927, which had lost its revolutionary character, the Kuomintang completely eliminated the Communist Party and raised the slogan, "Immediately transform the warlord war into an anti-warlord war!" This, too, is a fact remaining in a corner of history. But how much contact did the meaning carried by that slogan truly have with reality? While the shadow of warlord wars sometimes continued and sometimes ceased, maintaining a state of armed equilibrium that has inertially persisted until today, the definitive interpretation of the meaning of that slogan has been obscured. However, if this equilibrium is broken and the recent situation materializes, and we can anticipate the day when the Central Plains will again turn into an arena of internal warlord warfare, then we must re-examine the past significance of the slogan "Immediately transform the warlord war into an anti-warlord war!" We will have an objective need to clarify the fact that its principled meaning applies due to the development of different circumstances than before, and how this fact will unfold and be put into action. Therefore, elaborating on these relationships will not be useless for those paying attention to the China problem. Moreover, the recent situation, the new intensification of the warlord melee that will unfold during the so-called Third Period (第3期) of the deepening general crisis (恐慌), is not only different in itself from the previous ones, but it is also logically possible to anticipate the occurrence of corresponding facts. Frankly speaking, it possesses the nature to transform and leap into a war of class liberation. Of course, just as one cannot definitively state the timing of the outbreak of internal strife, one cannot definitively assert this. However, if one can recognize the fact that the chaos of continuous warlord wars since the fall of the Qing Dynasty has always depended on the history of the rise and fall of the imperialist powers existing behind or manipulating each warlord – the fall of Yüan Shih-k'ai (袁世凱), Chang Tso-lin's (張作霖) defeat in the First Fengtien-Zhili War (第1次 奉直戰), Wu P'ei-fu's (吳佩孚) defeat in the Second Fengtien-Zhili War (第2次 奉直戰), Feng Yü-hsiang's (馮玉祥) rebellion, and recently, Chiang Kai-shek's confrontation with the Yen-Feng warlords (閻馮軍閥) – none of these are anything other <35> than reflections of the power struggles among imperialist nations for the division or re-division of the semi-colony (半殖民地) in China, then one can also deduce the inevitability that the recent outbreak of internal strife will be related to the general crisis of world capitalist control.

II
Thus, the world crisis, which only deepens progressively and fails to recover, inevitably drives imperialism to frantically engage in the scramble for colonies (殖民地爭奪戰), a characteristic of the Third Period of capitalism. This unavoidably intensifies the warlord melee in the semi-colony China, thereby making the confrontation among the imperialist powers more pronounced. Therefore, it will exhibit a qualitatively different form from the warlord wars of the earlier growth period of imperialism. That is, whereas the warlord wars of the growth period signified an upward struggle for the development of national capitalism, today's wars signify a desperate struggle aimed at expanding the scope of exploitation in semi-colonial China as one means to desperately postpone the deepening contradictions of the crisis for the maintenance and continuation of the capitalist economy of each nation.

Consequently, on the one hand, the peasant masses in the villages, utterly devastated and endlessly exploited by the long warlord civil wars, harbor extreme hatred and resentment towards the warlords. Especially, they hold extreme resentment towards Chiang Kai-shek and the Kuomintang, who drove them to the battlefields to establish the bourgeois revolution, only to abandon the democratic promises to the people and impose taxes and oppression several times harsher than before the revolution, inevitably shifting their view of the Nationalist Revolution in a different direction. Furthermore, the peculiar remnant of feudalism (封建遺制) in China, where these warlords are also the landlords, rural aristocrats, and usurious moneylenders of the entire province, makes the peasant masses realize that securing the existence of the peasant class is absolutely difficult without eliminating the warlords. The direct losses arising from warlord wars—the devastation of crops, destruction of irrigation facilities, forced unpaid labor, requisition of goods, forced conscription into the army, massacres, etc.—raise the consciousness of the worker-peasant masses (勞農大衆) to the point of resolving on an "anti-warlord war." It is the objective demand of these worker-peasant masses that has enabled the construction of Soviet (쏘베트) areas through struggle in the weakest parts of warlord rule. Especially, the contradictions inherent within the bloc of imperialism and its watchdog warlords, and the intensified conditions of the Third Period, will consequently accelerate the formation of nurturing grounds for China's worker-peasant Soviet areas. Speaking causally, the ferocious aggressive wars of the imperialist powers will intensify the warlord wars among their watchdog warlords. This intensification of the warlord melee will deepen the anti-warlord war of the worker-peasant masses, enabling, to some extent, the transformation into a class revolution and the establishment of Soviets. It is from this, so to speak, law of dialectical development (辯證論的 發展) of history that the past slogan "Transform the warlord war into an anti-warlord war!" gains practical significance. This is what the author wishes to say.

III
Therefore, the worker-peasant masses of China, who have subjectively grasped the law of transformation into an anti-warlord struggle to be carried out under these objective conditions, can be seen, in fact,<36> to have put into practice the slogan used by the Kuomintang, "Immediately transform the warlord war into an anti-warlord war!", right amidst the internal war between the Kuomintang Chiang Kai-shek forces and the Yen-Feng warlord forces. Last year's Changsha battle can indeed be seen as historical proof and experience of transforming such a warlord war into its opposite and negation: the class liberation war of the worker-peasant masses aimed at crushing the warlords.

"The practical action of extinguishing the warlord melee with revolutionary war - that is, in the Changsha battle, soldiers of the warlord Ho Chien (何健), group by group, gradually recognized their class position and surrendered to the Red Army (紅軍), and even a regiment of Chiang Kai-shek's training division caused a revolutionary disturbance and came over to the Red Army. Needless to say, the victory of the Red Army in this battle proves that this anti-warlord revolutionary war against the warlord melee is truly what the soldiers, originating from workers and peasants, desire." This can be discerned from the confession of Ch'ü Ch'iu-pai (秋白) of the Chinese Communist Party.

Thus, the slogan of the Red Guards (赤衛軍) in Changsha, "Transform the warlord melee into an anti-army revolutionary war!", will be put into practice in all future situations where the Kuomintang, under compromise with imperialism, launches attacks on the Soviets. The intensification of the warlord melee, which will surely escalate further in the process of the deepening Third Period world crisis, will inevitably lead to the formation of the warlords' elimination and the transformation into a war of class liberation.

No matter how much the Nationalist Government calls for peaceful unification, pleads for financial unification and economic construction, and hopes for the smooth development of capitalism, or how much American (米國) imperialism attempts to unify China capitalistically under its own imperialist influence by manipulating the Nationalist Government, the accumulation of contradictions in the current world economy, deepening and expanding moment by moment, not only makes it decidedly difficult to expect smooth control of Chinese capitalism, but the situation is observed only to be drawing China further into a new warlord melee of a higher degree and on a more global scale.

Then, should we become absolute pessimists regarding the peaceful unification of China? That is not so. The intensification of the warlord melee in its new form, along with the development of the world's objective situation, will truly prepare the dawn of a new, essentially different subjective era for China. (May 21st) <37>

**Summary**

The author, Hong Yang-myŏng writing from Shanghai in May 1931, analyzes the resurgence of civil war in China following the declaration of independence by Guangdong warlords against Chiang Kai-shek's Nanjing government. He argues this conflict is not merely another warlord squabble but a symptom of the deepening global capitalist crisis (the "Third Period") and intensifying imperialist competition for China. This environment, coupled with the extreme suffering of peasants under warlord/KMT exploitation, creates fertile ground for the transformation of warlord wars into an "anti-warlord war" led by worker-peasant masses, potentially leading to class revolution and the expansion of Soviet areas, as exemplified by the Changsha battle. While unification seems distant, the author sees this intensified conflict as dialectically paving the way for a fundamentally new era in China. From the perspective of Korean colonial history, this article is interesting as it shows a Korean intellectual analyzing Chinese politics through a Marxist lens, reflecting the transnational spread of communist thought and anti-imperialist solidarity in East Asia during this period. Historians might find the author's detailed analysis of Chinese factionalism, the application of Comintern's "Third Period" theory, and the focus on peasant mobilization valuable for understanding contemporary Korean perspectives on the tumultuous events in neighboring China.

**Named Entities**

上海	상해	Sanghae
洪陽明	홍양명	Hong Yang-myŏng
南京國民政府	남경국민정부	Nanking Kukmin Chŏngbu (Nanjing Nationalist Government)
中國	중국	Chungguk
國民會議	국민회의	Kukmin Hoeŭi
廣東	광동	Kwangdong
陳濟棠	진제당	Chin Che-dang
古應芬	고응분	Ko Ŭng-bun
蔣介石	장개석	Chang Kae-sŏk
李宗仁	이종인	I Chong-in
白崇禧	백숭희	Paek Ch'ung-hŭi
張發奎	장발규	Chang Pal-goe
石 ‹三	석 ? 삼	Sŏk U-sam (likely 石友三 Shi Yousan)
孫殿英	손전영	Son Chŏn-yŏng
馮閻	풍염	Pong Yŏm
汪兆銘	왕조명	Wang Cho-myŏng
廣東臨時政府	광동임시정부	Kwangdong Imshi Chŏngbu
國民黨	국민당	Kungmindang
中國共産黨	중국공산당	Chungguk Kongsandang
袁世凱	원세개	Wŏn Se-gae
奉直戰	봉직전	Pongjikchŏn
張作霖	장작림	Chang Chak-rim
吳佩孚	오패부	O P'ae-bu
馮玉祥	풍옥상	Pong Ok-sang
閻馮軍閥	염풍군벌	Yŏm Pong kunbŏl
何健	하건	Ha Kŏn
紅軍	홍군	Honggun
秋白	추백	Ch'u Paek
赤衛軍	적위군	Chŏgwidae
米國	미국	Miguk

**Glossary**

新興	신흥	Newly arising, emerging
內亂	내란	Internal strife, civil war
展望	전망	Outlook, prospect
特質	특질	Special characteristic, distinctive quality
軍閥混戰	군벌혼전	Warlord melee, chaotic warfare among warlords
交涉	교섭	Dealings, negotiations, connection
訓政期約法	훈정기약법	Tutelage Period Provisional Constitution
率先	솔선	Taking the lead
討蔣	토장	Punish/Attack Chiang (Anti-Chiang Kai-shek)
텁	텁	(Likely a typo/older form for 닻 or 첫?) Start, beginning (as in '끈짜' meaning 'cut', likely 'cut the start' -> initiated)
끈짜	끊자	Cut (Older spelling/form of 끊자)
四面楚歌	사면초가	Surrounded by enemies, besieged on all sides (idiom)
니러나는	일어나는	Rising, occurring (Older spelling)
마럿다	말았다	Ended up (Older spelling of 말았다)
左派	좌파	Left wing, leftist faction
加擔	가담	Participate, join in
只今	지금	Now (Older spelling)
渦中	와중	Vortex, midst of turmoil
陷入	함입	Fall into, sink into
일즉이	일찍이	Formerly, previously (Older spelling)
容共	용공	Tolerance/acceptance of Communism
旗下	기하	Under the banner of
驅逐	구축	Expel, drive out
機先	기선	Initiative
敏捷	민첩	Agile, quick
策畧	책략	Stratagem, scheme
쿠,데다	쿠데타	Coup d'état
淸黨運動	청당운동	Party Purification Movement
불주아지	부르주아	Bourgeoisie (Korean transliteration)
幇助	방조	Aid, assist, help
役者	역자	Role player, actor (in a situation)
立證	입증	Proof, substantiation
업거니와	없거니와	Not only... but also (Older spelling of 없거니와)
아인	아닌	Not (Older spelling of 아닌)
隱蔽	은폐	Concealment, hiding
織續	지속	Continuation (Likely older form/typo for 지속)
褪色	퇴색	Faded color, declined character
排除	배제	Exclusion, elimination
揭햇든	게했든	Raised, hoisted (Older spelling/form of 게했던)
果然	과연	Indeed, truly
暗影	암영	Dark shadow
均衡	균형	Equilibrium, balance
隋性	타성	Inertia (Here used for惰性)
朦朧	몽롱	Dim, hazy, obscure
再次	재차	Again, second time
中原	중원	Central Plains (of China)
巷	항	Arena, battlefield (lit. street)
豫想	예상	Anticipation, expectation
究明	구명	Investigate thoroughly, clarify
敷衍	부연	Elaboration, expounding
留心	유심	Pay attention, be mindful
無用	무용	Useless, futile
所謂	소위	So-called
第3期	제3기	Third Period (Comintern term for capitalist crisis stage)
恐慌	공황	Crisis, panic (economic)
尖銳化	첨예화	Intensification, becoming acute/sharp
倘存	상존	Depend on, be contingent upon (Classical Chinese usage)
沒落	몰락	Downfall, ruin
敗走	패주	Defeat and flight, rout
謀反	모반	Rebellion, treason
對立	대립	Confrontation, opposition
反映	반영	Reflection
必然性	필연성	Inevitability, necessity
推論	추론	Inference, deduction
回復	회복	Recovery, restoration
狂奔	광분	Run wildly, rush madly
不可避的	불가피적	Unavoidable, inevitable
顯著	현저	Conspicuous, marked, noticeable
向上的	향상적	Upward, progressive
支續	지속	Continuation, maintenance
必死的	필사적	Desperate, life-or-death
延期	연기	Postponement, delay
搾取	착취	Exploitation
範圍	범위	Scope, range
絶望的	절망적	Desperate, hopeless
餘地	여지	Room, space, margin
憎惡	증오	Hatred, abhorrence
憤滿	분만	Resentment, indignation (likely older form of 분만(憤懣))
苛稅暴壓	가세폭압	Harsh taxes and violent oppression
必然的	필연적	Inevitable, necessary
封建遺制	봉건유제	Remnants of feudalism
高利貸金業者	고리대금업자	Usurer, loan shark
消除	소제	Elimination, removal (likely older form/typo for 소제(掃除) or 제거(除去))
確保	확보	Secure, guarantee
覺케	각케	Make realize (Older form/spelling of 깨닫게)
荒廢	황폐	Devastation, ruin
灌漑設備	관개설비	Irrigation facilities
無償勞働	무상노동	Unpaid labor
徵發	징발	Requisition, commandeering
殺戮	살륙	Massacre, slaughter
昻揚	앙양	Elevation, uplifting
客觀的	객관적	Objective
弱한	약한	Weak
쏘베트	소비에트	Soviet (Korean transliteration)
培養地盤	배양지반	Cultivation ground, nurturing base
加速度的	가속도적	Accelerating
原因的	원인적	Causal
狂暴	광폭	Ferocious, violent
侵略戰爭	침략전쟁	Aggressive war
激化	격화	Intensification, exacerbation
辯證論的	변증론적	Dialectical
把握	파악	Grasp, comprehension
主體的	주체적	Subjective, autonomous
實踐	실천	Practice, implementation
移하엿섯다고	이하였었다고	Moved to, transferred to (Older spelling/form of 이행했었다고 or 옮겼었다고)
粉碎	분쇄	Crushing, smashing
經驗	경험	Experience
實證	실증	Actual proof, empirical evidence
消滅	소멸	Extinction, disappearance
實際的	실제적	Actual, practical
投降	투항	Surrender
動亂	동란	Disturbance, turmoil
歸한	귀한	Returned to, submitted to
告白	고백	Confession, testimony
觀取	관취	Observe and grasp, discern
妥協	타협	Compromise
攻擊戰	공격전	Offensive war, attack battle
境遇	경우	Case, situation (Older form of 경우)
深刻化	심각화	Becoming serious, deepening
招致	초치	Invite, bring about, cause
밧게는	밖에는	Other than, except for (Older spelling of 밖에는)
悲觀論者	비관론자	Pessimist
안흐니	않으니	Is not (Older spelling of 않으니)
黎明	여명	Dawn, daybreak


---------------------------


잡지명	삼천리 제16호
발행일	1931년 06월 01일
기사제목	新興中國展望, 中國內亂의 理論的 特質-第3期와 軍閥混戰의 交涉
필자	上海에서 洪陽明
기사형태	논설

新興中國展望, 中國內亂의 理論的 特質-第3期와 軍閥混戰의 交涉
						上海에서 洪陽明
南京國民政府가 「全中國의 和平統一」을 完하고 「政府와 人民이 共守할 訓政期約法」을 制定하야 一層合理化한 政權의 强大를 謀하려는 國民革命以後의 最大의 歷史的 會合인 「國民會議」가 將次 開幕되려는 5월 3일 突然히 國民黨右翼系의 廣東軍閥 陳濟棠, 古應芬等이 率先하야 國民會議를 反對하고 討蔣宣言를 發하야 獨立을 宣言함으로써 1931년에 잇서서의 反蔣運動의 텁을 끈짜, 四面楚歌와 가치 니러나는 反蔣氣勢는 「全國民의 意思를 統一集中國民會議」가 會議가 이미 끈난 오늘에 와서는 遺憾이나마 完全히 그것은 「全國民」의 「國民會議」가 아니엇든 것을 證明하고 마럿다.
同時에 反蔣의 火蓋는 前後하야 英帝閥主義를 背景으로 한 軍閥 李宗仁, 白崇禧의 所謂 左派軍閥張發奎를 動케 함으로써 兩廣呼應의 勢에 이르고 西北의 不平軍閥 石‹三, 孫殿英 또는 外遊準備까지 햇든 失意蔣軍馮閻까지를 或은 이미 加擔 或은 但히 形勢觀望의 程度에까지 들석거리게 하고 來日모래는 이미 具體的으로 汪兆銘을 主席으로 한 廣東臨時政府의 樹立에까지 發展함에 이르러 或은 流産의 慮가 잇슬넌지도 알 수 업는 일이지마는 只今 글을 쓰는 瞬間까지의 形勢를 包括하야 보건댄, 大槪 全中國은 또다시 軍閥大混戰의 渦中에 陷入될 것과 가치 觀察된다.
