Magazine Title: 삼천리 제13권 제7호
Publication Date: 1941년 07월 01일
Article Title: 最近 佛蘭西의 文士와 出版界 (Recent French Writers and the Publishing World)
Author: 在巴里 金光浩 (Kim Kwang-ho in Paris)
Article Type: 잡저 (Miscellaneous writing)

Recent French Writers and the Publishing World
						By Kim Kwang-ho in Paris

1. The Recent French Publishing World

Following the outbreak of the war, and especially after the defeat of France and the entry of German troops in June last year, the French literary world seemed utterly suffocated. However, reflecting the current situation in France, which is gradually gaining political and economic stability, what is the state of this field nowadays?
Looking at the investigation report on the publication of literary works throughout France over the past six months, it shows more activity than we might imagine.
Bookstores in Paris and other cities, which had temporarily evacuated, have now completely recovered their former state. Furthermore, writers who have returned to their homeland, although not yet fully active, are confirmed to be safe in their studies.
They are quite restricted by the censorship system (surprisingly, the German censorship system is lenient, while the Vichy government's censorship is stricter). However, more than anything, <166> the difficulty in obtaining paper is said to be a fatal blow to the publishing world in this country. (France imports five-sixths of its paper from overseas.)
In any case, overcoming these current unfavorable conditions, the fact that over 70 new literary works were published from last autumn until April deserves respect.
Listing the main new publications, first, those directly dealing with the recent Great War include René Benjamin's "Le Printemps tragique" (悲劇의 봄 - Tragic Spring) and Maurice Betz's "Dialogues du prisonnier" (1940年 *捕虜의 對話 - 1940 *Dialogue of the Prisoner) (both published in Paris).
Next, Madame Colette's "Chambre d'hôtel" (호텔의 室內 - Hotel Room), serialized in Paris-Soir until just before the fall of Paris, has been published. Julian Green, an American publisher, remained steadfastly in Paris and published "Varouna" (바르-나). Georges Simenon published "L'Outsider" (外來者 - The Outsider). Charles Plisnier published "Faux Passeports" (鐵槌 - The Hammer) as the third volume of "Meurtres" (殺人者들 - Murders).
Historical works include Jean Héritier's "Catherine de Médicis" (카데리-누·메지치), Volume 7 of Gabriel Hanotaux's "Histoire de la nation égyptienne" (埃及國民史 - History of the Egyptian Nation), and Georges Suarez's "Pétain" (페탄元帥 - Marshal Pétain).
Essay collections include Léon Daudet's "Quand vivait mon père" (내 아버지 게실 때<167> - When My Father Was Alive), Henri Lavedan's "Beaux soirs" (아름다운 저녁 - Beautiful Evenings), and Pasteur's "Correspondance" (書簡集 - Collection of Letters). Travel writing includes Madame Alexandra David-Néel, who traveled in China in 1939, publishing her China travelogue titled "Sous des nuées d'orage" (風雲下 - Under Storm Clouds).
All the above were published in the occupied zone, centered around Paris.
In the unoccupied zone, from the Lardanchet bookstore in Lyon, came Fouques Duparc's third work on Richelieu (푸-크·쥬팔크의 第三番 채의리슈류 - Fouques Duparc's Third Richelieu) and Henri Massis's "Les Idées restent" (理念은 存續한다 - Ideas Endure), which, coinciding significantly with the times, suggested the unification of thought for young philosophers along with the uplifting of national ideals.
Next, from the Aubanel bookstore in Avignon, "Jardins d'Espagne" (스페인園 - Spanish Gardens) by Louis Bertrand of the Académie française (佛翰林院) was published. Meanwhile, the complete works of Marshal Pétain (페탄 元帥全集) are also planned; volume 3, supervised by Jean Thouvenin (짱·토오봐난), was published by SCAN bookstores in Clermont-Ferrand, Paris, Auvergne, etc.
André Demaison's "Latitudes" (緯線) was published by Arthaud bookstore in Grenoble. Another is "Pour l'aviation française" (佛蘭西航空界를 위해서 - For French Aviation) by Costes (로시츠 - likely Dieudonné Costes), the first successful pilot of the non-stop flight between Paris and New York, published by Mont-Louis bookstore in Clermont-Ferrand.
Finally, the posthumous work "Le Mur" (壁은 튼튼하다 - The Wall is Strong) by the playwright Henri Bernstein (앙리-·뽈드), whose recent death <168> we mourn, was published by the same Lardanchet bookstore in Lyon.
It depicts the figure of a French farmer who, even amidst the ashes after his house was burned down by the fires of war, intends to push forward bravely. It says, "The house can be rebuilt. The walls still remain strong," implying that the actual damage is by no means irrecoverable.

II. News of French Writers Since Then

André Maurois and Jules Romains
Having fled the defeated nation of France to the United States, they are each making statements there about the democratic nation France. But what has become of the other famous writers since then?
André Malraux
He joined an armored unit and was at the front, but was unfortunately captured and held in a German POW camp. He escaped and is currently in the Riviera writing "the most important work of my life."
Jean Cocteau
Said to be in Paris, but there is no news, and it's unclear if he is alive or dead.<169>
Antoine de Saint-Exupéry
As an Air Force squadron leader conducting reconnaissance flights over the German lines, he was surrounded by German fighter planes but returned to base after numerous near-death experiences. After the collapse of France, he recently sought exile in the United States. News indicates he is currently turning his combat experiences into a literary work.
Louis Aragon
Like Malraux, he joined an armored unit, participated in the Flanders front, escaped to England from Dunkirk, returned to France two days later, participated again in the battles of the Seine and Loire, was captured like Malraux, and endured such hardship attempting escape that his hair turned white. He reached a small village near Limoges in the unoccupied zone of France and is currently writing poetry and novels.<170>
<166-170>

**Summary**

This article, written by a Korean correspondent in Paris in 1941, reports on the French literary and publishing scene under German occupation. Despite wartime difficulties like censorship (notably stricter from Vichy than the Germans) and severe paper shortages, the publishing industry showed surprising vitality, releasing numerous new works, including war narratives, novels, historical accounts, essays, and travelogues from both occupied Paris and the unoccupied zone. The second part details the situations of prominent French writers: some like Maurois and Romains fled to the US, while others like Malraux, Saint-Exupéry, and Aragon were involved in the fighting, faced capture, escaped, and were attempting to continue writing amidst the turmoil. The article highlights the resilience of French culture and letters even in defeat. From a Korean colonial history perspective, this article is interesting as it shows a continued Korean intellectual interest in European affairs, specifically France, even during global conflict and Japan's own imperial expansion. The report on occupied France, censorship, and cultural resilience might have implicitly resonated with readers in colonized Korea, offering a parallel, albeit distant, to their own situation. The presence of a Korean reporter like Kim Kwang-ho in Paris during this period is also noteworthy.

**Named Entities**

佛蘭西	프랑스	France
巴里	파리	Paris
金光浩	김광호	Kim Kwang-ho
獨逸	독일	Germany
비시시-정부	비시 정부	Vichy government
루네·반쟈망	르네 뱅자맹	René Benjamin
모-리스·베에츠	모리스 베츠	Maurice Betz
코레트부인	콜레트 부인	Madame Colette
巴里·쏘와-르紙	파리 수아르지	Paris-Soir (newspaper)
米國	미국	United States
쮸리안·끄링-	쥘리앵 그린	Julian Green
죠르쥬·시므농	조르주 심농	Georges Simenon
샤르르·루리스니에	샤를 플리스니에	Charles Plisnier
짱·에리치에	장 에리티에	Jean Héritier
카데리-누·메지치	카트린 드 메디시스	Catherine de Médicis
가부리엘·아노트-	가브리엘 아노토	Gabriel Hanotaux
埃及	이집트	Egypt
죠르쥬·스아레쓰	조르주 수아레즈	Georges Suarez
페탄元帥	페탱 원수	Marshal Pétain
레온·또테	레옹 도데	Léon Daudet
앙리·라봐딴	앙리 라베당	Henri Lavedan
파스츠-르	파스퇴르	Pasteur
아렉산돌·다비인드·네-ㄹ부인	알렉상드라 다비드넬 부인	Madame Alexandra David-Néel
支那	중국	China
리욘	리옹	Lyon
라루단세-書房	라르당셰 서점	Lardanchet Bookstore
푸-크·쥬팔크	푸크 뒤파르크	Fouques Duparc
리슈류	리슐리외	Richelieu
앙리·맛슈	앙리 마시스	Henri Massis
오바넬·다비이논 書房	오바넬 (아비뇽) 서점	Aubanel Bookstore (Avignon)
佛翰林院	프랑스 한림원	Académie française (French Academy)
루이·베르트란	루이 베르트랑	Louis Bertrand
크레르몽·풰랑	클레르몽페랑	Clermont-Ferrand
오-베르뉴	오베르뉴	Auvergne
스카나 서점	스카나 서점	SCAN Bookstore
짱·토오봐난	장 투브냉	Jean Thouvenin
앙드레·도오메존	앙드레 드메종	André Demaison
그르노-불	그르노블	Grenoble
알트書房	아르토 서점	Arthaud Bookstore
뉴-욕	뉴욕	New York
로시츠	코스트	Dieudonné Costes
몽루이 서점	몽루이 서점	Mont-Louis Bookstore
앙리-·뽈드	앙리 번스타인	Henri Bernstein
앙드레·모-로아	앙드레 모루아	André Maurois
쭐-로망	쥘 로맹	Jules Romains
앙드레·마르로-	앙드레 말로	André Malraux
리베라	리비에라	Riviera
쨩·콕트-	장 콕토	Jean Cocteau
앙토와-느·도·쌍텍쮸베리	앙투안 드 생텍쥐페리	Antoine de Saint-Exupéry
루이·아라꽁	루이 아라공	Louis Aragon
푸랭돌	플랑드르	Flanders
땅켈크	됭케르크	Dunkirk
英國	영국	United Kingdom
쎄-누	센 강	Seine River
로아르	루아르 강	Loire River
리모-쥬	리모주	Limoges

**Glossary**

文士	문사	Writer, man of letters
出版界	출판계	Publishing world
在巴里	재파리	Residing in Paris (Prefix 在 indicating location, common in older texts)
勃發	발발	Outbreak (of war)
契機	계기	Trigger, opportunity, moment
敗北	패배	Defeat
進駐	진주	Stationing (of troops), military occupation
窒息觀	질식관	Suffocating view/atmosphere
漸次	점차	Gradually
現狀	현상	Current situation
빛외여	비추어	Reflecting, in light of (Older spelling/form of 비추어)
昨今	작금	These days, recently
活況	활황	Boom, bustling activity, prosperity
避難했든	피난했던	Had evacuated (Older grammatical form -든 for past tense recall, modern -던)
舊態	구태	Former state, old condition
書齊	서재	Study (room)
健在	건재	Being well, alive and well
判明	판명	Become clear, be confirmed
檢閱制度	검열제도	Censorship system
緩和	완화	Relaxation, easing (of restrictions)
되려	되레/오히려	Rather, instead (Colloquial form)
嚴峻	엄준	Strict, severe (Modern Korean usually 엄중(嚴重))
制約	제약	Restriction, constraint
入手困難	입수곤란	Difficulty in obtaining/acquiring
致明的	치명적	Fatal, critical
打擊	타격	Blow, impact
惡條件	악조건	Unfavorable conditions
克服	극복	Overcoming
昨秋	작추	Last autumn
新刊	신간	New publication
主材	주재	Main theme, subject matter
上梓	상재	Publish (a book, literary term)
隨筆物	수필물	Collection of essays
書簡集	서간집	Collection of letters
題하여	제하여	Titled as, with the title
占領地域	점령지역	Occupied zone/area
非占領地域	비점령지역	Unoccupied zone/area
際會하여	제회하여	Coinciding with, meeting the occasion
昻揚	앙양	Enhancement, uplifting, heightening
啓示	계시	Revelation, suggestion, pointing towards
計畫	계획	Plan (Older Hanja spelling, now commonly 계획)
監修	감수	Supervision (editorial)
死去	사거	Death (formal term)
哀惜히	애석히	Regrettably, sadly
遺作	유작	Posthumous work
灰燼	회진	Ashes
勇猛스럽게	용맹스럽게	Bravely, courageously
姿態	자태	Figure, appearance, form
恢復	회복	Recovery (Older Hanja spelling, now commonly 회복)
消息	소식	News, tidings
逃亡하여	도망하여	Having fled, escaped
論告	논고	Statement, argument, pronouncement (Here context suggests 'making statements')
一切	일체	Entirely, completely, all
入隊	입대	Enlistment, joining the army
捕虜	포로	Prisoner of war (POW)
收容所	수용소	Internment camp, POW camp
脫走	탈주	Escape, desertion
執筆中	집필중	In the middle of writing
生死	생사	Life or death
空軍中隊長	공군중대장	Air Force squadron leader
偵察飛行	정찰비행	Reconnaissance flight
戰鬪機隊	전투기대	Fighter squadron/group
包圍되였는데	포위되었는데	Was surrounded but (Older spelling/form of 되었는데)
九死一生	구사일생	Narrow escape from death (lit. nine deaths, one life)
歸還하였다	귀환하였다	Returned (to base, home)
崩壞	붕괴	Collapse
亡命	망명	Exile, seeking asylum
目下	목하	Currently, at present
同戰鬪	동전투	Said battle/combat
辛苦	신고	Hardship, suffering
一小村	일소촌	A small village


---------------------------


잡지명	삼천리 제13권 제7호
발행일	1941년 07월 01일
