Magazine Title	삼천리 제8권 제8호
Publication Date	1936년 08월 01일
Article Title	極東問題를 싸고도는 列强外相의 手腕과 그 人物觀 (The Skill of the Great Powers' Foreign Ministers Concerning the Far Eastern Problem and Views on Their Personalities)
Author	金鍾範
Article Type	논설 (Editorial/Essay)

The Skill of the Great Powers' Foreign Ministers Concerning the Far Eastern Problem and Views on Their Personalities
						Kim Chong-bŏm

V. Soviet People's Commissar for Foreign Affairs, Mr. Litvinov

Just as Japan's diplomacy is called military diplomacy and China's diplomacy is called Chiang Kai-shek diplomacy, it is true that Soviet diplomacy is called Stalin diplomacy, recognizing Stalin's importance. However, the Soviet diplomatic world today holds greater significance than any other country in the world, and its crucial role has indeed been quite remarkable. In Europe and America, its considerable activities and maneuvers, starting with joining the League of Nations and various subsequent efforts, the conclusion of the Soviet-French Mutual Assistance Treaty, Soviet-British cooperation (提携), and the US-Soviet rapprochement, have been almost unparalleled in the history of recent world diplomacy. In the Far East, extraordinary pains and efforts have been invested in operations towards Mongolia (對蒙工作), operations towards China (對中工作), and operations towards Japan and Manchuria (對日滿工作). Mr. Litvinov, the Soviet People's Commissar for Foreign Affairs who took charge of and executed this important role, cannot but be called a great master of statecraft, without peer among the foreign ministers of the world's powers.

Furthermore, in the Far East, there have been several crises risking conflict in the last two or three years.
When conflict with Japan seemed imminent centered around the North Manchurian Railway (北鐵問題), the transfer of the North Manchurian Railway (北鐵讓渡) was carried out in March of the year before last to avoid it.<65> Even after that, various problems such as disputes on the Soviet-Manchurian border (蘇滿國境) and the Japan-Soviet Fishery Agreement (日蘇漁業協約) continued to frequently arise, but through various means and methods, all these problems were resolved amicably, avoiding conflict. This was by no means a humiliating concession, but rather overcoming the difficult situation (難局) through subtle diplomatic policy. On the other hand, within South China (南中國), XX operations (OO工作), unimaginable to the people of the world (世人), have been proceeding secretly (潛行), wielding great influence (勢力) today, and the same is true regarding Mongolia (蒙古).
Of course, it is an undeniable fact that behind the scenes (裏面) of the Soviet diplomatic world showing such extraordinary vigor today lies the considerable merit (功勞) of Mr. Stalin. Originally, the Soviet Union had dual diplomacy (二重外交) involving the Communist Party Headquarters (共産黨部) and the government (政府), but as a result of Mr. Stalin's efforts towards its unification (一元化), today's Soviet diplomacy is completely unified under Stalin's leadership (指導), with Mr. Litvinov implementing (實行) it.

Mr. Litvinov's Brief History (略歷)
Mr. Litvinov was born 50 years ago (in 1876) into a wealthy family (富豪) in P'erosŭtok'ŭ (페로스독크), received vocational education (實業敎育), became a volunteer soldier (志願兵) at 17, studied Marxism (맑스主義) while enlisted (在營中), engaged in socialist (社會主義) propaganda (宣傳) among workers (勞動者) after discharge (退營後), and was subsequently detained (拘禁) for a year and a half and sentenced to six years of heavy imprisonment (重禁錮) for joining the Social Democratic Labour Party (社會民主勞動黨) organization. Consequently, he escaped prison (脫獄) with 11 comrades (同志) and went into exile (亡命) abroad, where he managed (經營) several media outlets (言論機關), participated actively as a representative (代表) in the International Socialist Bureau (國際社會主義事務局), engaged in the anti-war movement (反戰運動) during the World War (世界大戰), was appointed the first Plenipotentiary to Britain (駐英全權) after the October Revolution (十月革命), participated (參與) in the People's Commissariat for Foreign Affairs (外務人民委員部) and the People's Commissariat for Workers' and Peasants' Inspection (勞農監督人民委員部), served as the Soviet Plenipotentiary stationed in Estonia (에스토니아<66> 駐在蘇聯全權), and after Chicherin's downfall (沒落), was appointed (被任) People's Commissar for Foreign Affairs in July of Shōwa 6 (1931). It is said he has attended dozens of various international conferences (國際會議) as Chief Plenipotentiary (首席全權).

VI. US Secretary of State Hull and Far East Policy (極東政策)
Since America's policy towards Europe and America (對歐米政策) has been reported in detail in various newspapers until today, it will be omitted here. Considering America's recent Far East policy (極東政策), one cannot but say it is in a state of halting its policy of speaking out (發言主義 停止) and adhering to a wait-and-see policy (靜觀主義 堅持).
Recently, Britain has decisively executed (斷行) an active policy towards China (對中積極政策), entering a state of sharp confrontation (尖角的 對立) with Japan. China keenly expects (切實히 期待) the US to join with Britain for active (積極) action, and is making considerable maneuvers (策動) to check (牽制) Japan through renewed activity (再活動) of European and American influence (歐米勢力), but has yet to see particular effect (效果) in the US.
To explain in detail (詳言), China had Ambassador to the US Shi Zhaoji (施肇基駐米大使) visit Secretary of State Hull (헐 國務長官) on November 28th of the year before last to strive for arousing US attention towards the Far East (對極東注意喚起) and restraining Japan (對日牽制). Furthermore, it had Mr. Wang Zhengting (王正廷氏) advocate (標榜) an unofficial visit to Japan and ride together (同乘) on the SS President Jefferson (푸레이시덴트 제파손號), the ship carrying the US Vice President (米副大統領) and US Congressmen (米國議員), earnestly requesting (懇請) active US aid to China (對支積極的援助) and restraint of Japan aboard the ship (船中). Britain also earnestly requested (懇請) joint cooperation (共同協力) with the US towards China, but the US still (依然히) firmly maintained (固持) a calm (沈靜) attitude. In past years (往年), the US had instigated (使嗾) Britain and been enthusiastic (熱中) about restraining Japan and aiding China, but now such an attitude is completely nonexistent (全無). It did not cater (迎合) to Britain's demands (強要) for an active China policy, and has been acting alone (獨身的), viewing it like a fire across the river (彼岸火災視).
Amidst this, the political trends (政治的 動向) of the world, centered on the European problem, the Italo-Ethiopian problem (伊에 問題), and the London Naval Conference (런던軍縮會議), led the US to break away (破脫) from its conventional policy of silence (沈黙主義) regarding the Far Eastern Problem and express (表明) its principled attitude (原則的 態度) in Far East diplomacy.
Secretary of State Hull (헐 國務長官) stated on December 5th of the year before last: Regarding the development of the incident that brought about substantial change (實質的 變化) in the political situation (政治現狀) of Japan and North China (日北中) (i.e., the North China Autonomy Movement problem - 北中自治運動問題), the Powers holding interests (利權關係) in China cannot look on calmly (冷靜). The US government, as a treaty power (條約國), is paying profound<67> attention (深甚한 注意) to the development of the situation (事態). In today's world enveloped in political and economic instability (不安), there is an even greater need (一層 必要) for each nation to observe (遵守) principles and agreements (規約). The US government firmly believes (確信) the fundamental principles (基本的 諸原則) of its own traditional policy (傳的 政策) are entirely legitimate (正當). [The US government requests] that all signatory governments (締約國政府) respect (尊重) the clauses (諸條項) of international treaties (國際條約) to which they solemnly committed (嚴肅히 加盟) in order to uphold (堅持) the clauses (諸條項) of the treaties (諸條約) in which their governments themselves participated as parties (當事國), and simultaneously to promote (促進) and coordinate (調整) mutually beneficial contact (相互的 便益接觸) among the signatory nations (締約國間).
However, the US attitude (態度) towards the Far East has lost (失) the activism of past years (往年) and remains in a cool state. The reasons (原因) for this can be said to lie in the changes in the world situation (世界政勢), US domestic affairs (國內事情), and the progress (進展) of the new situation (新事態) in the Far East. The US is distancing itself from European problems, adopting an isolationist policy (孤立政策) for itself, and concentrating all its efforts (全力 傾注) on domestic reconstruction (國內再建) in the current situation (現狀).
Of course, since the international situation changes from moment to moment (時時刻刻 變遷), it can be anticipated (豫想) that US policy towards the Far East will see activation (積極化) should the Far East problem become further complicated (一層 複雜化) or the US internal situation (內情勢) improve rapidly (急角度로 改善). The point where the US is likely (可能性) to take an active attitude towards the Far East problem will likely center on the naval problem (海軍問題). What is necessary for the US in the Far East will be the problem of securing absolute naval superiority over Japan (海軍力의 對日絶對優勢保確問題). The London Naval Conference (런던의 軍縮會議) already turned into a conference of several great powers (歐米列國强數國) of Europe and America with Japan's withdrawal (脫退), and with this as a trigger (導火線), Anglo-American (英米) military preparations in the Far East (極東軍備) are being built up (堅持) to an astonishing (驚異) state. It can be anticipated that in the not-too-distant future (不遠이 장래), centered on the China problem (中國問題), a crisis (危機) of strengthening defense preparations (防備의 強化) or even conflict (衝突) may arrive (到來). The Secretary of State's brief history will be omitted (略) here. (July 10th, at a Taegu Inn) An<68>
<65-68>

**Summary**

This 1936 article by Kim Chong-bŏm analyzes the diplomatic approaches of the Soviet Union and the United States towards the increasingly tense Far East situation. It praises Soviet Foreign Commissar Maxim Litvinov's skillful diplomacy in navigating crises with Japan (like the Chinese Eastern Railway sale and border disputes) and expanding Soviet influence in China and Mongolia, contrasting this with the formerly more interventionist, but now cautious and isolationist, "wait-and-see" policy of US Secretary of State Cordell Hull. The author notes Hull's recent statement reaffirming treaty principles regarding North China but observes the US reluctance to actively counter Japan alongside Britain, attributing this to global shifts, US domestic focus, and the evolving Far East situation, while predicting potential US re-engagement centered on naval competition with Japan. From a Korean colonial history perspective, the article is interesting as it shows a Korean intellectual analyzing Great Power politics affecting East Asia, particularly the maneuvers of Japan, China, the USSR, the US, and Britain. It highlights the perceived diplomatic prowess of the Soviets versus American caution in the face of Japanese expansionism and Chinese appeals for support, reflecting the complex geopolitical currents surrounding Korea at the time.

**Named Entities**

蘇聯	소련	Soviet Union
리드브이노흐	리트비노프	Yi Tŭ-bŭi-no-hŭ (Litvinov)
日本	일본	Ilbon (Japan)
中國	중국	Chungguk (China)
蔣介石	장개석	Chang Kai-shih (Chiang Kai-shek)
스타린	스탈린	Sŭt'allin (Stalin)
歐米	구미	Ku-Mi (Europe and America)
國際聯盟	국제연맹	Kukche Yŏnmaeng (League of Nations)
蘇佛	소불	So-Pul (Soviet-French)
蘇英	소영	So-Yŏng (Soviet-British)
米蘇	미소	Mi-So (US-Soviet)
極東	극동	Kŭktong (Far East)
蒙古	몽고	Monggo (Mongolia)
日滿	일만	Il-Man (Japan-Manchuria)
北鐵	북철	Pukch'ŏl (North Manchurian Railway / Chinese Eastern Railway)
蘇滿	소만	So-Man (Soviet-Manchurian)
日蘇	일소	Il-So (Japan-Soviet)
南中國	남중국	Nam Chungguk (South China)
共産黨部	공산당부	Kongsandangbu (Communist Party Headquarters)
페로스독크	페로스토크	P'erosŭtok'ŭ (Białystok - likely)
社會民主勞動黨	사회민주노동당	Sahoe Minju Nodongdang (Social Democratic Labour Party)
國際社會主義事務局	국제사회주의사무국	Kukche Sahoejuŭi Samuguk (International Socialist Bureau)
英國	영국	Yŏngguk (Britain)
外務人民委員部	외무인민위원부	Oemu Inmin Wiwŏnbu (People's Commissariat for Foreign Affairs)
勞農監督人民委員部	노농감독인민위원부	Nonong Kamdok Inmin Wiwŏnbu (People's Commissariat for Workers' and Peasants' Inspection)
에스토니아	에스토니아	Esŭt'onia (Estonia)
히체린	치체린	Hich'erin (Chicherin - likely Georgi Chicherin)
昭和	쇼와	Shōwa (Showa era)
米國	미국	Miguk (USA)
헐	헐	Hŏl (Hull - Cordell Hull)
施肇基	시소기	Si Cho-gi (Shi Zhaoji)
王正廷	왕정정	Wang Chŏng-t'ing (Wang Zhengting)
푸레이시덴트 제파손號	프레지던트 제퍼슨호	P'ureisident'ŭ Chep'asŏn-ho (SS President Jefferson)
歐洲	구주	Kuju (Europe)
伊에	이-에	I-E (Italo-Ethiopian)
런던	런던	Rŏndŏn (London)
日北中	일-북중	Il-Pukchung (Japan-North China)
北中自治運動	북중자치운동	Pukchung Chach'i Undong (North China Autonomy Movement)
大邱	대구	Tae'gu (Daegu)

**Glossary**

列强	열강	Great Powers
外相	외상	Foreign Minister
手腕	수완	Skill, ability, statecraft
人物觀	인물관	View of figures/personalities
外務人民委員長	외무인민위원장	People's Commissar for Foreign Affairs (Soviet ministerial title)
軍部外交	군부외교	Military diplomacy
刮目	괄목	To watch with amazement; pay close attention
相互授助條約	상호원조조약	Mutual Assistance Treaty (using 授助 for 원조)
締結	체결	Conclusion (of a treaty)
製携	제휴	Cooperation, alliance (likely typo for 提携)
對蒙工作	대몽공작	Operations/Work towards Mongolia
對中工作	대중공작	Operations/Work towards China
對日滿工作	대일만공작	Operations/Work towards Japan/Manchuria
非凡	비범	Extraordinary, uncommon
苦心	고심	Painstaking effort, trouble
衝突	충돌	Clash, conflict
危機	위기	Crisis
數次	수차	Several times
讓渡	양도	Transfer, cession
紛爭	분쟁	Dispute
繼續	계속	Continuously
頻發	빈발	Frequent occurrence
圓滿히	원만히	Amicably, smoothly
屈辱的	굴욕적	Humiliating
微妙	미묘	Subtle, delicate
難局	난국	Difficult situation
打開	타개	To overcome, break through
潛行	潛行	To proceed secretly, infiltrate
勢力	세력	Influence, power, force
裏面	이면	Behind the scenes, the other side
功勞	공로	Merit, distinguished service
否認	부인	Denial
二重外交	이중외교	Dual diplomacy
一元化	일원화	Unification, centralization
指導	지도	Guidance, leadership
實行	실행	Implementation, execution
略歷	약력	Brief personal history, profile
距今	거금	Ago; from the present time
富豪	부호	Wealthy person, magnate
實業敎育	실업교육	Vocational/Industrial education
志願兵	지원병	Volunteer soldier
在營中	재영중	While enlisted in the military
맑스主義	마르크스주의	Marxism (older spelling of 마르크스)
退營後	퇴영후	After discharge from military service
勞動者	노동자	Worker, laborer
宣傳	선전	Propaganda, publicity
從事*고	종사하고	Engaged in (older connective form)
入黨	입당	Joining a political party
拘禁	구금	Detention, confinement
重禁錮	중금고	Heavy imprisonment
處케 됨에	처하게 됨에	Being sentenced to (older grammar)
同志	동지	Comrade
脫獄	탈옥	Prison break
亡命	망명	Exile, seeking asylum
言論機關	언론기관	Media organization, press organ
經營	경영	Management, operation
代表	대표	Representative
參加	참가	Participation
活動	활동	Activity, movement
反戰運動	반전운동	Anti-war movement
十日革命	10월 혁명	October Revolution (lit. 'Ten-Day Revolution', likely inaccurate term used for October Revolution)
駐英全權	주영전권	Plenipotentiary to Britain
任命	임명	Appointment
參與	참여	Participation, taking part in
駐在	주재	Stationed in, resident in
全權	전권	Plenipotentiary powers; ambassador with full powers
沒落	몰락	Downfall, collapse, ruin
被任	피임	To be appointed
首席全權	수석전권	Chief Plenipotentiary
出席	출석	Attendance
達한다	달한다	Reaches, amounts to
國務長官	국무장관	Secretary of State (US)
考祭	고찰	Consideration, examination (祭 likely typo for 察)
發言主義	발언주의	Policy of speaking out/making statements
停止	정지	Stop, halt, cessation
靜觀主義	정관주의	Wait-and-see policy; policy of quiet observation
堅持	견지	Adherence, maintenance; upholding
斷行	단행	Decisive execution, carrying out resolutely
尖角的	첨각적	Sharp, pointed, acute (as in confrontation)
對立	대립	Confrontation, opposition
結合	결합	Combination, union, joining together
積極	적극	Active, positive
策動	책동	Maneuvering, machination, scheming
注意喚起	주의환기	Arousing attention, calling attention to
牽制	견제	Check, restraint, constraint
非公式	비공식	Unofficial
標榜	표방	Advocating, claiming publicly
副大統領	부대통령	Vice President
議員	의원	Member of parliament/congress
同乘	동승	Riding together (in the same vehicle/vessel)
船中	선중	Aboard a ship
對支援助	대중원조	Aid to China (using 支 for China)
懇請	간청	Earnest request, plea, entreaty
共同協力	공동협력	Joint cooperation
依然히	의연히	Still, as before
沈靜	침정	Calm, quiet (駐靜 likely typo)
固持	고지	Firmly maintaining, adhering to
往年	왕년	Past years, former times
使嗾	사주	Instigation, egging on (唆嗾)
熱中	열중	Being absorbed in, enthusiastic about
全無	전무	Completely nonexistent
強要	강요	Coercion, demand, insistence
迎合	영합	Catering to, currying favor with
獨身的	독신적	Acting alone, independently (uncommon usage, maybe 'solitary')
彼岸火災視	피안화재시	Viewing like a fire across the river (idiom for detached indifference)
軍縮會議	군축회의	Disarmament conference
動向	동향	Trend, tendency, movement
從來	종래	Hitherto, conventional, traditional
沈黙主義	침묵주의	Policy of silence
破脫	파탈	Breaking away from, escaping from
原則的	원칙적	Principled, fundamental
態度	태도	Attitude, stance
表明	표명	Expression, declaration, statement
現狀	현상	Current situation, status quo
實質的	실질적	Substantial, real, actual
招來	초래	To bring about, cause, incur
利金關係	이권관계	Interests, stakes (利金 likely typo for 利權)
冷靜히	냉정히	Calmly, coolly
條約國	조약국	Treaty power, signatory nation
事態	사태	Situation, state of affairs
深甚	심심	Deep, profound
注意	주의	Attention, caution
規約	규약	Agreement, convention, rules (used here similarly to treaty principles)
遵守	준수	Observance, compliance
必要	필요	Necessity
傳的	전통적	Traditional
基本的	기본적	Fundamental, basic
正當	정당	Just, legitimate, rightful
確信	확신	Conviction, firm belief
當事國	당사국	Party concerned, signatory state
諸條約	제조약	Various treaties
諸條項	제조항	Various articles/clauses
締約國	체약국	Contracting party, signatory nation
相互的	상호적	Mutual, reciprocal
便益	편익	Benefit, convenience
接觸	접촉	Contact, touch
促進	촉진	Promotion, acceleration
調整	조정	Adjustment, coordination, mediation
嚴肅히	엄숙히	Solemnly, gravely
加盟	가맹	Affiliation; here: commitment to/signing
國際條約	국제조약	International treaty
尊重	존중	Respect, esteem
要請	요청	Request, demand
聲明	성명	Statement, declaration
政勢	정세	Political situation
國內事情	국내사정	Domestic situation/affairs
新事態	신사태	New situation
進展	진전	Progress, development
孤立政策	고립정책	Isolationist policy
自取	자취	To adopt for oneself
國內再建	국내재건	Domestic reconstruction
全力	전력	Full power, all-out effort
傾注	경주	Concentration, devotion (of effort)
時時刻刻	시시각각	Moment by moment, constantly changing
變遷	변천	Change, transition, vicissitudes
複雜化	복잡화	Complication
內情勢	내정세	Internal situation
急角度	급각도	Steep angle; rapidly
改善	개선	Improvement
積極化	적극화	Activation, becoming active/positive
豫想	예상	Expectation, anticipation, forecast
可能性	가능성	Possibility, likelihood
海軍問題	해군문제	Naval problem/issue
海軍力	해군력	Naval power/strength
絕對優勢	절대우세	Absolute superiority
保確	확보	Securing, ensuring (保確 likely typo for 確保)
脫退	탈퇴	Withdrawal, secession
導火線	도화선	Fuse (lit. and fig.), trigger
