잡지명	개벽 제50호
발행일	1924년 08월 01일
기사제목	衡平社의 內訌과 衡平運動에 대한 批判 (Hyŏngp'yŏngsa's Internal Strife and Criticism of the Hyŏngp'yŏng Movement)
필자	金德漢
기사형태	논설 (Editorial/Critique)

衡平社의 內訌과 衡平運動에 대한 批判
						金德漢
1
It is said that today, barely a year after the Hyŏngp'yŏngsa (衡平社) was established, internal strife has already arisen within the society. The Hyŏngp'yŏngsa headquarters is in Chinju (晉州), and the Hyŏksin Tongmaenghoe (革新同盟會 - Reform Alliance Association) is in Kyŏngsŏng (京城), and it is said they are preoccupied with asserting their own righteousness and denouncing the other's wrongs. Let's hear each side's claims. The Reform Alliance side strongly condemned the abuse of power by executives and their fraudulent financial activities, criticized the executives' opposition to the issue of moving the Hyŏngp'yŏngsa headquarters to Kyŏngsŏng, and rebuked them for causing the failure of the Taejŏn (大田) conference and all other acts of breach of contract, perversity, and bad faith.
The Hyŏngp'yŏngsa headquarters side attacked the administrative committee member Chang Chip'il (張志弼) for his criminal record and ambitious actions aimed at seizing power, retorted that the failure of the Taejŏn conference was due to the Reform faction's breach of contract, and pointed out the Reform faction's conspiratorial actions and other arrogant attitudes and greedy behavior.
In short, it is a fact that there was friction among the Hyŏngp'yŏngsa executives, and it seems the focal point of the conflict between the two factions is, more than anything, the issue of moving the headquarters to Kyŏngsŏng. Both factions have printed and distributed their respective statements, but upon reading them, I could not judge who is right and who is wrong. Who was wrong first? And if one side was wrong, it is difficult to understand why it led to a split instead of being left to the judgment of the society members. A preparatory committee for moving the headquarters to Kyŏngsŏng had even been formed, but the headquarters side vehemently denied it, while the reform side announced the formation of the Reform Association as a result. This makes it seem factual that the headquarters relocation is indeed the biggest issue of contention between the two factions. However, regardless of which faction is right or wrong, or whether the condition for the split is A or B, I have not had the leisure to examine it. Nor is there a need to examine it. I simply regard the very fact of division and conflict as regrettable.

2
Those who for hundreds of years could not possess the right to exist as human beings and received all sorts of <39> abuse and all sorts of sorrow, having finally raised the banner of revolt in this new era, must solidify their unity and defeat the enemy forces. 400,000 people is not a small number; if they unite as one and consolidate their front, they could become a major force that cannot be disregarded. Yet, why are they now engaging in fratricide over trivial issues? If it were a difference in ideology, doctrine, or political strategy, then struggle would be unavoidable and even necessary, but I find it difficult to grasp anything significant enough to warrant a split.
Regarding the dispute, why resort to printing and distributing so-called statements, exposing the transgressions of comrades to the hostile class and proclaiming the rights and wrongs to the public? What is so refreshing about that?
To devise a reconciliation plan for this conflict between the two factions, members in Pusan (釜山) held a meeting, and I heard that the Japanese Suiheisha (日本 水平社) is sending representatives to mediate between the two factions. If there are indeed arbitrary actions or unsavory conduct by a few executives of the Hyŏngp'yŏngsa headquarters, the 400,000 Hyŏngp'yŏngsa members should be able to dismiss such executives. If certain individuals in the Reform faction harbor ambitious actions, the members should not align with them. Yet, the current situation, where on one side there is no dismissal and on the other side there is alignment, is a contradiction.
If there is wrongdoing, there should only be overthrow. There is no reconciliation, no mediation. The issue of reconciliation or mediation does not arise from the start. This is because wrong is annihilated by wrong, and right triumphs through right. Just as water and oil cannot mix, wrong and right cannot compromise. If so, then such reconciliation or mediation would be meaningless. However, the fact that attempts are being made to reconcile and mediate suggests that the wrong is not so absolutely wrong, and the right is not so absolutely right. In other words, it seems the wrong and right have not reached a point where they cannot be harmonized.
Therefore, we call the division wrong and a serious blunder. At this time when contempt and oppression persist, at this time when this situation must be swiftly overcome even for a single day, I hope that you, the wise members, will quickly move from division to unity, prepared even to sacrifice all positions and honors—within the society.

3
From here, let us elaborate a bit on what the Hyŏngp'yŏng Movement (衡平運動) is.
Originally, the Paekchŏng (白丁) class felt the most profound anguish not from economic oppression but from the oppression of their human rights <40>. Therefore, they agonized more over the recovery of human rights than over economic issues. Today, we understand that the Hyŏngp'yŏng movement signifies the equality of human rights only, not economic equality. Because of this, it is unavoidable that the movement is localized rather than mass-based. That is, it aims for the liberation of the approximately 400,000 members of the Paekchŏng class, not for the liberation of the entire oppressed class.
If it were for economic liberation as well, not just the equality of human rights, and if it were a mass movement rather than a localized one, then its consciousness, passion, and actions—all these—would have to bear a proletarian character.
I had the occasion to observe the Hyŏngp'yŏngsa's first-anniversary ceremony held at the Ch'ŏndogyo Hall (天道敎堂) in Kyŏngundong (慶雲洞) on April 25th last. Listening to the opening address, the report on the society's history, and the members' reflections, one can generally grasp the spirit of the Hyŏngp'yŏng movement. Its motivation for arising, its subsequent actions, all point solely to the extension of human rights—leaving aside economic issues.
A passage in the opening address said, "We hope you will show much sympathy (同情) for our Hyŏngp'yŏngsa," and at the end of a certain person's reflection, "The success or failure of our Hyŏngp'yŏngsa depends on whether various personages show sympathy or not." This means the fate of the Hyŏngp'yŏngsa lies not in the struggle of the Hyŏngp'yŏngsa members themselves, but in the sympathy of the public. For people who have embarked on the path of a movement, they should simply charge towards their intended goal, regardless of whether others sympathize or not. Having recognized something as irrational and sinful, one should simply adopt destructive measures. There is no question of sympathy or lack thereof. Seeking sympathy from the public—excluding social activists—who oppress them, what kind of contradiction is this? There is no fruit from pleading. There is no path of compromise. There is nothing but overthrowing the enemy. One must have the courage to fight, prepared for sacrifice.
Concluding the ceremony, the moderator announced to the audience that there would be a reception (饗應) for the invited guests. The very act of inviting is laughable, but why did the Society side have to make a distinction between guests who would be entertained and guests who would not? The invited guests, I imagine, were likely those figures who have renown (?) in Korean society—the society seen by capitalists. Does this not stem from a psychology of entertaining the gentry (紳士輩) and alienating the nameless? Is it not an attempt to gain sympathy from them? I wonder.

4
With such a spirit, it is unavoidable that it will tend towards theism. Phrases like "Heaven-bestowed human rights" (天賦人權) and "Heaven's will" (天意) on the anniversary propaganda materials, and statements during a member's reflection at the anniversary ceremony such as "God (한우님 - Hanŭnim) created people equally," and "God (하우님 - Hanŭnim) is perfectly just and impartial," all acknowledged the existence of God.
Thus, we can see that the Hyŏngp'yŏng movement itself has a gap with the proletarian movement. From this perspective, we worry whether the Hyŏngp'yŏng movement might form yet another class (?)—or, to speak strongly, an enemy (敵)—in relation to the proletariat class.
As mentioned above, there is no absolute equality in capitalist society. The current economic organization itself naturally creates classes and discrimination. Under this economic system, no matter how loudly one cries out for the equality of human rights, one will never achieve satisfactory results.
Under the notion of God's existence, the transformation of the social structure cannot be achieved. Some scholars advocate Christian socialism, but we can see from their lack of any achievements to date that it is ineffective. There can be no achievements. Humanitarianism, cooperativism, compromise policies! Such lukewarm maneuvers are worthless. What impact has Russell's doctrine had on society? What results have the strategies of 'Penpentason' (펜펜타손 - perhaps Henderson?) or the policies of Scheidemann (싸이레만 - Scheidemann) achieved? Look at the fate of the Russian Mensheviks and the current political situation in Germany.
The doctrine of the Hyŏngp'yŏng movement is too weak. It is vague. If they truly want to possess human rights, they must henceforth possess, or be made to possess, a clear class consciousness—that of the proletariat.
As long as the Hyŏngp'yŏngsa does not abandon its current principles and views and stand on the same front as the proletariat class, its cries for equality will achieve no results.
(1924.6.20)＜42＞
＜39-42＞

**Summary**

The article critiques the internal conflict within the Hyŏngp'yŏngsa, a Korean social movement primarily for the *paekchŏng* outcast group, barely a year after its founding. The author laments the division between the Chinju headquarters and the Kyŏngsŏng-based Reform Alliance, likely over relocating the HQ, urging unity against centuries of oppression. The author then criticizes the Hyŏngp'yŏng Movement itself for focusing solely on human rights equality (especially seeking "sympathy" from elites) while ignoring economic liberation, and for its theistic tendencies ("Heaven-bestowed rights"). The author argues this approach is insufficient, separates it from the broader proletarian struggle, and risks failure; urging the movement to adopt a clear proletarian class consciousness and join a united front against the capitalist system to achieve true equality. For historians, this article is significant as it provides a contemporary Marxist/socialist critique of an early Korean civil rights movement during the colonial period. It highlights the ideological debates among Korean activists regarding strategy (rights-based vs. class struggle), the role of specific social groups (*paekchŏng*) within the broader anti-colonial and social justice movements, and the influence of international socialist thought on Korean intellectuals in the 1920s.

**Named Entities**

衡平社	형평사	Hyŏngp'yŏngsa
晉州	진주	Chinju
京城	경성	Kyŏngsŏng
革新同盟會	혁신동맹회	Hyŏksin Tongmaenghoe
大田	대전	Taejŏn
張志弼	장지필	Chang Chip'il
釜山	부산	Pusan
日本 水平社	일본 수평사	Ilbon Suiheisha (Japanese Suiheisha)
慶雲洞	경운동	Kyŏngundong
天道敎堂	천도교당	Ch'ŏndogyo-tang (Ch'ŏndogyo Hall/Church)
랏셀	랏셀	Rassell (Russell)
펜펜타손	펜펜타손	Penpentason (likely Henderson or similar contemporary political figure)
싸이레만	싸이레만	Ssaireman (Scheidemann)
로시아 멘세비끼	로시아 멘세비키	Rosia Mensebikki (Russian Mensheviks)
獨逸	독일	Togil (Germany)

**Glossary**

內訌	내홍	Internal strife, internal conflict
성립된지	성립된 지	Since being established (Older spelling/spacing)
겨우	겨우	Barely, only just
어느듯	어느덧	Before one knows it, already (Older spelling)
간부	간부	Executive(s), leading member(s)
濫權	남권	Abuse of power
금전상	금전상	Monetary, financial
詐欺	사기	Fraud, deception
痛聲하다	통성하다	To strongly denounce, condemn
이전문제	이전 문제	Relocation issue
반대	반대	Opposition
비난하다	비난하다	To criticize, blame
불성립케 한 것	불성립게 한 것	The act of causing failure/non-establishment (Older particle use)
違約	위약	Breach of contract
挬戾	패려	Perversity, obstinacy (Archaic Hanja term)
詰責하다	힐책하다	To rebuke, reprimand
전과	전과	Criminal record
야심적	야심적	Ambitious
음모적	음모적	Conspiratorial
自慢	자만	Arrogance, conceit
貧婪	탐람	Greed, avarice (Note: Original uses 貧婪, likely intending 貪婪)
軋轢	알력	Friction, conflict
사원	사원	Member (of the society)
맛기게	맡기게	To entrust to (Older spelling)
마츰내	마침내	Finally, eventually (Older spelling)
爭執	쟁집	Dispute, contention
餘袼	여가	Leisure, spare time (Original uses 袼, often 暇)
유감	유감	Regret
屢百年來	수백 년래	For several hundred years
학대	학대	Abuse, mistreatment
설움	설움	Sorrow, grief
밧아오든	받아오던	Used to receive (Older spelling)
신기운	신기운	New trend, new era/movement
際하여	제하여	At the time of, upon encountering
叛旗	반기	Banner of revolt
단결	단결	Unity, solidarity
굿게	굳게	Firmly, strongly (Older spelling)
적대군	적대군	Enemy forces
打勝하다	타승하다	To defeat, conquer
鞏固히	공고히	Firmly, solidly
侮視치	모시치	Disregard, look down upon (Older spelling/form)
사소한	사소한	Trivial, minor
同志相殘	동지상잔	Comrades killing each other, fratricide
何故인가	하고인가	Why is it? For what reason?
주의주장	주의 주장	Ideology and claims/assertions
政略	정략	Political strategy
투쟁	투쟁	Struggle, fight
捕捉하다	포착하다	To grasp, capture, seize
해결책	해결책	Solution, resolution
취하지 안이하고	취하지 아니하고	Without taking/adopting (Older negative form)
죄과	죄과	Sin, transgression, fault
폭로식히고	폭로시키고	Causing to be exposed (Older causative form)
시비	시비	Right and wrong
세간	세간	The public, the world
상쾌할 것	상쾌할 것	Something refreshing/pleasant
화해책	화해책	Reconciliation plan/measure
강구하다	강구하다	To devise, work out (a plan)
동인	동인	Members, associates (often of a specific group/region)
개하다	개하다	To hold (a meeting)
조정하다	조정하다	To mediate, adjust
擅權	천권	Arbitrary exercise of power, usurpation of power
不美한	불미한	Unsightly, scandalous, unsavory
파면하다	파면하다	To dismiss, remove from office
부동치	부동치	Not agreeing with, not following (Older negative form)
타도	타도	Overthrow, bringing down
조화되지	조화되지	Not harmonized/reconciled
실책	실책	Blunder, mistake
멸시	멸시	Contempt, disdain
억압	억압	Oppression, suppression
여전한	여전한	Still the same, persistent
타파하지 안이하면 안 될	타파하지 아니하면 안 될	Must be overthrown/destroyed (Older negative form)
현명한	현명한	Wise, sagacious
제군	제군	You (plural, addressing a group respectfully), gentlemen
지위	지위	Position, status
명예	명예	Honor, reputation
희생하다	희생하다	To sacrifice
각오	각오	Resolution, determination
합동	합동	Union, merging
붓어는	부터는	From (Older spelling/form)
진술하다	진술하다	To state, declare, express
원래	원래	Originally
白丁	백정	Paekchŏng (Traditional outcast group in Korea)
계급	계급	Class (social)
경제로의	경제로의	Economic (Older particle usage)
인권으로의	인권으로의	Of human rights (Older particle usage)
통한	통한	Deep sorrow, bitter grief
彼等	피등	They, them (Archaic pronoun)
회수	회수	Recovery, retrieval
고심하다	고심하다	To agonize over, take great pains
의미한 것	의미한 것	What is meant/signified
대중적	대중적	Mass-based, popular
국부적	국부적	Localized, partial
피지배계급	피지배계급	The ruled class, oppressed class
전체	전체	Entirety, whole
위하는	위하는	For the sake of
의식	의식	Consciousness
정열	정열	Passion, ardor
做作	주작	Actions, doings (Can also imply fabrication)
무산자적	무산자적	Proletarian
색채	색채	Color, hue; character, tendency
沿革	연혁	History, development
感想談	감상담	Talk about one's impressions/thoughts
인권신장	인권 신장	Extension/promotion of human rights
도외로 한	도외로 한	Having disregarded/ignored
不外하다	불외하다	To be nothing more than, only
동정	동정	Sympathy, compassion
분투	분투	Strenuous effort, struggle
여하에	여하에	Depending on how/whether
돌진할 따름이다	돌진할 따름이다	Just to charge forward
불합리	불합리	Irrationality, absurdity
죄악	죄악	Sin, crime, evil
認한 이상에는	인한 이상에는	Now that one has recognized... (Older spelling)
破壤	파괴	Destruction (Original uses 壤, typically 壞)
수단	수단	Means, measure, way
취할 따름이다	취할 따름이다	Just to take/adopt
애원	애원	Pleading, entreaty
타협	타협	Compromise
향하여	향하여	Towards
초대밧은	초대받은	Invited (Older spelling)
내빈	내빈	Invited guest(s)
饗應	향응	Reception, entertainment, feast
웃읍거니와	우습거니와	While it is laughable/ridiculous (Older spelling)
社측	사측	The Society's side
欸待하다	애대하다	To entertain hospitably (Archaic Hanja term)
무명인	무명인	Nameless person, obscure individual
소원하는	소원하는	Alienating, keeping at a distance
심리	심리	Psychology, mentality
엇자 함	얻자 함	Trying to obtain (Older spelling)
유신론적	유신론적	Theistic
경향	경향	Tendency, inclination
면치 못할	면치 못할	Cannot avoid
선전비라	선전삐라	Propaganda leaflet/flyer (삐라 is a loanword, likely from Japanese ビラ)
天賦人權	천부인권	Heaven-bestowed human rights
天意	천의	Heaven's will, Divine will
한우님	하느님	God (Older/dialectal form of 하느님)
하우님	하느님	God (Older/dialectal form of 하느님)
至公無私	지공무사	Perfectly just and impartial
認함	인함	Acknowledging, recognizing (Older nominalization)
푸로레타리아	프롤레타리아	Proletariat (Loanword)
간격	간격	Gap, distance
견지	견지	Standpoint, viewpoint
憂하다	우하다	To worry, be concerned
甚言하면	심언하면	To speak strongly, to exaggerate
敵	적	Enemy
절대평등	절대 평등	Absolute equality
경제조직	경제 조직	Economic organization
차별	차별	Discrimination, distinction
나게 한다	나게 한다	Causes to arise/be born
절규하다	절규하다	To scream, cry out desperately
원만한	원만한	Satisfactory, smooth, harmonious
성과	성과	Result, achievement
收치 못할 것이다	수치 못할 것이다	Will not be able to harvest/obtain (Older form)
변혁됨을	변혁됨을	Being revolutionized/transformed
不得한다	부득한다	Cannot obtain/achieve (Archaic usage)
기독교 사회주의	기독교 사회주의	Christian Socialism
唱道하다	창도하다	To advocate, champion
하등의	하등의	Any kind of, whatsoever
실적	실적	Actual results, achievements
擧함이 업슴을	거함이 없음을	The fact that there are no achievements (Older spelling/form)
인류애	인류애	Humanitarian love, philanthropy
협조주의	협조주의	Cooperativism
타협정책	타협 정책	Compromise policy
微溫적	미온적	Lukewarm, half-hearted
책동	책동	Maneuver, scheme, machination
가치	가치	Value, worth
학설	학설	Theory, doctrine
파동	파동	Waves, fluctuations; commotion, impact
방략	방략	Strategy, stratagem
정책	정책	Policy
功果	공과	Merit and result, achievement
운명	운명	Fate, destiny
政情	정정	Political situation
주의	주의	Principle, doctrine, ideology
박약하다	박약하다	Weak, feeble, poor
몽롱하다	몽롱하다	Vague, hazy, dim
眞의	진의	True, genuine
선명한	선명한	Clear, distinct
계급적 의식	계급적 의식	Class consciousness
